task,method,info,algorithm,q,contrast,block_days,n,delta,relative_pct,ci_low,ci_high
observed_change,ae_selected,without_positioning,linear_qr,0.1,AE_minus_sequential_ols,3,577,-0.19324649030852128,-2.7864610499188593,-0.3049918208371095,-0.09884493407593309
observed_change,ae_selected,without_positioning,linear_qr,0.1,AE_minus_sequential_ols,7,577,-0.19324649030852128,-2.7864610499188593,-0.28468361358748673,-0.10442382554757965
observed_change,ae_selected,without_positioning,linear_qr,0.1,AE_minus_pca_2,3,577,-0.09459060302115008,-1.383603749700943,-0.18306298517246042,-0.015629093854438586
observed_change,ae_selected,without_positioning,linear_qr,0.1,AE_minus_pca_2,7,577,-0.09459060302115008,-1.383603749700943,-0.1698143317901134,-0.02830312770989548
observed_change,ae_selected,without_positioning,linear_qr,0.5,add_residual,3,577,-0.001975474516709698,-0.015771721794536682,-0.00689486919887966,0.002455064761385392
observed_change,ae_selected,without_positioning,linear_qr,0.5,add_residual,7,577,-0.001975474516709698,-0.015771721794536682,-0.0071919462483046835,0.002907609217120661
observed_change,ae_selected,without_positioning,linear_qr,0.5,AE_minus_sequential_ols,3,577,0.03162273183564511,0.253147462559901,-0.04428310172023883,0.12118558688815959
observed_change,ae_selected,without_positioning,linear_qr,0.5,AE_minus_sequential_ols,7,577,0.03162273183564511,0.253147462559901,-0.03451154255431305,0.10157651796928116
observed_change,ae_selected,without_positioning,linear_qr,0.5,AE_minus_pca_2,3,577,0.07795331858020835,0.6263578712184431,-0.038989622165834605,0.20322845478227883
observed_change,ae_selected,without_positioning,linear_qr,0.5,AE_minus_pca_2,7,577,0.07795331858020835,0.6263578712184431,-0.019398467303350233,0.18195497045926773
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.09207908758547587,1.4545578511254462,0.01948718578654276,0.16867013177574447
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.09207908758547587,1.4545578511254462,0.021263615128306212,0.1671876519296474
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,AE_minus_sequential_ols,3,577,-0.06186660664940296,-0.9540941940923737,-0.1206489740662987,-0.00540535953966424
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,AE_minus_sequential_ols,7,577,-0.06186660664940296,-0.9540941940923737,-0.12512706642148072,0.0004429650903512859
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,AE_minus_pca_2,3,577,-0.03963236828699489,-0.6133052773503072,-0.15399943557500978,0.07860693159749234
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,AE_minus_pca_2,7,577,-0.03963236828699489,-0.6133052773503072,-0.12894925465562143,0.052987114292517914
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,add_residual,3,577,0.05100099346162178,0.40427483607574505,-0.02412763687458017,0.12087523652346545
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,add_residual,7,577,0.05100099346162178,0.40427483607574505,-0.011724268797713353,0.10753953308591037
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,AE_minus_sequential_ols,3,577,0.0379707689867008,0.30067624898969325,-0.041315256952168734,0.12518569706235758
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,AE_minus_sequential_ols,7,577,0.0379707689867008,0.30067624898969325,-0.03591415405731425,0.11244482905905477
