definition,h,learner,seed,sample,minimum_gap_bp,block_days,n,premium_n,discount_n,days,outcome,group,estimate,lo,hi,bootstrap_valid,p,group_n,group_days
EQ,12,forest40,20260927,full,5,5,318,114,204,76,total,premium,12.216822901530069,10.19096734597266,14.424684576560537,1.0,0.0005,114,50
EQ,12,forest40,20260927,full,5,5,318,114,204,76,dominance,discount,-3.3706587677647692,-20.047103179369223,12.624985004326728,1.0,0.682,204,67
EQ,12,forest40,20260927,full,5,5,318,114,204,76,dominance,premium,0.6241667932317807,-14.216757105800678,13.343133460322978,1.0,0.9345,114,50
EQ,12,forest40,20260927,full,5,10,318,114,204,76,local,discount,2.563514072240815,-4.003740677345725,8.194109739455392,1.0,0.43,204,67
EQ,12,forest40,20260927,full,5,10,318,114,204,76,local,premium,6.441664633262846,-1.0112153219193296,12.582945998976763,1.0,0.068,114,50
EQ,12,forest40,20260927,full,5,10,318,114,204,76,basket_price,discount,5.9341728400055835,-0.3671079606609507,13.0624338123578,1.0,0.082,204,67
EQ,12,forest40,20260927,full,5,10,318,114,204,76,basket_price,premium,5.817497840031064,-0.5045685544153793,13.307128746208067,1.0,0.1065,114,50
EQ,12,forest40,20260927,full,5,10,318,114,204,76,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,204,67
EQ,12,forest40,20260927,full,5,10,318,114,204,76,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,114,50
EQ,12,forest40,20260927,full,5,10,318,114,204,76,numeraire,discount,-0.07842598143266627,-0.1576532358315767,0.011197671435942544,1.0,0.069,204,67
EQ,12,forest40,20260927,full,5,10,318,114,204,76,numeraire,premium,-0.02752347312880511,-0.15593888427721073,0.11077787767171328,1.0,0.6855,114,50
EQ,12,forest40,20260927,full,5,10,318,114,204,76,global_control,discount,0.015924579268830726,-0.03684860900239607,0.0821585071577049,1.0,0.5895,204,67
EQ,12,forest40,20260927,full,5,10,318,114,204,76,global_control,premium,-0.014816098635075508,-0.10286973296957475,0.06125572649425652,1.0,0.7185,114,50
EQ,12,forest40,20260927,full,5,10,318,114,204,76,total,discount,8.435185510082418,6.931861607424242,9.89940922206815,1.0,0.0005,204,67
EQ,12,forest40,20260927,full,5,10,318,114,204,76,total,premium,12.216822901530069,10.4504095933717,14.085992740290889,1.0,0.0005,114,50
EQ,12,forest40,20260927,full,5,10,318,114,204,76,dominance,discount,-3.3706587677647692,-16.99301034734182,8.474202748589173,1.0,0.621,204,67
EQ,12,forest40,20260927,full,5,10,318,114,204,76,dominance,premium,0.6241667932317807,-14.108261128017404,12.918882692475094,1.0,0.932,114,50
EQ,12,forest40,20260927,full,0,5,509,185,324,78,local,discount,2.109566576642271,-4.60175037888593,8.986172749285005,1.0,0.543,324,78
EQ,12,forest40,20260927,full,0,5,509,185,324,78,local,premium,3.8112324545280334,-1.628953899422237,8.921067778704334,1.0,0.1665,185,62
EQ,12,forest40,20260927,full,0,5,509,185,324,78,basket_price,discount,3.623221420817026,-3.4180826401730715,10.834753975314355,1.0,0.313,324,78
EQ,12,forest40,20260927,full,0,5,509,185,324,78,basket_price,premium,5.139681752704827,0.08737281473326611,11.014862934712689,1.0,0.063,185,62
EQ,12,forest40,20260927,full,0,5,509,185,324,78,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,324,78
EQ,12,forest40,20260927,full,0,5,509,185,324,78,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,185,62
EQ,12,forest40,20260927,full,0,5,509,185,324,78,numeraire,discount,-0.0444227365408032,-0.14496304998217768,0.06270344720529543,1.0,0.3905,324,78
EQ,12,forest40,20260927,full,0,5,509,185,324,78,numeraire,premium,-0.02529763864049155,-0.13202634504073155,0.07159162213030022,1.0,0.636,185,62
EQ,12,forest40,20260927,full,0,5,509,185,324,78,global_control,discount,-0.0027206697766472025,-0.061746570334469085,0.06554441039895666,1.0,0.9485,324,78
EQ,12,forest40,20260927,full,0,5,509,185,324,78,global_control,premium,0.014992631463721089,-0.07143933012397179,0.09766737490946804,1.0,0.7465,185,62
EQ,12,forest40,20260927,full,0,5,509,185,324,78,total,discount,5.685644591141788,4.236411373141634,7.22187241466371,1.0,0.0005,324,78
EQ,12,forest40,20260927,full,0,5,509,185,324,78,total,premium,8.94060920005604,7.6529246558669435,10.470267442012705,1.0,0.0005,185,62
EQ,12,forest40,20260927,full,0,5,509,185,324,78,dominance,discount,-1.5136548441747562,-15.177874582632874,12.241355842039198,1.0,0.8445,324,78
EQ,12,forest40,20260927,full,0,5,509,185,324,78,dominance,premium,-1.3284492981767944,-12.568443261634181,8.701616664467188,1.0,0.8205,185,62
EQ,12,forest40,20260927,full,10,5,177,61,116,67,local,discount,6.924629084719959,-1.6407823359284939,16.617927328304912,1.0,0.1365,116,53
EQ,12,forest40,20260927,full,10,5,177,61,116,67,local,premium,4.551223792187485,-4.983335789423392,14.45188838208673,1.0,0.363,61,37
EQ,12,forest40,20260927,full,10,5,177,61,116,67,basket_price,discount,4.202346168491039,-6.3364086790798275,13.652103296302739,1.0,0.408,116,53
EQ,12,forest40,20260927,full,10,5,177,61,116,67,basket_price,premium,10.87122743036013,2.23725544030658,19.905927869134185,1.0,0.018,61,37
EQ,12,forest40,20260927,full,10,5,177,61,116,67,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,116,53
EQ,12,forest40,20260927,full,10,5,177,61,116,67,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,61,37
EQ,12,forest40,20260927,full,10,5,177,61,116,67,numeraire,discount,-0.12988750926398895,-0.2688810192048837,0.0019314571732884363,1.0,0.0645,116,53
EQ,12,forest40,20260927,full,10,5,177,61,116,67,numeraire,premium,-0.09469607705265393,-0.3541571794384368,0.12834450696236668,1.0,0.4425,61,37
EQ,12,forest40,20260927,full,10,5,177,61,116,67,global_control,discount,0.05008856894184506,-0.017424590099687224,0.1364804609094228,1.0,0.211,116,53
EQ,12,forest40,20260927,full,10,5,177,61,116,67,global_control,premium,-0.026406611131792167,-0.11845044253594181,0.04379564906696323,1.0,0.5375,61,37
EQ,12,forest40,20260927,full,10,5,177,61,116,67,total,discount,11.047176312888721,9.134880541775331,12.89785122692473,1.0,0.0005,116,53
EQ,12,forest40,20260927,full,10,5,177,61,116,67,total,premium,15.301348534363122,13.091906231050666,18.1141117045641,1.0,0.0005,61,37
EQ,12,forest40,20260927,full,10,5,177,61,116,67,dominance,discount,2.7222829162289197,-15.414983245824574,23.19283030969946,1.0,0.787,116,53
EQ,12,forest40,20260927,full,10,5,177,61,116,67,dominance,premium,-6.320003638172647,-24.899673857522234,11.996161436331324,1.0,0.4835,61,37
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,local,discount,1.6380875442363536,-7.417862903348598,10.355427453235718,1.0,0.7165,70,50
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,local,premium,2.240965937391466,-7.356778396005688,11.241316006741098,1.0,0.633,45,37
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,basket_price,discount,7.004238555422309,-1.7785073531334086,16.53953710302606,1.0,0.1395,70,50
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,basket_price,premium,8.583439182039173,-1.4264912257794298,19.15742236918862,1.0,0.108,45,37
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,70,50
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,45,37
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,numeraire,discount,-0.07956818778569189,-0.2555137103987653,0.08886316235600467,1.0,0.36,70,50
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,numeraire,premium,-0.09537234007309704,-0.24565388374048575,0.04994460615966941,1.0,0.195,45,37
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,global_control,discount,0.03838226828765466,-0.02540256533983028,0.1101433701480552,1.0,0.2695,70,50
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,global_control,premium,-0.0456697717165325,-0.15779648354207038,0.06384787183982624,1.0,0.417,45,37
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,total,discount,8.601140180160618,6.864948314680099,10.711731253010413,1.0,0.0005,70,50
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,total,premium,10.683363007641072,8.078671834163673,13.636579995317085,1.0,0.0005,45,37
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,dominance,discount,-5.366151011185957,-23.87954067033041,11.818892349293497,1.0,0.5655,70,50
EQ,12,forest40,20260927,nonoverlap,5,5,115,45,70,74,dominance,premium,-6.342473244647711,-26.504702287886936,12.612836630696025,1.0,0.512,45,37
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,local,discount,1.5077588167228528,-7.355506400466885,9.910866920766091,1.0,0.728,155,61
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,local,premium,7.709869560864831,-1.087884300227155,15.539659076212917,1.0,0.071,89,44
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,basket_price,discount,6.5651082263794605,-2.4842612327962903,16.21955865676643,1.0,0.176,155,61
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,basket_price,premium,4.052045153990474,-4.460447428327331,13.37551703433096,1.0,0.391,89,44
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,155,61
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,89,44
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,numeraire,discount,-0.09794951697440686,-0.22169936128973625,0.029126605794438595,1.0,0.143,155,61
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,numeraire,premium,-0.033719668844385736,-0.2051979970581923,0.12184680285628606,1.0,0.691,89,44
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,global_control,discount,0.027868586127348726,-0.04419373560817082,0.11433448216480387,1.0,0.502,155,61
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,global_control,premium,-0.003412708434584372,-0.10443498513930131,0.07781076936873778,1.0,0.9445,89,44
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,total,discount,8.002786112255086,6.384920568321618,9.698921366775172,1.0,0.0005,155,61
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,total,premium,11.724782337576395,9.339296282057566,14.424193814211865,1.0,0.0005,89,44
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,dominance,discount,-5.057349409656608,-23.526103766661812,12.433363355880784,1.0,0.574,155,61
EQ,12,forest40,20260927,overlap,5,5,244,89,155,73,dominance,premium,3.6578244068743566,-14.503453130245008,19.667634600946798,1.0,0.689,89,44
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,local,discount,-7.135585080866437,-17.08033228879641,3.26604720751247,1.0,0.149,50,19
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,local,premium,-2.1724988967618173,-10.744798915679036,7.479909624964847,1.0,0.584,34,16
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,basket_price,discount,18.26562078533724,7.540806258723467,27.183999910509108,1.0,0.0015,50,19
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,basket_price,premium,12.851539546714307,2.086755996401695,22.717770767453757,1.0,0.0205,34,16
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,50,19
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,34,16
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,numeraire,discount,0.04515140609259626,-0.13321642367278205,0.33099813964879476,1.0,0.6975,50,19
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,numeraire,premium,0.04147216794378799,-0.1980125530354442,0.1932620664373179,1.0,0.6655,34,16
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,global_control,discount,-0.04124905235621396,-0.08598491397529755,0.035571874951584176,1.0,0.178,50,19
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,global_control,premium,0.06066037111207936,0.012276503677444631,0.10823185805453961,1.0,0.011,34,16
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,total,discount,11.133938058206944,7.139148546428207,14.325751523414166,1.0,0.0005,50,19
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,total,premium,10.781173189008449,8.991930627874089,13.110235643913303,1.0,0.0005,34,16
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,dominance,discount,-25.40120586620367,-43.55778221560564,-4.809761094207154,1.0,0.015,50,19
EQ,12,forest40,20260927,2025-12,5,5,84,34,50,23,dominance,premium,-15.024038443476124,-33.4947516082163,5.21791922473809,1.0,0.114,34,16
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,local,discount,5.71257223883408,-4.056647533917218,15.883815257769003,1.0,0.264,154,48
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,local,premium,10.10268413352333,0.4715445326189074,17.803790600199367,1.0,0.0235,80,34
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,basket_price,discount,1.9304559746381642,-9.012934912207008,12.624267726738156,1.0,0.7125,154,48
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,basket_price,premium,2.8280301146906863,-5.761672114911426,13.263388375105752,1.0,0.546,80,34
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,154,48
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,80,34
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,numeraire,discount,-0.11854850984995932,-0.23547571658933297,-0.005099710255939744,1.0,0.042,154,48
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,numeraire,premium,-0.05684662058465717,-0.23565338410361378,0.13156715496351054,1.0,0.558,80,34
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,global_control,discount,0.034487446679559525,-0.03808984347073103,0.12181457266506754,1.0,0.4395,154,48
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,global_control,premium,-0.046893598277616334,-0.18343728747033633,0.07268878982062062,1.0,0.485,80,34
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,total,discount,7.5589671503017275,5.995935675353295,9.342003086562062,1.0,0.0005,154,48
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,total,premium,12.82697402935176,10.06464775046207,15.80448286367078,1.0,0.0005,80,34
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,dominance,discount,3.782116264195915,-16.561326334234362,25.15842286216668,1.0,0.712,154,48
EQ,12,forest40,20260927,without_2025-12,5,5,234,80,154,53,dominance,premium,7.274654018832644,-12.434043065134144,23.091751785798465,1.0,0.4195,80,34
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,local,discount,8.126941935294335,-8.047239664069203,26.129832477216564,1.0,0.3705,59,17
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,local,premium,6.329890416014354,-18.14257642787552,21.633906376623234,0.9989994997498749,0.5735735735735735,18,10
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,basket_price,discount,-2.1774556868784463,-20.422583165763605,15.147905505874073,1.0,0.817,59,17
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,basket_price,premium,1.292398211252455,-13.035719796219146,24.91103532614279,0.9989994997498749,0.9004004004004004,18,10
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,59,17
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,basket_weights,premium,0.0,0.0,0.0,0.9989994997498749,1.0,18,10
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,numeraire,discount,-0.05961771864654305,-0.24711296542082273,0.09467146895375612,1.0,0.5025,59,17
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,numeraire,premium,-0.03014782135755815,-0.4014640406599621,0.35632566049997455,0.9989994997498749,0.8788788788788788,18,10
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,global_control,discount,0.004843036504225716,-0.12574203583526153,0.24062244526258622,1.0,0.964,59,17
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,global_control,premium,-0.22224156402724674,-0.6032271023596698,0.3144634581525379,0.9989994997498749,0.3993993993993994,18,10
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,total,discount,5.894711566273511,3.988712124264387,8.823038127105601,1.0,0.0005,59,17
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,total,premium,7.369899241881989,1.5679761213924515,10.647775606227652,0.9989994997498749,0.01001001001001001,18,10
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,dominance,discount,10.304397622172779,-22.924953138711892,47.155896631175075,1.0,0.585,59,17
EQ,12,forest40,20260927,2026-01,5,5,77,18,59,20,dominance,premium,5.0374922047618975,-42.651822551759636,34.46620400318741,0.9989994997498749,0.8043043043043043,18,10
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,local,discount,0.2997744589983489,-8.911731316842015,8.781887113179433,1.0,0.954,145,50
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,local,premium,6.46262229899694,-1.3934252558812048,13.582791843682168,1.0,0.086,96,40
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,basket_price,discount,9.234766516461844,0.25965623079304123,19.043111819045247,1.0,0.055,145,50
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,basket_price,premium,6.665954020427054,-1.0439939654911758,14.881379789793554,1.0,0.1045,96,40
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,145,50
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,96,40
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,numeraire,discount,-0.08607899870426125,-0.21149346755545362,0.059519027527016426,1.0,0.1925,145,50
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,numeraire,premium,-0.0270314078359139,-0.19081593485569345,0.11442185001418247,1.0,0.7215,96,40
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,global_control,discount,0.02043362080753208,-0.03212340834090667,0.0878850481756305,1.0,0.4995,145,50
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,global_control,premium,0.024076176125956597,-0.01642550286648421,0.06187507556232909,1.0,0.2065,96,40
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,total,discount,9.468895597563282,7.472921660114387,11.422490823818741,1.0,0.0005,145,50
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,total,premium,13.125621087714087,10.836855759102102,15.616954610290597,1.0,0.0005,96,40
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,dominance,discount,-8.934992057463495,-27.905676056875407,8.475761280437522,1.0,0.352,145,50
EQ,12,forest40,20260927,without_2026-01,5,5,241,96,145,56,dominance,premium,-0.20333172143011544,-16.154528274177576,14.376769182920938,1.0,0.983,96,40
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,local,discount,-7.61470842943081,-24.608979039727846,10.106964822279119,1.0,0.418,42,18
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,local,premium,10.086141871254648,-5.736142685558271,20.32912454443716,1.0,0.1205,38,16
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,basket_price,discount,18.353012206809044,-1.4152784232396425,36.553176630809276,1.0,0.062,42,18
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,basket_price,premium,2.9888186425286634,-9.45071052938663,22.65378734185032,1.0,0.7085,38,16
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,42,18
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,38,16
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,numeraire,discount,0.006551361501204188,-0.20835092334379496,0.2243312817367365,1.0,0.9535,42,18
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,numeraire,premium,-0.03842092043861111,-0.15654604641552033,0.09019648119653903,1.0,0.582,38,16
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,global_control,discount,0.10262785706755671,-0.036586232980141464,0.28173468303191773,1.0,0.255,42,18
EQ,12,forest40,20260927,2026-02,5,5,80,38,42,20,global_control,premium,0.010311889944584967,-0.08883161968687037,0.09105607142077497,1.0,0.7865,38,16
