definition,h,learner,seed,n,premium_fraction,probability_min,probability_max,overlap_fraction,mean_residualized_sign_square,brier,constant_brier,mse_local,constant_mse_local,mse_basket_price,constant_mse_basket_price,mse_basket_weights,constant_mse_basket_weights,mse_numeraire,constant_mse_numeraire,mse_global_control,constant_mse_global_control,mse_total,constant_mse_total,mse_dominance,constant_mse_dominance
CAP,12,forest20,20260926,275,0.33090909090909093,0.02335063841862557,0.9834999066372098,0.7781818181818182,0.1208406038037587,0.1208406038037587,0.25566853289431535,1637.8829334047266,1570.8613224149667,1720.6521668773335,1669.6695160751544,0.00021516942706848073,0.00021919125827625768,0.3816107659479971,0.3714951826547099,0.23488875184816752,0.23325760530272832,68.06484463680405,71.17384876444079,6648.233106426897,6409.134958728218
CAP,12,forest20,20260927,275,0.33090909090909093,0.0252848358432763,0.9852309932706065,0.7563636363636363,0.12035011162250406,0.12035011162250406,0.25566853289431535,1617.5005900142994,1570.8613224149667,1700.2808968579054,1669.6695160751544,0.00021581427545069168,0.00021919125827625768,0.3788938185412938,0.3714951826547099,0.2358964104227058,0.23325760530272832,68.26950870512107,71.17384876444079,6566.5436563555,6409.134958728218
CAP,12,forest40,20260926,275,0.33090909090909093,0.04107598902338054,0.9597644834171336,0.8036363636363636,0.12328220870391306,0.12328220870391306,0.25566853289431535,1604.832593300314,1570.8613224149667,1689.9687251527944,1669.6695160751544,0.00021625385736183706,0.00021919125827625768,0.3775124325913226,0.3714951826547099,0.23482839854398538,0.23325760530272832,68.27026603105037,71.17384876444079,6520.533748123152,6409.134958728218
CAP,12,forest40,20260927,275,0.33090909090909093,0.03962870959319036,0.9657709672830211,0.7818181818181819,0.12222529348920971,0.12222529348920971,0.25566853289431535,1602.9610673554707,1570.8613224149667,1684.762268559533,1669.6695160751544,0.00021646468965998703,0.00021919125827625768,0.3764098175906374,0.3714951826547099,0.2355175637900773,0.23325760530272832,68.64358018453638,71.17384876444079,6505.972468972288,6409.134958728218
CAP,12,linear,20260926,275,0.33090909090909093,0.007525277380218084,0.9887688374862645,0.730909090909091,0.12213048734570857,0.12213048734570857,0.25566853289431535,1648.1073408566754,1570.8613224149667,1757.9781636212228,1669.6695160751544,0.0002643660906622206,0.00021919125827625768,0.37287925957000506,0.3714951826547099,0.24309495671183345,0.23325760530272832,60.66511838385862,71.17384876444079,6750.942608511198,6409.134958728218
EQ,1,forest20,20260926,146,0.3424657534246575,0.038024869593263615,0.9650457456847357,0.7602739726027398,0.14547323120569447,0.14547323120569447,0.25586574568415243,144.68434039487866,144.5297285454119,222.47638694595886,228.70525789765128,0.0,0.0,0.032060247360336414,0.03209871739192592,0.021831372745215877,0.021994070418128495,99.54428645810393,103.87537592769102,635.1402661528971,643.0503432710825
EQ,1,forest20,20260927,146,0.3424657534246575,0.03211311681919184,0.9636884457188023,0.7602739726027398,0.14572733628860915,0.14572733628860915,0.25586574568415243,144.1881536319852,144.5297285454119,224.62513888272133,228.70525789765128,0.0,0.0,0.03204891929894138,0.03209871739192592,0.021945926173935842,0.021994070418128495,101.23063979198221,103.87537592769102,636.7556563152187,643.0503432710825
EQ,1,forest40,20260926,146,0.3424657534246575,0.039569175552657876,0.9558269178267229,0.7602739726027398,0.14500168637032682,0.14500168637032682,0.25586574568415243,146.2227902851072,144.5297285454119,220.2758685450423,228.70525789765128,0.0,0.0,0.03196997916291821,0.03209871739192592,0.02169297033313177,0.021994070418128495,95.8769121865167,103.87537592769102,637.5278676633537,643.0503432710825
EQ,1,forest40,20260927,146,0.3424657534246575,0.037041538111000756,0.9596373920308777,0.7671232876712328,0.14510619250146034,0.14510619250146034,0.25586574568415243,146.03196240475174,144.5297285454119,221.2960246213609,228.70525789765128,0.0,0.0,0.03200661911369566,0.03209871739192592,0.021784532803768217,0.021994070418128495,96.4025594267293,103.87537592769102,638.6727290487756,643.0503432710825
EQ,1,linear,20260926,146,0.3424657534246575,0.0039023283116471352,0.9821305050332856,0.7945205479452054,0.14444850039377835,0.14444850039377835,0.25586574568415243,158.56326644030221,144.5297285454119,242.8806074349389,228.70525789765128,0.0,0.0,0.03203869312153699,0.03209871739192592,0.023004633746877258,0.021994070418128495,119.10574243340506,103.87537592769102,683.8478921419991,643.0503432710825
EQ,6,forest20,20260926,146,0.3424657534246575,0.03745803731341875,0.9646179880443138,0.7876712328767124,0.14580115630393942,0.14580115630393942,0.2571780077028435,531.8506852628511,539.0450005533731,619.7910886296127,620.4197549332962,0.0,0.0,0.20944345491394967,0.2135957764567988,0.06196066294127194,0.061818766591625114,104.75497266555821,106.66042929317625,2198.8023104906993,2212.4839253504642
EQ,6,forest20,20260927,146,0.3424657534246575,0.03954199254153523,0.950546315423212,0.7945205479452054,0.1463789957794558,0.1463789957794558,0.2571780077028435,538.6097076823098,539.0450005533731,624.7246746867921,620.4197549332962,0.0,0.0,0.2107260047496945,0.2135957764567988,0.06208405094427836,0.061818766591625114,103.81213853000168,106.66042929317625,2223.131018504142,2212.4839253504642
EQ,6,forest40,20260926,146,0.3424657534246575,0.05907706279409754,0.9419481290043401,0.8287671232876712,0.1444043683742868,0.1444043683742868,0.2571780077028435,543.5980495803042,539.0450005533731,627.3260411622424,620.4197549332962,0.0,0.0,0.21237856745674963,0.2135957764567988,0.06178585007317226,0.061818766591625114,104.35839286752478,106.66042929317625,2237.73109895019,2212.4839253504642
EQ,6,forest40,20260927,146,0.3424657534246575,0.059468596249375,0.9474222500976999,0.8356164383561644,0.14669030609658226,0.14669030609658226,0.2571780077028435,548.457777514445,539.0450005533731,634.1366710015164,620.4197549332962,0.0,0.0,0.2130633720161493,0.2135957764567988,0.061865263387798755,0.061818766591625114,103.9965705142186,106.66042929317625,2261.440601518913,2212.4839253504642
EQ,6,linear,20260926,146,0.3424657534246575,0.004082731392140657,0.9740757412928368,0.815068493150685,0.15168516175913824,0.15168516175913824,0.2571780077028435,548.9917480920707,539.0450005533731,674.5151669370862,620.4197549332962,0.0,0.0,0.21363966757099564,0.2135957764567988,0.06298850690266136,0.061818766591625114,120.56882937389982,106.66042929317625,2326.8406288373612,2212.4839253504642
EQ,12,forest20,20260926,318,0.3584905660377358,0.029545916141511253,0.9576548748064829,0.7515723270440252,0.14145449783940103,0.14145449783940103,0.251307586397106,1626.19564426865,1600.465326092053,1843.4967384476213,1825.32589598261,0.0,0.0,0.47776764821219436,0.47143885493903975,0.13300482233384991,0.13468898293390788,170.25357130670764,177.05782171343236,6767.656028674154,6673.037097612075
EQ,12,forest20,20260927,318,0.3584905660377358,0.02593924927579758,0.9620874731837875,0.7578616352201258,0.1418818920872469,0.1418818920872469,0.251307586397106,1625.2994098374747,1600.465326092053,1845.4194524620145,1825.32589598261,0.0,0.0,0.47733165999441335,0.47143885493903975,0.13379067096921457,0.13468898293390788,170.9010764920802,177.05782171343236,6769.084584517554,6673.037097612075
EQ,12,forest40,20260926,318,0.3584905660377358,0.054340770281142654,0.9427106955317559,0.7830188679245284,0.14416110582651556,0.14416110582651556,0.251307586397106,1607.8041970208328,1600.465326092053,1837.9946745462169,1825.32589598261,0.0,0.0,0.47698707985557404,0.47143885493903975,0.1335169239133053,0.13468898293390788,171.37393452174925,177.05782171343236,6718.767005211402,6673.037097612075
EQ,12,forest40,20260927,318,0.3584905660377358,0.04475832283723962,0.9523667171936713,0.7672955974842768,0.1431053065385783,0.1431053065385783,0.251307586397106,1613.7022224443601,1600.465326092053,1841.3866739394,1825.32589598261,0.0,0.0,0.4767634796309502,0.47143885493903975,0.1339869356942257,0.13468898293390788,171.5280618514385,177.05782171343236,6737.179113111889,6673.037097612075
EQ,12,linear,20260926,318,0.3584905660377358,0.00037700481543829405,0.9983849899306202,0.6886792452830188,0.12800091601766278,0.12800091601766278,0.251307586397106,1649.5778585615255,1600.465326092053,1859.326891430104,1825.32589598261,0.0,0.0,0.48433882570443804,0.47143885493903975,0.14094389370855245,0.13468898293390788,147.5890574049565,177.05782171343236,6869.628247560429,6673.037097612075
PCA,1,forest20,20260926,146,0.3424657534246575,0.028905127684501822,0.9627245910780983,0.7534246575342466,0.14474296753369534,0.14474296753369534,0.2558761251990536,143.4456404438382,144.5643038758809,219.04289966051851,226.3319028858188,0.0,0.0,0.03180914895651509,0.03180671054917502,0.021670485741418936,0.021869654862419492,97.63020953056807,102.02774100233827,627.7047584725221,640.212179728941
PCA,1,forest20,20260927,146,0.3424657534246575,0.036470682063522546,0.9634278652517086,0.7602739726027398,0.14493355669187807,0.14493355669187807,0.2558761251990536,145.17160899824623,144.5643038758809,222.92151461110606,226.3319028858188,0.0,0.0,0.031930989650097566,0.03180671054917502,0.021742009278946067,0.021869654862419492,98.94071024643202,102.02774100233827,637.597905935116,640.212179728941
PCA,1,forest40,20260926,146,0.3424657534246575,0.034435811122766335,0.9489360037573839,0.7534246575342466,0.14430374106375096,0.14430374106375096,0.2558761251990536,145.9709186852174,144.5643038758809,218.54949161524263,226.3319028858188,0.0,0.0,0.03165064596447305,0.03180671054917502,0.021625064501621882,0.021869654862419492,94.45146384371326,102.02774100233827,634.9884874521957,640.212179728941
PCA,1,forest40,20260927,146,0.3424657534246575,0.04039093705083232,0.9558109490419459,0.7465753424657534,0.14338579967514317,0.14338579967514317,0.2558761251990536,145.96768188776687,144.5643038758809,219.42578302428856,226.3319028858188,0.0,0.0,0.03170887903696594,0.03180671054917502,0.021560444377640747,0.021869654862419492,95.08122668549893,102.02774100233827,636.1191091933499,640.212179728941
PCA,1,linear,20260926,146,0.3424657534246575,0.0039013666991225267,0.9802208591387713,0.8013698630136986,0.14289289747870343,0.14289289747870343,0.2558761251990536,158.63055953851907,144.5643038758809,241.22496185007074,226.3319028858188,0.0,0.0,0.0317141712410389,0.03180671054917502,0.022889664114904007,0.021869654862419492,117.68582083550864,102.02774100233827,682.0851380908825,640.212179728941
PCA,6,forest20,20260926,146,0.3424657534246575,0.0381538224334882,0.9538968610880052,0.7602739726027398,0.14541303676005934,0.14541303676005934,0.2569936523197352,532.0733622089429,538.8038279248232,617.609295176603,618.6120029697377,0.0,0.0,0.20779064396740388,0.21174001828497152,0.061843362434618986,0.06155444966717153,103.08702908927364,104.7970505734683,2196.554089599749,2210.252058602934
PCA,6,forest20,20260927,146,0.3424657534246575,0.042434970921721736,0.9421663375270777,0.773972602739726,0.14583757501084088,0.14583757501084088,0.2569936523197352,530.7936791088104,538.8038279248232,615.8906394574569,618.6120029697377,0.0,0.0,0.20829737212560345,0.21174001828497152,0.061699203241412016,0.06155444966717153,102.7466312649781,104.7970505734683,2190.890686631752,2210.252058602934
PCA,6,forest40,20260926,146,0.3424657534246575,0.06285676308276932,0.9293699380087895,0.8082191780821918,0.1448877066310976,0.1448877066310976,0.2569936523197352,540.4633553562553,538.8038279248232,621.2621435256455,618.6120029697377,0.0,0.0,0.21041660192458933,0.21174001828497152,0.06140690108541688,0.06155444966717153,102.39926356136893,104.7970505734683,2221.287909306481,2210.252058602934
PCA,6,forest40,20260927,146,0.3424657534246575,0.05824924236604384,0.934911291550974,0.8561643835616438,0.14575482934427586,0.14575482934427586,0.2569936523197352,545.6417738593966,538.8038279248232,629.2278626394445,618.6120029697377,0.0,0.0,0.21104799239425465,0.21174001828497152,0.06151867639447782,0.06155444966717153,101.8836036748703,104.7970505734683,2248.114943839702,2210.252058602934
PCA,6,linear,20260926,146,0.3424657534246575,0.0039606426071378655,0.9743586573545189,0.8013698630136986,0.1503781992686486,0.1503781992686486,0.2569936523197352,550.5535966962784,538.8038279248232,677.0043204389527,618.6120029697377,0.0,0.0,0.21163249486710115,0.21174001828497152,0.06271322758390077,0.06155444966717153,119.12368312793637,104.7970505734683,2336.390862807886,2210.252058602934
PCA,12,forest20,20260926,317,0.35962145110410093,0.026603147698070765,0.951824690777146,0.7791798107255521,0.14157112582060866,0.14157112582060866,0.25133660129119195,1632.312507191735,1600.5392500634405,1845.74008475732,1823.496898686882,0.0,0.0,0.47575994745274974,0.4682872317923935,0.13290872449416644,0.13424102906336513,167.88003603655008,174.7073878187969,6786.7409904190745,6671.8943819872775
PCA,12,forest20,20260927,317,0.35962145110410093,0.026765267799993595,0.9625601633657346,0.7570977917981072,0.14154586192967128,0.14154586192967128,0.25133660129119195,1631.1560732981775,1600.5392500634405,1847.351492764719,1823.496898686882,0.0,0.0,0.4756273947949257,0.4682872317923935,0.13368834288882722,0.13424102906336513,168.87934131322766,174.7073878187969,6786.671194978949,6671.8943819872775
PCA,12,forest40,20260926,317,0.35962145110410093,0.054308813160836494,0.9436932079804802,0.7823343848580442,0.14339446383327073,0.14339446383327073,0.25133660129119195,1611.5034583306685,1600.5392500634405,1835.1636675913217,1823.496898686882,0.0,0.0,0.4743559461339385,0.4682872317923935,0.1332267133437575,0.13424102906336513,168.86139479309853,174.7073878187969,6723.038895266747,6671.8943819872775
PCA,12,forest40,20260927,317,0.35962145110410093,0.046360159862575606,0.958512132063143,0.7665615141955836,0.14447456678740425,0.14447456678740425,0.25133660129119195,1611.7725161851856,1600.5392500634405,1838.6211948754656,1823.496898686882,0.0,0.0,0.47470213912391657,0.4682872317923935,0.1332039245128365,0.13424102906336513,169.51632234393736,174.7073878187969,6729.8335267497005,6671.8943819872775
PCA,12,linear,20260926,317,0.35962145110410093,0.0003480597104440293,0.9983280321794401,0.694006309148265,0.12813285890218248,0.12813285890218248,0.25133660129119195,1657.2918592435028,1600.5392500634405,1861.7062290898275,1823.496898686882,0.0,0.0,0.48142119348936824,0.4682872317923935,0.14045291077289934,0.13424102906336513,145.81287290644448,174.7073878187969,6891.554304908536,6671.8943819872775
