sample,horizon,calibration,comparison,n,block_days,difference_bp,improvement_pct,improvement_lo,improvement_hi,p_centered_boot,winning_months
native,1,raw,scale__R__boosting,1088,10,0.07241569369025512,3.9390549288164434,2.5609517835176425,5.205446455115458,0.0005,3
native,1,raw,scale__R__threshold,1088,1,0.05345640800246952,2.8978104825188367,1.0186893240140895,4.775659087729244,0.0035,3
native,1,raw,scale__R__threshold,1088,5,0.05345640800246952,2.8978104825188367,0.8357242101179152,4.94589658633487,0.0085,3
native,1,raw,scale__R__threshold,1088,10,0.05345640800246952,2.8978104825188367,0.9485896057407931,4.755500716749895,0.0035,3
native,1,raw,scale__R__ml_selected,1088,1,0.11905223105004732,6.494800152871272,3.9254269956100614,9.013698166915196,0.0005,4
native,1,raw,scale__R__ml_selected,1088,5,0.11905223105004732,6.494800152871272,4.619998910838719,8.452174326855479,0.0005,4
native,1,raw,scale__R__ml_selected,1088,10,0.11905223105004732,6.494800152871272,4.9588953243086396,7.93577422347385,0.0005,4
native,1,raw,scale__B__linear,1088,1,0.08816804700523789,4.879337436739828,2.423973738621223,7.3675330521350375,0.004,4
native,1,raw,scale__B__linear,1088,5,0.08816804700523789,4.879337436739828,2.662542752536839,6.936149440250627,0.002,4
native,1,raw,scale__B__linear,1088,10,0.08816804700523789,4.879337436739828,2.8482460315824105,6.726469235688612,0.0005,4
native,1,raw,scale__B__qrf,1088,1,0.039034134786283314,2.1758315888410373,1.0216959213327546,3.375918851981128,0.0035,4
native,1,raw,scale__B__qrf,1088,5,0.039034134786283314,2.1758315888410373,1.043269737215467,3.2428290443881163,0.0015,4
native,1,raw,scale__B__qrf,1088,10,0.039034134786283314,2.1758315888410373,1.181393410963341,3.108672082329461,0.0005,4
native,1,raw,scale__B__boosting,1088,1,0.07518669604386352,4.094709346806658,1.733454709435382,6.448758658800794,0.0025,3
native,1,raw,scale__B__boosting,1088,5,0.07518669604386352,4.094709346806658,2.409129457438795,5.838600286155912,0.0005,3
native,1,raw,scale__B__boosting,1088,10,0.07518669604386352,4.094709346806658,2.6367762759389133,5.499922359292952,0.0005,3
native,1,raw,scale__B__threshold,1088,1,0.06680090854747057,3.6399867224478633,1.9309402067189867,5.449478009827433,0.0005,3
native,1,raw,scale__B__threshold,1088,5,0.06680090854747057,3.6399867224478633,2.2572423716832444,5.112474811647142,0.0005,3
native,1,raw,scale__B__threshold,1088,10,0.06680090854747057,3.6399867224478633,2.614382644111724,4.756230602524063,0.0005,3
native,1,raw,scale__B__ml_selected,1088,1,0.08852726103060246,4.8595570285950185,3.102062520808881,6.743446448555979,0.0005,4
native,1,raw,scale__B__ml_selected,1088,5,0.08852726103060246,4.8595570285950185,3.5443089115515853,6.105208003660131,0.0005,4
native,1,raw,scale__B__ml_selected,1088,10,0.08852726103060246,4.8595570285950185,3.7167324705267966,5.968049552401829,0.0005,4
native,1,raw,scale__F__linear,1088,1,0.14143192815189334,7.650986593449815,2.8300114841987463,13.162888296630411,0.0315,4
native,1,raw,scale__F__linear,1088,5,0.14143192815189334,7.650986593449815,3.0354130434704416,12.530304013182441,0.02,4
native,1,raw,scale__F__linear,1088,10,0.14143192815189334,7.650986593449815,3.200563522772224,12.20359653377476,0.011,4
native,1,raw,scale__F__qrf,1088,1,0.04279383590824979,2.382113252225171,1.3702914226097989,3.4562447310453983,0.001,4
native,1,raw,scale__F__qrf,1088,5,0.04279383590824979,2.382113252225171,1.5021831070362677,3.3024096385102184,0.0005,4
native,1,raw,scale__F__qrf,1088,10,0.04279383590824979,2.382113252225171,1.5504874599550151,3.137249173731081,0.0005,4
native,1,raw,scale__F__boosting,1088,1,0.08954491912616674,4.918323195397867,2.8496752904724607,7.0066456240558725,0.0005,4
native,1,raw,scale__F__boosting,1088,5,0.08954491912616674,4.918323195397867,2.8089321483448204,7.083138841925853,0.0005,4
native,1,raw,scale__F__boosting,1088,10,0.08954491912616674,4.918323195397867,2.8824947680772866,6.764017603272427,0.0005,4
native,1,raw,scale__F__threshold,1088,1,0.04504680463217288,2.4035057958103345,1.04160893623256,3.7915142807586295,0.0015,4
native,1,raw,scale__F__threshold,1088,5,0.04504680463217288,2.4035057958103345,1.4402578420339744,3.368511787616741,0.0005,4
native,1,raw,scale__F__threshold,1088,10,0.04504680463217288,2.4035057958103345,1.7146633917982665,3.180241870605682,0.0005,4
native,1,raw,scale__F__ml_selected,1088,1,0.07265595535559093,3.9782548324438283,2.7338093033470523,5.2506467115898445,0.0005,4
native,1,raw,scale__F__ml_selected,1088,5,0.07265595535559093,3.9782548324438283,2.975229876549011,4.94240752891379,0.0005,4
native,1,raw,scale__F__ml_selected,1088,10,0.07265595535559093,3.9782548324438283,3.0211496374102023,4.815818333598946,0.0005,4
native,1,calibrated,original__nonlinear_R,1088,1,0.07366949203852063,4.195522536964158,0.7178526064484667,7.3893817929004575,0.018,3
native,1,calibrated,original__nonlinear_R,1088,5,0.07366949203852063,4.195522536964158,0.10523034529564239,8.534722391673604,0.0665,3
native,1,calibrated,original__nonlinear_R,1088,10,0.07366949203852063,4.195522536964158,0.0673697708361586,7.989619239643906,0.0575,3
native,1,calibrated,original__nonlinear_F,1088,1,0.06471391792855369,3.688439001004462,0.4196731595152565,6.684157883956233,0.0315,2
native,1,calibrated,original__nonlinear_F,1088,5,0.06471391792855369,3.688439001004462,-0.28129931492305255,7.580269152047271,0.0935,2
native,1,calibrated,original__nonlinear_F,1088,10,0.06471391792855369,3.688439001004462,-0.279308694020003,7.383314950802758,0.084,2
native,1,calibrated,original__market_B_vs_R,1088,1,-0.011152262634358518,-0.6629420469792979,-2.212810037271714,1.042696324420438,0.414,1
native,1,calibrated,original__market_B_vs_R,1088,5,-0.011152262634358518,-0.6629420469792979,-2.3407931472018606,1.0510020420621344,0.4725,1
native,1,calibrated,original__market_B_vs_R,1088,10,-0.011152262634358518,-0.6629420469792979,-2.114459994782339,1.0136243195183465,0.438,1
native,1,calibrated,original__position_F_vs_B,1088,1,0.0035971892646773475,0.21242530275218385,-1.030152594783209,1.443515425937388,0.751,3
native,1,calibrated,original__position_F_vs_B,1088,5,0.0035971892646773475,0.21242530275218385,-1.3319424471025234,1.7682327224944547,0.8075,3
native,1,calibrated,original__position_F_vs_B,1088,10,0.0035971892646773475,0.21242530275218385,-1.1996681144737065,1.5221322854402388,0.78,3
native,1,calibrated,original__total_F_vs_R,1088,1,-0.0075550733696811735,-0.4491084875767326,-1.7657145663910319,0.884154704937831,0.492,2
native,1,calibrated,original__total_F_vs_R,1088,5,-0.0075550733696811735,-0.4491084875767326,-1.7781820404264812,0.8341298731999227,0.513,2
native,1,calibrated,original__total_F_vs_R,1088,10,-0.0075550733696811735,-0.4491084875767326,-1.6338094648910448,0.7350176005884386,0.4915,2
native,1,calibrated,original__ml_vs_threshold_F,1088,1,0.04350963892589266,2.5102159088487896,-1.4103121400148195,7.6502686282866845,0.309,3
native,1,calibrated,original__ml_vs_threshold_F,1088,5,0.04350963892589266,2.5102159088487896,-1.329612604735637,8.259048277879323,0.324,3
native,1,calibrated,original__ml_vs_threshold_F,1088,10,0.04350963892589266,2.5102159088487896,-1.1562178099151017,6.983312103962136,0.2615,3
native,1,calibrated,own_scale__nonlinear_R,1088,1,0.05546250460596882,3.2044135610162394,0.10345034087364964,6.079569575958501,0.043,3
native,1,calibrated,own_scale__nonlinear_R,1088,5,0.05546250460596882,3.2044135610162394,-0.004606482854071577,6.461774704911267,0.061,3
native,1,calibrated,own_scale__nonlinear_R,1088,10,0.05546250460596882,3.2044135610162394,0.46023771881588194,5.759233623557387,0.0235,3
native,1,calibrated,own_scale__nonlinear_F,1088,1,0.03744115093007877,2.1981418929644003,-0.9357263641952077,5.246166253394905,0.1715,2
native,1,calibrated,own_scale__nonlinear_F,1088,5,0.03744115093007877,2.1981418929644003,-0.9343027833322691,5.350345459855686,0.1835,2
native,1,calibrated,own_scale__nonlinear_F,1088,10,0.03744115093007877,2.1981418929644003,-0.4793405874259624,4.517875371282694,0.114,2
native,1,calibrated,own_scale__market_B_vs_R,1088,1,0.0018237677671540395,0.10885867995681364,-1.5616557476747621,1.7162348554450049,0.906,2
native,1,calibrated,own_scale__market_B_vs_R,1088,5,0.0018237677671540395,0.10885867995681364,-1.3478028037056546,1.5614476478171753,0.8865,2
native,1,calibrated,own_scale__market_B_vs_R,1088,10,0.0018237677671540395,0.10885867995681364,-1.1186526400708339,1.4745873770613718,0.8735,2
native,1,calibrated,own_scale__position_F_vs_B,1088,1,0.007661838873962655,0.4578250666105288,-1.055032407764666,1.845111111868142,0.541,3
native,1,calibrated,own_scale__position_F_vs_B,1088,5,0.007661838873962655,0.4578250666105288,-0.6614208218435329,1.5306920502232904,0.4295,3
native,1,calibrated,own_scale__position_F_vs_B,1088,10,0.007661838873962655,0.4578250666105288,-0.65706404452455,1.4774194122657915,0.407,3
native,1,calibrated,own_scale__total_F_vs_R,1088,1,0.009485606641116692,0.5661853642433212,-1.5671197998385415,2.4125975988176314,0.5625,2
native,1,calibrated,own_scale__total_F_vs_R,1088,5,0.009485606641116692,0.5661853642433212,-1.033557275125316,2.0679283063417175,0.497,2
native,1,calibrated,own_scale__total_F_vs_R,1088,10,0.009485606641116692,0.5661853642433212,-0.7491007777788568,1.7539635182534374,0.379,2
native,1,calibrated,own_scale__ml_vs_threshold_F,1088,1,0.05943069225753078,3.4446611605115085,-0.4188062218453295,8.576300722725449,0.1485,4
native,1,calibrated,own_scale__ml_vs_threshold_F,1088,5,0.05943069225753078,3.4446611605115085,-0.26960168809921947,9.178178287466032,0.1395,4
native,1,calibrated,own_scale__ml_vs_threshold_F,1088,10,0.05943069225753078,3.4446611605115085,0.0500706424061402,7.60958870210645,0.0875,4
native,1,calibrated,scale__R__linear,1088,1,0.025091370048864924,1.4289688392079114,-0.32759136312224685,2.9726894869660354,0.092,3
native,1,calibrated,scale__R__linear,1088,5,0.025091370048864924,1.4289688392079114,-0.00010352320390154591,2.7223764557160766,0.0575,3
native,1,calibrated,scale__R__linear,1088,10,0.025091370048864924,1.4289688392079114,-0.019263415918660515,2.633447532210308,0.047,3
native,1,calibrated,scale__R__qrf,1088,1,-0.007209380934820549,-0.42821411590754366,-1.820831404311176,0.8960185799719905,0.5295,2
native,1,calibrated,scale__R__qrf,1088,5,-0.007209380934820549,-0.42821411590754366,-1.8369010060423407,0.9819226421860721,0.559,2
native,1,calibrated,scale__R__qrf,1088,10,-0.007209380934820549,-0.42821411590754366,-1.7364565045027243,0.999773260451936,0.5575,2
native,1,calibrated,scale__R__boosting,1088,1,-0.005340326036159957,-0.3129721472622249,-2.570904138876276,1.820599928466295,0.776,2
native,1,calibrated,scale__R__boosting,1088,5,-0.005340326036159957,-0.3129721472622249,-2.073638143861559,1.7435461942807595,0.7555,2
native,1,calibrated,scale__R__boosting,1088,10,-0.005340326036159957,-0.3129721472622249,-1.724153443532084,1.153444406933909,0.673,2
native,1,calibrated,scale__R__threshold,1088,1,-0.01421086865423897,-0.8402680702351395,-2.3188900439277247,0.3599202104896988,0.2225,1
native,1,calibrated,scale__R__threshold,1088,5,-0.01421086865423897,-0.8402680702351395,-2.138590453226184,0.36790699015698225,0.195,1
native,1,calibrated,scale__R__threshold,1088,10,-0.01421086865423897,-0.8402680702351395,-1.8940621870135048,0.27316187437789174,0.14,1
native,1,calibrated,scale__R__ml_selected,1088,1,0.006884382616313111,0.4092395286483197,-1.523188816250792,2.4174978116049637,0.6825,3
native,1,calibrated,scale__R__ml_selected,1088,5,0.006884382616313111,0.4092395286483197,-1.376421182951384,2.164664329093697,0.6475,3
native,1,calibrated,scale__R__ml_selected,1088,10,0.006884382616313111,0.4092395286483197,-1.129797205355269,2.105168111437336,0.6225,3
native,1,calibrated,scale__B__linear,1088,1,0.014686526641789184,0.8511308779705851,-0.7590579138657303,2.5265291852194496,0.3155,2
native,1,calibrated,scale__B__linear,1088,5,0.014686526641789184,0.8511308779705851,-0.45129445923613426,2.2870284921434783,0.227,2
native,1,calibrated,scale__B__linear,1088,10,0.014686526641789184,0.8511308779705851,-0.45360722822409905,2.1723719070529235,0.212,2
native,1,calibrated,scale__B__qrf,1088,1,-0.006247770419242965,-0.37140947312803707,-1.3853206872709232,0.6726904400009934,0.461,1
native,1,calibrated,scale__B__qrf,1088,5,-0.006247770419242965,-0.37140947312803707,-1.3042427379421004,0.6697941636372231,0.48,1
native,1,calibrated,scale__B__qrf,1088,10,-0.006247770419242965,-0.37140947312803707,-1.155819183927638,0.5546417333045738,0.423,1
native,1,calibrated,scale__B__boosting,1088,1,-0.0026325905354172203,-0.15410538050788514,-2.0163992742721013,1.6461119861336373,0.8635,2
native,1,calibrated,scale__B__boosting,1088,5,-0.0026325905354172203,-0.15410538050788514,-1.5619081182829646,1.365010690647841,0.853,2
native,1,calibrated,scale__B__boosting,1088,10,-0.0026325905354172203,-0.15410538050788514,-1.33749190029101,1.0884613612239054,0.8135,2
native,1,calibrated,scale__B__threshold,1088,1,-0.005282114351888418,-0.3077642981776263,-1.3041711109333387,0.6543537189016672,0.541,2
native,1,calibrated,scale__B__threshold,1088,5,-0.005282114351888418,-0.3077642981776263,-1.1038523829973892,0.34927901691341523,0.423,2
native,1,calibrated,scale__B__threshold,1088,10,-0.005282114351888418,-0.3077642981776263,-0.8109046444413108,0.21679695597723778,0.246,2
native,1,calibrated,scale__B__ml_selected,1088,1,0.019860413017825665,1.1728196482521769,-0.2724440118675514,2.6881458472981725,0.124,3
native,1,calibrated,scale__B__ml_selected,1088,5,0.019860413017825665,1.1728196482521769,-0.10626693145375161,2.510333324179166,0.0755,3
native,1,calibrated,scale__B__ml_selected,1088,10,0.019860413017825665,1.1728196482521769,-0.1105829587154007,2.4508809332431047,0.066,3
native,1,calibrated,scale__F__linear,1088,1,0.051197829625585875,2.918075084965166,1.2525897741655394,4.623228249238032,0.003,4
native,1,calibrated,scale__F__linear,1088,5,0.051197829625585875,2.918075084965166,0.8040308790791717,4.808894252847919,0.0075,4
native,1,calibrated,scale__F__linear,1088,10,0.051197829625585875,2.918075084965166,0.5571280823637127,4.9256035614922515,0.0125,4
native,1,calibrated,scale__F__qrf,1088,1,0.011543058685482766,0.688147306816822,-0.08250682191085372,1.516372145607227,0.09,4
native,1,calibrated,scale__F__qrf,1088,5,0.011543058685482766,0.688147306816822,-0.2514556113113907,1.619675814766108,0.151,4
native,1,calibrated,scale__F__qrf,1088,10,0.011543058685482766,0.688147306816822,-0.10150433940969851,1.4865697108115927,0.097,4
native,1,calibrated,scale__F__boosting,1088,1,0.022854529030470177,1.349002971039992,-0.34403154198678965,3.1284326551341666,0.133,3
native,1,calibrated,scale__F__boosting,1088,5,0.022854529030470177,1.349002971039992,-0.3518092886325312,3.3084957515565594,0.151,3
native,1,calibrated,scale__F__boosting,1088,10,0.022854529030470177,1.349002971039992,-0.25678380387120714,3.0264413095885967,0.11,3
native,1,calibrated,scale__F__threshold,1088,1,0.00800400929547284,0.46177794079815815,-0.3961260365377569,1.2482504586979102,0.271,3
native,1,calibrated,scale__F__threshold,1088,5,0.00800400929547284,0.46177794079815815,-0.15036820842736176,1.16752486887872,0.1665,3
native,1,calibrated,scale__F__threshold,1088,10,0.00800400929547284,0.46177794079815815,-0.04735575320971249,1.0652741503351637,0.109,3
native,1,calibrated,scale__F__ml_selected,1088,1,0.02392506262711098,1.4158575895458214,0.32836130948885967,2.548585295162956,0.0175,4
native,1,calibrated,scale__F__ml_selected,1088,5,0.02392506262711098,1.4158575895458214,0.35087008967557937,2.451948302747417,0.007,4
native,1,calibrated,scale__F__ml_selected,1088,10,0.02392506262711098,1.4158575895458214,0.4196703466002036,2.383417865080866,0.005,4
native,6,raw,original__nonlinear_R,703,1,0.06934224801458583,3.4829390183890307,-3.016512147000848,9.763936522391393,0.312,3
native,6,raw,original__nonlinear_R,703,5,0.06934224801458583,3.4829390183890307,-2.63054981401673,9.252235108416436,0.308,3
native,6,raw,original__nonlinear_R,703,10,0.06934224801458583,3.4829390183890307,-2.923733733785937,8.982187700993773,0.303,3
native,6,raw,original__nonlinear_F,703,1,0.05245156696794418,2.6281989283511664,-3.6366008322444716,8.404843346027805,0.41,3
native,6,raw,original__nonlinear_F,703,5,0.05245156696794418,2.6281989283511664,-3.385274660913552,8.193803744624367,0.399,3
native,6,raw,original__nonlinear_F,703,10,0.05245156696794418,2.6281989283511664,-3.210417366543199,7.958172544734264,0.4035,3
native,6,raw,original__market_B_vs_R,703,1,-0.012834569699385562,-0.6679211219715375,-3.21845840537367,1.8822062486767304,0.5895,1
native,6,raw,original__market_B_vs_R,703,5,-0.012834569699385562,-0.6679211219715375,-3.0248956783748375,1.7478345768445975,0.6035,1
native,6,raw,original__market_B_vs_R,703,10,-0.012834569699385562,-0.6679211219715375,-3.0458463373260924,1.5094109235031699,0.5625,1
native,6,raw,original__position_F_vs_B,703,1,-0.008867058976822238,-0.4583870731259543,-2.307930076408853,1.5884414418202562,0.6325,1
native,6,raw,original__position_F_vs_B,703,5,-0.008867058976822238,-0.4583870731259543,-2.1063203459152833,1.1487936203648965,0.5915,1
native,6,raw,original__position_F_vs_B,703,10,-0.008867058976822238,-0.4583870731259543,-1.6935045904922355,0.9024470414251342,0.496,1
native,6,raw,original__total_F_vs_R,703,1,-0.021701628676207813,-1.1293698591792856,-4.181681525306551,2.21602482337082,0.4895,1
native,6,raw,original__total_F_vs_R,703,5,-0.021701628676207813,-1.1293698591792856,-3.9035457213403593,1.6722724399739999,0.4235,1
native,6,raw,original__total_F_vs_R,703,10,-0.021701628676207813,-1.1293698591792856,-3.4278738634827586,1.2250961445467052,0.356,1
native,6,raw,original__ml_vs_threshold_F,703,1,-0.02151170387469608,-1.1193753855992306,-5.969360287661993,3.215239272614159,0.6075,2
native,6,raw,original__ml_vs_threshold_F,703,5,-0.02151170387469608,-1.1193753855992306,-6.12934672545475,3.395940596627922,0.6365,2
native,6,raw,original__ml_vs_threshold_F,703,10,-0.02151170387469608,-1.1193753855992306,-6.1280984429814795,3.699736763758679,0.656,2
native,6,raw,own_scale__nonlinear_R,703,1,0.06292924108791796,3.3634342740295753,-4.728643836101938,10.76796885796802,0.4145,2
native,6,raw,own_scale__nonlinear_R,703,5,0.06292924108791796,3.3634342740295753,-4.030151852383356,10.165768915543604,0.387,2
native,6,raw,own_scale__nonlinear_R,703,10,0.06292924108791796,3.3634342740295753,-3.8922016443843397,9.798172022151782,0.3905,2
native,6,raw,own_scale__nonlinear_F,703,1,0.15243791373932614,7.6019439486533,1.3451805118898106,13.134381804429283,0.0275,3
native,6,raw,own_scale__nonlinear_F,703,5,0.15243791373932614,7.6019439486533,1.8747990588157852,13.203892919566272,0.022,3
native,6,raw,own_scale__nonlinear_F,703,10,0.15243791373932614,7.6019439486533,1.519602759961208,13.257099543152695,0.023,3
native,6,raw,own_scale__market_B_vs_R,703,1,-0.045719987498546395,-2.5286869456579986,-4.862120634900631,-0.16359934723949418,0.04,1
native,6,raw,own_scale__market_B_vs_R,703,5,-0.045719987498546395,-2.5286869456579986,-5.23729066807299,-0.08839960884014496,0.06,1
native,6,raw,own_scale__market_B_vs_R,703,10,-0.045719987498546395,-2.5286869456579986,-4.972376470188842,-0.024603779035457813,0.056,1
native,6,raw,own_scale__position_F_vs_B,703,1,0.0009612848540141701,0.05185560047464843,-1.9325954414249078,2.0804489012462946,0.956,1
native,6,raw,own_scale__position_F_vs_B,703,5,0.0009612848540141701,0.05185560047464843,-1.9418771876843437,2.0713282608574484,0.96,1
native,6,raw,own_scale__position_F_vs_B,703,10,0.0009612848540141701,0.05185560047464843,-1.55373065856249,1.8641844972276735,0.9595,1
native,6,raw,own_scale__total_F_vs_R,703,1,-0.044758702644532224,-2.475520079383542,-4.930727148285505,0.12919451132980814,0.061,1
native,6,raw,own_scale__total_F_vs_R,703,5,-0.044758702644532224,-2.475520079383542,-4.636477944595133,-0.31412322957119604,0.0245,1
native,6,raw,own_scale__total_F_vs_R,703,10,-0.044758702644532224,-2.475520079383542,-4.200181838204732,-0.455316681242836,0.013,1
native,6,raw,own_scale__ml_vs_threshold_F,703,1,0.06696643258540734,3.4882390236830596,0.07319287226764228,6.611395652694661,0.0485,3
native,6,raw,own_scale__ml_vs_threshold_F,703,5,0.06696643258540734,3.4882390236830596,-0.3847567344956575,7.079554055702114,0.076,3
native,6,raw,own_scale__ml_vs_threshold_F,703,10,0.06696643258540734,3.4882390236830596,-0.47623482203178974,7.229400633423288,0.0855,3
native,6,raw,scale__R__linear,703,1,0.11993017850116244,6.023881690368538,1.6483246436876433,11.11901923115601,0.015,2
native,6,raw,scale__R__linear,703,5,0.11993017850116244,6.023881690368538,2.4486934557357904,11.114824820763697,0.0125,2
native,6,raw,scale__R__linear,703,10,0.11993017850116244,6.023881690368538,2.333474158388965,10.740194200673036,0.0065,2
native,6,raw,scale__R__qrf,703,1,0.053799195233158695,2.9100328372992923,1.2538548773878697,4.5288990806722245,0.003,4
native,6,raw,scale__R__qrf,703,5,0.053799195233158695,2.9100328372992923,1.1625633329729919,4.549593693862675,0.0005,4
native,6,raw,scale__R__qrf,703,10,0.053799195233158695,2.9100328372992923,1.3597556589306332,4.5115944272386335,0.0005,4
native,6,raw,scale__R__boosting,703,1,0.07210893571487545,3.7683812136703687,1.1333181930824021,6.259539350964606,0.006,3
native,6,raw,scale__R__boosting,703,5,0.07210893571487545,3.7683812136703687,1.711578658875948,6.126462132145179,0.002,3
native,6,raw,scale__R__boosting,703,10,0.07210893571487545,3.7683812136703687,1.9287892869105379,5.559686541773948,0.0005,3
native,6,raw,scale__R__threshold,703,1,0.12692405451719807,6.729525483401277,2.5581719277321895,10.546669851332592,0.0055,4
native,6,raw,scale__R__threshold,703,5,0.12692405451719807,6.729525483401277,3.0251751082506444,10.067782658589676,0.0005,4
