horizon,variant,information,fold,candidate,kind,score,n
1,original,B,2026-01,21,qrf,1.4858773106085512,938
1,original,B,2026-01,22,qrf,1.4616641689625967,938
1,original,B,2026-01,23,qrf,1.5088149362594097,938
1,original,B,2026-01,24,boosting,1.556398518496888,938
1,original,B,2026-01,25,boosting,1.551796080531815,938
1,original,B,2026-01,26,boosting,1.584567659936493,938
1,original,B,2026-01,27,boosting,1.473506859089113,938
1,original,B,2026-01,28,boosting,1.4392135530447177,938
1,original,B,2026-01,29,boosting,1.4462935864087196,938
1,original,B,2026-01,30,boosting,1.5834831560994003,938
1,original,B,2026-01,31,boosting,1.5944831859929485,938
1,original,B,2026-01,32,boosting,1.578616405754359,938
1,original,B,2026-01,33,boosting,1.4915490044783362,938
1,original,B,2026-01,34,boosting,1.4653166175229373,938
1,original,B,2026-01,35,boosting,1.4584825767310905,938
1,original,B,2026-01,36,threshold,1.4994554335507169,938
1,original,B,2026-01,37,threshold,1.5290264009005319,938
1,original,B,2026-01,38,threshold,1.548446266475859,938
1,original,B,2026-01,39,threshold,1.5822936373109178,938
1,original,B,2026-01,40,threshold,1.5476702281275192,938
1,original,B,2026-01,41,threshold,1.5060348100307144,938
1,original,B,2026-01,42,threshold,1.4994554335507195,938
1,original,B,2026-01,43,threshold,1.464369558990506,938
1,original,B,2026-01,44,threshold,1.470126375460825,938
1,original,B,2026-01,45,threshold,1.5152883919024307,938
1,original,B,2026-01,46,threshold,1.5402027173031994,938
1,original,B,2026-01,47,threshold,1.4728595228202581,938
1,original,B,2026-01,48,threshold,1.5700710863460305,938
1,original,B,2026-01,49,threshold,1.5452795414749017,938
1,original,B,2026-01,50,threshold,1.5456827109244042,938
1,original,B,2026-01,51,threshold,2.385241009350551,938
1,original,B,2026-01,52,threshold,2.157845654022598,938
1,original,B,2026-01,53,threshold,1.5490275991960738,938
1,original,B,2026-01,54,threshold,1.5405745854611412,938
1,original,B,2026-01,55,threshold,1.5091840538182308,938
1,original,B,2026-01,56,threshold,1.4965088730006655,938
1,original,B,2026-01,57,threshold,2.3852410093505436,938
1,original,B,2026-01,58,threshold,2.1303519317733532,938
1,original,B,2026-01,59,threshold,1.70891316792902,938
1,original,B,2026-02,0,linear,1.6599677804930721,887
1,original,B,2026-02,1,linear,1.704319657304299,887
1,original,B,2026-02,2,linear,1.8147740454578951,887
1,original,B,2026-02,3,linear,1.6599677804930721,887
1,original,B,2026-02,4,linear,1.6301390825683884,887
1,original,B,2026-02,5,linear,1.6792098733921654,887
1,original,B,2026-02,6,linear,1.63454840683372,887
1,original,B,2026-02,7,linear,1.652691211722805,887
1,original,B,2026-02,8,linear,1.7687543631811695,887
1,original,B,2026-02,9,linear,1.6345484068337193,887
1,original,B,2026-02,10,linear,1.6185250795453696,887
1,original,B,2026-02,11,linear,1.6911713632649972,887
1,original,B,2026-02,12,qrf,1.7229709122439387,887
1,original,B,2026-02,13,qrf,1.7384222719651696,887
1,original,B,2026-02,14,qrf,1.7793653315482398,887
1,original,B,2026-02,15,qrf,1.5683729958036299,887
1,original,B,2026-02,16,qrf,1.5409913231088435,887
1,original,B,2026-02,17,qrf,1.5633178336961324,887
1,original,B,2026-02,18,qrf,1.7402720842918662,887
1,original,B,2026-02,19,qrf,1.7461453637471513,887
1,original,B,2026-02,20,qrf,1.8224859078517786,887
1,original,B,2026-02,21,qrf,1.6051859303652247,887
1,original,B,2026-02,22,qrf,1.5712938872251554,887
1,original,B,2026-02,23,qrf,1.6200505537149217,887
1,original,B,2026-02,24,boosting,1.6673735199831565,887
1,original,B,2026-02,25,boosting,1.643503636622129,887
1,original,B,2026-02,26,boosting,1.7076259000174883,887
1,original,B,2026-02,27,boosting,1.5828404955740227,887
1,original,B,2026-02,28,boosting,1.5513896040929953,887
1,original,B,2026-02,29,boosting,1.547552317454163,887
1,original,B,2026-02,30,boosting,1.7013686877378038,887
1,original,B,2026-02,31,boosting,1.7064255587444614,887
1,original,B,2026-02,32,boosting,1.7397912736835253,887
1,original,B,2026-02,33,boosting,1.5915221825099921,887
1,original,B,2026-02,34,boosting,1.570548791491285,887
1,original,B,2026-02,35,boosting,1.585276778792089,887
1,original,B,2026-02,36,threshold,1.6243981907302463,887
1,original,B,2026-02,37,threshold,1.636138055185927,887
1,original,B,2026-02,38,threshold,1.6557137893684981,887
1,original,B,2026-02,39,threshold,1.699458875625715,887
1,original,B,2026-02,40,threshold,1.6687251675741874,887
1,original,B,2026-02,41,threshold,1.6271885530071133,887
1,original,B,2026-02,42,threshold,1.6243981907302494,887
1,original,B,2026-02,43,threshold,1.5791571446417891,887
1,original,B,2026-02,44,threshold,1.5812497672021362,887
1,original,B,2026-02,45,threshold,1.6286010174598056,887
1,original,B,2026-02,46,threshold,1.6645102674114785,887
1,original,B,2026-02,47,threshold,1.6066246881429789,887
1,original,B,2026-02,48,threshold,1.7004709878431805,887
1,original,B,2026-02,49,threshold,1.684382370167683,887
1,original,B,2026-02,50,threshold,1.6794321983889087,887
1,original,B,2026-02,51,threshold,2.562851711325992,887
1,original,B,2026-02,52,threshold,2.3288437471107906,887
1,original,B,2026-02,53,threshold,1.6596293721090176,887
1,original,B,2026-02,54,threshold,1.6692785212929822,887
1,original,B,2026-02,55,threshold,1.6406690353629139,887
1,original,B,2026-02,56,threshold,1.6193333283330456,887
1,original,B,2026-02,57,threshold,2.562851711325981,887
1,original,B,2026-02,58,threshold,2.298525031301642,887
1,original,B,2026-02,59,threshold,1.8440449035387165,887
1,original,B,2026-03,0,linear,1.6996094199069829,887
1,original,B,2026-03,1,linear,1.760779598801546,887
1,original,B,2026-03,2,linear,1.8851902155370481,887
1,original,B,2026-03,3,linear,1.699609419906982,887
1,original,B,2026-03,4,linear,1.6870177371909867,887
1,original,B,2026-03,5,linear,1.8607593216291494,887
1,original,B,2026-03,6,linear,1.7280423207813858,887
1,original,B,2026-03,7,linear,1.716411343654816,887
1,original,B,2026-03,8,linear,1.8218090271321978,887
1,original,B,2026-03,9,linear,1.7280423207813853,887
1,original,B,2026-03,10,linear,1.7054048589532327,887
1,original,B,2026-03,11,linear,1.879951286551041,887
1,original,B,2026-03,12,qrf,1.8236668818055695,887
1,original,B,2026-03,13,qrf,1.915363387779434,887
1,original,B,2026-03,14,qrf,1.93580071210943,887
1,original,B,2026-03,15,qrf,1.6639846819737623,887
1,original,B,2026-03,16,qrf,1.646753842395253,887
1,original,B,2026-03,17,qrf,1.660432869377476,887
1,original,B,2026-03,18,qrf,1.8563966723192027,887
1,original,B,2026-03,19,qrf,1.9210148790245267,887
1,original,B,2026-03,20,qrf,1.9760985631273995,887
1,original,B,2026-03,21,qrf,1.6724239119749442,887
1,original,B,2026-03,22,qrf,1.6515828237724437,887
1,original,B,2026-03,23,qrf,1.686856152573672,887
1,original,B,2026-03,24,boosting,1.7652500647248563,887
1,original,B,2026-03,25,boosting,1.7165945416412707,887
1,original,B,2026-03,26,boosting,1.8253872287788295,887
1,original,B,2026-03,27,boosting,1.701309830504092,887
1,original,B,2026-03,28,boosting,1.655791852923258,887
1,original,B,2026-03,29,boosting,1.6449016032275607,887
1,original,B,2026-03,30,boosting,1.7873335886333688,887
1,original,B,2026-03,31,boosting,1.7714413336872763,887
1,original,B,2026-03,32,boosting,1.8546970906725955,887
1,original,B,2026-03,33,boosting,1.707916425869278,887
1,original,B,2026-03,34,boosting,1.6796376963044288,887
1,original,B,2026-03,35,boosting,1.6804554441899122,887
1,original,B,2026-03,36,threshold,1.6989823581715722,887
1,original,B,2026-03,37,threshold,1.701835911161333,887
1,original,B,2026-03,38,threshold,1.7161939021108112,887
1,original,B,2026-03,39,threshold,1.7577714137427918,887
1,original,B,2026-03,40,threshold,1.7419319107381717,887
1,original,B,2026-03,41,threshold,1.703339096636243,887
1,original,B,2026-03,42,threshold,1.6989823581715737,887
1,original,B,2026-03,43,threshold,1.6712960376377977,887
1,original,B,2026-03,44,threshold,1.703377296702086,887
1,original,B,2026-03,45,threshold,1.6869135555768866,887
1,original,B,2026-03,46,threshold,1.748382917538996,887
1,original,B,2026-03,47,threshold,1.7135606374410068,887
1,original,B,2026-03,48,threshold,1.7725547874232972,887
1,original,B,2026-03,49,threshold,1.7422522121827266,887
1,original,B,2026-03,50,threshold,1.7352252902022371,887
1,original,B,2026-03,51,threshold,2.6464512621237515,887
1,original,B,2026-03,52,threshold,2.424897824308907,887
1,original,B,2026-03,53,threshold,1.7233439763755336,887
1,original,B,2026-03,54,threshold,1.7413623208730988,887
1,original,B,2026-03,55,threshold,1.7184662689187862,887
1,original,B,2026-03,56,threshold,1.7202827087366908,887
1,original,B,2026-03,57,threshold,2.6464512621237435,887
1,original,B,2026-03,58,threshold,2.4073751559193637,887
1,original,B,2026-03,59,threshold,1.9587741119520634,887
1,original,F,2025-12,0,linear,1.3533189804564378,955
1,original,F,2025-12,1,linear,1.3288940815880113,955
1,original,F,2025-12,2,linear,1.353712257423481,955
1,original,F,2025-12,3,linear,1.3533189804564392,955
1,original,F,2025-12,4,linear,1.326210085640419,955
1,original,F,2025-12,5,linear,1.34421578094892,955
1,original,F,2025-12,6,linear,1.3486369605687176,955
1,original,F,2025-12,7,linear,1.3235861050691595,955
1,original,F,2025-12,8,linear,1.356060873751177,955
1,original,F,2025-12,9,linear,1.348636960568723,955
1,original,F,2025-12,10,linear,1.3007479937132216,955
1,original,F,2025-12,11,linear,1.3427441426559483,955
1,original,F,2025-12,12,qrf,1.3506935566827047,955
1,original,F,2025-12,13,qrf,1.3491114938483446,955
1,original,F,2025-12,14,qrf,1.3533938058333141,955
1,original,F,2025-12,15,qrf,1.3044767503087562,955
1,original,F,2025-12,16,qrf,1.2929531242289962,955
1,original,F,2025-12,17,qrf,1.3142666491202049,955
1,original,F,2025-12,18,qrf,1.3505091670223077,955
1,original,F,2025-12,19,qrf,1.353994331973075,955
1,original,F,2025-12,20,qrf,1.3498017755220644,955
1,original,F,2025-12,21,qrf,1.312834409113324,955
1,original,F,2025-12,22,qrf,1.2988926562248284,955
1,original,F,2025-12,23,qrf,1.3297534954856878,955
1,original,F,2025-12,24,boosting,1.338739303167631,955
1,original,F,2025-12,25,boosting,1.3324523040022984,955
