sample,horizon,calibration,comparison,n,fold,improvement_pct
common_origins,1,calibrated,own_scale__market_B_vs_R,239,2026-03,3.2132688173700297
common_origins,1,calibrated,own_scale__position_F_vs_B,239,2025-12,0.2815034922997728
common_origins,1,calibrated,own_scale__position_F_vs_B,239,2026-01,3.025298940578136
common_origins,1,calibrated,own_scale__position_F_vs_B,239,2026-02,1.5404687893804336
common_origins,1,calibrated,own_scale__position_F_vs_B,239,2026-03,0.7942238994674389
common_origins,1,calibrated,own_scale__total_F_vs_R,239,2025-12,0.2839389470009168
common_origins,1,calibrated,own_scale__total_F_vs_R,239,2026-01,-0.1542574965793353
common_origins,1,calibrated,own_scale__total_F_vs_R,239,2026-02,-8.227355343616694
common_origins,1,calibrated,own_scale__total_F_vs_R,239,2026-03,3.9819721679357767
common_origins,1,calibrated,own_scale__ml_vs_threshold_F,239,2025-12,-8.066167183868522
common_origins,1,calibrated,own_scale__ml_vs_threshold_F,239,2026-01,5.798160428731625
common_origins,1,calibrated,own_scale__ml_vs_threshold_F,239,2026-02,12.414974773648124
common_origins,1,calibrated,own_scale__ml_vs_threshold_F,239,2026-03,0.5068560712821468
common_origins,1,calibrated,scale__R__linear,239,2025-12,4.44143851544222
common_origins,1,calibrated,scale__R__linear,239,2026-01,12.145332504904705
common_origins,1,calibrated,scale__R__linear,239,2026-02,-3.838541498569703
common_origins,1,calibrated,scale__R__linear,239,2026-03,-1.82250353961102
common_origins,1,calibrated,scale__R__qrf,239,2025-12,-1.2298074811790904
common_origins,1,calibrated,scale__R__qrf,239,2026-01,3.2948288041145246
common_origins,1,calibrated,scale__R__qrf,239,2026-02,-3.9560025674350685
common_origins,1,calibrated,scale__R__qrf,239,2026-03,-3.537295688350439
common_origins,1,calibrated,scale__R__boosting,239,2025-12,-11.04128205407051
common_origins,1,calibrated,scale__R__boosting,239,2026-01,-0.44010513283332386
common_origins,1,calibrated,scale__R__boosting,239,2026-02,2.9557209911377447
common_origins,1,calibrated,scale__R__boosting,239,2026-03,-0.08568415283065622
common_origins,1,calibrated,scale__R__threshold,239,2025-12,0.0
common_origins,1,calibrated,scale__R__threshold,239,2026-01,2.573439435932501
common_origins,1,calibrated,scale__R__threshold,239,2026-02,-3.839426379041333
common_origins,1,calibrated,scale__R__threshold,239,2026-03,1.0856277880527232
common_origins,1,calibrated,scale__R__ml_selected,239,2025-12,-1.2298074811790904
common_origins,1,calibrated,scale__R__ml_selected,239,2026-01,3.914006264499159
common_origins,1,calibrated,scale__R__ml_selected,239,2026-02,2.665373643396418
common_origins,1,calibrated,scale__R__ml_selected,239,2026-03,-2.8178838567220366
common_origins,1,calibrated,scale__B__linear,239,2025-12,0.3457091671449475
common_origins,1,calibrated,scale__B__linear,239,2026-01,4.844212990071906
common_origins,1,calibrated,scale__B__linear,239,2026-02,-3.6305061343786527
common_origins,1,calibrated,scale__B__linear,239,2026-03,0.5977568789699017
common_origins,1,calibrated,scale__B__qrf,239,2025-12,1.589905756090737
common_origins,1,calibrated,scale__B__qrf,239,2026-01,-1.3437141412981468
common_origins,1,calibrated,scale__B__qrf,239,2026-02,-2.75131643072255
common_origins,1,calibrated,scale__B__qrf,239,2026-03,-1.9210702757724851
common_origins,1,calibrated,scale__B__boosting,239,2025-12,-8.632334056292379
common_origins,1,calibrated,scale__B__boosting,239,2026-01,-0.43214856766637944
common_origins,1,calibrated,scale__B__boosting,239,2026-02,2.1565679333609866
common_origins,1,calibrated,scale__B__boosting,239,2026-03,6.4736438403973695
common_origins,1,calibrated,scale__B__threshold,239,2025-12,-6.661338147750939e-14
common_origins,1,calibrated,scale__B__threshold,239,2026-01,-0.4240972756186068
common_origins,1,calibrated,scale__B__threshold,239,2026-02,-2.507530751391873
common_origins,1,calibrated,scale__B__threshold,239,2026-03,-3.118045095633959
common_origins,1,calibrated,scale__B__ml_selected,239,2025-12,1.589905756090737
common_origins,1,calibrated,scale__B__ml_selected,239,2026-01,1.3113068675524309
common_origins,1,calibrated,scale__B__ml_selected,239,2026-02,-2.75131643072255
common_origins,1,calibrated,scale__B__ml_selected,239,2026-03,6.4736438403973695
common_origins,1,calibrated,scale__F__linear,239,2025-12,9.366711790784855
common_origins,1,calibrated,scale__F__linear,239,2026-01,6.052477926732481
common_origins,1,calibrated,scale__F__linear,239,2026-02,1.0234357536098138
common_origins,1,calibrated,scale__F__linear,239,2026-03,0.5982909743095233
common_origins,1,calibrated,scale__F__qrf,239,2025-12,1.2877742617137256
common_origins,1,calibrated,scale__F__qrf,239,2026-01,1.2867786951909377
common_origins,1,calibrated,scale__F__qrf,239,2026-02,1.7882237021670133
common_origins,1,calibrated,scale__F__qrf,239,2026-03,-0.07093090017320502
common_origins,1,calibrated,scale__F__boosting,239,2025-12,0.04331772061778594
common_origins,1,calibrated,scale__F__boosting,239,2026-01,4.940015179488566
common_origins,1,calibrated,scale__F__boosting,239,2026-02,-7.144904739817126
common_origins,1,calibrated,scale__F__boosting,239,2026-03,-0.06104023715238771
common_origins,1,calibrated,scale__F__threshold,239,2025-12,-6.661338147750939e-14
common_origins,1,calibrated,scale__F__threshold,239,2026-01,0.1078218109834217
common_origins,1,calibrated,scale__F__threshold,239,2026-02,0.7336358648833197
common_origins,1,calibrated,scale__F__threshold,239,2026-03,-1.2644244748790667
common_origins,1,calibrated,scale__F__ml_selected,239,2025-12,1.2877742617137256
common_origins,1,calibrated,scale__F__ml_selected,239,2026-01,3.570622308015281
common_origins,1,calibrated,scale__F__ml_selected,239,2026-02,1.7882237021670133
common_origins,1,calibrated,scale__F__ml_selected,239,2026-03,-0.07093090017320502
common_origins,6,raw,original__nonlinear_R,239,2025-12,5.768276268511919
common_origins,6,raw,original__nonlinear_R,239,2026-01,2.3718586734637115
common_origins,6,raw,original__nonlinear_R,239,2026-02,10.589125256584586
common_origins,6,raw,original__nonlinear_R,239,2026-03,-16.764772798157868
common_origins,6,raw,original__nonlinear_F,239,2025-12,2.131322798756552
common_origins,6,raw,original__nonlinear_F,239,2026-01,3.2348681803993196
common_origins,6,raw,original__nonlinear_F,239,2026-02,8.412143751237867
common_origins,6,raw,original__nonlinear_F,239,2026-03,6.625668724658295
common_origins,6,raw,original__market_B_vs_R,239,2025-12,-0.32871904855167333
common_origins,6,raw,original__market_B_vs_R,239,2026-01,1.251221976096284
common_origins,6,raw,original__market_B_vs_R,239,2026-02,-5.2392491217140735
common_origins,6,raw,original__market_B_vs_R,239,2026-03,11.514239664000181
common_origins,6,raw,original__position_F_vs_B,239,2025-12,-3.519297345787753
common_origins,6,raw,original__position_F_vs_B,239,2026-01,-0.3718990867452421
common_origins,6,raw,original__position_F_vs_B,239,2026-02,2.664826063886816
common_origins,6,raw,original__position_F_vs_B,239,2026-03,0.48181873161261546
common_origins,6,raw,original__total_F_vs_R,239,2025-12,-3.859584995090204
common_origins,6,raw,original__total_F_vs_R,239,2026-01,0.8839761724532935
common_origins,6,raw,original__total_F_vs_R,239,2026-02,-2.4348061816798605
common_origins,6,raw,original__total_F_vs_R,239,2026-03,11.940580632108876
common_origins,6,raw,original__ml_vs_threshold_F,239,2025-12,7.218853400985569
common_origins,6,raw,original__ml_vs_threshold_F,239,2026-01,-5.322527936705135
common_origins,6,raw,original__ml_vs_threshold_F,239,2026-02,7.64018799689593
common_origins,6,raw,original__ml_vs_threshold_F,239,2026-03,-4.845767087977437
common_origins,6,raw,own_scale__nonlinear_R,239,2025-12,-2.379086333799063
common_origins,6,raw,own_scale__nonlinear_R,239,2026-01,9.307724161552866
common_origins,6,raw,own_scale__nonlinear_R,239,2026-02,13.869422519521413
common_origins,6,raw,own_scale__nonlinear_R,239,2026-03,-4.906029272360324
common_origins,6,raw,own_scale__nonlinear_F,239,2025-12,4.0005993653306255
common_origins,6,raw,own_scale__nonlinear_F,239,2026-01,7.48315506431334
common_origins,6,raw,own_scale__nonlinear_F,239,2026-02,9.592120002749805
common_origins,6,raw,own_scale__nonlinear_F,239,2026-03,4.04217198732002
common_origins,6,raw,own_scale__market_B_vs_R,239,2025-12,5.139579747584633
common_origins,6,raw,own_scale__market_B_vs_R,239,2026-01,-7.377059765506289
common_origins,6,raw,own_scale__market_B_vs_R,239,2026-02,0.555703417720721
common_origins,6,raw,own_scale__market_B_vs_R,239,2026-03,3.4125764642164214
common_origins,6,raw,own_scale__position_F_vs_B,239,2025-12,1.1510119206977198
common_origins,6,raw,own_scale__position_F_vs_B,239,2026-01,4.996631159895171
common_origins,6,raw,own_scale__position_F_vs_B,239,2026-02,0.7952805473312785
common_origins,6,raw,own_scale__position_F_vs_B,239,2026-03,-0.30441165312253826
common_origins,6,raw,own_scale__total_F_vs_R,239,2025-12,6.231434492713895
common_origins,6,raw,own_scale__total_F_vs_R,239,2026-01,-2.0118241386837488
common_origins,6,raw,own_scale__total_F_vs_R,239,2026-02,1.3465645638700119
common_origins,6,raw,own_scale__total_F_vs_R,239,2026-03,3.11855309152268
common_origins,6,raw,own_scale__ml_vs_threshold_F,239,2025-12,8.091437058074735
common_origins,6,raw,own_scale__ml_vs_threshold_F,239,2026-01,4.447882158018879
common_origins,6,raw,own_scale__ml_vs_threshold_F,239,2026-02,10.208708671376677
common_origins,6,raw,own_scale__ml_vs_threshold_F,239,2026-03,-2.7512393025902027
common_origins,6,raw,scale__R__linear,239,2025-12,0.0
common_origins,6,raw,scale__R__linear,239,2026-01,0.0
common_origins,6,raw,scale__R__linear,239,2026-02,-6.398795866524654
common_origins,6,raw,scale__R__linear,239,2026-03,-2.3670805978793785
common_origins,6,raw,scale__R__qrf,239,2025-12,-2.7103874514698534
common_origins,6,raw,scale__R__qrf,239,2026-01,2.4743991271211074
common_origins,6,raw,scale__R__qrf,239,2026-02,-3.604014477167339
common_origins,6,raw,scale__R__qrf,239,2026-03,-3.5990574364303196
common_origins,6,raw,scale__R__boosting,239,2025-12,-8.434638007013028
common_origins,6,raw,scale__R__boosting,239,2026-01,-1.4649407495770594
common_origins,6,raw,scale__R__boosting,239,2026-02,0.8078219199908365
common_origins,6,raw,scale__R__boosting,239,2026-03,9.470656046607328
common_origins,6,raw,scale__R__threshold,239,2025-12,7.698581656072012
common_origins,6,raw,scale__R__threshold,239,2026-01,-1.1375203741645024
common_origins,6,raw,scale__R__threshold,239,2026-02,7.171843891701412
common_origins,6,raw,scale__R__threshold,239,2026-03,-0.9687221368754662
common_origins,6,raw,scale__R__ml_selected,239,2025-12,-8.646093141123856
common_origins,6,raw,scale__R__ml_selected,239,2026-01,7.104371130953735
common_origins,6,raw,scale__R__ml_selected,239,2026-02,-2.4952474462421437
common_origins,6,raw,scale__R__ml_selected,239,2026-03,8.029419349868983
common_origins,6,raw,scale__B__linear,239,2025-12,0.0
common_origins,6,raw,scale__B__linear,239,2026-01,0.0
common_origins,6,raw,scale__B__linear,239,2026-02,0.0
common_origins,6,raw,scale__B__linear,239,2026-03,5.915016976652298
common_origins,6,raw,scale__B__qrf,239,2025-12,-2.724465655368613
common_origins,6,raw,scale__B__qrf,239,2026-01,5.376236834822212
common_origins,6,raw,scale__B__qrf,239,2026-02,1.641980675243393
common_origins,6,raw,scale__B__qrf,239,2026-03,-0.3913103346197655
common_origins,6,raw,scale__B__boosting,239,2025-12,2.5585598469633264
common_origins,6,raw,scale__B__boosting,239,2026-01,-1.0124853455026894
common_origins,6,raw,scale__B__boosting,239,2026-02,3.974340545723176
common_origins,6,raw,scale__B__boosting,239,2026-03,2.7784698547408726
common_origins,6,raw,scale__B__threshold,239,2025-12,4.04150149108613
common_origins,6,raw,scale__B__threshold,239,2026-01,-1.3540262986775797
common_origins,6,raw,scale__B__threshold,239,2026-02,-1.5528618192423904
common_origins,6,raw,scale__B__threshold,239,2026-03,-1.4904329004175043
common_origins,6,raw,scale__B__ml_selected,239,2025-12,-2.724465655368613
common_origins,6,raw,scale__B__ml_selected,239,2026-01,-1.0124853455026894
common_origins,6,raw,scale__B__ml_selected,239,2026-02,3.1486078589364586
common_origins,6,raw,scale__B__ml_selected,239,2026-03,-0.3913103346197655
common_origins,6,raw,scale__F__linear,239,2025-12,0.0
common_origins,6,raw,scale__F__linear,239,2026-01,0.0
common_origins,6,raw,scale__F__linear,239,2026-02,0.0
common_origins,6,raw,scale__F__linear,239,2026-03,1.5397753316086282
common_origins,6,raw,scale__F__qrf,239,2025-12,1.9099845017117811
common_origins,6,raw,scale__F__qrf,239,2026-01,0.08853472422621911
common_origins,6,raw,scale__F__qrf,239,2026-02,-0.08995514409833039
common_origins,6,raw,scale__F__qrf,239,2026-03,-1.1844387614304175
common_origins,6,raw,scale__F__boosting,239,2025-12,0.0004701959103625697
common_origins,6,raw,scale__F__boosting,239,2026-01,-2.02924415142538
common_origins,6,raw,scale__F__boosting,239,2026-02,3.3946791866118597
common_origins,6,raw,scale__F__boosting,239,2026-03,0.2514129811554855
common_origins,6,raw,scale__F__threshold,239,2025-12,0.9787138811330087
common_origins,6,raw,scale__F__threshold,239,2026-01,-5.3859896772496585
common_origins,6,raw,scale__F__threshold,239,2026-02,-1.53533697534034
common_origins,6,raw,scale__F__threshold,239,2026-03,-3.2470281751747265
common_origins,6,raw,scale__F__ml_selected,239,2025-12,1.9099845017117811
common_origins,6,raw,scale__F__ml_selected,239,2026-01,4.390307545732597
common_origins,6,raw,scale__F__ml_selected,239,2026-02,1.2883544826150395
common_origins,6,raw,scale__F__ml_selected,239,2026-03,-1.1844387614304175
common_origins,6,calibrated,original__nonlinear_R,239,2025-12,-4.645246104392187
common_origins,6,calibrated,original__nonlinear_R,239,2026-01,10.070185139119403
common_origins,6,calibrated,original__nonlinear_R,239,2026-02,4.556849454038769
common_origins,6,calibrated,original__nonlinear_R,239,2026-03,-9.758278236143791
common_origins,6,calibrated,original__nonlinear_F,239,2025-12,-6.605544711260403
common_origins,6,calibrated,original__nonlinear_F,239,2026-01,5.255027547562763
common_origins,6,calibrated,original__nonlinear_F,239,2026-02,2.51076235478096
common_origins,6,calibrated,original__nonlinear_F,239,2026-03,-1.5356792722941437
common_origins,6,calibrated,original__market_B_vs_R,239,2025-12,-0.7899942120725312
common_origins,6,calibrated,original__market_B_vs_R,239,2026-01,1.8037909826677412
common_origins,6,calibrated,original__market_B_vs_R,239,2026-02,-3.221711822878337
common_origins,6,calibrated,original__market_B_vs_R,239,2026-03,0.7682378733020578
common_origins,6,calibrated,original__position_F_vs_B,239,2025-12,-1.0747951032210157
common_origins,6,calibrated,original__position_F_vs_B,239,2026-01,-7.289631305924837
common_origins,6,calibrated,original__position_F_vs_B,239,2026-02,1.0442920116756738
common_origins,6,calibrated,original__position_F_vs_B,239,2026-03,0.1863331142228808
common_origins,6,calibrated,original__total_F_vs_R,239,2025-12,-1.8732801344006234
common_origins,6,calibrated,original__total_F_vs_R,239,2026-01,-5.3543506110910855
common_origins,6,calibrated,original__total_F_vs_R,239,2026-02,-2.143775731997155
common_origins,6,calibrated,original__total_F_vs_R,239,2026-03,0.953139505970968
common_origins,6,calibrated,original__ml_vs_threshold_F,239,2025-12,1.3287568339922506
common_origins,6,calibrated,original__ml_vs_threshold_F,239,2026-01,-7.939767170362377
common_origins,6,calibrated,original__ml_vs_threshold_F,239,2026-02,1.2948604639427264
common_origins,6,calibrated,original__ml_vs_threshold_F,239,2026-03,-0.4962525217719449
common_origins,6,calibrated,own_scale__nonlinear_R,239,2025-12,-6.515180696666567
common_origins,6,calibrated,own_scale__nonlinear_R,239,2026-01,13.428874332920437
common_origins,6,calibrated,own_scale__nonlinear_R,239,2026-02,2.2945322933983547
common_origins,6,calibrated,own_scale__nonlinear_R,239,2026-03,-16.551563855783378
common_origins,6,calibrated,own_scale__nonlinear_F,239,2025-12,-5.105754915526739
common_origins,6,calibrated,own_scale__nonlinear_F,239,2026-01,9.598785532713327
common_origins,6,calibrated,own_scale__nonlinear_F,239,2026-02,6.362169660901406
common_origins,6,calibrated,own_scale__nonlinear_F,239,2026-03,-2.9427490260925504
common_origins,6,calibrated,own_scale__market_B_vs_R,239,2025-12,0.48942305624384286
common_origins,6,calibrated,own_scale__market_B_vs_R,239,2026-01,-2.9094732679657564
common_origins,6,calibrated,own_scale__market_B_vs_R,239,2026-02,-1.2899908317416608
common_origins,6,calibrated,own_scale__market_B_vs_R,239,2026-03,1.6220189578895594
common_origins,6,calibrated,own_scale__position_F_vs_B,239,2025-12,0.8378936643593349
common_origins,6,calibrated,own_scale__position_F_vs_B,239,2026-01,-1.4719123007033597
common_origins,6,calibrated,own_scale__position_F_vs_B,239,2026-02,1.4276354583577788
common_origins,6,calibrated,own_scale__position_F_vs_B,239,2026-03,-0.8435626941565744
common_origins,6,calibrated,own_scale__total_F_vs_R,239,2025-12,1.3232158758229917
common_origins,6,calibrated,own_scale__total_F_vs_R,239,2026-01,-4.424210463585987
common_origins,6,calibrated,own_scale__total_F_vs_R,239,2026-02,0.1560609931396173
common_origins,6,calibrated,own_scale__total_F_vs_R,239,2026-03,0.7921390105538717
common_origins,6,calibrated,own_scale__ml_vs_threshold_F,239,2025-12,1.9148922158347403
common_origins,6,calibrated,own_scale__ml_vs_threshold_F,239,2026-01,-1.035643444657297
common_origins,6,calibrated,own_scale__ml_vs_threshold_F,239,2026-02,7.496952141735047
common_origins,6,calibrated,own_scale__ml_vs_threshold_F,239,2026-03,0.21252268407163655
common_origins,6,calibrated,scale__R__linear,239,2025-12,0.0
common_origins,6,calibrated,scale__R__linear,239,2026-01,0.0
common_origins,6,calibrated,scale__R__linear,239,2026-02,4.013364778709006
common_origins,6,calibrated,scale__R__linear,239,2026-03,6.25263250278959
common_origins,6,calibrated,scale__R__qrf,239,2025-12,-4.405244736107572
common_origins,6,calibrated,scale__R__qrf,239,2026-01,4.219196570082284
common_origins,6,calibrated,scale__R__qrf,239,2026-02,-3.9810727891549824
common_origins,6,calibrated,scale__R__qrf,239,2026-03,-2.4727407239944377
common_origins,6,calibrated,scale__R__boosting,239,2025-12,-11.452395913546276
common_origins,6,calibrated,scale__R__boosting,239,2026-01,-0.7638453946015478
common_origins,6,calibrated,scale__R__boosting,239,2026-02,3.6282496709105216
common_origins,6,calibrated,scale__R__boosting,239,2026-03,-0.3202429321069733
common_origins,6,calibrated,scale__R__threshold,239,2025-12,-8.290000128776542
common_origins,6,calibrated,scale__R__threshold,239,2026-01,-1.3512142720274678
common_origins,6,calibrated,scale__R__threshold,239,2026-02,4.702141985318098
common_origins,6,calibrated,scale__R__threshold,239,2026-03,-3.977719836185023
common_origins,6,calibrated,scale__R__ml_selected,239,2025-12,-1.786927416090145
common_origins,6,calibrated,scale__R__ml_selected,239,2026-01,3.7347894010421934
common_origins,6,calibrated,scale__R__ml_selected,239,2026-02,1.7381652404384385
common_origins,6,calibrated,scale__R__ml_selected,239,2026-03,0.4503125891363702
common_origins,6,calibrated,scale__B__linear,239,2025-12,0.0
common_origins,6,calibrated,scale__B__linear,239,2026-01,0.0
common_origins,6,calibrated,scale__B__linear,239,2026-02,0.0
common_origins,6,calibrated,scale__B__linear,239,2026-03,10.265269357280326
common_origins,6,calibrated,scale__B__qrf,239,2025-12,-0.494855185676113
common_origins,6,calibrated,scale__B__qrf,239,2026-01,7.816109858903575
common_origins,6,calibrated,scale__B__qrf,239,2026-02,2.4363789006645598
common_origins,6,calibrated,scale__B__qrf,239,2026-03,1.3068290740444577
common_origins,6,calibrated,scale__B__boosting,239,2025-12,-3.5647741684160517
common_origins,6,calibrated,scale__B__boosting,239,2026-01,-0.885789949589233
common_origins,6,calibrated,scale__B__boosting,239,2026-02,1.4950443299969307
common_origins,6,calibrated,scale__B__boosting,239,2026-03,3.18487110201614
common_origins,6,calibrated,scale__B__threshold,239,2025-12,-22.579627246617285
common_origins,6,calibrated,scale__B__threshold,239,2026-01,-0.46322391654594064
common_origins,6,calibrated,scale__B__threshold,239,2026-02,-2.110937186537498
common_origins,6,calibrated,scale__B__threshold,239,2026-03,-0.9255288485797264
common_origins,6,calibrated,scale__B__ml_selected,239,2025-12,-0.494855185676113
common_origins,6,calibrated,scale__B__ml_selected,239,2026-01,-0.885789949589233
common_origins,6,calibrated,scale__B__ml_selected,239,2026-02,3.57706565664504
common_origins,6,calibrated,scale__B__ml_selected,239,2026-03,1.3068290740444577
common_origins,6,calibrated,scale__F__linear,239,2025-12,0.0
common_origins,6,calibrated,scale__F__linear,239,2026-01,0.0
common_origins,6,calibrated,scale__F__linear,239,2026-02,0.0
common_origins,6,calibrated,scale__F__linear,239,2026-03,1.6513983485108685
common_origins,6,calibrated,scale__F__qrf,239,2025-12,1.406859089549084
common_origins,6,calibrated,scale__F__qrf,239,2026-01,-0.0057670257975539485
common_origins,6,calibrated,scale__F__qrf,239,2026-02,-0.75788683783935
common_origins,6,calibrated,scale__F__qrf,239,2026-03,0.2884947494610546
common_origins,6,calibrated,scale__F__boosting,239,2025-12,-2.486616848876788
common_origins,6,calibrated,scale__F__boosting,239,2026-01,6.069998320447945
common_origins,6,calibrated,scale__F__boosting,239,2026-02,0.6617245857252985
common_origins,6,calibrated,scale__F__boosting,239,2026-03,1.266602236932779
common_origins,6,calibrated,scale__F__threshold,239,2025-12,0.8176878116649688
common_origins,6,calibrated,scale__F__threshold,239,2026-01,-1.9353823828747396
common_origins,6,calibrated,scale__F__threshold,239,2026-02,-2.489268230906494
common_origins,6,calibrated,scale__F__threshold,239,2026-03,-0.4197408384090551
common_origins,6,calibrated,scale__F__ml_selected,239,2025-12,1.406859089549084
common_origins,6,calibrated,scale__F__ml_selected,239,2026-01,4.584684414079254
common_origins,6,calibrated,scale__F__ml_selected,239,2026-02,3.9505974189032123
common_origins,6,calibrated,scale__F__ml_selected,239,2026-03,0.2884947494610546
common_origins,12,raw,original__nonlinear_R,239,2025-12,18.466680334258733
common_origins,12,raw,original__nonlinear_R,239,2026-01,10.49332739692479
common_origins,12,raw,original__nonlinear_R,239,2026-02,9.191457390776115
common_origins,12,raw,original__nonlinear_R,239,2026-03,0.5949333980872273
common_origins,12,raw,original__nonlinear_F,239,2025-12,20.81553589675982
common_origins,12,raw,original__nonlinear_F,239,2026-01,6.373830902236232
common_origins,12,raw,original__nonlinear_F,239,2026-02,26.77567939015544
common_origins,12,raw,original__nonlinear_F,239,2026-03,3.0937674532513837
common_origins,12,raw,original__market_B_vs_R,239,2025-12,0.9439659167452263
common_origins,12,raw,original__market_B_vs_R,239,2026-01,2.8333043490706755
common_origins,12,raw,original__market_B_vs_R,239,2026-02,1.8466005847754374
common_origins,12,raw,original__market_B_vs_R,239,2026-03,2.2643113726146136
common_origins,12,raw,original__position_F_vs_B,239,2025-12,0.44720885232374386
common_origins,12,raw,original__position_F_vs_B,239,2026-01,-11.28697539407848
common_origins,12,raw,original__position_F_vs_B,239,2026-02,0.4582737785447377
common_origins,12,raw,original__position_F_vs_B,239,2026-03,-1.209948463832311
common_origins,12,raw,original__total_F_vs_R,239,2025-12,1.386953269926372
common_origins,12,raw,original__total_F_vs_R,239,2026-01,-8.133876680288843
common_origins,12,raw,original__total_F_vs_R,239,2026-02,2.296411877045701
common_origins,12,raw,original__total_F_vs_R,239,2026-03,1.0817599094516295
common_origins,12,raw,original__ml_vs_threshold_F,239,2025-12,13.827619390172153
common_origins,12,raw,original__ml_vs_threshold_F,239,2026-01,2.8731658395122595
common_origins,12,raw,original__ml_vs_threshold_F,239,2026-02,26.02462748925589
common_origins,12,raw,original__ml_vs_threshold_F,239,2026-03,15.284817627218272
common_origins,12,raw,own_scale__nonlinear_R,239,2025-12,17.34788949273153
common_origins,12,raw,own_scale__nonlinear_R,239,2026-01,3.253142712528456
common_origins,12,raw,own_scale__nonlinear_R,239,2026-02,7.75895232530398
common_origins,12,raw,own_scale__nonlinear_R,239,2026-03,-4.339219921783366
common_origins,12,raw,own_scale__nonlinear_F,239,2025-12,22.86665867430111
common_origins,12,raw,own_scale__nonlinear_F,239,2026-01,6.158024286208463
common_origins,12,raw,own_scale__nonlinear_F,239,2026-02,27.03277228383265
common_origins,12,raw,own_scale__nonlinear_F,239,2026-03,1.5025087591396313
common_origins,12,raw,own_scale__market_B_vs_R,239,2025-12,0.7604389615567642
common_origins,12,raw,own_scale__market_B_vs_R,239,2026-01,10.07723921789726
common_origins,12,raw,own_scale__market_B_vs_R,239,2026-02,0.8024865664674086
common_origins,12,raw,own_scale__market_B_vs_R,239,2026-03,-7.399305619801355
common_origins,12,raw,own_scale__position_F_vs_B,239,2025-12,4.515499010106517
common_origins,12,raw,own_scale__position_F_vs_B,239,2026-01,-9.201813747744003
common_origins,12,raw,own_scale__position_F_vs_B,239,2026-02,3.3760691745218563
common_origins,12,raw,own_scale__position_F_vs_B,239,2026-03,6.074562585984344
common_origins,12,raw,own_scale__total_F_vs_R,239,2025-12,5.241600357881715
common_origins,12,raw,own_scale__total_F_vs_R,239,2026-01,1.802714253898774
common_origins,12,raw,own_scale__total_F_vs_R,239,2026-02,4.151463239389075
common_origins,12,raw,own_scale__total_F_vs_R,239,2026-03,-0.8752675830139278
common_origins,12,raw,own_scale__ml_vs_threshold_F,239,2025-12,16.262461433877284
common_origins,12,raw,own_scale__ml_vs_threshold_F,239,2026-01,2.9426675111213996
common_origins,12,raw,own_scale__ml_vs_threshold_F,239,2026-02,9.769622485434404
common_origins,12,raw,own_scale__ml_vs_threshold_F,239,2026-03,3.6063894456367485
common_origins,12,raw,scale__R__linear,239,2025-12,0.0
common_origins,12,raw,scale__R__linear,239,2026-01,-0.29789667154980215
common_origins,12,raw,scale__R__linear,239,2026-02,0.0
common_origins,12,raw,scale__R__linear,239,2026-03,6.049315181941351
common_origins,12,raw,scale__R__qrf,239,2025-12,-0.541398476894317
common_origins,12,raw,scale__R__qrf,239,2026-01,6.74607935513809
common_origins,12,raw,scale__R__qrf,239,2026-02,-1.5775003367652696
common_origins,12,raw,scale__R__qrf,239,2026-03,-3.2625815557547844
common_origins,12,raw,scale__R__boosting,239,2025-12,1.1966291053492895
common_origins,12,raw,scale__R__boosting,239,2026-01,-8.410982257680399
common_origins,12,raw,scale__R__boosting,239,2026-02,-4.864506597916285
common_origins,12,raw,scale__R__boosting,239,2026-03,-0.19877257172391527
common_origins,12,raw,scale__R__threshold,239,2025-12,0.003249940387362038
common_origins,12,raw,scale__R__threshold,239,2026-01,0.7812505366354028
common_origins,12,raw,scale__R__threshold,239,2026-02,3.935327272697875
common_origins,12,raw,scale__R__threshold,239,2026-03,-6.409608441788595
common_origins,12,raw,scale__R__ml_selected,239,2025-12,-1.3721885066300121
common_origins,12,raw,scale__R__ml_selected,239,2026-01,-8.410982257680399
common_origins,12,raw,scale__R__ml_selected,239,2026-02,-1.5775003367652696
common_origins,12,raw,scale__R__ml_selected,239,2026-03,1.3859001343403676
common_origins,12,raw,scale__B__linear,239,2025-12,0.0
common_origins,12,raw,scale__B__linear,239,2026-01,-0.29789667154980215
common_origins,12,raw,scale__B__linear,239,2026-02,0.0
common_origins,12,raw,scale__B__linear,239,2026-03,5.453764571972974
common_origins,12,raw,scale__B__qrf,239,2025-12,-1.560006737690789
common_origins,12,raw,scale__B__qrf,239,2026-01,-0.32876757209086005
common_origins,12,raw,scale__B__qrf,239,2026-02,-2.6580384809169466
common_origins,12,raw,scale__B__qrf,239,2026-03,-8.364569776264762
common_origins,12,raw,scale__B__boosting,239,2025-12,0.7051823135908242
common_origins,12,raw,scale__B__boosting,239,2026-01,0.7149206175742107
common_origins,12,raw,scale__B__boosting,239,2026-02,0.0
common_origins,12,raw,scale__B__boosting,239,2026-03,1.4163725648479897
common_origins,12,raw,scale__B__threshold,239,2025-12,-0.003646339453999836
common_origins,12,raw,scale__B__threshold,239,2026-01,3.111913350604101
common_origins,12,raw,scale__B__threshold,239,2026-02,8.54975276050557
common_origins,12,raw,scale__B__threshold,239,2026-03,8.087270335929963
common_origins,12,raw,scale__B__ml_selected,239,2025-12,-1.560006737690789
