sample,horizon,calibration,comparison,n,block_days,difference_bp,improvement_pct,improvement_lo,improvement_hi,p_centered_boot,winning_months,p_holm_81,meets_within_extension_threshold
native,1,calibrated,scale__F__threshold,1088,5,0.00800400929547284,0.46177794079815815,-0.15036820842736176,1.16752486887872,0.1665,3,1.0,False
native,1,calibrated,scale__F__ml_selected,1088,5,0.02392506262711098,1.4158575895458214,0.35087008967557937,2.451948302747417,0.007,4,0.504,False
native,6,calibrated,original__nonlinear_R,703,5,0.1035743468290723,5.341144595689496,1.2625791587660777,9.738816461076365,0.0195,3,1.0,False
native,6,calibrated,original__nonlinear_F,703,5,0.057470427007955203,2.940347558118661,-1.4885880126493227,7.440046058071527,0.205,3,1.0,False
native,6,calibrated,original__market_B_vs_R,703,5,-0.03970167853060682,-2.1628666887134607,-4.3776814048183015,-0.19335352644116974,0.038,1,1.0,False
native,6,calibrated,original__position_F_vs_B,703,5,-0.02176875053481595,-1.1608104661825713,-3.4348665004317493,0.8199545960892463,0.274,3,1.0,False
native,6,calibrated,original__total_F_vs_R,703,5,-0.06147042906542277,-3.348783937788191,-6.349285791866737,-0.8298612815334835,0.0115,1,0.7935,False
native,6,calibrated,original__ml_vs_threshold_F,703,5,-0.0692460070547437,-3.7884293086295706,-8.035479170787086,0.05353650268222261,0.0575,1,1.0,False
native,6,calibrated,own_scale__nonlinear_R,703,5,0.07665717881186096,4.047993338464984,-0.7701798287019593,9.206890924309857,0.1185,2,1.0,False
native,6,calibrated,own_scale__nonlinear_F,703,5,0.13022307362095684,6.587508208085691,2.527727614155338,11.066521472738714,0.004,4,0.296,False
native,6,calibrated,own_scale__market_B_vs_R,703,5,-0.02784373457615892,-1.5323584961193015,-3.747940173222963,0.566167495310828,0.15,1,1.0,False
native,6,calibrated,own_scale__position_F_vs_B,703,5,-0.0017006328829390533,-0.09218048592480876,-1.795463903888463,1.4255548264062357,0.904,3,1.0,False
native,6,calibrated,own_scale__total_F_vs_R,703,5,-0.02954436745909798,-1.625951517551938,-4.254786576540896,0.8195086766867044,0.212,3,1.0,False
native,6,calibrated,own_scale__ml_vs_threshold_F,703,5,0.002796809272115146,0.15122857046608873,-2.8275503186926727,3.3132891254034873,0.928,2,1.0,False
native,6,calibrated,scale__R__linear,703,5,0.045470732486811306,2.3448446890500407,-0.9766680498213544,5.6932719343829845,0.1755,1,1.0,False
native,6,calibrated,scale__R__qrf,703,5,0.02345696861586376,1.2726170736162112,-0.4898433479208373,3.150576868986769,0.156,1,1.0,False
native,6,calibrated,scale__R__boosting,703,5,-0.02703459379164605,-1.5004217605323111,-3.9832474368077606,0.9880630229972764,0.2435,1,1.0,False
native,6,calibrated,scale__R__threshold,703,5,0.008931688520958377,0.4834255326785719,-1.4902233686979613,2.8227513269952635,0.6715,2,1.0,False
native,6,calibrated,scale__R__ml_selected,703,5,0.018553564469599947,1.0107604522881841,-2.0221938067427834,3.8594668325929824,0.496,2,1.0,False
native,6,calibrated,scale__B__linear,703,5,-0.0038380716132331155,-0.19721254678828348,-1.7777417882832758,1.1280674776602428,0.771,0,1.0,False
native,6,calibrated,scale__B__qrf,703,5,0.04773085931154341,2.552280311028776,0.7018559092916572,4.652809177667074,0.01,3,0.7000000000000001,False
native,6,calibrated,scale__B__boosting,703,5,0.0010346455486060612,0.05523425561564377,-2.2065010997572982,1.9657825196401226,0.9615,2,1.0,False
native,6,calibrated,scale__B__threshold,703,5,-0.0505951377977243,-2.764413327834503,-4.451342643717438,-1.1711159803038291,0.002,0,0.15,False
native,6,calibrated,scale__B__ml_selected,703,5,0.03041150842404785,1.6216822924482566,0.47296915337089185,3.075595672387471,0.0135,2,0.918,False
native,6,calibrated,scale__F__linear,703,5,-0.02227302053707685,-1.139549938250073,-2.6647980060929792,0.30771835167132766,0.142,0,1.0,False
native,6,calibrated,scale__F__qrf,703,5,0.0007736982271805924,0.04188108718763406,-0.9420765631406146,1.069154388941606,0.937,2,1.0,False
native,6,calibrated,scale__F__boosting,703,5,0.0415320406252076,2.1826817868096593,0.30362970807017875,4.140414409158426,0.026,3,1.0,False
native,6,calibrated,scale__F__threshold,703,5,-0.0215631902509341,-1.1797159924270106,-2.335546282563605,-0.023085917780256388,0.0445,1,1.0,False
native,6,calibrated,scale__F__ml_selected,703,5,0.050479626075924745,2.660918921980382,1.1724157332406675,4.304514249900746,0.001,3,0.08,False
native,12,calibrated,original__nonlinear_R,509,5,0.1528275234136309,7.504203666479037,0.7526687956870738,12.528037172382234,0.045,4,1.0,False
native,12,calibrated,original__nonlinear_F,509,5,0.32324856271880714,14.773800915980829,8.36172986031753,19.934853336258193,0.001,3,0.08,False
native,12,calibrated,original__market_B_vs_R,509,5,-0.009129614807596173,-0.48465589065807,-3.052589077377622,2.216049437366184,0.726,1,1.0,False
native,12,calibrated,original__position_F_vs_B,509,5,0.028124397921531864,1.4858142719917478,-1.3701086121582695,4.049007215261158,0.2735,3,1.0,False
native,12,calibrated,original__total_F_vs_R,509,5,0.018994783113935695,1.0083594677271268,-3.2937736817563246,4.985970303359773,0.6285,3,1.0,False
native,12,calibrated,original__ml_vs_threshold_F,509,5,0.21113117781249865,10.1707433617091,4.691975933196714,15.94938128251398,0.0005,3,0.0405,True
native,12,calibrated,own_scale__nonlinear_R,509,5,0.07591699957617347,3.750933437722348,-3.4293137741151787,9.165850191113288,0.282,2,1.0,False
native,12,calibrated,own_scale__nonlinear_F,509,5,0.309279752836035,14.222061915645423,7.725737269850778,19.632608387839753,0.001,3,0.08,False
native,12,calibrated,own_scale__market_B_vs_R,509,5,0.02945833471547715,1.5122095908888356,-0.38762577050645225,3.2385945736994897,0.1235,2,1.0,False
native,12,calibrated,own_scale__position_F_vs_B,509,5,0.05320617189296073,2.7732141968368818,-0.39003755712864885,5.721199328499329,0.0645,3,1.0,False
native,12,calibrated,own_scale__total_F_vs_R,509,5,0.08266450660843788,4.243486976665256,1.6065852989340124,6.9370436074386745,0.0015,4,0.114,False
native,12,calibrated,own_scale__ml_vs_threshold_F,509,5,0.13005734666405736,6.5177755467305865,1.354891425572699,11.615260700194213,0.018,3,1.0,False
native,12,calibrated,scale__R__linear,509,5,0.012609316487770753,0.6191481541137245,-0.007081365594228928,1.2932677928617817,0.064,2,1.0,False
native,12,calibrated,scale__R__qrf,509,5,-0.01142132724433652,-0.6073703133913089,-2.862759444809861,1.9488511291099635,0.63,2,1.0,False
native,12,calibrated,scale__R__boosting,509,5,-0.004490204178811941,-0.23388830322372822,-3.64482635716956,3.077747084968327,0.898,2,1.0,False
native,12,calibrated,scale__R__threshold,509,5,-0.004508443732080458,-0.22880409524534961,-3.918615994661032,3.273941251912201,0.897,3,1.0,False
native,12,calibrated,scale__R__ml_selected,509,5,-0.06430120734968667,-3.4135020562447105,-6.178950909700005,-0.5212090216175976,0.0235,0,1.0,False
native,12,calibrated,scale__B__linear,509,5,-0.002545060630049157,-0.12631375938316758,-0.8465105111761084,0.5539337718812568,0.742,1,1.0,False
native,12,calibrated,scale__B__qrf,509,5,-0.02571325782661336,-1.3584335410407489,-3.1765447232870097,0.48233335013757905,0.1365,1,1.0,False
native,12,calibrated,scale__B__boosting,509,5,0.017910929609383192,0.9306948568732265,-0.5439938008487357,2.3389519827032927,0.243,3,1.0,False
native,12,calibrated,scale__B__threshold,509,5,-0.04697938259765066,-2.2658737992954814,-5.59589256093341,1.0164169467156168,0.1675,1,1.0,False
native,12,calibrated,scale__B__ml_selected,509,5,-0.02571325782661336,-1.3584335410407489,-3.1765447232870097,0.48233335013757905,0.1365,1,1.0,False
native,12,calibrated,scale__F__linear,509,5,0.013337326027587654,0.6095711542405846,0.18858129137287552,1.0728085888811127,0.0065,2,0.4745,False
native,12,calibrated,scale__F__qrf,509,5,-0.0006314838551844809,-0.03386450807500996,-0.8533148967895549,0.6812602846691496,0.9365,2,1.0,False
native,12,calibrated,scale__F__boosting,509,5,0.01706629000854777,0.8859071902228677,-0.5433002799137132,2.351904984915971,0.2395,3,1.0,False
native,12,calibrated,scale__F__threshold,509,5,0.08044234729325678,3.8751191472999102,1.974295462877766,5.978196750258408,0.001,3,0.08,False
native,12,calibrated,scale__F__ml_selected,509,5,-0.0006314838551844809,-0.03386450807500996,-0.8533148967895549,0.6812602846691496,0.9365,2,1.0,False
