sample,horizon,variant,information,strategy,calibration,fold,n,loss_bp,below_rate
native,1,own_scale,B,linear,calibrated,2025-12,313,1.8045856973725867,0.09904153354632587
native,1,own_scale,B,linear,calibrated,2026-01,294,1.36110701668229,0.09183673469387756
native,1,own_scale,B,linear,calibrated,2026-02,280,1.8911260695741052,0.1
native,1,own_scale,B,linear,calibrated,2026-03,201,1.8252867482189468,0.09950248756218906
native,1,own_scale,B,ml_selected,calibrated,2025-12,313,1.65379158694088,0.0926517571884984
native,1,own_scale,B,ml_selected,calibrated,2026-01,294,1.4213147722807673,0.11904761904761904
native,1,own_scale,B,ml_selected,calibrated,2026-02,280,1.8833100230143742,0.1
native,1,own_scale,B,ml_selected,calibrated,2026-03,201,1.7809467406606627,0.0945273631840796
native,1,own_scale,B,qrf,calibrated,2025-12,313,1.65379158694088,0.0926517571884984
native,1,own_scale,B,qrf,calibrated,2026-01,294,1.4213147722807673,0.11904761904761904
native,1,own_scale,B,qrf,calibrated,2026-02,280,1.8833100230143742,0.1
native,1,own_scale,B,qrf,calibrated,2026-03,201,1.8615805959729197,0.0945273631840796
native,1,own_scale,B,threshold,calibrated,2025-12,313,1.7551391616376937,0.07987220447284345
native,1,own_scale,B,threshold,calibrated,2026-01,294,1.4062945893152836,0.10204081632653061
native,1,own_scale,B,threshold,calibrated,2026-02,280,1.9500625018121323,0.09642857142857143
native,1,own_scale,B,threshold,calibrated,2026-03,201,1.81213439323955,0.0845771144278607
native,1,own_scale,F,boosting,calibrated,2025-12,313,1.6554243964564983,0.0926517571884984
native,1,own_scale,F,boosting,calibrated,2026-01,294,1.390527360936103,0.09863945578231292
native,1,own_scale,F,boosting,calibrated,2026-02,280,1.8551437334087162,0.11071428571428571
native,1,own_scale,F,boosting,calibrated,2026-03,201,1.8507374144895838,0.08955223880597014
native,1,own_scale,F,linear,calibrated,2025-12,313,1.7777097712233858,0.0926517571884984
native,1,own_scale,F,linear,calibrated,2026-01,294,1.3722226696606425,0.09183673469387756
native,1,own_scale,F,linear,calibrated,2026-02,280,1.874598984915435,0.1
native,1,own_scale,F,linear,calibrated,2026-03,201,1.8331142465046912,0.1044776119402985
native,1,own_scale,F,ml_selected,calibrated,2025-12,313,1.6331498654465006,0.08945686900958466
native,1,own_scale,F,ml_selected,calibrated,2026-01,294,1.3867417518249678,0.12244897959183673
native,1,own_scale,F,ml_selected,calibrated,2026-02,280,1.8680614654353374,0.1
native,1,own_scale,F,ml_selected,calibrated,2026-03,201,1.8434285429940194,0.0945273631840796
native,1,own_scale,F,qrf,calibrated,2025-12,313,1.6331498654465006,0.08945686900958466
native,1,own_scale,F,qrf,calibrated,2026-01,294,1.3867417518249678,0.12244897959183673
native,1,own_scale,F,qrf,calibrated,2026-02,280,1.8680614654353374,0.1
native,1,own_scale,F,qrf,calibrated,2026-03,201,1.8434285429940194,0.0945273631840796
native,1,own_scale,F,threshold,calibrated,2025-12,313,1.7437230290553258,0.08306709265175719
native,1,own_scale,F,threshold,calibrated,2026-01,294,1.3896363100001903,0.10204081632653061
native,1,own_scale,F,threshold,calibrated,2026-02,280,1.9479258547470213,0.1
native,1,own_scale,F,threshold,calibrated,2026-03,201,1.877449258694738,0.09950248756218906
native,1,own_scale,R,boosting,calibrated,2025-12,313,1.74995065343118,0.10543130990415335
native,1,own_scale,R,boosting,calibrated,2026-01,294,1.4523827618274519,0.12585034013605442
native,1,own_scale,R,boosting,calibrated,2026-02,280,1.839669848860031,0.10714285714285714
native,1,own_scale,R,boosting,calibrated,2026-03,201,1.8529882413686078,0.0845771144278607
native,1,own_scale,R,linear,calibrated,2025-12,313,1.7985954815850158,0.10223642172523961
native,1,own_scale,R,linear,calibrated,2026-01,294,1.3967779107686296,0.09183673469387756
native,1,own_scale,R,linear,calibrated,2026-02,280,1.9117633360984059,0.09642857142857143
native,1,own_scale,R,linear,calibrated,2026-03,201,1.8617962677222684,0.0945273631840796
native,1,own_scale,R,ml_selected,calibrated,2025-12,313,1.6329726078354363,0.0926517571884984
native,1,own_scale,R,ml_selected,calibrated,2026-01,294,1.4425375849052113,0.11564625850340136
native,1,own_scale,R,ml_selected,calibrated,2026-02,280,1.839669848860031,0.10714285714285714
native,1,own_scale,R,ml_selected,calibrated,2026-03,201,1.8529882413686078,0.0845771144278607
native,1,own_scale,R,qrf,calibrated,2025-12,313,1.6329726078354363,0.0926517571884984
native,1,own_scale,R,qrf,calibrated,2026-01,294,1.4425375849052113,0.11564625850340136
native,1,own_scale,R,qrf,calibrated,2026-02,280,1.8863068655387378,0.10357142857142858
native,1,own_scale,R,qrf,calibrated,2026-03,201,1.8716422763870568,0.09950248756218906
native,1,own_scale,R,threshold,calibrated,2025-12,313,1.638817491380748,0.07987220447284345
native,1,own_scale,R,threshold,calibrated,2026-01,294,1.4570697666190102,0.11224489795918367
native,1,own_scale,R,threshold,calibrated,2026-02,280,1.9412007941677425,0.09642857142857143
native,1,own_scale,R,threshold,calibrated,2026-03,201,1.844056920914456,0.09950248756218906
native,6,original,B,boosting,raw,2025-12,200,1.9146417407296332,0.2
native,6,original,B,boosting,raw,2026-01,189,1.526454779361024,0.17989417989417988
native,6,original,B,boosting,raw,2026-02,180,2.3090554846934834,0.23333333333333334
native,6,original,B,boosting,raw,2026-03,134,2.1122268250283036,0.19402985074626866
native,6,original,B,linear,raw,2025-12,200,2.1525200150310906,0.195
native,6,original,B,linear,raw,2026-01,189,1.6332516708178328,0.1111111111111111
native,6,original,B,linear,raw,2026-02,180,2.3280259967607955,0.21666666666666667
native,6,original,B,linear,raw,2026-03,134,1.7948907397428513,0.11940298507462686
native,6,original,B,ml_selected,raw,2025-12,200,1.8808762585037568,0.15
native,6,original,B,ml_selected,raw,2026-01,189,1.526454779361024,0.17989417989417988
native,6,original,B,ml_selected,raw,2026-02,180,2.3090554846934834,0.23333333333333334
native,6,original,B,ml_selected,raw,2026-03,134,2.0864252855961807,0.20149253731343283
native,6,original,B,qrf,raw,2025-12,200,1.8808762585037568,0.15
native,6,original,B,qrf,raw,2026-01,189,1.486235430169396,0.10582010582010581
native,6,original,B,qrf,raw,2026-02,180,2.162248983381339,0.22777777777777777
native,6,original,B,qrf,raw,2026-03,134,2.0864252855961807,0.20149253731343283
native,6,original,B,threshold,raw,2025-12,200,1.9821576471242026,0.185
native,6,original,B,threshold,raw,2026-01,189,1.459473024941104,0.164021164021164
native,6,original,B,threshold,raw,2026-02,180,2.20250392403518,0.21666666666666667
native,6,original,B,threshold,raw,2026-03,134,2.1066350186573004,0.23134328358208955
native,6,original,F,boosting,raw,2025-12,200,1.9113046608839606,0.195
native,6,original,F,boosting,raw,2026-01,189,1.539850836117552,0.13756613756613756
native,6,original,F,boosting,raw,2026-02,180,2.310588790114846,0.23333333333333334
native,6,original,F,boosting,raw,2026-03,134,2.0948149197271904,0.1791044776119403
native,6,original,F,linear,raw,2025-12,200,2.1525200150310906,0.195
native,6,original,F,linear,raw,2026-01,189,1.6332516708178328,0.1111111111111111
native,6,original,F,linear,raw,2026-02,180,2.3280259967607955,0.21666666666666667
native,6,original,F,linear,raw,2026-03,134,1.8265666145234267,0.11194029850746269
native,6,original,F,ml_selected,raw,2025-12,200,1.911960812011381,0.15
native,6,original,F,ml_selected,raw,2026-01,189,1.539850836117552,0.13756613756613756
native,6,original,F,ml_selected,raw,2026-02,180,2.310588790114846,0.23333333333333334
native,6,original,F,ml_selected,raw,2026-03,134,2.065595300942092,0.208955223880597
native,6,original,F,qrf,raw,2025-12,200,1.911960812011381,0.15
native,6,original,F,qrf,raw,2026-01,189,1.4780028896420327,0.13227513227513227
native,6,original,F,qrf,raw,2026-02,180,2.13601625977813,0.2222222222222222
native,6,original,F,qrf,raw,2026-03,134,2.065595300942092,0.208955223880597
native,6,original,F,threshold,raw,2025-12,200,1.9910054094204312,0.17
native,6,original,F,threshold,raw,2026-01,189,1.4529866025721008,0.19576719576719576
native,6,original,F,threshold,raw,2026-02,180,2.2103529641252457,0.2222222222222222
native,6,original,F,threshold,raw,2026-03,134,2.0919247152144567,0.23134328358208955
native,6,original,R,boosting,raw,2025-12,200,1.8354669362513198,0.19
native,6,original,R,boosting,raw,2026-01,189,1.5105449104653061,0.17989417989417988
native,6,original,R,boosting,raw,2026-02,180,2.1965895548088215,0.20555555555555555
native,6,original,R,boosting,raw,2026-03,134,2.218178627210366,0.22388059701492538
native,6,original,R,linear,raw,2025-12,200,2.1525200150310906,0.195
native,6,original,R,linear,raw,2026-01,189,1.6332516708178328,0.1111111111111111
native,6,original,R,linear,raw,2026-02,180,2.3280259967607955,0.21666666666666667
native,6,original,R,linear,raw,2026-03,134,1.8013270907653296,0.1417910447761194
native,6,original,R,ml_selected,raw,2025-12,200,1.8637421701315622,0.13
native,6,original,R,ml_selected,raw,2026-01,189,1.5105449104653061,0.17989417989417988
native,6,original,R,ml_selected,raw,2026-02,180,2.1965895548088215,0.20555555555555555
native,6,original,R,ml_selected,raw,2026-03,134,2.218178627210366,0.22388059701492538
native,6,original,R,qrf,raw,2025-12,200,1.8637421701315622,0.13
native,6,original,R,qrf,raw,2026-01,189,1.481327545538771,0.13756613756613756
native,6,original,R,qrf,raw,2026-02,180,2.062122650093845,0.20555555555555555
native,6,original,R,qrf,raw,2026-03,134,2.057977184489649,0.19402985074626866
native,6,original,R,threshold,raw,2025-12,200,1.9325654165316763,0.16
native,6,original,R,threshold,raw,2026-01,189,1.4120511741096244,0.14285714285714285
native,6,original,R,threshold,raw,2026-02,180,2.1899363285387543,0.2111111111111111
native,6,original,R,threshold,raw,2026-03,134,2.0771124492779003,0.2462686567164179
native,6,own_scale,B,boosting,raw,2025-12,200,1.8624614871343703,0.17
native,6,own_scale,B,boosting,raw,2026-01,189,1.5121532740791455,0.1746031746031746
native,6,own_scale,B,boosting,raw,2026-02,180,2.195579852687355,0.2111111111111111
native,6,own_scale,B,boosting,raw,2026-03,134,1.9861740592836623,0.17164179104477612
native,6,own_scale,B,linear,raw,2025-12,200,2.1525200150310906,0.195
native,6,own_scale,B,linear,raw,2026-01,189,1.6332516708178328,0.1111111111111111
native,6,own_scale,B,linear,raw,2026-02,180,2.3280259967607955,0.21666666666666667
native,6,own_scale,B,linear,raw,2026-03,134,1.8067971788930506,0.11940298507462686
native,6,own_scale,B,ml_selected,raw,2025-12,200,1.8736408967344103,0.155
native,6,own_scale,B,ml_selected,raw,2026-01,189,1.5121532740791455,0.1746031746031746
native,6,own_scale,B,ml_selected,raw,2026-02,180,2.064622613278176,0.2111111111111111
native,6,own_scale,B,ml_selected,raw,2026-03,134,2.0227226796472255,0.1791044776119403
native,6,own_scale,B,qrf,raw,2025-12,200,1.8736408967344103,0.155
native,6,own_scale,B,qrf,raw,2026-01,189,1.3960600558330094,0.15873015873015872
native,6,own_scale,B,qrf,raw,2026-02,180,2.064622613278176,0.2111111111111111
native,6,own_scale,B,qrf,raw,2026-03,134,2.0227226796472255,0.1791044776119403
native,6,own_scale,B,threshold,raw,2025-12,200,1.8656034610705325,0.145
native,6,own_scale,B,threshold,raw,2026-01,189,1.4670650099954394,0.164021164021164
native,6,own_scale,B,threshold,raw,2026-02,180,2.225652458484374,0.2111111111111111
native,6,own_scale,B,threshold,raw,2026-03,134,2.0492997022021426,0.19402985074626866
native,6,own_scale,F,boosting,raw,2025-12,200,1.8924356992600377,0.175
native,6,own_scale,F,boosting,raw,2026-01,189,1.5075104829976393,0.19576719576719576
native,6,own_scale,F,boosting,raw,2026-02,180,2.2325231825964735,0.2111111111111111
native,6,own_scale,F,boosting,raw,2026-03,134,1.9809831486688538,0.17164179104477612
native,6,own_scale,F,linear,raw,2025-12,200,2.1525200150310906,0.195
native,6,own_scale,F,linear,raw,2026-01,189,1.6332516708178328,0.1111111111111111
native,6,own_scale,F,linear,raw,2026-02,180,2.3280259967607955,0.21666666666666667
native,6,own_scale,F,linear,raw,2026-03,134,1.8765438769349485,0.12686567164179105
native,6,own_scale,F,ml_selected,raw,2025-12,200,1.8780077376755713,0.14
native,6,own_scale,F,ml_selected,raw,2026-01,189,1.4759611244656854,0.13756613756613756
native,6,own_scale,F,ml_selected,raw,2026-02,180,2.086798960691934,0.21666666666666667
native,6,own_scale,F,ml_selected,raw,2026-03,134,2.032419861004414,0.19402985074626866
native,6,own_scale,F,qrf,raw,2025-12,200,1.8780077376755713,0.14
native,6,own_scale,F,qrf,raw,2026-01,189,1.4759611244656854,0.13756613756613756
native,6,own_scale,F,qrf,raw,2026-02,180,2.086798960691934,0.21666666666666667
native,6,own_scale,F,qrf,raw,2026-03,134,2.032419861004414,0.19402985074626866
