scope,sample,h,method,n,days
full_macro,matched,6,conditional_neural,440,127
full_macro,matched,6,pca_selected,440,127
full_macro,matched,6,ae_selected,440,127
full_macro,matched,6,ae_reconstruction_selected,440,127
full_macro,all,12,sequential_ols,457,127
full_macro,all,12,pca_1,457,127
full_macro,all,12,pca_2,457,127
full_macro,all,12,conditional_linear,457,127
full_macro,all,12,ae_relu_1,457,127
full_macro,all,12,ae_relu_2,457,127
full_macro,all,12,ae_tanh_1,457,127
full_macro,all,12,ae_tanh_2,457,127
full_macro,all,12,conditional_neural,457,127
full_macro,all,12,pca_selected,457,127
full_macro,all,12,ae_selected,457,127
full_macro,all,12,ae_reconstruction_selected,457,127
full_macro,matched,12,sequential_ols,440,127
full_macro,matched,12,pca_1,440,127
full_macro,matched,12,pca_2,440,127
full_macro,matched,12,conditional_linear,440,127
full_macro,matched,12,ae_relu_1,440,127
full_macro,matched,12,ae_relu_2,440,127
full_macro,matched,12,ae_tanh_1,440,127
full_macro,matched,12,ae_tanh_2,440,127
full_macro,matched,12,conditional_neural,440,127
full_macro,matched,12,pca_selected,440,127
full_macro,matched,12,ae_selected,440,127
full_macro,matched,12,ae_reconstruction_selected,440,127
