month,method,candidate_id,member_prediction_sd_bp,member_rmses_bp,scenario
2025-12,ae_relu_1,f05,0.0014927309606937,"[12.584580310863416, 12.581254464149815, 12.582973514535553]",clock_NY_quote
2025-12,ae_relu_2,f06,3.2577100847600917,"[8.709944925947417, 13.982291212609455, 12.50209515013732]",clock_NY_quote
2025-12,ae_tanh_1,f08,0.4932820628804735,"[11.204294027986263, 12.070307836552317, 12.006397339679852]",clock_NY_quote
2025-12,ae_tanh_2,f10,0.4032748029034917,"[11.5988356719738, 12.017840455787645, 11.961219283647015]",clock_NY_quote
2025-12,ae_selected,f05,0.0014927309606937,"[12.584580310863416, 12.581254464149815, 12.582973514535553]",clock_NY_quote
2025-12,ae_reconstruction_selected,f05,0.0014927309606937,"[12.584580310863416, 12.581254464149815, 12.582973514535553]",clock_NY_quote
2026-01,ae_relu_1,f05,0.0029971565499038,"[8.410948507239222, 8.410866273538112, 8.408635368852387]",clock_NY_quote
2026-01,ae_relu_2,f06,4.834690219079069,"[7.09459976803429, 10.229404283555425, 8.233556217767598]",clock_NY_quote
2026-01,ae_tanh_1,f08,0.41822235940726,"[9.623460678422504, 9.729123713093793, 9.97743240423611]",clock_NY_quote
2026-01,ae_tanh_2,f10,0.4343944628756377,"[10.544948261369647, 10.681904720737348, 10.599478693580078]",clock_NY_quote
2026-01,ae_selected,f05,0.0029971565499038,"[8.410948507239222, 8.410866273538112, 8.408635368852387]",clock_NY_quote
2026-01,ae_reconstruction_selected,f05,0.0029971565499038,"[8.410948507239222, 8.410866273538112, 8.408635368852387]",clock_NY_quote
2026-02,ae_relu_1,f05,0.0216988996869566,"[10.357848253287843, 10.393072371619986, 10.360463009029719]",clock_NY_quote
2026-02,ae_relu_2,f06,10.056028454273724,"[6.828242826773515, 18.148592466509253, 10.68373338046314]",clock_NY_quote
2026-02,ae_tanh_1,f08,0.8253320886113498,"[11.057631839336805, 10.548627710128162, 10.369666406705006]",clock_NY_quote
2026-02,ae_tanh_2,f11,0.0466050485506396,"[11.940847754135254, 11.951253266121302, 11.921869221159781]",clock_NY_quote
2026-02,ae_selected,f06,10.056028454273724,"[6.828242826773515, 18.148592466509253, 10.68373338046314]",clock_NY_quote
2026-02,ae_reconstruction_selected,f06,10.056028454273724,"[6.828242826773515, 18.148592466509253, 10.68373338046314]",clock_NY_quote
2026-03,ae_relu_1,f05,0.0610425250978375,"[11.40637295492168, 11.380315955279594, 11.407601501817696]",clock_NY_quote
2026-03,ae_relu_2,f06,8.455016748916517,"[9.866188927387181, 16.800741574129752, 11.452785939182062]",clock_NY_quote
2026-03,ae_tanh_1,f08,0.8994505026634796,"[14.411119186904711, 14.481632606783068, 14.256748029240418]",clock_NY_quote
2026-03,ae_tanh_2,f10,0.7697028318080711,"[16.473103209349663, 15.699344322642444, 14.84216538509814]",clock_NY_quote
2026-03,ae_selected,f06,8.455016748916517,"[9.866188927387181, 16.800741574129752, 11.452785939182062]",clock_NY_quote
2026-03,ae_reconstruction_selected,f06,8.455016748916517,"[9.866188927387181, 16.800741574129752, 11.452785939182062]",clock_NY_quote
2025-08,ae_relu_1,f05,0.0006252045269063,"[7.970308209325053, 7.97092340584352, 7.970964175530389]",clock_FXUTC_USNY_quote
2025-08,ae_relu_2,f07,0.0001384107382116,"[7.963786371466079, 7.963872745028292, 7.963792420553116]",clock_FXUTC_USNY_quote
2025-08,ae_tanh_1,f08,0.2700866413442622,"[9.204050455073794, 8.895702530680088, 8.950329846653762]",clock_FXUTC_USNY_quote
2025-08,ae_tanh_2,f10,0.1042636097726121,"[8.980757253152424, 8.9430116250522, 9.032420669384484]",clock_FXUTC_USNY_quote
2025-08,ae_selected,f05,0.0006252045269063,"[7.970308209325053, 7.97092340584352, 7.970964175530389]",clock_FXUTC_USNY_quote
2025-08,ae_reconstruction_selected,f05,0.0006252045269063,"[7.970308209325053, 7.97092340584352, 7.970964175530389]",clock_FXUTC_USNY_quote
2025-09,ae_relu_1,f05,0.0003702240633466,"[6.045896242049901, 6.0457646545278365, 6.045924295989791]",clock_FXUTC_USNY_quote
2025-09,ae_relu_2,f07,0.0003216756026574,"[6.0390575719606705, 6.038907123463841, 6.038955258310771]",clock_FXUTC_USNY_quote
2025-09,ae_tanh_1,f08,0.2529897261397836,"[9.793234465382316, 9.550315888178435, 9.792382896043724]",clock_FXUTC_USNY_quote
2025-09,ae_tanh_2,f10,0.1091026546498367,"[8.588653214686708, 8.684938422774284, 8.861909327211492]",clock_FXUTC_USNY_quote
2025-09,ae_selected,f05,0.0003702240633466,"[6.045896242049901, 6.0457646545278365, 6.045924295989791]",clock_FXUTC_USNY_quote
2025-09,ae_reconstruction_selected,f05,0.0003702240633466,"[6.045896242049901, 6.0457646545278365, 6.045924295989791]",clock_FXUTC_USNY_quote
2025-10,ae_relu_1,f05,62.72680551791837,"[18.862019988293365, 178.45577807655218, 179.45897359872492]",clock_FXUTC_USNY_quote
2025-10,ae_relu_2,f07,13.002322992726198,"[153.7670510409304, 171.11308426239663, 135.22692267525295]",clock_FXUTC_USNY_quote
2025-10,ae_tanh_1,f08,2.0467842592218264,"[151.1100017356706, 153.0874564853288, 153.82878363787015]",clock_FXUTC_USNY_quote
2025-10,ae_tanh_2,f10,1.388328550208234,"[149.44560656810987, 147.2342940369973, 148.6604057595684]",clock_FXUTC_USNY_quote
