method,sample,h,q,term,n,effect,coefficient,ci_low,ci_high,successful,scenario,block_days,refit_first_stage
pca_2,matched,1,0.1,downside,229,-1.3427155982928256,-62908.07329941268,-9.959416653976312,2.2907035466769416,199,clock_UTC_quote,3,False
pca_2,matched,1,0.1,btc_vol,229,-0.06657980233349,-30.7619960233724,-3.096349418403804,5.834062060420437,199,clock_UTC_quote,3,False
pca_2,matched,1,0.1,btc_ret,229,0.2392679846122013,44.92231196177534,-1.6891382190392228,2.908854641485596,199,clock_UTC_quote,3,False
pca_2,matched,1,0.1,account_ls,229,1.2008328783488431,1.9766998282953847,-1.0704275668173717,3.62389844866886,199,clock_UTC_quote,3,False
pca_2,matched,6,0.1,e_origin,229,-0.0765102927633832,-0.0110260155484381,-1.513667754218004,2.202481712390598,199,clock_UTC_quote,3,False
pca_2,matched,6,0.1,downside,229,-0.4963058194413146,-23252.610536464723,-4.432777669799514,2.3496201552103453,199,clock_UTC_quote,3,False
pca_2,matched,6,0.1,btc_vol,229,1.3096098369350415,605.0815890707584,-2.5246227194941873,3.8443710630677796,199,clock_UTC_quote,3,False
pca_2,matched,6,0.1,btc_ret,229,-0.0787892517985781,-14.792598994249682,-1.148790291493993,1.5495920435446193,199,clock_UTC_quote,3,False
pca_2,matched,6,0.1,account_ls,229,0.5274090860028051,0.8681719734195312,-0.8999909290420217,2.4818781256468605,199,clock_UTC_quote,3,False
pca_2,matched,12,0.1,e_origin,229,0.8442033533885998,0.1216594390677998,-0.7335367045195088,2.0037370178843266,199,clock_UTC_quote,3,False
pca_2,matched,12,0.1,downside,229,1.405362649151526,65843.17383181275,-4.5129921592389595,3.476808756350403,199,clock_UTC_quote,3,False
pca_2,matched,12,0.1,btc_vol,229,-1.018990770100909,-470.80629438772064,-3.0828994989687932,2.757849385889189,199,clock_UTC_quote,3,False
pca_2,matched,12,0.1,btc_ret,229,-0.239293512540428,-44.92710480339767,-2.333502140452793,1.622686578275682,199,clock_UTC_quote,3,False
pca_2,matched,12,0.1,account_ls,229,-0.5650132472514144,-0.9300724596766408,-1.3658480691077057,3.16911715868255,199,clock_UTC_quote,3,False
ae_selected,all,6,0.1,e_origin,577,0.5924895448989476,0.0701036650762357,-0.6511621056237327,1.9943663058459187,199,clock_UTC_quote,3,False
ae_selected,all,6,0.1,downside,577,-1.8794513941207345,-85104.53075286739,-4.255589771516473,0.07739967392598493,199,clock_UTC_quote,3,False
ae_selected,all,6,0.1,btc_vol,577,1.951277001705006,898.6393065686552,-0.6803661114665072,3.7149676377747816,199,clock_UTC_quote,3,False
ae_selected,all,6,0.1,btc_ret,577,0.2518876097494841,44.06241364385272,-0.5669543581739404,1.4314566344003978,199,clock_UTC_quote,3,False
ae_selected,all,6,0.1,account_ls,577,-0.7294759441788059,-1.211714733829747,-1.829966017615411,0.7130603277070399,199,clock_UTC_quote,3,False
ae_selected,all,6,0.5,e_origin,577,0.9325999641718262,0.1103457033145822,-0.37714212014026843,1.9206647360433546,199,clock_UTC_quote,3,False
ae_selected,all,6,0.5,downside,577,-1.9440714608149945,-88030.62954448142,-4.196291197151993,-0.751062593480182,199,clock_UTC_quote,3,False
ae_selected,all,6,0.5,btc_vol,577,0.7783150063703773,358.44447354501915,-0.5278172629022475,2.247982899785406,199,clock_UTC_quote,3,False
ae_selected,all,6,0.5,btc_ret,577,0.4078758062059349,71.34925178034734,-0.6177412954740027,0.8673189829177687,199,clock_UTC_quote,3,False
ae_selected,all,6,0.5,account_ls,577,0.5331348335065267,0.8855772942656228,-0.588677022792622,1.3549214003244812,199,clock_UTC_quote,3,False
ae_selected,matched,1,0.1,e_origin,229,2.8047079942865505,0.3214062518847031,1.0865756819215464,4.249458655952978,199,clock_UTC_quote,3,False
ae_selected,matched,1,0.1,downside,229,0.8255345178184187,38677.42806007877,-7.1070121873334,2.353706544149491,199,clock_UTC_quote,3,False
ae_selected,matched,1,0.1,btc_vol,229,-1.3457868487703688,-621.7965244597457,-2.7936493629869954,2.7974076213893766,199,clock_UTC_quote,3,False
ae_selected,matched,1,0.1,btc_ret,229,2.27716598279634,427.5355135110017,0.7495683028938538,3.2586398005174697,199,clock_UTC_quote,3,False
ae_selected,matched,1,0.1,account_ls,229,-0.6319089706625716,-1.0401900017299124,-2.1606041699235203,2.1035846217367697,199,clock_UTC_quote,3,False
ae_selected,matched,6,0.1,e_origin,229,1.2324123564910088,0.1412286188377087,-1.0470403363022192,2.794102044945733,199,clock_UTC_quote,3,False
ae_selected,matched,6,0.1,downside,229,-0.8947206780353072,-41918.89486344553,-5.172749396795365,2.6594469903501308,199,clock_UTC_quote,3,False
ae_selected,matched,6,0.1,btc_vol,229,0.7070544478534683,326.68174657880564,-2.547187677255213,4.771195433207929,199,clock_UTC_quote,3,False
ae_selected,matched,6,0.1,btc_ret,229,0.4950758475138789,92.94996864208416,-1.026276033056638,2.2956731402356834,199,clock_UTC_quote,3,False
ae_selected,matched,6,0.1,account_ls,229,-0.9308846605454516,-1.5323360825972134,-2.748907888395941,1.0907488299323582,199,clock_UTC_quote,3,False
ae_selected,matched,12,0.1,e_origin,229,0.3549561449525343,0.0406762929920117,-1.006384464973141,2.5708639092291654,199,clock_UTC_quote,3,False
ae_selected,matched,12,0.1,downside,229,-0.728087869390856,-34111.91849881551,-2.841641578698018,4.542411995890306,199,clock_UTC_quote,3,False
ae_selected,matched,12,0.1,btc_vol,229,1.1092643537451512,512.5155744358967,-3.4659621162772414,2.703693267974815,199,clock_UTC_quote,3,False
ae_selected,matched,12,0.1,btc_ret,229,-0.9408090028011948,-176.63589881772614,-3.253025067146368,1.6219654250900817,199,clock_UTC_quote,3,False
ae_selected,matched,12,0.1,account_ls,229,-1.0931496381894863,-1.7994416550964865,-3.2632061614888923,1.0677467353451775,199,clock_UTC_quote,3,False
joint_ols,all,6,0.1,e_origin,577,0.7533890032445647,0.0789865191816753,-0.5202545421968715,2.2630908949799644,199,clock_UTC_quote,3,False
joint_ols,all,6,0.1,downside,577,-1.3782188473841348,-62407.9285307922,-5.157300285779301,2.120842244662556,199,clock_UTC_quote,3,False
joint_ols,all,6,0.1,btc_vol,577,-0.3817047264243041,-175.78994185253657,-2.4468128445932544,3.240287389566191,199,clock_UTC_quote,3,False
joint_ols,all,6,0.1,btc_ret,577,-0.2787740714865285,-48.76563187541044,-1.1291167797577744,1.3982713063156476,199,clock_UTC_quote,3,False
joint_ols,all,6,0.1,account_ls,577,1.292443487029575,2.1468464153934628,-0.356233125539641,3.3045492692438003,199,clock_UTC_quote,3,False
joint_ols,all,6,0.5,e_origin,577,0.7446157390448357,0.0780667160016269,-0.33297094825335766,1.8950669032737433,199,clock_UTC_quote,3,False
joint_ols,all,6,0.5,downside,577,-2.8776216070618013,-130303.25621582672,-6.672630464481446,-0.26968083789407105,199,clock_UTC_quote,3,False
joint_ols,all,6,0.5,btc_vol,577,1.51631389095017,698.3217976295714,-0.10937426798804141,3.903317978781989,199,clock_UTC_quote,3,False
joint_ols,all,6,0.5,btc_ret,577,-0.0453595765269831,-7.934699232049137,-1.0471553055198466,0.5867605328555092,199,clock_UTC_quote,3,False
joint_ols,all,6,0.5,account_ls,577,1.9972336457561968,3.3175561919147896,0.38841501153961894,3.3471074094428843,199,clock_UTC_quote,3,False
joint_ols,matched,1,0.1,e_origin,229,3.7087899505757846,0.3836400969480071,-1.5137721807183009,4.591995184071978,199,clock_UTC_quote,3,False
joint_ols,matched,1,0.1,downside,229,-1.0411029982004232,-48777.10797901027,-9.60174571288186,1.647946541323719,199,clock_UTC_quote,3,False
joint_ols,matched,1,0.1,btc_vol,229,-0.7585184911369113,-350.4597789451711,-3.1026750271201498,7.368800335739154,199,clock_UTC_quote,3,False
joint_ols,matched,1,0.1,btc_ret,229,1.1747360451808595,220.55545450381885,-0.7275757142177376,3.8015960703778293,199,clock_UTC_quote,3,False
joint_ols,matched,1,0.1,account_ls,229,2.835792681429714,4.668019178631299,-0.0039812852818625335,4.367290350936475,199,clock_UTC_quote,3,False
joint_ols,matched,6,0.1,e_origin,229,1.7621123731197288,0.1822742648318449,-1.131093018263039,3.44412082511134,199,clock_UTC_quote,3,False
joint_ols,matched,6,0.1,downside,229,-1.1478249598195749,-53777.17872573481,-8.907962637960008,3.6067768612692244,199,clock_UTC_quote,3,False
joint_ols,matched,6,0.1,btc_vol,229,-0.2379703674487834,-109.9499133456832,-2.404089021308476,5.278542999337439,199,clock_UTC_quote,3,False
joint_ols,matched,6,0.1,btc_ret,229,-0.2313459844544997,-43.43496478065416,-2.0893223271278054,2.5300368001720877,199,clock_UTC_quote,3,False
joint_ols,matched,6,0.1,account_ls,229,1.1560785207552384,1.9030293512741447,-0.9387563593045914,5.077966325282973,199,clock_UTC_quote,3,False
joint_ols,matched,12,0.1,e_origin,229,2.0713999612831864,0.2142672118277844,-1.0830152712175152,3.3903581109232714,199,clock_UTC_quote,3,False
joint_ols,matched,12,0.1,downside,229,-0.4186347532933549,-19613.61421535862,-1.7541284836366424,5.608966650971027,199,clock_UTC_quote,3,False
joint_ols,matched,12,0.1,btc_vol,229,-0.2756323938985158,-127.35097293543286,-4.941162628932807,1.4043847329291061,199,clock_UTC_quote,3,False
joint_ols,matched,12,0.1,btc_ret,229,-2.092271415638673,-392.8217533756618,-4.44241992644289,0.5520752585032914,199,clock_UTC_quote,3,False
joint_ols,matched,12,0.1,account_ls,229,0.6756202064599223,1.112143388294418,-1.5570784154551358,2.597181140904606,199,clock_UTC_quote,3,False
sequential_ols,all,6,0.1,e_origin,577,0.6239614989351638,0.0641498095418128,-0.6217430672455272,1.7507716581469441,199,clock_NY_quote,7,True
sequential_ols,all,6,0.1,downside,577,1.169664382142399,50107.35390330265,-2.510125889712755,4.2860012157594705,199,clock_NY_quote,7,True
sequential_ols,all,6,0.1,btc_vol,577,-1.9264015844376556,-860.3994717828884,-4.338668788990632,2.2894715540129855,199,clock_NY_quote,7,True
sequential_ols,all,6,0.1,btc_ret,577,-0.156994735378823,-28.57598734464717,-1.0265674847344481,1.0482663104070133,199,clock_NY_quote,7,True
sequential_ols,all,6,0.1,account_ls,577,1.616985933728159,2.7872830989840747,-0.028651876032088026,3.251170755415056,199,clock_NY_quote,7,True
sequential_ols,all,6,0.5,e_origin,577,1.1999307110288786,0.1233655068577767,0.264043332212496,2.242269035276918,199,clock_NY_quote,7,True
sequential_ols,all,6,0.5,downside,577,-1.6749072366181526,-71751.49636232242,-4.5792449795282995,1.0828196609833756,199,clock_NY_quote,7,True
sequential_ols,all,6,0.5,btc_vol,577,1.2711709757044574,567.7501746662679,-0.40954897233278875,3.6373126133722353,199,clock_NY_quote,7,True
sequential_ols,all,6,0.5,btc_ret,577,-0.1034595901578108,-18.83158649809592,-0.6741528719879459,0.8160686194761224,199,clock_NY_quote,7,True
sequential_ols,all,6,0.5,account_ls,577,0.8123566560359952,1.4003015922938808,-0.04983415916943646,2.092267653889592,199,clock_NY_quote,7,True
sequential_ols,matched,1,0.1,e_origin,229,1.5136359162167676,0.1577370537385481,0.48007374870911906,3.088969023219007,199,clock_NY_quote,7,True
sequential_ols,matched,1,0.1,downside,229,-3.9824334473213554,-177340.47474206975,-9.00298207917592,0.05187840266984854,199,clock_NY_quote,7,True
sequential_ols,matched,1,0.1,btc_vol,229,0.3616209167100827,165.94193228854792,-2.002893880241343,4.844799977722,199,clock_NY_quote,7,True
sequential_ols,matched,1,0.1,btc_ret,229,-0.0664886384292181,-10.334187078545826,-1.192360149777213,2.0919876309847014,199,clock_NY_quote,7,True
sequential_ols,matched,1,0.1,account_ls,229,2.476291814983966,4.124714033993118,0.46087180239103237,5.771407953871314,199,clock_NY_quote,7,True
sequential_ols,matched,6,0.1,e_origin,229,-0.4236133897302607,-0.0441450465758381,-0.6229288525586972,2.4941989601460284,199,clock_NY_quote,7,True
sequential_ols,matched,6,0.1,downside,229,-0.8688339557242085,-38689.76800699524,-4.6198278547370535,7.87921998504606,199,clock_NY_quote,7,True
sequential_ols,matched,6,0.1,btc_vol,229,0.2574846237316961,118.15548830899812,-4.497638926810986,2.700356663712592,199,clock_NY_quote,7,True
sequential_ols,matched,6,0.1,btc_ret,229,-2.2057410460030686,-342.8336202205353,-4.230060243594892,0.4961682752804211,199,clock_NY_quote,7,True
sequential_ols,matched,6,0.1,account_ls,229,0.1974898762515281,0.3289552787022868,-1.2705262788253324,2.9803393363016366,199,clock_NY_quote,7,True
sequential_ols,matched,12,0.1,e_origin,229,-0.636829324124811,-0.0663644276972699,-1.2941077842430764,3.1016229851843646,199,clock_NY_quote,7,True
sequential_ols,matched,12,0.1,downside,229,0.8680005952847849,38652.65789883812,-1.1080358939164898,7.49803550571322,199,clock_NY_quote,7,True
sequential_ols,matched,12,0.1,btc_vol,229,-1.4304213487706274,-656.3969937394127,-6.414861325766852,0.3692548467756069,199,clock_NY_quote,7,True
sequential_ols,matched,12,0.1,btc_ret,229,1.759265568135662,273.4388901844132,-1.5468349936896768,2.647210670632741,199,clock_NY_quote,7,True
sequential_ols,matched,12,0.1,account_ls,229,3.117346465542424,5.192507053263,0.4309063278598362,4.682178193320479,199,clock_NY_quote,7,True
pca_1,all,6,0.1,e_origin,577,0.6102852868564272,0.0633032195222256,-0.4991829073575484,1.7099490898709644,199,clock_NY_quote,7,True
pca_1,all,6,0.1,downside,577,1.191403355286669,51038.63165909715,-2.254739380126123,4.224075513389806,199,clock_NY_quote,7,True
pca_1,all,6,0.1,btc_vol,577,-1.8884228981542448,-843.4368395460626,-4.3675551322257755,2.398176760348229,199,clock_NY_quote,7,True
pca_1,all,6,0.1,btc_ret,577,-0.199112821316302,-36.24226919687614,-1.0343666390506705,0.995916345040149,199,clock_NY_quote,7,True
pca_1,all,6,0.1,account_ls,577,1.5775726608664635,2.7193443822447367,-0.022088895750440707,3.2279953821475034,199,clock_NY_quote,7,True
pca_1,all,6,0.5,e_origin,577,1.1792832967224414,0.1223238230039077,0.3036376403957805,2.2637054546816353,199,clock_NY_quote,7,True
pca_1,all,6,0.5,downside,577,-1.6542481129659206,-70866.47837256503,-4.5477184036306095,1.1580710676752084,199,clock_NY_quote,7,True
pca_1,all,6,0.5,btc_vol,577,1.2312808306780194,549.9338169621659,-0.4944046789984882,3.6358430784144438,199,clock_NY_quote,7,True
pca_1,all,6,0.5,btc_ret,577,-0.0938954921993532,-17.09074122984932,-0.6937683889404527,0.8202526202189034,199,clock_NY_quote,7,True
pca_1,all,6,0.5,account_ls,577,0.8251165418617263,1.4222964738603685,-0.02631857600301268,2.1130279893926245,199,clock_NY_quote,7,True
pca_1,matched,1,0.1,e_origin,229,1.5275203730481357,0.160687145713742,0.42170580079458997,3.098748195172619,199,clock_NY_quote,7,True
pca_1,matched,1,0.1,downside,229,-3.5588870689734904,-158479.6659413562,-8.908930085035998,0.10847782172079246,199,clock_NY_quote,7,True
pca_1,matched,1,0.1,btc_vol,229,-0.004566374782172,-2.0954348044939737,-1.944337781934217,4.727346664800514,199,clock_NY_quote,7,True
pca_1,matched,1,0.1,btc_ret,229,-0.0226014641612904,-3.512897307116216,-1.1025806408099181,2.0080350324819216,199,clock_NY_quote,7,True
pca_1,matched,1,0.1,account_ls,229,2.1193318138541617,3.5301322818243666,0.4371322088735103,5.701719172161371,199,clock_NY_quote,7,True
pca_1,matched,6,0.1,e_origin,229,-0.4238131249818687,-0.0445829218195388,-0.644776515313592,2.510150138196829,199,clock_NY_quote,7,True
pca_1,matched,6,0.1,downside,229,-0.9333819342370776,-41564.13346834715,-4.648994571493961,7.7948636120231685,199,clock_NY_quote,7,True
pca_1,matched,6,0.1,btc_vol,229,0.3193505290951629,146.54474181842565,-4.336478744946077,2.6753310662941185,199,clock_NY_quote,7,True
pca_1,matched,6,0.1,btc_ret,229,-2.2982305445713656,-357.209065463307,-4.257614137852113,0.5443627488804078,199,clock_NY_quote,7,True
pca_1,matched,6,0.1,account_ls,229,0.1781092811334363,0.2966733755004829,-1.2229516956965412,3.0522996710835653,199,clock_NY_quote,7,True
pca_1,matched,12,0.1,e_origin,229,-0.5635127254396979,-0.0592785883723354,-1.2445682450419011,3.082167509206288,199,clock_NY_quote,7,True
pca_1,matched,12,0.1,downside,229,1.0169223673275989,45284.24587208262,-1.0324506781449594,7.377226259448319,199,clock_NY_quote,7,True
pca_1,matched,12,0.1,btc_vol,229,-1.5544277663783288,-713.3015133706712,-6.300265649518447,0.25869220846299557,199,clock_NY_quote,7,True
pca_1,matched,12,0.1,btc_ret,229,1.7883602516495178,277.9610147086408,-1.501196436607081,2.624219009993692,199,clock_NY_quote,7,True
pca_1,matched,12,0.1,account_ls,229,3.175357924029424,5.289135679786682,0.3535035266576628,4.7226446381480915,199,clock_NY_quote,7,True
pca_2,all,6,0.1,e_origin,577,0.6697979314152642,0.0972683626445308,-0.24744129961264322,1.3550190816477299,199,clock_NY_quote,7,True
pca_2,all,6,0.1,downside,577,0.5940309622898348,25447.74390963069,-2.6808081447593435,2.7275937854916177,199,clock_NY_quote,7,True
pca_2,all,6,0.1,btc_vol,577,-0.8574502229064226,-382.96776997521306,-3.1631279668761456,1.4963218892045487,199,clock_NY_quote,7,True
pca_2,all,6,0.1,btc_ret,577,-0.1181933567017917,-21.513408441257557,-1.0921527187767963,0.8094838719550338,199,clock_NY_quote,7,True
pca_2,all,6,0.1,account_ls,577,1.0142982954941646,1.7483989423710884,0.09712694079202086,2.4524560103550224,199,clock_NY_quote,7,True
pca_2,all,6,0.5,e_origin,577,0.9255301323248176,0.1344059100917064,0.1577820888862896,1.8610338228685637,199,clock_NY_quote,7,True
pca_2,all,6,0.5,downside,577,-1.5738436194181211,-67422.02330055882,-3.272288983086222,-0.11046161135390747,199,clock_NY_quote,7,True
pca_2,all,6,0.5,btc_vol,577,1.6457939566043085,735.0701236778622,0.30787969846285074,2.560643585066321,199,clock_NY_quote,7,True
pca_2,all,6,0.5,btc_ret,577,-0.2394066370734111,-43.57649964966374,-0.5767224896617607,1.1287487100936549,199,clock_NY_quote,7,True
pca_2,all,6,0.5,account_ls,577,1.2317176711613096,2.123176074656633,0.6411798846890367,2.3489476175975383,199,clock_NY_quote,7,True
pca_2,matched,1,0.1,e_origin,229,2.960683019315338,0.4373215273189726,0.6503368685950333,3.5866133723729927,199,clock_NY_quote,7,True
pca_2,matched,1,0.1,downside,229,-2.260261851085417,-100651.00020252328,-6.267007363051423,0.6429991164122145,199,clock_NY_quote,7,True
pca_2,matched,1,0.1,btc_vol,229,1.5908738113804306,730.0260081453273,-1.090699337026853,4.539927209004084,199,clock_NY_quote,7,True
pca_2,matched,1,0.1,btc_ret,229,0.9770254973304738,151.85698652366162,-1.0316783166338952,2.170676240935452,199,clock_NY_quote,7,True
pca_2,matched,1,0.1,account_ls,229,1.2807706461946864,2.133356265493234,0.09983581770303449,2.9196896948311584,199,clock_NY_quote,7,True
pca_2,matched,6,0.1,e_origin,229,0.8486387570999481,0.1253521552208746,-0.1641754935117612,1.9131993185814224,199,clock_NY_quote,7,True
pca_2,matched,6,0.1,downside,229,-1.033151872889813,-46006.95681234152,-3.865848795513142,1.8017896182012973,199,clock_NY_quote,7,True
pca_2,matched,6,0.1,btc_vol,229,1.6661778477255735,764.5818004759418,-1.2369988089396018,3.8001016871456694,199,clock_NY_quote,7,True
pca_2,matched,6,0.1,btc_ret,229,0.509549110042554,79.19812998565274,-0.6596536641441043,1.0402836496664079,199,clock_NY_quote,7,True
pca_2,matched,6,0.1,account_ls,229,2.2119824764321705,3.684458797738949,0.20680834910715543,3.7554496529134864,199,clock_NY_quote,7,True
pca_2,matched,12,0.1,e_origin,229,0.7890453305043666,0.1165496295310499,-0.7394432972798286,1.7375256429463177,199,clock_NY_quote,7,True
pca_2,matched,12,0.1,downside,229,3.0583297313792945,136189.506655885,-2.4457469717096414,4.710429669636842,199,clock_NY_quote,7,True
pca_2,matched,12,0.1,btc_vol,229,-2.5360353509992164,-1163.7452012607605,-4.433371999234845,1.353578426620404,199,clock_NY_quote,7,True
pca_2,matched,12,0.1,btc_ret,229,0.258878603219865,40.23694843976639,-1.489589631296622,1.8866705712662533,199,clock_NY_quote,7,True
pca_2,matched,12,0.1,account_ls,229,1.074284767637852,1.7894165101093205,-0.39935614541583375,3.5252454061351655,199,clock_NY_quote,7,True
ae_selected,all,6,0.1,e_origin,577,0.6420576695390302,0.0709084003035333,-0.724536226409825,1.2047620375315837,199,clock_NY_quote,7,True
ae_selected,all,6,0.1,downside,577,0.7535026625477251,32279.365906829116,-2.227678597778686,2.712000611426739,199,clock_NY_quote,7,True
ae_selected,all,6,0.1,btc_vol,577,-0.3853097395168686,-172.09303554943438,-2.8854809329723903,2.1266626735935343,199,clock_NY_quote,7,True
ae_selected,all,6,0.1,btc_ret,577,0.3178620224937131,57.85685176134595,-0.8181771098782119,1.2947228927705206,199,clock_NY_quote,7,True
ae_selected,all,6,0.1,account_ls,577,-0.4588416008689217,-0.7909292298319701,-3.1747577811985104,1.618888085865126,199,clock_NY_quote,7,True
ae_selected,all,6,0.5,e_origin,577,2.030929465855847,0.2242944308360033,0.24169441528502647,2.6021339545568924,199,clock_NY_quote,7,True
ae_selected,all,6,0.5,downside,577,-0.5214390096292078,-22337.970954216376,-3.8257839484965293,0.8967243056551075,199,clock_NY_quote,7,True
ae_selected,all,6,0.5,btc_vol,577,0.5944744995241766,265.5134575838239,-1.0462141010661714,2.4363466831659264,199,clock_NY_quote,7,True
ae_selected,all,6,0.5,btc_ret,577,-0.0228036406365563,-4.150690433470512,-0.6720923035438731,1.0798579467850382,199,clock_NY_quote,7,True
ae_selected,all,6,0.5,account_ls,577,-1.1158182285411948,-1.9233941527125735,-1.849744401022835,1.2787924906571428,199,clock_NY_quote,7,True
ae_selected,matched,1,0.1,e_origin,229,2.679013061922592,0.2927340232804628,0.2073605495228566,4.7166752732572235,199,clock_NY_quote,7,True
ae_selected,matched,1,0.1,downside,229,-2.0433815590265567,-90993.17303110202,-7.0999700783850574,1.4949894680688292,199,clock_NY_quote,7,True
ae_selected,matched,1,0.1,btc_vol,229,1.2509095904295668,574.0219798197605,-2.395402147743353,4.297705033887874,199,clock_NY_quote,7,True
ae_selected,matched,1,0.1,btc_ret,229,0.1292227920665755,20.084822603934956,-1.449616386327742,2.6328500102085544,199,clock_NY_quote,7,True
ae_selected,matched,1,0.1,account_ls,229,0.7678146170243579,1.2789347794883883,-3.5003278816399903,2.8368729811740345,199,clock_NY_quote,7,True
ae_selected,matched,6,0.1,e_origin,229,0.6731465932354148,0.0735542925475418,-1.7709424372221187,2.8347752642606836,199,clock_NY_quote,7,True
ae_selected,matched,6,0.1,downside,229,-1.371675147900307,-61081.62889304659,-5.32890143607835,4.6452780445665605,199,clock_NY_quote,7,True
ae_selected,matched,6,0.1,btc_vol,229,2.6752845603788717,1227.6443890741632,-2.7773755011856758,4.825051190710995,199,clock_NY_quote,7,True
ae_selected,matched,6,0.1,btc_ret,229,0.1879600386384705,29.214227399896203,-1.531382464028928,1.478543931901114,199,clock_NY_quote,7,True
ae_selected,matched,6,0.1,account_ls,229,0.5695334397808007,0.9486614451808676,-3.006432348912065,3.0404945619078885,199,clock_NY_quote,7,True
ae_selected,matched,12,0.1,e_origin,229,1.7117987398106551,0.1870471403344274,-1.792175322673835,2.9562232918619746,199,clock_NY_quote,7,True
ae_selected,matched,12,0.1,downside,229,2.68036717142407,119358.5763456066,-1.379478734887272,6.227507550635511,199,clock_NY_quote,7,True
ae_selected,matched,12,0.1,btc_vol,229,-1.9007344652323857,-872.2160012137031,-5.922177884748395,1.3805131429109423,199,clock_NY_quote,7,True
ae_selected,matched,12,0.1,btc_ret,229,1.3928403301343488,216.48619797614265,-0.26761111181449276,2.7411835886207463,199,clock_NY_quote,7,True
ae_selected,matched,12,0.1,account_ls,229,-0.4260315723337174,-0.7096330063750651,-3.942618482015007,2.356362818008031,199,clock_NY_quote,7,True
joint_ols,all,6,0.1,e_origin,577,0.6392614068532159,0.0657255883907038,-0.6197542269436823,1.756983989577783,199,clock_NY_quote,7,True
joint_ols,all,6,0.1,downside,577,1.1693059624458326,50091.99953083824,-2.5031510326254067,4.202184446387351,199,clock_NY_quote,7,True
joint_ols,all,6,0.1,btc_vol,577,-1.9118726020917896,-853.9103114557207,-4.3372213882965465,2.291605802342138,199,clock_NY_quote,7,True
joint_ols,all,6,0.1,btc_ret,577,-0.165932960880645,-30.20291208328474,-1.0275019326274402,0.9841612417615863,199,clock_NY_quote,7,True
joint_ols,all,6,0.1,account_ls,577,1.6334105005609163,2.81559498258564,0.0039960794008348285,3.2725230984284823,199,clock_NY_quote,7,True
joint_ols,all,6,0.5,e_origin,577,1.1849350772523697,0.1218289643677467,0.33467661970944007,2.26029745812711,199,clock_NY_quote,7,True
joint_ols,all,6,0.5,downside,577,-1.6721922507262128,-71635.18884624612,-4.63945269288014,0.997497848960198,199,clock_NY_quote,7,True
joint_ols,all,6,0.5,btc_vol,577,1.279398645139174,571.4249445028494,-0.3966814448715343,3.6958737189456725,199,clock_NY_quote,7,True
joint_ols,all,6,0.5,btc_ret,577,-0.1055105630944123,-19.204902052525924,-0.684412539387854,0.7960506967147875,199,clock_NY_quote,7,True
joint_ols,all,6,0.5,account_ls,577,0.8168390664472597,1.4080281572079132,-0.031213011840873207,2.135978659328848,199,clock_NY_quote,7,True
joint_ols,matched,1,0.1,e_origin,229,1.488505706649699,0.1551468208210475,0.4702484647303723,3.0868725247013136,199,clock_NY_quote,7,True
joint_ols,matched,1,0.1,downside,229,-3.948093442590299,-175811.29093468018,-9.001642919293557,0.056686042529042975,199,clock_NY_quote,7,True
joint_ols,matched,1,0.1,btc_vol,229,0.3243185768265882,148.8244977787685,-2.02169442672865,4.842157077641285,199,clock_NY_quote,7,True
joint_ols,matched,1,0.1,btc_ret,229,-0.081267191584307,-12.631186034502903,-1.1790893948410903,2.0926246092119443,199,clock_NY_quote,7,True
joint_ols,matched,1,0.1,account_ls,229,2.461971660209169,4.100861213816129,0.47278076917072687,5.832168178901254,199,clock_NY_quote,7,True
joint_ols,matched,6,0.1,e_origin,229,-0.4165732399231684,-0.0434193926999924,-0.6254278421129695,2.493939308589262,199,clock_NY_quote,7,True
joint_ols,matched,6,0.1,downside,229,-0.8974113389492389,-39962.33835250138,-4.833612781613026,7.860911494063464,199,clock_NY_quote,7,True
joint_ols,matched,6,0.1,btc_vol,229,0.3064061842657016,140.6047933974327,-4.472076540783233,2.7208305521750638,199,clock_NY_quote,7,True
joint_ols,matched,6,0.1,btc_ret,229,-2.1917739821200075,-340.66274930912067,-4.222522262639813,0.5638496570388447,199,clock_NY_quote,7,True
joint_ols,matched,6,0.1,account_ls,229,0.2117644310223049,0.3527321437856969,-1.246309843520483,3.027763839894106,199,clock_NY_quote,7,True
joint_ols,matched,12,0.1,e_origin,229,-0.6421521875277667,-0.066931466861793,-1.2619579982426168,3.0993283093924435,199,clock_NY_quote,7,True
joint_ols,matched,12,0.1,downside,229,0.8264930584409291,36804.29900304428,-1.0920166513756113,7.471180994447812,199,clock_NY_quote,7,True
joint_ols,matched,12,0.1,btc_vol,229,-1.3824748182408002,-634.3951139946354,-6.410214029024268,0.37886405806102713,199,clock_NY_quote,7,True
joint_ols,matched,12,0.1,btc_ret,229,1.7420192594523007,270.7583332568121,-1.5502906612723608,2.6446642953612933,199,clock_NY_quote,7,True
joint_ols,matched,12,0.1,account_ls,229,3.164067841686011,5.27032999589877,0.14453780734340999,4.8868534521822395,199,clock_NY_quote,7,True
sequential_ols,all,6,0.1,e_origin,577,0.6239614989351638,0.0641498095418128,-0.7434128085825938,1.4945096795015793,199,clock_NY_quote,3,False
sequential_ols,all,6,0.1,downside,577,1.169664382142399,50107.35390330265,-3.46641913864069,4.7541369621860605,199,clock_NY_quote,3,False
