method,sample,h,q,term,n,effect,coefficient,ci_low,ci_high,successful,scenario,block_days,refit_first_stage
pca_2,matched,1,0.1,account_ls,229,-0.2451938782859721,-0.4541584662766919,-1.1736070953104443,1.1388832966835527,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,6,0.1,e_origin,229,0.8612455008946438,0.1263332354906101,-1.5541505570892649,2.3524163538943457,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,6,0.1,downside,229,0.4406528108584154,29658.080080337997,-3.59881813957264,4.515570360094533,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,6,0.1,btc_vol,229,0.9730892606516534,466.8528094978766,-3.2259730033761165,4.761174080591447,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,6,0.1,btc_ret,229,-0.4263906831496636,-86.36265785782058,-2.7522417065264273,1.1778160974729006,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,6,0.1,account_ls,229,-0.4486018044245026,-0.8309192255965252,-3.476087681131269,1.2483626435107835,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,12,0.1,e_origin,229,-0.2666198239379976,-0.0391095744117501,-1.6397990745309947,0.9552893500437951,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,12,0.1,downside,229,0.3622156920265201,24378.880006575637,-1.9113342574294903,3.8873071656235108,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,12,0.1,btc_vol,229,-0.497331651404101,-238.60162484450564,-3.9888860350113675,1.9485873246000849,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,12,0.1,btc_ret,229,0.3135832804386477,63.51425260610152,-1.9611043530775376,1.311611409968747,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,12,0.1,account_ls,229,0.6510593280172758,1.205919609145381,-1.3872866156100567,2.058189390779953,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.1,e_origin,577,1.4372222208619152,0.1757773368704327,-0.988405753477415,2.03126646453999,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.1,downside,577,-0.975314389724138,-58604.03894419107,-3.565912315680118,1.1084105360257226,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.1,btc_vol,577,-0.1787285237066086,-85.15995603593845,-1.3664374702189854,3.1300208911251857,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.1,btc_ret,577,-0.4550913661482,-68.22996696862806,-1.2111712720467422,0.6305214938561472,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.1,account_ls,577,-1.590402698829061,-2.8197507871877816,-2.7934285205069576,0.5578626193940625,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.5,e_origin,577,1.9569001086923077,0.2393357719038793,-0.2792496924829019,2.4951614833001137,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.5,downside,577,-0.4565781752451633,-27434.56412111729,-3.982069777305378,1.7858178026725613,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.5,btc_vol,577,0.7169795675514623,341.62397352746126,-1.5927457946100265,3.655024716635325,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.5,btc_ret,577,0.2336279931390969,35.02687908527903,-0.4245478660199651,0.8276009749029135,199,clock_FXKST_USNY_quote,7,True
ae_selected,all,6,0.5,account_ls,577,-1.1913180820405864,-2.112182092056445,-2.0516993890443604,1.02646205006154,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,1,0.1,e_origin,229,3.2144650833040918,0.3975879310036845,1.1319832468625979,4.427080468462662,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,1,0.1,downside,229,3.3555252645200984,225843.19118007467,0.65212723408079,6.37367610591356,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,1,0.1,btc_vol,229,-2.3272437959938004,-1116.5268680682184,-5.514878179342009,-0.13910913097708838,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,1,0.1,btc_ret,229,0.0919255831404837,18.61892859970316,-0.8447873743632563,2.3955214010860226,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,1,0.1,account_ls,229,-1.475256306928295,-2.7325320942072744,-3.1763020896196985,0.8272512751695072,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,6,0.1,e_origin,229,1.0234292167724592,0.1265850131453395,0.1415033903363485,2.9881168149373303,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,6,0.1,downside,229,-1.2337506054678211,-83037.42391850293,-5.096092392164914,4.938496192276023,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,6,0.1,btc_vol,229,1.0195669071126483,489.1510926118367,-3.2209697198396623,5.1380117798688065,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,6,0.1,btc_ret,229,-1.1382485114181238,-230.54482809670785,-2.8315068415293485,0.9680898234438584,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,6,0.1,account_ls,229,-2.903306446064968,-5.3776269289164205,-5.10385103811856,0.7742417007832025,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,12,0.1,e_origin,229,0.3540228874413995,0.0437880716380644,-1.677028947309613,2.3920910586630844,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,12,0.1,downside,229,-0.6229577748652325,-41928.09195436769,-5.199820799446337,4.520267317296919,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,12,0.1,btc_vol,229,1.296704273848291,622.1115141365115,-2.7036881775981554,5.228326615575178,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,12,0.1,btc_ret,229,0.9011175206904428,182.5154892086616,-2.321388528129684,2.1132565115169473,199,clock_FXKST_USNY_quote,7,True
ae_selected,matched,12,0.1,account_ls,229,-1.1894010859591413,-2.203058970163284,-3.270897126122963,1.47452229042865,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.1,e_origin,577,0.7013858323515776,0.073294359044629,-0.5161858797718301,1.9016967197274854,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.1,downside,577,-1.6312672291606802,-98018.4945832233,-4.291544530437442,1.6248387710838357,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.1,btc_vol,577,0.2989710038810057,142.45268196989764,-3.2326659461676583,3.62770776675723,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.1,btc_ret,577,-0.0317941444639157,-4.766764627791956,-1.1432884372355299,1.7714221637470842,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.1,account_ls,577,0.2554048144466771,0.4528274047307644,-1.1078620969729769,1.6155250177858071,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.5,e_origin,577,0.6003153765890941,0.0627325627667901,-0.2953716324332126,1.5620085329868283,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.5,downside,577,-3.019058840984516,-181407.18906229228,-4.616287676614025,-1.1807501233152695,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.5,btc_vol,577,2.387882763306709,1137.7702166666277,0.6635308116421109,3.9615429310720303,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.5,btc_ret,577,-0.3759127717504497,-56.35904767146514,-1.0086704333530958,0.4275664483216556,199,clock_FXKST_USNY_quote,7,True
joint_ols,all,6,0.5,account_ls,577,1.2542957211812609,2.2238401316667207,-0.5560539790492185,2.567278182326956,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,1,0.1,e_origin,229,3.8720987607304815,0.3778979894667417,1.7486036721458078,6.041202519810817,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,1,0.1,downside,229,6.223768857577707,418889.9528859733,1.1600252516356062,8.754895240477786,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,1,0.1,btc_vol,229,-5.794749271890783,-2780.109787776631,-8.203343066880878,-1.8841550568360494,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,1,0.1,btc_ret,229,2.355037964801143,476.9976128322438,0.23016826252854036,3.3739995693444236,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,1,0.1,account_ls,229,-0.8239887581438172,-1.5262268097549063,-3.466360036760875,2.129214516770048,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,6,0.1,e_origin,229,1.4079611580735685,0.1374101549989627,-0.9921840937673471,2.4097074869327826,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,6,0.1,downside,229,-0.0793497698895062,-5340.625934406034,-5.052113870606206,2.407569100369276,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,6,0.1,btc_vol,229,0.13848852531756,66.44175384735385,-3.2410760423374145,3.828239287232311,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,6,0.1,btc_ret,229,-0.0554610330163473,-11.233271288788654,-2.1312089950360615,0.6266400112440349,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,6,0.1,account_ls,229,-0.6549275514781403,-1.213084496158395,-2.841983441900485,0.9924597203852309,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,12,0.1,e_origin,229,0.2377822618130416,0.023206391216388,-1.6307882543947076,2.5083064608338117,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,12,0.1,downside,229,-0.57104129796068,-38433.860233651474,-5.435273939983319,5.958160055399278,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,12,0.1,btc_vol,229,0.8117713542835752,389.4583495489318,-4.389450077635168,3.630093630491928,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,12,0.1,btc_ret,229,1.7795874487003078,360.4438559137822,-1.5155291094541945,2.6134545254223767,199,clock_FXKST_USNY_quote,7,True
joint_ols,matched,12,0.1,account_ls,229,1.3790519784387636,2.554338370198284,-0.6538567382810244,2.926175513099732,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.1,e_origin,577,0.6972400149039922,0.0728604154892697,-0.6437743038740726,2.04536087548754,199,clock_FXKST_USNY_quote,3,False
sequential_ols,all,6,0.1,downside,577,-1.5852832007795128,-95255.43703126516,-4.6295971131081695,1.9102719126068828,199,clock_FXKST_USNY_quote,3,False
sequential_ols,all,6,0.1,btc_vol,577,0.2673620360442846,127.39174902258976,-2.767106364704425,4.310948990507281,199,clock_FXKST_USNY_quote,3,False
sequential_ols,all,6,0.1,btc_ret,577,-0.0166843155577701,-2.501410450907375,-1.2414089593578028,1.645363108006028,199,clock_FXKST_USNY_quote,3,False
sequential_ols,all,6,0.1,account_ls,577,0.2256224532565431,0.4000239000133611,-1.7051707492734698,1.856368128614555,199,clock_FXKST_USNY_quote,3,False
sequential_ols,all,6,0.5,e_origin,577,0.6069682289663619,0.0634271648298396,-0.7756098681559707,1.8874420920000963,199,clock_FXKST_USNY_quote,3,False
sequential_ols,all,6,0.5,downside,577,-2.986046468641663,-179423.56370537748,-4.323292267875776,-1.0216929600645355,199,clock_FXKST_USNY_quote,3,False
sequential_ols,all,6,0.5,btc_vol,577,2.3468895934003573,1118.237931194784,0.4364954899503715,4.029607124605722,199,clock_FXKST_USNY_quote,3,False
sequential_ols,all,6,0.5,btc_ret,577,-0.3601680381637954,-53.99850486082119,-1.292918446064528,0.5150682255856172,199,clock_FXKST_USNY_quote,3,False
sequential_ols,all,6,0.5,account_ls,577,1.2393889269698524,2.197410696692162,-0.5179061756081339,2.7158635112439136,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,1,0.1,e_origin,229,3.868443235550133,0.3775489127748523,1.2314159773747135,5.6746151663186035,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,1,0.1,downside,229,6.262786898170381,421516.0570295532,-2.894822097131147,8.865795415789739,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,1,0.1,btc_vol,229,-5.8021235507971545,-2783.647698392513,-7.930772166527811,-0.057774534097737966,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,1,0.1,btc_ret,229,2.3526418377680574,476.5122928960444,-0.32385430668374926,3.4422222815897316,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,1,0.1,account_ls,229,-0.8295784503754332,-1.5365802739955945,-2.6185179263739573,1.788979279817703,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,6,0.1,e_origin,229,1.4070782060507754,0.1373267783799112,-0.8996182821212099,2.698208211470539,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,6,0.1,downside,229,-0.0779392528355833,-5245.691267681826,-4.317964866197969,3.6599192594531202,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,6,0.1,btc_vol,229,0.1328210955439451,63.72272732077174,-3.8575273488093798,3.8315735826316653,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,6,0.1,btc_ret,229,-0.0503023744308428,-10.188418565613986,-1.8806548878791445,0.7956804670731398,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,6,0.1,account_ls,229,-0.6739361928233134,-1.2482931051973976,-3.075780384335176,1.120832664804062,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,12,0.1,e_origin,229,0.229409864890331,0.0223897417630978,-1.3763631163136645,2.7401710763138194,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,12,0.1,downside,229,-0.5950283338907953,-40048.30456482331,-5.716059698289734,5.453951211929478,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,12,0.1,btc_vol,229,0.826011809581783,396.2904016877511,-4.158529060082885,4.541334787469069,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,12,0.1,btc_ret,229,1.796676360492003,363.9051037800041,-1.7787420823354618,2.6411682116324897,199,clock_FXKST_USNY_quote,3,False
sequential_ols,matched,12,0.1,account_ls,229,1.352890548875697,2.505881064457108,-1.379240510013906,2.893579131034417,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.1,e_origin,577,0.7055359567437612,0.0743128462258264,-0.6610637188707779,1.9992361041272433,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.1,downside,577,-1.7436997175998774,-104774.26277500266,-4.673521993372262,1.979277208728037,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.1,btc_vol,577,0.3866696175481476,184.23901763373556,-2.737651000772131,4.267770981893823,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.1,btc_ret,577,-0.0643017838886893,-9.640500605147524,-1.290057375834642,1.6529040609439014,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.1,account_ls,577,0.3281986141952774,0.5818892921977745,-1.5840195362565972,1.7472483137075305,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.5,e_origin,577,0.5223103093547088,0.0550140149913536,-0.7578733369648687,1.8436170378593328,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.5,downside,577,-2.8382337751236246,-170541.89340640136,-4.216632938549913,-1.0671647604981027,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.5,btc_vol,577,2.2858117474865343,1089.1357679534574,0.4364755343554779,3.940102765450569,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.5,btc_ret,577,-0.348245346987426,-52.210985066662026,-1.310658742848458,0.5714386619235828,199,clock_FXKST_USNY_quote,3,False
pca_1,all,6,0.5,account_ls,577,1.1891685284299285,2.10837097837422,-0.5261803059683153,2.741200236702747,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,1,0.1,e_origin,229,3.8631473934252014,0.3801893044063093,1.1669807816745668,5.630185999089172,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,1,0.1,downside,229,6.295101268689443,423690.9715313649,-2.992267771232238,8.815791913845903,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,1,0.1,btc_vol,229,-5.793985478404236,-2779.74334746176,-7.7678917673538015,-0.03311337907833852,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,1,0.1,btc_ret,229,2.3570842620592085,477.41207702425737,-0.3243782533470173,3.452701316803858,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,1,0.1,account_ls,229,-0.8315859259909905,-1.540298605191392,-2.5712606914572986,1.7700332766540856,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,6,0.1,e_origin,229,1.443296997574681,0.1420411974167811,-0.8981834844925664,2.6414560710246278,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,6,0.1,downside,229,-0.1576444117356161,-10610.236613184625,-4.089112594903271,3.589789078423197,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,6,0.1,btc_vol,229,0.2663084485553576,127.76510072450176,-3.6855222289561422,3.9173891561971743,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,6,0.1,btc_ret,229,-0.0876560030920238,-17.754152947951187,-1.9211416844777756,0.7579884475895927,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,6,0.1,account_ls,229,-0.6426561996856165,-1.1903549796297062,-3.1494702077444017,1.1654829992013893,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,12,0.1,e_origin,229,0.1593354790971391,0.0156809044014955,-1.3788256637575795,2.647530670039252,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,12,0.1,downside,229,-0.383362575768672,-25802.16826440512,-5.749938740299661,5.400312111342132,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,12,0.1,btc_vol,229,0.7156082589041898,343.3227964571076,-3.9113602292213407,4.598070493205893,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,12,0.1,btc_ret,229,1.7550624346705457,355.476473934502,-1.7843964566407093,2.6294813067149194,199,clock_FXKST_USNY_quote,3,False
pca_1,matched,12,0.1,account_ls,229,1.3284876464984643,2.460680977106567,-1.3848205108187546,2.855035864065902,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.1,e_origin,577,0.999705061186716,0.1517795703451467,-0.6726740662417556,1.561175146622142,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.1,downside,577,-0.2026770982711256,-12178.325968856285,-1.9526495530866217,4.481792874822679,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.1,btc_vol,577,-0.1046603077499533,-49.86818568100922,-3.1677152803074633,2.218343247043567,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.1,btc_ret,577,-0.1471658923585602,-22.063973789525495,-1.2946039083269143,0.9740474751259102,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.1,account_ls,577,-0.1209019607518759,-0.2143566527230159,-2.191591287358757,1.4239512692155645,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.5,e_origin,577,0.5393836424968134,0.0818915705119913,-0.3992552354829294,1.1976832393966148,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.5,downside,577,-0.5943703601436912,-35714.12879798269,-2.986053083071201,2.256805013585427,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.5,btc_vol,577,1.00686015519744,479.74528504305937,-1.2944249453812788,3.5501456257380077,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.5,btc_ret,577,0.2119267327261347,31.77329883460069,-0.4929635898590476,0.8441379893342887,199,clock_FXKST_USNY_quote,3,False
pca_2,all,6,0.5,account_ls,577,-0.0866641793593153,-0.153653780988508,-1.369452963528105,1.614733531386618,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,1,0.1,e_origin,229,1.5762280841412544,0.2312116504920818,-0.7223472379876755,2.44045185315477,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,1,0.1,downside,229,2.8045881782448387,188762.4422971865,0.5410094272465903,5.4703874528569125,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,1,0.1,btc_vol,229,-2.730698099638729,-1310.0895583341746,-4.910541358374613,-0.6362519451964423,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,1,0.1,btc_ret,229,0.8015099591195808,162.34062587334637,-0.8636003646418089,2.00859938821749,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,1,0.1,account_ls,229,-0.2451938782859721,-0.4541584662766919,-1.1086276379928148,1.118422032369997,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,6,0.1,e_origin,229,0.8612455008946438,0.1263332354906101,-1.6871790737053722,2.3798449295945665,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,6,0.1,downside,229,0.4406528108584154,29658.080080337997,-3.553760474680678,6.31294780876468,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,6,0.1,btc_vol,229,0.9730892606516534,466.8528094978766,-4.245107325035756,6.165759923935615,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,6,0.1,btc_ret,229,-0.4263906831496636,-86.36265785782058,-3.1099199555753345,1.1959423340298734,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,6,0.1,account_ls,229,-0.4486018044245026,-0.8309192255965252,-4.274058970063275,1.555167021372352,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,12,0.1,e_origin,229,-0.2666198239379976,-0.0391095744117501,-1.6173452812881086,1.198760051854277,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,12,0.1,downside,229,0.3622156920265201,24378.880006575637,-2.011588172618876,4.082142395216653,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,12,0.1,btc_vol,229,-0.497331651404101,-238.60162484450564,-4.155378548652414,1.8833046011850623,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,12,0.1,btc_ret,229,0.3135832804386477,63.51425260610152,-2.157804480392482,1.4476227098113814,199,clock_FXKST_USNY_quote,3,False
pca_2,matched,12,0.1,account_ls,229,0.6510593280172758,1.205919609145381,-1.5990996688182577,1.6682051019657438,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.1,e_origin,577,1.4372222208619152,0.1757773368704327,-0.4865215508104947,2.1771145258663678,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.1,downside,577,-0.975314389724138,-58604.03894419107,-3.6181828542835914,2.995916947650426,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.1,btc_vol,577,-0.1787285237066086,-85.15995603593845,-2.443458504648514,2.942254675106452,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.1,btc_ret,577,-0.4550913661482,-68.22996696862806,-1.312374302001556,0.5986471877608575,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.1,account_ls,577,-1.590402698829061,-2.8197507871877816,-3.455384523919451,0.041869830815999,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.5,e_origin,577,1.9569001086923077,0.2393357719038793,0.31824571329039875,2.8015587475317507,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.5,downside,577,-0.4565781752451633,-27434.56412111729,-3.6990683620472105,2.3668294213454764,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.5,btc_vol,577,0.7169795675514623,341.62397352746126,-2.682392961588725,3.307245306307257,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.5,btc_ret,577,0.2336279931390969,35.02687908527903,-0.4072733409767625,1.0906896445803815,199,clock_FXKST_USNY_quote,3,False
ae_selected,all,6,0.5,account_ls,577,-1.1913180820405864,-2.112182092056445,-2.4688656179917716,0.4180252623889213,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,1,0.1,e_origin,229,3.2144650833040918,0.3975879310036845,1.5163149684269037,4.475379945641128,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,1,0.1,downside,229,3.3555252645200984,225843.19118007467,-0.09503235771615383,7.478525709448603,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,1,0.1,btc_vol,229,-2.3272437959938004,-1116.5268680682184,-6.587236877326737,0.11790493159546928,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,1,0.1,btc_ret,229,0.0919255831404837,18.61892859970316,-0.9456943979164774,1.7534344314671926,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,1,0.1,account_ls,229,-1.475256306928295,-2.7325320942072744,-3.8897254184246255,0.3979549582229217,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,6,0.1,e_origin,229,1.0234292167724592,0.1265850131453395,0.012178215483687634,2.8179676031286274,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,6,0.1,downside,229,-1.2337506054678211,-83037.42391850293,-5.1439683641220775,6.347834449690556,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,6,0.1,btc_vol,229,1.0195669071126483,489.1510926118367,-5.615311880736647,5.357880021416606,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,6,0.1,btc_ret,229,-1.1382485114181238,-230.54482809670785,-3.02747058266959,1.07968706205479,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,6,0.1,account_ls,229,-2.903306446064968,-5.3776269289164205,-5.810209549214197,0.3931131601195548,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,12,0.1,e_origin,229,0.3540228874413995,0.0437880716380644,-0.9973093076536804,3.1391107615848775,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,12,0.1,downside,229,-0.6229577748652325,-41928.09195436769,-7.103051717051559,4.405321381734493,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,12,0.1,btc_vol,229,1.296704273848291,622.1115141365115,-1.4358825162480273,6.193792964055651,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,12,0.1,btc_ret,229,0.9011175206904428,182.5154892086616,-1.7669439251942434,1.7744403235337205,199,clock_FXKST_USNY_quote,3,False
ae_selected,matched,12,0.1,account_ls,229,-1.1894010859591413,-2.203058970163284,-4.436776061778409,1.6834794683305987,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.1,e_origin,577,0.7013858323515776,0.073294359044629,-0.6294278446312558,2.042488815435088,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.1,downside,577,-1.6312672291606802,-98018.4945832233,-4.661059668730119,1.914797843677531,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.1,btc_vol,577,0.2989710038810057,142.45268196989764,-2.724718842662968,4.275751950210543,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.1,btc_ret,577,-0.0317941444639157,-4.766764627791956,-1.2421311995146638,1.645321826406425,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.1,account_ls,577,0.2554048144466771,0.4528274047307644,-1.680145853834269,1.8538840869000757,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.5,e_origin,577,0.6003153765890941,0.0627325627667901,-0.7351205706910371,1.8817242883721566,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.5,downside,577,-3.019058840984516,-181407.18906229228,-4.272986812423101,-1.0380792059814192,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.5,btc_vol,577,2.387882763306709,1137.7702166666277,0.41423921467655145,4.030130995765557,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.5,btc_ret,577,-0.3759127717504497,-56.35904767146514,-1.2964063877720722,0.5377935504242575,199,clock_FXKST_USNY_quote,3,False
joint_ols,all,6,0.5,account_ls,577,1.2542957211812609,2.2238401316667207,-0.49725644087125487,2.704574904575442,199,clock_FXKST_USNY_quote,3,False
joint_ols,matched,1,0.1,e_origin,229,3.8720987607304815,0.3778979894667417,1.2012893070544883,5.679998995310802,199,clock_FXKST_USNY_quote,3,False
joint_ols,matched,1,0.1,downside,229,6.223768857577707,418889.9528859733,-2.974636363203341,8.886467541446267,199,clock_FXKST_USNY_quote,3,False
joint_ols,matched,1,0.1,btc_vol,229,-5.794749271890783,-2780.109787776631,-7.8928643148916064,-0.048594638260496474,199,clock_FXKST_USNY_quote,3,False
joint_ols,matched,1,0.1,btc_ret,229,2.355037964801143,476.9976128322438,-0.3036146801499394,3.441680549819485,199,clock_FXKST_USNY_quote,3,False
joint_ols,matched,1,0.1,account_ls,229,-0.8239887581438172,-1.5262268097549063,-2.622315800424254,1.811591739321984,199,clock_FXKST_USNY_quote,3,False
joint_ols,matched,6,0.1,e_origin,229,1.4079611580735685,0.1374101549989627,-0.9089457465006566,2.7216117817823373,199,clock_FXKST_USNY_quote,3,False
