method,term,contrast,effect,ci_low,ci_high,successful,scenario,block_days,refit_first_stage
pca_1,downside,h12_minus_h1_q10,0.44727174265916136,-2.29703103652822,10.049969064297642,199,clock_UTC_quote,7,True
pca_1,e_origin,q10_minus_q50_h6,-0.04038815779405991,-2.249179439638273,1.494909335670557,199,clock_UTC_quote,7,True
pca_1,e_origin,h6_minus_h1_q10,-1.8951687616582973,-3.795067836368788,1.8868405734922784,199,clock_UTC_quote,7,True
pca_1,e_origin,h12_minus_h1_q10,-1.663514489154112,-4.958128738539576,3.7373273074666384,199,clock_UTC_quote,7,True
pca_2,account_ls,q10_minus_q50_h6,-0.5693704226944312,-1.4018123200483812,0.7026122289947083,199,clock_UTC_quote,7,True
pca_2,account_ls,h6_minus_h1_q10,-0.673423792346038,-3.139490007648625,2.6396505919589104,199,clock_UTC_quote,7,True
pca_2,account_ls,h12_minus_h1_q10,-1.7658461256002576,-4.317169491212844,3.127861789312782,199,clock_UTC_quote,7,True
pca_2,btc_ret,q10_minus_q50_h6,0.1947456620197016,-0.9975443114980155,0.753689526998597,199,clock_UTC_quote,7,True
pca_2,btc_ret,h6_minus_h1_q10,-0.31805723641077943,-2.494585433476179,1.9098227594922612,199,clock_UTC_quote,7,True
pca_2,btc_ret,h12_minus_h1_q10,-0.4785614971526293,-3.8555876406255605,1.3012146101812814,199,clock_UTC_quote,7,True
pca_2,btc_vol,q10_minus_q50_h6,-0.8224019922698739,-2.2564808194488113,0.4303702764519433,199,clock_UTC_quote,7,True
pca_2,btc_vol,h6_minus_h1_q10,1.3761896392685316,-3.1693004101468936,4.480100142729144,199,clock_UTC_quote,7,True
pca_2,btc_vol,h12_minus_h1_q10,-0.9524109677674191,-6.066434884846267,3.2755733891190144,199,clock_UTC_quote,7,True
pca_2,downside,q10_minus_q50_h6,0.9992508811875763,-0.9387444543451454,2.49014715381429,199,clock_UTC_quote,7,True
pca_2,downside,h6_minus_h1_q10,0.846409778851511,-3.111786754559544,7.199602510665652,199,clock_UTC_quote,7,True
pca_2,downside,h12_minus_h1_q10,2.7480782474443517,-2.410018824558691,10.031812381896437,199,clock_UTC_quote,7,True
pca_2,e_origin,q10_minus_q50_h6,-0.5274844254028689,-1.381463040319432,0.4951594326863523,199,clock_UTC_quote,7,True
pca_2,e_origin,h6_minus_h1_q10,-1.3836226858022975,-2.8777954166996684,1.5009299328342554,199,clock_UTC_quote,7,True
pca_2,e_origin,h12_minus_h1_q10,-0.4629090396503146,-2.689977164937147,2.4233813784154963,199,clock_UTC_quote,7,True
sequential_ols,account_ls,q10_minus_q50_h6,-0.8876878429052111,-2.518071764260118,0.7266681970973264,199,clock_UTC_quote,7,True
sequential_ols,account_ls,h6_minus_h1_q10,-1.678527986948629,-4.133228379368191,2.127480590019749,199,clock_UTC_quote,7,True
sequential_ols,account_ls,h12_minus_h1_q10,-2.16060385121759,-4.483671355003358,1.6079501827152805,199,clock_UTC_quote,7,True
sequential_ols,btc_ret,q10_minus_q50_h6,-0.23162956497863232,-1.4750626126711082,1.3314255814318834,199,clock_UTC_quote,7,True
sequential_ols,btc_ret,h6_minus_h1_q10,-1.425396221659586,-3.868708138220075,1.7841160129218294,199,clock_UTC_quote,7,True
sequential_ols,btc_ret,h12_minus_h1_q10,-3.295684508778516,-6.284243790164026,-0.06884210597491389,199,clock_UTC_quote,7,True
sequential_ols,btc_vol,q10_minus_q50_h6,-1.8479544279156088,-4.064562621407653,0.7131887624874134,199,clock_UTC_quote,7,True
sequential_ols,btc_vol,h6_minus_h1_q10,0.5164206481050749,-7.138749205149635,4.297274168318918,199,clock_UTC_quote,7,True
sequential_ols,btc_vol,h12_minus_h1_q10,0.5129670238037719,-6.73703604021909,3.4180226896962087,199,clock_UTC_quote,7,True
sequential_ols,downside,q10_minus_q50_h6,1.4755788058975228,-1.2158667417045534,5.5981638594248215,199,clock_UTC_quote,7,True
sequential_ols,downside,h6_minus_h1_q10,-0.07482412886123391,-6.319370295244432,7.921492500896517,199,clock_UTC_quote,7,True
sequential_ols,downside,h12_minus_h1_q10,0.6293054685458048,-2.344113243240725,10.20514455350791,199,clock_UTC_quote,7,True
sequential_ols,e_origin,q10_minus_q50_h6,-0.09677634486499354,-2.241760057070166,1.4080164207720796,199,clock_UTC_quote,7,True
sequential_ols,e_origin,h6_minus_h1_q10,-1.9499104946291155,-3.817190177381582,1.985854019429428,199,clock_UTC_quote,7,True
sequential_ols,e_origin,h12_minus_h1_q10,-1.6536388469182963,-4.878525334261501,3.806427251029137,199,clock_UTC_quote,7,True
ae_selected,account_ls,q10_minus_q50_h6,-1.2626107776853326,-2.3517310744630358,0.07651848071966447,199,clock_UTC_quote,3,False
ae_selected,account_ls,h6_minus_h1_q10,-0.29897568988288004,-3.7896842775051347,2.077369271989527,199,clock_UTC_quote,3,False
ae_selected,account_ls,h12_minus_h1_q10,-0.4612406675269147,-4.526359953119145,1.7783120562172925,199,clock_UTC_quote,3,False
ae_selected,btc_ret,q10_minus_q50_h6,-0.1559881964564508,-0.8895704974134725,1.4468423215063095,199,clock_UTC_quote,3,False
ae_selected,btc_ret,h6_minus_h1_q10,-1.782090135282461,-3.7086357645683368,1.0153162311591133,199,clock_UTC_quote,3,False
ae_selected,btc_ret,h12_minus_h1_q10,-3.217974985597535,-5.965987961423604,-0.49501439810717324,199,clock_UTC_quote,3,False
ae_selected,btc_vol,q10_minus_q50_h6,1.1729619953346289,-1.238556793719136,3.0228075822440266,199,clock_UTC_quote,3,False
ae_selected,btc_vol,h6_minus_h1_q10,2.052841296623837,-2.6826050833693547,5.329803815182028,199,clock_UTC_quote,3,False
ae_selected,btc_vol,h12_minus_h1_q10,2.45505120251552,-4.793661193933156,4.574992695948981,199,clock_UTC_quote,3,False
ae_selected,downside,q10_minus_q50_h6,0.06462006669426001,-1.5431733427900143,2.7628631662245846,199,clock_UTC_quote,3,False
ae_selected,downside,h6_minus_h1_q10,-1.720255195853726,-4.63383172850928,7.335404648759359,199,clock_UTC_quote,3,False
ae_selected,downside,h12_minus_h1_q10,-1.5536223872092747,-3.507953839449047,10.444770523021685,199,clock_UTC_quote,3,False
ae_selected,e_origin,q10_minus_q50_h6,-0.34011041927287866,-1.6841695102614176,1.2109264919458633,199,clock_UTC_quote,3,False
ae_selected,e_origin,h6_minus_h1_q10,-1.5722956377955417,-4.1251413074596295,0.1939971437708958,199,clock_UTC_quote,3,False
ae_selected,e_origin,h12_minus_h1_q10,-2.449751849334016,-4.6362445447444935,0.47819787525783825,199,clock_UTC_quote,3,False
joint_ols,account_ls,q10_minus_q50_h6,-0.7047901587266219,-2.8663522778230446,0.9214432301674037,199,clock_UTC_quote,3,False
joint_ols,account_ls,h6_minus_h1_q10,-1.6797141606744757,-3.7104471543463684,2.8788233335092044,199,clock_UTC_quote,3,False
joint_ols,account_ls,h12_minus_h1_q10,-2.1601724749697917,-5.026414819653154,0.8803207283595154,199,clock_UTC_quote,3,False
joint_ols,btc_ret,q10_minus_q50_h6,-0.2334144949595454,-1.1137212149238733,1.7741310171233895,199,clock_UTC_quote,3,False
joint_ols,btc_ret,h6_minus_h1_q10,-1.406082029635359,-4.102778965382342,2.284350593728172,199,clock_UTC_quote,3,False
joint_ols,btc_ret,h12_minus_h1_q10,-3.2670074608195323,-7.3670929242859104,0.26010257015694416,199,clock_UTC_quote,3,False
joint_ols,btc_vol,q10_minus_q50_h6,-1.8980186173744742,-4.061403423393019,1.1252466019113225,199,clock_UTC_quote,3,False
joint_ols,btc_vol,h6_minus_h1_q10,0.5205481236881279,-7.393804671768859,3.6699695665596432,199,clock_UTC_quote,3,False
joint_ols,btc_vol,h12_minus_h1_q10,0.4828860972383955,-10.151344716032,3.754018472046868,199,clock_UTC_quote,3,False
joint_ols,downside,q10_minus_q50_h6,1.4994027596776665,-1.8407445950338674,5.397971266839683,199,clock_UTC_quote,3,False
joint_ols,downside,h6_minus_h1_q10,-0.1067219616191517,-6.205779069039459,9.3054792668224,199,clock_UTC_quote,3,False
joint_ols,downside,h12_minus_h1_q10,0.6224682449070682,-2.4684484446625405,12.927306774599588,199,clock_UTC_quote,3,False
joint_ols,e_origin,q10_minus_q50_h6,0.008773264199729014,-1.7094840861955976,1.6890565838662865,199,clock_UTC_quote,3,False
joint_ols,e_origin,h6_minus_h1_q10,-1.9466775774560559,-4.216949715996831,2.589285009756236,199,clock_UTC_quote,3,False
joint_ols,e_origin,h12_minus_h1_q10,-1.6373899892925983,-4.37253072096861,3.9232070976003626,199,clock_UTC_quote,3,False
pca_1,account_ls,q10_minus_q50_h6,-0.7931777343516602,-2.775300907869157,1.0057323480178615,199,clock_UTC_quote,3,False
pca_1,account_ls,h6_minus_h1_q10,-1.5923930190864457,-3.7253971055875934,2.915486943155306,199,clock_UTC_quote,3,False
pca_1,account_ls,h12_minus_h1_q10,-2.132300899349706,-5.062663540329428,0.9502924855244607,199,clock_UTC_quote,3,False
pca_1,btc_ret,q10_minus_q50_h6,-0.18698036619545,-1.096175569562395,1.7352462320464583,199,clock_UTC_quote,3,False
pca_1,btc_ret,h6_minus_h1_q10,-1.3190203804655598,-4.0553004741470895,2.1406149263739866,199,clock_UTC_quote,3,False
pca_1,btc_ret,h12_minus_h1_q10,-3.229779595352169,-7.455776139361027,0.008126939722623286,199,clock_UTC_quote,3,False
pca_1,btc_vol,q10_minus_q50_h6,-1.75998242629867,-4.021892589650602,1.0687383671899078,199,clock_UTC_quote,3,False
pca_1,btc_vol,h6_minus_h1_q10,0.532614196447043,-7.259211853293556,3.650211509967462,199,clock_UTC_quote,3,False
pca_1,btc_vol,h12_minus_h1_q10,0.5385462801523941,-10.092065225768247,3.856039906744662,199,clock_UTC_quote,3,False
pca_1,downside,q10_minus_q50_h6,1.4605909980180412,-1.7940974158264438,4.638727102571756,199,clock_UTC_quote,3,False
pca_1,downside,h6_minus_h1_q10,-0.24188630428240565,-6.077591523643554,9.156641800453405,199,clock_UTC_quote,3,False
pca_1,downside,h12_minus_h1_q10,0.44727174265916136,-2.4128126104955183,12.837955453761678,199,clock_UTC_quote,3,False
pca_1,e_origin,q10_minus_q50_h6,-0.04038815779405991,-1.6940197418000928,1.6352129768355077,199,clock_UTC_quote,3,False
pca_1,e_origin,h6_minus_h1_q10,-1.8951687616582973,-4.261926594100822,2.529123332470857,199,clock_UTC_quote,3,False
pca_1,e_origin,h12_minus_h1_q10,-1.663514489154112,-4.303844431132363,3.792366986168853,199,clock_UTC_quote,3,False
pca_2,account_ls,q10_minus_q50_h6,-0.5693704226944312,-1.1260203178606165,0.7233601511316071,199,clock_UTC_quote,3,False
pca_2,account_ls,h6_minus_h1_q10,-0.673423792346038,-3.016156153991777,3.095467909066401,199,clock_UTC_quote,3,False
pca_2,account_ls,h12_minus_h1_q10,-1.7658461256002576,-3.8860860846998997,2.8814431931270748,199,clock_UTC_quote,3,False
pca_2,btc_ret,q10_minus_q50_h6,0.1947456620197016,-0.6492685422180248,0.8555553524625479,199,clock_UTC_quote,3,False
pca_2,btc_ret,h6_minus_h1_q10,-0.31805723641077943,-3.1714696410831573,2.0678660306942653,199,clock_UTC_quote,3,False
pca_2,btc_ret,h12_minus_h1_q10,-0.4785614971526293,-3.946053871058669,2.035223043589084,199,clock_UTC_quote,3,False
pca_2,btc_vol,q10_minus_q50_h6,-0.8224019922698739,-2.313933838268513,0.8716485527329714,199,clock_UTC_quote,3,False
pca_2,btc_vol,h6_minus_h1_q10,1.3761896392685316,-4.618881244075404,4.430829786386794,199,clock_UTC_quote,3,False
pca_2,btc_vol,h12_minus_h1_q10,-0.9524109677674191,-7.353542359135082,3.7065657010714426,199,clock_UTC_quote,3,False
pca_2,downside,q10_minus_q50_h6,0.9992508811875763,-0.9154534747975263,2.426634271557422,199,clock_UTC_quote,3,False
pca_2,downside,h6_minus_h1_q10,0.846409778851511,-2.986155037207281,9.77734889949575,199,clock_UTC_quote,3,False
pca_2,downside,h12_minus_h1_q10,2.7480782474443517,-2.003188682962491,12.166866100398,199,clock_UTC_quote,3,False
pca_2,e_origin,q10_minus_q50_h6,-0.5274844254028689,-1.545018349324906,0.6409363226561846,199,clock_UTC_quote,3,False
pca_2,e_origin,h6_minus_h1_q10,-1.3836226858022975,-3.248420638750724,1.9168830070106648,199,clock_UTC_quote,3,False
pca_2,e_origin,h12_minus_h1_q10,-0.4629090396503146,-3.011035573378424,2.52674206602834,199,clock_UTC_quote,3,False
sequential_ols,account_ls,q10_minus_q50_h6,-0.8876878429052111,-2.901686308723258,0.897265480556697,199,clock_UTC_quote,3,False
sequential_ols,account_ls,h6_minus_h1_q10,-1.678527986948629,-3.716547049057102,2.896816628369362,199,clock_UTC_quote,3,False
sequential_ols,account_ls,h12_minus_h1_q10,-2.16060385121759,-5.0055716927139535,0.8826156491581744,199,clock_UTC_quote,3,False
sequential_ols,btc_ret,q10_minus_q50_h6,-0.23162956497863232,-1.1316270300262008,1.662015107665359,199,clock_UTC_quote,3,False
sequential_ols,btc_ret,h6_minus_h1_q10,-1.425396221659586,-4.101352114692145,2.2784576020542526,199,clock_UTC_quote,3,False
sequential_ols,btc_ret,h12_minus_h1_q10,-3.295684508778516,-7.372868829579951,0.2816449812225788,199,clock_UTC_quote,3,False
sequential_ols,btc_vol,q10_minus_q50_h6,-1.8479544279156088,-4.058818774341006,1.120034978191079,199,clock_UTC_quote,3,False
sequential_ols,btc_vol,h6_minus_h1_q10,0.5164206481050749,-7.424119999868875,3.7057404092024067,199,clock_UTC_quote,3,False
sequential_ols,btc_vol,h12_minus_h1_q10,0.5129670238037719,-10.257601252721264,3.736755292996798,199,clock_UTC_quote,3,False
sequential_ols,downside,q10_minus_q50_h6,1.4755788058975228,-1.8271080598124825,5.260543876947638,199,clock_UTC_quote,3,False
sequential_ols,downside,h6_minus_h1_q10,-0.07482412886123391,-6.212943024903915,9.402349096935467,199,clock_UTC_quote,3,False
sequential_ols,downside,h12_minus_h1_q10,0.6293054685458048,-2.465807191464991,13.009909183931097,199,clock_UTC_quote,3,False
sequential_ols,e_origin,q10_minus_q50_h6,-0.09677634486499354,-1.6991316966208363,1.6782767796395983,199,clock_UTC_quote,3,False
sequential_ols,e_origin,h6_minus_h1_q10,-1.9499104946291155,-4.200961616492526,2.5891538098432503,199,clock_UTC_quote,3,False
sequential_ols,e_origin,h12_minus_h1_q10,-1.6536388469182963,-4.356777892017661,3.915691126444451,199,clock_UTC_quote,3,False
ae_selected,account_ls,q10_minus_q50_h6,0.6569766276722732,-2.0245864181334157,1.4424481278179777,199,clock_NY_quote,7,True
ae_selected,account_ls,h6_minus_h1_q10,-0.1982811772435572,-2.982483842850876,2.9534909689779503,199,clock_NY_quote,7,True
ae_selected,account_ls,h12_minus_h1_q10,-1.1938461893580754,-2.7410653896032757,2.077072896904577,199,clock_NY_quote,7,True
ae_selected,btc_ret,q10_minus_q50_h6,0.3406656631302694,-0.7394255950706525,1.2511724621873455,199,clock_NY_quote,7,True
ae_selected,btc_ret,h6_minus_h1_q10,0.058737246571895,-2.6395481778749903,1.844549808253188,199,clock_NY_quote,7,True
ae_selected,btc_ret,h12_minus_h1_q10,1.2636175380677734,-1.8656302382877357,3.01444822186245,199,clock_NY_quote,7,True
ae_selected,btc_vol,q10_minus_q50_h6,-0.9797842390410452,-3.522730326307615,1.4839097255951816,199,clock_NY_quote,7,True
ae_selected,btc_vol,h6_minus_h1_q10,1.424374969949305,-6.5237066076321755,4.811106133136313,199,clock_NY_quote,7,True
ae_selected,btc_vol,h12_minus_h1_q10,-3.1516440556619525,-8.356081954095275,2.2595536767673807,199,clock_NY_quote,7,True
ae_selected,downside,q10_minus_q50_h6,1.2749416721769329,-1.3314309928776105,3.751661577882808,199,clock_NY_quote,7,True
ae_selected,downside,h6_minus_h1_q10,0.6717064111262496,-3.019461604405852,9.944896205858278,199,clock_NY_quote,7,True
ae_selected,downside,h12_minus_h1_q10,4.723748730450627,-0.571609285881301,12.035877275756276,199,clock_NY_quote,7,True
ae_selected,e_origin,q10_minus_q50_h6,-1.388871796316817,-2.3823933186544415,0.06947147694513163,199,clock_NY_quote,7,True
ae_selected,e_origin,h6_minus_h1_q10,-2.005866468687177,-4.242842002142573,0.6135145985594616,199,clock_NY_quote,7,True
ae_selected,e_origin,h12_minus_h1_q10,-0.9672143221119367,-4.918313808662121,1.569837329368304,199,clock_NY_quote,7,True
joint_ols,account_ls,q10_minus_q50_h6,0.8165714341136566,-0.930978686111739,2.2833150949849252,199,clock_NY_quote,7,True
joint_ols,account_ls,h6_minus_h1_q10,-2.2502072291868638,-5.380395220505618,1.5397765691244856,199,clock_NY_quote,7,True
joint_ols,account_ls,h12_minus_h1_q10,0.702096181476842,-3.148743998228119,2.6921978067370333,199,clock_NY_quote,7,True
joint_ols,btc_ret,q10_minus_q50_h6,-0.06042239778623269,-1.0809826913360838,0.9914758403096984,199,clock_NY_quote,7,True
joint_ols,btc_ret,h6_minus_h1_q10,-2.1105067905357004,-4.838126925308434,1.172747565623682,199,clock_NY_quote,7,True
joint_ols,btc_ret,h12_minus_h1_q10,1.8232864510366078,-1.8165777035379536,2.89150741576161,199,clock_NY_quote,7,True
joint_ols,btc_vol,q10_minus_q50_h6,-3.1912712472309632,-5.2610438441380705,1.0691143337507822,199,clock_NY_quote,7,True
joint_ols,btc_vol,h6_minus_h1_q10,-0.017912392560886614,-7.049796346617474,3.276579207950465,199,clock_NY_quote,7,True
joint_ols,btc_vol,h12_minus_h1_q10,-1.7067933950673884,-9.073407970349223,0.7390141133618436,199,clock_NY_quote,7,True
joint_ols,downside,q10_minus_q50_h6,2.8414982131720454,-1.5437430612413334,5.895427651251236,199,clock_NY_quote,7,True
joint_ols,downside,h6_minus_h1_q10,3.0506821036410603,-1.7423912581130512,13.992716236915888,199,clock_NY_quote,7,True
joint_ols,downside,h12_minus_h1_q10,4.774586501031228,0.6003917532146879,14.306861428432407,199,clock_NY_quote,7,True
joint_ols,e_origin,q10_minus_q50_h6,-0.5456736703991538,-2.0861687360927204,0.815956616044765,199,clock_NY_quote,7,True
joint_ols,e_origin,h6_minus_h1_q10,-1.9050789465728672,-2.730638793035191,1.080026919740484,199,clock_NY_quote,7,True
joint_ols,e_origin,h12_minus_h1_q10,-2.1306578941774656,-3.5040767495873375,1.3922703956432965,199,clock_NY_quote,7,True
pca_1,account_ls,q10_minus_q50_h6,0.7524561190047372,-1.0043985943310674,2.1741370902280535,199,clock_NY_quote,7,True
pca_1,account_ls,h6_minus_h1_q10,-1.9412225327207253,-5.41018733011333,1.6786262946451864,199,clock_NY_quote,7,True
pca_1,account_ls,h12_minus_h1_q10,1.0560261101752624,-3.0252607051285327,2.604199141405033,199,clock_NY_quote,7,True
pca_1,btc_ret,q10_minus_q50_h6,-0.10521732911694881,-1.066210119249147,0.9296333953251333,199,clock_NY_quote,7,True
pca_1,btc_ret,h6_minus_h1_q10,-2.275629080410075,-4.586570722506121,1.1221093311686723,199,clock_NY_quote,7,True
pca_1,btc_ret,h12_minus_h1_q10,1.8109617158108082,-1.9884249509135214,2.8739682874815626,199,clock_NY_quote,7,True
pca_1,btc_vol,q10_minus_q50_h6,-3.119703728832264,-5.220565170325491,1.148843357886325,199,clock_NY_quote,7,True
pca_1,btc_vol,h6_minus_h1_q10,0.3239169038773349,-7.047359454076687,3.3751338690660173,199,clock_NY_quote,7,True
pca_1,btc_vol,h12_minus_h1_q10,-1.5498613915961568,-8.871178792919647,0.8026273211344477,199,clock_NY_quote,7,True
pca_1,downside,q10_minus_q50_h6,2.8456514682525897,-1.3655593421407162,5.884697450610414,199,clock_NY_quote,7,True
pca_1,downside,h6_minus_h1_q10,2.6255051347364127,-2.293521166628502,14.273633092016789,199,clock_NY_quote,7,True
pca_1,downside,h12_minus_h1_q10,4.575809436301089,0.6519146668615106,14.10831274335578,199,clock_NY_quote,7,True
pca_1,e_origin,q10_minus_q50_h6,-0.5689980098660141,-2.023771262231641,0.8080446404848493,199,clock_NY_quote,7,True
pca_1,e_origin,h6_minus_h1_q10,-1.9513334980300043,-2.7340076523626857,0.9519255096437353,199,clock_NY_quote,7,True
pca_1,e_origin,h12_minus_h1_q10,-2.0910330984878334,-3.5180688696987383,1.4058240532399673,199,clock_NY_quote,7,True
pca_2,account_ls,q10_minus_q50_h6,-0.21741937566714498,-1.5082425767367305,1.0874103238840631,199,clock_NY_quote,7,True
pca_2,account_ls,h6_minus_h1_q10,0.9312118302374841,-1.4627948848788557,2.351746938854097,199,clock_NY_quote,7,True
pca_2,account_ls,h12_minus_h1_q10,-0.20648587855683442,-1.8212135241824197,1.3621737100248852,199,clock_NY_quote,7,True
pca_2,btc_ret,q10_minus_q50_h6,0.1212132803716194,-1.0655218753643443,0.5885756618392236,199,clock_NY_quote,7,True
pca_2,btc_ret,h6_minus_h1_q10,-0.46747638728791985,-1.9025318468709524,1.2274250416099817,199,clock_NY_quote,7,True
pca_2,btc_ret,h12_minus_h1_q10,-0.7181468941106088,-2.9601015961297885,2.1100104760592706,199,clock_NY_quote,7,True
pca_2,btc_vol,q10_minus_q50_h6,-2.503244179510731,-4.472630340451619,0.19539738295095876,199,clock_NY_quote,7,True
pca_2,btc_vol,h6_minus_h1_q10,0.07530403634514293,-4.005578026908262,2.859610187548956,199,clock_NY_quote,7,True
pca_2,btc_vol,h12_minus_h1_q10,-4.126909162379647,-7.452834920794592,0.8446068508884972,199,clock_NY_quote,7,True
pca_2,downside,q10_minus_q50_h6,2.167874581707956,-1.191464430536288,4.401153204993119,199,clock_NY_quote,7,True
pca_2,downside,h6_minus_h1_q10,1.227109978195604,-1.8818254525793132,6.602175645705243,199,clock_NY_quote,7,True
pca_2,downside,h12_minus_h1_q10,5.318591582464712,-0.5294457375440267,9.409013073478704,199,clock_NY_quote,7,True
pca_2,e_origin,q10_minus_q50_h6,-0.2557322009095534,-1.47540906359206,0.7008290108164017,199,clock_NY_quote,7,True
pca_2,e_origin,h6_minus_h1_q10,-2.11204426221539,-3.195508243838467,0.7669462686935428,199,clock_NY_quote,7,True
pca_2,e_origin,h12_minus_h1_q10,-2.1716376888109714,-3.7564475068680228,0.36408289066539246,199,clock_NY_quote,7,True
sequential_ols,account_ls,q10_minus_q50_h6,0.8046292776921637,-0.9720629415158252,2.257544595180464,199,clock_NY_quote,7,True
