mode,definition,comparison,primary_comparison,calibration,n,reference_information,reference_strategy,candidate_information,candidate_strategy,fold,difference_bp,improvement_pct
available_macro,CAP,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,2026-03,-0.03985620671003054,-3.0973135053397716
available_macro,CAP,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2025-12,0.018254574373795407,1.5542197809075065
available_macro,CAP,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2026-01,-0.0008647575238929228,-0.0728519920146109
available_macro,CAP,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2026-02,-0.04510519817396941,-3.627058576800568
available_macro,CAP,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2026-03,-0.06124317352731867,-4.839780261890048
available_macro,CAP,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2025-12,0.20245500785063664,14.900450533897736
available_macro,CAP,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2026-01,0.04513792142501871,3.6607950792052146
available_macro,CAP,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2026-02,0.1326921639017573,9.335495463238086
available_macro,CAP,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2026-03,-0.0440981165746821,-3.4382959317851736
available_macro,CAP,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2025-12,0.35318384938746705,23.118653559523793
available_macro,CAP,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2026-01,0.07886296852395547,6.22994716186348
available_macro,CAP,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2026-02,0.045207475872617975,3.507765847898503
available_macro,CAP,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2026-03,-0.029522350596238756,-2.388752429176133
available_macro,CAP,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2025-12,0.32141469499646114,21.039113185527427
available_macro,CAP,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2026-01,0.05449007804706962,4.304559078015724
available_macro,CAP,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2026-02,0.027185189123160924,2.1093696592037414
available_macro,CAP,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2026-03,-0.026476654191839755,-2.142314915305943
available_macro,CAP,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2025-12,0.3910892354830082,25.52306176650383
available_macro,CAP,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2026-01,0.07402108469120838,5.847452297588463
available_macro,CAP,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2026-02,0.009127630714579338,0.7082366505718585
available_macro,CAP,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2026-03,-0.02718664649063962,-2.158333966085868
available_macro,CAP,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2025-12,0.34933362294076353,22.798028752752643
available_macro,CAP,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2026-01,0.03810798894407652,3.01042126627985
available_macro,CAP,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2026-02,-0.011236668979407893,-0.8718824249593027
available_macro,CAP,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2026-03,-0.06807298878420998,-5.404279778181853
available_macro,CAP,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2025-12,0.30295700612047227,20.761580826215077
available_macro,CAP,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2026-01,0.07799821100006255,6.161633810457734
available_macro,CAP,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2026-02,0.01426724419340708,1.1070326524373453
available_macro,CAP,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2026-03,-0.040629674450700204,-3.2568817232418112
available_macro,CAP,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2025-12,0.2807847097910281,19.242117955092386
available_macro,CAP,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2026-01,0.03992245448600129,3.1537588132272476
available_macro,CAP,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2026-02,0.0001022776986485674,0.007935993138219466
available_macro,CAP,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2026-03,-0.07915314735981727,-6.3449299670382375
available_macro,CAP,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2025-12,0.34933362294076353,22.798028752752643
available_macro,CAP,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2026-01,0.07402108469120838,5.847452297588463
available_macro,CAP,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2026-02,0.009127630714579338,0.7082366505718585
available_macro,CAP,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2026-03,-0.02718664649063962,-2.158333966085868
available_macro,CAP,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2025-12,0.033308667582631735,2.8359461564282595
available_macro,CAP,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2026-01,-0.004841883832747085,-0.40790727177606456
available_macro,CAP,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2026-02,-0.027712908743075415,-2.1966523170607877
available_macro,CAP,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2026-03,-0.06531900551525749,-5.174329438987235
available_macro,CAP,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2025-12,-0.015054093208836328,-1.3191363727827365
available_macro,CAP,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2026-01,0.003977126308854162,0.33369411719194053
available_macro,CAP,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2026-02,0.0006299973185630581,0.04886312544840621
available_macro,CAP,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2026-03,0.0010301355835398152,0.07758882040314052
available_macro,CAP,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2025-12,0.018254574373795407,1.5542197809075065
available_macro,CAP,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2026-01,-0.0008647575238929228,-0.0728519920146109
available_macro,CAP,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2026-02,-0.027082911424512357,-2.146715838635016
available_macro,CAP,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2026-03,-0.06428886993171767,-5.092725917408614
available_macro,EQ,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,2025-12,0.3724493711475114,18.38217143929772
available_macro,EQ,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,2026-01,-0.12594752645644247,-8.707064213845438
available_macro,EQ,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,2026-02,-0.1435290462252481,-7.176441109752063
available_macro,EQ,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,2026-03,-0.055997619100674356,-2.7737205066477255
available_macro,EQ,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,2025-12,0.38952355684867945,18.909219471710227
available_macro,EQ,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,2026-01,-0.1708911900741743,-12.178497878734241
available_macro,EQ,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,2026-02,-0.17092790766653154,-8.818070920479592
available_macro,EQ,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,2026-03,0.018821847116868184,0.9201405575718913
available_macro,EQ,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,2025-12,-0.0022050068764853936,-0.13333816646263763
available_macro,EQ,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,2026-01,-0.011506803836879742,-0.7317774915572395
available_macro,EQ,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,2026-02,0.004677847719870787,0.21823081499634522
available_macro,EQ,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,2026-03,0.10496109351318861,5.058705571560962
available_macro,EQ,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,2025-12,-0.01454256587101499,-0.8782271837736388
available_macro,EQ,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,2026-01,0.009840740170842244,0.6212774707840207
available_macro,EQ,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,2026-02,0.02954431963038706,1.3813151905981869
available_macro,EQ,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,2026-03,-0.05681898260016904,-2.8843593143240254
available_macro,EQ,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,2025-12,-0.016747572747500383,-1.0127363622604912
available_macro,EQ,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,2026-01,-0.0016660636660374983,-0.10595365208192487
available_macro,EQ,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,2026-02,0.03422216735025785,1.5965315501964228
available_macro,EQ,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,2026-03,0.048142110913019565,2.3202575025744854
available_macro,EQ,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,2025-12,0.09824835699906642,5.5548622707455415
available_macro,EQ,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,2026-01,-0.05127093721102627,-3.3667955106372327
available_macro,EQ,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,2026-02,-0.0622040557438126,-3.0386339260799033
available_macro,EQ,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,2026-03,0.284912931356065,12.325188059415593
available_macro,EQ,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,2025-12,0.3724493711475114,18.38217143929772
available_macro,EQ,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,2026-01,-0.06909457019542975,-4.77667864106659
available_macro,EQ,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,2026-02,-0.1435290462252481,-7.176441109752063
available_macro,EQ,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,2026-03,-0.055997619100674356,-2.7737205066477255
available_macro,EQ,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,2025-12,0.35046342121184426,17.297058851436265
available_macro,EQ,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,2026-01,-0.12594752645644247,-8.707064213845438
available_macro,EQ,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,2026-02,-0.13711591624444175,-6.855785111214896
available_macro,EQ,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,2026-03,-0.04116000865609637,-2.0387716816666845
available_macro,EQ,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,2025-12,0.29502336022098885,15.122240725555569
available_macro,EQ,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,2026-01,-0.05742814898504878,-4.075513394232688
available_macro,EQ,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,2026-02,-0.1955445195307417,-10.062447040523704
available_macro,EQ,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,2026-03,-0.034894484112550916,-1.7669700685580603
available_macro,EQ,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,2025-12,0.24801595911387952,12.712745982861351
available_macro,EQ,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,2026-01,-0.17485032050126792,-12.408632974994882
available_macro,EQ,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,2026-02,-0.2131167898905384,-10.966691456585798
available_macro,EQ,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,2026-03,0.0049207283445951155,0.24917347029289605
available_macro,EQ,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,2025-12,0.38952355684867945,18.909219471710227
available_macro,EQ,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,2026-01,-0.05508429853770247,-3.9255622984531557
available_macro,EQ,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,2026-02,-0.17092790766653154,-8.818070920479592
available_macro,EQ,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,2026-03,0.018821847116868184,0.9201405575718913
available_macro,EQ,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,2025-12,0.375909565791789,18.24833532169039
available_macro,EQ,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,2026-01,-0.1708911900741743,-12.178497878734241
available_macro,EQ,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,2026-02,-0.20380219577927594,-10.514036242912539
available_macro,EQ,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,2026-03,0.11213002265246819,5.48168205401719
available_macro,EQ,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,2025-12,0.29502336022098885,15.122240725555569
available_macro,EQ,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,2026-01,-0.17485032050126792,-12.408632974994882
available_macro,EQ,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,2026-02,-0.1955445195307417,-10.062447040523704
available_macro,EQ,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,2026-03,0.0049207283445951155,0.24917347029289605
available_macro,EQ,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,2025-12,-0.0022050068764853936,-0.13333816646263763
available_macro,EQ,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,2026-01,-0.011506803836879742,-0.7317774915572395
available_macro,EQ,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,2026-02,0.004677847719870787,0.21823081499634522
available_macro,EQ,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,2026-03,0.06514588105604258,3.1397713231812063
available_macro,EQ,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,2025-12,-0.01454256587101499,-0.8782271837736388
available_macro,EQ,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,2026-01,0.009840740170842244,0.6212774707840207
available_macro,EQ,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,2026-02,0.02954431963038706,1.3813151905981869
available_macro,EQ,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,2026-03,-0.01700377014302301,-0.8460787588485674
available_macro,EQ,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,2025-12,-0.016747572747500383,-1.0127363622604912
available_macro,EQ,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,2026-01,-0.0016660636660374983,-0.10595365208192487
available_macro,EQ,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,2026-02,0.03422216735025785,1.5965315501964228
available_macro,EQ,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,2026-03,0.048142110913019565,2.3202575025744854
available_macro,EQ,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,2025-12,0.20923145111174302,11.450130614543463
available_macro,EQ,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,2026-01,0.02683601259311308,1.8196626594729204
available_macro,EQ,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,2026-02,0.04472163613611424,2.336810990737226
available_macro,EQ,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,2026-03,-0.03514121750629973,-1.9140540590732114
available_macro,EQ,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,2025-12,0.20997869730047936,11.378321334588692
available_macro,EQ,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,2026-01,-0.01674042388118968,-1.1726073951588312
available_macro,EQ,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,2026-02,0.0498530198309306,2.5888840020708237
available_macro,EQ,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,2026-03,-0.006003316025116279,-0.3240422933578069
available_macro,EQ,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,2025-12,-0.027856590302043127,-1.7215653209870174
available_macro,EQ,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,2026-01,-0.005204750330199737,-0.3594581026698851
available_macro,EQ,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,2026-02,-0.01023845401232637,-0.5477840536084244
available_macro,EQ,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,2026-03,0.024081343690829815,1.2870162597297452
available_macro,EQ,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,2025-12,0.010504177852295404,0.6381820439770092
available_macro,EQ,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,2026-01,0.008783914756617328,0.6044747733677469
available_macro,EQ,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,2026-02,0.00350226649658425,0.186359564729488
available_macro,EQ,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,2026-03,-0.011619505724964174,-0.6290956651296087
available_macro,EQ,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2025-12,-0.017352412449747723,-1.0723965562561277
available_macro,EQ,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2026-01,0.0035791644264175915,0.2471895042493233
available_macro,EQ,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2026-02,-0.00673618751574212,-0.36040364090097476
available_macro,EQ,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2026-03,0.01246183796586564,0.6660171580996077
available_macro,EQ,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2025-12,0.10827399474332244,6.209357388712167
