mode,definition,information,strategy,calibration,n,days,seeds,loss_bp,below_rate,below_lo,below_hi,mean_absolute_correction_bp
available_macro,EQ,F,matched_full_spec,raw,1088,78,4,1.8231752678509154,0.19852941176470587,0.17618119656515666,0.2214493010684384,4.940728788035908
available_macro,EQ,F,ml_selected,raw,1088,78,4,1.8231752678509154,0.19852941176470587,0.17618119656515666,0.2214493010684384,4.940728788035908
available_macro,EQ,F,qrf,raw,1088,78,4,1.7918818614982288,0.19278492647058823,0.17010333154052015,0.2160384488862433,4.888753944359472
available_macro,EQ,F,threshold,raw,1088,78,4,1.8742124404565836,0.19852941176470587,0.1795190376846925,0.21715394515357153,4.995614775841248
available_macro,EQ,R,boosting,raw,1088,78,4,1.8375415586594488,0.19738051470588236,0.17429028154254517,0.21886080410302552,4.854740350086605
available_macro,EQ,R,linear,raw,1088,78,4,1.8614394077153253,0.16268382352941177,0.14005075103380094,0.18921439808139318,4.339335005771329
available_macro,EQ,R,matched_full_spec,raw,1088,78,4,1.835608133810296,0.19600183823529413,0.17255933873827786,0.21866450984398125,4.891793439795667
available_macro,EQ,R,ml_selected,raw,1088,78,4,1.835608133810296,0.19600183823529413,0.17255933873827786,0.21866450984398125,4.891793439795667
available_macro,EQ,R,qrf,raw,1088,78,4,1.8202452945265297,0.19163602941176472,0.1706614017153685,0.21235809158421395,4.85387710892555
available_macro,EQ,R,threshold,raw,1088,78,4,1.8447171864739869,0.203125,0.18088206270178483,0.2261215803384478,5.24319358635664
available_macro,EQ,B,boosting,calibrated,1088,78,4,1.7069286618550972,0.1017922794117647,0.08636766827943299,0.11835574793423631,4.850043061413086
available_macro,EQ,B,linear,calibrated,1088,78,4,1.7255309402952548,0.09926470588235294,0.08239972766602892,0.11584235031805365,3.9285050703238453
available_macro,EQ,B,matched_full_spec,calibrated,1088,78,4,1.6904156229570928,0.1015625,0.0867936375372454,0.11728023550228994,4.888414050810264
available_macro,EQ,B,ml_selected,calibrated,1088,78,4,1.6910524881787665,0.10064338235294118,0.0865565715178868,0.11583980549739988,4.801849068834895
available_macro,EQ,B,qrf,calibrated,1088,78,4,1.6825451221641334,0.10294117647058823,0.08734836606700776,0.11816321120374433,4.72453318880208
available_macro,EQ,B,threshold,calibrated,1088,78,4,1.7162856066038452,0.09099264705882353,0.07772511848341232,0.10438153670912291,4.737090808997592
available_macro,EQ,F,boosting,calibrated,1088,78,4,1.6944391426875562,0.10018382352941177,0.08524812116763666,0.11446618954283838,4.78947110425774
available_macro,EQ,F,linear,calibrated,1088,78,4,1.7545069312771606,0.09834558823529412,0.08499245565469472,0.11130587204206836,4.149860761487529
available_macro,EQ,F,matched_full_spec,calibrated,1088,78,4,1.6869023111801087,0.10317095588235294,0.08848445685139233,0.11890446051838456,4.940728788035908
available_macro,EQ,F,ml_selected,calibrated,1088,78,4,1.6869023111801087,0.10317095588235294,0.08848445685139233,0.11890446051838456,4.940728788035908
available_macro,EQ,F,qrf,calibrated,1088,78,4,1.6733856821398205,0.10409007352941177,0.08964129488189461,0.11947422297364693,4.888753944359472
available_macro,EQ,F,threshold,calibrated,1088,78,4,1.7333026522744996,0.09466911764705882,0.08021049453064882,0.1103215118419438,4.995614775841248
available_macro,EQ,R,boosting,calibrated,1088,78,4,1.7046429727761454,0.10018382352941177,0.08617731280380599,0.11346153846153846,4.854740350086605
available_macro,EQ,R,linear,calibrated,1088,78,4,1.7559074320174464,0.0974264705882353,0.08215246863617968,0.11274305103644854,4.339335005771329
available_macro,EQ,R,matched_full_spec,calibrated,1088,78,4,1.683446121999343,0.10546875,0.09137265180980068,0.12055075533925418,4.891793439795667
available_macro,EQ,R,ml_selected,calibrated,1088,78,4,1.683446121999343,0.10546875,0.09137265180980068,0.12055075533925418,4.891793439795667
available_macro,EQ,R,qrf,calibrated,1088,78,4,1.687110343991599,0.10202205882352941,0.08783028619346413,0.11661824085224151,4.85387710892555
available_macro,EQ,R,threshold,calibrated,1088,78,4,1.6912303534587543,0.09191176470588236,0.07825295723384895,0.10581940931768867,5.24319358635664
available_macro,PCA,B,boosting,raw,1088,78,1,1.8169105877744967,0.19669117647058823,0.17737390185570967,0.21510077749715248,4.786815432569892
available_macro,PCA,B,linear,raw,1088,78,1,1.7899998461921698,0.1636029411764706,0.14092122229610335,0.1880645282051725,3.8802073904571626
available_macro,PCA,B,matched_full_spec,raw,1088,78,1,1.7786846362810838,0.18474264705882354,0.1630109760948829,0.20610184194312028,4.707921085462772
available_macro,PCA,B,ml_selected,raw,1088,78,1,1.7786846362810838,0.18474264705882354,0.1630109760948829,0.20610184194312028,4.707921085462772
available_macro,PCA,B,qrf,raw,1088,78,1,1.7786846362810838,0.18474264705882354,0.1630109760948829,0.20610184194312028,4.707921085462772
available_macro,PCA,B,threshold,raw,1088,78,1,1.7550771483890277,0.16084558823529413,0.1428447204968944,0.17912355447352404,4.034437011050677
available_macro,PCA,F,boosting,raw,1088,78,1,1.8031518145005698,0.20036764705882354,0.17970679283779506,0.21968848374823768,4.804772229212283
available_macro,PCA,F,linear,raw,1088,78,1,1.8319166266083755,0.1645220588235294,0.14090806273248216,0.1908435857346002,4.0900907894331935
available_macro,PCA,F,matched_full_spec,raw,1088,78,1,1.776112495741919,0.19301470588235295,0.17002407393026325,0.2158044901777362,4.826417049395826
available_macro,PCA,F,ml_selected,raw,1088,78,1,1.776112495741919,0.19301470588235295,0.17002407393026325,0.2158044901777362,4.826417049395826
available_macro,PCA,F,qrf,raw,1088,78,1,1.776112495741919,0.19301470588235295,0.17002407393026325,0.2158044901777362,4.826417049395826
available_macro,PCA,F,threshold,raw,1088,78,1,1.7307580274933456,0.16084558823529413,0.140774210769189,0.18070123445532366,3.532860433841197
available_macro,PCA,R,boosting,raw,1088,78,1,1.833486474979147,0.19761029411764705,0.17612372691302297,0.21827309988000063,4.968960689620342
available_macro,PCA,R,linear,raw,1088,78,1,1.8503960975896387,0.16544117647058823,0.1429940624607602,0.19168896975130412,4.335928241200675
available_macro,PCA,R,matched_full_spec,raw,1088,78,1,1.8013122828276131,0.19209558823529413,0.17156005915901584,0.21215570087919278,4.8107358463071215
available_macro,PCA,R,ml_selected,raw,1088,78,1,1.8013122828276131,0.19209558823529413,0.17156005915901584,0.21215570087919278,4.8107358463071215
available_macro,PCA,R,qrf,raw,1088,78,1,1.8013122828276131,0.19209558823529413,0.17156005915901584,0.21215570087919278,4.8107358463071215
available_macro,PCA,R,threshold,raw,1088,78,1,1.8222172966046448,0.19852941176470587,0.17587992534538044,0.2214871375388064,5.0808424411960456
available_macro,PCA,B,boosting,calibrated,1088,78,1,1.7034973505219517,0.10110294117647059,0.08492469758872066,0.11764996799906906,4.786815432569892
available_macro,PCA,B,linear,calibrated,1088,78,1,1.7141200424464542,0.10018382352941177,0.08355037875471225,0.11652982145484575,3.8802073904571626
available_macro,PCA,B,matched_full_spec,calibrated,1088,78,1,1.6705474897337118,0.10294117647058823,0.08707975814140197,0.11952191235059761,4.707921085462772
available_macro,PCA,B,ml_selected,calibrated,1088,78,1,1.6705474897337118,0.10294117647058823,0.08707975814140197,0.11952191235059761,4.707921085462772
available_macro,PCA,B,qrf,calibrated,1088,78,1,1.6705474897337118,0.10294117647058823,0.08707975814140197,0.11952191235059761,4.707921085462772
available_macro,PCA,B,threshold,calibrated,1088,78,1,1.7336934794199048,0.08731617647058823,0.07426778084279971,0.10111317254174397,4.034437011050677
available_macro,PCA,F,boosting,calibrated,1088,78,1,1.6804243652814814,0.09466911764705882,0.08120107638405136,0.10847873783671068,4.804772229212283
available_macro,PCA,F,linear,calibrated,1088,78,1,1.738299700238788,0.09650735294117647,0.08268481930138988,0.10950978615440378,4.0900907894331935
available_macro,PCA,F,matched_full_spec,calibrated,1088,78,1,1.6537330149899987,0.10477941176470588,0.09130778695063971,0.1192078874625339,4.826417049395826
available_macro,PCA,F,ml_selected,calibrated,1088,78,1,1.6537330149899987,0.10477941176470588,0.09130778695063971,0.1192078874625339,4.826417049395826
available_macro,PCA,F,qrf,calibrated,1088,78,1,1.6537330149899987,0.10477941176470588,0.09130778695063971,0.1192078874625339,4.826417049395826
available_macro,PCA,F,threshold,calibrated,1088,78,1,1.7047040873200028,0.09466911764705882,0.07665086805412535,0.11293731549525783,3.532860433841197
available_macro,PCA,R,boosting,calibrated,1088,78,1,1.6939787080069713,0.09834558823529412,0.08514177131778677,0.11232162720483076,4.968960689620342
available_macro,PCA,R,linear,calibrated,1088,78,1,1.7460999253897447,0.0974264705882353,0.08205103455103455,0.1126283206252319,4.335928241200675
available_macro,PCA,R,matched_full_spec,calibrated,1088,78,1,1.6684630170173775,0.09926470588235294,0.08537029396021055,0.11397475403362078,4.8107358463071215
available_macro,PCA,R,ml_selected,calibrated,1088,78,1,1.6684630170173775,0.09926470588235294,0.08537029396021055,0.11397475403362078,4.8107358463071215
available_macro,PCA,R,qrf,calibrated,1088,78,1,1.6684630170173775,0.09926470588235294,0.08537029396021055,0.11397475403362078,4.8107358463071215
available_macro,PCA,R,threshold,calibrated,1088,78,1,1.6750111642754184,0.09466911764705882,0.08102519671856688,0.1088893369417364,5.0808424411960456
strict,EQ,B,boosting,raw,467,77,1,1.9904247830967072,0.22483940042826553,0.19834710743801653,0.2510405432577184,6.12258873583139
strict,EQ,B,linear,raw,467,77,1,2.1092612312068626,0.18201284796573874,0.15211701493492727,0.21486114671451764,5.619571691408673
strict,EQ,B,matched_full_spec,raw,467,77,1,1.970617132965711,0.21413276231263384,0.1884320296521063,0.2397267670641143,6.178472741788181
strict,EQ,B,ml_selected,raw,467,77,1,1.9253656507090855,0.18843683083511778,0.16666666666666666,0.21174255948294013,5.619703159059537
strict,EQ,B,qrf,raw,467,77,1,1.8328261687170981,0.17130620985010706,0.14986244299272772,0.19409800708257985,4.976422945261149
strict,EQ,B,threshold,raw,467,77,1,1.9036740755923192,0.20770877944325483,0.17881852315394245,0.23903735632183906,5.335099990811241
strict,EQ,F,boosting,raw,467,77,1,1.9536719026739413,0.22269807280513917,0.1955879784676707,0.25,6.351418903707661
strict,EQ,F,linear,raw,467,77,1,2.1628471257030832,0.2012847965738758,0.17034468654718524,0.2342083963591009,6.0858263433937765
strict,EQ,F,matched_full_spec,raw,467,77,1,1.9472116489447218,0.21199143468950749,0.1867881548974943,0.23770991603358654,6.184863527202308
strict,EQ,F,ml_selected,raw,467,77,1,1.9472116489447218,0.21199143468950749,0.1867881548974943,0.23770991603358654,6.184863527202308
strict,EQ,F,qrf,raw,467,77,1,1.8437074964299034,0.1777301927194861,0.1564907523966302,0.1980761454808572,5.006318802495903
strict,EQ,F,threshold,raw,467,77,1,1.9002419351549624,0.20556745182012848,0.17736857908351814,0.23481245961687747,5.322979585935782
strict,EQ,R,boosting,raw,467,77,1,1.999582799303768,0.21841541755888652,0.19320359524450312,0.2420563634023935,6.120041645522222
strict,EQ,R,linear,raw,467,77,1,2.158358869017052,0.18843683083511778,0.15789473684210525,0.22026431718061673,6.272032672385915
strict,EQ,R,matched_full_spec,raw,467,77,1,1.9953946047959796,0.21627408993576017,0.19139585822381522,0.24033084889717035,6.12531691157433
strict,EQ,R,ml_selected,raw,467,77,1,1.9828290021962933,0.21841541755888652,0.19347512971909106,0.24201058662711222,6.08558419955521
strict,EQ,R,qrf,raw,467,77,1,1.825843330124585,0.17558886509635974,0.14934918023153318,0.2012368028929149,4.7171620116687905
strict,EQ,R,threshold,raw,467,77,1,1.9040936287788284,0.2012847965738758,0.17175434869207276,0.23246644295302013,5.498730280503375
strict,EQ,B,boosting,calibrated,467,77,1,1.799831653494841,0.08779443254817987,0.06183368869936034,0.11458665074309977,6.12258873583139
strict,EQ,B,linear,calibrated,467,77,1,1.998704116716691,0.09850107066381156,0.06694024478041757,0.13305247597930522,5.619571691408673
strict,EQ,B,matched_full_spec,calibrated,467,77,1,1.784411774671616,0.08993576017130621,0.06302355492787248,0.1189536890086366,6.178472741788181
strict,EQ,B,ml_selected,calibrated,467,77,1,1.7788926089349348,0.08779443254817987,0.06415929203539823,0.11368862275449101,5.619703159059537
strict,EQ,B,qrf,calibrated,467,77,1,1.7696279591195223,0.09421841541755889,0.0721730003101219,0.11822018004501125,4.976422945261149
strict,EQ,B,threshold,calibrated,467,77,1,1.7157815169200654,0.09421841541755889,0.0689616858237548,0.12220072414573432,5.335099990811241
strict,EQ,F,boosting,calibrated,467,77,1,1.7905310187125676,0.09421841541755889,0.07173051047010344,0.11670820640635096,6.351418903707661
strict,EQ,F,linear,calibrated,467,77,1,2.0039001126061,0.1006423982869379,0.06910702316228495,0.13496472135852666,6.0858263433937765
strict,EQ,F,matched_full_spec,calibrated,467,77,1,1.7814532369714746,0.09850107066381156,0.0755108905895215,0.12277170566502463,6.184863527202308
strict,EQ,F,ml_selected,calibrated,467,77,1,1.7814532369714746,0.09850107066381156,0.0755108905895215,0.12277170566502463,6.184863527202308
strict,EQ,F,qrf,calibrated,467,77,1,1.7730807242908726,0.09850107066381156,0.07639690582849869,0.12229171347963948,5.006318802495903
strict,EQ,F,threshold,calibrated,467,77,1,1.697289352990359,0.08779443254817987,0.06389625265913926,0.11253401513112646,5.322979585935782
strict,EQ,R,boosting,calibrated,467,77,1,1.7705590676558982,0.10706638115631692,0.08087220557012614,0.13412960042372712,6.120041645522222
strict,EQ,R,linear,calibrated,467,77,1,1.9806967680589849,0.09850107066381156,0.0692398375950698,0.13043478260869565,6.272032672385915
strict,EQ,R,matched_full_spec,calibrated,467,77,1,1.7661603428278623,0.10278372591006424,0.07658618216590964,0.13101152552079603,6.12531691157433
strict,EQ,R,ml_selected,calibrated,467,77,1,1.7765552245840137,0.1006423982869379,0.07326170400201358,0.12910893501137594,6.08558419955521
strict,EQ,R,qrf,calibrated,467,77,1,1.7975295351743352,0.08993576017130621,0.0672618340898505,0.11411369652310774,4.7171620116687905
strict,EQ,R,threshold,calibrated,467,77,1,1.7356106801338813,0.08137044967880086,0.05854195721390417,0.10557830788646656,5.498730280503375
