definition,fold,candidate,kind,rule,rule_rank,score,n
CAP,2026-02,12,qrf,local180,3,2.0562427847834583,400
CAP,2026-02,12,qrf,local_scaled180,4,2.0832248076593163,400
CAP,2026-02,12,qrf,local_shrink180,5,1.9633260583720504,400
CAP,2026-02,12,qrf,local_scaled_shrink180,6,1.9742303693798249,400
CAP,2026-02,13,qrf,global60,0,2.0270873966014067,400
CAP,2026-02,13,qrf,global180,1,1.8865082918966465,400
CAP,2026-02,13,qrf,scaled180,2,1.8858683043113098,400
CAP,2026-02,13,qrf,local180,3,2.036750390938532,400
CAP,2026-02,13,qrf,local_scaled180,4,2.0650480197937475,400
CAP,2026-02,13,qrf,local_shrink180,5,1.943567482260116,400
CAP,2026-02,13,qrf,local_scaled_shrink180,6,1.9571365305462967,400
CAP,2026-02,14,qrf,global60,0,1.9009392994834218,400
CAP,2026-02,14,qrf,global180,1,1.759314448877327,400
CAP,2026-02,14,qrf,scaled180,2,1.757506933567291,400
CAP,2026-02,14,qrf,local180,3,1.9024865619992835,400
CAP,2026-02,14,qrf,local_scaled180,4,1.9298079325815858,400
CAP,2026-02,14,qrf,local_shrink180,5,1.8141396560818606,400
CAP,2026-02,14,qrf,local_scaled_shrink180,6,1.8273637648668346,400
CAP,2026-02,15,qrf,global60,0,1.4415183006188017,400
CAP,2026-02,15,qrf,global180,1,1.436746655278949,400
CAP,2026-02,15,qrf,scaled180,2,1.4430443493494756,400
CAP,2026-02,15,qrf,local180,3,1.4721131889844883,400
CAP,2026-02,15,qrf,local_scaled180,4,1.4682082203755622,400
CAP,2026-02,15,qrf,local_shrink180,5,1.4435717405197408,400
CAP,2026-02,15,qrf,local_scaled_shrink180,6,1.442712314040983,400
CAP,2026-02,16,qrf,global60,0,1.420626837063404,400
CAP,2026-02,16,qrf,global180,1,1.4158212892234385,400
CAP,2026-02,16,qrf,scaled180,2,1.419091584280506,400
CAP,2026-02,16,qrf,local180,3,1.4386576013438854,400
CAP,2026-02,16,qrf,local_scaled180,4,1.4321326573953383,400
CAP,2026-02,16,qrf,local_shrink180,5,1.4147500763058138,400
CAP,2026-02,16,qrf,local_scaled_shrink180,6,1.413023450075812,400
CAP,2026-02,17,qrf,global60,0,1.4230022682957033,400
CAP,2026-02,17,qrf,global180,1,1.4351467057426708,400
CAP,2026-02,17,qrf,scaled180,2,1.4335611089194515,400
CAP,2026-02,17,qrf,local180,3,1.4670204267742832,400
CAP,2026-02,17,qrf,local_scaled180,4,1.461735087134535,400
CAP,2026-02,17,qrf,local_shrink180,5,1.4438406209099397,400
CAP,2026-02,17,qrf,local_scaled_shrink180,6,1.4371918427311976,400
CAP,2026-02,18,qrf,global60,0,2.176857497574274,400
CAP,2026-02,18,qrf,global180,1,2.0312512548813038,400
CAP,2026-02,18,qrf,scaled180,2,2.039084512244338,400
CAP,2026-02,18,qrf,local180,3,2.1929997606275795,400
CAP,2026-02,18,qrf,local_scaled180,4,2.226115256417815,400
CAP,2026-02,18,qrf,local_shrink180,5,2.09885265563958,400
CAP,2026-02,18,qrf,local_scaled_shrink180,6,2.1178533804132162,400
CAP,2026-02,19,qrf,global60,0,2.1351977366328883,400
CAP,2026-02,19,qrf,global180,1,1.9832433805820842,400
CAP,2026-02,19,qrf,scaled180,2,1.9981693892893893,400
CAP,2026-02,19,qrf,local180,3,2.1631815307883104,400
CAP,2026-02,19,qrf,local_scaled180,4,2.195294641798863,400
CAP,2026-02,19,qrf,local_shrink180,5,2.0599308871923263,400
CAP,2026-02,19,qrf,local_scaled_shrink180,6,2.082028473509825,400
CAP,2026-02,20,qrf,global60,0,1.9578247370278306,400
CAP,2026-02,20,qrf,global180,1,1.8439314048409303,400
CAP,2026-02,20,qrf,scaled180,2,1.8528426784950585,400
CAP,2026-02,20,qrf,local180,3,1.9820961139027429,400
CAP,2026-02,20,qrf,local_scaled180,4,2.011140243437618,400
CAP,2026-02,20,qrf,local_shrink180,5,1.898815745592695,400
CAP,2026-02,20,qrf,local_scaled_shrink180,6,1.9186588359910755,400
CAP,2026-02,21,qrf,global60,0,1.5100241714361027,400
CAP,2026-02,21,qrf,global180,1,1.510317047334513,400
CAP,2026-02,21,qrf,scaled180,2,1.5060733248292126,400
CAP,2026-02,21,qrf,local180,3,1.5505163621578748,400
CAP,2026-02,21,qrf,local_scaled180,4,1.5537409082866531,400
CAP,2026-02,21,qrf,local_shrink180,5,1.5198489940976072,400
CAP,2026-02,21,qrf,local_scaled_shrink180,6,1.522545974856725,400
CAP,2026-02,22,qrf,global60,0,1.4712268649649325,400
CAP,2026-02,22,qrf,global180,1,1.4501265983865648,400
CAP,2026-02,22,qrf,scaled180,2,1.4457353443080831,400
CAP,2026-02,22,qrf,local180,3,1.4869274356689548,400
CAP,2026-02,22,qrf,local_scaled180,4,1.4922588612270795,400
CAP,2026-02,22,qrf,local_shrink180,5,1.4621696509192514,400
CAP,2026-02,22,qrf,local_scaled_shrink180,6,1.4612016534262136,400
CAP,2026-02,23,qrf,global60,0,1.4395396234172646,400
CAP,2026-02,23,qrf,global180,1,1.4769021667806277,400
CAP,2026-02,23,qrf,scaled180,2,1.4655550314982173,400
CAP,2026-02,23,qrf,local180,3,1.502238779013847,400
CAP,2026-02,23,qrf,local_scaled180,4,1.5034448533533464,400
CAP,2026-02,23,qrf,local_shrink180,5,1.4829189154401279,400
CAP,2026-02,23,qrf,local_scaled_shrink180,6,1.478765557950291,400
CAP,2026-02,24,boosting,global60,0,1.9705716936806803,400
CAP,2026-02,24,boosting,global180,1,1.8111576523178596,400
CAP,2026-02,24,boosting,scaled180,2,1.8136573706517467,400
CAP,2026-02,24,boosting,local180,3,1.9651426729768573,400
CAP,2026-02,24,boosting,local_scaled180,4,1.9857128157785553,400
CAP,2026-02,24,boosting,local_shrink180,5,1.869937661439905,400
CAP,2026-02,24,boosting,local_scaled_shrink180,6,1.8821270444053466,400
CAP,2026-02,25,boosting,global60,0,2.001471412503014,400
CAP,2026-02,25,boosting,global180,1,1.8512385810080088,400
CAP,2026-02,25,boosting,scaled180,2,1.8395766492310006,400
CAP,2026-02,25,boosting,local180,3,2.0110569227065964,400
CAP,2026-02,25,boosting,local_scaled180,4,2.039500176761138,400
CAP,2026-02,25,boosting,local_shrink180,5,1.9081690909512952,400
CAP,2026-02,25,boosting,local_scaled_shrink180,6,1.924744649186994,400
CAP,2026-02,26,boosting,global60,0,2.0652336193571146,400
CAP,2026-02,26,boosting,global180,1,1.8714138897748325,400
CAP,2026-02,26,boosting,scaled180,2,1.877556298092211,400
CAP,2026-02,26,boosting,local180,3,2.076282356491907,400
CAP,2026-02,26,boosting,local_scaled180,4,2.100863167406439,400
CAP,2026-02,26,boosting,local_shrink180,5,1.9579074395009877,400
CAP,2026-02,26,boosting,local_scaled_shrink180,6,1.976165433834682,400
CAP,2026-02,27,boosting,global60,0,1.3775407811066258,400
CAP,2026-02,27,boosting,global180,1,1.410955822321803,400
CAP,2026-02,27,boosting,scaled180,2,1.4049299804056021,400
CAP,2026-02,27,boosting,local180,3,1.4380446959104956,400
CAP,2026-02,27,boosting,local_scaled180,4,1.4406344549572005,400
CAP,2026-02,27,boosting,local_shrink180,5,1.417370635347473,400
CAP,2026-02,27,boosting,local_scaled_shrink180,6,1.4159743483919685,400
CAP,2026-02,28,boosting,global60,0,1.4159074418014495,400
CAP,2026-02,28,boosting,global180,1,1.4015848064970873,400
CAP,2026-02,28,boosting,scaled180,2,1.4071950794177002,400
CAP,2026-02,28,boosting,local180,3,1.4395966660073092,400
CAP,2026-02,28,boosting,local_scaled180,4,1.4445276315856708,400
CAP,2026-02,28,boosting,local_shrink180,5,1.414821703395145,400
CAP,2026-02,28,boosting,local_scaled_shrink180,6,1.417354031649037,400
CAP,2026-02,29,boosting,global60,0,1.4280662447307764,400
CAP,2026-02,29,boosting,global180,1,1.415358692179279,400
CAP,2026-02,29,boosting,scaled180,2,1.4200274860955637,400
CAP,2026-02,29,boosting,local180,3,1.4474913530882383,400
CAP,2026-02,29,boosting,local_scaled180,4,1.4471484748029169,400
CAP,2026-02,29,boosting,local_shrink180,5,1.4212613606181066,400
CAP,2026-02,29,boosting,local_scaled_shrink180,6,1.4226707063238606,400
CAP,2026-02,30,boosting,global60,0,2.1064303284659958,400
CAP,2026-02,30,boosting,global180,1,1.9664392776338928,400
CAP,2026-02,30,boosting,scaled180,2,1.9655019598061323,400
CAP,2026-02,30,boosting,local180,3,2.1351232496189536,400
CAP,2026-02,30,boosting,local_scaled180,4,2.1666508786799468,400
CAP,2026-02,30,boosting,local_shrink180,5,2.036231792990712,400
CAP,2026-02,30,boosting,local_scaled_shrink180,6,2.0531197023126766,400
CAP,2026-02,31,boosting,global60,0,2.1568545119324,400
CAP,2026-02,31,boosting,global180,1,2.023219646566526,400
CAP,2026-02,31,boosting,scaled180,2,2.0131506718354224,400
CAP,2026-02,31,boosting,local180,3,2.1994462412984834,400
CAP,2026-02,31,boosting,local_scaled180,4,2.227855337183076,400
CAP,2026-02,31,boosting,local_shrink180,5,2.092627473701981,400
CAP,2026-02,31,boosting,local_scaled_shrink180,6,2.107105628392653,400
CAP,2026-02,32,boosting,global60,0,2.148032333467738,400
CAP,2026-02,32,boosting,global180,1,1.9733442587505812,400
CAP,2026-02,32,boosting,scaled180,2,1.9768688984370875,400
CAP,2026-02,32,boosting,local180,3,2.162884097469945,400
CAP,2026-02,32,boosting,local_scaled180,4,2.1925264285611887,400
CAP,2026-02,32,boosting,local_shrink180,5,2.054673091175743,400
CAP,2026-02,32,boosting,local_scaled_shrink180,6,2.0728375633330036,400
CAP,2026-02,33,boosting,global60,0,1.4373598606638551,400
CAP,2026-02,33,boosting,global180,1,1.4907134463941163,400
CAP,2026-02,33,boosting,scaled180,2,1.4931885687401387,400
CAP,2026-02,33,boosting,local180,3,1.5248862229411588,400
CAP,2026-02,33,boosting,local_scaled180,4,1.5228294874040795,400
CAP,2026-02,33,boosting,local_shrink180,5,1.498277109608537,400
CAP,2026-02,33,boosting,local_scaled_shrink180,6,1.4987379315452858,400
CAP,2026-02,34,boosting,global60,0,1.436785082453028,400
CAP,2026-02,34,boosting,global180,1,1.4952387225317545,400
CAP,2026-02,34,boosting,scaled180,2,1.4824444168447746,400
CAP,2026-02,34,boosting,local180,3,1.4957270983717115,400
CAP,2026-02,34,boosting,local_scaled180,4,1.4918911621786328,400
CAP,2026-02,34,boosting,local_shrink180,5,1.489595718477783,400
CAP,2026-02,34,boosting,local_scaled_shrink180,6,1.480380845389936,400
CAP,2026-02,35,boosting,global60,0,1.5055824240739906,400
CAP,2026-02,35,boosting,global180,1,1.528861632235685,400
CAP,2026-02,35,boosting,scaled180,2,1.532976813389708,400
CAP,2026-02,35,boosting,local180,3,1.5328143052480985,400
CAP,2026-02,35,boosting,local_scaled180,4,1.5397138817550757,400
CAP,2026-02,35,boosting,local_shrink180,5,1.522982905740385,400
CAP,2026-02,35,boosting,local_scaled_shrink180,6,1.5290168456422792,400
CAP,2026-02,36,threshold,global60,0,1.7967884222599122,400
CAP,2026-02,36,threshold,global180,1,1.7666798215823942,400
CAP,2026-02,36,threshold,scaled180,2,1.7280885790217717,400
CAP,2026-02,36,threshold,local180,3,1.8477778535941922,400
CAP,2026-02,36,threshold,local_scaled180,4,1.8256618128137412,400
CAP,2026-02,36,threshold,local_shrink180,5,1.772864978826529,400
CAP,2026-02,36,threshold,local_scaled_shrink180,6,1.7548036120075394,400
CAP,2026-02,37,threshold,global60,0,1.8746035928565763,400
CAP,2026-02,37,threshold,global180,1,1.793491549081464,400
CAP,2026-02,37,threshold,scaled180,2,1.7770498201973868,400
CAP,2026-02,37,threshold,local180,3,1.9043085764617167,400
CAP,2026-02,37,threshold,local_scaled180,4,1.9279367564041252,400
CAP,2026-02,37,threshold,local_shrink180,5,1.812251703200219,400
CAP,2026-02,37,threshold,local_scaled_shrink180,6,1.8284220446836639,400
CAP,2026-02,38,threshold,global60,0,1.9363246125133207,400
CAP,2026-02,38,threshold,global180,1,1.780583083160978,400
CAP,2026-02,38,threshold,scaled180,2,1.775389097667042,400
CAP,2026-02,38,threshold,local180,3,1.9337260801744174,400
CAP,2026-02,38,threshold,local_scaled180,4,1.9496876803905863,400
CAP,2026-02,38,threshold,local_shrink180,5,1.838154702829147,400
CAP,2026-02,38,threshold,local_scaled_shrink180,6,1.8451484875447652,400
CAP,2026-02,39,threshold,global60,0,1.9349112252356553,400
CAP,2026-02,39,threshold,global180,1,1.8849541406454213,400
CAP,2026-02,39,threshold,scaled180,2,1.883865722141659,400
CAP,2026-02,39,threshold,local180,3,1.8852931672299473,400
CAP,2026-02,39,threshold,local_scaled180,4,1.8887671252718967,400
CAP,2026-02,39,threshold,local_shrink180,5,1.8668750614775433,400
CAP,2026-02,39,threshold,local_scaled_shrink180,6,1.8711493567357302,400
CAP,2026-02,40,threshold,global60,0,1.940846289445201,400
CAP,2026-02,40,threshold,global180,1,1.8821655418035437,400
CAP,2026-02,40,threshold,scaled180,2,1.88387449112088,400
CAP,2026-02,40,threshold,local180,3,1.9218715574860534,400
CAP,2026-02,40,threshold,local_scaled180,4,1.9273962569807401,400
CAP,2026-02,40,threshold,local_shrink180,5,1.8716292640624033,400
CAP,2026-02,40,threshold,local_scaled_shrink180,6,1.8809672117714187,400
CAP,2026-02,41,threshold,global60,0,1.9326771466075783,400
CAP,2026-02,41,threshold,global180,1,1.7516843116663159,400
CAP,2026-02,41,threshold,scaled180,2,1.7578285950933497,400
CAP,2026-02,41,threshold,local180,3,1.9151617694420957,400
CAP,2026-02,41,threshold,local_scaled180,4,1.9415697384851456,400
CAP,2026-02,41,threshold,local_shrink180,5,1.812040098028736,400
CAP,2026-02,41,threshold,local_scaled_shrink180,6,1.831217408303177,400
CAP,2026-02,42,threshold,global60,0,1.796788422259884,400
CAP,2026-02,42,threshold,global180,1,1.7666798215824024,400
CAP,2026-02,42,threshold,scaled180,2,1.728088579021807,400
CAP,2026-02,42,threshold,local180,3,1.847777853594182,400
CAP,2026-02,42,threshold,local_scaled180,4,1.825661812813752,400
CAP,2026-02,42,threshold,local_shrink180,5,1.7728649788265247,400
CAP,2026-02,42,threshold,local_scaled_shrink180,6,1.7548036120075596,400
CAP,2026-02,43,threshold,global60,0,1.8279794586287017,400
CAP,2026-02,43,threshold,global180,1,1.7794077583451706,400
CAP,2026-02,43,threshold,scaled180,2,1.764674441541145,400
CAP,2026-02,43,threshold,local180,3,1.866589096960305,400
CAP,2026-02,43,threshold,local_scaled180,4,1.8899213926123082,400
CAP,2026-02,43,threshold,local_shrink180,5,1.7887619435465334,400
CAP,2026-02,43,threshold,local_scaled_shrink180,6,1.7964804173423505,400
CAP,2026-02,44,threshold,global60,0,1.8046951124410253,400
CAP,2026-02,44,threshold,global180,1,1.6907472489211859,400
CAP,2026-02,44,threshold,scaled180,2,1.7026328641943984,400
CAP,2026-02,44,threshold,local180,3,1.8275638921856796,400
CAP,2026-02,44,threshold,local_scaled180,4,1.8407045475281096,400
CAP,2026-02,44,threshold,local_shrink180,5,1.7436244368066056,400
CAP,2026-02,44,threshold,local_scaled_shrink180,6,1.7546645656497895,400
CAP,2026-02,45,threshold,global60,0,1.9349112252356593,400
CAP,2026-02,45,threshold,global180,1,1.8849541406454204,400
CAP,2026-02,45,threshold,scaled180,2,1.883865722141663,400
CAP,2026-02,45,threshold,local180,3,1.8852931672299476,400
CAP,2026-02,45,threshold,local_scaled180,4,1.8887671252718996,400
CAP,2026-02,45,threshold,local_shrink180,5,1.8668750614775433,400
CAP,2026-02,45,threshold,local_scaled_shrink180,6,1.8711493567357358,400
CAP,2026-02,46,threshold,global60,0,1.8815186824703927,400
CAP,2026-02,46,threshold,global180,1,1.841201421281294,400
CAP,2026-02,46,threshold,scaled180,2,1.8259037536874205,400
CAP,2026-02,46,threshold,local180,3,1.8732007603307483,400
CAP,2026-02,46,threshold,local_scaled180,4,1.885922391171709,400
CAP,2026-02,46,threshold,local_shrink180,5,1.8274560217738753,400
CAP,2026-02,46,threshold,local_scaled_shrink180,6,1.8369269384982942,400
CAP,2026-02,47,threshold,global60,0,1.7782363668810706,400
CAP,2026-02,47,threshold,global180,1,1.6796892607242513,400
CAP,2026-02,47,threshold,scaled180,2,1.6889210698415769,400
CAP,2026-02,47,threshold,local180,3,1.8042932477996487,400
CAP,2026-02,47,threshold,local_scaled180,4,1.8258431338941972,400
CAP,2026-02,47,threshold,local_shrink180,5,1.7196117130317228,400
CAP,2026-02,47,threshold,local_scaled_shrink180,6,1.7365337840862238,400
CAP,2026-02,48,threshold,global60,0,2.507009556111758,400
CAP,2026-02,48,threshold,global180,1,2.432720322508771,400
CAP,2026-02,48,threshold,scaled180,2,2.358211878485944,400
CAP,2026-02,48,threshold,local180,3,2.4026383014023023,400
CAP,2026-02,48,threshold,local_scaled180,4,2.43071341836507,400
CAP,2026-02,48,threshold,local_shrink180,5,2.3533074805080902,400
CAP,2026-02,48,threshold,local_scaled_shrink180,6,2.3490476535899347,400
CAP,2026-02,49,threshold,global60,0,2.436548656472916,400
CAP,2026-02,49,threshold,global180,1,2.3000266298762484,400
CAP,2026-02,49,threshold,scaled180,2,2.230983547717831,400
CAP,2026-02,49,threshold,local180,3,2.3756631244552335,400
CAP,2026-02,49,threshold,local_scaled180,4,2.421917561831947,400
CAP,2026-02,49,threshold,local_shrink180,5,2.286063493324545,400
CAP,2026-02,49,threshold,local_scaled_shrink180,6,2.2921513939217264,400
CAP,2026-02,50,threshold,global60,0,2.0696828418386413,400
CAP,2026-02,50,threshold,global180,1,1.9272758761009703,400
CAP,2026-02,50,threshold,scaled180,2,1.9460616928633112,400
CAP,2026-02,50,threshold,local180,3,2.0942536656142337,400
CAP,2026-02,50,threshold,local_scaled180,4,2.1178888349420153,400
CAP,2026-02,50,threshold,local_shrink180,5,1.994304349767216,400
CAP,2026-02,50,threshold,local_scaled_shrink180,6,2.019222091665741,400
CAP,2026-02,51,threshold,global60,0,2.2346046602663687,400
CAP,2026-02,51,threshold,global180,1,2.159050472397963,400
CAP,2026-02,51,threshold,scaled180,2,2.1520570960317515,400
CAP,2026-02,51,threshold,local180,3,2.238056692833835,400
CAP,2026-02,51,threshold,local_scaled180,4,2.2415095107163814,400
CAP,2026-02,51,threshold,local_shrink180,5,2.1792649460062146,400
CAP,2026-02,51,threshold,local_scaled_shrink180,6,2.1857866629192353,400
CAP,2026-02,52,threshold,global60,0,2.2055662018085265,400
CAP,2026-02,52,threshold,global180,1,2.085723237106467,400
CAP,2026-02,52,threshold,scaled180,2,2.084697196895979,400
CAP,2026-02,52,threshold,local180,3,2.101388621512167,400
CAP,2026-02,52,threshold,local_scaled180,4,2.128297677166738,400
CAP,2026-02,52,threshold,local_shrink180,5,2.06445865120765,400
CAP,2026-02,52,threshold,local_scaled_shrink180,6,2.0937448118062076,400
CAP,2026-02,53,threshold,global60,0,1.9413181510894761,400
CAP,2026-02,53,threshold,global180,1,1.839711778078505,400
CAP,2026-02,53,threshold,scaled180,2,1.8410982162147878,400
CAP,2026-02,53,threshold,local180,3,1.9980365140832606,400
CAP,2026-02,53,threshold,local_scaled180,4,2.0140295046474836,400
CAP,2026-02,53,threshold,local_shrink180,5,1.897932421160637,400
CAP,2026-02,53,threshold,local_scaled_shrink180,6,1.9088900954821304,400
CAP,2026-02,54,threshold,global60,0,2.507009556111768,400
CAP,2026-02,54,threshold,global180,1,2.432720322508784,400
CAP,2026-02,54,threshold,scaled180,2,2.3582118784859527,400
CAP,2026-02,54,threshold,local180,3,2.4026383014023107,400
CAP,2026-02,54,threshold,local_scaled180,4,2.430713418365061,400
CAP,2026-02,54,threshold,local_shrink180,5,2.3533074805080973,400
CAP,2026-02,54,threshold,local_scaled_shrink180,6,2.3490476535899294,400
CAP,2026-02,55,threshold,global60,0,2.389018051150586,400
CAP,2026-02,55,threshold,global180,1,2.2164601014514,400
CAP,2026-02,55,threshold,scaled180,2,2.1477154425871214,400
CAP,2026-02,55,threshold,local180,3,2.310000948086557,400
CAP,2026-02,55,threshold,local_scaled180,4,2.3579919127828566,400
CAP,2026-02,55,threshold,local_shrink180,5,2.213231218520619,400
CAP,2026-02,55,threshold,local_scaled_shrink180,6,2.220254545242885,400
CAP,2026-02,56,threshold,global60,0,1.9772478327720717,400
CAP,2026-02,56,threshold,global180,1,1.8518182154841256,400
CAP,2026-02,56,threshold,scaled180,2,1.8557852785237536,400
CAP,2026-02,56,threshold,local180,3,2.0275962031062735,400
CAP,2026-02,56,threshold,local_scaled180,4,2.049884586630903,400
CAP,2026-02,56,threshold,local_shrink180,5,1.9262502918616309,400
CAP,2026-02,56,threshold,local_scaled_shrink180,6,1.941192751164423,400
CAP,2026-02,57,threshold,global60,0,2.234604660266374,400
CAP,2026-02,57,threshold,global180,1,2.1590504723979627,400
CAP,2026-02,57,threshold,scaled180,2,2.1520570960317538,400
CAP,2026-02,57,threshold,local180,3,2.2380566928338355,400
CAP,2026-02,57,threshold,local_scaled180,4,2.24150951071638,400
CAP,2026-02,57,threshold,local_shrink180,5,2.179264946006215,400
CAP,2026-02,57,threshold,local_scaled_shrink180,6,2.1857866629192344,400
CAP,2026-02,58,threshold,global60,0,2.1874136887738076,400
CAP,2026-02,58,threshold,global180,1,2.063394700620062,400
CAP,2026-02,58,threshold,scaled180,2,2.0698816205338213,400
CAP,2026-02,58,threshold,local180,3,2.078619224861684,400
CAP,2026-02,58,threshold,local_scaled180,4,2.1004577980209853,400
CAP,2026-02,58,threshold,local_shrink180,5,2.0427646522591583,400
CAP,2026-02,58,threshold,local_scaled_shrink180,6,2.0714778477784637,400
CAP,2026-02,59,threshold,global60,0,1.868490221507756,400
CAP,2026-02,59,threshold,global180,1,1.780779096198844,400
CAP,2026-02,59,threshold,scaled180,2,1.7902279898271285,400
CAP,2026-02,59,threshold,local180,3,1.909623748914389,400
CAP,2026-02,59,threshold,local_scaled180,4,1.9186092764555909,400
CAP,2026-02,59,threshold,local_shrink180,5,1.8218250774354536,400
CAP,2026-02,59,threshold,local_scaled_shrink180,6,1.836122611357627,400
CAP,2026-02,60,historical,global60,0,1.633322972406142,400
CAP,2026-02,60,historical,global180,1,1.6517090994538495,400
CAP,2026-02,60,historical,scaled180,2,1.6475775082725561,400
CAP,2026-02,60,historical,local180,3,1.4739325212944896,400
CAP,2026-02,60,historical,local_scaled180,4,1.476348368608556,400
CAP,2026-02,60,historical,local_shrink180,5,1.5309739094223485,400
CAP,2026-02,60,historical,local_scaled_shrink180,6,1.524212666616357,400
CAP,2026-02,61,state_hist,global60,0,1.4719452042188923,400
CAP,2026-02,61,state_hist,global180,1,1.4543151889100523,400
CAP,2026-02,61,state_hist,scaled180,2,1.4619275970386454,400
CAP,2026-02,61,state_hist,local180,3,1.4644048783224863,400
CAP,2026-02,61,state_hist,local_scaled180,4,1.4714395797217115,400
CAP,2026-02,61,state_hist,local_shrink180,5,1.4498256311793898,400
CAP,2026-02,61,state_hist,local_scaled_shrink180,6,1.4568629065772558,400
CAP,2026-03,0,linear,global60,0,1.482391568659761,404
CAP,2026-03,0,linear,global180,1,1.3038475967098198,404
CAP,2026-03,0,linear,scaled180,2,1.2939025829012376,404
CAP,2026-03,0,linear,local180,3,1.441084260522096,404
CAP,2026-03,0,linear,local_scaled180,4,1.453425934826654,404
CAP,2026-03,0,linear,local_shrink180,5,1.3526828002971085,404
CAP,2026-03,0,linear,local_scaled_shrink180,6,1.360143392344258,404
CAP,2026-03,1,linear,global60,0,1.467597592528303,404
CAP,2026-03,1,linear,global180,1,1.1868480806891488,404
CAP,2026-03,1,linear,scaled180,2,1.1908367143365992,404
CAP,2026-03,1,linear,local180,3,1.3638888117217864,404
CAP,2026-03,1,linear,local_scaled180,4,1.3924979797586154,404
CAP,2026-03,1,linear,local_shrink180,5,1.2565589384255167,404
CAP,2026-03,1,linear,local_scaled_shrink180,6,1.2761211692630734,404
CAP,2026-03,2,linear,global60,0,1.4331516959770914,404
CAP,2026-03,2,linear,global180,1,1.1899723358026981,404
CAP,2026-03,2,linear,scaled180,2,1.1918496232137112,404
CAP,2026-03,2,linear,local180,3,1.3361766317492156,404
CAP,2026-03,2,linear,local_scaled180,4,1.364800565760549,404
CAP,2026-03,2,linear,local_shrink180,5,1.240169163879831,404
CAP,2026-03,2,linear,local_scaled_shrink180,6,1.2547274802102228,404
CAP,2026-03,3,linear,global60,0,1.4823915686597557,404
CAP,2026-03,3,linear,global180,1,1.3038475967098142,404
CAP,2026-03,3,linear,scaled180,2,1.293902582901231,404
CAP,2026-03,3,linear,local180,3,1.441084260522093,404
CAP,2026-03,3,linear,local_scaled180,4,1.4534259348266536,404
CAP,2026-03,3,linear,local_shrink180,5,1.3526828002971056,404
CAP,2026-03,3,linear,local_scaled_shrink180,6,1.3601433923442554,404
CAP,2026-03,4,linear,global60,0,1.4293359919654827,404
CAP,2026-03,4,linear,global180,1,1.2174538387234008,404
CAP,2026-03,4,linear,scaled180,2,1.2192678888914656,404
CAP,2026-03,4,linear,local180,3,1.367800347632546,404
CAP,2026-03,4,linear,local_scaled180,4,1.3851334043736239,404
CAP,2026-03,4,linear,local_shrink180,5,1.280536287949972,404
CAP,2026-03,4,linear,local_scaled_shrink180,6,1.2912327253985536,404
CAP,2026-03,5,linear,global60,0,1.4612585626631438,404
CAP,2026-03,5,linear,global180,1,1.2974323320606387,404
CAP,2026-03,5,linear,scaled180,2,1.2728752232273643,404
CAP,2026-03,5,linear,local180,3,1.376387834750221,404
CAP,2026-03,5,linear,local_scaled180,4,1.3855245733038122,404
CAP,2026-03,5,linear,local_shrink180,5,1.3192444174380387,404
CAP,2026-03,5,linear,local_scaled_shrink180,6,1.3143533304215607,404
CAP,2026-03,6,linear,global60,0,1.7267178864796577,404
CAP,2026-03,6,linear,global180,1,1.5072350024296224,404
CAP,2026-03,6,linear,scaled180,2,1.5024836953810157,404
CAP,2026-03,6,linear,local180,3,1.6743526310910672,404
CAP,2026-03,6,linear,local_scaled180,4,1.7174763798260708,404
CAP,2026-03,6,linear,local_shrink180,5,1.580464658828772,404
CAP,2026-03,6,linear,local_scaled_shrink180,6,1.6045158432283717,404
CAP,2026-03,7,linear,global60,0,1.6712715190040766,404
CAP,2026-03,7,linear,global180,1,1.4167637999478437,404
CAP,2026-03,7,linear,scaled180,2,1.3986714143931491,404
CAP,2026-03,7,linear,local180,3,1.622888904220759,404
CAP,2026-03,7,linear,local_scaled180,4,1.643331403347831,404
CAP,2026-03,7,linear,local_shrink180,5,1.5115120547474346,404
CAP,2026-03,7,linear,local_scaled_shrink180,6,1.5156401453522692,404
CAP,2026-03,8,linear,global60,0,1.4325027728260844,404
CAP,2026-03,8,linear,global180,1,1.1789422619987584,404
CAP,2026-03,8,linear,scaled180,2,1.172280658853682,404
CAP,2026-03,8,linear,local180,3,1.3432444923408697,404
CAP,2026-03,8,linear,local_scaled180,4,1.370052754947646,404
CAP,2026-03,8,linear,local_shrink180,5,1.2436194279836137,404
CAP,2026-03,8,linear,local_scaled_shrink180,6,1.2567928392393801,404
CAP,2026-03,9,linear,global60,0,1.726717886479656,404
CAP,2026-03,9,linear,global180,1,1.5072350024296233,404
CAP,2026-03,9,linear,scaled180,2,1.5024836953810174,404
CAP,2026-03,9,linear,local180,3,1.6743526310910675,404
CAP,2026-03,9,linear,local_scaled180,4,1.7174763798260715,404
CAP,2026-03,9,linear,local_shrink180,5,1.580464658828772,404
CAP,2026-03,9,linear,local_scaled_shrink180,6,1.604515843228372,404
CAP,2026-03,10,linear,global60,0,1.6341360652315189,404
CAP,2026-03,10,linear,global180,1,1.4024682145777092,404
CAP,2026-03,10,linear,scaled180,2,1.3922801648845426,404
CAP,2026-03,10,linear,local180,3,1.578815049376905,404
CAP,2026-03,10,linear,local_scaled180,4,1.5860490103217664,404
