definition,policy,family,n,pinball,below,q_change,too_low,too_high,cost_5,missed_severity_5,cost_10,missed_severity_10,cost_20,missed_severity_20,event_5,alarm_5,tp_5,fp_5,fn_5,event_10,alarm_10,tp_10,fp_10,fn_10,event_20,alarm_20,tp_20,fp_20,fn_20,coverage_abs_error,conditional_abs_error
EQ,joint_selected,state_hist,509,1.8714798254310292,0.1100196463654224,-11.771066084588984,1.2798096533324603,0.5916701720985688,0.06836935166994107,0.010909162836426175,0.05402750491159136,0.22503838985940633,0.025736738703339885,0.11326268231949241,164.0,492.0,162.0,330.0,2.0,104.0,219.0,88.0,131.0,16.0,39.0,120.0,34.0,86.0,5.0,0.010019646365422394,0.024557956777996066
EQ,joint_selected,threshold,509,2.0212407161938986,0.11591355599214145,-12.950009456694424,1.4008906458982369,0.6203500702956616,0.06227897838899804,0.15921871509312113,0.06326129666011789,0.2166989673132736,0.03595284872298625,0.1656397160997939,164.0,401.0,156.0,245.0,8.0,104.0,306.0,92.0,214.0,12.0,39.0,112.0,28.0,84.0,11.0,0.015913555992141448,0.02730844793713163
EQ,legacy,historical,509,2.489842047601487,0.0962671905697446,-18.392948989989343,1.9376153370355385,0.5522267105659489,0.06777996070726916,0.0,0.07956777996070727,0.0,0.06129666011787818,0.25207331247043646,164.0,509.0,164.0,345.0,0.0,104.0,509.0,104.0,405.0,0.0,39.0,181.0,22.0,159.0,17.0,0.0037328094302554043,0.10510805500982318
EQ,legacy,linear,509,2.187985099820513,0.10609037328094302,-14.488430510865932,1.556022979136334,0.631962120684179,0.06247544204322201,0.15821571065689802,0.07308447937131632,0.20203457507321687,0.043222003929273084,0.21478647559301736,164.0,462.0,162.0,300.0,2.0,104.0,386.0,95.0,291.0,9.0,39.0,109.0,24.0,85.0,15.0,0.006090373280943015,0.06738703339882121
EQ,legacy,ml_selected,509,1.8621683633449244,0.10216110019646366,-12.224830749005635,1.3197173269213485,0.5424510364235762,0.060707269155206287,0.035149842045600926,0.056286836935167,0.20603560889590097,0.026866404715127704,0.13620679328327992,164.0,423.0,159.0,264.0,5.0,104.0,270.5,92.0,178.5,12.0,39.0,95.75,31.0,64.75,8.0,0.00216110019646365,0.03654223968565815
EQ,legacy,state_hist,509,1.8893238127781402,0.09037328094302555,-12.99923982912862,1.3921296890757386,0.49719412370240174,0.06719056974459725,0.016063343137953063,0.058742632612966604,0.19393345427855258,0.026326129666011788,0.10559478214312608,164.0,486.0,162.0,324.0,2.0,104.0,293.0,93.0,200.0,11.0,39.0,123.0,34.0,89.0,5.0,0.009626719056974459,0.03634577603143418
EQ,legacy,threshold,509,2.075867714914205,0.11198428290766209,-13.525139865739508,1.4581150825843248,0.6177526323298795,0.06385068762278978,0.14268299809348264,0.06601178781925346,0.21590335632808788,0.039096267190569745,0.22141851524812345,164.0,439.0,159.0,280.0,5.0,104.0,330.0,93.0,237.0,11.0,39.0,108.0,26.0,82.0,13.0,0.011984282907662083,0.05363457760314342
CAP,fixed_model_selected_cal,historical,509,1.4657394275809548,0.1100196463654224,-10.00495068732317,1.0611679273817098,0.4045715001992449,0.0705304518664047,0.04248255996301964,0.05265225933202358,0.06529905752636059,0.020235756385068762,0.11215869719282015,143.0,462.0,139.0,323.0,4.0,71.0,229.0,60.0,169.0,11.0,12.0,5.0,1.0,4.0,11.0,0.010019646365422394,0.0555992141453831
CAP,fixed_model_selected_cal,linear,509,1.4878757959724904,0.09823182711198428,-11.05344461850821,1.1577460180275174,0.3301297779449731,0.05992141453831041,0.03287640940536842,0.055402750491159135,0.0515280506373756,0.02337917485265226,0.0540179586679137,143.0,418.0,140.0,278.0,3.0,71.0,243.0,60.0,183.0,11.0,12.0,61.0,5.0,56.0,7.0,0.0017681728880157288,0.04774066797642436
CAP,fixed_model_selected_cal,ml_selected,509,1.329289899463029,0.09528487229862476,-9.557656785457805,1.0072665234020344,0.32202337606099457,0.058251473477406675,0.044291683812117066,0.05221021611001965,0.06278557820734189,0.013359528487229863,0.024811962040261627,143.0,369.5,136.0,233.5,7.0,71.0,216.75,59.0,157.75,12.0,12.0,30.0,7.0,23.0,5.0,0.004715127701375249,0.03438113948919451
CAP,fixed_model_selected_cal,state_hist,509,1.4371794758185772,0.10609037328094302,-9.906441883338061,1.0494461398468122,0.38773333597176507,0.07229862475442043,0.0895226838815362,0.043811394891945,0.039215325303670785,0.021021611001964636,0.09280608193540475,143.0,371.0,129.0,242.0,14.0,71.0,224.0,64.0,160.0,7.0,12.0,19.0,2.0,17.0,10.0,0.006090373280943015,0.03752455795677798
CAP,fixed_model_selected_cal,threshold,509,1.494873546023182,0.0962671905697446,-10.911820243765622,1.145699599305753,0.34917394671742874,0.06522593320235757,0.06994555944749348,0.05029469548133596,0.05462752643121934,0.02239685658153242,0.05098514715851721,143.0,385.0,134.0,251.0,9.0,71.0,207.0,59.0,148.0,12.0,12.0,66.0,6.0,60.0,6.0,0.0037328094302554043,0.022200392927308448
CAP,global_window_selected,historical,509,1.8040044655442096,0.0962671905697446,-13.313751560465832,1.392786509760875,0.4112179557833348,0.0719056974459725,0.0,0.08860510805500983,0.034611222899846895,0.024754420432220044,0.11729322720000396,143.0,509.0,143.0,366.0,0.0,71.0,462.0,65.0,397.0,6.0,12.0,18.0,0.0,18.0,12.0,0.0037328094302554043,0.10903732809430255
CAP,global_window_selected,linear,509,1.4833319579887496,0.09823182711198428,-11.040837602014665,1.1561570027447237,0.3271749552440258,0.0587426326129666,0.025957045285716955,0.05245579567779961,0.049765759143720424,0.020432220039292733,0.024811962040261627,143.0,412.0,140.0,272.0,3.0,71.0,248.0,62.0,186.0,9.0,12.0,66.0,7.0,59.0,5.0,0.0017681728880157288,0.04420432220039293
CAP,global_window_selected,ml_selected,509,1.3705610184261217,0.10609037328094302,-9.438334163931666,1.0006545993609912,0.3699064190651307,0.06527504911591356,0.07405737306996696,0.05225933202357564,0.059089415747780094,0.0162573673870334,0.06434842935257687,143.0,370.25,132.5,237.75,10.5,71.0,217.0,59.0,158.0,12.0,12.0,24.75,5.0,19.75,7.0,0.006090373280943015,0.021807465618860506
CAP,global_window_selected,state_hist,509,1.4427501952964767,0.10412573673870335,-9.846763529219173,1.0446321599239023,0.3981180353725743,0.07387033398821219,0.09789886679966153,0.044990176817288806,0.046450156303550656,0.021807465618860513,0.11004258938554999,143.0,369.0,128.0,241.0,15.0,71.0,200.0,61.0,139.0,10.0,12.0,13.0,1.0,12.0,11.0,0.0041257367387033395,0.0355599214145383
CAP,global_window_selected,threshold,509,1.4814846369768493,0.10216110019646366,-10.591825593886592,1.1155611899120073,0.36592344706484203,0.0636542239685658,0.08169085627969715,0.04793713163064833,0.053948164765620144,0.024361493123772105,0.056119677165701015,143.0,367.0,133.0,234.0,10.0,71.0,205.0,60.0,145.0,11.0,12.0,66.0,5.0,61.0,7.0,0.00216110019646365,0.025736738703339878
CAP,joint_selected,historical,509,1.4657394275809548,0.1100196463654224,-10.00495068732317,1.0611679273817098,0.4045715001992449,0.0705304518664047,0.04248255996301964,0.05265225933202358,0.06529905752636059,0.020235756385068762,0.11215869719282015,143.0,462.0,139.0,323.0,4.0,71.0,229.0,60.0,169.0,11.0,12.0,5.0,1.0,4.0,11.0,0.010019646365422394,0.0555992141453831
CAP,joint_selected,linear,509,1.4796310743752616,0.10019646365422397,-11.03412001760345,1.1551823317863659,0.3244487425888957,0.059332023575638514,0.025957045285716955,0.05166994106090373,0.049765759143720424,0.020432220039292733,0.024811962040261627,143.0,415.0,140.0,275.0,3.0,71.0,244.0,62.0,182.0,9.0,12.0,66.0,7.0,59.0,5.0,0.00019646365422396062,0.04223968565815324
CAP,joint_selected,ml_selected,509,1.3654343826137396,0.1055992141453831,-9.483458979121705,1.0042031691468563,0.3612312134668833,0.06439096267190571,0.06697262741488164,0.05240667976424362,0.059089415747780094,0.015373280943025541,0.05766678825554703,143.0,370.75,133.0,237.75,10.0,71.0,217.75,59.0,158.75,12.0,12.0,25.25,5.5,19.75,6.5,0.0055992141453831,0.021316306483300587
CAP,joint_selected,state_hist,509,1.4371794758185772,0.10609037328094302,-9.906441883338061,1.0494461398468122,0.38773333597176507,0.07229862475442043,0.0895226838815362,0.043811394891945,0.039215325303670785,0.021021611001964636,0.09280608193540475,143.0,371.0,129.0,242.0,14.0,71.0,224.0,64.0,160.0,7.0,12.0,19.0,2.0,17.0,10.0,0.006090373280943015,0.03752455795677798
CAP,joint_selected,threshold,509,1.4814846369768493,0.10216110019646366,-10.591825593886592,1.1155611899120073,0.36592344706484203,0.0636542239685658,0.08169085627969715,0.04793713163064833,0.053948164765620144,0.024361493123772105,0.056119677165701015,143.0,367.0,133.0,234.0,10.0,71.0,205.0,60.0,145.0,11.0,12.0,66.0,5.0,61.0,7.0,0.00216110019646365,0.025736738703339878
CAP,legacy,historical,509,1.7918838755002187,0.09233791748526522,-13.265945193117146,1.387271877695094,0.40461199780512447,0.0719056974459725,0.0,0.08860510805500983,0.06648255069582652,0.024754420432220044,0.11729322720000396,143.0,509.0,143.0,366.0,0.0,71.0,402.0,59.0,343.0,12.0,12.0,18.0,0.0,18.0,12.0,0.007662082514734783,0.10510805500982318
CAP,legacy,linear,509,1.487908213828764,0.09823182711198428,-11.244566997994676,1.1749502739669264,0.31295793986183773,0.05913555992141453,0.00480493372153377,0.055992141453831044,0.06503332781941275,0.02337917485265226,0.0540179586679137,143.0,434.0,142.0,292.0,1.0,71.0,246.0,60.0,186.0,11.0,12.0,61.0,5.0,56.0,7.0,0.0017681728880157288,0.0481335952848723
CAP,legacy,ml_selected,509,1.335677134935469,0.093811394891945,-9.76120449538992,1.026224540843169,0.30945259409230014,0.06291748526522593,0.0445332767811314,0.05,0.05127198469526488,0.01719056974459725,0.06233878055665446,143.0,383.25,135.0,248.25,8.0,71.0,225.5,61.0,164.5,10.0,12.0,29.5,5.0,24.5,7.0,0.006188605108055009,0.03585461689587426
CAP,legacy,state_hist,509,1.4408472916027224,0.09430255402750491,-10.467859107350893,1.1003404715863816,0.34050682001634075,0.07367387033398821,0.05330547523713087,0.051669941060903744,0.05706166480133109,0.01944990176817289,0.08767155192822096,143.0,408.0,132.0,276.0,11.0,71.0,234.0,61.0,173.0,10.0,12.0,21.0,3.0,18.0,9.0,0.005697445972495094,0.037917485265225925
CAP,legacy,threshold,509,1.4885182562372539,0.0962671905697446,-11.226154966839834,1.1733541954038393,0.3151640608334144,0.06345776031434185,0.03562568199298354,0.05265225933202358,0.06213955913515604,0.01944990176817289,0.021779150530865137,143.0,396.0,136.0,260.0,7.0,71.0,229.0,60.0,169.0,11.0,12.0,71.0,8.0,63.0,4.0,0.0037328094302554043,0.030058939096267192
PCA,fixed_model_selected_cal,historical,509,1.9378534391683708,0.12180746561886051,-11.82780471890248,1.2915731819824467,0.646280257185924,0.07249508840864441,0.21665671898454125,0.05147347740667977,0.22006570785256283,0.036345776031434185,0.14685745871498898,161.0,440.0,152.0,288.0,9.0,104.0,216.0,89.0,127.0,15.0,37.0,112.0,26.0,86.0,11.0,0.021807465618860503,0.029666011787819257
PCA,fixed_model_selected_cal,linear,509,2.159566161660216,0.10805500982318271,-13.635114655275864,1.4764023485052362,0.6831638131549799,0.06326129666011789,0.15748174078976226,0.07367387033398821,0.22331869818411937,0.04047151277013752,0.2243183555337757,161.0,463.0,159.0,304.0,2.0,104.0,369.0,93.0,276.0,11.0,37.0,83.0,21.0,62.0,16.0,0.008055009823182704,0.06581532416502947
PCA,fixed_model_selected_cal,ml_selected,509,1.846754713732651,0.10510805500982318,-11.839475085474843,1.2835136424303875,0.5632410713022632,0.06041257367387033,0.03819489310238693,0.05643418467583498,0.21722884902208747,0.025933202357563852,0.1377226181973141,161.0,416.0,155.75,260.25,5.25,104.0,258.75,90.75,168.0,13.25,37.0,91.5,29.25,62.25,7.75,0.00510805500982317,0.03791748526522593
PCA,fixed_model_selected_cal,state_hist,509,1.8540179909529502,0.1100196463654224,-11.57803974250182,1.2607107892848455,0.5933072016681045,0.07131630648330059,0.03410670546310062,0.05166994106090374,0.22131511553088756,0.025933202357563852,0.111650333551125,161.0,484.0,157.0,327.0,4.0,104.0,207.0,88.0,119.0,16.0,37.0,119.0,32.0,87.0,5.0,0.010019646365422394,0.025343811394891943
PCA,fixed_model_selected_cal,threshold,509,2.0104498025174053,0.11198428290766209,-13.001072859819901,1.4044269509999183,0.6060228515174869,0.06326129666011789,0.1409582421780863,0.06345776031434186,0.2230838639238926,0.03929273084479372,0.20037015301326302,161.0,413.0,154.0,259.0,7.0,104.0,307.0,92.0,215.0,12.0,37.0,107.0,24.0,83.0,13.0,0.011984282907662083,0.03516699410609037
PCA,global_window_selected,historical,509,2.4956524306323895,0.10412573673870335,-16.728766553561595,1.7884396462481693,0.7072127843842205,0.06836935166994106,0.0,0.07956777996070727,0.0,0.05618860510805501,0.3305528109915314,161.0,509.0,161.0,348.0,0.0,104.0,509.0,104.0,405.0,0.0,37.0,103.0,15.0,88.0,22.0,0.0041257367387033395,0.12907662082514737
PCA,global_window_selected,linear,509,1.9855866371856967,0.1237721021611002,-11.599203174008244,1.2757723627436983,0.7098142744419985,0.06385068762278978,0.15748174078976226,0.06168958742632613,0.18749802196708149,0.04066797642436149,0.27877477288738534,161.0,466.0,159.0,307.0,2.0,104.0,328.0,95.0,233.0,9.0,37.0,34.0,16.0,18.0,21.0,0.023772102161100192,0.07760314341846758
PCA,global_window_selected,ml_selected,509,1.8932608935378459,0.12426326129666011,-11.68130761155104,1.2739291877577648,0.6193317057800808,0.0650294695481336,0.05402769312985839,0.05687622789783891,0.21770108773880958,0.02892927308447937,0.1512555435550819,161.0,429.5,154.75,274.75,6.25,104.0,251.0,89.75,161.25,14.25,37.0,81.75,26.75,55.0,10.25,0.024263261296660107,0.043713163064833006
PCA,global_window_selected,state_hist,509,1.8475089358745853,0.11198428290766209,-11.682768756737458,1.2694854950582166,0.5780234408163691,0.06817288801571708,0.00597184389378534,0.05265225933202358,0.22131511553088756,0.027308447937131632,0.11750178433469523,161.0,498.0,160.0,338.0,1.0,104.0,212.0,88.0,124.0,16.0,37.0,116.0,31.0,85.0,6.0,0.011984282907662083,0.03084479371316307
PCA,global_window_selected,threshold,509,2.0811522901478763,0.11198428290766209,-13.106322680150333,1.4209696835927044,0.6601826065551718,0.06110019646365423,0.17423731924485003,0.0644400785854617,0.24143338460113634,0.038899803536345784,0.23594724301144154,161.0,432.0,157.0,275.0,4.0,104.0,292.0,90.0,202.0,14.0,37.0,75.0,21.0,54.0,16.0,0.011984282907662083,0.05795677799607073
PCA,joint_selected,historical,509,1.9378534391683708,0.12180746561886051,-11.82780471890248,1.2915731819824467,0.646280257185924,0.07249508840864441,0.21665671898454125,0.05147347740667977,0.22006570785256283,0.036345776031434185,0.14685745871498898,161.0,440.0,152.0,288.0,9.0,104.0,216.0,89.0,127.0,15.0,37.0,112.0,26.0,86.0,11.0,0.021807465618860503,0.029666011787819257
PCA,joint_selected,linear,509,1.9851493219477967,0.1237721021611002,-11.891540177385425,1.302038961523855,0.6831103604239421,0.0636542239685658,0.17429013175967456,0.06679764243614932,0.2178060339113924,0.03477406679764243,0.21068855676872558,161.0,455.0,158.0,297.0,3.0,104.0,314.0,91.0,223.0,13.0,37.0,54.0,21.0,33.0,16.0,0.023772102161100192,0.05009823182711198
PCA,joint_selected,ml_selected,509,1.857808327151526,0.12770137524557956,-11.358991747311446,1.2413755033375695,0.6164328238139567,0.06841846758349705,0.1272382584345801,0.05761296660117879,0.22850261577368441,0.022642436149312373,0.1251110342079544,161.0,401.75,150.25,251.5,10.75,104.0,234.75,87.75,147.0,16.25,37.0,82.25,30.0,52.25,7.0,0.027701375245579557,0.032220039292730845
PCA,joint_selected,state_hist,509,1.8540179909529502,0.1100196463654224,-11.57803974250182,1.2607107892848455,0.5933072016681045,0.07131630648330059,0.03410670546310062,0.05166994106090374,0.22131511553088756,0.025933202357563852,0.111650333551125,161.0,484.0,157.0,327.0,4.0,104.0,207.0,88.0,119.0,16.0,37.0,119.0,32.0,87.0,5.0,0.010019646365422394,0.025343811394891943
PCA,joint_selected,threshold,509,2.0170759119691657,0.11394891944990176,-12.924678365664386,1.398214057471098,0.6188618544980676,0.06031434184675836,0.1743291808402069,0.05697445972495088,0.2187150138497409,0.03634577603143419,0.20809542837906334,161.0,408.0,155.0,253.0,6.0,104.0,284.0,93.0,191.0,11.0,37.0,82.0,23.0,59.0,14.0,0.013948919449901759,0.036345776031434185
PCA,legacy,historical,509,2.4736843861736024,0.0962671905697446,-18.266228202425257,1.9246143902000197,0.5490699959735822,0.06836935166994106,0.0,0.07956777996070727,0.0,0.05776031434184675,0.24674504318506932,161.0,509.0,161.0,348.0,0.0,104.0,509.0,104.0,405.0,0.0,37.0,181.0,22.0,159.0,15.0,0.0037328094302554043,0.10550098231827112
PCA,legacy,linear,509,2.1733908765749588,0.10805500982318271,-14.40187583887595,1.546793326520718,0.6265975500542406,0.06286836935166994,0.15748174078976226,0.07308447937131632,0.19963856199622962,0.03948919449901769,0.20968571860917082,161.0,461.0,159.0,302.0,2.0,104.0,386.0,95.0,291.0,9.0,37.0,108.0,24.0,84.0,13.0,0.008055009823182704,0.06581532416502947
PCA,legacy,ml_selected,509,1.849505187902014,0.10117878192534381,-12.150035120341103,1.3117390929852875,0.5377660949167264,0.061640471512770134,0.03819489310238693,0.05726915520628685,0.20950952040201049,0.023526522593320238,0.13554363840217587,161.0,422.25,155.75,266.5,5.25,104.0,270.5,91.5,179.0,12.5,37.0,94.25,30.75,63.5,6.25,0.0011787819253438053,0.0349705304518664
PCA,legacy,state_hist,509,1.8668922310322213,0.08840864440078586,-12.8322099012288,1.374873527578201,0.4920187034540203,0.06777996070726916,0.01605366991456851,0.05481335952848724,0.19153595959196962,0.024754420432220044,0.10393735118139485,161.0,486.0,159.0,327.0,2.0,104.0,273.0,93.0,180.0,11.0,37.0,123.0,33.0,90.0,4.0,0.011591355599214148,0.038703339882121816
PCA,legacy,threshold,509,2.0627777015317275,0.10609037328094302,-13.551302049893057,1.4591803680079347,0.603597333523793,0.06483300589390963,0.14086638058272946,0.06935166994106093,0.22002034455770628,0.036935166994106094,0.21601824712630743,161.0,441.0,156.0,285.0,5.0,104.0,327.0,91.0,236.0,13.0,37.0,105.0,25.0,80.0,12.0,0.006090373280943015,0.0481335952848723
