definition,policy,family,fold,n,pinball,below,q_change,too_low,too_high,cost_5,missed_severity_5,cost_10,missed_severity_10,cost_20,missed_severity_20,event_5,alarm_5,tp_5,fp_5,fn_5,event_10,alarm_10,tp_10,fp_10,fn_10,event_20,alarm_20,tp_20,fp_20,fn_20,coverage_abs_error,conditional_abs_error
PCA,fixed_model_selected_cal,linear,2025-12,139,2.7423385342927085,0.08633093525179857,-15.720886474437108,1.7782844583346504,0.9640540759580581,0.06330935251798561,0.5766777414531582,0.0762589928057554,0.5515581238660335,0.047482014388489216,0.3608504033236618,48.0,116.0,46.0,70.0,2.0,29.0,95.0,25.0,70.0,4.0,7.0,53.0,5.0,48.0,2.0,0.01366906474820144,0.03525179856115108
PCA,fixed_model_selected_cal,linear,2026-01,137,1.6765417478344993,0.072992700729927,-12.537738732971825,1.3847783435587573,0.29176340427574193,0.07445255474452554,0.0,0.09197080291970801,0.10679755775866223,0.006569343065693431,0.026432478600494757,34.0,136.0,34.0,102.0,0.0,17.0,113.0,14.0,99.0,3.0,1.0,0.0,0.0,0.0,1.0,0.027007299270073004,0.07810218978102189
PCA,fixed_model_selected_cal,linear,2026-02,128,2.144502156893644,0.1171875,-14.008520308917294,1.5339770319593342,0.6105251249343098,0.06953124999999999,0.0,0.057812499999999996,0.0,0.060937500000000006,0.2995777036473496,38.0,127.0,38.0,89.0,0.0,27.0,101.0,27.0,74.0,0.0,13.0,11.0,5.0,6.0,8.0,0.017187499999999994,0.11562499999999999
PCA,fixed_model_selected_cal,linear,2026-03,105,2.0366821379300064,0.17142857142857143,-11.850565082191464,1.1261291668790883,0.9105529710509183,0.04095238095238095,0.0,0.06571428571428571,0.21306069281334636,0.05047619047619048,0.21002515494832658,41.0,84.0,41.0,43.0,0.0,31.0,60.0,27.0,33.0,4.0,16.0,19.0,11.0,8.0,5.0,0.07142857142857142,0.07142857142857141
PCA,fixed_model_selected_cal,ml_selected,2025-12,139,2.1690258098969406,0.0737410071942446,-12.623987673952408,1.4422322938514507,0.7267935160454898,0.05755395683453238,0.0667958882564494,0.0643884892086331,0.5515581238660335,0.037589928057553956,0.3689330494158121,48.0,118.0,47.0,71.0,1.0,29.0,78.5,25.0,53.5,4.0,7.0,29.25,4.0,25.25,3.0,0.0262589928057554,0.041366906474820136
PCA,fixed_model_selected_cal,ml_selected,2026-01,137,1.3895269098050802,0.1332116788321168,-8.3635567004982,0.9804004768331893,0.4091264329718911,0.07208029197080291,0.06841277031477501,0.054379562043795626,0.0796358585846312,0.004197080291970802,0.0,34.0,100.25,30.75,69.5,3.25,17.0,41.5,12.0,29.5,5.0,1.0,6.75,1.0,5.75,0.0,0.03321167883211679,0.050729927007299266
PCA,fixed_model_selected_cal,ml_selected,2026-02,128,1.7668351077994722,0.07421875,-13.815832478779663,1.4788684223375301,0.28796668546194204,0.063671875,0.006125176471439869,0.04238281249999999,0.0,0.0166015625,0.0,38.0,109.5,37.0,72.5,1.0,27.0,81.25,27.0,54.25,0.0,13.0,34.25,13.0,21.25,0.0,0.025781250000000006,0.06875
PCA,fixed_model_selected_cal,ml_selected,2026-03,105,2.1141283930725336,0.14761904761904762,-12.926901967383422,1.2307441120606173,0.8833842810119167,0.045,0.0,0.06571428571428571,0.21897897436923233,0.05023809523809524,0.17922970279652367,41.0,88.25,41.0,47.25,0.0,31.0,57.5,26.75,30.75,4.25,16.0,21.25,11.25,10.0,4.75,0.047619047619047616,0.06285714285714288
PCA,fixed_model_selected_cal,state_hist,2025-12,139,2.113446364748082,0.10071942446043165,-11.397394586893384,1.326280971501253,0.787165393246829,0.07769784172661871,0.04147606859781389,0.05323741007194245,0.5785604081328781,0.04460431654676259,0.39044155474961184,48.0,136.0,46.0,90.0,2.0,29.0,43.0,23.0,20.0,6.0,7.0,29.0,3.0,26.0,4.0,0.0007194244604316474,0.010791366906474819
PCA,fixed_model_selected_cal,state_hist,2026-01,137,1.4316870603436807,0.10218978102189781,-9.423996707397482,1.0800560925079847,0.35163096783569586,0.07445255474452554,0.02218736161997619,0.05912408759124089,0.053813475006410295,0.010218978102189781,0.0,34.0,126.0,33.0,93.0,1.0,17.0,48.0,12.0,36.0,5.0,1.0,15.0,1.0,14.0,0.0,0.0021897810218978048,0.010948905109489052
PCA,fixed_model_selected_cal,state_hist,2026-02,128,1.8773800442398487,0.1015625,-13.229524201404452,1.4371551710177988,0.44022487322205,0.0703125,0.0,0.034375,0.0,0.025,0.0,38.0,128.0,38.0,90.0,0.0,27.0,71.0,27.0,44.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0015624999999999944,0.1
PCA,fixed_model_selected_cal,state_hist,2026-03,105,2.0331460930026988,0.14285714285714285,-12.614454615828775,1.1945256204137153,0.8386204725889832,0.05999999999999999,0.08148067622557476,0.06095238095238095,0.23673381903689034,0.02285714285714286,0.024368034926919826,41.0,94.0,40.0,54.0,1.0,31.0,45.0,26.0,19.0,5.0,16.0,30.0,15.0,15.0,1.0,0.042857142857142844,0.04285714285714286
PCA,fixed_model_selected_cal,threshold,2025-12,139,2.4517347899430746,0.07194244604316546,-14.691464603637316,1.6565761155277061,0.7951586744153686,0.07194244604316546,0.45447768548899004,0.07553956834532376,0.5515581238660335,0.04748201438848921,0.38227765835126787,48.0,118.0,45.0,73.0,3.0,29.0,94.0,25.0,69.0,4.0,7.0,43.0,4.0,39.0,3.0,0.02805755395683454,0.035251798561151085
PCA,fixed_model_selected_cal,threshold,2026-01,137,1.5355423027012869,0.12408759124087591,-10.346840934613004,1.1734975971931427,0.3620447055081444,0.08394160583941605,0.06259377361807526,0.051824817518248176,0.017500674643635573,0.005839416058394161,0.0,34.0,109.0,30.0,79.0,4.0,17.0,68.0,15.0,53.0,2.0,1.0,9.0,1.0,8.0,0.0,0.024087591240875908,0.05182481751824817
PCA,fixed_model_selected_cal,threshold,2026-02,128,1.9396872934926388,0.078125,-15.338414748215351,1.6331860451560587,0.3065012483365801,0.05078125,0.0,0.06328125000000001,0.0946417370961189,0.03671875000000001,0.034292276357408336,38.0,103.0,38.0,65.0,0.0,27.0,88.0,25.0,63.0,2.0,13.0,40.0,11.0,29.0,2.0,0.021875000000000006,0.045312500000000006
PCA,fixed_model_selected_cal,threshold,2026-03,105,2.1321766156394073,0.19047619047619047,-11.37712580884948,1.0930690800492497,1.039107535590158,0.04,0.0,0.06285714285714286,0.21306069281334636,0.07523809523809524,0.4234514476112036,41.0,83.0,41.0,42.0,0.0,31.0,57.0,27.0,30.0,4.0,16.0,15.0,8.0,7.0,8.0,0.09047619047619046,0.09047619047619049
PCA,global_window_selected,historical,2025-12,139,2.616622291062046,0.12949640287769784,-14.905955579490318,1.6923690534663738,0.9242532375956729,0.06546762589928055,0.0,0.07913669064748201,0.0,0.04532374100719425,0.48166349436034556,48.0,139.0,48.0,91.0,0.0,29.0,139.0,29.0,110.0,0.0,7.0,0.0,0.0,0.0,7.0,0.029496402877697836,0.14028776978417265
PCA,global_window_selected,historical,2026-01,137,1.8453243996448996,0.043795620437956206,-16.338436468946007,1.7437194049774736,0.10160499466742555,0.0751824817518248,0.0,0.08759124087591241,0.0,0.006569343065693431,0.026432478600494757,34.0,137.0,34.0,103.0,0.0,17.0,137.0,17.0,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0562043795620438,0.09562043795620438
PCA,global_window_selected,historical,2026-02,128,2.8566932127489357,0.1484375,-13.720519594651485,1.5792760732609405,1.2774171394879956,0.0703125,0.0,0.07890625,0.0,0.09140625000000001,0.6141654518088064,38.0,128.0,38.0,90.0,0.0,27.0,128.0,27.0,101.0,0.0,13.0,0.0,0.0,0.0,13.0,0.048437499999999994,0.16250000000000003
PCA,global_window_selected,historical,2026-03,105,2.743908711914734,0.09523809523809523,-23.31830519859719,2.2289484347540767,0.5149602771606571,0.06095238095238094,0.0,0.07047619047619046,0.0,0.0923809523809524,0.18157835884577547,41.0,105.0,41.0,64.0,0.0,31.0,105.0,31.0,74.0,0.0,16.0,103.0,15.0,88.0,1.0,0.004761904761904773,0.11904761904761904
PCA,global_window_selected,linear,2025-12,139,2.3096128879542417,0.1079136690647482,-10.601816469096393,1.2742955932201396,1.035317294734102,0.0697841726618705,0.5766777414531582,0.05683453237410072,0.5047352954099927,0.02949640287769784,0.4105666163454575,48.0,125.0,46.0,79.0,2.0,29.0,88.0,27.0,61.0,2.0,7.0,8.0,3.0,5.0,4.0,0.007913669064748191,0.06115107913669065
PCA,global_window_selected,linear,2026-01,137,1.4524119859225304,0.0948905109489051,-11.298793385905455,1.2508602861315872,0.2015516997909432,0.07153284671532846,0.0,0.07153284671532847,0.02121835309382565,0.0072992700729927005,0.026432478600494757,34.0,132.0,34.0,98.0,0.0,17.0,85.0,14.0,71.0,3.0,1.0,1.0,0.0,1.0,1.0,0.005109489051094901,0.05620437956204379
PCA,global_window_selected,linear,2026-02,128,2.1624635964675214,0.1328125,-12.79763983489567,1.4267939332547757,0.7356696632127455,0.06796875,0.0,0.05312499999999999,0.0,0.08046875,0.46213835070170695,38.0,125.0,38.0,87.0,0.0,27.0,95.0,27.0,68.0,0.0,13.0,6.0,2.0,4.0,11.0,0.032812499999999994,0.13124999999999998
PCA,global_window_selected,linear,2026-03,105,2.0366821379300064,0.17142857142857143,-11.850565082191464,1.1261291668790883,0.9105529710509183,0.04095238095238095,0.0,0.06571428571428571,0.21306069281334636,0.05047619047619048,0.21002515494832658,41.0,84.0,41.0,43.0,0.0,31.0,60.0,27.0,33.0,4.0,16.0,19.0,11.0,8.0,5.0,0.07142857142857142,0.07142857142857141
PCA,global_window_selected,ml_selected,2025-12,139,2.1690258098969406,0.0737410071942446,-12.623987673952408,1.4422322938514507,0.7267935160454898,0.05755395683453238,0.0667958882564494,0.0643884892086331,0.5515581238660335,0.037589928057553956,0.3689330494158121,48.0,118.0,47.0,71.0,1.0,29.0,78.5,25.0,53.5,4.0,7.0,29.25,4.0,25.25,3.0,0.0262589928057554,0.041366906474820136
PCA,global_window_selected,ml_selected,2026-01,137,1.46977754663709,0.1478102189781022,-9.0642330640205,1.0514864132333972,0.4182911334036928,0.07810218978102189,0.10818983043302012,0.05930656934306569,0.0796358585846312,0.00967153284671533,0.026432478600494757,34.0,101.0,30.0,71.0,4.0,17.0,48.25,12.0,36.25,5.0,1.0,4.25,0.0,4.25,1.0,0.0478102189781022,0.060948905109489034
PCA,global_window_selected,ml_selected,2026-02,128,1.8473175200753036,0.1328125,-12.70819127220036,1.387228954972976,0.4600885651023279,0.0736328125,0.006125176471439869,0.042382812500000006,0.0018778867719653203,0.023437500000000003,0.025523511240906516,38.0,122.25,37.0,85.25,1.0,27.0,71.25,26.0,45.25,1.0,13.0,28.0,11.5,16.5,1.5,0.032812499999999994,0.09999999999999999
PCA,global_window_selected,ml_selected,2026-03,105,2.1367527692968427,0.15,-12.596217857025138,1.2032449797508025,0.9335077895460397,0.04738095238095238,0.024851790264603744,0.06142857142857142,0.21897897436923233,0.049285714285714294,0.17922970279652367,41.0,88.25,40.75,47.5,0.25,31.0,53.0,26.75,26.25,4.25,16.0,20.25,11.25,9.0,4.75,0.04999999999999999,0.06523809523809525
PCA,global_window_selected,state_hist,2025-12,139,2.0732000689558374,0.10071942446043165,-11.16652815855292,1.3014783633713864,0.7717217055844512,0.06546762589928055,0.0,0.05323741007194245,0.5785604081328781,0.04964028776978417,0.4118688097772179,48.0,139.0,48.0,91.0,0.0,29.0,43.0,23.0,20.0,6.0,7.0,26.0,2.0,24.0,5.0,0.0007194244604316474,0.010791366906474819
PCA,global_window_selected,state_hist,2026-01,137,1.4330293690203888,0.10218978102189781,-9.531752617381782,1.0898883552742424,0.3431410137461464,0.07445255474452554,0.02218736161997619,0.0613138686131387,0.053813475006410295,0.010218978102189781,0.0,34.0,126.0,33.0,93.0,1.0,17.0,51.0,12.0,39.0,5.0,1.0,15.0,1.0,14.0,0.0,0.0021897810218978048,0.010948905109489052
PCA,global_window_selected,state_hist,2026-02,128,1.8773800442398487,0.1015625,-13.229524201404452,1.4371551710177988,0.44022487322205,0.0703125,0.0,0.034375,0.0,0.025,0.0,38.0,128.0,38.0,90.0,0.0,27.0,71.0,27.0,44.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0015624999999999944,0.1
PCA,global_window_selected,state_hist,2026-03,105,2.053119710064845,0.1523809523809524,-13.287168350280345,1.2570672182205713,0.7960524918442735,0.06095238095238094,0.0,0.06285714285714285,0.23673381903689034,0.02285714285714286,0.024368034926919826,41.0,105.0,41.0,64.0,0.0,31.0,47.0,26.0,21.0,5.0,16.0,30.0,15.0,15.0,1.0,0.05238095238095239,0.05238095238095238
PCA,global_window_selected,threshold,2025-12,139,2.475998744698082,0.07913669064748201,-14.411717858852017,1.6338253039725297,0.8421734407255524,0.06115107913669065,0.5766777414531582,0.051798561151079135,0.5355599606448594,0.03669064748201439,0.4105666163454575,48.0,113.0,46.0,67.0,2.0,29.0,71.0,26.0,45.0,3.0,7.0,18.0,3.0,15.0,4.0,0.020863309352517997,0.02086330935251799
PCA,global_window_selected,threshold,2026-01,137,1.5309665670215733,0.10218978102189781,-10.553674894502796,1.191655080015252,0.33931148700632086,0.0700729927007299,0.0074400233427152785,0.07372262773722628,0.10190688422363751,0.005109489051094891,0.0,34.0,120.0,33.0,87.0,1.0,17.0,68.0,12.0,56.0,5.0,1.0,8.0,1.0,7.0,0.0,0.0021897810218978048,0.0489051094890511
PCA,global_window_selected,threshold,2026-02,128,2.199388483188611,0.09375,-15.83935774484383,1.704241033822219,0.4951474493663918,0.06875,0.05866645496631004,0.06953125000000002,0.0946417370961189,0.04765625000000001,0.14504675798147482,38.0,116.0,37.0,79.0,1.0,27.0,96.0,25.0,71.0,2.0,13.0,34.0,9.0,25.0,4.0,0.0062500000000000056,0.0921875
PCA,global_window_selected,threshold,2026-03,105,2.1321766156394073,0.19047619047619047,-11.37712580884948,1.0930690800492497,1.039107535590158,0.04,0.0,0.06285714285714286,0.21306069281334636,0.07523809523809524,0.4234514476112036,41.0,83.0,41.0,42.0,0.0,31.0,57.0,27.0,30.0,4.0,16.0,15.0,8.0,7.0,8.0,0.09047619047619046,0.09047619047619049
PCA,joint_selected,historical,2025-12,139,2.3667518054211474,0.1223021582733813,-11.572073561767395,1.3673326233072203,0.9994191821139269,0.07625899280575539,0.5930756111928137,0.05971223021582734,0.5785604081328781,0.0539568345323741,0.4118688097772179,48.0,124.0,45.0,79.0,3.0,29.0,52.0,23.0,29.0,6.0,7.0,32.0,2.0,30.0,5.0,0.022302158273381292,0.023741007194244598
PCA,joint_selected,historical,2026-01,137,1.4082226334490922,0.08759124087591241,-9.876613907737294,1.118445197849109,0.2897774355999832,0.09197080291970804,0.1407685328733215,0.04744525547445255,0.032496891848199004,0.016058394160583942,0.026432478600494757,34.0,110.0,29.0,81.0,5.0,17.0,52.0,14.0,38.0,3.0,1.0,13.0,0.0,13.0,1.0,0.012408759124087593,0.028467153284671535
PCA,joint_selected,historical,2026-02,128,1.9110448895825682,0.1328125,-13.141954450683809,1.4326403779872128,0.4784045115953557,0.065625,0.0,0.03125,0.0,0.0484375,0.08844366165079479,38.0,122.0,38.0,84.0,0.0,27.0,67.0,27.0,40.0,0.0,13.0,35.0,9.0,26.0,4.0,0.032812499999999994,0.09999999999999999
PCA,joint_selected,historical,2026-03,105,2.093796694610161,0.1523809523809524,-13.110172397982447,1.2452052809682925,0.848591413641869,0.05047619047619048,0.08148067622557476,0.07047619047619048,0.2584902322217251,0.024761904761904763,0.024368034926919826,41.0,84.0,40.0,44.0,1.0,31.0,45.0,25.0,20.0,6.0,16.0,32.0,15.0,17.0,1.0,0.05238095238095239,0.05238095238095238
PCA,joint_selected,linear,2025-12,139,2.3296577509108656,0.1079136690647482,-11.0351112622419,1.3152966108988977,1.014361140011968,0.07194244604316546,0.5766777414531582,0.06474820143884892,0.5207334586311669,0.03309352517985612,0.4105666163454575,48.0,128.0,46.0,82.0,2.0,29.0,89.0,26.0,63.0,3.0,7.0,13.0,3.0,10.0,4.0,0.007913669064748191,0.046762589928057555
PCA,joint_selected,linear,2026-01,137,1.4524119859225304,0.0948905109489051,-11.298793385905455,1.2508602861315872,0.2015516997909432,0.07153284671532846,0.0,0.07153284671532847,0.02121835309382565,0.0072992700729927005,0.026432478600494757,34.0,132.0,34.0,98.0,0.0,17.0,85.0,14.0,71.0,3.0,1.0,1.0,0.0,1.0,1.0,0.005109489051094901,0.05620437956204379
PCA,joint_selected,linear,2026-02,128,2.144502156893644,0.1171875,-14.008520308917294,1.5339770319593342,0.6105251249343098,0.06953124999999999,0.0,0.057812499999999996,0.0,0.060937500000000006,0.2995777036473496,38.0,127.0,38.0,89.0,0.0,27.0,101.0,27.0,74.0,0.0,13.0,11.0,5.0,6.0,8.0,0.017187499999999994,0.11562499999999999
PCA,joint_selected,linear,2026-03,105,2.029922469914716,0.19047619047619047,-11.217982775496157,1.0685207924749816,0.9614016774397347,0.03523809523809524,0.08148067622557476,0.07428571428571429,0.33880386797440404,0.04095238095238096,0.07813828655365904,41.0,68.0,40.0,28.0,1.0,31.0,39.0,24.0,15.0,7.0,16.0,29.0,13.0,16.0,3.0,0.09047619047619046,0.09047619047619047
PCA,joint_selected,ml_selected,2025-12,139,2.092568016389143,0.1079136690647482,-10.997794485573552,1.2882291275465738,0.8043388888425691,0.05377697841726619,0.16169070745576344,0.06025179856115108,0.562562244911704,0.039568345323741004,0.4105666163454575,48.0,105.25,46.25,59.0,1.75,29.0,62.75,24.0,38.75,5.0,7.0,22.0,3.0,19.0,4.0,0.007913669064748191,0.02158273381294964
PCA,joint_selected,ml_selected,2026-01,137,1.4517253599337812,0.145985401459854,-8.971005019250034,1.0412906705337246,0.4104346894000567,0.07755474452554745,0.10818983043302012,0.05821167883211679,0.0796358585846312,0.00894160583941606,0.026432478600494757,34.0,100.25,30.0,70.25,4.0,17.0,46.75,12.0,34.75,5.0,1.0,3.25,0.0,3.25,1.0,0.045985401459854,0.06131386861313867
PCA,joint_selected,ml_selected,2026-02,128,1.7700605939080676,0.095703125,-13.513466312720467,1.4519780160030618,0.3180825779050058,0.07285156250000001,0.006125176471439869,0.0427734375,0.00046947169299133007,0.014843750000000001,0.0,38.0,121.25,37.0,84.25,1.0,27.0,79.25,26.75,52.5,0.25,13.0,32.0,13.0,19.0,0.0,0.0042968750000000056,0.070703125
PCA,joint_selected,ml_selected,2026-03,105,2.183841465817859,0.16904761904761906,-12.326495144965028,1.183678805317494,1.0001626605003646,0.07047619047619048,0.2541260557064961,0.07142857142857142,0.2584902322217251,0.027619047619047623,0.02849054449107068,41.0,75.0,37.0,38.0,4.0,31.0,46.0,25.0,21.0,6.0,16.0,25.0,14.0,11.0,2.0,0.06904761904761905,0.06904761904761905
PCA,joint_selected,state_hist,2025-12,139,2.113446364748082,0.10071942446043165,-11.397394586893384,1.326280971501253,0.787165393246829,0.07769784172661871,0.04147606859781389,0.05323741007194245,0.5785604081328781,0.04460431654676259,0.39044155474961184,48.0,136.0,46.0,90.0,2.0,29.0,43.0,23.0,20.0,6.0,7.0,29.0,3.0,26.0,4.0,0.0007194244604316474,0.010791366906474819
PCA,joint_selected,state_hist,2026-01,137,1.4316870603436807,0.10218978102189781,-9.423996707397482,1.0800560925079847,0.35163096783569586,0.07445255474452554,0.02218736161997619,0.05912408759124089,0.053813475006410295,0.010218978102189781,0.0,34.0,126.0,33.0,93.0,1.0,17.0,48.0,12.0,36.0,5.0,1.0,15.0,1.0,14.0,0.0,0.0021897810218978048,0.010948905109489052
PCA,joint_selected,state_hist,2026-02,128,1.8773800442398487,0.1015625,-13.229524201404452,1.4371551710177988,0.44022487322205,0.0703125,0.0,0.034375,0.0,0.025,0.0,38.0,128.0,38.0,90.0,0.0,27.0,71.0,27.0,44.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0015624999999999944,0.1
PCA,joint_selected,state_hist,2026-03,105,2.0331460930026988,0.14285714285714285,-12.614454615828775,1.1945256204137153,0.8386204725889832,0.05999999999999999,0.08148067622557476,0.06095238095238095,0.23673381903689034,0.02285714285714286,0.024368034926919826,41.0,94.0,40.0,54.0,1.0,31.0,45.0,26.0,19.0,5.0,16.0,30.0,15.0,15.0,1.0,0.042857142857142844,0.04285714285714286
PCA,joint_selected,threshold,2025-12,139,2.475998744698082,0.07913669064748201,-14.411717858852017,1.6338253039725297,0.8421734407255524,0.06115107913669065,0.5766777414531582,0.051798561151079135,0.5355599606448594,0.03669064748201439,0.4105666163454575,48.0,113.0,46.0,67.0,2.0,29.0,71.0,26.0,45.0,3.0,7.0,18.0,3.0,15.0,4.0,0.020863309352517997,0.02086330935251799
PCA,joint_selected,threshold,2026-01,137,1.5355423027012869,0.12408759124087591,-10.346840934613004,1.1734975971931427,0.3620447055081444,0.08394160583941605,0.06259377361807526,0.051824817518248176,0.017500674643635573,0.005839416058394161,0.0,34.0,109.0,30.0,79.0,4.0,17.0,68.0,15.0,53.0,2.0,1.0,9.0,1.0,8.0,0.0,0.024087591240875908,0.05182481751824817
PCA,joint_selected,threshold,2026-02,128,1.9396872934926388,0.078125,-15.338414748215351,1.6331860451560587,0.3065012483365801,0.05078125,0.0,0.06328125000000001,0.0946417370961189,0.03671875000000001,0.034292276357408336,38.0,103.0,38.0,65.0,0.0,27.0,88.0,25.0,63.0,2.0,13.0,40.0,11.0,29.0,2.0,0.021875000000000006,0.045312500000000006
PCA,joint_selected,threshold,2026-03,105,2.1321766156394073,0.19047619047619047,-11.37712580884948,1.0930690800492497,1.039107535590158,0.04,0.0,0.06285714285714286,0.21306069281334636,0.07523809523809524,0.4234514476112036,41.0,83.0,41.0,42.0,0.0,31.0,57.0,27.0,30.0,4.0,16.0,15.0,8.0,7.0,8.0,0.09047619047619046,0.09047619047619049
PCA,legacy,historical,2025-12,139,2.555195957328729,0.07194244604316546,-17.69549748707308,1.9372851917754899,0.6179107655532392,0.06546762589928055,0.0,0.07913669064748201,0.0,0.05539568345323742,0.48036130092858514,48.0,139.0,48.0,91.0,0.0,29.0,139.0,29.0,110.0,0.0,7.0,24.0,1.0,23.0,6.0,0.02805755395683454,0.08273381294964027
PCA,legacy,historical,2026-01,137,1.844933857122591,0.08759124087591241,-14.312524656720292,1.5613482876249287,0.28358556949766217,0.0751824817518248,0.0,0.08759124087591241,0.0,0.006569343065693431,0.026432478600494757,34.0,137.0,34.0,103.0,0.0,17.0,137.0,17.0,120.0,0.0,1.0,0.0,0.0,0.0,1.0,0.012408759124087593,0.08978102189781022
PCA,legacy,historical,2026-02,128,2.83645907278772,0.1328125,-18.97342250396806,2.050013921103311,0.7864451516844091,0.0703125,0.0,0.07890625,0.0,0.08671875,0.28231272582072453,38.0,128.0,38.0,90.0,0.0,27.0,128.0,27.0,101.0,0.0,13.0,54.0,6.0,48.0,7.0,0.032812499999999994,0.146875
PCA,legacy,historical,2026-03,105,2.743908711914734,0.09523809523809523,-23.31830519859719,2.2289484347540767,0.5149602771606571,0.06095238095238094,0.0,0.07047619047619046,0.0,0.0923809523809524,0.18157835884577547,41.0,105.0,41.0,64.0,0.0,31.0,105.0,31.0,74.0,0.0,16.0,103.0,15.0,88.0,1.0,0.004761904761904773,0.11904761904761904
PCA,legacy,linear,2025-12,139,2.7423385342927085,0.08633093525179857,-15.720886474437108,1.7782844583346504,0.9640540759580581,0.06330935251798561,0.5766777414531582,0.0762589928057554,0.5515581238660335,0.047482014388489216,0.3608504033236618,48.0,116.0,46.0,70.0,2.0,29.0,95.0,25.0,70.0,4.0,7.0,53.0,5.0,48.0,2.0,0.01366906474820144,0.03525179856115108
PCA,legacy,linear,2026-01,137,1.6765417478344993,0.072992700729927,-12.537738732971825,1.3847783435587573,0.29176340427574193,0.07445255474452554,0.0,0.09197080291970801,0.10679755775866223,0.006569343065693431,0.026432478600494757,34.0,136.0,34.0,102.0,0.0,17.0,113.0,14.0,99.0,3.0,1.0,0.0,0.0,0.0,1.0,0.027007299270073004,0.07810218978102189
PCA,legacy,linear,2026-02,128,2.18871483466444,0.1171875,-16.282904517970458,1.7430928785511985,0.44562195611324174,0.06953124999999999,0.0,0.06718749999999998,0.0,0.04609375000000001,0.14504675798147482,38.0,127.0,38.0,89.0,0.0,27.0,113.0,27.0,86.0,0.0,13.0,32.0,9.0,23.0,4.0,0.017187499999999994,0.11562499999999999
PCA,legacy,linear,2026-03,105,2.049801729710407,0.17142857142857143,-12.794948545940402,1.2124356377945327,0.8373660919158743,0.039047619047619046,0.0,0.051428571428571435,0.09826841357871903,0.06380952380952382,0.32747228685887997,41.0,82.0,41.0,41.0,0.0,31.0,65.0,29.0,36.0,2.0,16.0,23.0,10.0,13.0,6.0,0.07142857142857142,0.07142857142857141
PCA,legacy,ml_selected,2025-12,139,2.1690258098969406,0.0737410071942446,-12.623987673952408,1.4422322938514507,0.7267935160454898,0.05755395683453238,0.0667958882564494,0.0643884892086331,0.5515581238660335,0.037589928057553956,0.3689330494158121,48.0,118.0,47.0,71.0,1.0,29.0,78.5,25.0,53.5,4.0,7.0,29.25,4.0,25.25,3.0,0.0262589928057554,0.041366906474820136
PCA,legacy,ml_selected,2026-01,137,1.3895269098050802,0.1332116788321168,-8.3635567004982,0.9804004768331893,0.4091264329718911,0.07208029197080291,0.06841277031477501,0.054379562043795626,0.0796358585846312,0.004197080291970802,0.0,34.0,100.25,30.75,69.5,3.25,17.0,41.5,12.0,29.5,5.0,1.0,6.75,1.0,5.75,0.0,0.03321167883211679,0.050729927007299266
PCA,legacy,ml_selected,2026-02,128,1.7668351077994722,0.07421875,-13.815832478779663,1.4788684223375301,0.28796668546194204,0.063671875,0.006125176471439869,0.04238281249999999,0.0,0.0166015625,0.0,38.0,109.5,37.0,72.5,1.0,27.0,81.25,27.0,54.25,0.0,13.0,34.25,13.0,21.25,0.0,0.025781250000000006,0.06875
PCA,legacy,ml_selected,2026-03,105,2.127461644045922,0.12857142857142856,-14.43237870783035,1.3675703437981797,0.7598913002477429,0.05095238095238095,0.0,0.06976190476190477,0.1815586099157164,0.038571428571428576,0.16866683883723443,41.0,94.5,41.0,53.5,0.0,31.0,69.25,27.5,41.75,3.5,16.0,24.0,12.75,11.25,3.25,0.028571428571428553,0.043809523809523805
PCA,legacy,state_hist,2025-12,139,2.12689646413581,0.07913669064748201,-12.665369740680129,1.4417437452808328,0.6851527188549774,0.0633093525179856,0.0,0.06330935251798561,0.5515581238660335,0.04172661870503597,0.36219761211513235,48.0,136.0,48.0,88.0,0.0,29.0,77.0,25.0,52.0,4.0,7.0,35.0,4.0,31.0,3.0,0.020863309352517997,0.03237410071942446
PCA,legacy,state_hist,2026-01,137,1.3941763037578379,0.08029197080291971,-9.640914510931474,1.0958276191674596,0.298348684590378,0.0751824817518248,0.059644656835878634,0.055474452554744536,0.036214570298389086,0.008759124087591242,0.0,34.0,117.0,32.0,85.0,2.0,17.0,53.0,13.0,40.0,4.0,1.0,13.0,1.0,12.0,0.0,0.0197080291970803,0.022627737226277377
PCA,legacy,state_hist,2026-02,128,1.8927643785539083,0.09375,-14.208271957963843,1.52678090253955,0.36598347601435854,0.0703125,0.0,0.03359375,0.0,0.025,0.0,38.0,128.0,38.0,90.0,0.0,27.0,70.0,27.0,43.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0062500000000000056,0.0921875
PCA,legacy,state_hist,2026-03,105,2.107938504864752,0.10476190476190476,-15.539469972894645,1.4652562437358494,0.6426822611289029,0.06095238095238094,0.0,0.06857142857142856,0.15108407699099588,0.02285714285714286,0.024368034926919826,41.0,105.0,41.0,64.0,0.0,31.0,73.0,28.0,45.0,3.0,16.0,30.0,15.0,15.0,1.0,0.004761904761904759,0.019999999999999997
