model,month,stage,epoch,train_loss_scaled,validation_tail_loss_bp,selected_counts
gru_shuffled_20260911,2025-12,validation,5,0.1710074176984047,1.7234186693063698,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260911,2025-12,validation,6,0.17008306597595785,1.7240606342682034,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260911,2025-12,validation,7,0.1699258529428226,1.7275949161315067,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260911,2025-12,validation,8,0.16901172452898167,1.719025974547163,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260911,2025-12,validation,9,0.16849354732392438,1.7510151274699068,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260911,2025-12,refit,1,0.19350020655176856,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,1,0.1804237392411303,1.6272194321038758,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,2,0.17488991413543473,1.6145003732020928,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,3,0.17246215134414275,1.6561064218897585,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,4,0.17140158988646606,1.6849370188531536,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,5,0.1706970229522506,1.7106995629477217,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,6,0.1701090540458907,1.6879663645932241,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,7,0.16997158393931033,1.6871868023659389,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,8,0.16880098919370282,1.7033753327147265,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,9,0.1686345803648678,1.7197910917337182,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,validation,10,0.16768145094166942,1.7380400396413027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,refit,1,0.19198854199864648,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_shuffled_20260912,2025-12,refit,2,0.18663460422645917,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,1,0.18069952081388502,1.6561086617371572,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,2,0.17548270034256266,1.6632958603489714,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,3,0.1719353890685893,1.678985209567944,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,4,0.17116993576733033,1.6766195561479458,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,5,0.17017670086960293,1.6795212586667303,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,6,0.16962219285431193,1.6808322890812395,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,7,0.1690134326023842,1.6993993059039725,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,8,0.16805780667867234,1.6713442439903856,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,9,0.16778707081702218,1.6526710764630814,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,10,0.16698358930758575,1.6861523873039603,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,11,0.16604748056895696,1.6431941088706552,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,12,0.16568329974786558,1.6408109853847528,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,13,0.1644258123280397,1.6391645419343914,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,14,0.16402904644830904,1.6207711968209522,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,15,0.1629929271206927,1.596913243059368,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,16,0.1625206072383852,1.6073787187738224,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,17,0.16180521360973812,1.5969866569415305,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,18,0.16040025829379237,1.5835472326688744,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,19,0.16012618523925098,1.6092870767099776,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,20,0.1594876333403943,1.5856286994401974,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,21,0.15911449514218232,1.5780029901661519,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,22,0.1587248595792856,1.5861099356512092,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,23,0.15833135260574854,1.5910533591712361,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,24,0.1569758286671852,1.614268717388296,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,25,0.1564264010582397,1.6176086479472969,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,26,0.1564845654057033,1.5896860108609414,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,27,0.15533519525136522,1.616189663181236,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,28,0.15469600171295564,1.5928838043592721,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,validation,29,0.1537115567210895,1.5906257799941346,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,1,0.1928485151041638,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,2,0.18669078363613648,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,3,0.1831112653017044,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,4,0.1820328262719241,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,5,0.18108387223698877,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,6,0.18021067367358642,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,7,0.17947934026067908,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,8,0.1784458966417746,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,9,0.1773273308168758,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,10,0.17711599306626755,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,11,0.17591640082272617,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,12,0.1750850799408826,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,13,0.174181307581338,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,14,0.17275707830082287,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,15,0.1721243607726964,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,16,0.17116332121870734,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,17,0.17083530534397473,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,18,0.16973082788965918,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,19,0.16886910660700363,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,20,0.16882352395491165,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260910,2025-12,refit,21,0.16744245317849246,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,validation,1,0.18114469900949678,1.6507651204708103,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,validation,2,0.1766869861688187,1.667462749290078,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,validation,3,0.172664121015748,1.7014469258694518,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,validation,4,0.17170358816189552,1.7152427419315848,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,validation,5,0.1708712826913862,1.715804460808468,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,validation,6,0.1700397565293668,1.7135836722767528,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,validation,7,0.169689509628424,1.715352872091993,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,validation,8,0.16888111207022596,1.7046296506538094,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,validation,9,0.16837267555407623,1.7235386996606525,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260911,2025-12,refit,1,0.1934258924289183,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,1,0.18039853359336283,1.62735111159258,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,2,0.17476906594055802,1.610913039160612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,3,0.17240408374302424,1.6507722100202162,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,4,0.17127434686938328,1.67567000972519,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,5,0.17053128423085853,1.701977159722801,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,6,0.17007602039557784,1.6798046945699678,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,7,0.16983171496818314,1.6756368867566902,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,8,0.16859077695590347,1.6859549291698577,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,9,0.16832506500962954,1.7015725276463978,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,validation,10,0.16727894433398746,1.7029367089507805,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,refit,1,0.19198314574631778,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_tick_20260912,2025-12,refit,2,0.18642868033864282,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,validation,1,0.18154485657143948,1.648307048207861,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,validation,2,0.1768394608550997,1.702089543334817,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,validation,3,0.17231796237070168,1.8404533986126876,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,validation,4,0.1687969725523422,1.8769910063000714,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,validation,5,0.1672261653106604,1.8742846562783886,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,validation,6,0.16466340956403247,1.970957076899977,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,validation,7,0.16269902929441252,2.0049125398202556,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,validation,8,0.16192573153260928,1.9933137147274653,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,validation,9,0.16111620771351146,2.0275626582431516,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260910,2025-12,refit,1,0.19323643364689566,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,validation,1,0.1813715420552154,1.633046995272675,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,validation,2,0.17659891029792046,1.6432122795853699,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,validation,3,0.17345695798076802,1.7494008065948423,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,validation,4,0.1696229310178045,1.8442754367964826,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,validation,5,0.16825924546860938,1.841365132770297,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,validation,6,0.16596657615989002,1.877303247091231,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,validation,7,0.16486182564230106,1.8844848477361225,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,validation,8,0.16250663128361773,1.8434003080309698,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,validation,9,0.161558077184122,1.8879065505459216,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260911,2025-12,refit,1,0.19410614466125314,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,1,0.18148336081362482,1.6282220009718464,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,2,0.17698985760781302,1.6325789294304953,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,3,0.174914741916443,1.6297230791208805,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,4,0.1730115720585211,1.6163718991436944,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,5,0.17194742853961772,1.6563952913957714,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,6,0.16994820690866727,1.6777077129876914,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,7,0.16863050656532175,1.7091323456663938,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,8,0.16745340712924503,1.7125824642565441,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,9,0.16531065840329698,1.7171066391538934,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,10,0.16370850023049027,1.7132807667993981,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,11,0.16301215006344355,1.7229893082987648,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,validation,12,0.1618276567601446,1.7705234141600843,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,refit,1,0.19338818910447034,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,refit,2,0.1878523203459653,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,refit,3,0.18218311938372525,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_clean_20260912,2025-12,refit,4,0.17815466970205307,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,validation,1,0.1815537109748641,1.6484350760407753,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,validation,2,0.17686189399726354,1.6973988195306475,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,validation,3,0.17235321006668147,1.8375755400753138,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,validation,4,0.16904233573977626,1.8685949454091992,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,validation,5,0.16736280028499775,1.8650189410047844,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,validation,6,0.16458911504318466,1.9863431365097555,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,validation,7,0.16283619604003963,2.0343293327145116,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,validation,8,0.1619365595614732,1.9921274226159573,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,validation,9,0.1612736616116851,1.9984852662032233,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260910,2025-12,refit,1,0.19322222064841876,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260911,2025-12,validation,1,0.1813957219693198,1.6328833429354392,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260911,2025-12,validation,2,0.1767652586324891,1.6350574865481515,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260911,2025-12,validation,3,0.17380892363057207,1.7188182386795379,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260911,2025-12,validation,4,0.16984020885246903,1.7892191371905448,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260911,2025-12,validation,5,0.16822656054994953,1.8262844028207716,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260911,2025-12,validation,6,0.16602466577914224,1.8656589098444545,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260911,2025-12,validation,7,0.16484590764365978,1.862218113452039,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260911,2025-12,validation,8,0.16269510361685682,1.8580271432479982,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
