model,primary_model,new_model,n,days,q10_prediction_sd,q90_prediction_sd,clean_tail,clean_q10,coverage80,width80,worst_tail_h1,sensitivity_h1,worst_tail_h6,sensitivity_h6,worst_tail_h24,sensitivity_h24
tcn_clean_20260910_raw,False,False,1814,77,2.5729996101304895,1.862589846729294,1.7036724961305827,1.638922217724639,0.7348401323042999,22.321923137499716,1.7665714886838884,0.6183469989465379,1.8308817775479582,1.3041056301259941,1.8699450480603907,1.7320089837024861
tcn_clean_20260910_cal,False,False,1814,77,2.893767158995313,2.6594530063832216,1.6899620467803704,1.637579132438635,0.7993384785005513,25.496799782305924,1.742330280965881,0.6183469989465379,1.796986555743234,1.3041056301259941,1.830391236437639,1.7320089837024861
tcn_clean_20260911_raw,False,False,1814,77,4.113977478972065,1.9614191665805134,1.718919417377715,1.6641201925645812,0.7811466372657111,24.927574312542344,1.8064974766349329,1.2136384852008757,1.9374002264193204,3.1228948517434523,1.9796348829201027,3.7154178075254163
tcn_clean_20260911_cal,False,False,1814,77,3.5445323585289925,2.992006844416774,1.7054921341555234,1.6546453033215502,0.8065049614112458,25.799628879255533,1.7911518334824543,1.2136384852008757,1.917109531034512,3.1228948517434523,1.9575786945443847,3.7154178075254163
tcn_clean_20260912_raw,False,False,1814,77,2.540735934931606,1.6712992465962713,1.6595642738866832,1.6229399238455988,0.7750826901874311,23.731125379870456,1.7451855266422358,1.1459063295492657,1.8498273131550078,2.724016386723965,1.8898449748883364,3.3198722000290304
tcn_clean_20260912_cal,False,False,1814,77,2.8850287150034606,2.0009627536164287,1.6610134343089773,1.6222478074606055,0.7965821389195149,25.160385552403906,1.738718049181337,1.1459063295492657,1.8387167689241446,2.724016386723965,1.8764504195901843,3.3198722000290304
tcn_clean_ensemble_raw,True,False,1814,77,2.873543300265066,1.6675468261947304,1.6740940588243776,1.6127197741888548,0.7673649393605292,23.66020760997084,1.750612750222821,0.9599491791092529,1.8515508050308551,2.309184638860689,1.8904261048445128,2.7835374503221555
tcn_clean_ensemble_cal,True,False,1814,77,2.8998920667676593,2.4693476978746727,1.6735002050449213,1.618901845386,0.7998897464167586,25.438293085484812,1.7435069721922112,0.959949179109253,1.8381718355469936,2.3091846388606894,1.873919551490693,2.7835374503221555
tcn_shuffled_20260910_raw,False,False,1814,77,2.827759376505656,2.297465942582579,1.7116987859765058,1.6443999754408083,0.7508269018743109,22.780991068485683,1.797514855712594,0.9152651185369018,1.9010614779937722,2.13214165767472,1.956907325116955,2.7589393227208148
tcn_shuffled_20260910_cal,False,False,1814,77,2.7721425870276266,3.2684277878336525,1.6950197279098949,1.6388854096397207,0.7954796030871003,25.237556373517545,1.7721647070172564,0.9152651185369018,1.8636822453094495,2.13214165767472,1.9132529413436115,2.7589393227208148
tcn_shuffled_20260911_raw,False,False,1814,77,3.6621491293864263,2.0636688902853355,1.7098904548934035,1.6421003506911704,0.7783902976846747,24.59210542531103,1.7971963816107204,1.1706226547602914,1.9025952658479834,2.6316708514288214,1.9403792481348705,3.192689053673203
tcn_shuffled_20260911_cal,False,False,1814,77,3.777472020395668,3.1610276472005947,1.7149758571998193,1.6496325326758348,0.7894156560088202,25.26418484921202,1.80243527034405,1.1706226547602914,1.9078703788007967,2.6316708514288214,1.945834801709487,3.192689053673203
tcn_shuffled_20260912_raw,False,False,1814,77,2.4101491846626755,1.4898899880082523,1.6563296414352549,1.6208154434388409,0.7662624035281147,23.401480500858437,1.7394706313679176,1.0437099000453423,1.8286980140763207,2.269975966629146,1.8638650689311222,2.771487431594529
tcn_shuffled_20260912_cal,False,False,1814,77,2.806698682839695,1.8040338207768267,1.6545450118438068,1.6168289553715223,0.7943770672546858,24.888406604502112,1.7289378218238143,1.0437099000453423,1.8133049823249379,2.269975966629146,1.8462346832881493,2.771487431594529
tcn_shuffled_ensemble_raw,True,False,1814,77,2.767652884544329,1.6906858057708793,1.6772099793711448,1.6188697452591714,0.7712238147739802,23.591525664885047,1.7588955161386455,1.0183107781086018,1.8586251359917367,2.3187304253702608,1.9006482308412576,2.8552219863325217
tcn_shuffled_ensemble_cal,True,False,1814,77,2.879483958922319,2.625150406536686,1.6757051031549082,1.6195202513666351,0.7921719955898566,25.027240013455774,1.7528236246074649,1.0183107781086018,1.846384453723951,2.318730425370261,1.8857744977310458,2.8552219863325217
tcn_tick_20260910_raw,False,False,1814,77,2.727366446463663,1.7443245360867974,1.6992277716678463,1.6295405912324077,0.7364939360529217,22.44602602187959,1.7612874831259728,0.6615170225944645,1.8343656731003772,1.5072764156934577,1.8692805960721286,1.84282002874877
tcn_tick_20260910_cal,False,False,1814,77,3.009335116055059,2.568981750512794,1.6860002457651204,1.6314999082235173,0.7998897464167586,25.509574462972697,1.7393175644018999,0.6615170225944645,1.803183899277928,1.5072764156934577,1.8332113164558643,1.84282002874877
tcn_tick_20260911_raw,False,False,1814,77,3.893326435842032,2.258167856288878,1.7242688716398782,1.6594239148993526,0.7783902976846747,24.718478486188324,1.8089265700912827,1.1134858662396045,1.9152289456037013,2.5624756224231655,1.9531433653527441,3.0598367064895546
tcn_tick_20260911_cal,False,False,1814,77,3.547522477625734,3.3356362529731176,1.7264855390595304,1.6637741777925374,0.7998897464167586,25.744580805290397,1.8084626781615534,1.1134858662396045,1.9102512562125704,2.5624756224231655,1.9460782720460843,3.0598367064895546
tcn_tick_20260912_raw,False,False,1814,77,2.3707681605452873,2.232091111979475,1.6654674362551087,1.6311284057251607,0.7701212789415656,23.60974176361122,1.7505779094774516,0.9527492838631392,1.8368558082474031,2.1598659586880147,1.873247378737689,2.7096747663344414
tcn_tick_20260912_cal,False,False,1814,77,2.7193541120194022,2.4423600272043333,1.6623048489372219,1.6198382964288685,0.7921719955898566,25.07904098875472,1.7395567711815334,0.9527492838631392,1.8208029914526158,2.1598659586880147,1.8545923502843378,2.7096747663344414
tcn_tick_ensemble_raw,True,False,1814,77,2.7411344949361247,1.8495338432311568,1.67586617501896,1.6145184347972479,0.7684674751929438,23.591415423893043,1.7497422445705937,0.8560238438290475,1.8396452214329284,2.0092935150311915,1.876557482857712,2.48199393599404
tcn_tick_ensemble_cal,True,False,1814,77,2.889078335320294,2.68593208264248,1.677811138486104,1.6188088886933727,0.7976846747519294,25.433229822382938,1.7454092921923603,0.8560238438290475,1.8295431116600127,2.009293515031191,1.8635638110361643,2.48199393599404
gru_clean_20260910_raw,False,True,1814,77,2.472256441308862,1.9069837045956208,1.650784167592024,1.6160973125913174,0.7866593164277839,23.807541982867356,1.732695121621748,1.0347494266787596,1.8281768931988234,2.220047765950515,1.8416380551660843,2.394710556543386
gru_clean_20260910_cal,False,True,1814,77,2.8424214506696934,2.513298239959156,1.6551770393030534,1.6131157511252774,0.8031973539140022,25.00814251568453,1.731918992861945,1.0347494266787596,1.8210150930406592,2.220047765950515,1.8337134332833644,2.394710556543386
gru_clean_20260911_raw,False,True,1814,77,2.4619424094406566,1.6795426346369862,1.6724265931228421,1.612060264445509,0.7690187431091511,23.78621265670036,1.7334298395409324,0.7972940473335712,1.7983844903542159,1.6048105259845906,1.8110917350626443,1.7409845371099133
gru_clean_20260911_cal,False,True,1814,77,2.390506507870105,2.3808060625631584,1.669044537362583,1.6186890090846067,0.8015435501653804,25.49385166652936,1.7239895103962437,0.7972940473335712,1.7825575751220166,1.6048105259845906,1.7946124264600676,1.7409845371099133
gru_clean_20260912_raw,False,True,1814,77,2.7507704944846885,1.8659924246475494,1.6453003594052544,1.6100086659018509,0.7943770672546858,24.125263036151704,1.7323323894838953,1.0844555279648684,1.8601976293347307,2.4638094694375203,1.8769746527025932,2.630927918632869
gru_clean_20260912_cal,False,True,1814,77,3.189219545239411,2.389700129597448,1.653491338292528,1.6064052704120384,0.8015435501653804,25.02046524084819,1.7354169368317973,1.0844555279648684,1.854347688070797,2.4638094694375203,1.8698701596535703,2.630927918632869
gru_clean_ensemble_raw,True,True,1814,77,2.363777226170537,1.7002350736625047,1.6471390133577322,1.601925392631842,0.7855567805953694,23.906339225239808,1.7226032524129555,0.9667340264255534,1.8191398239537555,2.091281173598105,1.8334109313578668,2.2474403866771735
gru_clean_ensemble_cal,True,True,1814,77,2.5980737083713135,2.3344130267399033,1.6514005841561155,1.6024090247648277,0.7998897464167586,25.13851011706783,1.7217792230173852,0.9667340264255534,1.8092433636226009,2.091281173598105,1.82236973508712,2.247440386677174
gru_shuffled_20260910_raw,False,True,1814,77,2.4986096510706512,2.09578163908852,1.6557768514918192,1.6217156819534897,0.7861080485115767,23.96352283589238,1.7393832605918618,1.033761571497218,1.8372826239694582,2.2686101199510738,1.8545496588269985,2.5267171717794095
gru_shuffled_20260910_cal,False,True,1814,77,2.7154717081090674,2.697736018940477,1.6594643765457788,1.6182201573445878,0.8054024255788313,25.07145080070481,1.7385927964245582,1.033761571497218,1.8314270210204997,2.2686101199510738,1.8481111421344667,2.5267171717794095
gru_shuffled_20260911_raw,False,True,1814,77,2.7810516700442767,1.5243791014327919,1.6697405113809358,1.615609972278204,0.7717750826901875,24.02309510805115,1.734017656727717,0.7923470048157882,1.7863959767116155,1.4990512459911611,1.7917517405438608,1.546689213307979
gru_shuffled_20260911_cal,False,True,1814,77,2.6253804782159835,2.2345939296631556,1.666579699849252,1.624501265946232,0.802646085997795,25.577179352434275,1.7267565372292926,0.7923470048157882,1.7737023798833285,1.4990512459911611,1.779415017137944,1.546689213307979
gru_shuffled_20260912_raw,False,True,1814,77,2.62103446413078,1.7762259605685704,1.6469444643360946,1.6094872122524293,0.7927232635060639,24.095020646954318,1.7312363482642072,1.0497140863370211,1.8521302403407416,2.364878036747168,1.8683291033544098,2.5267825760152665
gru_shuffled_20260912_cal,False,True,1814,77,3.021347037976894,2.3307330672402764,1.6538815722752784,1.6061307643029343,0.8020948180815877,25.00665403130651,1.7332540006444712,1.0497140863370211,1.846177578137515,2.364878036747168,1.8610411960820734,2.5267825760152665
gru_shuffled_ensemble_raw,True,True,1814,77,2.4006480240181083,1.6730301066282676,1.6464801958569306,1.6023015007494563,0.7877618522601985,24.02721286363262,1.722507000814986,0.9505172042187764,1.8133352404370322,2.0379417344779927,1.8245958478814748,2.1895467164278997
gru_shuffled_ensemble_cal,True,True,1814,77,2.5510530745948956,2.3198901701560826,1.6498510272143554,1.601566743552392,0.8004410143329658,25.19715656531659,1.72126065116389,0.9505172042187764,1.8055011579480285,2.0379417344779927,1.816165954101581,2.1895467164278997
gru_tick_20260910_raw,False,True,1814,77,2.4775112892923046,1.9242568113777359,1.6505220742906475,1.6143042938467833,0.7899669239250275,23.91673020753997,1.7257959999735224,0.944544791649563,1.811068249864209,2.0167507702092484,1.8235301962410269,2.1844669768408087
gru_tick_20260910_cal,False,True,1814,77,2.5893161709118226,2.5576178658316038,1.6638863170135552,1.6268199733961564,0.8103638368246968,25.472381129738572,1.732694152450964,0.944544791649563,1.810411040631613,2.0167507702092484,1.8219919138896616,2.1844669768408087
gru_tick_20260911_raw,False,True,1814,77,2.438410549019797,1.6779401739442006,1.6731511112450237,1.6128890767311383,0.7684674751929438,23.778944646904723,1.723742595154914,0.6338349747684062,1.775498673041273,1.2486230031132304,1.7860764942860634,1.336884405541972
gru_tick_20260911_cal,False,True,1814,77,2.3552189081972608,2.3862783499508606,1.6700879543225011,1.6196106102938597,0.8020948180815877,25.468615446701985,1.7160203252040458,0.6338349747684062,1.7635839352109408,1.2486230031132304,1.7739348077313744,1.336884405541972
gru_tick_20260912_raw,False,True,1814,77,2.702815238382545,1.8373091737125138,1.6460856895335823,1.6094445142087717,0.7921719955898566,24.066326814029026,1.7238616389466008,0.9704298018883449,1.8342440216110207,2.1777058801682543,1.8487511754896857,2.323181822649568
gru_tick_20260912_cal,False,True,1814,77,3.118338383482558,2.3795217260457973,1.6539151764447824,1.6068463209168633,0.8009922822491731,25.011848028453407,1.7267823333943206,0.9704298018883449,1.8293103014618568,2.1777058801682543,1.8425586652642172,2.323181822649568
gru_tick_ensemble_raw,True,True,1814,77,2.3378273383214263,1.6869763375857716,1.6474894736265158,1.6016833038445246,0.7866593164277839,23.920667222824573,1.7141568023752372,0.8440886731096946,1.7969368019414973,1.8079735029711963,1.8092974855732507,1.9379944782930014
gru_tick_ensemble_cal,True,True,1814,77,2.458803732355789,2.3447849243909142,1.6535009048033833,1.6048865795344613,0.802646085997795,25.263667381401348,1.7154976301548108,0.8440886731096945,1.7908575561735933,1.8079735029711963,1.8021169187788635,1.9379944782930014
mlp_clean_20260910_raw,False,True,1814,77,2.9692181034185534,1.5320799639890454,1.6557445183600459,1.611707525816436,0.802646085997795,24.943610948527922,1.6930349596659142,0.5101446088120062,1.809270319628491,2.141152214451951,1.8657071150852669,2.8542099593098396
mlp_clean_20260910_cal,False,True,1814,77,3.2627859430751656,2.071026142446835,1.6703085771264872,1.6139707242876469,0.8015435501653804,25.197842323280565,1.7079078104794374,0.5101446088120062,1.8269098819175291,2.141152214451951,1.8877397761583885,2.8542099593098396
mlp_clean_20260911_raw,False,True,1814,77,2.929840029447868,1.4748651585022796,1.725606376991659,1.653208040628742,0.7778390297684675,24.658999257734354,1.7402721913691446,0.1913814986290979,1.8131926691382603,1.237735445996235,1.9183155439934694,2.6834762942830417
mlp_clean_20260911_cal,False,True,1814,77,2.4711334303991865,2.507728140063979,1.6826411983036236,1.629117412106906,0.8042998897464168,25.37000349095469,1.6975922724561887,0.1913814986290979,1.7683545626164345,1.237735445996235,1.8715197745682262,2.6834762942830417
mlp_clean_20260912_raw,False,True,1814,77,2.5535131132101956,1.3501504445008494,1.6967462036943513,1.655523067835654,0.7850055126791621,24.435916398562565,1.719127240687622,0.3029742708805509,1.8327687784759572,1.8350285358702334,1.94325391624151,3.1716735723131677
mlp_clean_20260912_cal,False,True,1814,77,2.9486960983097323,2.2035315145279206,1.6931587025363246,1.6547844384000558,0.8103638368246968,25.529482574774732,1.7148648014655967,0.3029742708805509,1.827610206210808,1.8350285358702334,1.9414703169812875,3.1716735723131677
mlp_clean_ensemble_raw,True,True,1814,77,2.523412067414464,1.2509670022767185,1.6771319609899455,1.6260165600315735,0.7954796030871003,24.679508868274944,1.701583929972217,0.3338656833793083,1.8002896417688175,1.737140289083731,1.8824713506231523,2.9011314213166384
mlp_clean_ensemble_cal,True,True,1814,77,2.5770741788944544,2.1569558548697447,1.670249708977603,1.6138188775646964,0.804851157662624,25.317225412167808,1.6949129996973602,0.3338656833793082,1.794220300434138,1.737140289083731,1.8797665377142445,2.901131421316638
mlp_shuffled_20260910_raw,False,True,1814,77,3.377326031411512,1.9492289988792262,1.6793036107553099,1.6465975466849783,0.8042998897464168,25.40544266119813,1.7260921094580326,0.6561995869566087,1.8622818451653307,2.5021034351651696,1.8870350976040857,2.851183598201882
mlp_shuffled_20260910_cal,False,True,1814,77,3.471714303437254,2.426681353308727,1.677220223115974,1.6339982290870845,0.8037486218302095,25.523804770302057,1.72366264262578,0.6561995869566087,1.8622965685344561,2.5021034351651696,1.891201933163743,2.851183598201882
mlp_shuffled_20260911_raw,False,True,1814,77,2.92146576150101,1.4551354938777215,1.730748334589857,1.6533106822162273,0.7745314222712238,24.58020169995191,1.7450273402823842,0.1864391398403584,1.816647680752902,1.2124671546994916,1.9184417306243016,2.6506132748318874
mlp_shuffled_20260911_cal,False,True,1814,77,2.4538954959982227,2.490311610467687,1.6855302025084933,1.631784784468687,0.8015435501653804,25.384641782638074,1.7001109543607142,0.1864391398403584,1.7698358158153724,1.2124671546994916,1.8691373853827011,2.6506132748318874
mlp_shuffled_20260912_raw,False,True,1814,77,2.6525648419047334,1.5674387794935685,1.6975932108751435,1.6637896937834669,0.7943770672546858,24.753197678394592,1.7221145820466885,0.32539852661755275,1.8456927515776613,1.9641962692782267,1.966728978507216,3.387244780770736
mlp_shuffled_20260912_cal,False,True,1814,77,2.8806880987322776,2.3121266967914402,1.6978860799342053,1.6595343058619438,0.8098125689084895,25.731535157833203,1.7219741630666596,0.32539852661755275,1.8459642249685846,1.9641962692782267,1.9717587356042559,3.387244780770736
mlp_shuffled_ensemble_raw,True,True,1814,77,2.708111284973975,1.4348784386562485,1.6875213780037703,1.6415633644214291,0.7910694597574421,24.912947346514876,1.7158381129571019,0.38831316728181847,1.8246975389048266,1.892522444754828,1.8999790436047848,2.9606783280518068
mlp_shuffled_ensemble_cal,True,True,1814,77,2.6155169055592333,2.27984012194608,1.6732818158788576,1.6217263356680822,0.8004410143329658,25.395606626058314,1.7016104244047396,0.3883131672818186,1.811130646056645,1.892522444754828,1.8892169544111475,2.9606783280518068
mlp_tick_20260910_raw,False,True,1814,77,3.34120853863843,1.930723657441757,1.6739654916270819,1.639250727197095,0.802646085997795,25.417933933067218,1.7177311049506179,0.6167790434983494,1.8385877620501856,2.313279783844028,1.8631004245027436,2.5591179483386357
mlp_tick_20260910_cal,False,True,1814,77,3.479403470698731,2.382884489177443,1.6765547699371592,1.6307000611292548,0.802646085997795,25.431586812373055,1.7202488751439888,0.6167790434983494,1.8443564432895427,2.313279783844028,1.8725563118214208,2.5591179483386357
mlp_tick_20260911_raw,False,True,1814,77,2.6635382534973955,1.28629680030336,1.666555115911572,1.6301184668480377,0.798787210584344,24.594272145888507,1.6842675499251345,0.23892110816173281,1.768346493454451,1.462230129042166,1.8907007921762435,3.1589799492466937
mlp_tick_20260911_cal,False,True,1814,77,2.819116935278554,1.6147131618877004,1.664475873607132,1.626022617820339,0.8031973539140022,25.140208384741417,1.6825306295140683,0.23892110816173281,1.7669751003354355,1.462230129042166,1.8927284297795217,3.1589799492466937
mlp_tick_20260912_raw,False,True,1814,77,2.555519507195665,1.6193138065486263,1.6998604518805736,1.6644581108299576,0.7822491730981257,24.360527523034463,1.7223439640159501,0.29500815676486214,1.829648828889985,1.721934630826132,1.93168366045217,2.7516922714166103
mlp_tick_20260912_cal,False,True,1814,77,2.810688794667924,2.3969506029889573,1.6986542158617697,1.6613555161227278,0.8109151047409041,25.518547740007413,1.7201579549913784,0.29500815676486214,1.826914912516068,1.721934630826132,1.9319701691597526,2.7516922714166103
mlp_tick_ensemble_raw,True,True,1814,77,2.633716258640167,1.3830370491223978,1.6703622574444725,1.6342791441076285,0.794928335170893,24.790911200663395,1.6981248263349225,0.3825269855588992,1.7994826290629857,1.8322992495691368,1.8725924426831215,2.8146715106354265
mlp_tick_ensemble_cal,True,True,1814,77,2.7659850151022223,1.9826791857827142,1.6675310943838795,1.6219386451497968,0.8004410143329658,25.259704349363606,1.695425170090826,0.3825269855588992,1.7996959451970622,1.8322992495691368,1.877400489917093,2.8146715106354265
tcn_hard_shuffled_20260910_raw,False,True,1814,77,3.072975397816685,1.7883300369481163,1.6816472818305617,1.6337906599101955,0.7701212789415656,23.65516905340365,1.7175372013939987,0.48183688071228836,1.892019821434575,3.115259658672581,1.9785332769973163,4.400887475912731
tcn_hard_shuffled_20260910_cal,False,True,1814,77,3.4602262503306416,2.579117645746698,1.685040709356421,1.635258304788511,0.8004410143329658,25.299353311540525,1.720664747808734,0.48183688071228836,1.8851877393717416,3.115259658672581,1.9685218017300092,4.400887475912731
tcn_hard_shuffled_20260911_raw,False,True,1814,77,3.418627223526976,1.805132500186728,1.682665513219092,1.6494285696204558,0.7783902976846747,23.85781542206021,1.7450753720092302,0.7683110986286907,1.9778236609096422,4.064057808332433,2.1123684130782263,5.842604534891501
tcn_hard_shuffled_20260911_cal,False,True,1814,77,3.8319440993307885,2.5492231321450207,1.6871625032955153,1.6446139011759493,0.7916207276736494,24.971949677247977,1.7488410791130529,0.7683110986286907,1.9725735347478504,4.064057808332433,2.098488603601947,5.842604534891501
tcn_hard_shuffled_20260912_raw,False,True,1814,77,3.5476825706031456,2.249354652506195,1.6616201660498615,1.6579079112718837,0.7816979051819184,23.920837805052972,1.6903547170739677,0.41139808668454136,1.8753444354263444,2.9322372387104814,1.942648642600097,3.8402113922375696
tcn_hard_shuffled_20260912_cal,False,True,1814,77,4.1279765316348005,2.28019161719837,1.6723553920554146,1.6534475445506474,0.7921719955898566,24.637409013662346,1.7001594776843492,0.41139808668454136,1.8812993304877992,2.9322372387104814,1.9471820969746476,3.8402113922375696
tcn_hard_shuffled_ensemble_raw,True,True,1814,77,3.2008035022397063,1.6941354088547285,1.6648155310497508,1.638101335297139,0.7783902976846747,23.81127409350561,1.7016497101094965,0.5098562250238969,1.900113442213185,3.349549796203619,1.992206913459982,4.677604711393099
tcn_hard_shuffled_ensemble_cal,True,True,1814,77,3.71149083124956,2.2610225232956886,1.673258392748087,1.635163246559644,0.7954796030871003,24.975664387820206,1.7099967830661194,0.509856225023897,1.9013812402737529,3.349549796203619,1.9904691346800658,4.677604711393099
tcn_hard_tick_20260910_raw,False,True,1814,77,2.803456545827718,1.5728437771861725,1.681144146022948,1.6210288507490405,0.7513781697905182,22.82997143623453,1.7015850942463633,0.2088409048456867,1.7858671074170873,1.4607093991360565,1.8284897519599903,2.100624851249939
tcn_hard_tick_20260910_cal,False,True,1814,77,3.1756739888653587,2.229056840504248,1.6805464877755936,1.628349390471223,0.7976846747519294,25.441370497371302,1.69891102944477,0.2088409048456867,1.775295961272822,1.4607093991360565,1.8148121318100094,2.100624851249939
tcn_hard_tick_20260911_raw,False,True,1814,77,3.1397279315826436,2.0824998402287584,1.650701839169287,1.6176805297485868,0.8004410143329658,24.779084297367337,1.6704889672761059,0.24352971721510377,1.7611686302841028,1.6762247709875726,1.7849984234807081,2.0204536729505596
tcn_hard_tick_20260911_cal,False,True,1814,77,2.878525371346454,2.488685118281326,1.6679767064638216,1.6266676633406365,0.814773980154355,25.684329955289215,1.6874614561680552,0.24352971721510377,1.7720721666983088,1.6762247709875726,1.7955352392060775,2.0204536729505596
