method,info,algorithm,q,period,n,days,pinball,below_rate
linear,with_positioning,quantile_lightgbm,0.5,all,577,55,3.861702397515405,0.5337954939341422
linear,with_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.4353330965703424,0.6136363636363636
linear,with_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.247842321893848,0.44607843137254904
linear,with_positioning,quantile_lightgbm,0.5,2026-03,153,14,3.9599292055854143,0.5359477124183006
linear,with_positioning,quantile_lightgbm,0.9,all,577,55,1.7283189719073442,0.8596187175043327
linear,with_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.5029320870862164,0.8863636363636364
linear,with_positioning,quantile_lightgbm,0.9,2026-02,204,20,1.9636589486223404,0.8235294117647058
linear,with_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.738618053023611,0.869281045751634
pca,without_positioning,linear_qr,0.1,all,577,55,1.725729377158099,0.17850953206239167
pca,without_positioning,linear_qr,0.1,2026-01,220,21,1.5180452699964733,0.19545454545454546
pca,without_positioning,linear_qr,0.1,2026-02,204,20,1.908401865725268,0.1323529411764706
pca,without_positioning,linear_qr,0.1,2026-03,153,14,1.780796801392447,0.21568627450980393
pca,without_positioning,linear_qr,0.5,all,577,55,3.8983218492667464,0.5077989601386482
pca,without_positioning,linear_qr,0.5,2026-01,220,21,3.405134026665451,0.6
pca,without_positioning,linear_qr,0.5,2026-02,204,20,4.4229284813899445,0.43137254901960786
pca,without_positioning,linear_qr,0.5,2026-03,153,14,3.908005300372319,0.477124183006536
pca,without_positioning,linear_qr,0.9,all,577,55,1.7149950419646818,0.878682842287695
pca,without_positioning,linear_qr,0.9,2026-01,220,21,1.5548680747812482,0.9272727272727272
pca,without_positioning,linear_qr,0.9,2026-02,204,20,1.8530112952411961,0.8284313725490197
pca,without_positioning,linear_qr,0.9,2026-03,153,14,1.7612212975983181,0.8758169934640523
pca,without_positioning,quantile_lightgbm,0.1,all,577,55,1.8558996439708488,0.18024263431542462
pca,without_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.7340191736570574,0.21818181818181817
pca,without_positioning,quantile_lightgbm,0.1,2026-02,204,20,1.9144309342955088,0.14215686274509803
pca,without_positioning,quantile_lightgbm,0.1,2026-03,153,14,1.953110887387865,0.17647058823529413
pca,without_positioning,quantile_lightgbm,0.5,all,577,55,3.882565911222611,0.5303292894280762
pca,without_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.455537159275502,0.6181818181818182
pca,without_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.310971711370292,0.4362745098039216
pca,without_positioning,quantile_lightgbm,0.5,2026-03,153,14,3.9253864484659893,0.5294117647058824
pca,without_positioning,quantile_lightgbm,0.9,all,577,55,1.7276624379784107,0.8630849220103987
pca,without_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.4798519151971201,0.9045454545454545
pca,without_positioning,quantile_lightgbm,0.9,2026-02,204,20,1.9782143453949397,0.8186274509803921
pca,without_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.7499220843765275,0.8627450980392157
pca,with_positioning,linear_qr,0.1,all,577,55,1.7279379394730492,0.17850953206239167
pca,with_positioning,linear_qr,0.1,2026-01,220,21,1.5180452699964733,0.19545454545454546
pca,with_positioning,linear_qr,0.1,2026-02,204,20,1.9146486326651027,0.1323529411764706
pca,with_positioning,linear_qr,0.1,2026-03,153,14,1.780796801392447,0.21568627450980393
pca,with_positioning,linear_qr,0.5,all,577,55,3.87803104548121,0.5095320623916811
pca,with_positioning,linear_qr,0.5,2026-01,220,21,3.3919313316315507,0.5909090909090909
pca,with_positioning,linear_qr,0.5,2026-02,204,20,4.367367612186477,0.4411764705882353
pca,with_positioning,linear_qr,0.5,2026-03,153,14,3.924549198677618,0.48366013071895425
pca,with_positioning,linear_qr,0.9,all,577,55,1.7149950419646818,0.878682842287695
pca,with_positioning,linear_qr,0.9,2026-01,220,21,1.5548680747812482,0.9272727272727272
pca,with_positioning,linear_qr,0.9,2026-02,204,20,1.8530112952411961,0.8284313725490197
pca,with_positioning,linear_qr,0.9,2026-03,153,14,1.7612212975983181,0.8758169934640523
pca,with_positioning,quantile_lightgbm,0.1,all,577,55,1.8462789951262863,0.17850953206239167
pca,with_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.693916291611594,0.21363636363636362
pca,with_positioning,quantile_lightgbm,0.1,2026-02,204,20,1.939492025679977,0.14215686274509803
pca,with_positioning,quantile_lightgbm,0.1,2026-03,153,14,1.941078580356871,0.17647058823529413
pca,with_positioning,quantile_lightgbm,0.5,all,577,55,3.844565313727111,0.5303292894280762
pca,with_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.4284454474382775,0.6136363636363636
pca,with_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.230813123123653,0.4362745098039216
pca,with_positioning,quantile_lightgbm,0.5,2026-03,153,14,3.927910525927433,0.5359477124183006
pca,with_positioning,quantile_lightgbm,0.9,all,577,55,1.7084658359193698,0.8596187175043327
pca,with_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.4928815803335238,0.8863636363636364
pca,with_positioning,quantile_lightgbm,0.9,2026-02,204,20,1.9392033899364487,0.8235294117647058
pca,with_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.7108061967651345,0.869281045751634
ml,without_positioning,linear_qr,0.1,all,577,55,1.7925506472719583,0.19064124783362218
ml,without_positioning,linear_qr,0.1,2026-01,220,21,1.4973287552497845,0.2
ml,without_positioning,linear_qr,0.1,2026-02,204,20,1.9767477522544912,0.1323529411764706
ml,without_positioning,linear_qr,0.1,2026-03,153,14,1.9714565742552352,0.2549019607843137
ml,without_positioning,linear_qr,0.5,all,577,55,4.015094532501922,0.5441941074523396
ml,without_positioning,linear_qr,0.5,2026-01,220,21,3.3687881617462514,0.6272727272727273
ml,without_positioning,linear_qr,0.5,2026-02,204,20,4.687259928787749,0.4019607843137255
ml,without_positioning,linear_qr,0.5,2026-03,153,14,4.048203426122439,0.6143790849673203
ml,without_positioning,linear_qr,0.9,all,577,55,1.8060671994390796,0.8856152512998267
ml,without_positioning,linear_qr,0.9,2026-01,220,21,1.555800941747308,0.9409090909090909
ml,without_positioning,linear_qr,0.9,2026-02,204,20,2.09442129234648,0.8137254901960784
ml,without_positioning,linear_qr,0.9,2026-03,153,14,1.7814550539428697,0.9019607843137255
ml,without_positioning,quantile_lightgbm,0.1,all,577,55,1.8524060817389507,0.1663778162911612
ml,without_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.7296010329849862,0.19545454545454546
ml,without_positioning,quantile_lightgbm,0.1,2026-02,204,20,1.9405041842516926,0.12745098039215685
ml,without_positioning,quantile_lightgbm,0.1,2026-03,153,14,1.9115243681002096,0.17647058823529413
ml,without_positioning,quantile_lightgbm,0.5,all,577,55,3.9633336867399036,0.5147313691507799
ml,without_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.435033839946382,0.6227272727272727
ml,without_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.560111970740811,0.39215686274509803
ml,without_positioning,quantile_lightgbm,0.5,2026-03,153,14,3.9272761465986594,0.5228758169934641
ml,without_positioning,quantile_lightgbm,0.9,all,577,55,1.801103224024974,0.8578856152512998
ml,without_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.4784186738876646,0.9
ml,without_positioning,quantile_lightgbm,0.9,2026-02,204,20,2.2028071839226637,0.7892156862745098
ml,without_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.7294888005679763,0.8888888888888888
ml,with_positioning,linear_qr,0.1,all,577,55,1.7925506472719583,0.19064124783362218
ml,with_positioning,linear_qr,0.1,2026-01,220,21,1.4973287552497845,0.2
ml,with_positioning,linear_qr,0.1,2026-02,204,20,1.9767477522544912,0.1323529411764706
ml,with_positioning,linear_qr,0.1,2026-03,153,14,1.9714565742552352,0.2549019607843137
ml,with_positioning,linear_qr,0.5,all,577,55,4.013864362496224,0.5459272097053726
ml,with_positioning,linear_qr,0.5,2026-01,220,21,3.3713046492278407,0.6318181818181818
ml,with_positioning,linear_qr,0.5,2026-02,204,20,4.68106661830129,0.4019607843137255
ml,with_positioning,linear_qr,0.5,2026-03,153,14,4.048203426122439,0.6143790849673203
ml,with_positioning,linear_qr,0.9,all,577,55,1.7839616215597542,0.8804159445407279
ml,with_positioning,linear_qr,0.9,2026-01,220,21,1.555800941747308,0.9409090909090909
ml,with_positioning,linear_qr,0.9,2026-02,204,20,2.0318971823642715,0.7990196078431373
ml,with_positioning,linear_qr,0.9,2026-03,153,14,1.7814550539428697,0.9019607843137255
ml,with_positioning,quantile_lightgbm,0.1,all,577,55,1.8635861914361314,0.16291161178509533
ml,with_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.6927750005070612,0.19090909090909092
ml,with_positioning,quantile_lightgbm,0.1,2026-02,204,20,1.9908069059509998,0.12745098039215685
ml,with_positioning,quantile_lightgbm,0.1,2026-03,153,14,1.9395694348567993,0.16993464052287582
ml,with_positioning,quantile_lightgbm,0.5,all,577,55,3.9202025170161696,0.5164644714038128
ml,with_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.4518565412226865,0.6227272727272727
ml,with_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.43319632957164,0.39215686274509803
ml,with_positioning,quantile_lightgbm,0.5,2026-03,153,14,3.9096494249459095,0.5294117647058824
ml,with_positioning,quantile_lightgbm,0.9,all,577,55,1.7922103975469503,0.8700173310225303
ml,with_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.4855711868286747,0.9136363636363637
ml,with_positioning,quantile_lightgbm,0.9,2026-02,204,20,2.1752497160446955,0.7990196078431373
ml,with_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.7224104327396328,0.9019607843137255
joint_linear,without_positioning,linear_qr,0.1,all,577,55,1.717939063536729,0.1681109185441941
joint_linear,without_positioning,linear_qr,0.1,2026-01,220,21,1.5247016715104422,0.19090909090909092
joint_linear,without_positioning,linear_qr,0.1,2026-02,204,20,1.9309147263343613,0.14705882352941177
joint_linear,without_positioning,linear_qr,0.1,2026-03,153,14,1.7118292010208223,0.16339869281045752
joint_linear,without_positioning,linear_qr,0.5,all,577,55,3.926935739273213,0.5095320623916811
joint_linear,without_positioning,linear_qr,0.5,2026-01,220,21,3.4266558616549396,0.6045454545454545
joint_linear,without_positioning,linear_qr,0.5,2026-02,204,20,4.458188641625358,0.43137254901960786
joint_linear,without_positioning,linear_qr,0.5,2026-03,153,14,3.937955222908393,0.477124183006536
joint_linear,without_positioning,linear_qr,0.9,all,577,55,1.7268087534506318,0.878682842287695
joint_linear,without_positioning,linear_qr,0.9,2026-01,220,21,1.565166791874507,0.9272727272727272
joint_linear,without_positioning,linear_qr,0.9,2026-02,204,20,1.8661750635398193,0.8284313725490197
joint_linear,without_positioning,linear_qr,0.9,2026-03,153,14,1.7734133566437889,0.8758169934640523
joint_linear,without_positioning,quantile_lightgbm,0.1,all,577,55,1.8737776489409443,0.18197573656845753
joint_linear,without_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.7216990379603054,0.21363636363636362
joint_linear,without_positioning,quantile_lightgbm,0.1,2026-02,204,20,1.9835167512097127,0.14705882352941177
joint_linear,without_positioning,quantile_lightgbm,0.1,2026-03,153,14,1.946133972816185,0.1830065359477124
joint_linear,without_positioning,quantile_lightgbm,0.5,all,577,55,3.888130683458062,0.5355285961871751
joint_linear,without_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.4857027050072538,0.6272727272727273
joint_linear,without_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.274580463432,0.44607843137254904
joint_linear,without_positioning,quantile_lightgbm,0.5,2026-03,153,14,3.9515189196965896,0.5228758169934641
joint_linear,without_positioning,quantile_lightgbm,0.9,all,577,55,1.7435970893898394,0.8613518197573656
joint_linear,without_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.4887789744406694,0.8954545454545455
joint_linear,without_positioning,quantile_lightgbm,0.9,2026-02,204,20,1.9872639061397017,0.8137254901960784
joint_linear,without_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.7851131329966716,0.8758169934640523
joint_linear,with_positioning,linear_qr,0.1,all,577,55,1.719162665630897,0.16464471403812825
joint_linear,with_positioning,linear_qr,0.1,2026-01,220,21,1.5247016715104427,0.19090909090909092
joint_linear,with_positioning,linear_qr,0.1,2026-02,204,20,1.9306124865418706,0.13725490196078433
joint_linear,with_positioning,linear_qr,0.1,2026-03,153,14,1.7168466868116898,0.16339869281045752
joint_linear,with_positioning,linear_qr,0.5,all,577,55,3.908485179632263,0.511265164644714
joint_linear,with_positioning,linear_qr,0.5,2026-01,220,21,3.4119603202442508,0.5954545454545455
joint_linear,with_positioning,linear_qr,0.5,2026-02,204,20,4.409526091625323,0.4411764705882353
joint_linear,with_positioning,linear_qr,0.5,2026-03,153,14,3.9543879444608803,0.48366013071895425
joint_linear,with_positioning,linear_qr,0.9,all,577,55,1.7268087534506318,0.878682842287695
joint_linear,with_positioning,linear_qr,0.9,2026-01,220,21,1.565166791874507,0.9272727272727272
joint_linear,with_positioning,linear_qr,0.9,2026-02,204,20,1.8661750635398193,0.8284313725490197
joint_linear,with_positioning,linear_qr,0.9,2026-03,153,14,1.7734133566437889,0.8758169934640523
joint_linear,with_positioning,quantile_lightgbm,0.1,all,577,55,1.8462113120855448,0.18024263431542462
joint_linear,with_positioning,quantile_lightgbm,0.1,2026-01,220,21,1.6944906390294654,0.20909090909090908
joint_linear,with_positioning,quantile_lightgbm,0.1,2026-02,204,20,1.9142831324955407,0.14215686274509803
joint_linear,with_positioning,quantile_lightgbm,0.1,2026-03,153,14,1.9736093297894566,0.1895424836601307
joint_linear,with_positioning,quantile_lightgbm,0.5,all,577,55,3.8663958806031604,0.5285961871750433
joint_linear,with_positioning,quantile_lightgbm,0.5,2026-01,220,21,3.447933704982448,0.6045454545454545
joint_linear,with_positioning,quantile_lightgbm,0.5,2026-02,204,20,4.255276746279488,0.44607843137254904
joint_linear,with_positioning,quantile_lightgbm,0.5,2026-03,153,14,3.9495983775873817,0.5294117647058824
joint_linear,with_positioning,quantile_lightgbm,0.9,all,577,55,1.7370167264675815,0.8596187175043327
joint_linear,with_positioning,quantile_lightgbm,0.9,2026-01,220,21,1.5054699316797748,0.8863636363636364
joint_linear,with_positioning,quantile_lightgbm,0.9,2026-02,204,20,1.9696018110895281,0.8186274509803921
joint_linear,with_positioning,quantile_lightgbm,0.9,2026-03,153,14,1.75984638392144,0.8758169934640523
