method,scope,algorithm,period,n,mse,baseline_mse,skill,scenario
joint_ols,all_references,lightgbm,2026-02,324,79.87371166752493,99.39745853468403,0.196420986562211,clock_FXUTC_USNY_quote
joint_ols,all_references,lightgbm,2026-03,237,118.64768985368096,117.25053427298882,-0.0119159847701779,clock_FXUTC_USNY_quote
sequential_ols,mean_market,ridge,all,912,96.63254176999126,94.4800490923687,-0.0227825101521503,clock_FXKST_USNY_quote
sequential_ols,mean_market,ridge,2026-01,346,79.01037220827645,73.59256728474031,-0.073618914564753,clock_FXKST_USNY_quote
sequential_ols,mean_market,ridge,2026-02,324,105.73424847887752,104.47953823447456,-0.0120091480648307,clock_FXKST_USNY_quote
sequential_ols,mean_market,ridge,2026-03,242,109.6421190207109,110.95622356921626,0.0118434505630556,clock_FXKST_USNY_quote
sequential_ols,mean_market,lightgbm,all,912,98.26644029660886,94.4800490923687,-0.04007609268427,clock_FXKST_USNY_quote
sequential_ols,mean_market,lightgbm,2026-01,346,74.44533175365814,73.59256728474031,-0.0115876439752178,clock_FXKST_USNY_quote
sequential_ols,mean_market,lightgbm,2026-02,324,105.87136847495567,104.47953823447456,-0.0133215581155952,clock_FXKST_USNY_quote
sequential_ols,mean_market,lightgbm,2026-03,242,122.1429147845286,110.95622356921626,-0.1008207638603877,clock_FXKST_USNY_quote
sequential_ols,all_references,ridge,all,912,48.89286806334904,94.4800490923687,0.4825058990438418,clock_FXKST_USNY_quote
sequential_ols,all_references,ridge,2026-01,346,48.93332006135601,73.59256728474031,0.3350779587288225,clock_FXKST_USNY_quote
sequential_ols,all_references,ridge,2026-02,324,44.61358678309957,104.47953823447456,0.5729921137000331,clock_FXKST_USNY_quote
sequential_ols,all_references,ridge,2026-03,242,54.56431741661522,110.95622356921626,0.5082356296798698,clock_FXKST_USNY_quote
sequential_ols,all_references,lightgbm,all,912,82.89441263836218,94.4800490923687,0.1226252162790452,clock_FXKST_USNY_quote
sequential_ols,all_references,lightgbm,2026-01,346,64.59648361039932,73.59256728474031,0.1222417426957513,clock_FXKST_USNY_quote
sequential_ols,all_references,lightgbm,2026-02,324,78.6294000439188,104.47953823447456,0.2474181895075233,clock_FXKST_USNY_quote
sequential_ols,all_references,lightgbm,2026-03,242,114.76609662296885,110.95622356921626,-0.0343367224586181,clock_FXKST_USNY_quote
pca_1,mean_market,ridge,all,912,95.36597920242188,93.38642123913472,-0.0211974924943112,clock_FXKST_USNY_quote
pca_1,mean_market,ridge,2026-01,346,78.37080930614744,73.31388275863422,-0.068976384243101,clock_FXKST_USNY_quote
pca_1,mean_market,ridge,2026-02,324,104.1253548134108,102.64799287708551,-0.0143925068081391,clock_FXKST_USNY_quote
pca_1,mean_market,ridge,2026-03,242,107.93742997163902,109.68538447697408,0.0159360749262086,clock_FXKST_USNY_quote
pca_1,mean_market,lightgbm,all,912,96.84559687112392,93.38642123913472,-0.0370415268739259,clock_FXKST_USNY_quote
pca_1,mean_market,lightgbm,2026-01,346,73.98885924615743,73.31388275863422,-0.0092066667611288,clock_FXKST_USNY_quote
pca_1,mean_market,lightgbm,2026-02,324,103.8726459636285,102.64799287708551,-0.0119306091840434,clock_FXKST_USNY_quote
pca_1,mean_market,lightgbm,2026-03,242,120.11694940115252,109.68538447697408,-0.0951044204651379,clock_FXKST_USNY_quote
pca_1,all_references,ridge,all,912,49.07845248074917,93.38642123913472,0.4744583652576866,clock_FXKST_USNY_quote
pca_1,all_references,ridge,2026-01,346,49.18104691754928,73.31388275863422,0.3291714329267714,clock_FXKST_USNY_quote
pca_1,all_references,ridge,2026-02,324,44.87562187599095,102.64799287708551,0.5628202693673059,clock_FXKST_USNY_quote
pca_1,all_references,ridge,2026-03,242,54.558698103926126,109.68538447697408,0.5025891702519448,clock_FXKST_USNY_quote
pca_1,all_references,lightgbm,all,912,81.70697935632113,93.38642123913472,0.1250657400491452,clock_FXKST_USNY_quote
pca_1,all_references,lightgbm,2026-01,346,64.54271672211762,73.31388275863422,0.1196385419306361,clock_FXKST_USNY_quote
pca_1,all_references,lightgbm,2026-02,324,76.57819073078299,102.64799287708551,0.2539728387823371,clock_FXKST_USNY_quote
pca_1,all_references,lightgbm,2026-03,242,113.11426194354748,109.68538447697408,-0.0312610242734137,clock_FXKST_USNY_quote
pca_2,mean_market,ridge,all,912,50.25323235928265,49.00498460588582,-0.0254718527806028,clock_FXKST_USNY_quote
pca_2,mean_market,ridge,2026-01,346,50.299902413960346,46.72253727014502,-0.0765661574227307,clock_FXKST_USNY_quote
pca_2,mean_market,ridge,2026-02,324,46.335014480894266,44.80566473309681,-0.0341329552168827,clock_FXKST_USNY_quote
pca_2,mean_market,ridge,2026-03,242,55.43238423399071,57.89054831229056,0.0424622697480646,clock_FXKST_USNY_quote
pca_2,mean_market,lightgbm,all,912,49.59287769233799,49.00498460588582,-0.0119965977171545,clock_FXKST_USNY_quote
pca_2,mean_market,lightgbm,2026-01,346,44.964800704223045,46.72253727014502,0.0376207429780389,clock_FXKST_USNY_quote
pca_2,mean_market,lightgbm,2026-02,324,43.83693451094504,44.80566473309681,0.0216207086296432,clock_FXKST_USNY_quote
pca_2,mean_market,lightgbm,2026-03,242,63.91618442233421,57.89054831229056,-0.1040866995686127,clock_FXKST_USNY_quote
pca_2,all_references,ridge,all,912,53.77421723063001,49.00498460588582,-0.0973213778781878,clock_FXKST_USNY_quote
pca_2,all_references,ridge,2026-01,346,55.3619077228351,46.72253727014502,-0.1849079899650592,clock_FXKST_USNY_quote
pca_2,all_references,ridge,2026-02,324,50.77123451162641,44.80566473309681,-0.1331432044154672,clock_FXKST_USNY_quote
pca_2,all_references,ridge,2026-03,242,55.52473578705232,57.89054831229056,0.040866991144666,clock_FXKST_USNY_quote
pca_2,all_references,lightgbm,all,912,49.71775397653568,49.00498460588582,-0.0145448340894747,clock_FXKST_USNY_quote
pca_2,all_references,lightgbm,2026-01,346,45.31173096569491,46.72253727014502,0.0301954128966277,clock_FXKST_USNY_quote
pca_2,all_references,lightgbm,2026-02,324,44.26485323713682,44.80566473309681,0.0120701589672099,clock_FXKST_USNY_quote
pca_2,all_references,lightgbm,2026-03,242,63.31785232908172,57.89054831229056,-0.0937511247520677,clock_FXKST_USNY_quote
ae_selected,mean_market,ridge,all,912,1785.336226089902,537.5336673419599,-2.3213477304931933,clock_FXKST_USNY_quote
ae_selected,mean_market,ridge,2026-01,346,1034.7122561716174,665.7880291403897,-0.5541166420603147,clock_FXKST_USNY_quote
ae_selected,mean_market,ridge,2026-02,324,1609.603385903694,629.954367228179,-1.5551110836583364,clock_FXKST_USNY_quote
ae_selected,mean_market,ridge,2026-03,242,3093.82107655295,230.4249237659615,-12.426590431229954,clock_FXKST_USNY_quote
ae_selected,mean_market,lightgbm,all,912,75.42644046595677,537.5336673419599,0.859680527846876,clock_FXKST_USNY_quote
ae_selected,mean_market,lightgbm,2026-01,346,79.31179857933282,665.7880291403897,0.8808753009847088,clock_FXKST_USNY_quote
ae_selected,mean_market,lightgbm,2026-02,324,84.2342296277443,629.954367228179,0.8662851882456537,clock_FXKST_USNY_quote
ae_selected,mean_market,lightgbm,2026-03,242,58.07909502939781,230.4249237659615,0.7479478604997274,clock_FXKST_USNY_quote
ae_selected,all_references,ridge,all,912,1849.6770552197024,537.5336673419599,-2.441044101230226,clock_FXKST_USNY_quote
ae_selected,all_references,ridge,2026-01,346,1012.1872612584798,665.7880291403897,-0.5202845604859134,clock_FXKST_USNY_quote
ae_selected,all_references,ridge,2026-02,324,1672.5889981051112,629.954367228179,-1.6550954880502862,clock_FXKST_USNY_quote
ae_selected,all_references,ridge,2026-03,242,3284.17291974743,230.4249237659615,-13.252680942983,clock_FXKST_USNY_quote
ae_selected,all_references,lightgbm,all,912,74.84510045323897,537.5336673419599,0.8607620229197195,clock_FXKST_USNY_quote
ae_selected,all_references,lightgbm,2026-01,346,76.12320305077787,665.7880291403897,0.8856645062407298,clock_FXKST_USNY_quote
ae_selected,all_references,lightgbm,2026-02,324,86.58243590697099,629.954367228179,0.8625576066915185,clock_FXKST_USNY_quote
ae_selected,all_references,lightgbm,2026-03,242,57.30328150382726,230.4249237659615,0.7513147424884072,clock_FXKST_USNY_quote
joint_ols,mean_market,ridge,all,912,96.69493620161188,94.66219222021547,-0.021473662649472,clock_FXKST_USNY_quote
joint_ols,mean_market,ridge,2026-01,346,79.10898948629809,73.963345043857,-0.0695701964181032,clock_FXKST_USNY_quote
joint_ols,mean_market,ridge,2026-02,324,105.815756308759,104.41415727222206,-0.0134234578255778,clock_FXKST_USNY_quote
joint_ols,mean_market,ridge,2026-03,242,109.62713392385524,111.20006183248776,0.014145027284265,clock_FXKST_USNY_quote
joint_ols,mean_market,lightgbm,all,912,98.26669596950202,94.66219222021547,-0.0380775435762281,clock_FXKST_USNY_quote
joint_ols,mean_market,lightgbm,2026-01,346,74.75477234512529,73.963345043857,-0.0107002637698307,clock_FXKST_USNY_quote
joint_ols,mean_market,lightgbm,2026-02,324,105.79319524498788,104.41415727222206,-0.0132073849829623,clock_FXKST_USNY_quote
joint_ols,mean_market,lightgbm,2026-03,242,121.80611666692744,111.20006183248776,-0.0953781379224114,clock_FXKST_USNY_quote
joint_ols,all_references,ridge,all,912,48.962637465056766,94.66219222021547,0.4827645935860695,clock_FXKST_USNY_quote
joint_ols,all_references,ridge,2026-01,346,49.0091427964594,73.963345043857,0.3373860691752227,clock_FXKST_USNY_quote
joint_ols,all_references,ridge,2026-02,324,44.73980497294515,104.41415727222206,0.5715159118097144,clock_FXKST_USNY_quote
joint_ols,all_references,ridge,2026-03,242,54.54985598893629,111.20006183248776,0.5094440138791431,clock_FXKST_USNY_quote
joint_ols,all_references,lightgbm,all,912,83.02260302874022,94.66219222021547,0.1229592186540295,clock_FXKST_USNY_quote
joint_ols,all_references,lightgbm,2026-01,346,65.1190164980613,73.963345043857,0.1195771843546477,clock_FXKST_USNY_quote
joint_ols,all_references,lightgbm,2026-02,324,78.35943224122111,104.41415727222206,0.249532493597326,clock_FXKST_USNY_quote
joint_ols,all_references,lightgbm,2026-03,242,114.86354631291832,111.20006183248776,-0.0329449860014401,clock_FXKST_USNY_quote
sequential_ols,mean_market,ridge,all,906,103.74826552689424,104.24814365025864,0.004795079373705,clock_NY_macro_end1h_quote
sequential_ols,mean_market,ridge,2026-01,346,82.9522901214979,79.25323614267215,-0.0466738540766549,clock_NY_macro_end1h_quote
sequential_ols,mean_market,ridge,2026-02,324,111.76411551272504,108.38362506363288,-0.0311900478241746,clock_NY_macro_end1h_quote
sequential_ols,mean_market,ridge,2026-03,236,123.23246931866524,135.21569458115553,0.0886230352150285,clock_NY_macro_end1h_quote
sequential_ols,mean_market,lightgbm,all,906,104.08288095348368,104.24814365025864,0.0015852819147494,clock_NY_macro_end1h_quote
sequential_ols,mean_market,lightgbm,2026-01,346,74.93398029562434,79.25323614267215,0.0544994256041767,clock_NY_macro_end1h_quote
sequential_ols,mean_market,lightgbm,2026-02,324,110.30685359789362,108.38362506363288,-0.0177446411589534,clock_NY_macro_end1h_quote
sequential_ols,mean_market,lightgbm,2026-03,236,138.27335760954526,135.21569458115553,-0.0226132257639259,clock_NY_macro_end1h_quote
sequential_ols,all_references,ridge,all,906,53.04992258122508,104.24814365025864,0.4911187794460696,clock_NY_macro_end1h_quote
sequential_ols,all_references,ridge,2026-01,346,56.366211967797376,79.25323614267215,0.2887834653675645,clock_NY_macro_end1h_quote
sequential_ols,all_references,ridge,2026-02,324,46.328417655719214,108.38362506363288,0.5725515027891028,clock_NY_macro_end1h_quote
sequential_ols,all_references,ridge,2026-03,236,57.41573388677545,135.21569458115553,0.5753767041272349,clock_NY_macro_end1h_quote
sequential_ols,all_references,lightgbm,all,906,92.26353736754992,104.24814365025864,0.1149622992128837,clock_NY_macro_end1h_quote
sequential_ols,all_references,lightgbm,2026-01,346,67.38200919785379,79.25323614267215,0.1497885452077655,clock_NY_macro_end1h_quote
sequential_ols,all_references,lightgbm,2026-02,324,85.33377440220912,108.38362506363288,0.2126691245830818,clock_NY_macro_end1h_quote
sequential_ols,all_references,lightgbm,2026-03,236,138.2561303653689,135.21569458115553,-0.0224858201086155,clock_NY_macro_end1h_quote
pca_1,mean_market,ridge,all,906,102.13893129188352,103.02291860838967,0.0085804918793493,clock_NY_macro_end1h_quote
pca_1,mean_market,ridge,2026-01,346,82.26046531993833,79.14279143284524,-0.0393930240600437,clock_NY_macro_end1h_quote
pca_1,mean_market,ridge,2026-02,324,109.7929058437582,106.2212148904632,-0.0336250245017266,clock_NY_macro_end1h_quote
pca_1,mean_market,ridge,2026-03,236,120.7747849846192,133.64273219884114,0.0962861728618081,clock_NY_macro_end1h_quote
pca_1,mean_market,lightgbm,all,906,102.43434933974083,103.02291860838967,0.0057129935416225,clock_NY_macro_end1h_quote
pca_1,mean_market,lightgbm,2026-01,346,74.16247019833125,79.14279143284524,0.0629282988930195,clock_NY_macro_end1h_quote
pca_1,mean_market,lightgbm,2026-02,324,108.1069829266738,106.2212148904632,-0.0177532147241512,clock_NY_macro_end1h_quote
pca_1,mean_market,lightgbm,2026-03,236,136.09594637686553,133.64273219884114,-0.0183565102094318,clock_NY_macro_end1h_quote
pca_1,all_references,ridge,all,906,53.21647795977742,103.02291860838967,0.4834501033496857,clock_NY_macro_end1h_quote
pca_1,all_references,ridge,2026-01,346,56.581079401844136,79.14279143284524,0.285076020475539,clock_NY_macro_end1h_quote
pca_1,all_references,ridge,2026-02,324,46.59576595336984,106.2212148904632,0.5613327714108707,clock_NY_macro_end1h_quote
pca_1,all_references,ridge,2026-03,236,57.37308215944256,133.64273219884114,0.5706980752677244,clock_NY_macro_end1h_quote
pca_1,all_references,lightgbm,all,906,91.24825847959424,103.02291860838967,0.1142916575053871,clock_NY_macro_end1h_quote
pca_1,all_references,lightgbm,2026-01,346,67.25979717569625,79.14279143284524,0.1501462614852551,clock_NY_macro_end1h_quote
pca_1,all_references,lightgbm,2026-02,324,84.2241480242258,106.2212148904632,0.2070873213879269,clock_NY_macro_end1h_quote
pca_1,all_references,lightgbm,2026-03,236,136.06105254183183,133.64273219884114,-0.0180954123221048,clock_NY_macro_end1h_quote
pca_2,mean_market,ridge,all,906,53.60473658669223,54.291375761009824,0.0126472973781355,clock_NY_macro_end1h_quote
pca_2,mean_market,ridge,2026-01,346,57.59086794856445,52.85881045674496,-0.0895225876430154,clock_NY_macro_end1h_quote
pca_2,mean_market,ridge,2026-02,324,46.96634194446546,45.39071574027648,-0.0347125216796457,clock_NY_macro_end1h_quote
pca_2,mean_market,ridge,2026-03,236,56.87439087852992,68.6112123796253,0.1710627329561769,clock_NY_macro_end1h_quote
pca_2,mean_market,lightgbm,all,906,52.06118724410505,54.291375761009824,0.0410781359957066,clock_NY_macro_end1h_quote
pca_2,mean_market,lightgbm,2026-01,346,48.57109272841617,52.85881045674496,0.0811164248926389,clock_NY_macro_end1h_quote
pca_2,mean_market,lightgbm,2026-02,324,45.90140371176279,45.39071574027648,-0.0112509345393108,clock_NY_macro_end1h_quote
pca_2,mean_market,lightgbm,2026-03,236,65.63467269710186,68.6112123796253,0.0433827005716539,clock_NY_macro_end1h_quote
pca_2,all_references,ridge,all,906,56.378162092573504,54.291375761009824,-0.0384367922586765,clock_NY_macro_end1h_quote
pca_2,all_references,ridge,2026-01,346,61.05112255580965,52.85881045674496,-0.154984798717114,clock_NY_macro_end1h_quote
pca_2,all_references,ridge,2026-02,324,50.79375610141258,45.39071574027648,-0.1190340419404718,clock_NY_macro_end1h_quote
pca_2,all_references,ridge,2026-03,236,57.193853706371925,68.6112123796253,0.1664066014470232,clock_NY_macro_end1h_quote
pca_2,all_references,lightgbm,all,906,52.61448927828968,54.291375761009824,0.0308867929614049,clock_NY_macro_end1h_quote
pca_2,all_references,lightgbm,2026-01,346,48.840944030968494,52.85881045674496,0.0760112910422819,clock_NY_macro_end1h_quote
pca_2,all_references,lightgbm,2026-02,324,47.53802060112726,45.39071574027648,-0.0473071381631775,clock_NY_macro_end1h_quote
pca_2,all_references,lightgbm,2026-03,236,65.11627956207673,68.6112123796253,0.0509382168939259,clock_NY_macro_end1h_quote
ae_selected,mean_market,ridge,all,906,1092.6550244847851,417.3023181402663,-1.6183775574367043,clock_NY_macro_end1h_quote
ae_selected,mean_market,ridge,2026-01,346,477.8842664615453,522.3754513646686,0.0851708953529367,clock_NY_macro_end1h_quote
ae_selected,mean_market,ridge,2026-02,324,928.971158751062,480.5281325614789,-0.9332294943880506,clock_NY_macro_end1h_quote
ae_selected,mean_market,ridge,2026-03,236,2218.6900023397307,176.4528775974016,-11.57383859390459,clock_NY_macro_end1h_quote
ae_selected,mean_market,lightgbm,all,906,83.36241562828941,417.3023181402663,0.8002349567579706,clock_NY_macro_end1h_quote
ae_selected,mean_market,lightgbm,2026-01,346,78.47987061984028,522.3754513646686,0.849763478710921,clock_NY_macro_end1h_quote
ae_selected,mean_market,lightgbm,2026-02,324,82.4638406149711,480.5281325614789,0.828389151379351,clock_NY_macro_end1h_quote
ae_selected,mean_market,lightgbm,2026-03,236,91.7543600233679,176.4528775974016,0.4800064398342288,clock_NY_macro_end1h_quote
ae_selected,all_references,ridge,all,906,1121.5226156036335,417.3023181402663,-1.6875542426933277,clock_NY_macro_end1h_quote
ae_selected,all_references,ridge,2026-01,346,443.3023867088553,522.3754513646686,0.1513720915660193,clock_NY_macro_end1h_quote
ae_selected,all_references,ridge,2026-02,324,995.6509347921864,480.5281325614789,-1.0719930162773617,clock_NY_macro_end1h_quote
ae_selected,all_references,ridge,2026-03,236,2288.6693265379645,176.4528775974016,-11.970427899508888,clock_NY_macro_end1h_quote
ae_selected,all_references,lightgbm,all,906,81.29420888941836,417.3023181402663,0.8051910920320045,clock_NY_macro_end1h_quote
ae_selected,all_references,lightgbm,2026-01,346,76.9261400736665,522.3754513646686,0.8527378346882449,clock_NY_macro_end1h_quote
ae_selected,all_references,lightgbm,2026-02,324,79.81969118545061,480.5281325614789,0.8338917416552329,clock_NY_macro_end1h_quote
ae_selected,all_references,lightgbm,2026-03,236,89.7225798484679,176.4528775974016,0.4915210164314763,clock_NY_macro_end1h_quote
joint_ols,mean_market,ridge,all,906,103.90663052772751,104.8132232983116,0.0086496029990779,clock_NY_macro_end1h_quote
joint_ols,mean_market,ridge,2026-01,346,83.12697243314392,80.09175500481663,-0.0378967526450726,clock_NY_macro_end1h_quote
joint_ols,mean_market,ridge,2026-02,324,112.05596572089009,108.40991468291318,-0.0336320810568036,clock_NY_macro_end1h_quote
joint_ols,mean_market,ridge,2026-03,236,123.18365213002092,136.11957931923678,0.095033552512513,clock_NY_macro_end1h_quote
joint_ols,mean_market,lightgbm,all,906,104.25355475621858,104.8132232983116,0.0053396749425418,clock_NY_macro_end1h_quote
joint_ols,mean_market,lightgbm,2026-01,346,75.01376904678253,80.09175500481663,0.0634021062184081,clock_NY_macro_end1h_quote
joint_ols,mean_market,lightgbm,2026-02,324,110.2945147408707,108.40991468291318,-0.0173840193811585,clock_NY_macro_end1h_quote
joint_ols,mean_market,lightgbm,2026-03,236,138.82853280892024,136.11957931923678,-0.0199012772683513,clock_NY_macro_end1h_quote
joint_ols,all_references,ridge,all,906,53.19935085435013,104.8132232983116,0.4924366489241716,clock_NY_macro_end1h_quote
joint_ols,all_references,ridge,2026-01,346,56.51521460751593,80.09175500481663,0.294369131952257,clock_NY_macro_end1h_quote
joint_ols,all_references,ridge,2026-02,324,46.616639375723416,108.40991468291318,0.5699965311099834,clock_NY_macro_end1h_quote
joint_ols,all_references,ridge,2026-03,236,57.375239246213205,136.11957931923678,0.5784938542040823,clock_NY_macro_end1h_quote
joint_ols,all_references,lightgbm,all,906,92.65333489011375,104.8132232983116,0.1160148311972933,clock_NY_macro_end1h_quote
joint_ols,all_references,lightgbm,2026-01,346,68.12311241303522,80.09175500481663,0.149436637904384,clock_NY_macro_end1h_quote
joint_ols,all_references,lightgbm,2026-02,324,85.49075909462738,108.40991468291318,0.2114119880577506,clock_NY_macro_end1h_quote
joint_ols,all_references,lightgbm,2026-03,236,138.45050241048145,136.11957931923678,-0.0171240838599568,clock_NY_macro_end1h_quote
