method,scope,algorithm,scenario,period,n,zero_mse,probe_mse,past_mean_mse,skill_vs_zero,skill_vs_past_mean
joint_ols,all_references,ridge,clock_FXUTC_USNY_quote,2026-02,324,99.02273827129252,49.420459969588336,99.39745853468405,0.5009180635442423,0.5027995614963997
joint_ols,all_references,ridge,clock_FXUTC_USNY_quote,2026-03,237,114.8293721143523,53.960521031391984,117.25053427298882,0.5300808491954858,0.539784433683191
joint_ols,mean_market,lightgbm,clock_FXUTC_USNY_quote,all,907,92.74430856145008,95.5748072471237,95.2600590308996,-0.030519378812320364,-0.0033040942807101015
joint_ols,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-01,346,71.73745512784669,76.17136998647578,76.32289119390163,-0.06180752928476774,0.001985265561296634
joint_ols,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-02,324,99.02273827129252,99.70050735290964,99.39745853468405,-0.006844580279735668,-0.0030488588208705814
joint_ols,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-03,237,114.8293721143523,118.26199061383055,117.25053427298882,-0.029893209692550604,-0.008626454003926476
joint_ols,mean_market,ridge,clock_FXUTC_USNY_quote,all,907,92.74430856145008,94.22049743400237,95.2600590308996,-0.015916759696086302,0.010912880040941708
joint_ols,mean_market,ridge,clock_FXUTC_USNY_quote,2026-01,346,71.73745512784669,76.39106686004196,76.32289119390163,-0.06487004207079616,-0.0008932531914589426
joint_ols,mean_market,ridge,clock_FXUTC_USNY_quote,2026-02,324,99.02273827129252,102.55024995745178,99.39745853468405,-0.035623249242966226,-0.03171903456331915
joint_ols,mean_market,ridge,clock_FXUTC_USNY_quote,2026-03,237,114.8293721143523,108.8624516997943,117.25053427298882,0.051963363594950795,0.07153982389252855
pca_1,all_references,lightgbm,clock_FXUTC_USNY_quote,all,907,91.18537973824247,84.74389464271239,93.79695477790032,0.07064164358388447,0.09651763382536749
pca_1,all_references,lightgbm,clock_FXUTC_USNY_quote,2026-01,346,70.79346155725646,68.16139160194041,75.53011598098644,0.03717956287795432,0.09756008293302498
pca_1,all_references,lightgbm,clock_FXUTC_USNY_quote,2026-02,324,97.14198291219725,79.188878173459,97.54059333307983,0.18481303552312023,0.18814438719840187
pca_1,all_references,lightgbm,clock_FXUTC_USNY_quote,2026-03,237,112.81265510642737,116.54714944501285,115.34711229627187,-0.03310350540958695,-0.010403703437834144
pca_1,all_references,ridge,clock_FXUTC_USNY_quote,all,907,91.18537973824247,49.762361452026354,93.79695477790032,0.4542725862975555,0.46946719571165696
pca_1,all_references,ridge,clock_FXUTC_USNY_quote,2026-01,346,70.79346155725646,47.10669364363361,75.53011598098644,0.33458976849811795,0.3763190611875664
pca_1,all_references,ridge,clock_FXUTC_USNY_quote,2026-02,324,97.14198291219725,49.53951817088797,97.54059333307983,0.4900297823273305,0.4921138320153402
pca_1,all_references,ridge,clock_FXUTC_USNY_quote,2026-03,237,112.81265510642737,53.944058856215044,115.34711229627187,0.5218261745074233,0.532332818894864
pca_1,mean_market,lightgbm,clock_FXUTC_USNY_quote,all,907,91.18537973824247,94.14592080265253,93.79695477790032,-0.032467277900345426,-0.003720440877622355
pca_1,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-01,346,70.79346155725646,75.23658994051583,75.53011598098644,-0.06276184672317298,0.0038862119653636507
pca_1,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-02,324,97.14198291219725,97.86258477263242,97.54059333307983,-0.007418027086048884,-0.003301101916133087
pca_1,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-03,237,112.81265510642737,116.67093916563063,115.34711229627187,-0.03420080890360522,-0.011476896499658107
pca_1,mean_market,ridge,clock_FXUTC_USNY_quote,all,907,91.18537973824247,92.72046454588913,93.79695477790032,-0.016834769039217434,0.011476814301276561
pca_1,mean_market,ridge,clock_FXUTC_USNY_quote,2026-01,346,70.79346155725646,75.57267231081534,75.53011598098644,-0.06750921128067078,-0.00056343525064384
pca_1,mean_market,ridge,clock_FXUTC_USNY_quote,2026-02,324,97.14198291219725,100.71161717465893,97.54059333307983,-0.0367465657530186,-0.032509786266634144
pca_1,mean_market,ridge,clock_FXUTC_USNY_quote,2026-03,237,112.81265510642737,106.83018041767868,115.34711229627187,0.05303017363703422,0.07383740874862343
pca_2,all_references,lightgbm,clock_FXUTC_USNY_quote,all,907,48.698702454140296,50.540401393454694,51.60538010990975,-0.03781823429584663,0.020636970683809652
pca_2,all_references,lightgbm,clock_FXUTC_USNY_quote,2026-01,346,41.8226781976747,44.38157133604263,47.199192384518376,-0.061184344203719876,0.05969638263132526
pca_2,all_references,lightgbm,clock_FXUTC_USNY_quote,2026-02,324,48.914751114349194,51.67626139699517,49.83974858131326,-0.05645557259793321,-0.0368483563412374
pca_2,all_references,lightgbm,clock_FXUTC_USNY_quote,2026-03,237,58.44175995131083,57.978952274119074,60.451817106748074,0.00791912628191438,0.040906377193961285
pca_2,all_references,ridge,clock_FXUTC_USNY_quote,all,907,48.698702454140296,52.99429414188665,51.60538010990975,-0.08820751829664308,-0.0269141323834603
pca_2,all_references,ridge,clock_FXUTC_USNY_quote,2026-01,346,41.8226781976747,51.78163493455417,47.199192384518376,-0.23812336191882566,-0.09708730845866897
pca_2,all_references,ridge,clock_FXUTC_USNY_quote,2026-02,324,48.914751114349194,53.08532355384045,49.83974858131326,-0.08526205989971425,-0.06512021157634962
pca_2,all_references,ridge,clock_FXUTC_USNY_quote,2026-03,237,58.44175995131083,54.64022897844364,60.451817106748074,0.06504819457925859,0.0961358716156061
pca_2,mean_market,lightgbm,clock_FXUTC_USNY_quote,all,907,48.698702454140296,49.75247458500736,51.60538010990975,-0.021638607966185663,0.03590527811162425
pca_2,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-01,346,41.8226781976747,44.84644779709627,47.199192384518376,-0.07229976007585504,0.049847136541129156
pca_2,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-02,324,48.914751114349194,49.606872994312305,49.83974858131326,-0.014149553339137366,0.004672487194051889
pca_2,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-03,237,58.44175995131083,57.11390996054506,60.451817106748074,0.022720910387914905,0.055215993595507884
pca_2,mean_market,ridge,clock_FXUTC_USNY_quote,all,907,48.698702454140296,51.64846515848084,51.60538010990975,-0.06057168991552375,-0.0008348945105980388
pca_2,mean_market,ridge,clock_FXUTC_USNY_quote,2026-01,346,41.8226781976747,50.01351762960499,47.199192384518376,-0.19584684159193078,-0.0596265550935513
pca_2,mean_market,ridge,clock_FXUTC_USNY_quote,2026-02,324,48.914751114349194,51.71685036039439,49.83974858131326,-0.057285362435856246,-0.03766274575038531
pca_2,mean_market,ridge,clock_FXUTC_USNY_quote,2026-03,237,58.44175995131083,53.941861949919875,60.451817106748074,0.07699798919710699,0.10768832879469403
sequential_ols,all_references,lightgbm,clock_FXUTC_USNY_quote,all,907,92.68664849078839,85.80687873071481,94.96183104849509,0.07422611424726733,0.09640665324897768
sequential_ols,all_references,lightgbm,clock_FXUTC_USNY_quote,2026-01,346,71.71588740129839,68.81394827873274,75.92352274466931,0.04046438282674181,0.09364126174500709
sequential_ols,all_references,lightgbm,clock_FXUTC_USNY_quote,2026-02,324,99.06976441068149,80.37357276004094,99.3977303955044,0.1887174332335927,0.19139428596373553
sequential_ols,all_references,lightgbm,clock_FXUTC_USNY_quote,2026-03,237,114.57590494191996,118.04293388212469,116.69188710205077,-0.03025966883667386,-0.011577898118078966
sequential_ols,all_references,ridge,clock_FXUTC_USNY_quote,all,907,92.68664849078839,49.57892348219695,94.96183104849509,0.4650909889451411,0.477906829146144
sequential_ols,all_references,ridge,clock_FXUTC_USNY_quote,2026-01,346,71.71588740129839,46.941104851841736,75.92352274466931,0.34545737976893687,0.3817317327371045
sequential_ols,all_references,ridge,clock_FXUTC_USNY_quote,2026-02,324,99.06976441068149,49.2066236053129,99.3977303955044,0.5033134085054154,0.5049522417713228
sequential_ols,all_references,ridge,clock_FXUTC_USNY_quote,2026-03,237,114.57590494191996,53.938883002084474,116.69188710205077,0.529230137615524,0.5377666404956396
sequential_ols,mean_market,lightgbm,clock_FXUTC_USNY_quote,all,907,92.68664849078839,95.71943822735312,94.96183104849509,-0.032720891152582254,-0.007978017804554982
sequential_ols,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-01,346,71.71588740129839,76.08763034869696,75.92352274466931,-0.06095919754761936,-0.0021614856383778136
sequential_ols,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-02,324,99.06976441068149,99.81079799001294,99.3977303955044,-0.0074799166399508454,-0.004155704490081957
sequential_ols,mean_market,lightgbm,clock_FXUTC_USNY_quote,2026-03,237,114.57590494191996,118.78696971643856,116.69188710205077,-0.036753493473634435,-0.017953969778169654
sequential_ols,mean_market,ridge,clock_FXUTC_USNY_quote,all,907,92.68664849078839,94.13173811560439,94.96183104849509,-0.015591130420036903,0.008741332425095893
sequential_ols,mean_market,ridge,clock_FXUTC_USNY_quote,2026-01,346,71.71588740129839,76.35545200253343,75.92352274466931,-0.06469367903479406,-0.0056890044382778004
sequential_ols,mean_market,ridge,clock_FXUTC_USNY_quote,2026-02,324,99.06976441068149,102.364884909936,99.3977303955044,-0.033260606996045716,-0.02985133063526968
sequential_ols,mean_market,ridge,clock_FXUTC_USNY_quote,2026-03,237,114.57590494191996,108.82817454496771,116.69188710205077,0.05016526293085666,0.06738868272998277
ae_selected,all_references,lightgbm,clock_FXKST_USNY_quote,all,912,76.78287300000682,74.84510045323897,537.5336673419599,0.0252370414267733,0.8607620229197195
ae_selected,all_references,lightgbm,clock_FXKST_USNY_quote,2026-01,346,72.30031512652707,76.12320305077787,665.7880291403897,-0.05287512118807047,0.8856645062407298
ae_selected,all_references,lightgbm,clock_FXKST_USNY_quote,2026-02,324,94.64986373727922,86.58243590697099,629.954367228179,0.08523443681547282,0.8625576066915185
ae_selected,all_references,lightgbm,clock_FXKST_USNY_quote,2026-03,242,59.27072434441894,57.303281503827264,230.4249237659615,0.0331941757478611,0.7513147424884072
ae_selected,all_references,ridge,clock_FXKST_USNY_quote,all,912,76.78287300000682,1849.6770552197022,537.5336673419599,-23.089708849778752,-2.4410441012302266
ae_selected,all_references,ridge,clock_FXKST_USNY_quote,2026-01,346,72.30031512652707,1012.1872612584798,665.7880291403897,-12.999762787854117,-0.5202845604859134
ae_selected,all_references,ridge,clock_FXKST_USNY_quote,2026-02,324,94.64986373727922,1672.5889981051114,629.954367228179,-16.671330227666648,-1.6550954880502866
ae_selected,all_references,ridge,clock_FXKST_USNY_quote,2026-03,242,59.27072434441894,3284.17291974743,230.4249237659615,-54.409697722998644,-13.252680942983
ae_selected,mean_market,lightgbm,clock_FXKST_USNY_quote,all,912,76.78287300000682,75.42644046595677,537.5336673419599,0.017665821569999407,0.859680527846876
ae_selected,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-01,346,72.30031512652707,79.31179857933282,665.7880291403897,-0.09697721843308016,0.8808753009847088
ae_selected,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-02,324,94.64986373727922,84.2342296277443,629.954367228179,0.11004383628534031,0.8662851882456537
ae_selected,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-03,242,59.27072434441894,58.07909502939781,230.4249237659615,0.020104854938107874,0.7479478604997274
ae_selected,mean_market,ridge,clock_FXKST_USNY_quote,all,912,76.78287300000682,1785.3362260899019,537.5336673419599,-22.25175076595198,-2.3213477304931933
ae_selected,mean_market,ridge,clock_FXKST_USNY_quote,2026-01,346,72.30031512652707,1034.7122561716174,665.7880291403897,-13.311310460554,-0.5541166420603147
ae_selected,mean_market,ridge,clock_FXKST_USNY_quote,2026-02,324,94.64986373727922,1609.603385903694,629.954367228179,-16.005871137559055,-1.5551110836583364
ae_selected,mean_market,ridge,clock_FXKST_USNY_quote,2026-03,242,59.27072434441894,3093.82107655295,230.4249237659615,-51.19813172140305,-12.426590431229954
joint_ols,all_references,lightgbm,clock_FXKST_USNY_quote,all,912,94.80265492021393,83.02260302874022,94.66219222021547,0.12425867082929076,0.12295921865402959
joint_ols,all_references,lightgbm,clock_FXKST_USNY_quote,2026-01,346,73.19640319821919,65.1190164980613,73.963345043857,0.11035223518133752,0.1195771843546477
joint_ols,all_references,lightgbm,clock_FXKST_USNY_quote,2026-02,324,104.53499598652657,78.35943224122111,104.41415727222206,0.2504000071773017,0.249532493597326
joint_ols,all_references,lightgbm,clock_FXKST_USNY_quote,2026-03,242,112.66416149180431,114.86354631291833,111.20006183248775,-0.019521601119571796,-0.032944986001440135
joint_ols,all_references,ridge,clock_FXKST_USNY_quote,all,912,94.80265492021393,48.962637465056766,94.66219222021547,0.48353094640372885,0.4827645935860695
joint_ols,all_references,ridge,clock_FXKST_USNY_quote,2026-01,346,73.19640319821919,49.0091427964594,73.963345043857,0.3304432915407003,0.33738606917522274
joint_ols,all_references,ridge,clock_FXKST_USNY_quote,2026-02,324,104.53499598652657,44.73980497294515,104.41415727222206,0.572011224081248,0.5715159118097144
joint_ols,all_references,ridge,clock_FXKST_USNY_quote,2026-03,242,112.66416149180431,54.549855988936294,111.20006183248775,0.5158189146696441,0.5094440138791431
joint_ols,mean_market,lightgbm,clock_FXKST_USNY_quote,all,912,94.80265492021393,98.26669596950202,94.66219222021547,-0.03653949409120916,-0.03807754357622817
joint_ols,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-01,346,73.19640319821919,74.75477234512529,73.963345043857,-0.02129024212687014,-0.010700263769830798
joint_ols,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-02,324,104.53499598652657,105.79319524498787,104.41415727222206,-0.012036153506175706,-0.013207384982962367
joint_ols,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-03,242,112.66416149180431,121.80611666692744,111.20006183248775,-0.08114341822699456,-0.09537813792241145
joint_ols,mean_market,ridge,clock_FXKST_USNY_quote,all,912,94.80265492021393,96.69493620161187,94.66219222021547,-0.01996021401500303,-0.021473662649472036
joint_ols,mean_market,ridge,clock_FXKST_USNY_quote,2026-01,346,73.19640319821919,79.10898948629809,73.963345043857,-0.08077700583275038,-0.06957019641810325
joint_ols,mean_market,ridge,clock_FXKST_USNY_quote,2026-02,324,104.53499598652657,105.81575630875899,104.41415727222206,-0.012251976576318047,-0.013423457825577856
joint_ols,mean_market,ridge,clock_FXKST_USNY_quote,2026-03,242,112.66416149180431,109.62713392385525,111.20006183248775,0.026956465372264593,0.014145027284265033
pca_1,all_references,lightgbm,clock_FXKST_USNY_quote,all,912,93.41564811664502,81.70697935632114,93.38642123913473,0.12533948001627793,0.12506574004914517
pca_1,all_references,lightgbm,clock_FXKST_USNY_quote,2026-01,346,72.33068499780961,64.54271672211762,73.31388275863422,0.10767170635709922,0.11963854193063617
pca_1,all_references,lightgbm,clock_FXKST_USNY_quote,2026-02,324,102.76579179107394,76.57819073078299,102.64799287708553,0.2548279987326051,0.2539728387823371
pca_1,all_references,lightgbm,clock_FXKST_USNY_quote,2026-03,242,111.04354352409163,113.11426194354749,109.68538447697406,-0.018647805660187755,-0.03126102427341393
pca_1,all_references,ridge,clock_FXKST_USNY_quote,all,912,93.41564811664502,49.078452480749164,93.38642123913473,0.4746227910396069,0.4744583652576866
pca_1,all_references,ridge,clock_FXKST_USNY_quote,2026-01,346,72.33068499780961,49.18104691754926,73.31388275863422,0.32005279752239857,0.32917143292677165
pca_1,all_references,ridge,clock_FXKST_USNY_quote,2026-02,324,102.76579179107394,44.87562187599095,102.64799287708553,0.5633214020554185,0.5628202693673059
pca_1,all_references,ridge,clock_FXKST_USNY_quote,2026-03,242,111.04354352409163,54.558698103926126,109.68538447697406,0.5086729370079112,0.5025891702519447
pca_1,mean_market,lightgbm,clock_FXKST_USNY_quote,all,912,93.41564811664502,96.84559687112392,93.38642123913473,-0.036717068538624664,-0.03704152687392592
pca_1,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-01,346,72.33068499780961,73.98885924615743,73.31388275863422,-0.02292490729761565,-0.009206666761128801
pca_1,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-02,324,102.76579179107394,103.8726459636285,102.64799287708553,-0.010770648026581009,-0.011930609184043428
pca_1,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-03,242,111.04354352409163,120.11694940115252,109.68538447697406,-0.08171034162911384,-0.0951044204651379
pca_1,mean_market,ridge,clock_FXKST_USNY_quote,all,912,93.41564811664502,95.36597920242188,93.38642123913473,-0.020877991269102614,-0.021197492494311243
pca_1,mean_market,ridge,clock_FXKST_USNY_quote,2026-01,346,72.33068499780961,78.37080930614744,73.31388275863422,-0.08350708013508701,-0.06897638424310104
pca_1,mean_market,ridge,clock_FXKST_USNY_quote,2026-02,324,102.76579179107394,104.1253548134108,102.64799287708553,-0.013229723613679578,-0.014392506808139194
pca_1,mean_market,ridge,clock_FXKST_USNY_quote,2026-03,242,111.04354352409163,107.93742997163902,109.68538447697406,0.027972031996427837,0.01593607492620852
pca_2,all_references,lightgbm,clock_FXKST_USNY_quote,all,912,47.958551195078336,49.71775397653568,49.00498460588582,-0.036681733238803194,-0.014544834089474712
pca_2,all_references,lightgbm,clock_FXKST_USNY_quote,2026-01,346,44.08958654903158,45.31173096569491,46.72253727014502,-0.027719570817571704,0.03019541289662775
pca_2,all_references,lightgbm,clock_FXKST_USNY_quote,2026-02,324,44.63156149044614,44.26485323713682,44.805664733096805,0.008216343794913317,0.012070158967209865
pca_2,all_references,lightgbm,clock_FXKST_USNY_quote,2026-03,242,57.944528186123826,63.31785232908172,57.89054831229056,-0.09273220977308183,-0.0937511247520677
pca_2,all_references,ridge,clock_FXKST_USNY_quote,all,912,47.958551195078336,53.77421723063001,49.00498460588582,-0.12126442293670658,-0.09732137787818784
pca_2,all_references,ridge,clock_FXKST_USNY_quote,2026-01,346,44.08958654903158,55.3619077228351,46.72253727014502,-0.25566856158353146,-0.1849079899650592
pca_2,all_references,ridge,clock_FXKST_USNY_quote,2026-02,324,44.63156149044614,50.77123451162641,44.805664733096805,-0.1375634823463332,-0.13314320441546745
pca_2,all_references,ridge,clock_FXKST_USNY_quote,2026-03,242,57.944528186123826,55.52473578705232,57.89054831229056,0.041760498787717815,0.040866991144666076
pca_2,mean_market,lightgbm,clock_FXKST_USNY_quote,all,912,47.958551195078336,49.592877692337986,49.00498460588582,-0.03407789552715612,-0.011996597717154556
pca_2,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-01,346,44.08958654903158,44.964800704223045,46.72253727014502,-0.019850813393728517,0.03762074297803897
pca_2,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-02,324,44.63156149044614,43.83693451094505,44.805664733096805,0.017804149193193397,0.021620708629642937
pca_2,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-03,242,57.944528186123826,63.91618442233421,57.89054831229056,-0.10305815619084524,-0.10408669956861272
pca_2,mean_market,ridge,clock_FXKST_USNY_quote,all,912,47.958551195078336,50.25323235928265,49.00498460588582,-0.04784717442506481,-0.02547185278060282
pca_2,mean_market,ridge,clock_FXKST_USNY_quote,2026-01,346,44.08958654903158,50.299902413960346,46.72253727014502,-0.14085674988179653,-0.07656615742273076
pca_2,mean_market,ridge,clock_FXKST_USNY_quote,2026-02,324,44.63156149044614,46.335014480894266,44.805664733096805,-0.038167004101184565,-0.034132955216882754
pca_2,mean_market,ridge,clock_FXKST_USNY_quote,2026-03,242,57.944528186123826,55.43238423399071,57.89054831229056,0.04335429126394552,0.04246226974806466
sequential_ols,all_references,lightgbm,clock_FXKST_USNY_quote,all,912,94.76215175353121,82.89441263836218,94.4800490923687,0.12523712152543842,0.12262521627904521
sequential_ols,all_references,lightgbm,clock_FXKST_USNY_quote,2026-01,346,73.11902702030316,64.59648361039932,73.59256728474031,0.11655712277923735,0.12224174269575139
sequential_ols,all_references,lightgbm,clock_FXKST_USNY_quote,2026-02,324,104.60869813796106,78.6294000439188,104.47953823447457,0.24834739898760594,0.24741818950752337
sequential_ols,all_references,lightgbm,clock_FXKST_USNY_quote,2026-03,242,112.52347460122395,114.76609662296883,110.95622356921628,-0.01993025926094605,-0.03433672245861796
sequential_ols,all_references,ridge,clock_FXKST_USNY_quote,all,912,94.76215175353121,48.892868063349034,94.4800490923687,0.4840464556934557,0.4825058990438418
sequential_ols,all_references,ridge,clock_FXKST_USNY_quote,2026-01,346,73.11902702030316,48.93332006135599,73.59256728474031,0.3307717285711619,0.3350779587288226
sequential_ols,all_references,ridge,clock_FXKST_USNY_quote,2026-02,324,104.60869813796106,44.613586783099564,104.47953823447457,0.5735193384754502,0.5729921137000331
sequential_ols,all_references,ridge,clock_FXKST_USNY_quote,2026-03,242,112.52347460122395,54.56431741661522,110.95622356921628,0.5150850290573794,0.5082356296798699
sequential_ols,mean_market,lightgbm,clock_FXKST_USNY_quote,all,912,94.76215175353121,98.26644029660888,94.4800490923687,-0.036979832963185855,-0.04007609268427026
sequential_ols,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-01,346,73.11902702030316,74.44533175365814,73.59256728474031,-0.018138982251318714,-0.011587643975217832
sequential_ols,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-02,324,104.60869813796106,105.87136847495567,104.47953823447457,-0.012070414405973784,-0.013321558115595211
sequential_ols,mean_market,lightgbm,clock_FXKST_USNY_quote,2026-03,242,112.52347460122395,122.14291478452861,110.95622356921628,-0.08548829670782343,-0.10082076386038774
sequential_ols,mean_market,ridge,clock_FXKST_USNY_quote,all,912,94.76215175353121,96.63254176999126,94.4800490923687,-0.019737732647996165,-0.02278251015215038
sequential_ols,mean_market,ridge,clock_FXKST_USNY_quote,2026-01,346,73.11902702030316,79.01037220827645,73.59256728474031,-0.08057198554266076,-0.073618914564753
sequential_ols,mean_market,ridge,clock_FXKST_USNY_quote,2026-02,324,104.60869813796106,105.73424847887752,104.47953823447457,-0.010759624782176846,-0.012009148064830777
sequential_ols,mean_market,ridge,clock_FXKST_USNY_quote,2026-03,242,112.52347460122395,109.64211902071091,110.95622356921628,0.025606706429253,0.01184345056305569
ae_selected,all_references,lightgbm,clock_NY_macro_end1h_quote,all,906,80.42057215975672,81.29420888941836,417.3023181402663,-0.010863348844697862,0.8051910920320045
ae_selected,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,69.35710417774202,76.9261400736665,522.3754513646686,-0.10913137140972973,0.8527378346882449
ae_selected,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,81.84123302134734,79.81969118545061,480.5281325614789,0.02470077442955232,0.8338917416552329
ae_selected,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,94.69034250984873,89.7225798484679,176.4528775974016,0.05246324524450985,0.4915210164314763
ae_selected,all_references,ridge,clock_NY_macro_end1h_quote,all,906,80.42057215975672,1121.5226156036335,417.3023181402663,-12.945717936148371,-1.6875542426933277
ae_selected,all_references,ridge,clock_NY_macro_end1h_quote,2026-01,346,69.35710417774202,443.3023867088553,522.3754513646686,-5.391593074197571,0.15137209156601938
ae_selected,all_references,ridge,clock_NY_macro_end1h_quote,2026-02,324,81.84123302134734,995.6509347921865,480.5281325614789,-11.165639470906829,-1.0719930162773617
ae_selected,all_references,ridge,clock_NY_macro_end1h_quote,2026-03,236,94.69034250984873,2288.6693265379645,176.4528775974016,-23.170039582441262,-11.970427899508888
ae_selected,mean_market,lightgbm,clock_NY_macro_end1h_quote,all,906,80.42057215975672,83.36241562828941,417.3023181402663,-0.03658073288372887,0.8002349567579706
ae_selected,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,69.35710417774202,78.47987061984028,522.3754513646686,-0.13153326613405425,0.849763478710921
ae_selected,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,81.84123302134734,82.46384061497112,480.5281325614789,-0.007607505051413277,0.828389151379351
ae_selected,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,94.69034250984873,91.7543600233679,176.4528775974016,0.031006144963257154,0.48000643983422886
ae_selected,mean_market,ridge,clock_NY_macro_end1h_quote,all,906,80.42057215975672,1092.6550244847851,417.3023181402663,-12.586760142842667,-1.6183775574367045
ae_selected,mean_market,ridge,clock_NY_macro_end1h_quote,2026-01,346,69.35710417774202,477.88426646154534,522.3754513646686,-5.8901992395309275,0.08517089535293676
ae_selected,mean_market,ridge,clock_NY_macro_end1h_quote,2026-02,324,81.84123302134734,928.971158751062,480.5281325614789,-10.35089397429717,-0.9332294943880506
ae_selected,mean_market,ridge,clock_NY_macro_end1h_quote,2026-03,236,94.69034250984873,2218.6900023397307,176.4528775974016,-22.4310061990637,-11.57383859390459
joint_ols,all_references,lightgbm,clock_NY_macro_end1h_quote,all,906,99.52415393958964,92.65333489011377,104.81322329831161,0.0690366989067438,0.11601483119729339
joint_ols,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,70.30672412362355,68.12311241303522,80.09175500481663,0.031058362308970522,0.149436637904384
joint_ols,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,107.74071893158525,85.49075909462738,108.40991468291318,0.20651393509900806,0.21141198805775063
joint_ols,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,131.07950842652895,138.45050241048145,136.11957931923678,-0.05623299989779862,-0.017124083859956896
joint_ols,all_references,ridge,clock_NY_macro_end1h_quote,all,906,99.52415393958964,53.19935085435013,104.81322329831161,0.4654629178094626,0.4924366489241716
joint_ols,all_references,ridge,clock_NY_macro_end1h_quote,2026-01,346,70.30672412362355,56.51521460751593,80.09175500481663,0.1961620270040939,0.294369131952257
joint_ols,all_references,ridge,clock_NY_macro_end1h_quote,2026-02,324,107.74071893158525,46.616639375723416,108.40991468291318,0.5673257071421185,0.5699965311099834
joint_ols,all_references,ridge,clock_NY_macro_end1h_quote,2026-03,236,131.07950842652895,57.375239246213205,136.11957931923678,0.5622867377598348,0.5784938542040823
joint_ols,mean_market,lightgbm,clock_NY_macro_end1h_quote,all,906,99.52415393958964,104.25355475621858,104.81322329831161,-0.047520130836778085,0.005339674942541839
joint_ols,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,70.30672412362355,75.01376904678253,80.09175500481663,-0.06695013857966647,0.06340210621840814
joint_ols,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,107.74071893158525,110.2945147408707,108.40991468291318,-0.023703162876675288,-0.017384019381158522
joint_ols,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,131.07950842652895,138.82853280892024,136.11957931923678,-0.059116977744348764,-0.019901277268351336
joint_ols,mean_market,ridge,clock_NY_macro_end1h_quote,all,906,99.52415393958964,103.90663052772751,104.81322329831161,-0.044034301369675566,0.00864960299907791
joint_ols,mean_market,ridge,clock_NY_macro_end1h_quote,2026-01,346,70.30672412362355,83.12697243314392,80.09175500481663,-0.18234739947459278,-0.03789675264507264
joint_ols,mean_market,ridge,clock_NY_macro_end1h_quote,2026-02,324,107.74071893158525,112.05596572089007,108.40991468291318,-0.04005214399993906,-0.0336320810568036
joint_ols,mean_market,ridge,clock_NY_macro_end1h_quote,2026-03,236,131.07950842652895,123.18365213002092,136.11957931923678,0.06023715217801351,0.095033552512513
pca_1,all_references,lightgbm,clock_NY_macro_end1h_quote,all,906,97.74484262511619,91.24825847959424,103.02291860838967,0.06646472561665995,0.11429165750538695
pca_1,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,69.39437007320736,67.25979717569625,79.14279143284524,0.030760029888004525,0.15014626148525512
pca_1,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,105.54384841988619,84.2241480242258,106.2212148904632,0.20199851260723412,0.20708732138792696
pca_1,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,128.60240883467117,136.06105254183183,133.64273219884114,-0.05799769829155643,-0.018095412322104876
