model,month,n,clean_tail,clean_q10,coverage80,width80,worst_tail_h1,sensitivity_h1,worst_tail_h6,sensitivity_h6,worst_tail_h24,sensitivity_h24,stress_excess
linear_clean_ensemble_cal,2026-03,443,1.857606389799371,1.8296125629593438,0.7945823927765236,28.552696497541923,2.0561619045272965,3.4265318483764555,2.24407038942418,6.614872058412022,2.285013359217852,7.467993989575619,0.19855551472792565
linear_shuffled_20260910_raw,2026-01,699,1.402084235930464,1.3389382840305781,0.8197424892703863,21.752881457706717,1.5556173777493985,2.5325329116144575,1.6751106726704823,4.533932969634966,1.7287629974167065,5.203392728715495,0.15353314181893454
linear_shuffled_20260910_raw,2026-02,672,1.8311574168269118,1.8261992368822337,0.7752976190476191,26.8201950039892,2.04772108565604,2.9432619909445443,2.261427160557277,5.9764103917848495,2.3226301715136843,7.354960078284854,0.21656366882912872
linear_shuffled_20260910_raw,2026-03,443,1.8521929450692491,1.8304923488676814,0.7787810383747178,27.22453877080913,2.0025588101561707,2.446888432814897,2.1869993630168136,5.298247341646836,2.2918140531617737,7.193507386115011,0.1503658650869215
linear_shuffled_20260910_cal,2026-01,699,1.4157229388763952,1.3518277325423464,0.8483547925608012,22.870684861204264,1.5681028742356675,2.5325329116144575,1.6845070201535979,4.533932969634966,1.7432603234154425,5.203392728715495,0.15237993535927188
linear_shuffled_20260910_cal,2026-02,672,1.829282251511387,1.8272932754165563,0.78125,26.840172848713014,2.0449453968601596,2.9432619909445443,2.2566048748298377,5.9764103917848495,2.323158231188116,7.354960078284854,0.21566314534877287
linear_shuffled_20260910_cal,2026-03,443,1.8581404378396793,1.8271248142709784,0.7855530474040632,28.249168977035325,2.0076317658090246,2.446888432814897,2.1828695301234666,5.298247341646836,2.292241354708559,7.193507386115011,0.1494913279693453
linear_shuffled_20260911_raw,2026-01,699,1.3960187575678271,1.3465386546333693,0.8326180257510729,22.037130337416357,1.5444527959144365,2.4971583036223537,1.6767337110316405,4.532981088744724,1.7398947626262116,5.597553364367615,0.14843403834660965
linear_shuffled_20260911_raw,2026-02,672,2.0336510085894566,1.948728021205154,0.7440476190476191,26.84105650619382,2.2147943383022137,3.2667331794897714,2.398839285664857,5.978661477565765,2.464973516140187,7.758927535443079,0.18114332971275723
linear_shuffled_20260911_raw,2026-03,443,1.8698739467772407,1.8841714211977472,0.7855530474040632,28.117201180813275,2.045490757675147,3.0840785196618623,2.1925468741393237,5.550736347654873,2.2036246207249532,5.655260486473617,0.1756168108979071
linear_shuffled_20260911_cal,2026-01,699,1.3969628148728244,1.343763525022297,0.8240343347639485,21.761990189931076,1.5455724469492198,2.4971583036223537,1.6819156998780798,4.532981088744724,1.747901162944869,5.597553364367615,0.14860963207639546
linear_shuffled_20260911_cal,2026-02,672,1.909282399146781,1.8520131573541667,0.7738095238095238,27.391368661749645,2.1021113393879487,3.2667331794897714,2.2819067907978456,5.978661477565765,2.3726454990919437,7.758927535443079,0.19282894024116773
linear_shuffled_20260911_cal,2026-03,443,1.9668305881550032,1.9904401399195026,0.7968397291196389,29.133208745020653,2.140177395959696,3.0840785196618623,2.251671320714387,5.550736347654873,2.2810517550157714,5.655260486473617,0.17334680780469294
linear_shuffled_20260912_raw,2026-01,699,1.396990523905468,1.3369461136923906,0.8082975679542204,20.951016457807352,1.5583887012586668,2.508093754109395,1.7174144709248036,4.604499934910023,1.7953848956370042,5.8665643666094125,0.16139817735319884
linear_shuffled_20260912_raw,2026-02,672,1.846871715237113,1.8519655808620068,0.7946428571428571,28.164715516780102,2.1009867014023627,4.015557087603069,2.2942211452022074,7.15151171315284,2.360021936371863,8.566313652765183,0.2541149861652493
linear_shuffled_20260912_raw,2026-03,443,1.838729676597372,1.807158631233415,0.8081264108352144,28.34585132555822,2.059232346942019,3.48910430107375,2.2719777013743414,6.47787426933478,2.3341424564849507,7.966947243391257,0.22050267034464688
linear_shuffled_20260912_cal,2026-01,699,1.3988099995995391,1.3369862242830464,0.7796852646638054,19.798785029273834,1.5686537426472122,2.508093754109395,1.7435125950218056,4.604499934910023,1.8188958132898008,5.8665643666094125,0.16984374304767316
linear_shuffled_20260912_cal,2026-02,672,1.8448427039884545,1.849472673772874,0.8065476190476191,28.52221922037383,2.0918977226982696,4.015557087603069,2.2817783154752735,7.15151171315284,2.3546719525779922,8.566313652765183,0.24705501870981483
linear_shuffled_20260912_cal,2026-03,443,1.8435701204023522,1.8027546636904577,0.7968397291196389,27.987203285578158,2.0700644446562353,3.48910430107375,2.2848954572144677,6.47787426933478,2.352940213326015,7.966947243391257,0.22649432425388313
linear_shuffled_ensemble_raw,2026-01,699,1.3922265494340276,1.3363579418306164,0.8240343347639485,21.58034275097681,1.5434053413049142,2.511051572727827,1.67803428846052,4.557137997763238,1.733262395943825,5.555836819897507,0.15117879187088681
linear_shuffled_ensemble_raw,2026-02,672,1.8721064082964112,1.8557879314326777,0.7767857142857143,27.27532234232104,2.09416162559237,3.3938314271351646,2.291461620124734,6.368861194167819,2.3555402631961395,7.893400422164372,0.22205521729595887
linear_shuffled_ensemble_raw,2026-03,443,1.8416147318982188,1.8206069545252093,0.7990970654627539,27.89586375906021,2.0165639320729154,2.9684725338754303,2.1964838115100926,5.767553884163219,2.245715859435842,6.914436325980273,0.1749492001746966
linear_shuffled_ensemble_cal,2026-01,699,1.394807576273492,1.3356867324417128,0.8197424892703863,21.38198663581286,1.5482329727964157,2.5110515727278275,1.685474242912923,4.557137997763238,1.7433499050852839,5.555836819897507,0.1534253965229238
linear_shuffled_ensemble_cal,2026-02,672,1.8493749471790695,1.8344482828356339,0.7857142857142857,27.557549184974807,2.0702684005642964,3.393831427135165,2.264641623940999,6.368861194167819,2.338561218520695,7.893400422164372,0.2208934533852273
linear_shuffled_ensemble_cal,2026-03,443,1.8637416486677223,1.8451584766276334,0.7855530474040632,28.4611840554144,2.0396855046258096,2.96847253387543,2.2114373163181704,5.767553884163219,2.270228635319538,6.914436325980272,0.17594385595808693
linear_tick_20260910_raw,2026-01,699,1.401370926511833,1.33920052023367,0.8240343347639485,22.06778500144915,1.5488273869098639,2.485415979857438,1.6762746685289425,4.438176973694896,1.7166415282509435,5.251081110581819,0.14745646039803093
linear_tick_20260910_raw,2026-02,672,1.8453010667923024,1.834300797335482,0.7738095238095238,26.530629805865743,2.0275513221294172,2.6303439622833613,2.2214214401557437,5.362460955267861,2.2750856356286215,6.672986948773975,0.18225025533711506
linear_tick_20260910_raw,2026-03,443,1.843687403683601,1.8106108110469703,0.7855530474040632,27.525692866564334,2.003340046555558,2.4342810004344106,2.12591646292529,4.832444589240287,2.2224880922676324,6.522891811000575,0.1596526428719573
linear_tick_20260910_cal,2026-01,699,1.417812779711783,1.3536702138530032,0.8454935622317596,23.036568505519515,1.5610697278041985,2.485415979857438,1.6823614218508955,4.438176973694896,1.7244771287070193,5.251081110581819,0.14325694809241543
linear_tick_20260910_cal,2026-02,672,1.8529733020399324,1.8414877971777064,0.7797619047619048,26.726508715634946,2.0336941783435933,2.6303439622833613,2.2258994857965155,5.362460955267861,2.28577862882399,6.672986948773975,0.1807208763036608
linear_tick_20260910_cal,2026-03,443,1.8527747403438004,1.8112024976421779,0.7923250564334086,28.49862193162246,2.0100620332916934,2.4342810004344106,2.1291464090726464,4.832444589240287,2.2287709801792963,6.522891811000575,0.15728729294789284
linear_tick_20260911_raw,2026-01,699,1.3952928733768484,1.3476535261254428,0.8326180257510729,22.05993884946826,1.5292069430073711,2.2690070006298235,1.6435744233382672,4.093409241524888,1.705172846529315,5.1150075478615165,0.1339140696305227
linear_tick_20260911_raw,2026-02,672,1.92168226967372,1.8598861235438462,0.7589285714285714,26.473427661650238,2.086387397064103,2.5467414600508556,2.2045313225279566,4.692217955986659,2.2711927452141865,6.119807688962846,0.1647051273903833
linear_tick_20260911_raw,2026-03,443,1.8594742659527872,1.8631829776076063,0.7900677200902935,28.350282321396048,1.9948623308312077,2.0345517819406753,2.171868657919746,4.049753841374313,2.1815551541974387,4.425716425979648,0.13538806487842048
linear_tick_20260911_cal,2026-01,699,1.4050481043799008,1.3610747413620643,0.844062947067239,22.513269452175837,1.538261135723605,2.2690070006298235,1.6532479683474008,4.093409241524888,1.713753170405037,5.1150075478615165,0.13321303134370407
linear_tick_20260911_cal,2026-02,672,1.8744964469652008,1.82825420260325,0.7693452380952381,26.76615940111127,2.0447946926536087,2.5467414600508556,2.1668572659652092,4.692217955986659,2.2448441533630197,6.119807688962846,0.17029824568840773
linear_tick_20260911_cal,2026-03,443,1.8922600097505642,1.8934655201290735,0.7945823927765236,29.308806430527724,2.0109218770185353,2.0345517819406753,2.155651150521988,4.049753841374313,2.186199290552668,4.425716425979648,0.11866186726797108
linear_tick_20260912_raw,2026-01,699,1.3977636856361175,1.3371319914570787,0.804005722460658,20.808484607158984,1.5617598197703093,2.5226979528544455,1.745796742136472,4.5668735592832554,1.817603661506005,5.756781651056205,0.16399613413419162
linear_tick_20260912_raw,2026-02,672,1.8486661290766038,1.8395129843871876,0.7678571428571429,26.72276432634819,2.0403548180918794,3.03839195342291,2.188616697204901,5.198448081811269,2.2335169676807785,6.259283382268179,0.1916886890152754
linear_tick_20260912_raw,2026-03,443,1.825615082264336,1.7912216570924504,0.7945823927765236,27.503209933201294,2.033682039793175,3.2338206245990695,2.1869286875010765,5.557763672305553,2.240579935624265,6.71383251724071,0.2080669575288391
linear_tick_20260912_cal,2026-01,699,1.4101132369229679,1.3413923861585673,0.7997138769670958,20.514755811132098,1.580610814569355,2.5226979528544455,1.7649565870868997,4.5668735592832554,1.8424671541895044,5.756781651056205,0.17049757764638704
linear_tick_20260912_cal,2026-02,672,1.8451525172902281,1.8470794774707513,0.7931547619047619,27.761773345563057,2.032011304797888,3.03839195342291,2.1736289543349714,5.198448081811269,2.2257701415493067,6.259283382268179,0.1868587875076601
linear_tick_20260912_cal,2026-03,443,1.8311169223718629,1.7942901163329024,0.7990970654627539,28.277574971013625,2.036741483357964,3.2338206245990695,2.182283780402628,5.557763672305553,2.2445791425615,6.71383251724071,0.20562456098610093
linear_tick_ensemble_raw,2026-01,699,1.390870138981186,1.3366013096857576,0.8283261802575107,21.645402819358797,1.5372695624404806,2.423385276303271,1.6728660981931796,4.36615325816768,1.727937807589866,5.374290103166514,0.1463994234592945
linear_tick_ensemble_raw,2026-02,672,1.8614160790838798,1.836784588857926,0.7708333333333334,26.57560726462139,2.0359800109554422,2.675876519036671,2.18998686816281,5.078260287405952,2.243490472880455,6.350461643839639,0.17456393187156177
linear_tick_ensemble_raw,2026-03,443,1.8355095688473686,1.8110176035361356,0.7900677200902935,27.793061707053887,1.9940167767979857,2.5375285690399463,2.1380410402959202,4.8051827310887925,2.1848170320500087,5.87183597986639,0.15850720795061682
linear_tick_ensemble_cal,2026-01,699,1.400322809289344,1.3406065455872618,0.8311874105865522,21.973760874377273,1.5463921603985615,2.423385276303271,1.681644717621028,4.36615325816768,1.7379933016348192,5.374290103166515,0.1460693511092174
linear_tick_ensemble_cal,2026-02,672,1.8512685515034053,1.8327980397934454,0.7782738095238095,26.966750328076493,2.0246290991170137,2.675876519036671,2.1753350536864424,5.078260287405952,2.2375514802102474,6.350461643839639,0.17336054761360833
linear_tick_ensemble_cal,2026-03,443,1.850423722505895,1.8200718369306081,0.7945823927765236,28.759239742662228,2.0062406932169474,2.5375285690399463,2.1408494520328047,4.805182731088792,2.1966192329856167,5.87183597986639,0.15581697071105263
tcn_clean_20260910_raw,2026-01,699,1.4179865215368976,1.3814447717269638,0.759656652360515,19.702073693445993,1.4389493774193056,0.20768066400792637,1.443109809047881,0.2532338693588759,1.4460139069056586,0.284625438832077,0.020962855882408253
tcn_clean_20260910_raw,2026-02,672,1.923494354057429,1.7922691903305652,0.6949404761904762,22.710205785930157,2.027427083834642,1.0321017702420552,2.1637472794009565,2.493778484208243,2.25070592232762,3.412750459852673,0.10393272977721343
tcn_clean_20260910_raw,2026-03,443,1.8209957641083383,1.8125736153797016,0.7562076749435666,25.866728603974423,1.887819560540856,0.6386913822682124,1.9378050026864206,1.1576027019836563,1.961269111626033,1.4662365816516747,0.06682379643251783
tcn_clean_20260910_cal,2026-01,699,1.4297598996541283,1.3722025490039775,0.8097281831187411,21.818825893563147,1.4477817179896884,0.20768066400792637,1.4511301744349645,0.2532338693588759,1.453546911233339,0.284625438832077,0.018021818335560234
tcn_clean_20260910_cal,2026-02,672,1.8519298084173257,1.812920066572906,0.7723214285714286,26.247154875288008,1.939592660842329,1.0321017702420552,2.0540679066512246,2.493778484208243,2.1278852560433044,3.412750459852673,0.08766285242500382
tcn_clean_20260910_cal,2026-03,443,1.8548355569862613,1.7903311055370452,0.8239277652370203,30.16195807970376,1.9078587826439515,0.6386913822682124,1.9527313474459667,1.1576027019836563,1.973728035857049,1.4662365816516747,0.05302322565769035
tcn_clean_20260911_raw,2026-01,699,1.394503473210403,1.3554640279921661,0.8254649499284692,22.015064459843014,1.4794439496783105,1.3327086145785745,1.6096078897461645,3.470061109812986,1.6667157423280865,4.450476722144262,0.08494047646790787
tcn_clean_20260911_raw,2026-02,672,2.0012237973751974,1.9231048293357045,0.7351190476190477,26.730429122845333,2.086879179432736,1.0455938620226723,2.236789755847867,2.8954244412126995,2.2907631525111443,3.5977179251966023,0.08565538205753868
tcn_clean_20260911_raw,2026-03,443,1.802572242692936,1.758280425354474,0.781038374717833,26.78835524823811,1.8972286528483762,1.280672269265754,2.000463611427341,2.920165509725532,2.001423330117935,2.734126926275731,0.09465641015544032
tcn_clean_20260911_cal,2026-01,699,1.4258024370495261,1.3614833599206995,0.8497854077253219,23.33262789474496,1.5065651345088156,1.3327086145785745,1.630586041396787,3.470061109812986,1.6866489321397962,4.450476722144262,0.0807626974592898
tcn_clean_20260911_cal,2026-02,672,1.8762581420530622,1.8324709331023668,0.7782738095238095,26.822291981160113,1.956118583285846,1.0455938620226723,2.09606230724049,2.8954244412126995,2.149095432868683,3.5977179251966023,0.0798604412327842
tcn_clean_20260911_cal,2026-03,443,1.8877682988732345,1.8474700780946562,0.781038374717833,28.140947352603206,1.9899519389332303,1.280672269265754,2.0977498327192814,2.920165509725532,2.094555344131018,2.734126926275731,0.10218364005999574
tcn_clean_20260912_raw,2026-01,699,1.395407017489792,1.3429672888454234,0.8068669527896996,21.308709452933336,1.4249950605494925,0.443758823329287,1.44677974936156,0.8323025109941867,1.4601220690821348,1.064343909507828,0.02958804305970063
tcn_clean_20260912_raw,2026-02,672,1.8200411260058906,1.7793817781883579,0.75,24.78904941713526,1.9426168550141918,1.4212849182741982,2.120214118945243,3.9853815195106326,2.2043482568283577,5.289385875066121,0.12257572900830078
tcn_clean_20260912_raw,2026-03,443,1.8329400698174274,1.8273912686464753,0.7629796839729119,25.948605695642684,1.9509175427435297,1.8360794564671226,2.0756293754588047,3.79550765061217,2.0908158681046802,3.891206478695837,0.11797747292610224
tcn_clean_20260912_cal,2026-01,699,1.4143375847471535,1.3525523324123518,0.8111587982832618,22.122506661525506,1.4417507264429525,0.443758823329287,1.462873056874546,0.8323025109941867,1.4747164485945226,1.064343909507828,0.02741314169579919
tcn_clean_20260912_cal,2026-02,672,1.7999950902736355,1.7814266852504712,0.7752976190476191,26.106621226262387,1.909871885080481,1.4212849182741982,2.075727763371426,3.9853815195106326,2.1551125629173713,5.289385875066121,0.10987679480684591
tcn_clean_20260912_cal,2026-03,443,1.8394124095583335,1.8063311735643064,0.8058690744920993,28.518414834325128,1.947667893131463,1.8360794564671226,2.0722232394751514,3.79550765061217,2.087626684624265,3.891206478695837,0.10825548357312953
tcn_clean_ensemble_raw,2026-01,699,1.3824324888772943,1.3266173427214352,0.7982832618025751,21.008615868740783,1.4276231172349472,0.6440521787335092,1.4857635079419917,1.5058763346674333,1.5108415997769862,1.9235106180779524,0.04519062835765283
tcn_clean_ensemble_raw,2026-02,672,1.890589914111829,1.800882446975467,0.7321428571428571,24.74322810863692,1.992546605549593,1.1365207551963745,2.149974876041375,3.12456125399423,2.225667190101552,4.099951420038466,0.1019566914377639
tcn_clean_ensemble_raw,2026-03,443,1.8058914011265077,1.778724928778297,0.7720090293453724,26.20122984928507,1.893254291258787,1.1905494141704254,1.9760301389948416,2.339837955477724,1.980826916920067,2.143647084835331,0.08736289013227941
tcn_clean_ensemble_cal,2026-01,699,1.4069238605121153,1.3327385692470441,0.82689556509299,22.33193275721302,1.448216638933952,0.6440521787335092,1.5026569430526302,1.5058763346674333,1.5263571312540043,1.9235106180779529,0.04129277842183676
tcn_clean_ensemble_cal,2026-02,672,1.8352142657527963,1.7997273911846257,0.7738095238095238,26.465843420467877,1.9251690678947941,1.1365207551963745,2.067425203366604,3.12456125399423,2.1361225699953965,4.099951420038466,0.08995480214199793
tcn_clean_ensemble_cal,2026-03,443,1.8488162683242433,1.796132913657904,0.7968397291196389,28.781029077253137,1.9338704363804442,1.1905494141704254,2.019812121503611,2.339837955477724,2.024587053319779,2.143647084835331,0.08505416805620085
tcn_shuffled_20260910_raw,2026-01,699,1.3889803542803583,1.346100340715599,0.8125894134477826,21.139689162735944,1.4598108532808087,0.877955032861625,1.5543950820128352,2.343699406827127,1.5945621188349415,2.940053412501563,0.07083049900045071
tcn_shuffled_20260910_raw,2026-02,672,1.947877995224998,1.7978611364600825,0.6875,22.75121045999584,2.0614390618026266,1.0914460065818967,2.2173311686147623,2.633652001619339,2.330187595066435,3.7592769407090687,0.11356106657762874
tcn_shuffled_20260910_raw,2026-03,443,1.8626417998379523,1.8822905950073294,0.7494356659142212,25.415940506463663,1.9300160548261724,0.7068818072971318,1.9682998046153737,1.0375732202293104,1.9624038438191609,0.9557212007234113,0.0673742549882204
tcn_shuffled_20260910_cal,2026-01,699,1.4111039182734604,1.351091485524787,0.8340486409155937,22.474299039096515,1.4779276470711766,0.877955032861625,1.5641777731753779,2.343699406827127,1.6018596646829442,2.940053412501563,0.0668237287977164
tcn_shuffled_20260910_cal,2026-02,672,1.8553871183782036,1.8041160494467618,0.7485119047619048,24.88597314958921,1.9545196863571996,1.0914460065818967,2.0888337077388797,2.633652001619339,2.1875518480355507,3.7592769407090687,0.09913256797899579
tcn_shuffled_20260910_cal,2026-03,443,1.8997381580253891,1.8423458227458307,0.8058690744920993,30.130966764578822,1.9598151783171842,0.7068818072971318,1.9947247809057003,1.0375732202293104,1.9885013275486305,0.9557212007234113,0.0600770202917949
tcn_shuffled_20260911_raw,2026-01,699,1.4040162081437744,1.3508267790279882,0.8340486409155937,22.457149391010596,1.4964378127400406,1.4345161890949474,1.5962787295129433,3.080186449577539,1.651459666642504,4.008171581573923,0.09242160459626628
tcn_shuffled_20260911_raw,2026-02,672,1.9562413405469987,1.850250947110506,0.7291666666666666,25.648844836368447,2.038309450990445,0.9167341675077166,2.1649760311404616,2.401933702684584,2.2105984530361,2.976670964842751,0.08206811044344593
tcn_shuffled_20260911_raw,2026-03,443,1.8188256768319468,1.785944652719999,0.7652370203160271,26.357806065819872,1.9060050881963428,1.1393618938885208,1.9879121611564425,2.2724630881109302,1.9863555049509842,2.2336413532024584,0.08717941136439573
tcn_shuffled_20260911_cal,2026-01,699,1.44645088193391,1.3703225919638735,0.8183118741058655,22.222368202572934,1.5430348550812805,1.4345161890949474,1.6491782441268061,3.080186449577539,1.706781406598141,4.008171581573923,0.09658397314737076
tcn_shuffled_20260911_cal,2026-02,672,1.8802031201802198,1.8097004514658321,0.7633928571428571,26.188283487091137,1.956162320070842,0.9167341675077166,2.0750112424150537,2.401933702684584,2.1196347500267647,2.976670964842751,0.07595919989062253
tcn_shuffled_20260911_cal,2026-03,443,1.8880373402428032,1.8475377406459983,0.7832957110609481,28.662007764214156,1.9785443287013225,1.1393618938885208,2.062514039722554,2.2724630881109302,2.0593895599795107,2.2336413532024584,0.09050698845851896
tcn_shuffled_20260912_raw,2026-01,699,1.3950115330530999,1.3425132449126846,0.8054363376251789,21.28858543772554,1.4247917786975641,0.4458577820500932,1.4477488987274583,0.8465610294041886,1.4618510006497982,1.0859346212406187,0.029780245644464312
tcn_shuffled_20260912_raw,2026-02,672,1.8140882513801733,1.776841120661276,0.7470238095238095,24.56596417050986,1.9355152099048127,1.3800804827894484,2.0901019194224966,3.640488312357948,2.158097420350317,4.726484687555404,0.12142695852463938
tcn_shuffled_20260912_raw,2026-03,443,1.829348991042796,1.823262354672039,0.7336343115124153,24.968931117391477,1.9386095957918081,1.4767970306878704,2.0332578498240057,2.436979905208131,2.051864377226713,2.4654902722980854,0.10926060474901213
tcn_shuffled_20260912_cal,2026-01,699,1.412005452171079,1.3511029166285873,0.8082975679542204,22.024831255736956,1.4396969512998918,0.4458577820500932,1.461807480625609,0.8465610294041886,1.474341338624146,1.0859346212406187,0.02769149912881282
tcn_shuffled_20260912_cal,2026-02,672,1.7965375996345316,1.7782225349596033,0.7693452380952381,25.920332372393247,1.9061286473564976,1.3800804827894484,2.050855293927256,3.640488312357948,2.115354376122249,4.726484687555404,0.10959104772196605
tcn_shuffled_20260912_cal,2026-03,443,1.8218500529631514,1.791289487195724,0.8103837471783296,27.841420267626273,1.9165385751833146,1.4767970306878704,2.0075779942686682,2.436979905208131,2.024801307070596,2.4654902722980854,0.09468852222016337
tcn_shuffled_ensemble_raw,2026-01,699,1.3823295301656149,1.3301341667476099,0.8297567954220315,21.62847466382403,1.4438435122560052,0.9038682370511019,1.5159175489581418,2.083338814118276,1.5518738125130793,2.669933205396718,0.06151398209039012
tcn_shuffled_ensemble_raw,2026-02,672,1.8861085254133674,1.7904427429717222,0.7261904761904762,24.322006488958046,1.989739346688614,1.0982118045526839,2.137830056556258,2.8918257298923673,2.2123614188176566,3.8208108643690744,0.10363082127524617
tcn_shuffled_ensemble_raw,2026-03,443,1.8256109072589364,1.8141950610983308,0.7471783295711061,25.580892563225007,1.9058352375480958,1.077682891943295,1.9758416071364875,1.8208042213663829,1.9781246554264875,1.6828543381012862,0.08022433028915973
tcn_shuffled_ensemble_cal,2026-01,699,1.4066168692880798,1.332520318187081,0.82689556509299,22.173333259986016,1.468342326837663,0.9038682370511021,1.5380427203878788,2.0833388141182754,1.5728626537829826,2.6699332053967186,0.06172545754958322
tcn_shuffled_ensemble_cal,2026-02,672,1.8358096698394122,1.789927019624868,0.7544642857142857,25.506554975129553,1.928945033235548,1.0982118045526839,2.0627294657074304,2.8918257298923677,2.131189730708494,3.8208108643690744,0.09313536339613575
