model,month,epoch,train_loss_scaled,validation_tail_loss_bp
tcn_tick_20260912,2026-03,13,0.17935212098817438,1.8100642407732042
tcn_tick_20260912,2026-03,14,0.17971869856224315,1.7926888859756356
tcn_tick_20260912,2026-03,15,0.17805785039920466,1.7879044347773094
tcn_tick_20260912,2026-03,16,0.17660220666678758,1.7904215559420311
tcn_tick_20260912,2026-03,17,0.17680065153669228,1.7963650040433894
tcn_tick_20260912,2026-03,18,0.17595866002130162,1.808856213431022
tcn_tick_20260912,2026-03,19,0.17544518758537797,1.8087928809055531
tcn_tick_20260912,2026-03,20,0.17553368204482947,1.871454847193728
tcn_tick_20260912,2026-03,21,0.17391403104958325,1.839773218851208
tcn_tick_20260912,2026-03,22,0.17268071460516363,1.8220892743779937
tcn_tick_20260912,2026-03,23,0.17310907270551654,1.8190117151213971
linear_clean_20260910,2026-03,1,0.19386289828358133,1.8493155591429533
linear_clean_20260910,2026-03,2,0.18916802418159054,1.9209550660860664
linear_clean_20260910,2026-03,3,0.18938857923393052,1.873824496162802
linear_clean_20260910,2026-03,4,0.18847258440524486,1.8606142061924977
linear_clean_20260910,2026-03,5,0.1878431830980222,2.0514057294275116
linear_clean_20260910,2026-03,6,0.18813484052550622,1.8639378687368242
linear_clean_20260910,2026-03,7,0.18762233532251849,1.9535868871402737
linear_clean_20260910,2026-03,8,0.18884271576078715,1.8814853643224048
linear_clean_20260910,2026-03,9,0.18742660002774617,1.8560464072364333
linear_clean_20260911,2026-03,1,0.19346874596174676,1.9645121014821125
linear_clean_20260911,2026-03,2,0.19082374038962133,1.852466651059909
linear_clean_20260911,2026-03,3,0.1883119541921214,1.8493989303943026
linear_clean_20260911,2026-03,4,0.18817523054881982,1.8469204198856826
linear_clean_20260911,2026-03,5,0.18752651707028478,1.873936364474517
linear_clean_20260911,2026-03,6,0.18808633826236618,1.9441796912979166
linear_clean_20260911,2026-03,7,0.18820661778899817,1.8438633780711982
linear_clean_20260911,2026-03,8,0.18750176461156298,1.8544377382772959
linear_clean_20260911,2026-03,9,0.1869652805868751,1.8433566367603522
linear_clean_20260911,2026-03,10,0.18743282772462191,1.9051988407519913
linear_clean_20260911,2026-03,11,0.18765223593087624,2.0417012021195013
linear_clean_20260911,2026-03,12,0.18725126003747938,1.8777979617564802
linear_clean_20260911,2026-03,13,0.18686873771616555,2.11672389911753
linear_clean_20260911,2026-03,14,0.18705353560068555,1.8543494843882866
linear_clean_20260911,2026-03,15,0.18764883058614043,1.8583332195369142
linear_clean_20260911,2026-03,16,0.18841484376568707,1.9542265448780307
linear_clean_20260911,2026-03,17,0.1872382871657645,1.8437414352663846
linear_clean_20260912,2026-03,1,0.19537429739043058,1.8497979657083823
linear_clean_20260912,2026-03,2,0.19002096150951142,1.8318232961735865
linear_clean_20260912,2026-03,3,0.18904817092772008,1.9565133271589668
linear_clean_20260912,2026-03,4,0.18891369846043266,2.246417932406017
linear_clean_20260912,2026-03,5,0.18899593610773086,1.904261247632811
linear_clean_20260912,2026-03,6,0.1880107306362853,1.8826917280611946
linear_clean_20260912,2026-03,7,0.1879301562228783,1.9047298888025253
linear_clean_20260912,2026-03,8,0.18756194762540296,1.9017197895169646
linear_clean_20260912,2026-03,9,0.18701801919651098,1.8539470961103441
linear_clean_20260912,2026-03,10,0.18802292715434718,1.8829815511695291
linear_shuffled_20260910,2026-03,1,0.19470745962007105,1.8220368715801758
linear_shuffled_20260910,2026-03,2,0.19068772071839726,1.9354306837047304
linear_shuffled_20260910,2026-03,3,0.1909084685814574,1.9623880772980622
linear_shuffled_20260910,2026-03,4,0.19002272860284863,1.8549667810816466
linear_shuffled_20260910,2026-03,5,0.18954359142885743,2.040333667567155
linear_shuffled_20260910,2026-03,6,0.18885598291553796,1.8471449901607162
linear_shuffled_20260910,2026-03,7,0.18885851760621183,1.981723934500949
linear_shuffled_20260910,2026-03,8,0.18974121132617108,1.8768884645613821
linear_shuffled_20260910,2026-03,9,0.18917795827503178,1.9261994374089935
linear_shuffled_20260911,2026-03,1,0.19447559769561334,2.018267173436989
linear_shuffled_20260911,2026-03,2,0.19162478699835012,1.8586007707040395
linear_shuffled_20260911,2026-03,3,0.1899678092498102,1.86238199142372
linear_shuffled_20260911,2026-03,4,0.18993481889566907,1.8441309436679427
linear_shuffled_20260911,2026-03,5,0.18919134644782282,1.9078570137970294
linear_shuffled_20260911,2026-03,6,0.18976785061331924,1.9137854597202524
linear_shuffled_20260911,2026-03,7,0.18925788076000757,1.8788787637040292
linear_shuffled_20260911,2026-03,8,0.1891581442420047,1.852464115068642
linear_shuffled_20260911,2026-03,9,0.18853804960205425,1.8982787999928763
linear_shuffled_20260911,2026-03,10,0.18943094570295751,1.8589768042663426
linear_shuffled_20260911,2026-03,11,0.18943945067303514,2.1743794968127537
linear_shuffled_20260911,2026-03,12,0.18925540660639645,1.9000335463722764
linear_shuffled_20260912,2026-03,1,0.1957707982838953,1.8829317322988717
linear_shuffled_20260912,2026-03,2,0.1913022658343148,1.838375638606225
linear_shuffled_20260912,2026-03,3,0.19020454546643042,1.8908156387055663
linear_shuffled_20260912,2026-03,4,0.190440799542327,2.1394219646379917
linear_shuffled_20260912,2026-03,5,0.18991683577403157,1.8426620213108247
linear_shuffled_20260912,2026-03,6,0.18922709233548832,1.8769600927908103
linear_shuffled_20260912,2026-03,7,0.18924116656110584,1.8815078379409245
linear_shuffled_20260912,2026-03,8,0.18898130996778023,1.8799154870843229
linear_shuffled_20260912,2026-03,9,0.18924333887418784,1.880454924706667
linear_shuffled_20260912,2026-03,10,0.18956978629965188,1.8855050880146202
linear_tick_20260910,2026-03,1,0.1941682932847137,1.8354104567440503
linear_tick_20260910,2026-03,2,0.18974780917195705,1.9008459275608203
linear_tick_20260910,2026-03,3,0.1896191212085521,1.8821088656502838
linear_tick_20260910,2026-03,4,0.18908091887772097,1.8571977354020661
linear_tick_20260910,2026-03,5,0.18807779218877968,2.047467542049932
linear_tick_20260910,2026-03,6,0.18853888301548188,1.8461711094343414
linear_tick_20260910,2026-03,7,0.18755492300909846,1.9479682160602545
linear_tick_20260910,2026-03,8,0.18900029955752118,1.8448636406281622
linear_tick_20260910,2026-03,9,0.18776517034179882,1.8968712866194246
linear_tick_20260911,2026-03,1,0.19354547687809037,1.908639238878661
linear_tick_20260911,2026-03,2,0.1913087309297184,1.8547454769406237
linear_tick_20260911,2026-03,3,0.18841671534241913,1.8441534287397814
linear_tick_20260911,2026-03,4,0.18886325774936502,1.8436772845352996
linear_tick_20260911,2026-03,5,0.1877981750467642,1.892284729539605
linear_tick_20260911,2026-03,6,0.1882825572331971,2.008514261060022
linear_tick_20260911,2026-03,7,0.18842910545990063,1.8571279197415418
linear_tick_20260911,2026-03,8,0.18769662929433734,1.861138487314295
linear_tick_20260911,2026-03,9,0.18757587371924658,1.8447372367692176
linear_tick_20260911,2026-03,10,0.1872815668155266,1.8717143531067022
linear_tick_20260911,2026-03,11,0.1880202020961687,1.9583819468932804
linear_tick_20260911,2026-03,12,0.18773984437240093,1.8867907312438335
linear_tick_20260912,2026-03,1,0.1954002435054254,1.8584566128899394
linear_tick_20260912,2026-03,2,0.18991818766444185,1.8369303495905243
linear_tick_20260912,2026-03,3,0.18930043761056048,1.8895778005677295
linear_tick_20260912,2026-03,4,0.18983552033018994,2.2687423020719626
linear_tick_20260912,2026-03,5,0.18977236076821385,1.8592604303509856
linear_tick_20260912,2026-03,6,0.18815969961288537,1.8493177499937112
linear_tick_20260912,2026-03,7,0.18782592407256624,1.911402621833507
linear_tick_20260912,2026-03,8,0.18755852493278505,1.9121240788195797
linear_tick_20260912,2026-03,9,0.18738377739249665,1.9175634135306263
linear_tick_20260912,2026-03,10,0.1882476070766532,1.9007575286155005
