model,scenario,tail_loss,q10_loss,sensitivity_bp,signed_q10_change,signed_q90_change
tcn_tick_ensemble_cal,h6_ETH_-1,1.6783666318065529,1.6202085254360348,0.14121055997324883,0.134248418871071,0.06428465349014434
tcn_tick_ensemble_cal,h6_ETH_+1,1.677835107821739,1.6180307472339677,0.14849875228276194,-0.14286713431925074,-0.06478142422904254
tcn_tick_ensemble_cal,h6_XRP_-1,1.6775632944005558,1.6183237414944263,0.1501234997199415,0.11960850582101773,0.10459689557749487
tcn_tick_ensemble_cal,h6_XRP_+1,1.6784561383194385,1.6193327767522159,0.15830491553856493,-0.13276547975550676,-0.10676454183416566
tcn_tick_ensemble_cal,h6_SOL_-1,1.6831750288367522,1.6295600738508997,0.4480013786892118,0.4479923545328496,0.16901610599463146
tcn_tick_ensemble_cal,h6_SOL_+1,1.67556021625257,1.6137942404232455,0.5300458946985078,-0.5300438354138897,-0.1937105250858025
tcn_tick_ensemble_cal,h6_DOGE_-1,1.6774407952644403,1.6242945034829164,0.7895624521943148,0.7219619480225585,0.26780458755766545
tcn_tick_ensemble_cal,h6_DOGE_+1,1.7048893178073448,1.6488811872034548,2.006966473117816,-1.950419341584682,-0.5214927699889211
tcn_tick_ensemble_cal,h24_BTC_-1,1.6779583337154702,1.619038068606626,0.009590893622401531,0.009590563463928156,0.0036314016140282747
tcn_tick_ensemble_cal,h24_BTC_+1,1.677666652124671,1.6185838815730318,0.009619419997950242,-0.009619094045317291,-0.00363881966507816
tcn_tick_ensemble_cal,h24_ETH_-1,1.6788632380071205,1.6208701921380557,0.18103498292731607,0.17592858479593396,0.07917746687934311
tcn_tick_ensemble_cal,h24_ETH_+1,1.677514481535766,1.6176653402837131,0.19091853496126723,-0.18694942368167763,-0.07997092312199804
tcn_tick_ensemble_cal,h24_XRP_-1,1.6783506487232633,1.6192081194483616,0.1988897489213365,0.1748476178275448,0.13019554170778858
tcn_tick_ensemble_cal,h24_XRP_+1,1.677991527053051,1.618844074997033,0.21120123747559602,-0.1913637360506573,-0.1326547859784918
tcn_tick_ensemble_cal,h24_SOL_-1,1.684478997509899,1.6321805906344906,0.5382046583863314,0.5382038319386878,0.19348607107980512
tcn_tick_ensemble_cal,h24_SOL_+1,1.675717091542625,1.613924262059691,0.646075855673608,-0.646075855673608,-0.22345418559414024
tcn_tick_ensemble_cal,h24_DOGE_-1,1.6771309016754543,1.6243956484528805,0.9490494199729675,0.8687664742243724,0.3091975955216598
tcn_tick_ensemble_cal,h24_DOGE_+1,1.7200117486551751,1.6700226316348152,2.477551675289705,-2.3695241632114565,-0.6028158366351564
linear_clean_ensemble_cal,clean,1.677339053522891,1.6448819980624458,0.0,0.0,0.0
linear_clean_ensemble_cal,h1_BTC_-1,1.677330656020323,1.6448812552847403,0.00749565274870514,0.0074848468931927835,0.004296568486235765
linear_clean_ensemble_cal,h1_BTC_+1,1.6773483601867087,1.6448828740338604,0.007510428654713825,-0.0074992353361523,-0.004300758160461796
linear_clean_ensemble_cal,h1_ETH_-1,1.6772930373004822,1.6452846426135244,0.1363815866993964,-0.13533744606976997,-0.035125021930566304
linear_clean_ensemble_cal,h1_ETH_+1,1.677266637773458,1.6443009525067125,0.12533737687843768,0.12323030852430317,0.03251249639701423
linear_clean_ensemble_cal,h1_XRP_-1,1.6770888138993592,1.643586167782904,0.10278641428416462,-0.05318189981622496,-0.0642594858067564
linear_clean_ensemble_cal,h1_XRP_+1,1.6774489084766453,1.646056572820606,0.09859615413198923,0.0282189238820607,0.05884862452121133
linear_clean_ensemble_cal,h1_SOL_-1,1.6774591087599855,1.6440417478251124,0.443402534545848,0.44325631587481684,0.1401069038758073
linear_clean_ensemble_cal,h1_SOL_+1,1.67922084329913,1.6489897650123213,0.5103777290836322,-0.5100478003542899,-0.15238508690546998
linear_clean_ensemble_cal,h1_DOGE_-1,1.6749433843954271,1.6380817781966277,1.00593909159582,0.7919974425661788,-0.04531503017774096
linear_clean_ensemble_cal,h1_DOGE_+1,1.7290071703072145,1.7437140423322963,3.087872897119743,-3.077496002895435,-0.43464989107525204
linear_clean_ensemble_cal,h6_BTC_-1,1.6773289467552737,1.6448827607916068,0.01858652360909829,0.018585791267134256,0.012297182158046415
linear_clean_ensemble_cal,h6_BTC_+1,1.6773531750689712,1.6448826538318275,0.018610746884162,-0.01861004924038148,-0.012299627689963007
linear_clean_ensemble_cal,h6_ETH_-1,1.6770470689279484,1.6448749229911974,0.17061040856872398,-0.164940911590593,0.07117058256232357
linear_clean_ensemble_cal,h6_ETH_+1,1.6777286184462978,1.6448907746590022,0.15319896675851669,0.14308205828514226,-0.07372240866755178
linear_clean_ensemble_cal,h6_XRP_-1,1.6769475928717412,1.642956840183429,0.1289452066955125,0.04616202041096041,0.03077355878224315
linear_clean_ensemble_cal,h6_XRP_+1,1.6777088428666254,1.6467631102501263,0.15352648263335097,-0.09183154374262464,-0.036899693909921615
linear_clean_ensemble_cal,h6_SOL_-1,1.6822559758541793,1.6529170606116557,0.9919282199266596,0.9919282199266596,0.3422220607248136
linear_clean_ensemble_cal,h6_SOL_+1,1.6836142080382097,1.6567366162419106,1.1177965887589123,-1.1177965887589123,-0.35796851563742826
linear_clean_ensemble_cal,h6_DOGE_-1,1.6842421244641939,1.649887400885557,1.7087576745494855,1.5707008071087687,0.7892324602705773
linear_clean_ensemble_cal,h6_DOGE_+1,1.8232808179781292,1.9124791026246433,5.815792950143362,-5.815792950143362,-1.41895663022765
linear_clean_ensemble_cal,h24_BTC_-1,1.6773271030669863,1.6448852495451056,0.02776917075900548,0.02776917075900548,0.019380678021263788
linear_clean_ensemble_cal,h24_BTC_+1,1.677360770244459,1.644880846897635,0.027796650931748428,-0.027796650931748428,-0.019377711359432014
linear_clean_ensemble_cal,h24_ETH_-1,1.6769543962834348,1.6443516213656775,0.27018461019096457,-0.16679961941602342,0.2532684614731958
linear_clean_ensemble_cal,h24_ETH_+1,1.6785491601364928,1.645535830532965,0.2648343878747873,0.14119034065826988,-0.2508035490603536
linear_clean_ensemble_cal,h24_XRP_-1,1.6774810696702311,1.643887328582344,0.25281046782728067,0.2171177824644953,0.13176311419449147
linear_clean_ensemble_cal,h24_XRP_+1,1.6778076686499648,1.646708185404632,0.29192873924280605,-0.2712313997443219,-0.12794580303190037
linear_clean_ensemble_cal,h24_SOL_-1,1.6861524308318134,1.6612809453948458,1.3168448054672208,1.3168448054672208,0.2915544671549687
linear_clean_ensemble_cal,h24_SOL_+1,1.687841404099187,1.6652189626308351,1.4681991818458533,-1.4681991818458533,-0.28414921641612656
linear_clean_ensemble_cal,h24_DOGE_-1,1.6855206526941862,1.6512962330971024,1.9850908207656792,1.7874482449517886,0.8755735621316298
linear_clean_ensemble_cal,h24_DOGE_+1,1.8590967797918183,2.0006139866246953,6.886622760103976,-6.886622760103976,-0.669574749647807
linear_shuffled_ensemble_cal,clean,1.6777221669525537,1.6448729188777562,0.0,0.0,0.0
linear_shuffled_ensemble_cal,h1_BTC_-1,1.6777159538197481,1.6448742538115075,0.0036548932042905226,0.003592420176345169,0.002163738127317292
linear_shuffled_ensemble_cal,h1_BTC_+1,1.6777287652056236,1.6448720338112122,0.003666598583923811,-0.0036038979148654456,-0.0021660443736279287
linear_shuffled_ensemble_cal,h1_ETH_-1,1.6777371477539185,1.645051773053997,0.08058684827737272,-0.07645682568324046,-0.013035849673219657
linear_shuffled_ensemble_cal,h1_ETH_+1,1.677610649901169,1.6445091217772225,0.0708161405685061,0.06555794407803536,0.010298898211519143
linear_shuffled_ensemble_cal,h1_XRP_-1,1.6769912763349082,1.6431103963780778,0.08388848995426393,-0.030446026264766873,-0.0374682962467284
linear_shuffled_ensemble_cal,h1_XRP_+1,1.678400783073711,1.6464880278037735,0.08145592523514895,0.007594121199064244,0.03203077200294987
linear_shuffled_ensemble_cal,h1_SOL_-1,1.677425767171598,1.64474586689433,0.37884215036327024,0.37884215036327024,0.12872174857009733
linear_shuffled_ensemble_cal,h1_SOL_+1,1.6794102956132537,1.6473062964837908,0.4408729008040591,-0.4408727099640498,-0.1418047026456914
linear_shuffled_ensemble_cal,h1_DOGE_-1,1.672687451654863,1.6353036798512461,1.014176897745674,0.7972287736102002,-0.06879521403646521
linear_shuffled_ensemble_cal,h1_DOGE_+1,1.7252224112787307,1.7333950656095545,2.9402803709646306,-2.9328115383345867,-0.41601347365717445
linear_shuffled_ensemble_cal,h6_BTC_-1,1.677717492939899,1.6448860769546727,0.011797777215858804,0.01178387796471374,0.008443415986400717
linear_shuffled_ensemble_cal,h6_BTC_+1,1.6777295056446517,1.6448611971742049,0.011816165938792707,-0.011802032212043938,-0.008442300880099868
linear_shuffled_ensemble_cal,h6_ETH_-1,1.6774116164137425,1.6442144633926228,0.1234432911991153,-0.05445497301473901,0.11168269177255978
linear_shuffled_ensemble_cal,h6_ETH_+1,1.6783169685317554,1.6454035759069372,0.12121929353988158,0.03516210926144231,-0.11443619427600796
linear_shuffled_ensemble_cal,h6_XRP_-1,1.6768571157819059,1.6425585780740113,0.14897705859359858,0.08860274672902538,0.050182417856556055
linear_shuffled_ensemble_cal,h6_XRP_+1,1.678853516634792,1.6474610251116846,0.17212387193261328,-0.12969052463014175,-0.05622080553327138
linear_shuffled_ensemble_cal,h6_SOL_-1,1.6812785955783234,1.6520334239704413,0.8601238393730997,0.8601238393730997,0.3044170622427382
linear_shuffled_ensemble_cal,h6_SOL_+1,1.683443674694083,1.6546632729949537,0.974712867852477,-0.974712867852477,-0.3204260086486693
linear_shuffled_ensemble_cal,h6_DOGE_-1,1.683701106560753,1.6515261183957177,1.7179446767157205,1.6174777308530293,0.6522633470307374
linear_shuffled_ensemble_cal,h6_DOGE_+1,1.8109979558353717,1.8902703230002194,5.523892277788038,-5.523892277788038,-1.2593936782654749
linear_shuffled_ensemble_cal,h24_BTC_-1,1.6777221011059265,1.6449091427824512,0.020750440073907046,0.020750372780460245,0.015832722499194457
linear_shuffled_ensemble_cal,h24_BTC_+1,1.6777285998922633,1.644838792819979,0.020771044223284907,-0.020770999010500335,-0.015825407918390655
linear_shuffled_ensemble_cal,h24_ETH_-1,1.6771037341477164,1.6435996552874248,0.28955355725254217,-0.026393165004818548,0.2894352322409408
linear_shuffled_ensemble_cal,h24_ETH_+1,1.6795228396295652,1.6462586924030942,0.2875818673669142,0.0032866342853684937,-0.28754997290177997
linear_shuffled_ensemble_cal,h24_XRP_-1,1.6773785994327735,1.6437510160956517,0.29867889507865697,0.26994377578369444,0.15015041363213003
linear_shuffled_ensemble_cal,h24_XRP_+1,1.679346161340792,1.647722511889392,0.3356373218086352,-0.31957286773732113,-0.1469243657759821
linear_shuffled_ensemble_cal,h24_SOL_-1,1.6849676452823226,1.6595622751912593,1.1874325736749265,1.1874325736749265,0.2830656587321808
linear_shuffled_ensemble_cal,h24_SOL_+1,1.6868442133660109,1.6617630422234926,1.3278793615700786,-1.3278793615700786,-0.27745848831021386
linear_shuffled_ensemble_cal,h24_DOGE_-1,1.688061533619602,1.659847510445005,2.109821436752164,1.967137834005871,0.7657169919982635
linear_shuffled_ensemble_cal,h24_DOGE_+1,1.8525192040397809,1.9874539749313147,6.753577916072774,-6.753577916072774,-0.591706443096813
linear_tick_ensemble_cal,clean,1.6772964837777002,1.6400309184685387,0.0,0.0,0.0
linear_tick_ensemble_cal,h1_BTC_-1,1.6772992396332813,1.6400317918770193,0.0073168909930867426,0.0073168909930867426,0.00431326432554041
linear_tick_ensemble_cal,h1_BTC_+1,1.677293433419644,1.6400304807194097,0.007328665637654532,-0.007328665637654532,-0.004317196622047298
linear_tick_ensemble_cal,h1_ETH_-1,1.6770702939459625,1.6399696105187107,0.13233377428801346,-0.1321088278043888,-0.028477289653336988
linear_tick_ensemble_cal,h1_ETH_+1,1.677475759234438,1.6401254509017114,0.12246131279239844,0.122046536489779,0.02569833262325516
linear_tick_ensemble_cal,h1_XRP_-1,1.676892928311669,1.638768639237997,0.10056377787968553,-0.04516033971191372,-0.06163699593900188
linear_tick_ensemble_cal,h1_XRP_+1,1.6776534140104853,1.6413168612520028,0.09782587249723264,0.02414729852792052,0.055939660388093275
linear_tick_ensemble_cal,h1_SOL_-1,1.6778319768279486,1.6405125727182568,0.4286569086167358,0.4286569086167358,0.1245114621588223
linear_tick_ensemble_cal,h1_SOL_+1,1.6785228392717573,1.6428042595589945,0.48531298009142726,-0.48531298009142726,-0.13819783962975526
linear_tick_ensemble_cal,h1_DOGE_-1,1.6744871657671752,1.6320223388788513,0.9043662508635432,0.5557186837496016,-0.09193912910784224
linear_tick_ensemble_cal,h1_DOGE_+1,1.71025455912212,1.7067732392526354,2.523943282146307,-2.5039556711222133,-0.41717677106700896
linear_tick_ensemble_cal,h6_BTC_-1,1.6773201042811237,1.6400520998646753,0.018040974715841644,0.018040974715841644,0.012566730757926765
linear_tick_ensemble_cal,h6_BTC_+1,1.6772748599748843,1.6400137574304248,0.018060321450364892,-0.018060321450364892,-0.012568674776230783
linear_tick_ensemble_cal,h6_ETH_-1,1.6768552579258666,1.6394938526549072,0.1704526132233482,-0.149484806970304,0.09846387512760099
linear_tick_ensemble_cal,h6_ETH_+1,1.6779098730057787,1.6408082454581072,0.1605064606472702,0.13139717318651564,-0.1015181683800712
linear_tick_ensemble_cal,h6_XRP_-1,1.677022067458366,1.6384757970440484,0.1432949061430539,0.06525422338613995,0.049156322196339565
linear_tick_ensemble_cal,h6_XRP_+1,1.6777533359334031,1.6418895123405126,0.16836550361923502,-0.1035758509262657,-0.05624836449159151
linear_tick_ensemble_cal,h6_SOL_-1,1.6829171728398515,1.6491386817472393,0.9438337245350241,0.9438337245350241,0.33156150695277414
linear_tick_ensemble_cal,h6_SOL_+1,1.6821385435656036,1.6497484696399993,1.05000458649527,-1.05000458649527,-0.3508473481518825
linear_tick_ensemble_cal,h6_DOGE_-1,1.681466738402436,1.6405432018466708,1.3134371176969912,1.1221670928311585,0.622684627623516
linear_tick_ensemble_cal,h6_DOGE_+1,1.776925414186492,1.8268626544666975,4.737051497089298,-4.737051497089298,-1.348013009040184
linear_tick_ensemble_cal,h24_BTC_-1,1.6773324624004333,1.640070272013114,0.026740497764705166,0.026740497764705166,0.01959554700729208
linear_tick_ensemble_cal,h24_BTC_+1,1.6772658311274742,1.6399996890631432,0.02676352684395316,-0.02676352684395316,-0.01959251788215837
linear_tick_ensemble_cal,h24_ETH_-1,1.6769069555675493,1.6391432538637414,0.31083984313663116,-0.1510523481432106,0.27484390550742777
linear_tick_ensemble_cal,h24_ETH_+1,1.6785909109788228,1.6414336313604454,0.3025366392935387,0.1290989094295733,-0.27350063732894014
linear_tick_ensemble_cal,h24_XRP_-1,1.6774446697120253,1.639118982445183,0.28005318013415187,0.2275675185591541,0.1610019450027664
linear_tick_ensemble_cal,h24_XRP_+1,1.6781033400748415,1.642092455693432,0.3132540702556959,-0.2746435390680601,-0.15950092910701674
linear_tick_ensemble_cal,h24_SOL_-1,1.6867479153564444,1.6571020054708725,1.2564909554106136,1.2564909554106136,0.30626433779708345
linear_tick_ensemble_cal,h24_SOL_+1,1.685945627868499,1.657723404016411,1.3891594458572656,-1.3891594458572656,-0.30623012685033163
linear_tick_ensemble_cal,h24_DOGE_-1,1.683671820847388,1.6446641520164744,1.5632274766609713,1.354066183574933,0.7313024963128002
linear_tick_ensemble_cal,h24_DOGE_+1,1.809812047587968,1.9055443643055587,5.8574213304750975,-5.8574213304750975,-0.7482237185720177
exact_qr_cal,clean,1.6543679979540782,1.6111705228513677,0.0,0.0,0.0
exact_qr_cal,h1_BTC_-1,1.6543701002762727,1.6111784745709945,0.0023137027399805442,0.002236365746242603,0.0008951244175499828
exact_qr_cal,h1_BTC_+1,1.6543664594642224,1.6111625575153325,0.002317858636050661,-0.0022404879955893182,-0.0008932575501312627
exact_qr_cal,h1_ETH_-1,1.6545429320554945,1.6115129445085814,0.03035753038778589,0.007315670905065905,0.024731697820644525
exact_qr_cal,h1_ETH_+1,1.6543263567954833,1.610840773527406,0.031570234530027275,-0.01155986412620334,-0.024304944335954322
exact_qr_cal,h1_XRP_-1,1.6542808899649561,1.6112294262332767,0.03601633766388814,0.008162378081938924,0.02380927316146228
exact_qr_cal,h1_XRP_+1,1.6545988805186589,1.6111208405145965,0.039091147687758475,-0.01701140140882532,-0.023247773224095658
exact_qr_cal,h1_SOL_-1,1.6547491629485338,1.6120429319013774,0.19739766052565738,0.19739533627309241,0.03643294784436547
exact_qr_cal,h1_SOL_+1,1.6545023701402986,1.6112216189379243,0.21999258900424742,-0.21998908343625306,-0.03681725033588683
exact_qr_cal,h1_DOGE_-1,1.6555500260494507,1.6134002125956997,0.8998490403742091,0.8998449354739542,0.07135615524935486
exact_qr_cal,h1_DOGE_+1,1.6671398266161606,1.6372555508817639,1.7204189566030785,-1.7204189566030785,-0.0637690949992019
exact_qr_cal,h6_BTC_-1,1.6543777543214164,1.6111910410053414,0.012629418283733802,0.01262101659175448,0.005360334815894887
exact_qr_cal,h6_BTC_+1,1.6543635841714837,1.6111554671462438,0.012642051051180839,-0.012633667759753378,-0.005348771514808461
