scenario,h,model,q,target,n,beta_standardized,ci95_low,ci95_high,bootstrap_sign_tail,B,successful,block_calendar_days,refit_residual_stages,projection,note
clock_UTC_quote,12,M1,0.1,btc_vol,763,0.0348505502833729,-0.2997823229615957,0.3444300382257108,0.824,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M2,0.1,e_origin,763,0.279629762234898,0.0958571503792579,0.4702772921988196,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M2,0.1,downside,763,-0.2889332188385614,-1.0939436934642195,0.2002192453025013,0.312,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M2,0.1,btc_vol,763,0.0357954957787092,-0.3189157105274881,0.3277332431218853,0.864,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_UTC_quote,12,M2,0.1,account_ls,763,0.0376756774341438,-0.0877082382247479,0.1893230840688473,0.54,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,1,M0,0.1,e_origin,714,0.3884443290341488,0.0201008320698361,0.5343256881054006,0.04,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,1,M0,0.1,downside,714,-0.2508047802434436,-0.3931070283027363,-0.0173388134489067,0.02,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,1,M1,0.1,e_origin,714,0.4011280803253456,0.0479684255161331,0.5428726202659033,0.024,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,1,M1,0.1,downside,714,0.0987529955848802,-0.2309080567283966,0.3050541342305278,0.592,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,1,M1,0.1,btc_vol,714,-0.2931746416870083,-0.505815435919055,-0.0828020963983991,0.028,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,1,M2,0.1,e_origin,714,0.4036526649763742,0.0340479160144345,0.5476206494590518,0.016,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,1,M2,0.1,downside,714,0.0995459298892696,-0.2555461855792243,0.2817690867779185,0.688,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,1,M2,0.1,btc_vol,714,-0.3198980994609287,-0.5259840258502455,-0.0687481006219985,0.024,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,1,M2,0.1,account_ls,714,0.0328107431852483,-0.1347608199155366,0.1760626235214493,0.66,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,6,M0,0.1,e_origin,708,0.0732866614508259,-0.0936870027535804,0.2551414181994932,0.332,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,6,M0,0.1,downside,708,-0.205389836260833,-0.4141270909037394,-0.036564268415302,0.032,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,6,M1,0.1,e_origin,708,0.1343791222371146,-0.0756224364668895,0.2212275085337151,0.372,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,6,M1,0.1,downside,708,0.2878626220329501,-0.2261010411049365,0.5438554018907323,0.352,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,6,M1,0.1,btc_vol,708,-0.4806800947182043,-0.750594674468102,-0.0515256563704269,0.036,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,6,M2,0.1,e_origin,708,0.0922722333906849,-0.0802195673157948,0.2390008098226297,0.392,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,6,M2,0.1,downside,708,0.2668903921674751,-0.2352799582617185,0.5723729622912993,0.332,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,6,M2,0.1,btc_vol,708,-0.3845832026179946,-0.7211505174870553,0.0389910299962347,0.088,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,6,M2,0.1,account_ls,708,-0.087230301662959,-0.4288101370283266,0.1769303718338385,0.476,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,12,M0,0.1,e_origin,702,0.0408416961514688,-0.0748125100216488,0.2688057214746676,0.168,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,12,M0,0.1,downside,702,-0.5244450912391364,-0.8716576401787027,-0.0386849956075316,0.016,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,12,M1,0.1,e_origin,702,0.0907600111424073,-0.0485299103607746,0.268849564772664,0.18,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,12,M1,0.1,downside,702,-0.4083929029207388,-0.8342274106805639,0.1769051329094532,0.208,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,12,M1,0.1,btc_vol,702,-0.1039404404422968,-0.3614244586789328,0.1853290657537529,0.54,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,12,M2,0.1,e_origin,702,0.1151997140344108,-0.0453524219897111,0.3104675899411985,0.18,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,12,M2,0.1,downside,702,-0.1716970379455668,-0.7468209930462959,0.2854184688287622,0.508,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,12,M2,0.1,btc_vol,702,-0.1266588292833043,-0.3296742863846519,0.1842725419534591,0.532,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
quote_only,12,M2,0.1,account_ls,702,-0.1933570623345024,-0.380621528140296,0.0336317074132616,0.08,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
