definition,variant,information,calibration,threshold_bp,sample,reference,n,block_days,reference_cost,ml_cost,difference,difference_lo,difference_hi,improvement_pct,improvement_lo,improvement_hi,ratio_valid_fraction,p_centered_boot
EQ,original,B,raw,-10.0,nonoverlap,state_hist,138,5,0.0782608695652174,0.07065217391304347,0.007608695652173913,-0.006923638405390231,0.023311315046389672,9.722222222222221,-11.341377694470477,28.322385204081623,1.0,0.346
EQ,original,B,raw,-20.0,full,linear,509,5,0.046561886051080546,0.04007858546168959,0.006483300589390962,-0.0019322631242994145,0.01635678257762033,13.924050632911392,-4.009341776110069,34.42252756431673,1.0,0.166
EQ,original,B,raw,-20.0,full,threshold,509,5,0.05009823182711198,0.04007858546168959,0.010019646365422397,0.0012772513639177185,0.01917318981506492,20.0,3.004154987400547,36.87291061544363,1.0,0.03
EQ,original,B,raw,-20.0,full,historical,509,5,0.06895874263261297,0.04007858546168959,0.028880157170923376,0.012960254287964528,0.04766249704599651,41.88034188034188,22.13195274127174,59.723915989159885,1.0,0.001
EQ,original,B,raw,-20.0,full,state_hist,509,5,0.045579567779960715,0.04007858546168959,0.005500982318271119,-0.0035037892170717913,0.015022522522522523,12.068965517241375,-8.26515907327347,32.84964097061736,1.0,0.254
EQ,original,B,raw,-20.0,nonoverlap,linear,138,5,0.060144927536231886,0.04673913043478261,0.013405797101449277,-0.0001736111111111109,0.03015297467587544,22.289156626506028,-0.2944720056697379,46.95214338507021,1.0,0.0835
EQ,original,B,raw,-20.0,nonoverlap,threshold,138,5,0.07028985507246377,0.04673913043478261,0.02355072463768116,0.007328091684434969,0.041491816693944354,33.50515463917526,12.97932113067655,55.29626569729015,1.0,0.0045
EQ,original,B,raw,-20.0,nonoverlap,historical,138,5,0.0782608695652174,0.04673913043478261,0.03152173913043478,0.008016005498821682,0.05816343537414966,40.27777777777777,13.53587962962963,64.72685185185183,1.0,0.015
EQ,original,B,raw,-20.0,nonoverlap,state_hist,138,5,0.053623188405797106,0.04673913043478261,0.0068840579710144935,-0.023105763888888887,0.0375,12.837837837837839,-85.2287296037296,52.28409090909089,1.0,0.6535
EQ,original,B,calibrated,-5.0,full,linear,509,5,0.06306483300589391,0.06183693516699411,0.0012278978388998035,-0.005080482897384306,0.006711488442852234,1.9470404984423675,-8.44001428292523,10.17656665910942,1.0,0.676
EQ,original,B,calibrated,-5.0,full,threshold,509,5,0.05893909626719057,0.06183693516699411,-0.0028978388998035357,-0.00912604008593497,0.0022792194395938772,-4.916666666666666,-16.270547262855526,3.6532704025923746,1.0,0.308
EQ,original,B,calibrated,-5.0,full,historical,509,5,0.06777996070726916,0.06183693516699411,0.00594302554027505,0.00014665791884890827,0.011460639859999198,8.768115942028986,0.22809517497348977,16.8664051537186,1.0,0.038
EQ,original,B,calibrated,-5.0,full,state_hist,509,5,0.06719056974459725,0.06183693516699411,0.005353634577603144,-0.001514046902685918,0.01153534911818805,7.9678362573099415,-2.379841016613489,16.431137227879443,1.0,0.1045
EQ,original,B,calibrated,-5.0,nonoverlap,linear,138,5,0.057971014492753624,0.05815217391304347,-0.00018115942028985605,-0.013830743915505895,0.013727991196478592,-0.31250000000000167,-26.507196162046906,20.699692780337934,1.0,0.984
EQ,original,B,calibrated,-5.0,nonoverlap,threshold,138,5,0.0572463768115942,0.05815217391304347,-0.0009057971014492758,-0.01027245782033744,0.009041083916083914,-1.5822784810126589,-20.26542649727768,13.86320005295908,1.0,0.8505
EQ,original,B,calibrated,-5.0,nonoverlap,historical,138,5,0.06521739130434782,0.05815217391304347,0.007065217391304349,-0.003629998910319276,0.016607587064676615,10.833333333333334,-5.530898876404496,24.999999999999993,1.0,0.1785
EQ,original,B,calibrated,-5.0,nonoverlap,state_hist,138,5,0.06086956521739129,0.05815217391304347,0.002717391304347826,-0.007761846117757447,0.011723897771317824,4.464285714285715,-13.338541666666664,19.00505617977528,1.0,0.613
EQ,original,B,calibrated,-10.0,full,linear,509,5,0.06679764243614932,0.060461689587426336,0.0063359528487229875,-0.0006948547203290726,0.01346967281090231,9.48529411764706,-1.111168427150872,19.33161015434122,1.0,0.084
EQ,original,B,calibrated,-10.0,full,threshold,509,5,0.06286836935166994,0.060461689587426336,0.002406679764243616,-0.004906324540785236,0.009010539610157365,3.828125000000002,-8.396287903096423,13.87492574992575,1.0,0.476
EQ,original,B,calibrated,-10.0,full,historical,509,5,0.07956777996070727,0.060461689587426336,0.01910609037328094,0.007304811037318159,0.029369248291571757,24.01234567901234,9.270202020202044,36.44327651515155,1.0,0.002
EQ,original,B,calibrated,-10.0,full,state_hist,509,5,0.058742632612966604,0.060461689587426336,-0.0017190569744597252,-0.008422535211267604,0.005304351656095841,-2.9264214046822747,-15.674923195084489,8.154597064525063,1.0,0.6305
EQ,original,B,calibrated,-10.0,nonoverlap,linear,138,5,0.06594202898550726,0.07028985507246377,-0.004347826086956522,-0.018923859126984126,0.009757014487438109,-6.593406593406592,-33.24180869820745,14.319177350427346,1.0,0.5855
EQ,original,B,calibrated,-10.0,nonoverlap,threshold,138,5,0.07101449275362318,0.07028985507246377,0.0007246376811594201,-0.018233633776091083,0.018395200101317122,1.020408163265306,-31.326259946949605,23.101191663342636,1.0,0.942
EQ,original,B,calibrated,-10.0,nonoverlap,historical,138,5,0.0782608695652174,0.07028985507246377,0.007971014492753625,-0.013392857142857137,0.028951923076923076,10.185185185185185,-17.448162342767287,36.21258945998697,1.0,0.454
EQ,original,B,calibrated,-10.0,nonoverlap,state_hist,138,5,0.06666666666666667,0.07028985507246377,-0.0036231884057971015,-0.022875339945608707,0.014587249373433581,-5.434782608695652,-42.625423968343696,19.07310215557638,1.0,0.6935
EQ,original,B,calibrated,-20.0,full,linear,509,5,0.03889980353634578,0.026620825147347742,0.012278978388998035,0.002612028445589541,0.022857335224246718,31.56565656565656,8.328373015873014,51.3716823630137,1.0,0.017
EQ,original,B,calibrated,-20.0,full,threshold,509,5,0.03732809430255403,0.026620825147347742,0.010707269155206287,0.0010628251765999745,0.021763385293120975,28.684210526315788,3.5700959488272934,51.197574145712444,1.0,0.039
EQ,original,B,calibrated,-20.0,full,historical,509,5,0.06129666011787818,0.026620825147347742,0.03467583497053046,0.025105545783800653,0.045665616762896925,56.57051282051284,42.532691626632186,70.3782001044932,1.0,0.0005
EQ,original,B,calibrated,-20.0,full,state_hist,509,5,0.026326129666011788,0.026620825147347742,-0.00029469548133595236,-0.004550820699628259,0.0036951823949246624,-1.119402985074625,-24.609428916494135,13.145739064856704,1.0,0.8875
EQ,original,B,calibrated,-20.0,nonoverlap,linear,138,5,0.03768115942028986,0.023913043478260867,0.013768115942028985,-0.002820415400202634,0.031977203094978444,36.53846153846153,-13.286830357142861,65.62500000000001,1.0,0.1225
EQ,original,B,calibrated,-20.0,nonoverlap,threshold,138,5,0.04057971014492753,0.023913043478260867,0.016666666666666666,-0.00032668973362404103,0.037146105664488005,41.07142857142858,-1.3181818181818246,71.26905366783107,1.0,0.0875
EQ,original,B,calibrated,-20.0,nonoverlap,historical,138,5,0.0746376811594203,0.023913043478260867,0.050724637681159424,0.023559564113415154,0.08146591169068863,67.96116504854369,42.06984211934707,85.71980854197348,1.0,0.001
EQ,original,B,calibrated,-20.0,nonoverlap,state_hist,138,5,0.021739130434782608,0.023913043478260867,-0.0021739130434782613,-0.00698705680902498,0.0024314054001553995,-10.000000000000002,-52.17885375494071,10.8994391025641,1.0,0.374
EQ,own_scale,F,raw,-5.0,full,linear,509,5,0.06404715127701376,0.0649312377210216,-0.0008840864440078589,-0.01127294222591524,0.007920927338635505,-1.3803680981595097,-17.405801380226595,12.287400555477102,1.0,0.8695
EQ,own_scale,F,raw,-5.0,full,threshold,509,5,0.06679764243614932,0.0649312377210216,0.0018664047151277009,-0.00900043094576515,0.01247821100917431,2.7941176470588225,-14.220152391209874,17.59823132557272,1.0,0.742
EQ,own_scale,F,raw,-5.0,full,historical,509,5,0.06777996070726916,0.0649312377210216,0.002848722986247544,-0.011355597399427809,0.0150348186272403,4.202898550724637,-16.8354039259291,21.923559536874002,1.0,0.672
EQ,own_scale,F,raw,-5.0,full,state_hist,509,5,0.07779960707269157,0.0649312377210216,0.012868369351669942,0.0005991267354194128,0.027789735772357726,16.540404040404038,0.9874999999999988,29.731730085348516,1.0,0.0635
EQ,own_scale,F,raw,-5.0,nonoverlap,linear,138,5,0.06811594202898552,0.06721014492753624,0.0009057971014492754,-0.01655646400351185,0.015442018410417603,1.329787234042553,-26.269735946644893,22.7287296037296,1.0,0.9205
EQ,own_scale,F,raw,-5.0,nonoverlap,threshold,138,5,0.0644927536231884,0.06721014492753624,-0.002717391304347827,-0.025368644550843592,0.017245381773399016,-4.213483146067418,-53.17142345354668,21.47360185746011,1.0,0.798
EQ,own_scale,F,raw,-5.0,nonoverlap,historical,138,5,0.06521739130434782,0.06721014492753624,-0.001992753623188406,-0.025746834011759378,0.021780573593073598,-3.055555555555556,-40.05979122621563,32.86400404448936,1.0,0.869
EQ,own_scale,F,raw,-5.0,nonoverlap,state_hist,138,5,0.07536231884057973,0.06721014492753624,0.008152173913043478,-0.010717032967032967,0.03650192307692307,10.81730769230769,-19.533603162650603,38.78373819163293,1.0,0.5485
EQ,own_scale,F,raw,-10.0,full,linear,509,5,0.05717092337917486,0.05908644400785855,-0.0019155206286836934,-0.00992823135001127,0.005921310459667736,-3.3505154639175254,-18.55973848815544,10.588052244039268,1.0,0.624
EQ,own_scale,F,raw,-10.0,full,threshold,509,5,0.07151277013752456,0.05908644400785855,0.012426326129666014,0.002580607891930323,0.021827877479663197,17.376373626373628,3.876905080213903,29.517909671401927,1.0,0.011
EQ,own_scale,F,raw,-10.0,full,historical,509,5,0.07956777996070727,0.05908644400785855,0.02048133595284872,0.0060718097722960215,0.03527941977205596,25.740740740740737,7.811891091049532,43.75357551487417,1.0,0.0065
EQ,own_scale,F,raw,-10.0,full,state_hist,509,5,0.060510805500982326,0.05908644400785855,0.0014243614931237726,-0.0032120996455235586,0.005998992290833295,2.3538961038961044,-5.722040874254897,10.137328372846666,1.0,0.577
EQ,own_scale,F,raw,-10.0,nonoverlap,linear,138,5,0.06086956521739132,0.06865942028985508,-0.007789855072463769,-0.02461298595325523,0.00957124892979452,-12.797619047619046,-51.12295664534469,15.966443900602409,1.0,0.385
EQ,own_scale,F,raw,-10.0,nonoverlap,threshold,138,5,0.08478260869565218,0.06865942028985508,0.016123188405797104,-0.004859521473730106,0.035993635545675876,19.017094017094017,-7.02546296296296,40.28803661616161,1.0,0.129
EQ,own_scale,F,raw,-10.0,nonoverlap,historical,138,5,0.0782608695652174,0.06865942028985508,0.009601449275362318,-0.02070368303571428,0.03948473282442747,12.268518518518517,-26.835711858647652,49.020083761660004,1.0,0.526
EQ,own_scale,F,raw,-10.0,nonoverlap,state_hist,138,5,0.0782608695652174,0.06865942028985508,0.009601449275362318,-0.002290820746034325,0.020980417152292152,12.268518518518517,-3.428462180200223,27.04171668667466,1.0,0.122
EQ,own_scale,F,raw,-20.0,full,linear,509,5,0.05108055009823183,0.03526522593320236,0.01581532416502947,0.004344191778273809,0.02804615672130642,30.961538461538467,9.541075972373681,48.89932126696833,1.0,0.008
EQ,own_scale,F,raw,-20.0,full,threshold,509,5,0.04223968565815324,0.03526522593320236,0.006974459724950884,-0.003897490279882215,0.019213760731270457,16.51162790697674,-10.341010371090583,40.80802164096446,1.0,0.2355
EQ,own_scale,F,raw,-20.0,full,historical,509,5,0.06895874263261297,0.03526522593320236,0.03369351669941061,0.017267691873589164,0.05282147476627031,48.86039886039887,29.731668709150327,65.28262273901808,1.0,0.0005
EQ,own_scale,F,raw,-20.0,full,state_hist,509,5,0.045579567779960715,0.03526522593320236,0.01031434184675835,0.0015446124707503646,0.019680396062807585,22.629310344827584,3.3407963404419823,41.32141978130164,1.0,0.028
EQ,own_scale,F,raw,-20.0,nonoverlap,linear,138,5,0.07246376811594203,0.049456521739130434,0.023007246376811598,0.0022696351267779834,0.04565971120279276,31.750000000000004,4.729354354354352,53.870039682539684,1.0,0.036
EQ,own_scale,F,raw,-20.0,nonoverlap,threshold,138,5,0.04855072463768116,0.049456521739130434,-0.0009057971014492761,-0.016870705993840322,0.015038096760443306,-1.8656716417910464,-49.49079631852742,30.662446209864278,1.0,0.9045
EQ,own_scale,F,raw,-20.0,nonoverlap,historical,138,5,0.0782608695652174,0.049456521739130434,0.028804347826086957,0.005849606528708831,0.05440296923384277,36.80555555555556,11.099537037037036,59.12896825396825,1.0,0.0195
EQ,own_scale,F,raw,-20.0,nonoverlap,state_hist,138,5,0.053623188405797106,0.049456521739130434,0.0041666666666666675,-0.02444599844599845,0.03371708892200694,7.770270270270271,-94.45906432748536,46.48437499999999,1.0,0.771
EQ,own_scale,F,calibrated,-5.0,full,linear,509,5,0.06227897838899804,0.06321218074656187,-0.00093320235756385,-0.010302224371373306,0.007217574864997546,-1.4984227129337526,-17.055911444503458,10.985361295681065,1.0,0.842
EQ,own_scale,F,calibrated,-5.0,full,threshold,509,5,0.061493123772102164,0.06321218074656187,-0.0017190569744597241,-0.012415178571428572,0.008152662517289062,-2.7955271565495194,-21.431953463203477,12.472887563279256,1.0,0.7725
EQ,own_scale,F,calibrated,-5.0,full,historical,509,5,0.06777996070726916,0.06321218074656187,0.00456777996070727,-0.004720669240817139,0.01275020325203252,6.739130434782609,-7.090546766505274,18.548503973819557,1.0,0.307
EQ,own_scale,F,calibrated,-5.0,full,state_hist,509,5,0.06719056974459725,0.06321218074656187,0.003978388998035363,-0.0052780491913746634,0.012580897703549058,5.921052631578947,-8.051648108001585,17.721430331909303,1.0,0.3955
EQ,own_scale,F,calibrated,-5.0,nonoverlap,linear,138,5,0.060144927536231886,0.06521739130434782,-0.005072463768115942,-0.024999999999999998,0.013670324886587547,-8.433734939759034,-45.89292279411764,20.459595959595955,1.0,0.6225
EQ,own_scale,F,calibrated,-5.0,nonoverlap,threshold,138,5,0.04782608695652174,0.06521739130434782,-0.01739130434782609,-0.03681591812192827,-0.001408028169014085,-36.363636363636374,-83.08974358974358,-2.731584821428573,1.0,0.049
EQ,own_scale,F,calibrated,-5.0,nonoverlap,historical,138,5,0.06521739130434782,0.06521739130434782,-1.6090188762683428e-18,-0.018387148337595905,0.015413533834586464,-2.4671622769447922e-15,-28.299551058697407,23.32447164258961,1.0,0.997
EQ,own_scale,F,calibrated,-5.0,nonoverlap,state_hist,138,5,0.06086956521739129,0.06521739130434782,-0.004347826086956524,-0.021755115089514065,0.009887502363395724,-7.142857142857149,-34.906968031968034,16.053875605563366,1.0,0.6045
EQ,own_scale,F,calibrated,-10.0,full,linear,509,5,0.07485265225933202,0.05962671905697446,0.015225933202357564,0.007038653856222843,0.02321625525210083,20.341207349081365,9.935624125936828,30.55664916885389,1.0,0.0005
EQ,own_scale,F,calibrated,-10.0,full,threshold,509,5,0.06738703339882123,0.05962671905697446,0.007760314341846757,-0.001712085772062489,0.017702507078100053,11.516034985422738,-2.5792946033468414,24.63809832860601,1.0,0.12
EQ,own_scale,F,calibrated,-10.0,full,historical,509,5,0.07956777996070727,0.05962671905697446,0.019941060903732807,0.007596811165166813,0.03165070833991294,25.061728395061728,9.600035348179583,39.43947928539499,1.0,0.0025
EQ,own_scale,F,calibrated,-10.0,full,state_hist,509,5,0.058742632612966604,0.05962671905697446,-0.0008840864440078587,-0.008682085992845619,0.007033452864517218,-1.5050167224080269,-16.04348997452812,11.517719823132193,1.0,0.836
EQ,own_scale,F,calibrated,-10.0,nonoverlap,linear,138,5,0.06739130434782609,0.06811594202898551,-0.0007246376811594193,-0.01976925556712791,0.017149684873949574,-1.0752688172042997,-33.76052153820762,24.681145004420863,1.0,0.939
EQ,own_scale,F,calibrated,-10.0,nonoverlap,threshold,138,5,0.0746376811594203,0.06811594202898551,0.006521739130434782,-0.024046162965533194,0.03427531800391387,8.737864077669903,-40.88511029411765,38.924774484536066,1.0,0.6545
EQ,own_scale,F,calibrated,-10.0,nonoverlap,historical,138,5,0.0782608695652174,0.06811594202898551,0.010144927536231885,-0.011668997668997655,0.032737747302158275,12.962962962962962,-15.13794548341566,40.65558623619371,1.0,0.37
EQ,own_scale,F,calibrated,-10.0,nonoverlap,state_hist,138,5,0.06666666666666667,0.06811594202898551,-0.0014492753623188402,-0.022541499554367204,0.017809281087395136,-2.1739130434782603,-40.7443106495802,23.591971830985912,1.0,0.8855
EQ,own_scale,F,calibrated,-20.0,full,linear,509,5,0.043222003929273084,0.026277013752455794,0.01694499017681729,0.0066027928264524565,0.028350721420643727,39.20454545454545,19.27564239257917,57.5706417624521,1.0,0.0025
EQ,own_scale,F,calibrated,-20.0,full,threshold,509,5,0.042436149312377214,0.026277013752455794,0.016159135559921413,0.004722907110091743,0.027882940854326396,38.078703703703695,14.491929567131328,57.910481331533965,1.0,0.0065
EQ,own_scale,F,calibrated,-20.0,full,historical,509,5,0.06129666011787818,0.026277013752455794,0.035019646365422395,0.02479712454469039,0.04719889925904816,57.13141025641026,42.670193113593186,71.67892326504244,1.0,0.0005
EQ,own_scale,F,calibrated,-20.0,full,state_hist,509,5,0.026326129666011788,0.026277013752455794,4.911591355599153e-05,-0.004100792682926829,0.0043905814552284,0.18656716417910216,-21.61819151606425,15.988689795399665,1.0,0.9835
EQ,own_scale,F,calibrated,-20.0,nonoverlap,linear,138,5,0.04782608695652174,0.025,0.022826086956521743,0.004744041694315417,0.044217135476463824,47.727272727272734,16.24831081081081,74.73314606741572,1.0,0.0225
EQ,own_scale,F,calibrated,-20.0,nonoverlap,threshold,138,5,0.05217391304347827,0.025,0.02717391304347826,0.005948879551820728,0.052427210538218,52.08333333333332,19.43204365079365,76.74536058256989,1.0,0.0185
EQ,own_scale,F,calibrated,-20.0,nonoverlap,historical,138,5,0.0746376811594203,0.025,0.049637681159420285,0.0193820083571353,0.08321902987317423,66.50485436893203,36.415317493692186,87.02929643100705,1.0,0.004
EQ,own_scale,F,calibrated,-20.0,nonoverlap,state_hist,138,5,0.021739130434782608,0.025,-0.003260869565217392,-0.0125,0.003917910447761195,-15.000000000000004,-90.63322368421052,19.650297619047617,1.0,0.5195
CAP,original,F,raw,-5.0,full,linear,509,5,0.06208251473477405,0.05343811394891945,0.008644400785854617,0.000395431481727827,0.017006336575302098,13.924050632911397,0.6404208998548618,27.91761092076858,1.0,0.0425
CAP,original,F,raw,-5.0,full,threshold,509,5,0.057367387033398824,0.05343811394891945,0.003929273084479371,-0.005752452551936392,0.014801132101207117,6.84931506849315,-11.321518600565273,23.497438027973974,1.0,0.4695
CAP,original,F,raw,-5.0,full,historical,509,5,0.0719056974459725,0.05343811394891945,0.018467583497053044,0.008645871006630508,0.028765030336458913,25.683060109289613,12.118599791013592,39.54894125212443,1.0,0.0005
CAP,original,F,raw,-5.0,full,state_hist,509,5,0.06601178781925346,0.05343811394891945,0.01257367387033399,0.004312191915872495,0.02198308385340904,19.047619047619044,7.2847682119205315,30.61695874001775,1.0,0.006
CAP,original,F,raw,-5.0,nonoverlap,linear,138,5,0.05869565217391305,0.03985507246376811,0.018840579710144932,0.0034929111983906533,0.030305120167189132,32.098765432098766,5.5525030525030505,55.132988901645625,1.0,0.0105
CAP,original,F,raw,-5.0,nonoverlap,threshold,138,5,0.0391304347826087,0.03985507246376811,-0.0007246376811594189,-0.021328781512605043,0.0194288471661695,-1.8518518518518483,-64.45138888888889,43.09288824383162,1.0,0.9515
CAP,original,F,raw,-5.0,nonoverlap,historical,138,5,0.07246376811594203,0.03985507246376811,0.03260869565217391,0.011180841217605934,0.05115535382710955,44.99999999999999,15.7843137254902,69.07650062626456,1.0,0.001
CAP,original,F,raw,-5.0,nonoverlap,state_hist,138,5,0.06304347826086956,0.03985507246376811,0.02318840579710145,0.0034459300961764013,0.04609402703900709,36.781609195402304,6.666666666666667,61.291844187461955,1.0,0.033
CAP,original,F,raw,-10.0,full,linear,509,5,0.047151277013752456,0.045628683693516706,0.0015225933202357564,0.0006209899468527885,0.002458558589545414,3.2291666666666665,1.3157894736842108,5.9454849012775846,1.0,0.002
CAP,original,F,raw,-10.0,full,threshold,509,5,0.0475442043222004,0.045628683693516706,0.0019155206286836932,-0.0029436274509803922,0.007727379595610206,4.02892561983471,-6.976744186046512,15.325351956545834,1.0,0.484
CAP,original,F,raw,-10.0,full,historical,509,5,0.08605108055009825,0.045628683693516706,0.04042239685658153,0.02689583610704301,0.05437731651813695,46.97488584474885,31.866193821182623,62.13487927236701,1.0,0.0005
CAP,original,F,raw,-10.0,full,state_hist,509,5,0.04734774066797643,0.045628683693516706,0.001719056974459725,-0.00302486108724294,0.0073864786529260216,3.630705394190871,-7.319883106665167,14.42874788255223,1.0,0.5355
CAP,original,F,raw,-10.0,nonoverlap,linear,138,5,0.034057971014492754,0.03496376811594203,-0.0009057971014492754,-0.0027606421356421358,0.0009328358208955226,-2.6595744680851063,-15.00757575757576,2.144409937888198,1.0,0.3125
CAP,original,F,raw,-10.0,nonoverlap,threshold,138,5,0.03840579710144927,0.03496376811594203,0.0034420289855072463,-0.0055149446142093205,0.017520198361843202,8.962264150943396,-23.814699792960667,39.29870129870129,1.0,0.5845
CAP,original,F,raw,-10.0,nonoverlap,historical,138,5,0.08550724637681159,0.03496376811594203,0.050543478260869565,0.02466649106963677,0.07294791411793491,59.11016949152542,29.299979160878024,83.93327067669172,1.0,0.0005
CAP,original,F,raw,-10.0,nonoverlap,state_hist,138,5,0.03840579710144928,0.03496376811594203,0.0034420289855072463,-0.004737832088003322,0.01726211887632751,8.962264150943396,-23.167211328976038,37.855668168168144,1.0,0.58
CAP,original,F,raw,-20.0,full,linear,509,5,0.014341846758349704,0.021414538310412578,-0.007072691552062868,-0.013419668116792998,-0.00019948269142189008,-49.31506849315069,-110.43154761904762,-2.113869188337287,1.0,0.0325
CAP,original,F,raw,-20.0,full,threshold,509,5,0.01394891944990177,0.021414538310412578,-0.007465618860510805,-0.015282036468940705,-0.0005917159763313608,-53.52112676056338,-122.82051282051283,-5.117696511139142,1.0,0.048
CAP,original,F,raw,-20.0,full,historical,509,5,0.021218074656188607,0.021414538310412578,-0.00019646365422396858,-0.0005813953488372094,0.0,-0.925925925925926,-3.7037037037037037,0.0,1.0,0.4625
CAP,original,F,raw,-20.0,full,state_hist,509,5,0.021218074656188607,0.021414538310412578,-0.00019646365422396858,-0.0005813953488372094,0.0,-0.925925925925926,-3.7037037037037037,0.0,1.0,0.4625
CAP,original,F,raw,-20.0,nonoverlap,linear,138,5,0.01956521739130435,0.026086956521739132,-0.006521739130434783,-0.01942446043165468,0.0,-33.33333333333333,-200.0,0.0,0.9784892446223111,0.461
CAP,original,F,raw,-20.0,nonoverlap,threshold,138,5,0.02101449275362319,0.026086956521739132,-0.005072463768115942,-0.018493150684931507,0.0032,-24.13793103448275,-200.0,18.18181818181818,0.9959979989994997,0.5405
CAP,original,F,raw,-20.0,nonoverlap,historical,138,5,0.026086956521739132,0.026086956521739132,0.0,0.0,0.0,0.0,0.0,0.0,0.9954977488744372,1.0
CAP,original,F,raw,-20.0,nonoverlap,state_hist,138,5,0.026086956521739132,0.026086956521739132,0.0,0.0,0.0,0.0,0.0,0.0,0.9954977488744372,1.0
CAP,original,F,calibrated,-5.0,full,linear,509,5,0.05913555992141453,0.06291748526522593,-0.0037819253438113945,-0.010849560542860922,0.0035864663119952863,-6.395348837209302,-19.38154868387427,5.794821959880988,1.0,0.321
CAP,original,F,calibrated,-5.0,full,threshold,509,5,0.06345776031434185,0.06291748526522593,0.0005402750491159134,-0.008455645577903292,0.01126330126697927,0.8513931888544888,-14.836440649134156,15.610015939382771,1.0,0.9195
CAP,original,F,calibrated,-5.0,full,historical,509,5,0.0719056974459725,0.06291748526522593,0.00898821218074656,0.001618537372213848,0.01674528568468248,12.499999999999998,2.2761785098195415,22.806390518084076,1.0,0.018
CAP,original,F,calibrated,-5.0,full,state_hist,509,5,0.07367387033398821,0.06291748526522593,0.010756385068762279,0.000572385515387273,0.023660818106312296,14.600000000000001,0.8854692556634315,28.468678918962596,1.0,0.069
CAP,original,F,calibrated,-5.0,nonoverlap,linear,138,5,0.0572463768115942,0.0625,-0.005253623188405796,-0.02578470450680272,0.013504393079210598,-9.177215189873415,-47.059778456837286,22.788862303179982,1.0,0.6025
CAP,original,F,calibrated,-5.0,nonoverlap,threshold,138,5,0.05434782608695652,0.0625,-0.008152173913043478,-0.029737076648841353,0.01365613266583229,-15.0,-62.311507936507915,22.45054079956187,1.0,0.456
CAP,original,F,calibrated,-5.0,nonoverlap,historical,138,5,0.07246376811594203,0.0625,0.009963768115942028,-0.010821697695035458,0.028930818353831596,13.749999999999998,-15.167135270228048,39.46204416345977,1.0,0.334
CAP,original,F,calibrated,-5.0,nonoverlap,state_hist,138,5,0.07028985507246377,0.0625,0.007789855072463769,-0.01113818737887597,0.029047135645302896,11.082474226804125,-19.485294117647058,35.80994329042945,1.0,0.467
CAP,original,F,calibrated,-10.0,full,linear,509,1,0.055992141453831044,0.05,0.0059921414538310425,-0.00033934614454918976,0.01269596196868009,10.701754385964914,-0.6444573800988032,21.716215712581985,1.0,0.073
CAP,original,F,calibrated,-10.0,full,linear,509,5,0.055992141453831044,0.05,0.0059921414538310425,0.00024782508417290684,0.012451036736533696,10.701754385964914,0.4940612089584692,20.652672558922557,1.0,0.0525
CAP,original,F,calibrated,-10.0,full,linear,509,10,0.055992141453831044,0.05,0.0059921414538310425,0.00059483039791259,0.011929106166571998,10.701754385964914,1.1404683719322513,20.286654485793118,1.0,0.0415
CAP,original,F,calibrated,-10.0,full,threshold,509,1,0.05265225933202358,0.05,0.002652259332023576,-0.0036160906273074696,0.009417333052749718,5.037313432835821,-7.427916150017073,16.808300395256907,1.0,0.4255
CAP,original,F,calibrated,-10.0,full,threshold,509,5,0.05265225933202358,0.05,0.002652259332023576,-0.0025385394644115576,0.007942950331883726,5.037313432835821,-5.325337619278669,14.025417922718553,1.0,0.321
CAP,original,F,calibrated,-10.0,full,threshold,509,10,0.05265225933202358,0.05,0.002652259332023576,-0.0015486356945610263,0.007097396183396024,5.037313432835821,-3.3460861321776836,13.014237474853916,1.0,0.24
CAP,original,F,calibrated,-10.0,full,historical,509,1,0.08860510805500983,0.05,0.03860510805500983,0.024950269407233282,0.05144094965070119,43.569844789356985,29.351450335607293,56.32770980245647,1.0,0.0005
CAP,original,F,calibrated,-10.0,full,historical,509,5,0.08860510805500983,0.05,0.03860510805500983,0.02846637291280148,0.04956887800934242,43.569844789356985,33.3782002778536,54.557470966851334,1.0,0.0005
CAP,original,F,calibrated,-10.0,full,historical,509,10,0.08860510805500983,0.05,0.03860510805500983,0.02998588933244622,0.04819184347006129,43.569844789356985,34.421564442641696,54.44273370097548,1.0,0.0005
CAP,original,F,calibrated,-10.0,full,state_hist,509,1,0.051669941060903744,0.05,0.0016699410609037325,-0.006051300952534523,0.009606504913551054,3.2319391634980974,-13.132460594869093,18.060855901295888,1.0,0.6785
CAP,original,F,calibrated,-10.0,full,state_hist,509,5,0.051669941060903744,0.05,0.0016699410609037325,-0.004865271544742879,0.007997955083261902,3.2319391634980974,-10.154460518384568,14.77765392844763,1.0,0.6265
CAP,original,F,calibrated,-10.0,full,state_hist,509,10,0.051669941060903744,0.05,0.0016699410609037325,-0.0037503612716763006,0.006931921061755982,3.2319391634980974,-7.904446951052776,13.211894694452827,1.0,0.544
CAP,original,F,calibrated,-10.0,nonoverlap,linear,138,5,0.05869565217391305,0.05,0.008695652173913045,0.0,0.02230243497509685,14.814814814814817,0.0,36.671568627450974,1.0,0.1185
CAP,original,F,calibrated,-10.0,nonoverlap,threshold,138,5,0.05434782608695653,0.05,0.004347826086956523,-0.00534351145038168,0.018752349624060152,8.000000000000002,-10.869565217391303,31.14930371937247,1.0,0.546
