definition,variant,information,strategy,state,n,e_state,scale_state,loss,too_high,too_low,below,q_change,actual_delta_mean,actual_delta_q10
PCA,own_scale,F,linear,3,99,middle,high,1.8241902049764227,0.20030618065704234,1.6238840243193804,0.050505050505050504,-16.71652560274707,-0.7002477825055342,-11.26511757289331
PCA,own_scale,F,linear,4,9,high,low,1.0143779445027765,0.0,1.0143779445027765,0.0,-17.07632508983739,-6.932545644809625,-17.842963158926032
PCA,own_scale,F,linear,5,132,high,high,2.2490983213765454,1.0696288454608038,1.1794694759157416,0.24242424242424243,-22.167711883252583,-11.561493619051614,-25.207024388534364
PCA,own_scale,F,threshold,0,11,low,low,1.4489564064963416,0.0,1.4489564064963416,0.0,-8.771633914844077,5.717930150119341,-2.3178899298882003
PCA,own_scale,F,threshold,1,248,low,high,2.2148547692046434,0.5751639378240878,1.6396908313805552,0.0846774193548387,-8.538626657919412,7.2192106138593735,-6.019283197951993
PCA,own_scale,F,threshold,2,10,middle,low,1.5313716070495542,0.6219945084434657,0.9093770986060885,0.2,-9.120602019716236,-0.717936043036979,-15.94871649521517
PCA,own_scale,F,threshold,3,99,middle,high,1.8020776568000667,0.46902090329612334,1.3330567535039435,0.06060606060606061,-13.509680980549279,-0.7002477825055342,-11.26511757289331
PCA,own_scale,F,threshold,4,9,high,low,1.201232232852748,0.0,1.201232232852748,0.0,-18.944867973337107,-6.932545644809625,-17.842963158926032
PCA,own_scale,F,threshold,5,132,high,high,1.8715846409453465,0.6381846461877345,1.233399994757612,0.1590909090909091,-23.186399515308032,-11.561493619051614,-25.207024388534364
PCA,own_scale,F,historical,0,11,low,low,2.1313464600085066,0.0,2.1313464600085066,0.0,-15.595534449965724,5.717930150119341,-2.3178899298882003
PCA,own_scale,F,historical,1,248,low,high,2.778237256554754,0.23025170699346942,2.5479855495612846,0.012096774193548387,-18.00480965176073,7.2192106138593735,-6.019283197951993
PCA,own_scale,F,historical,2,10,middle,low,1.654854327874072,0.07127987220253121,1.5835744556715405,0.1,-16.474480741749574,-0.717936043036979,-15.94871649521517
PCA,own_scale,F,historical,3,99,middle,high,1.904062516394225,0.11086185686885364,1.7932006595253713,0.050505050505050504,-18.509074536793854,-0.7002477825055342,-11.26511757289331
PCA,own_scale,F,historical,4,9,high,low,1.0245293695350473,0.11393883602951665,0.9105905335055307,0.1111111111111111,-15.911852273165469,-6.932545644809625,-17.842963158926032
PCA,own_scale,F,historical,5,132,high,high,2.518077311735655,1.5883381253020108,0.9297391864336444,0.29545454545454547,-19.094065344163603,-11.561493619051614,-25.207024388534364
PCA,own_scale,F,state_hist,0,11,low,low,1.3670626632729672,0.39692077853330154,0.9701418847396657,0.09090909090909091,-3.542465610018091,5.717930150119341,-2.3178899298882003
PCA,own_scale,F,state_hist,1,248,low,high,2.0735385904324497,0.4974564580240922,1.5760821324083578,0.06451612903225806,-7.988881312419655,7.2192106138593735,-6.019283197951993
PCA,own_scale,F,state_hist,2,10,middle,low,1.5254199695356354,0.5026547581989684,1.022765211336667,0.1,-10.387082869515904,-0.717936043036979,-15.94871649521517
PCA,own_scale,F,state_hist,3,99,middle,high,1.4433910661603722,0.287769319392317,1.1556217467680554,0.06060606060606061,-11.936721561972401,-0.7002477825055342,-11.26511757289331
PCA,own_scale,F,state_hist,4,9,high,low,1.1528146347087458,0.10620113418884838,1.0466135005198973,0.1111111111111111,-17.28067938979877,-6.932545644809625,-17.842963158926032
PCA,own_scale,F,state_hist,5,132,high,high,1.912482112988928,0.6684141628388369,1.244067950150091,0.15151515151515152,-23.25949071739826,-11.561493619051614,-25.207024388534364
