definition,variant,information,calibration,threshold_bp,sample,strategy,n,events,alarms,true_positives,false_positives,false_negatives,alarm_rate,recall,precision,cost,missed_severity_bp
PCA,original,R,calibrated,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,R,calibrated,-10.0,nonoverlap,state_hist,138,30.0,78.0,26.0,52.0,4.0,0.5652173913043478,0.8666666666666667,0.3333333333333333,0.063768115942029,0.24901751345754164
PCA,original,R,calibrated,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,R,calibrated,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,1.9805904621137038
PCA,original,R,calibrated,-20.0,full,ml_selected,509,37.0,96.5,28.75,67.75,8.25,0.18958742632612965,0.777027027027027,0.2979274611398964,0.027897838899803535,0.1642197436019162
PCA,original,R,calibrated,-20.0,full,linear,509,37.0,98.0,25.0,73.0,12.0,0.1925343811394892,0.6756756756756757,0.25510204081632654,0.035559921414538315,0.19340213247137877
PCA,original,R,calibrated,-20.0,full,threshold,509,37.0,100.0,27.0,73.0,10.0,0.19646365422396855,0.7297297297297297,0.27,0.03202357563850688,0.17673013142876584
PCA,original,R,calibrated,-20.0,full,historical,509,37.0,181.0,22.0,159.0,15.0,0.3555992141453831,0.5945945945945946,0.12154696132596685,0.05776031434184675,0.24674504318506932
PCA,original,R,calibrated,-20.0,full,state_hist,509,37.0,123.0,33.0,90.0,4.0,0.24165029469548133,0.8918918918918919,0.2682926829268293,0.024754420432220044,0.10393735118139485
PCA,original,R,calibrated,-20.0,full,always_alarm,509,37.0,509.0,37.0,472.0,0.0,1.0,1.0,0.07269155206286837,0.09273084479371317,0.0
PCA,original,R,calibrated,-20.0,full,never_alarm,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,original,R,calibrated,-20.0,nonoverlap,ml_selected,138,11.0,30.0,9.75,20.25,1.25,0.21739130434782608,0.8863636363636364,0.325,0.02282608695652174,0.07670406489087837
PCA,original,R,calibrated,-20.0,nonoverlap,linear,138,11.0,24.0,8.0,16.0,3.0,0.17391304347826086,0.7272727272727273,0.3333333333333333,0.03115942028985507,0.14559036438500278
PCA,original,R,calibrated,-20.0,nonoverlap,threshold,138,11.0,27.0,9.0,18.0,2.0,0.1956521739130435,0.8181818181818182,0.3333333333333333,0.02608695652173913,0.11033819799063897
PCA,original,R,calibrated,-20.0,nonoverlap,historical,138,11.0,45.0,5.0,40.0,6.0,0.32608695652173914,0.45454545454545453,0.1111111111111111,0.06811594202898551,0.3684472753257524
PCA,original,R,calibrated,-20.0,nonoverlap,state_hist,138,11.0,33.0,10.0,23.0,1.0,0.2391304347826087,0.9090909090909091,0.30303030303030304,0.02318840579710145,0.07591989187595838
PCA,original,R,calibrated,-20.0,nonoverlap,always_alarm,138,11.0,138.0,11.0,127.0,0.0,1.0,1.0,0.07971014492753623,0.09202898550724638,0.0
PCA,original,R,calibrated,-20.0,nonoverlap,never_alarm,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,original,B,raw,-5.0,full,ml_selected,509,161.0,362.0,150.25,211.75,10.75,0.7111984282907662,0.9332298136645962,0.4150552486187845,0.060609037328094306,0.12948247197117993
PCA,original,B,raw,-5.0,full,linear,509,161.0,367.0,149.0,218.0,12.0,0.7210216110019646,0.9254658385093167,0.40599455040871935,0.06404715127701377,0.2763603852735429
PCA,original,B,raw,-5.0,full,threshold,509,161.0,343.0,144.0,199.0,17.0,0.6738703339882122,0.8944099378881988,0.4198250728862974,0.06915520628683694,0.30920126552762345
PCA,original,B,raw,-5.0,full,historical,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,B,raw,-5.0,full,state_hist,509,161.0,250.0,131.0,119.0,30.0,0.4911591355599214,0.8136645962732919,0.524,0.07642436149312379,0.4068972552166908
PCA,original,B,raw,-5.0,full,always_alarm,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,B,raw,-5.0,full,never_alarm,509,161.0,0.0,0.0,0.0,161.0,0.0,0.0,,0.28467583497053045,3.084065285097996
PCA,original,B,raw,-5.0,nonoverlap,ml_selected,138,48.0,96.75,44.5,52.25,3.5,0.7010869565217391,0.9270833333333334,0.4599483204134367,0.06068840579710145,0.1966482655937973
PCA,original,B,raw,-5.0,nonoverlap,linear,138,48.0,99.0,43.0,56.0,5.0,0.717391304347826,0.8958333333333334,0.43434343434343436,0.07318840579710147,0.38410447119564084
PCA,original,B,raw,-5.0,nonoverlap,threshold,138,48.0,92.0,42.0,50.0,6.0,0.6666666666666666,0.875,0.45652173913043476,0.07536231884057973,0.4385197337730878
PCA,original,B,raw,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,B,raw,-5.0,nonoverlap,state_hist,138,48.0,71.0,40.0,31.0,8.0,0.5144927536231884,0.8333333333333334,0.5633802816901409,0.0746376811594203,0.4372647204844081
PCA,original,B,raw,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,B,raw,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.3326875572192964
PCA,original,B,raw,-10.0,full,ml_selected,509,104.0,176.0,81.5,94.5,22.5,0.34577603143418467,0.7836538461538461,0.4630681818181818,0.05834970530451866,0.2955655548704878
PCA,original,B,raw,-10.0,full,linear,509,104.0,205.0,87.0,118.0,17.0,0.4027504911591356,0.8365384615384616,0.424390243902439,0.053241650294695485,0.25774245278604857
PCA,original,B,raw,-10.0,full,threshold,509,104.0,173.0,76.0,97.0,28.0,0.33988212180746563,0.7307692307692307,0.4393063583815029,0.06856581532416504,0.3393653512127549
PCA,original,B,raw,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,B,raw,-10.0,full,state_hist,509,104.0,141.0,77.0,64.0,27.0,0.2770137524557957,0.7403846153846154,0.5460992907801419,0.06031434184675836,0.33526609153875675
PCA,original,B,raw,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,B,raw,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.789221567838955
PCA,original,B,raw,-10.0,nonoverlap,ml_selected,138,30.0,48.25,22.25,26.0,7.75,0.3496376811594203,0.7416666666666667,0.46113989637305697,0.06938405797101449,0.32619774670374857
PCA,original,B,raw,-10.0,nonoverlap,linear,138,30.0,58.0,25.0,33.0,5.0,0.42028985507246375,0.8333333333333334,0.43103448275862066,0.05652173913043479,0.272524727699682
PCA,original,B,raw,-10.0,nonoverlap,threshold,138,30.0,48.0,20.0,28.0,10.0,0.34782608695652173,0.6666666666666666,0.4166666666666667,0.0855072463768116,0.3950155912350496
PCA,original,B,raw,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,B,raw,-10.0,nonoverlap,state_hist,138,30.0,38.0,20.0,18.0,10.0,0.2753623188405797,0.6666666666666666,0.5263157894736842,0.0782608695652174,0.3805229514668493
PCA,original,B,raw,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,B,raw,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,1.9805904621137038
PCA,original,B,raw,-20.0,full,ml_selected,509,37.0,47.25,20.75,26.5,16.25,0.09282907662082515,0.5608108108108109,0.43915343915343913,0.03393909626719058,0.22295633764174266
PCA,original,B,raw,-20.0,full,linear,509,37.0,26.0,14.0,12.0,23.0,0.05108055009823183,0.3783783783783784,0.5384615384615384,0.043025540275049116,0.29349836894316933
PCA,original,B,raw,-20.0,full,threshold,509,37.0,28.0,12.0,16.0,25.0,0.0550098231827112,0.32432432432432434,0.42857142857142855,0.04734774066797643,0.3147504907069264
PCA,original,B,raw,-20.0,full,historical,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,original,B,raw,-20.0,full,state_hist,509,37.0,30.0,15.0,15.0,22.0,0.05893909626719057,0.40540540540540543,0.5,0.041846758349705304,0.2981223905367576
PCA,original,B,raw,-20.0,full,always_alarm,509,37.0,509.0,37.0,472.0,0.0,1.0,1.0,0.07269155206286837,0.09273084479371317,0.0
PCA,original,B,raw,-20.0,full,never_alarm,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,original,B,raw,-20.0,nonoverlap,ml_selected,138,11.0,12.25,5.5,6.75,5.5,0.08876811594202899,0.5,0.4489795918367347,0.04076086956521739,0.23906526996552527
PCA,original,B,raw,-20.0,nonoverlap,linear,138,11.0,5.0,3.0,2.0,8.0,0.036231884057971016,0.2727272727272727,0.6,0.053623188405797106,0.3642626562272454
PCA,original,B,raw,-20.0,nonoverlap,threshold,138,11.0,7.0,2.0,5.0,9.0,0.050724637681159424,0.18181818181818182,0.2857142857142857,0.06231884057971014,0.4595483344022867
PCA,original,B,raw,-20.0,nonoverlap,historical,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,original,B,raw,-20.0,nonoverlap,state_hist,138,11.0,6.0,4.0,2.0,7.0,0.043478260869565216,0.36363636363636365,0.6666666666666666,0.04710144927536232,0.4637329535007938
PCA,original,B,raw,-20.0,nonoverlap,always_alarm,138,11.0,138.0,11.0,127.0,0.0,1.0,1.0,0.07971014492753623,0.09202898550724638,0.0
PCA,original,B,raw,-20.0,nonoverlap,never_alarm,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,original,B,calibrated,-5.0,full,ml_selected,509,161.0,456.75,158.5,298.25,2.5,0.8973477406679764,0.984472049689441,0.3470169677066229,0.06301571709233793,0.02491775586752792
PCA,original,B,calibrated,-5.0,full,linear,509,161.0,450.0,158.0,292.0,3.0,0.8840864440078585,0.9813664596273292,0.3511111111111111,0.06267190569744599,0.16343247664749816
PCA,original,B,calibrated,-5.0,full,threshold,509,161.0,452.0,159.0,293.0,2.0,0.888015717092338,0.9875776397515528,0.35176991150442477,0.06110019646365423,0.0172430232766353
PCA,original,B,calibrated,-5.0,full,historical,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,B,calibrated,-5.0,full,state_hist,509,161.0,486.0,159.0,327.0,2.0,0.9548133595284872,0.9875776397515528,0.3271604938271605,0.06777996070726916,0.01605366991456851
PCA,original,B,calibrated,-5.0,full,always_alarm,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,original,B,calibrated,-5.0,full,never_alarm,509,161.0,0.0,0.0,0.0,161.0,0.0,0.0,,0.28467583497053045,3.084065285097996
PCA,original,B,calibrated,-5.0,nonoverlap,ml_selected,138,48.0,122.0,47.25,74.75,0.75,0.8840579710144928,0.984375,0.38729508196721313,0.059057971014492755,0.00426099232795817
PCA,original,B,calibrated,-5.0,nonoverlap,linear,138,48.0,118.0,47.0,71.0,1.0,0.855072463768116,0.9791666666666666,0.3983050847457627,0.057971014492753624,0.18461554404987143
PCA,original,B,calibrated,-5.0,nonoverlap,threshold,138,48.0,120.0,47.0,73.0,1.0,0.8695652173913043,0.9791666666666666,0.39166666666666666,0.05942028985507246,0.05441526257744699
PCA,original,B,calibrated,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,B,calibrated,-5.0,nonoverlap,state_hist,138,48.0,132.0,48.0,84.0,0.0,0.9565217391304348,1.0,0.36363636363636365,0.06086956521739129,0.0
PCA,original,B,calibrated,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,original,B,calibrated,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.3326875572192964
PCA,original,B,calibrated,-10.0,full,ml_selected,509,104.0,287.5,91.0,196.5,13.0,0.5648330058939096,0.875,0.3165217391304348,0.06159135559921415,0.1549491735886616
PCA,original,B,calibrated,-10.0,full,linear,509,104.0,336.0,95.0,241.0,9.0,0.6601178781925344,0.9134615384615384,0.28273809523809523,0.06326129666011789,0.18438714011063168
PCA,original,B,calibrated,-10.0,full,threshold,509,104.0,330.0,94.0,236.0,10.0,0.6483300589390962,0.9038461538461539,0.28484848484848485,0.06404715127701377,0.1922207815328587
PCA,original,B,calibrated,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,B,calibrated,-10.0,full,state_hist,509,104.0,273.0,93.0,180.0,11.0,0.5363457760314342,0.8942307692307693,0.34065934065934067,0.05481335952848724,0.19153595959196962
PCA,original,B,calibrated,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,original,B,calibrated,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.789221567838955
PCA,original,B,calibrated,-10.0,nonoverlap,ml_selected,138,30.0,80.75,25.25,55.5,4.75,0.5851449275362319,0.8416666666666667,0.3126934984520124,0.07119565217391305,0.2550282397292417
PCA,original,B,calibrated,-10.0,nonoverlap,linear,138,30.0,97.0,28.0,69.0,2.0,0.7028985507246377,0.9333333333333333,0.28865979381443296,0.06304347826086956,0.19738882247074208
PCA,original,B,calibrated,-10.0,nonoverlap,threshold,138,30.0,90.0,26.0,64.0,4.0,0.6521739130434783,0.8666666666666667,0.28888888888888886,0.07246376811594203,0.25867884225989324
PCA,original,B,calibrated,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,B,calibrated,-10.0,nonoverlap,state_hist,138,30.0,78.0,26.0,52.0,4.0,0.5652173913043478,0.8666666666666667,0.3333333333333333,0.063768115942029,0.24901751345754164
PCA,original,B,calibrated,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,original,B,calibrated,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,1.9805904621137038
PCA,original,B,calibrated,-20.0,full,ml_selected,509,37.0,97.75,31.0,66.75,6.0,0.19204322200392926,0.8378378378378378,0.3171355498721228,0.023722986247544202,0.12672249852088183
PCA,original,B,calibrated,-20.0,full,linear,509,37.0,95.0,25.0,70.0,12.0,0.18664047151277013,0.6756756756756757,0.2631578947368421,0.034970530451866405,0.19340213247137877
PCA,original,B,calibrated,-20.0,full,threshold,509,37.0,92.0,24.0,68.0,13.0,0.1807465618860511,0.6486486486486487,0.2608695652173913,0.036345776031434185,0.2097064346574455
PCA,original,B,calibrated,-20.0,full,historical,509,37.0,181.0,22.0,159.0,15.0,0.3555992141453831,0.5945945945945946,0.12154696132596685,0.05776031434184675,0.24674504318506932
PCA,original,B,calibrated,-20.0,full,state_hist,509,37.0,123.0,33.0,90.0,4.0,0.24165029469548133,0.8918918918918919,0.2682926829268293,0.024754420432220044,0.10393735118139485
PCA,original,B,calibrated,-20.0,full,always_alarm,509,37.0,509.0,37.0,472.0,0.0,1.0,1.0,0.07269155206286837,0.09273084479371317,0.0
PCA,original,B,calibrated,-20.0,full,never_alarm,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,original,B,calibrated,-20.0,nonoverlap,ml_selected,138,11.0,28.5,10.0,18.5,1.0,0.20652173913043478,0.9090909090909091,0.3508771929824561,0.01992753623188406,0.07591989187595838
PCA,original,B,calibrated,-20.0,nonoverlap,linear,138,11.0,25.0,8.0,17.0,3.0,0.18115942028985507,0.7272727272727273,0.32,0.03188405797101449,0.14559036438500278
PCA,original,B,calibrated,-20.0,nonoverlap,threshold,138,11.0,22.0,6.0,16.0,5.0,0.15942028985507245,0.5454545454545454,0.2727272727272727,0.044202898550724644,0.22109788108867048
PCA,original,B,calibrated,-20.0,nonoverlap,historical,138,11.0,45.0,5.0,40.0,6.0,0.32608695652173914,0.45454545454545453,0.1111111111111111,0.06811594202898551,0.3684472753257524
PCA,original,B,calibrated,-20.0,nonoverlap,state_hist,138,11.0,33.0,10.0,23.0,1.0,0.2391304347826087,0.9090909090909091,0.30303030303030304,0.02318840579710145,0.07591989187595838
PCA,original,B,calibrated,-20.0,nonoverlap,always_alarm,138,11.0,138.0,11.0,127.0,0.0,1.0,1.0,0.07971014492753623,0.09202898550724638,0.0
PCA,original,B,calibrated,-20.0,nonoverlap,never_alarm,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,own_scale,F,raw,-5.0,full,ml_selected,509,161.0,310.0,143.0,167.0,18.0,0.6090373280943026,0.8881987577639752,0.4612903225806452,0.06463654223968567,0.31860662159936215
PCA,own_scale,F,raw,-5.0,full,linear,509,161.0,392.0,151.0,241.0,10.0,0.7701375245579568,0.937888198757764,0.3852040816326531,0.06502946954813361,0.2565791454778832
PCA,own_scale,F,raw,-5.0,full,threshold,509,161.0,336.0,144.0,192.0,17.0,0.6601178781925344,0.8944099378881988,0.42857142857142855,0.06777996070726916,0.34012313601330485
PCA,own_scale,F,raw,-5.0,full,historical,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,own_scale,F,raw,-5.0,full,state_hist,509,161.0,250.0,131.0,119.0,30.0,0.4911591355599214,0.8136645962732919,0.524,0.07642436149312379,0.4068972552166908
PCA,own_scale,F,raw,-5.0,full,always_alarm,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,own_scale,F,raw,-5.0,full,never_alarm,509,161.0,0.0,0.0,0.0,161.0,0.0,0.0,,0.28467583497053045,3.084065285097996
PCA,own_scale,F,raw,-5.0,nonoverlap,ml_selected,138,48.0,84.75,42.5,42.25,5.5,0.6141304347826086,0.8854166666666666,0.5014749262536873,0.06648550724637682,0.381430329045588
PCA,own_scale,F,raw,-5.0,nonoverlap,linear,138,48.0,103.0,44.0,59.0,4.0,0.7463768115942029,0.9166666666666666,0.42718446601941745,0.06884057971014494,0.3784231480916966
PCA,own_scale,F,raw,-5.0,nonoverlap,threshold,138,48.0,87.0,44.0,43.0,4.0,0.6304347826086957,0.9166666666666666,0.5057471264367817,0.05724637681159421,0.29886742465882815
PCA,own_scale,F,raw,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,own_scale,F,raw,-5.0,nonoverlap,state_hist,138,48.0,71.0,40.0,31.0,8.0,0.5144927536231884,0.8333333333333334,0.5633802816901409,0.0746376811594203,0.4372647204844081
PCA,own_scale,F,raw,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,own_scale,F,raw,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.3326875572192964
PCA,own_scale,F,raw,-10.0,full,ml_selected,509,104.0,161.25,79.75,81.5,24.25,0.31679764243614933,0.7668269230769231,0.4945736434108527,0.05888998035363458,0.3250568056909042
PCA,own_scale,F,raw,-10.0,full,linear,509,104.0,220.0,87.0,133.0,17.0,0.43222003929273084,0.8365384615384616,0.39545454545454545,0.05618860510805501,0.25774245278604857
PCA,own_scale,F,raw,-10.0,full,threshold,509,104.0,198.0,79.0,119.0,25.0,0.3889980353634578,0.7596153846153846,0.398989898989899,0.0675834970530452,0.31272418561352133
PCA,own_scale,F,raw,-10.0,full,historical,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,own_scale,F,raw,-10.0,full,state_hist,509,104.0,141.0,77.0,64.0,27.0,0.2770137524557957,0.7403846153846154,0.5460992907801419,0.06031434184675836,0.33526609153875675
PCA,own_scale,F,raw,-10.0,full,always_alarm,509,104.0,509.0,104.0,405.0,0.0,1.0,1.0,0.2043222003929273,0.07956777996070727,0.0
PCA,own_scale,F,raw,-10.0,full,never_alarm,509,104.0,0.0,0.0,0.0,104.0,0.0,0.0,,0.18388998035363457,1.789221567838955
PCA,own_scale,F,raw,-10.0,nonoverlap,ml_selected,138,30.0,41.75,21.75,20.0,8.25,0.302536231884058,0.725,0.5209580838323353,0.06829710144927537,0.36033833877439947
PCA,own_scale,F,raw,-10.0,nonoverlap,linear,138,30.0,62.0,25.0,37.0,5.0,0.4492753623188406,0.8333333333333334,0.4032258064516129,0.059420289855072486,0.272524727699682
PCA,own_scale,F,raw,-10.0,nonoverlap,threshold,138,30.0,54.0,24.0,30.0,6.0,0.391304347826087,0.8,0.4444444444444444,0.06086956521739131,0.2848095850099914
PCA,own_scale,F,raw,-10.0,nonoverlap,historical,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,own_scale,F,raw,-10.0,nonoverlap,state_hist,138,30.0,38.0,20.0,18.0,10.0,0.2753623188405797,0.6666666666666666,0.5263157894736842,0.0782608695652174,0.3805229514668493
PCA,own_scale,F,raw,-10.0,nonoverlap,always_alarm,138,30.0,138.0,30.0,108.0,0.0,1.0,1.0,0.21739130434782608,0.0782608695652174,0.0
PCA,own_scale,F,raw,-10.0,nonoverlap,never_alarm,138,30.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.1956521739130435,1.9805904621137038
PCA,own_scale,F,raw,-20.0,full,ml_selected,509,37.0,50.5,22.5,28.0,14.5,0.09921414538310412,0.6081081081081081,0.44554455445544555,0.03113948919449902,0.19534118585003074
PCA,own_scale,F,raw,-20.0,full,linear,509,37.0,19.0,11.0,8.0,26.0,0.03732809430255403,0.2972972972972973,0.5789473684210527,0.0475442043222004,0.3343780601474085
PCA,own_scale,F,raw,-20.0,full,threshold,509,37.0,54.0,23.0,31.0,14.0,0.10609037328094302,0.6216216216216216,0.42592592592592593,0.030844793713163066,0.18366939081906336
PCA,own_scale,F,raw,-20.0,full,historical,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,own_scale,F,raw,-20.0,full,state_hist,509,37.0,30.0,15.0,15.0,22.0,0.05893909626719057,0.40540540540540543,0.5,0.041846758349705304,0.2981223905367576
PCA,own_scale,F,raw,-20.0,full,always_alarm,509,37.0,509.0,37.0,472.0,0.0,1.0,1.0,0.07269155206286837,0.09273084479371317,0.0
PCA,own_scale,F,raw,-20.0,full,never_alarm,509,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.06542239685658152,0.46664661768916527
PCA,own_scale,F,raw,-20.0,nonoverlap,ml_selected,138,11.0,10.75,5.0,5.75,6.0,0.07789855072463768,0.45454545454545453,0.46511627906976744,0.04329710144927536,0.24129983305918823
PCA,own_scale,F,raw,-20.0,nonoverlap,linear,138,11.0,2.0,1.0,1.0,10.0,0.014492753623188406,0.09090909090909091,0.5,0.06594202898550725,0.505372101993659
PCA,own_scale,F,raw,-20.0,nonoverlap,threshold,138,11.0,11.0,6.0,5.0,5.0,0.07971014492753623,0.5454545454545454,0.5454545454545454,0.036231884057971016,0.18898240675398667
PCA,own_scale,F,raw,-20.0,nonoverlap,historical,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,own_scale,F,raw,-20.0,nonoverlap,state_hist,138,11.0,6.0,4.0,2.0,7.0,0.043478260869565216,0.36363636363636365,0.6666666666666666,0.04710144927536232,0.4637329535007938
PCA,own_scale,F,raw,-20.0,nonoverlap,always_alarm,138,11.0,138.0,11.0,127.0,0.0,1.0,1.0,0.07971014492753623,0.09202898550724638,0.0
PCA,own_scale,F,raw,-20.0,nonoverlap,never_alarm,138,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.07173913043478261,0.5743155739867049
PCA,own_scale,F,calibrated,-5.0,full,ml_selected,509,161.0,429.0,155.75,273.25,5.25,0.8428290766208252,0.967391304347826,0.36305361305361306,0.06296660117878192,0.03819489310238693
PCA,own_scale,F,calibrated,-5.0,full,linear,509,161.0,461.0,159.0,302.0,2.0,0.9056974459724951,0.9875776397515528,0.34490238611713664,0.06286836935166994,0.15748174078976226
PCA,own_scale,F,calibrated,-5.0,full,threshold,509,161.0,441.0,156.0,285.0,5.0,0.8664047151277013,0.968944099378882,0.35374149659863946,0.06483300589390963,0.16060967612622432
PCA,own_scale,F,calibrated,-5.0,full,historical,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,own_scale,F,calibrated,-5.0,full,state_hist,509,161.0,486.0,159.0,327.0,2.0,0.9548133595284872,0.9875776397515528,0.3271604938271605,0.06777996070726916,0.01605366991456851
PCA,own_scale,F,calibrated,-5.0,full,always_alarm,509,161.0,509.0,161.0,348.0,0.0,1.0,1.0,0.3163064833005894,0.06836935166994106,0.0
PCA,own_scale,F,calibrated,-5.0,full,never_alarm,509,161.0,0.0,0.0,0.0,161.0,0.0,0.0,,0.28467583497053045,3.084065285097996
PCA,own_scale,F,calibrated,-5.0,nonoverlap,ml_selected,138,48.0,117.0,46.0,71.0,2.0,0.8478260869565217,0.9583333333333334,0.39316239316239315,0.0644927536231884,0.0152075415596502
PCA,own_scale,F,calibrated,-5.0,nonoverlap,linear,138,48.0,121.0,47.0,74.0,1.0,0.8768115942028986,0.9791666666666666,0.3884297520661157,0.060144927536231886,0.18461554404987143
PCA,own_scale,F,calibrated,-5.0,nonoverlap,threshold,138,48.0,120.0,48.0,72.0,0.0,0.8695652173913043,1.0,0.4,0.052173913043478265,0.0
PCA,own_scale,F,calibrated,-5.0,nonoverlap,historical,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,own_scale,F,calibrated,-5.0,nonoverlap,state_hist,138,48.0,132.0,48.0,84.0,0.0,0.9565217391304348,1.0,0.36363636363636365,0.06086956521739129,0.0
PCA,own_scale,F,calibrated,-5.0,nonoverlap,always_alarm,138,48.0,138.0,48.0,90.0,0.0,1.0,1.0,0.34782608695652173,0.06521739130434782,0.0
PCA,own_scale,F,calibrated,-5.0,nonoverlap,never_alarm,138,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.3130434782608696,3.3326875572192964
PCA,own_scale,F,calibrated,-10.0,full,ml_selected,509,104.0,270.0,91.0,179.0,13.0,0.5304518664047151,0.875,0.337037037037037,0.0581532416502947,0.21600798543983202
PCA,own_scale,F,calibrated,-10.0,full,linear,509,104.0,383.0,94.0,289.0,10.0,0.7524557956777996,0.9038461538461539,0.2454308093994778,0.0744597249508841,0.19989720530581437
