definition,strategy,threshold_bp,cost
PCA,always_alarm,-3.5,0.06345776031434185
PCA,never_alarm,-3.5,0.32888015717092345
PCA,ml_selected,-3.0,0.06144400785854617
PCA,linear,-3.0,0.061689587426326124
PCA,threshold,-3.0,0.06326129666011789
PCA,historical,-3.0,0.062082514734774066
PCA,state_hist,-3.0,0.062082514734774066
PCA,always_alarm,-3.0,0.062082514734774066
PCA,never_alarm,-3.0,0.3412573673870334
PCA,ml_selected,-2.5,0.0599705304518664
PCA,linear,-2.5,0.06168958742632613
PCA,threshold,-2.5,0.06129666011787819
PCA,historical,-2.5,0.06129666011787818
PCA,state_hist,-2.5,0.06129666011787818
PCA,always_alarm,-2.5,0.06129666011787818
PCA,never_alarm,-2.5,0.3483300589390963
PCA,ml_selected,-2.0,0.058104125736738704
PCA,linear,-2.0,0.061493123772102164
PCA,threshold,-2.0,0.05658153241650295
PCA,historical,-2.0,0.0587426326129666
PCA,state_hist,-2.0,0.0587426326129666
PCA,always_alarm,-2.0,0.0587426326129666
PCA,never_alarm,-2.0,0.3713163064833006
PCA,ml_selected,-1.5,0.056385068762278986
PCA,linear,-1.5,0.058153241650294694
PCA,threshold,-1.5,0.0555992141453831
PCA,historical,-1.5,0.05697445972495088
PCA,state_hist,-1.5,0.05697445972495088
PCA,always_alarm,-1.5,0.05697445972495088
PCA,never_alarm,-1.5,0.3872298624754421
PCA,ml_selected,-1.0,0.054813359528487225
PCA,linear,-1.0,0.055992141453831044
PCA,threshold,-1.0,0.054027504911591355
PCA,historical,-1.0,0.05461689587426326
PCA,state_hist,-1.0,0.05461689587426326
PCA,always_alarm,-1.0,0.05461689587426326
PCA,never_alarm,-1.0,0.4084479371316307
PCA,ml_selected,-0.5,0.05265225933202357
PCA,linear,-0.5,0.054813359528487225
PCA,threshold,-0.5,0.05304518664047151
PCA,historical,-0.5,0.05304518664047151
PCA,state_hist,-0.5,0.05304518664047151
PCA,always_alarm,-0.5,0.05304518664047151
PCA,never_alarm,-0.5,0.4225933202357564
PCA,ml_selected,0.0,0.051277013752455795
PCA,linear,0.0,0.05225933202357563
PCA,threshold,0.0,0.05245579567779961
PCA,historical,0.0,0.0518664047151277
PCA,state_hist,0.0,0.0518664047151277
PCA,always_alarm,0.0,0.0518664047151277
PCA,never_alarm,0.0,0.43320235756385067
