definition,variant,information,reference,state,n,share,difference_bp,difference_lo,difference_hi,bootstrap_valid_fraction,contribution_bp,too_high_contribution_bp,too_low_contribution_bp
CAP,original,B,historical,4,27,0.05304518664047151,0.5202780974965459,-0.11186672839789782,1.6053663169685677,1.0,0.02759824878665371,0.04113534927272492,-0.013537100486071204
CAP,original,B,historical,5,105,0.206286836935167,0.5488756494529924,0.2452562367415102,0.8627617613465264,1.0,0.11322582159639333,0.16154441765345842,-0.04831859605706505
CAP,original,B,state_hist,0,64,0.12573673870333987,0.18964938748214008,0.12844900556175215,0.26329735626691264,1.0,0.023845895479090305,0.00476239875437978,0.019083496724710523
CAP,original,B,state_hist,1,186,0.3654223968565815,0.11869292744883926,0.035052328613970084,0.21879920049693066,1.0,0.04337305403827918,0.035739707738746386,0.007633346299532787
CAP,original,B,state_hist,2,36,0.07072691552062868,0.03220267023542309,-0.05640348285461787,0.11059456830971576,1.0,0.002277595537279433,-0.0025033203101527996,0.004780915847432232
CAP,original,B,state_hist,3,91,0.1787819253438114,0.03383223178075364,-0.05086608904226368,0.15503479532393893,1.0,0.006048591536441221,0.005986647453561444,6.194408287977607e-05
CAP,original,B,state_hist,4,27,0.05304518664047151,-0.1934525583500857,-0.6706120724778691,0.07799833170437162,1.0,-0.010261727063757001,-0.016049891122234382,0.00578816405847738
CAP,original,B,state_hist,5,105,0.206286836935167,0.19745400581520084,0.03338156001014266,0.35668548851198034,1.0,0.04073216229979585,0.009380095395586518,0.03135206690420933
CAP,own_scale,F,linear,0,64,0.12573673870333987,0.43327073746001266,0.14484751332953788,0.721544772437037,1.0,0.054478049503812985,-0.0013309935016113956,0.05580904300542438
CAP,own_scale,F,linear,1,186,0.3654223968565815,0.10446433400055731,-0.05269455050903438,0.2915338099775746,1.0,0.038173607316510136,0.00019588395389449084,0.03797772336261564
CAP,own_scale,F,linear,2,36,0.07072691552062868,0.3062163650122316,0.08679833744344517,0.6191991368982053,1.0,0.0216577389792541,-0.001877094786382737,0.02353483376563684
CAP,own_scale,F,linear,3,91,0.1787819253438114,0.13141647566735268,-0.010926662687264933,0.2918636244214766,1.0,0.023494890541707454,-0.009435407673216583,0.03293029821492404
CAP,own_scale,F,linear,4,27,0.05304518664047151,0.20819592079840402,-0.03520901445757622,0.6619909855549656,1.0,0.011043791476536165,0.01087820248328682,0.00016558899324934477
CAP,own_scale,F,linear,5,105,0.206286836935167,0.017296194627014653,-0.17435909572610683,0.20150531282257078,1.0,0.003567977280621883,0.00027764218312290376,0.0032903350974989756
CAP,own_scale,F,threshold,0,64,0.12573673870333987,0.30900286672372246,-0.042940735013574795,0.654155339649747,1.0,0.03885301271182365,0.0030572953339765593,0.03579571737784709
CAP,own_scale,F,threshold,1,186,0.3654223968565815,0.10598329327870976,-0.009793988714349283,0.23834949152522134,1.0,0.03872866905666014,-0.00013231563773904415,0.038860984694399185
CAP,own_scale,F,threshold,2,36,0.07072691552062868,0.25213674076717846,-0.09233828486536179,0.7124529651743896,1.0,0.017832853963886886,-0.0018041735233068205,0.019637027487193703
CAP,own_scale,F,threshold,3,91,0.1787819253438114,0.10745683662748703,-0.05686229068870607,0.3043264316907714,1.0,0.019211340143617524,-0.007859754096012233,0.02707109423962976
CAP,own_scale,F,threshold,4,27,0.05304518664047151,0.25455033505774005,-0.030677935951393284,0.9285406021003242,1.0,0.013502670032532381,0.004521549941418255,0.008981120091114125
CAP,own_scale,F,threshold,5,105,0.206286836935167,0.13164650724206364,-0.0837201211020442,0.40671151828174107,1.0,0.027156941572527862,-0.009355973689399128,0.03651291526192699
CAP,own_scale,F,historical,0,64,0.12573673870333987,0.5915858968887986,0.42340579704380177,0.7941623529605032,1.0,0.07438408133768784,-0.004759528958053866,0.07914361029574171
CAP,own_scale,F,historical,1,186,0.3654223968565815,0.5153021919896706,0.39601216721142446,0.6529417955444317,1.0,0.18830296210231579,-0.08639898315073696,0.2747019452530527
CAP,own_scale,F,historical,2,36,0.07072691552062868,0.24503889359972048,0.06850582257268473,0.3999306550280837,1.0,0.017330845126895752,-0.001877094786382737,0.019207939913278488
CAP,own_scale,F,historical,3,91,0.1787819253438114,0.202139197708848,0.09632457312617826,0.3076565960632488,1.0,0.036138834953841195,-0.013008950985580539,0.04914778593942174
CAP,own_scale,F,historical,4,27,0.05304518664047151,0.5172192642465556,-0.07100013627707581,1.5784659348980488,1.0,0.027435992406005895,0.04075575107392891,-0.013319758667923013
CAP,own_scale,F,historical,5,105,0.206286836935167,0.5511737250832517,0.2598509376948541,0.8714518140272574,1.0,0.11369988434919731,0.16187608144318688,-0.04817619709398958
CAP,own_scale,F,state_hist,0,64,0.12573673870333987,0.15929340829031424,0.10013792831829031,0.22642936499821148,1.0,0.020029033655363678,0.004705521966762743,0.015323511688600935
CAP,own_scale,F,state_hist,1,186,0.3654223968565815,0.1322484650717201,0.04569976057451156,0.23604873113658748,1.0,0.04832655108711187,0.03479213377962083,0.01353441730749104
CAP,own_scale,F,state_hist,2,36,0.07072691552062868,0.05611839055496924,-0.03234061865869435,0.14035705788951955,1.0,0.003969080667934956,-0.001877094786382737,0.005846175454317694
CAP,own_scale,F,state_hist,3,91,0.1787819253438114,0.01761424905669955,-0.07097443754269761,0.1359745256344131,1.0,0.0031491093598421593,0.001579266023292538,0.0015698433365496233
CAP,own_scale,F,state_hist,4,27,0.05304518664047151,-0.19651139160007597,-0.6393871961123248,0.05159307270687028,1.0,-0.010423983444404815,-0.01642948932103039,0.006005505876625572
CAP,own_scale,F,state_hist,5,105,0.206286836935167,0.19975208144546006,0.01977332952506401,0.3592194819736147,1.0,0.04120622505259982,0.009711759185315007,0.031494465867284806
PCA,original,F,linear,0,11,0.021611001964636542,0.7546780225995726,0.3451501318702618,0.8866623413716411,0.992496248124062,0.016309348229067384,-0.0018581453307669874,0.018167493559834373
PCA,original,F,linear,1,248,0.48722986247544203,0.30701637858462083,0.09099473136028362,0.5577480219581333,1.0,0.14958754791549306,0.02685817527473282,0.12272937264076024
PCA,original,F,linear,2,10,0.019646365422396856,0.19549832376713383,-0.21666391720705852,0.5611495831423863,0.9979989994997499,0.0038408315081951637,-0.0039237641711329495,0.007764595679328113
PCA,original,F,linear,3,99,0.1944990176817289,0.31856875999949735,0.1074895871474896,0.5148108129884814,1.0,0.06196131088398867,-0.013933401065490007,0.07589471194947868
PCA,original,F,linear,4,9,0.01768172888015717,-0.18759420998090945,-0.30127894598028143,-0.07413163209206687,0.9979989994997499,-0.003316989960369715,0.0,-0.003316989960369715
PCA,original,F,linear,5,132,0.2593320235756385,0.3682678243117747,0.11566000498963423,0.6909390748413566,1.0,0.09550364009657024,0.08168859043017127,0.013815049666398972
PCA,original,F,threshold,0,11,0.021611001964636542,0.4840243309475556,0.1648905644733892,0.6036994933753681,0.992496248124062,0.010460250767039513,-0.0018581453307669874,0.012318396097806501
PCA,original,F,threshold,1,248,0.48722986247544203,0.2017701137928251,0.07427572739844406,0.32768233154572124,1.0,0.09830842479493247,-0.0050441941570023175,0.10335261895193479
PCA,original,F,threshold,2,10,0.019646365422396856,0.16446776899108081,-0.08194014126908189,0.43173127864127514,0.9979989994997499,0.0032311938898051244,0.002502977294664803,0.0007282165951403212
PCA,original,F,threshold,3,99,0.1944990176817289,0.19810012192896165,0.06266629500115423,0.3395270261359826,1.0,0.03853027911781376,0.01013468615050236,0.0283955929673114
PCA,original,F,threshold,4,9,0.01768172888015717,0.018921784264585843,-0.2643900449639144,0.37888347815647017,0.9979989994997499,0.00033456985929523105,0.0,0.00033456985929523105
PCA,original,F,threshold,5,132,0.2593320235756385,0.24064824058500972,-0.05555954921449362,0.6347165877027993,1.0,0.06240779520082767,0.06009591464966863,0.002311880551159044
PCA,original,F,historical,0,11,0.021611001964636542,1.0783254774085742,0.4801215132685246,1.2438212613547932,0.992496248124062,0.023303694010794334,-0.0018581453307669874,0.025161839341561323
PCA,original,F,historical,1,248,0.48722986247544203,0.7399735058599799,0.48791828745849725,0.9967938473483313,1.0,0.36053718949562874,-0.16237472946205397,0.5229119189576827
PCA,original,F,historical,2,10,0.019646365422396856,0.06504287595217997,-0.8938914801607079,0.7786833649638679,0.9979989994997499,0.0012778561090801565,-0.010511821971708898,0.011789678080789056
PCA,original,F,historical,3,99,0.1944990176817289,0.40680760285771755,0.17960325850081493,0.6254817393255843,1.0,0.07912367914128494,-0.029223925311414062,0.108347604452699
PCA,original,F,historical,4,9,0.01768172888015717,-0.20081615337485306,-0.5421286806888168,-0.0274668274799313,0.9979989994997499,-0.0035507767787302117,0.002014635607594597,-0.0055654123863248086
PCA,original,F,historical,5,132,0.2593320235756385,0.6304179254045973,0.33309639638780486,1.0256733822955708,1.0,0.16348755629353015,0.21325788752520505,-0.0497703312316749
PCA,original,F,state_hist,0,11,0.021611001964636542,0.3140416806730349,-0.30332561543436043,1.0322590017882047,0.992496248124062,0.006786755378002719,0.006719710393921258,6.704498408146034e-05
PCA,original,F,state_hist,1,248,0.48722986247544203,0.035274839737675825,-0.061656240429442406,0.14132862301019689,1.0,0.01718695531423105,-0.032184595364618915,0.04937155067884997
PCA,original,F,state_hist,2,10,0.019646365422396856,-0.06439148238625655,-0.2626105273184779,0.0943158016136455,0.9979989994997499,-0.001265058593050227,-0.0020368733273781084,0.0007718147343278812
PCA,original,F,state_hist,3,99,0.1944990176817289,-0.053863847376134824,-0.11756276269711011,0.013093610624285563,1.0,-0.010476465403216792,0.005184402369966827,-0.01566086777318362
PCA,original,F,state_hist,4,9,0.01768172888015717,-0.07253088820115444,-0.2540953435350421,0.0808976448106478,0.9979989994997499,-0.0012824715006098035,0.0018778196614924075,-0.003160291162102211
PCA,original,F,state_hist,5,132,0.2593320235756385,0.02482272665786999,-0.10522969424908217,0.14769913859463918,1.0,0.006437327934850371,-0.02530785519608959,0.03174518313093997
PCA,original,R,linear,0,11,0.021611001964636542,0.4186486643552667,0.21434101403089922,0.5256893434565724,0.992496248124062,0.009047417107874134,-0.001429219269689498,0.01047663637756363
PCA,original,R,linear,1,248,0.48722986247544203,0.12908077117545957,-0.06413693204735502,0.3574210379715899,1.0,0.06289200638804317,0.029143415350816642,0.03374859103722656
PCA,original,R,linear,2,10,0.019646365422396856,0.15282479382785036,-0.11502341726102937,0.3880092116830391,0.9979989994997499,0.003002451745144408,-0.002340422955446077,0.005342874700590485
PCA,original,R,linear,3,99,0.1944990176817289,0.18498320984096767,0.04722953334450026,0.31302770012441866,1.0,0.035979052601681334,-0.011969013192976328,0.04794806579465766
PCA,original,R,linear,4,9,0.01768172888015717,-0.1693064062715998,-0.39682754739115106,-0.042152948494104156,0.9979989994997499,-0.0029936299733681693,0.0,-0.0029936299733681693
PCA,original,R,linear,5,132,0.2593320235756385,0.1559363733889071,-0.072407548814857,0.41181605802763005,1.0,0.04043929525999162,0.045772225998751664,-0.005332930738760044
PCA,original,R,threshold,0,11,0.021611001964636542,0.39425075447619934,-0.11574269427581774,0.5193776566738235,0.992496248124062,0.008520153829544583,-0.001429219269689498,0.009949373099234082
PCA,original,R,threshold,1,248,0.48722986247544203,0.08805220154136882,-0.059933613008688616,0.2365166598464156,1.0,0.042901662047661035,0.0248820267931456,0.018019635254515436
PCA,original,R,threshold,2,10,0.019646365422396856,0.17499199011244856,-0.07187952447088901,0.5475771377917813,0.9979989994997499,0.003437956583741622,0.004703453285986691,-0.0012654967022450684
PCA,original,R,threshold,3,99,0.1944990176817289,0.09917593725044653,-0.03820619804248817,0.246647935810307,1.0,0.019289622372876635,0.01704109320849596,0.002248529164380669
PCA,original,R,threshold,4,9,0.01768172888015717,-0.09315064775544463,-0.4669131342723779,0.010081770464285109,0.9979989994997499,-0.0016470644986227932,0.0,-0.0016470644986227932
PCA,original,R,threshold,5,132,0.2593320235756385,0.11239955835891807,-0.07390231040770975,0.32279937030365163,1.0,0.029148804918226297,0.02932708486067228,-0.00017827994244598846
PCA,original,R,historical,0,11,0.021611001964636542,0.9742456996823434,0.5912099667755188,1.1157054246047942,0.992496248124062,0.021054425729873826,-0.001429219269689498,0.022483644999563325
PCA,original,R,historical,1,248,0.48722986247544203,0.7253652066799209,0.48004186316343284,0.9742372851893436,1.0,0.35341958989512845,-0.16021511664457952,0.513634706539708
PCA,original,R,historical,2,10,0.019646365422396856,0.05844441359203249,-0.8790199658711659,0.7664488940325026,0.9979989994997499,0.0011482203063267681,-0.010271413278985491,0.011419633585312259
PCA,original,R,historical,3,99,0.1944990176817289,0.3946655256520049,0.205989648810441,0.5744776017152644,1.0,0.07676205705215812,-0.02671225000132818,0.1034743070534863
PCA,original,R,historical,4,9,0.01768172888015717,-0.22550578414255973,-0.5921918926212528,-0.11050743046321872,0.9979989994997499,-0.003987332136115988,0.002014635607594597,-0.006001967743710586
PCA,original,R,historical,5,132,0.2593320235756385,0.6298798021187912,0.3247293397667697,1.026330469610411,1.0,0.16334800369288888,0.22006835468795724,-0.056720350995068385
PCA,original,R,state_hist,0,11,0.021611001964636542,0.20996190294680409,-0.5925497742595418,0.9447583503651943,0.992496248124062,0.00453748709708221,0.007148636454998748,-0.002611149357916538
PCA,original,R,state_hist,1,248,0.48722986247544203,0.02066654055761656,-0.07795709022226267,0.1294932916373885,1.0,0.010069355713730663,-0.030024982547144457,0.04009433826087513
PCA,original,R,state_hist,2,10,0.019646365422396856,-0.07098994474640394,-0.251165644002237,0.09285025969944735,0.9979989994997499,-0.0013946943958036138,-0.0017964646346547003,0.0004017702388510864
PCA,original,R,state_hist,3,99,0.1944990176817289,-0.06600592458184755,-0.13558398420152074,0.00667608349297392,1.0,-0.012838087492343627,0.007696077680052709,-0.020534165172396333
PCA,original,R,state_hist,4,9,0.01768172888015717,-0.09722051896886114,-0.3619717570533027,0.013413342406889295,0.9979989994997499,-0.0017190268579955802,0.0018778196614924075,-0.003596846519487988
PCA,original,R,state_hist,5,132,0.2593320235756385,0.024284603372063833,-0.13818923483097498,0.16868870694416632,1.0,0.006297775334209089,-0.018497388033337385,0.024795163367546474
PCA,original,B,linear,0,11,0.021611001964636542,0.2816098395151227,0.05257237447613128,0.436024903153724,0.992496248124062,0.006085870795022297,-0.0019526091501027797,0.008038479945125077
PCA,original,B,linear,1,248,0.48722986247544203,0.09810496572922296,-0.09690507666855694,0.3352220976306313,1.0,0.04779966896040726,0.04554683070496376,0.0022528382554434945
PCA,original,B,linear,2,10,0.019646365422396856,-0.04159360947902502,-0.6389625424814234,0.543954901488834,0.9979989994997499,-0.0008171632510613953,-0.006983292305482417,0.006166129054421022
PCA,original,B,linear,3,99,0.1944990176817289,0.19210616751789056,0.05466754257232529,0.3231849874745791,1.0,0.037364460872831365,-0.019150083438926817,0.05651454431175818
PCA,original,B,linear,4,9,0.01768172888015717,-0.2357916179201887,-0.43192294406509035,-0.13556735661642552,0.9979989994997499,-0.0041692034602783855,0.0,-0.0041692034602783855
PCA,original,B,linear,5,132,0.2593320235756385,0.05146535692572431,-0.18399165803349687,0.3196176779363266,1.0,0.013346615155590586,0.014400457585499316,-0.0010538424299087227
PCA,original,B,threshold,0,11,0.021611001964636542,0.41457005320599855,-0.05046965450112051,0.5878322310905563,0.992496248124062,0.00895927423431431,-0.0019526091501027797,0.01091188338441709
PCA,original,B,threshold,1,248,0.48722986247544203,0.3252372203177501,-0.030464126013391334,0.9599745266489342,1.0,0.15846528612731245,-0.025850969126569284,0.18431625525388173
PCA,original,B,threshold,2,10,0.019646365422396856,-0.043144039931025224,-0.29404398385419983,0.20664979884827311,0.9979989994997499,-0.0008476235742834032,-0.0013855067779903517,0.0005378832037069485
PCA,original,B,threshold,3,99,0.1944990176817289,0.03715031685515695,-0.05557588454627319,0.12718618530494527,1.0,0.007225700134893002,-0.008024531316786461,0.01525023145167946
PCA,original,B,threshold,4,9,0.01768172888015717,0.06435326555288189,-0.17271143011044587,0.15380209951700882,0.9979989994997499,0.0011378769940588152,0.0,0.0011378769940588152
PCA,original,B,threshold,5,132,0.2593320235756385,0.12724033732351803,-0.11691235579528314,0.4177258681719071,1.0,0.032997494158554776,0.05189315568285135,-0.01889566152429658
PCA,original,B,historical,0,11,0.021611001964636542,0.8372068748421992,0.44407406090827095,0.9846316800674224,0.992496248124062,0.01809287941702199,-0.0019526091501027797,0.02004548856712477
PCA,original,B,historical,1,248,0.48722986247544203,0.7096477965537022,0.5168898755272961,0.906608322641139,1.0,0.3457615983208608,-0.13771209767780146,0.48347369599866225
PCA,original,B,historical,2,10,0.019646365422396856,-0.13597398971484287,-1.409842184071065,0.8231755732747237,0.9979989994997499,-0.0026713946898790347,-0.01491428262902183,0.012242887939142796
PCA,original,B,historical,3,99,0.1944990176817289,0.41665595419962126,0.21835538066753762,0.6068627497290398,1.0,0.08103917380306976,-0.03060379254446379,0.11164296634753353
PCA,original,B,historical,4,9,0.01768172888015717,-0.29259290869259025,-0.7429218627894116,-0.1718792791976064,0.9979989994997499,-0.0051735484837589635,0.002014635607594597,-0.00718818409135356
PCA,original,B,historical,5,132,0.2593320235756385,0.557190503302122,0.2724269055159054,0.9301243626546651,1.0,0.14449734073846782,0.19703840184010452,-0.0525410611016367
PCA,original,B,state_hist,0,11,0.021611001964636542,0.07292307810666006,-0.5835273280784321,0.8158853396384123,0.992496248124062,0.0015759407842303745,0.006625246574585466,-0.005049305790355091
PCA,original,B,state_hist,1,248,0.48722986247544203,0.004949130431397847,-0.06256733965550582,0.07602219202461069,1.0,0.0024113641394629976,-0.007521963580366426,0.00993332771982942
PCA,original,B,state_hist,2,10,0.019646365422396856,-0.2654083480532793,-0.7714030958617275,0.14868504780609193,0.9979989994997499,-0.0052143093920094166,-0.00643933398469104,0.0012250245926816229
PCA,original,B,state_hist,3,99,0.1944990176817289,-0.044015496034231175,-0.10606847382074534,0.021669820061384636,1.0,-0.008560970741431997,0.0038045351369171004,-0.012365505878349097
PCA,original,B,state_hist,4,9,0.01768172888015717,-0.16430764351889168,-0.37205295233247454,-0.08342693492234514,0.9979989994997499,-0.002905243205638556,0.0018778196614924075,-0.0047830628671309645
PCA,original,B,state_hist,5,132,0.2593320235756385,-0.04840469544460524,-0.16895936659888344,0.05835358119612308,1.0,-0.012552887620211967,-0.04152734088119014,0.028974453260978167
PCA,own_scale,F,linear,0,11,0.021611001964636542,0.6136952891288918,0.3086539306163744,0.7188646588454535,0.992496248124062,0.013262570099052674,-0.0010297722604999003,0.014292342359552573
PCA,own_scale,F,linear,1,248,0.48722986247544203,0.28407692226161324,0.06298913345983534,0.5308267172441068,1.0,0.13841075976597267,0.017103469250278648,0.12130729051569403
PCA,own_scale,F,linear,2,10,0.019646365422396856,0.1406340892047026,-0.20582124540134064,0.4551199290461805,0.9979989994997499,0.0027629487073615447,-0.003386457024098315,0.00614940573145986
PCA,own_scale,F,linear,3,99,0.1944990176817289,0.318131225893284,0.11458259802730511,0.5087801223188185,1.0,0.061876210930127934,-0.01483506005212722,0.07671127098225516
PCA,own_scale,F,linear,4,9,0.01768172888015717,-0.2034911134815255,-0.30515233034405087,-0.09592985484928337,0.9979989994997499,-0.0035980746981016296,0.0,-0.0035980746981016296
PCA,own_scale,F,linear,5,132,0.2593320235756385,0.3841018773970773,0.119349044802366,0.7233088673550201,1.0,0.09960991712458586,0.09177835296163846,0.007831564162947401
PCA,own_scale,F,threshold,0,11,0.021611001964636542,0.4300184140155381,0.16800090641008145,0.5266431184823623,0.992496248124062,0.009293128790119684,-0.0010297722604999003,0.010322901050619586
PCA,own_scale,F,threshold,1,248,0.48722986247544203,0.16416440747227495,0.036581557402913724,0.2805267425676925,1.0,0.07998580167607895,0.000621537082558597,0.07936426459352035
PCA,own_scale,F,threshold,2,10,0.019646365422396856,-0.1217060713379136,-0.34089333683184647,0.2985674075063927,0.9979989994997499,-0.0023910819516289507,-0.0009757435675912053,-0.0014153383840377453
PCA,own_scale,F,threshold,3,99,0.1944990176817289,0.2960186777169285,0.0683223177604825,0.5584684702988392,1.0,0.05757534203138688,0.037429689537792264,0.020145652493594613
PCA,own_scale,F,threshold,4,9,0.01768172888015717,-0.01663682513155372,-0.30960689968604327,0.3108980388836847,0.9979989994997499,-0.00029416783140271806,0.0,-0.00029416783140271806
PCA,own_scale,F,threshold,5,132,0.2593320235756385,0.006588196965878239,-0.19009310167324375,0.22161255511633238,1.0,0.0017085304508760854,-0.020108944295817627,0.02181747474669371
PCA,own_scale,F,historical,0,11,0.021611001964636542,1.1124084675277026,0.4698479232979431,1.2740345384352043,0.992496248124062,0.02404026157721951,-0.0010297722604999003,0.02507003383771941
PCA,own_scale,F,historical,1,248,0.48722986247544203,0.727546894822386,0.47464351433519864,0.9844781420708898,1.0,0.354482573508746,-0.1674300017111415,0.5219125752198877
PCA,own_scale,F,historical,2,10,0.019646365422396856,0.0017766494866040094,-1.0576806296448698,0.7747976239498667,0.9979989994997499,3.490470504133614e-05,-0.011795284554642963,0.0118301892596843
PCA,own_scale,F,historical,3,99,0.1944990176817289,0.3980035373110864,0.17786730057564457,0.6095715876369271,1.0,0.07741129704085963,-0.03223189316613642,0.10964319020699603
PCA,own_scale,F,historical,4,9,0.01768172888015717,-0.19333968844925453,-0.5391409834443632,-0.010789678007202364,0.9979989994997499,-0.0034185799529337733,0.002014635607594597,-0.005433215560528371
PCA,own_scale,F,historical,5,132,0.2593320235756385,0.6530808677561869,0.3547116009488426,1.0519083148319441,1.0,0.1693647829937459,0.22629628015032083,-0.0569314971565749
PCA,own_scale,F,state_hist,0,11,0.021611001964636542,0.3481246707921634,-0.30167533502573174,1.1273624180771329,0.992496248124062,0.007523322944427893,0.007548083464188345,-2.476051976045156e-05
PCA,own_scale,F,state_hist,1,248,0.48722986247544203,0.022848228700081748,-0.07840180353079255,0.1271528507045788,1.0,0.011132339327348278,-0.03723986761370646,0.04837220694105473
PCA,own_scale,F,state_hist,2,10,0.019646365422396856,-0.12765770885183242,-0.42614588075249127,0.09382358932752775,0.9979989994997499,-0.0025080099970890457,-0.0033203359103121735,0.0008123259132231275
PCA,own_scale,F,state_hist,3,99,0.1944990176817289,-0.06266791292276606,-0.1308002284603924,0.008699882682684743,1.0,-0.012188847503642124,0.002176434515244469,-0.014365282018886592
PCA,own_scale,F,state_hist,4,9,0.01768172888015717,-0.06505442327555588,-0.23831065492670078,0.08733720119226655,0.9979989994997499,-0.0011502746748133653,0.0018778196614924075,-0.003028094336305773
PCA,own_scale,F,state_hist,5,132,0.2593320235756385,0.04748566900945964,-0.0620531798838199,0.1580532822653495,1.0,0.012314554635066154,-0.01226946257097381,0.024584017206039963
