definition,variant,reference,excluded_day,remaining_n,raw_gain_pct,calibrated_gain_pct
EQ,own_scale,threshold,2026-03-03T00:00:00+00:00,97,4.021649375280056,-1.8579505281175912
EQ,own_scale,threshold,2026-03-04T00:00:00+00:00,97,2.5939286942597506,-8.678575341089513
EQ,own_scale,threshold,2026-03-05T00:00:00+00:00,97,6.423158880443847,-2.7779948880848115
EQ,own_scale,threshold,2026-03-06T00:00:00+00:00,102,5.3256322687823765,-1.3844007213663412
EQ,own_scale,threshold,2026-03-09T00:00:00+00:00,96,1.9907180932821733,-3.1710786951742786
EQ,own_scale,threshold,2026-03-10T00:00:00+00:00,96,3.84189290124457,-1.7573249049238182
EQ,own_scale,threshold,2026-03-11T00:00:00+00:00,96,4.064235419684136,-2.1732516635281085
EQ,own_scale,threshold,2026-03-12T00:00:00+00:00,96,4.841284880182817,-2.217303991509878
EQ,own_scale,threshold,2026-03-13T00:00:00+00:00,101,4.124055184672315,-3.413032507941871
EQ,own_scale,threshold,2026-03-16T00:00:00+00:00,96,5.761907155577639,-3.7198962649331646
EQ,own_scale,threshold,2026-03-17T00:00:00+00:00,96,5.771643401728033,-1.5654143194727466
EQ,own_scale,threshold,2026-03-18T00:00:00+00:00,96,5.477380529148057,-2.061079424775225
EQ,own_scale,threshold,2026-03-19T00:00:00+00:00,102,1.3375175150727836,-2.1883227915000747
CAP,original,linear,2026-03-02T00:00:00+00:00,97,-5.4125482510951395,-4.62943756501677
CAP,original,linear,2026-03-03T00:00:00+00:00,97,-5.740168380100896,-4.795829506264249
CAP,original,linear,2026-03-04T00:00:00+00:00,97,-3.5146705141792633,-0.9907770149379269
CAP,original,linear,2026-03-05T00:00:00+00:00,97,-5.444602650991648,-4.808010982558053
CAP,original,linear,2026-03-06T00:00:00+00:00,102,-5.110729616116361,-4.456708807732257
CAP,original,linear,2026-03-09T00:00:00+00:00,96,-5.63250934568198,-4.585262066754625
CAP,original,linear,2026-03-10T00:00:00+00:00,96,-4.2715047900679926,-3.454974381649545
CAP,original,linear,2026-03-11T00:00:00+00:00,96,-3.4067544211585643,-2.696945058423794
CAP,original,linear,2026-03-12T00:00:00+00:00,96,-5.458425355882057,-3.068237335525814
CAP,original,linear,2026-03-13T00:00:00+00:00,101,-4.73123543223537,-4.263140706006996
CAP,original,linear,2026-03-16T00:00:00+00:00,96,-5.106549507313773,-4.116148181940837
CAP,original,linear,2026-03-17T00:00:00+00:00,96,-4.645427085690423,-3.644229867354265
CAP,original,linear,2026-03-18T00:00:00+00:00,96,-9.081262633289388,-9.779024582620877
CAP,original,linear,2026-03-19T00:00:00+00:00,102,-6.7863958260144575,-3.918006566428378
CAP,original,threshold,2026-03-02T00:00:00+00:00,97,-1.579350231091614,2.0750112149849675
CAP,original,threshold,2026-03-03T00:00:00+00:00,97,-1.9815917018937812,1.3986419687391782
CAP,original,threshold,2026-03-04T00:00:00+00:00,97,-1.2871637530311508,5.724100233899076
CAP,original,threshold,2026-03-05T00:00:00+00:00,97,-1.2757002923478256,2.274998933315764
CAP,original,threshold,2026-03-06T00:00:00+00:00,102,-1.8733605788610053,1.4638859353624967
CAP,original,threshold,2026-03-09T00:00:00+00:00,96,-2.132233190141486,0.9195453179750568
CAP,original,threshold,2026-03-10T00:00:00+00:00,96,0.41230138969383656,3.5157507668893806
CAP,original,threshold,2026-03-11T00:00:00+00:00,96,-1.057823587675677,4.028718010110788
CAP,original,threshold,2026-03-12T00:00:00+00:00,96,-2.0784215962299735,2.440334614708206
CAP,original,threshold,2026-03-13T00:00:00+00:00,101,0.254924284887581,2.486856768165191
CAP,original,threshold,2026-03-16T00:00:00+00:00,96,-1.555354234283457,2.1245548113815182
CAP,original,threshold,2026-03-17T00:00:00+00:00,96,-1.700127261331219,1.3105260706206212
CAP,original,threshold,2026-03-18T00:00:00+00:00,96,-4.27956262342204,-0.8734122823920831
CAP,original,threshold,2026-03-19T00:00:00+00:00,102,-1.612510173474857,2.477251875970232
CAP,own_scale,linear,2026-03-02T00:00:00+00:00,97,2.3503164068429228,-4.319829130814856
CAP,own_scale,linear,2026-03-03T00:00:00+00:00,97,1.48057640156678,-5.4294225792450135
CAP,own_scale,linear,2026-03-04T00:00:00+00:00,97,5.6536321728638095,1.0198313577322815
CAP,own_scale,linear,2026-03-05T00:00:00+00:00,97,-2.788856053720279,-11.089542288778365
CAP,own_scale,linear,2026-03-06T00:00:00+00:00,102,2.0658021158273754,-4.150039792179272
CAP,own_scale,linear,2026-03-09T00:00:00+00:00,96,2.720196140189546,-4.251898945007038
CAP,own_scale,linear,2026-03-10T00:00:00+00:00,96,6.919359030042582,-2.111139720840116
CAP,own_scale,linear,2026-03-11T00:00:00+00:00,96,4.1526353435366925,-2.425690592348073
CAP,own_scale,linear,2026-03-12T00:00:00+00:00,96,2.248655802259003,-4.7544040576878555
CAP,own_scale,linear,2026-03-13T00:00:00+00:00,101,1.3668657473457468,-4.626616415374096
CAP,own_scale,linear,2026-03-16T00:00:00+00:00,96,1.5584510828704823,-3.977034435668725
CAP,own_scale,linear,2026-03-17T00:00:00+00:00,96,-2.142362737574244,-3.4830953171332224
CAP,own_scale,linear,2026-03-18T00:00:00+00:00,96,2.531236613551713,-4.276942714039023
CAP,own_scale,linear,2026-03-19T00:00:00+00:00,102,-1.5765341746694084,-4.181400809045366
CAP,own_scale,threshold,2026-03-02T00:00:00+00:00,97,-2.07074781547687,-2.6964743817483816
CAP,own_scale,threshold,2026-03-03T00:00:00+00:00,97,-2.8541369164775343,-3.5126946178360985
CAP,own_scale,threshold,2026-03-04T00:00:00+00:00,97,-2.877860206848304,-0.5593562349418324
CAP,own_scale,threshold,2026-03-05T00:00:00+00:00,97,-2.20337374406272,-3.202240832096681
CAP,own_scale,threshold,2026-03-06T00:00:00+00:00,102,-2.095173604342926,-1.960892534416181
CAP,own_scale,threshold,2026-03-09T00:00:00+00:00,96,-4.319791745833457,-2.765606570962742
CAP,own_scale,threshold,2026-03-10T00:00:00+00:00,96,0.5498205775143816,-1.7155043120388624
CAP,own_scale,threshold,2026-03-11T00:00:00+00:00,96,-2.335401474711918,-2.1153015984958223
CAP,own_scale,threshold,2026-03-12T00:00:00+00:00,96,-2.686724055116674,-2.291978324339672
CAP,own_scale,threshold,2026-03-13T00:00:00+00:00,101,-1.4069036223873566,-2.0639587448857855
CAP,own_scale,threshold,2026-03-16T00:00:00+00:00,96,-3.9616909367622632,-1.9233538393432559
CAP,own_scale,threshold,2026-03-17T00:00:00+00:00,96,-2.2632454349862607,-2.868847760260085
CAP,own_scale,threshold,2026-03-18T00:00:00+00:00,96,-5.618681305621487,-5.933349827187739
CAP,own_scale,threshold,2026-03-19T00:00:00+00:00,102,-2.658849953302367,-2.2230289823532257
PCA,original,linear,2026-03-02T00:00:00+00:00,97,5.675537141088327,-2.832033978334225
PCA,original,linear,2026-03-03T00:00:00+00:00,97,4.98433026477726,-2.8642096840906017
PCA,original,linear,2026-03-04T00:00:00+00:00,97,4.090737746498563,-8.717865215910914
PCA,original,linear,2026-03-05T00:00:00+00:00,97,6.155094346246626,-4.583321496457016
PCA,original,linear,2026-03-06T00:00:00+00:00,102,5.937303757218082,-2.645532137504447
PCA,original,linear,2026-03-09T00:00:00+00:00,96,2.7653372498688045,-5.005579389623627
PCA,original,linear,2026-03-10T00:00:00+00:00,96,3.8670517838783836,-4.067485358977585
PCA,original,linear,2026-03-11T00:00:00+00:00,96,4.588605826009862,-3.459338579229332
PCA,original,linear,2026-03-12T00:00:00+00:00,96,5.7401220981228125,-4.241454004237388
PCA,original,linear,2026-03-13T00:00:00+00:00,101,5.198008582054836,-3.875360341872236
PCA,original,linear,2026-03-16T00:00:00+00:00,96,5.580595018066791,-4.575326041694994
PCA,original,linear,2026-03-17T00:00:00+00:00,96,8.631889949983629,-0.7969775031402504
PCA,original,linear,2026-03-18T00:00:00+00:00,96,6.028864296901027,-2.825595987676932
PCA,original,linear,2026-03-19T00:00:00+00:00,102,3.0752742325406035,-3.6042477135474593
PCA,original,threshold,2026-03-02T00:00:00+00:00,97,14.127540886078583,-1.2169295100011635
PCA,original,threshold,2026-03-03T00:00:00+00:00,97,13.230680747577306,-1.7725660392660991
PCA,original,threshold,2026-03-04T00:00:00+00:00,97,13.393379284380014,-8.065295728477562
PCA,original,threshold,2026-03-05T00:00:00+00:00,97,15.855095258253293,-2.4411784349500643
PCA,original,threshold,2026-03-06T00:00:00+00:00,102,13.808810450623831,-2.6991027749940777
PCA,original,threshold,2026-03-09T00:00:00+00:00,96,11.053891118236159,-3.4970854456558564
PCA,original,threshold,2026-03-10T00:00:00+00:00,96,13.646948145398808,-1.9627243864950294
PCA,original,threshold,2026-03-11T00:00:00+00:00,96,13.07499469000154,-1.8076895712971774
PCA,original,threshold,2026-03-12T00:00:00+00:00,96,14.867084467592406,-2.3386688347522444
PCA,original,threshold,2026-03-13T00:00:00+00:00,101,13.125121166333575,-2.958149864481663
PCA,original,threshold,2026-03-16T00:00:00+00:00,96,15.192645141841687,-3.7321681318876365
PCA,original,threshold,2026-03-17T00:00:00+00:00,96,16.516610968409406,0.32486580708145363
PCA,original,threshold,2026-03-18T00:00:00+00:00,96,14.911063572736838,-2.0164350325128977
PCA,original,threshold,2026-03-19T00:00:00+00:00,102,10.963300930663289,-2.146027146286422
PCA,own_scale,linear,2026-03-02T00:00:00+00:00,97,8.152422698262573,-2.8528104620880956
PCA,own_scale,linear,2026-03-03T00:00:00+00:00,97,7.427562735802018,-2.833143624356005
PCA,own_scale,linear,2026-03-04T00:00:00+00:00,97,4.804123987603514,-11.948433964496852
PCA,own_scale,linear,2026-03-05T00:00:00+00:00,97,8.713943520169066,-4.209767545798071
PCA,own_scale,linear,2026-03-06T00:00:00+00:00,102,8.111990293577486,-2.573307191570051
PCA,own_scale,linear,2026-03-09T00:00:00+00:00,96,4.741657244957553,-5.105861970407455
PCA,own_scale,linear,2026-03-10T00:00:00+00:00,96,5.887479371580806,-4.140612925015175
PCA,own_scale,linear,2026-03-11T00:00:00+00:00,96,6.975007310913417,-3.465486193545053
PCA,own_scale,linear,2026-03-12T00:00:00+00:00,96,8.157490964618985,-4.463330514367114
PCA,own_scale,linear,2026-03-13T00:00:00+00:00,101,7.880820708130054,-3.7892135129473647
PCA,own_scale,linear,2026-03-16T00:00:00+00:00,96,8.028540526782923,-4.5217286872334395
PCA,own_scale,linear,2026-03-17T00:00:00+00:00,96,11.032150918923133,-1.1938852424975055
PCA,own_scale,linear,2026-03-18T00:00:00+00:00,96,8.73470624243856,-2.598156131032403
PCA,own_scale,linear,2026-03-19T00:00:00+00:00,102,5.162504857694317,-3.7577722685816273
PCA,own_scale,threshold,2026-03-02T00:00:00+00:00,97,2.079329365165039,3.6351487268338256
PCA,own_scale,threshold,2026-03-03T00:00:00+00:00,97,2.6925252265479926,4.30295665015209
PCA,own_scale,threshold,2026-03-04T00:00:00+00:00,97,3.100626240575266,5.281523096790009
PCA,own_scale,threshold,2026-03-05T00:00:00+00:00,97,3.8731523696476478,3.9249276954560375
PCA,own_scale,threshold,2026-03-06T00:00:00+00:00,102,2.1091952248038504,3.1279711956437084
PCA,own_scale,threshold,2026-03-09T00:00:00+00:00,96,0.03918113279377522,3.6544334793748745
PCA,own_scale,threshold,2026-03-10T00:00:00+00:00,96,4.914203366850423,4.606658184976675
PCA,own_scale,threshold,2026-03-11T00:00:00+00:00,96,5.136770849871574,3.622230590354103
PCA,own_scale,threshold,2026-03-12T00:00:00+00:00,96,1.7092475357110781,3.490102270935347
PCA,own_scale,threshold,2026-03-13T00:00:00+00:00,101,3.813271671881746,3.6895236237182716
PCA,own_scale,threshold,2026-03-16T00:00:00+00:00,96,2.156625311927718,4.3142808388369485
PCA,own_scale,threshold,2026-03-17T00:00:00+00:00,96,5.983046743367404,3.9407016942806017
PCA,own_scale,threshold,2026-03-18T00:00:00+00:00,96,-0.5103748629577076,-0.9075350705889385
PCA,own_scale,threshold,2026-03-19T00:00:00+00:00,102,0.13372742431352336,3.5899658442277937
