sample,definition,variant,calibration,comparison,n,fold,month_n,difference_bp,improvement_pct,improvement_lo,improvement_hi,p_centered_boot
full,EQ,original,calibrated,position_F_vs_B,509,2026-01,137,0.08626968363380644,5.829503749293852,-7.034926418045505,13.63292459290575,0.3465
full,EQ,original,calibrated,position_F_vs_B,509,2026-02,128,0.02109789785010831,1.1688130184233425,-0.5469681083363994,2.9696590139243355,0.208
full,EQ,original,calibrated,position_F_vs_B,509,2026-03,105,-0.04155354854683836,-1.9687682516710936,-5.553792083681662,2.0656594827713732,0.3325
full,EQ,original,calibrated,total_F_vs_R,509,2025-12,139,0.032810039593397115,1.484804959878483,-3.08499474576949,8.8335447458316,0.583
full,EQ,original,calibrated,total_F_vs_R,509,2026-01,137,0.05927335851241076,4.079703217607477,-13.123716137084816,16.29142422007647,0.594
full,EQ,original,calibrated,total_F_vs_R,509,2026-02,128,0.0396139538684414,2.1723101580724324,0.09095767131167172,4.004263430431686,0.022
full,EQ,original,calibrated,total_F_vs_R,509,2026-03,105,-0.08048186027762103,-3.884806097382887,-8.293738717200343,2.491977402465237,0.2465
full,EQ,original,calibrated,ml_vs_threshold_F,509,2025-12,139,0.3005742824345634,12.132235454600714,2.961101562220867,22.3931459754102,0.007
full,EQ,original,calibrated,ml_vs_threshold_F,509,2026-01,137,0.13655486354338525,8.92418866187149,-3.460611259009515,19.70495013759963,0.142
full,EQ,original,calibrated,ml_vs_threshold_F,509,2026-02,128,0.4401764795002175,19.790782125610285,6.333802715716879,33.24074477206369,0.0075
full,EQ,original,calibrated,ml_vs_threshold_F,509,2026-03,105,-0.07673772372488039,-3.697396911279016,-13.890452810969485,3.0614691072277043,0.358
full,EQ,own_scale,raw,nonlinear_R,509,2025-12,139,0.23173510644666243,9.417547722840947,-7.184915514409929,16.636232057626582,0.3435
full,EQ,own_scale,raw,nonlinear_R,509,2026-01,137,0.0703676335512027,4.7210185302671075,-6.63710532275358,17.231194117295782,0.451
full,EQ,own_scale,raw,nonlinear_R,509,2026-02,128,-0.02982714588409595,-1.5652721154099103,-20.916489195320676,13.001560914150888,0.846
full,EQ,own_scale,raw,nonlinear_R,509,2026-03,105,0.13271967730000817,4.9971482157048275,-10.04516826171524,16.504370802922693,0.481
full,EQ,own_scale,raw,nonlinear_F,509,2025-12,139,0.36343981314035856,14.450633455517137,-5.1490511707535775,23.704310072117348,0.2945
full,EQ,own_scale,raw,nonlinear_F,509,2026-01,137,0.028350870273673896,1.8865512166051035,-21.944877701313796,18.466388856028185,0.8425
full,EQ,own_scale,raw,nonlinear_F,509,2026-02,128,0.4242717999393094,18.629950934236174,6.628177804600782,27.589823503300686,0.002
full,EQ,own_scale,raw,nonlinear_F,509,2026-03,105,0.16197554808233647,5.803623156279625,-5.464101056590815,16.31662095591003,0.291
full,EQ,own_scale,raw,market_B_vs_R,509,2025-12,139,-0.009861867181094178,-0.44244681510787753,-9.723699429256321,4.279956541320595,0.87
full,EQ,own_scale,raw,market_B_vs_R,509,2026-01,137,0.0076017892162092635,0.5352805663350613,-8.745146335546748,8.11404105318359,0.8975
full,EQ,own_scale,raw,market_B_vs_R,509,2026-02,128,0.006557061739510855,0.33879905217090167,-0.9257287688929837,1.6704328330666813,0.5895
full,EQ,own_scale,raw,market_B_vs_R,509,2026-03,105,-0.22159391026797312,-8.782296450958448,-15.610701697193484,-4.2650064190885635,0.004
full,EQ,own_scale,raw,position_F_vs_B,509,2025-12,139,0.08719596763561663,3.894763055951933,0.4983536475272936,10.880107470048403,0.035
full,EQ,own_scale,raw,position_F_vs_B,509,2026-01,137,-0.06188876176429775,-4.3813544095256285,-26.645382166934926,10.206110151873071,0.621
full,EQ,own_scale,raw,position_F_vs_B,509,2026-02,128,0.0757344478380693,3.9264517133718924,-0.1777372768257393,7.0517605244788655,0.031
full,EQ,own_scale,raw,position_F_vs_B,509,2026-03,105,0.11581972843035326,4.219632136316598,-0.46516038198315024,9.544605245342161,0.104
full,EQ,own_scale,raw,total_F_vs_R,509,2025-12,139,0.07733410045452245,3.4695484959411216,0.1147841082047261,8.614014863022286,0.0575
full,EQ,own_scale,raw,total_F_vs_R,509,2026-01,137,-0.054286972548088466,-3.8226213044941115,-26.231610719353196,12.134669438820962,0.7125
full,EQ,own_scale,raw,total_F_vs_R,509,2026-02,128,0.08229150957758016,4.251947984353944,0.8847285057601192,6.894931515027917,0.0105
full,EQ,own_scale,raw,total_F_vs_R,509,2026-03,105,-0.10577418183761987,-4.192083711290628,-9.474988752500193,-0.7234051208954896,0.0595
full,EQ,own_scale,raw,ml_vs_threshold_F,509,2025-12,139,0.22085482882595417,9.309109757251388,-2.056068257503231,16.45715238072212,0.092
full,EQ,own_scale,raw,ml_vs_threshold_F,509,2026-01,137,0.03467400176730603,2.297643624950063,-17.0535453874615,17.304903967710207,0.803
full,EQ,own_scale,raw,ml_vs_threshold_F,509,2026-02,128,0.16660033698772586,8.24879688844895,-7.8362130602798326,25.126888787268765,0.3335
full,EQ,own_scale,raw,ml_vs_threshold_F,509,2026-03,105,0.11682807109606697,4.254805765214142,-5.00507285898597,11.894393530934096,0.297
full,EQ,own_scale,calibrated,nonlinear_R,509,2025-12,139,0.33641398436767433,13.11409862842986,-4.162571006929241,22.200063900812363,0.106
full,EQ,own_scale,calibrated,nonlinear_R,509,2026-01,137,0.12296688866007437,7.511720866782601,0.2836862345237738,14.085828925977752,0.0435
full,EQ,own_scale,calibrated,nonlinear_R,509,2026-02,128,-0.06726766208943649,-3.661271976289715,-14.131870145657452,6.457105631308888,0.487
full,EQ,own_scale,calibrated,nonlinear_R,509,2026-03,105,-0.14476392526568405,-7.0970863327338485,-19.839938131540208,2.8883811944470836,0.1885
full,EQ,own_scale,calibrated,nonlinear_F,509,2025-12,139,0.5779807473827004,20.980800311903025,4.110899313518646,32.437986431952865,0.021
full,EQ,own_scale,calibrated,nonlinear_F,509,2026-01,137,0.2488382240591647,15.075983677070603,-0.6111169147357659,27.67712665886387,0.048
full,EQ,own_scale,calibrated,nonlinear_F,509,2026-02,128,0.40670882384123513,18.470480205825258,13.791339451388142,23.90443721098612,0.0005
full,EQ,own_scale,calibrated,nonlinear_F,509,2026-03,105,-0.10260309894281898,-4.9875960963747135,-18.434683510177106,3.3761743972794007,0.3265
full,EQ,own_scale,calibrated,market_B_vs_R,509,2025-12,139,-0.014807707185497499,-0.6643591363919565,-3.8148222925302884,1.1884211956441473,0.521
full,EQ,own_scale,calibrated,market_B_vs_R,509,2026-01,137,0.046378980439182246,3.063273367176378,-3.87068877489066,9.576728746608673,0.3575
full,EQ,own_scale,calibrated,market_B_vs_R,509,2026-02,128,-0.00997025924548104,-0.5234986607580705,-3.0219843196086686,1.7061368658866942,0.6245
full,EQ,own_scale,calibrated,market_B_vs_R,509,2026-03,105,0.09800937812765015,4.486521112049369,-0.8319781871849476,7.547447091685454,0.0675
full,EQ,own_scale,calibrated,position_F_vs_B,509,2025-12,139,0.06685139901241827,2.9795443982385095,0.8033226604175175,7.748060449770494,0.0135
full,EQ,own_scale,calibrated,position_F_vs_B,509,2026-01,137,0.06593214528322537,4.4923482370863965,-7.851309120906849,12.260499392268756,0.499
full,EQ,own_scale,calibrated,position_F_vs_B,509,2026-02,128,0.11928286136730445,6.230452321997449,3.358530330786025,8.873623051927183,0.001
full,EQ,own_scale,calibrated,position_F_vs_B,509,2026-03,105,-0.07324831177802198,-3.510548990023965,-7.243842519079064,0.14445238098530158,0.1115
full,EQ,own_scale,calibrated,total_F_vs_R,509,2025-12,139,0.05204369182692077,2.334980137279108,0.5382291131369965,6.70520066296669,0.041
full,EQ,own_scale,calibrated,total_F_vs_R,509,2026-01,137,0.1123111257224076,7.418008697155298,-4.0527566075554,17.385074597468364,0.1975
full,EQ,own_scale,calibrated,total_F_vs_R,509,2026-02,128,0.10931260212182345,5.739569995704208,3.7200729330297064,7.679071606595238,0.0005
full,EQ,own_scale,calibrated,total_F_vs_R,509,2026-03,105,0.024761066349628175,1.1334736436116821,-2.2263033002433747,5.058682764866749,0.5505
full,EQ,own_scale,calibrated,ml_vs_threshold_F,509,2025-12,139,0.2807052553277881,11.422240164059538,2.835183926535322,22.596170407437846,0.0085
full,EQ,own_scale,calibrated,ml_vs_threshold_F,509,2026-01,137,0.07331222175299082,4.970204042042581,-10.732295798128217,15.955952550034155,0.483
full,EQ,own_scale,calibrated,ml_vs_threshold_F,509,2026-02,128,0.1668987899619626,8.506002362756327,-3.8350601765619023,20.09819838546392,0.1765
full,EQ,own_scale,calibrated,ml_vs_threshold_F,509,2026-03,105,-0.05650942935625797,-2.686755587172618,-10.481472845198676,3.15653610062301,0.4265
full,CAP,original,raw,nonlinear_R,509,2025-12,139,0.17674424852480142,12.909151825231646,5.234939144949547,21.879359292582347,0.003
full,CAP,original,raw,nonlinear_R,509,2026-01,137,-0.00969619969783944,-0.9231899669714272,-13.816287532204315,9.379854730344853,0.8805
full,CAP,original,raw,nonlinear_R,509,2026-02,128,0.06295939084761507,4.669736944530134,-3.8513126960370094,12.534775060103705,0.2785
full,CAP,original,raw,nonlinear_R,509,2026-03,105,-0.03714751216532101,-2.0979126145366234,-9.186585715456348,2.69606303147801,0.433
full,CAP,original,raw,nonlinear_F,509,2025-12,139,0.1382602309106242,10.098333196773746,2.223669371074661,18.012144379036936,0.0115
full,CAP,original,raw,nonlinear_F,509,2026-01,137,-0.026110408091151588,-2.48601179167669,-13.247739647829881,6.341946558563374,0.6015
full,CAP,original,raw,nonlinear_F,509,2026-02,128,0.06215979041761972,4.610430086275286,-3.6754465560741023,12.222947550774851,0.2695
full,CAP,original,raw,nonlinear_F,509,2026-03,105,-0.0915608665660021,-5.3031785005676735,-13.53318647027046,3.517967534891788,0.2725
full,CAP,original,raw,market_B_vs_R,509,2025-12,139,-0.02088256279895637,-1.7513126889877606,-3.3008116104985126,-0.1370273043123263,0.0275
full,CAP,original,raw,market_B_vs_R,509,2026-01,137,-0.001912530256081747,-0.18042921922849509,-2.8339753714747316,2.5500061363008673,0.8925
full,CAP,original,raw,market_B_vs_R,509,2026-02,128,0.000891874839499971,0.06939129940197741,-0.12693160405127213,0.27707470716381205,0.535
full,CAP,original,raw,market_B_vs_R,509,2026-03,105,-0.09096201412747973,-5.031539261107998,-9.808046958795689,1.356999159085373,0.08
full,CAP,original,raw,position_F_vs_B,509,2025-12,139,-0.017601454815220897,-1.4507361816216813,-2.888400287935583,-0.027108776341826974,0.029
full,CAP,original,raw,position_F_vs_B,509,2026-01,137,-0.014501678137230389,-1.3656327683767122,-3.4812707222957706,0.48786648782419206,0.1935
full,CAP,original,raw,position_F_vs_B,509,2026-02,128,-0.0016914752694953258,-0.1316946788088469,-0.496578565048448,0.23601257596597627,0.502
full,CAP,original,raw,position_F_vs_B,509,2026-03,105,0.08070977155429356,4.250570125532227,0.8800811823388404,7.203904262270453,0.007
full,CAP,original,raw,total_F_vs_R,509,2025-12,139,-0.03848401761417727,-3.227455797441925,-5.814289345574844,-0.39297484111350856,0.015
full,CAP,original,raw,total_F_vs_R,509,2026-01,137,-0.016414208393312132,-1.5485259881467428,-5.988359852141463,1.6750541920002315,0.4665
full,CAP,original,raw,total_F_vs_R,509,2026-02,128,-0.0007996004299953541,-0.0622119947579991,-0.4815544760052491,0.3670927412397905,0.785
full,CAP,original,raw,total_F_vs_R,509,2026-03,105,-0.01025224257318619,-0.5671000308886676,-5.147834388098407,4.911105248843963,0.8195
full,CAP,original,raw,ml_vs_threshold_F,509,2025-12,139,-0.029204660588159886,-2.4303309283081997,-10.013093675062267,2.1439161432331466,0.381
full,CAP,original,raw,ml_vs_threshold_F,509,2026-01,137,0.03147907935126068,2.841373467523356,-4.561872199072766,9.077926771430166,0.4415
full,CAP,original,raw,ml_vs_threshold_F,509,2026-02,128,-0.031129870657626412,-2.4805604588068686,-6.885756730360759,1.6750645897047722,0.23
full,CAP,original,raw,ml_vs_threshold_F,509,2026-03,105,-0.027502286574147987,-1.5359371880031558,-9.547408467023061,5.070257100776985,0.689
full,CAP,original,calibrated,nonlinear_R,509,2025-12,139,0.5324142447117237,27.707443376892847,12.150977734319527,36.93670680465249,0.001
full,CAP,original,calibrated,nonlinear_R,509,2026-01,137,0.031596468834915806,2.9304476466947893,-5.169321932104407,9.324711654407603,0.4555
full,CAP,original,calibrated,nonlinear_R,509,2026-02,128,0.06232513003749955,4.544695330516335,-2.462633742169329,11.10388027947291,0.2235
full,CAP,original,calibrated,nonlinear_R,509,2026-03,105,-0.04080326483868754,-2.535753308529909,-9.879547049260871,4.4534955947873565,0.5055
full,CAP,original,calibrated,nonlinear_F,509,2025-12,139,0.5422983568123962,28.221823822345694,11.947784848752313,37.836005871530105,0.001
full,CAP,original,calibrated,nonlinear_F,509,2026-01,137,0.012448804555102957,1.154577437221449,-5.480740045795627,7.295322716510472,0.7335
full,CAP,original,calibrated,nonlinear_F,509,2026-02,128,0.0582571077514297,4.248058614687356,-2.446563733230623,10.654580698191376,0.238
full,CAP,original,calibrated,nonlinear_F,509,2026-03,105,-0.06720236625207525,-4.2253788977049345,-13.024581660426225,5.9102447166033745,0.446
full,CAP,original,calibrated,market_B_vs_R,509,2025-12,139,0.018889926853142867,1.359826437190137,-0.28708229224961657,2.740647426892256,0.097
full,CAP,original,calibrated,market_B_vs_R,509,2026-01,137,0.00849485823097924,0.8116495014268033,-1.1934515951424296,3.00775409690883,0.4135
full,CAP,original,calibrated,market_B_vs_R,509,2026-02,128,0.0037577224087666497,0.2870557213695446,-0.14006985311101633,0.8346741275470949,0.2365
full,CAP,original,calibrated,market_B_vs_R,509,2026-03,105,-0.06115754360619837,-3.706694501697827,-12.25335395742805,3.2114651214404697,0.3195
full,CAP,original,calibrated,position_F_vs_B,509,2025-12,139,-0.009005814752470394,-0.6572375767168959,-2.125342308115914,0.554867571692824,0.2925
full,CAP,original,calibrated,position_F_vs_B,509,2026-01,137,-0.027642522510792075,-2.662743877212126,-4.113867278252522,-1.1422728508839208,0.0015
full,CAP,original,calibrated,position_F_vs_B,509,2026-02,128,-0.007825744694836503,-0.5995365273143705,-1.2780721735054925,-0.009677219574370144,0.0615
full,CAP,original,calibrated,position_F_vs_B,509,2026-03,105,0.0534305984679461,3.1226262545814176,0.18231138679970746,7.42088502314524,0.036
full,CAP,original,calibrated,total_F_vs_R,509,2025-12,139,0.00988411210067248,0.711526150796582,-1.691296206306123,2.2456134725250188,0.4895
full,CAP,original,calibrated,total_F_vs_R,509,2026-01,137,-0.019147664279812824,-1.8294822283816403,-5.019056152686696,0.9841823879470567,0.2355
full,CAP,original,calibrated,total_F_vs_R,509,2026-02,128,-0.004068022286069855,-0.31075980204147147,-0.8365668367425902,0.21579825849418433,0.26
full,CAP,original,calibrated,total_F_vs_R,509,2026-03,105,-0.007726945138252266,-0.4683220314292802,-4.905791481928616,3.85804734250915,0.8375
full,CAP,original,calibrated,ml_vs_threshold_F,509,2025-12,139,0.4867559887237482,26.085329082782806,-0.012628842451331451,38.42664360900955,0.039
full,CAP,original,calibrated,ml_vs_threshold_F,509,2026-01,137,0.06331252777609579,5.607459961810257,-3.641853756194143,16.14180864137247,0.2905
full,CAP,original,calibrated,ml_vs_threshold_F,509,2026-02,128,-0.01942295337539322,-1.5013469492067166,-6.0089364426532095,3.3873132018774,0.5415
full,CAP,original,calibrated,ml_vs_threshold_F,509,2026-03,105,0.037613047968883054,2.218716797575837,-5.3802277362681075,12.915811571407069,0.643
full,CAP,own_scale,raw,nonlinear_R,509,2025-12,139,0.17585660335527875,12.844319467992626,5.137351968368971,21.859885515977297,0.003
full,CAP,own_scale,raw,nonlinear_R,509,2026-01,137,-0.00969619969783944,-0.9231899669714272,-13.816287532204315,9.379854730344853,0.8805
full,CAP,own_scale,raw,nonlinear_R,509,2026-02,128,0.06295939084761507,4.669736944530134,-3.8513126960370094,12.534775060103705,0.2785
full,CAP,own_scale,raw,nonlinear_R,509,2026-03,105,-0.13514183767140117,-7.708988040002729,-15.987523277187789,-0.9327714213386541,0.0285
full,CAP,own_scale,raw,nonlinear_F,509,2025-12,139,0.1382602309106242,10.098333196773746,2.223669371074661,18.012144379036936,0.0115
full,CAP,own_scale,raw,nonlinear_F,509,2026-01,137,-0.026110408091151588,-2.48601179167669,-13.247739647829881,6.341946558563374,0.6015
full,CAP,own_scale,raw,nonlinear_F,509,2026-02,128,0.06215979041761972,4.610430086275286,-3.6754465560741023,12.222947550774851,0.2695
full,CAP,own_scale,raw,nonlinear_F,509,2026-03,105,0.03464412307649482,1.8633568440387438,-18.722472533528226,19.792476911802265,0.8535
full,CAP,own_scale,raw,market_B_vs_R,509,2025-12,139,-0.019994917629433655,-1.675623102106849,-3.2292204943537217,-0.13878782824224772,0.026
full,CAP,own_scale,raw,market_B_vs_R,509,2026-01,137,-0.001912530256081747,-0.18042921922849509,-2.8339753714747316,2.5500061363008673,0.8925
full,CAP,own_scale,raw,market_B_vs_R,509,2026-02,128,0.000891874839499971,0.06939129940197741,-0.12693160405127213,0.27707470716381205,0.535
full,CAP,own_scale,raw,market_B_vs_R,509,2026-03,105,-0.007588804741374795,-0.4019101597921404,-0.7557177027231347,0.2512023490876496,0.1395
full,CAP,own_scale,raw,position_F_vs_B,509,2025-12,139,-0.017601454815220897,-1.4507361816216813,-2.888400287935583,-0.027108776341826974,0.029
full,CAP,own_scale,raw,position_F_vs_B,509,2026-01,137,-0.014501678137230389,-1.3656327683767122,-3.4812707222957706,0.48786648782419206,0.1935
full,CAP,own_scale,raw,position_F_vs_B,509,2026-02,128,-0.0016914752694953258,-0.1316946788088469,-0.496578565048448,0.23601257596597627,0.502
full,CAP,own_scale,raw,position_F_vs_B,509,2026-03,105,0.07118547405104228,3.7549573821037074,0.48212937677945916,6.583588934867583,0.0185
full,CAP,own_scale,raw,total_F_vs_R,509,2025-12,139,-0.037596372444654545,-3.1506681543384207,-5.740710982990306,-0.406212835175838,0.0125
full,CAP,own_scale,raw,total_F_vs_R,509,2026-01,137,-0.016414208393312132,-1.5485259881467428,-5.988359852141463,1.6750541920002315,0.4665
full,CAP,own_scale,raw,total_F_vs_R,509,2026-02,128,-0.0007996004299953541,-0.0622119947579991,-0.4815544760052491,0.3670927412397905,0.785
full,CAP,own_scale,raw,total_F_vs_R,509,2026-03,105,0.06359666930966748,3.3681387775260974,0.15716886693929683,6.477481876582848,0.037
full,CAP,own_scale,raw,ml_vs_threshold_F,509,2025-12,139,-0.017214436814987927,-1.4183851798610814,-9.379378563049796,3.5212297912259314,0.6325
full,CAP,own_scale,raw,ml_vs_threshold_F,509,2026-01,137,0.03544556222940862,3.1879835154811853,-4.4164625780421645,9.568761983482014,0.42
full,CAP,own_scale,raw,ml_vs_threshold_F,509,2026-02,128,0.027029726118088675,2.0584467692734254,-1.8153486961035623,5.710811228344079,0.315
full,CAP,own_scale,raw,ml_vs_threshold_F,509,2026-03,105,-0.04632105328148682,-2.6048429716508226,-10.169983395665378,5.819680784245208,0.543
full,CAP,own_scale,calibrated,nonlinear_R,509,2025-12,139,0.5327949532120465,27.727255880635127,12.18354628174081,36.972843767877904,0.001
full,CAP,own_scale,calibrated,nonlinear_R,509,2026-01,137,0.031584604177516254,2.9293472465982684,-5.168126842388979,9.322351786742718,0.4555
full,CAP,own_scale,calibrated,nonlinear_R,509,2026-02,128,0.06232513003749955,4.544695330516335,-2.462633742169329,11.10388027947291,0.2235
full,CAP,own_scale,calibrated,nonlinear_R,509,2026-03,105,-0.09433654634896868,-5.86678791302031,-15.646029089528325,1.2608239066430826,0.1205
full,CAP,own_scale,calibrated,nonlinear_F,509,2025-12,139,0.5422983568123962,28.221823822345694,11.947784848752313,37.836005871530105,0.001
full,CAP,own_scale,calibrated,nonlinear_F,509,2026-01,137,0.012448804555102957,1.154577437221449,-5.480740045795627,7.295322716510472,0.7335
full,CAP,own_scale,calibrated,nonlinear_F,509,2026-02,128,0.0582571077514297,4.248058614687356,-2.446563733230623,10.654580698191376,0.238
full,CAP,own_scale,calibrated,nonlinear_F,509,2026-03,105,-0.06630567207664606,-4.1804778517466,-13.264063757496286,6.713331170096501,0.3735
full,CAP,own_scale,calibrated,market_B_vs_R,509,2025-12,139,0.01850921835282013,1.3327856926928172,-0.29109099879805167,2.712886284109513,0.099
full,CAP,own_scale,calibrated,market_B_vs_R,509,2026-01,137,0.008506722888378795,0.8127739079015317,-1.19162482855741,3.0095537803986114,0.4135
full,CAP,own_scale,calibrated,market_B_vs_R,509,2026-02,128,0.0037577224087666497,0.2870557213695446,-0.14006985311101633,0.8346741275470949,0.2365
full,CAP,own_scale,calibrated,market_B_vs_R,509,2026-03,105,-0.010398254860362771,-0.610831095000397,-1.0302678730264165,-0.07853630786330273,0.0115
full,CAP,own_scale,calibrated,position_F_vs_B,509,2025-12,139,-0.009005814752470394,-0.6572375767168959,-2.125342308115914,0.554867571692824,0.2925
full,CAP,own_scale,calibrated,position_F_vs_B,509,2026-01,137,-0.027642522510792075,-2.662743877212126,-4.113867278252522,-1.1422728508839208,0.0015
full,CAP,own_scale,calibrated,position_F_vs_B,509,2026-02,128,-0.007825744694836503,-0.5995365273143705,-1.2780721735054925,-0.009677219574370144,0.0615
full,CAP,own_scale,calibrated,position_F_vs_B,509,2026-03,105,0.060326430647828784,3.522277535788998,0.5970551305824827,7.730398012656273,0.015
full,CAP,own_scale,calibrated,total_F_vs_R,509,2025-12,139,0.009503403600349736,0.6843076843654039,-1.6725608429142855,2.1758505448328127,0.497
full,CAP,own_scale,calibrated,total_F_vs_R,509,2026-01,137,-0.01913579962241327,-1.828327881842351,-5.017030808431242,0.9857604583280376,0.236
full,CAP,own_scale,calibrated,total_F_vs_R,509,2026-02,128,-0.004068022286069855,-0.31075980204147147,-0.8365668367425902,0.21579825849418433,0.26
full,CAP,own_scale,calibrated,total_F_vs_R,509,2026-03,105,0.049928175787466014,2.932961607229423,-0.20867231967033512,7.522088117172834,0.0955
full,CAP,own_scale,calibrated,ml_vs_threshold_F,509,2025-12,139,0.5460066332246207,28.360076642529584,1.353295432372021,40.71409035678943,0.033
full,CAP,own_scale,calibrated,ml_vs_threshold_F,509,2026-01,137,0.04149644722638606,3.747667342327199,-1.4891076412268076,8.497872207505301,0.147
full,CAP,own_scale,calibrated,ml_vs_threshold_F,509,2026-02,128,0.014010916942344654,1.055726000322077,-2.5715534976668817,5.331096859099336,0.6095
full,CAP,own_scale,calibrated,ml_vs_threshold_F,509,2026-03,105,-0.04126685265717733,-2.561380540561631,-8.51044837180996,4.099352107144293,0.502
