definition,variant,information,fold,candidate,kind,n,score
PCA,original,B,2026-02,24,boosting,400,2.0725409562854247
PCA,original,B,2026-02,25,boosting,400,2.076123410208886
PCA,original,B,2026-02,26,boosting,400,2.0523417067906577
PCA,original,B,2026-02,27,boosting,400,1.7713720734792116
PCA,original,B,2026-02,28,boosting,400,1.764410319751983
PCA,original,B,2026-02,29,boosting,400,1.7641303396188437
PCA,original,B,2026-02,30,boosting,400,2.147111670912657
PCA,original,B,2026-02,31,boosting,400,2.188102823966298
PCA,original,B,2026-02,32,boosting,400,2.1708921630516493
PCA,original,B,2026-02,33,boosting,400,1.7920104719831582
PCA,original,B,2026-02,34,boosting,400,1.8423050519507682
PCA,original,B,2026-02,35,boosting,400,1.8243222828400822
PCA,original,B,2026-02,36,threshold,400,2.5247840765013674
PCA,original,B,2026-02,37,threshold,400,2.4868725429540977
PCA,original,B,2026-02,38,threshold,400,2.104326009288738
PCA,original,B,2026-02,39,threshold,400,2.146560532403921
PCA,original,B,2026-02,40,threshold,400,2.0796993861673587
PCA,original,B,2026-02,41,threshold,400,1.9958895294323167
PCA,original,B,2026-02,42,threshold,400,2.5247840765013767
PCA,original,B,2026-02,43,threshold,400,2.459263560964091
PCA,original,B,2026-02,44,threshold,400,2.4320277643957136
PCA,original,B,2026-02,45,threshold,400,2.138882468020057
PCA,original,B,2026-02,46,threshold,400,2.028980163909657
PCA,original,B,2026-02,47,threshold,400,1.985363307164313
PCA,original,B,2026-02,48,threshold,400,2.593012452459145
PCA,original,B,2026-02,49,threshold,400,2.4927473143775742
PCA,original,B,2026-02,50,threshold,400,2.165372457668954
PCA,original,B,2026-02,51,threshold,400,2.1942806569203985
PCA,original,B,2026-02,52,threshold,400,2.1440696059983733
PCA,original,B,2026-02,53,threshold,400,2.0610467171672284
PCA,original,B,2026-02,54,threshold,400,2.5930124524591416
PCA,original,B,2026-02,55,threshold,400,2.4018479547265743
PCA,original,B,2026-02,56,threshold,400,2.0555129923682305
PCA,original,B,2026-02,57,threshold,400,2.194280656920396
PCA,original,B,2026-02,58,threshold,400,1.9944915785554962
PCA,original,B,2026-02,59,threshold,400,1.9573660244409308
PCA,original,B,2026-03,0,linear,404,2.0278102262335698
PCA,original,B,2026-03,1,linear,404,1.974777617485518
PCA,original,B,2026-03,2,linear,404,2.0051036422722364
PCA,original,B,2026-03,3,linear,404,2.0278102262335698
PCA,original,B,2026-03,4,linear,404,1.936158090311184
PCA,original,B,2026-03,5,linear,404,2.057728154930332
PCA,original,B,2026-03,6,linear,404,2.2695083858579435
PCA,original,B,2026-03,7,linear,404,2.0140215850845276
PCA,original,B,2026-03,8,linear,404,2.0120955421112026
PCA,original,B,2026-03,9,linear,404,2.2695083858579443
PCA,original,B,2026-03,10,linear,404,2.011222593456537
PCA,original,B,2026-03,11,linear,404,2.1140315725689973
PCA,original,B,2026-03,12,qrf,404,2.0766979411718944
PCA,original,B,2026-03,13,qrf,404,2.060375087867665
PCA,original,B,2026-03,14,qrf,404,2.0477681800914507
PCA,original,B,2026-03,15,qrf,404,1.8152975215739924
PCA,original,B,2026-03,16,qrf,404,1.8048907376619714
PCA,original,B,2026-03,17,qrf,404,1.8117049356433672
PCA,original,B,2026-03,18,qrf,404,2.1714742082151384
PCA,original,B,2026-03,19,qrf,404,2.1464284575824197
PCA,original,B,2026-03,20,qrf,404,2.1295898013661647
PCA,original,B,2026-03,21,qrf,404,1.8495392513445932
PCA,original,B,2026-03,22,qrf,404,1.8326401131950187
PCA,original,B,2026-03,23,qrf,404,1.860934704978234
PCA,original,B,2026-03,24,boosting,404,2.032774881505243
PCA,original,B,2026-03,25,boosting,404,2.0427450160006226
PCA,original,B,2026-03,26,boosting,404,2.0156726671356577
PCA,original,B,2026-03,27,boosting,404,1.8287403769076436
PCA,original,B,2026-03,28,boosting,404,1.8332118260666876
PCA,original,B,2026-03,29,boosting,404,1.8095164355293338
PCA,original,B,2026-03,30,boosting,404,2.100555737633832
PCA,original,B,2026-03,31,boosting,404,2.141588766870094
PCA,original,B,2026-03,32,boosting,404,2.1056226153343567
PCA,original,B,2026-03,33,boosting,404,1.8873696567550224
PCA,original,B,2026-03,34,boosting,404,1.9433181963793635
PCA,original,B,2026-03,35,boosting,404,1.9208122610629292
PCA,original,B,2026-03,36,threshold,404,2.399115245316623
PCA,original,B,2026-03,37,threshold,404,2.4020862976681037
PCA,original,B,2026-03,38,threshold,404,2.0098915998717657
PCA,original,B,2026-03,39,threshold,404,2.1161928158726977
PCA,original,B,2026-03,40,threshold,404,2.0111336388982077
PCA,original,B,2026-03,41,threshold,404,1.9257630653527984
PCA,original,B,2026-03,42,threshold,404,2.3991152453166262
PCA,original,B,2026-03,43,threshold,404,2.398525429684122
PCA,original,B,2026-03,44,threshold,404,2.3947487135543506
PCA,original,B,2026-03,45,threshold,404,2.108590771928279
PCA,original,B,2026-03,46,threshold,404,2.0232688248663515
PCA,original,B,2026-03,47,threshold,404,1.9853613486289778
PCA,original,B,2026-03,48,threshold,404,2.6382735472177568
PCA,original,B,2026-03,49,threshold,404,2.552939622398564
PCA,original,B,2026-03,50,threshold,404,2.117166856598068
PCA,original,B,2026-03,51,threshold,404,2.3139952964239083
PCA,original,B,2026-03,52,threshold,404,2.1925692359174778
PCA,original,B,2026-03,53,threshold,404,2.0962619459365412
PCA,original,B,2026-03,54,threshold,404,2.638273547217758
PCA,original,B,2026-03,55,threshold,404,2.4815588578647994
PCA,original,B,2026-03,56,threshold,404,2.129320333863331
PCA,original,B,2026-03,57,threshold,404,2.3139952964239052
PCA,original,B,2026-03,58,threshold,404,2.1367587287656504
PCA,original,B,2026-03,59,threshold,404,2.0288974122253167
PCA,original,F,2025-12,0,linear,479,1.5030515380798037
PCA,original,F,2025-12,1,linear,479,1.4553117288244413
PCA,original,F,2025-12,2,linear,479,1.431652106932131
PCA,original,F,2025-12,3,linear,479,1.5030515380798037
PCA,original,F,2025-12,4,linear,479,1.4155904559474504
PCA,original,F,2025-12,5,linear,479,1.4215251819940293
PCA,original,F,2025-12,6,linear,479,1.441715791477039
PCA,original,F,2025-12,7,linear,479,1.4142315155535163
PCA,original,F,2025-12,8,linear,479,1.4424265096237299
PCA,original,F,2025-12,9,linear,479,1.441715791477039
PCA,original,F,2025-12,10,linear,479,1.4212024917840145
PCA,original,F,2025-12,11,linear,479,1.4155427916802215
PCA,original,F,2025-12,12,qrf,479,1.4835664415104746
PCA,original,F,2025-12,13,qrf,479,1.4733608519708112
PCA,original,F,2025-12,14,qrf,479,1.4735198294153673
PCA,original,F,2025-12,15,qrf,479,1.3471511391731847
PCA,original,F,2025-12,16,qrf,479,1.3385946506252209
PCA,original,F,2025-12,17,qrf,479,1.3797632155457131
PCA,original,F,2025-12,18,qrf,479,1.4963750525483894
PCA,original,F,2025-12,19,qrf,479,1.4847807118419116
PCA,original,F,2025-12,20,qrf,479,1.492704687770405
PCA,original,F,2025-12,21,qrf,479,1.3393599655775787
PCA,original,F,2025-12,22,qrf,479,1.3528393341389964
PCA,original,F,2025-12,23,qrf,479,1.3898362474669237
PCA,original,F,2025-12,24,boosting,479,1.440553301976543
PCA,original,F,2025-12,25,boosting,479,1.4256400846618305
PCA,original,F,2025-12,26,boosting,479,1.4361721858822234
PCA,original,F,2025-12,27,boosting,479,1.4161623025505259
PCA,original,F,2025-12,28,boosting,479,1.3938541223003598
PCA,original,F,2025-12,29,boosting,479,1.3483311682478551
PCA,original,F,2025-12,30,boosting,479,1.4389852626292277
PCA,original,F,2025-12,31,boosting,479,1.4379818219339984
PCA,original,F,2025-12,32,boosting,479,1.4997509715057886
PCA,original,F,2025-12,33,boosting,479,1.4034280008155304
PCA,original,F,2025-12,34,boosting,479,1.3969976915798896
PCA,original,F,2025-12,35,boosting,479,1.3590282246990983
PCA,original,F,2025-12,36,threshold,479,1.7835684857413938
PCA,original,F,2025-12,37,threshold,479,1.637808015458032
PCA,original,F,2025-12,38,threshold,479,1.4865571755515217
PCA,original,F,2025-12,39,threshold,479,1.6631291748338115
PCA,original,F,2025-12,40,threshold,479,1.5890995930885143
PCA,original,F,2025-12,41,threshold,479,1.459810943424544
PCA,original,F,2025-12,42,threshold,479,1.7835684857414025
PCA,original,F,2025-12,43,threshold,479,1.6423952288323769
PCA,original,F,2025-12,44,threshold,479,1.5152130179493362
PCA,original,F,2025-12,45,threshold,479,1.6631291748338008
PCA,original,F,2025-12,46,threshold,479,1.6054678819727528
PCA,original,F,2025-12,47,threshold,479,1.4255908010390421
PCA,original,F,2025-12,48,threshold,479,2.208988218447923
PCA,original,F,2025-12,49,threshold,479,1.654711037038193
PCA,original,F,2025-12,50,threshold,479,1.510467160470288
PCA,original,F,2025-12,51,threshold,479,1.5982780796451317
PCA,original,F,2025-12,52,threshold,479,1.5820593026613334
PCA,original,F,2025-12,53,threshold,479,1.4538899566623542
PCA,original,F,2025-12,54,threshold,479,2.2089882184479284
PCA,original,F,2025-12,55,threshold,479,1.6023173940408395
PCA,original,F,2025-12,56,threshold,479,1.48318074358394
PCA,original,F,2025-12,57,threshold,479,1.5982780796451324
PCA,original,F,2025-12,58,threshold,479,1.5871528889499165
PCA,original,F,2025-12,59,threshold,479,1.4142179749495354
PCA,original,F,2026-01,0,linear,445,2.0044593398449653
PCA,original,F,2026-01,1,linear,445,1.9444742275872084
PCA,original,F,2026-01,2,linear,445,1.9764332229461115
PCA,original,F,2026-01,3,linear,445,2.0044593398449613
PCA,original,F,2026-01,4,linear,445,1.8357313092598628
PCA,original,F,2026-01,5,linear,445,1.76540131288016
PCA,original,F,2026-01,6,linear,445,1.921825209289901
PCA,original,F,2026-01,7,linear,445,1.8988986830503918
PCA,original,F,2026-01,8,linear,445,1.9809613389941696
PCA,original,F,2026-01,9,linear,445,1.9218252092899015
PCA,original,F,2026-01,10,linear,445,1.874462215082332
PCA,original,F,2026-01,11,linear,445,1.7484577986241532
PCA,original,F,2026-01,12,qrf,445,1.9686221243402613
PCA,original,F,2026-01,13,qrf,445,1.9702819560100526
PCA,original,F,2026-01,14,qrf,445,1.9780833973688203
PCA,original,F,2026-01,15,qrf,445,1.6812763321466602
PCA,original,F,2026-01,16,qrf,445,1.6548771463451921
PCA,original,F,2026-01,17,qrf,445,1.6891587971136508
PCA,original,F,2026-01,18,qrf,445,1.9989205952137632
PCA,original,F,2026-01,19,qrf,445,1.9985457651922358
PCA,original,F,2026-01,20,qrf,445,2.009623903636672
PCA,original,F,2026-01,21,qrf,445,1.6760273790872267
PCA,original,F,2026-01,22,qrf,445,1.6743526069236507
PCA,original,F,2026-01,23,qrf,445,1.7018033609823437
PCA,original,F,2026-01,24,boosting,445,1.9327770726109703
PCA,original,F,2026-01,25,boosting,445,1.9491748930257697
PCA,original,F,2026-01,26,boosting,445,1.9740524531874502
PCA,original,F,2026-01,27,boosting,445,1.701450617918361
PCA,original,F,2026-01,28,boosting,445,1.6884647685314131
PCA,original,F,2026-01,29,boosting,445,1.6585729455055431
PCA,original,F,2026-01,30,boosting,445,1.9388507380278848
PCA,original,F,2026-01,31,boosting,445,1.9431525589124818
PCA,original,F,2026-01,32,boosting,445,2.0459275761199285
PCA,original,F,2026-01,33,boosting,445,1.7102712072531574
PCA,original,F,2026-01,34,boosting,445,1.7186736810068544
PCA,original,F,2026-01,35,boosting,445,1.7106954978908795
PCA,original,F,2026-01,36,threshold,445,2.6531514545375323
PCA,original,F,2026-01,37,threshold,445,2.4406262456339913
PCA,original,F,2026-01,38,threshold,445,2.0238718420207054
PCA,original,F,2026-01,39,threshold,445,2.127076619111721
PCA,original,F,2026-01,40,threshold,445,2.0368143679105075
PCA,original,F,2026-01,41,threshold,445,1.901081835886703
PCA,original,F,2026-01,42,threshold,445,2.653151454537542
PCA,original,F,2026-01,43,threshold,445,2.557633696955101
PCA,original,F,2026-01,44,threshold,445,2.3646437354891625
PCA,original,F,2026-01,45,threshold,445,2.1270766191117176
PCA,original,F,2026-01,46,threshold,445,2.067528040966913
PCA,original,F,2026-01,47,threshold,445,1.8671636523882111
PCA,original,F,2026-01,48,threshold,445,3.006714257491805
PCA,original,F,2026-01,49,threshold,445,2.3568603474743504
PCA,original,F,2026-01,50,threshold,445,2.0360809250859235
PCA,original,F,2026-01,51,threshold,445,1.9328718424320506
PCA,original,F,2026-01,52,threshold,445,1.9934771998020338
PCA,original,F,2026-01,53,threshold,445,1.9163535697540957
PCA,original,F,2026-01,54,threshold,445,3.0067142574917987
PCA,original,F,2026-01,55,threshold,445,2.3988051065460207
PCA,original,F,2026-01,56,threshold,445,2.0084456168776277
PCA,original,F,2026-01,57,threshold,445,1.932871842432058
PCA,original,F,2026-01,58,threshold,445,1.9298621803330678
PCA,original,F,2026-01,59,threshold,445,1.786941826029979
PCA,original,F,2026-02,0,linear,400,2.1186799782731516
PCA,original,F,2026-02,1,linear,400,2.0652550029197427
PCA,original,F,2026-02,2,linear,400,2.0812931378846224
PCA,original,F,2026-02,3,linear,400,2.1186799782731525
PCA,original,F,2026-02,4,linear,400,1.9482319689098835
PCA,original,F,2026-02,5,linear,400,1.9399352356325616
PCA,original,F,2026-02,6,linear,400,2.2223698921069786
PCA,original,F,2026-02,7,linear,400,2.0602300020117323
PCA,original,F,2026-02,8,linear,400,2.084293563254448
PCA,original,F,2026-02,9,linear,400,2.222369892106979
PCA,original,F,2026-02,10,linear,400,2.0236764379036827
PCA,original,F,2026-02,11,linear,400,1.9690223775875488
PCA,original,F,2026-02,12,qrf,400,2.1281073523499163
PCA,original,F,2026-02,13,qrf,400,2.1188343233841733
PCA,original,F,2026-02,14,qrf,400,2.0904644846406146
PCA,original,F,2026-02,15,qrf,400,1.754737661498056
PCA,original,F,2026-02,16,qrf,400,1.7182642151799201
PCA,original,F,2026-02,17,qrf,400,1.7474411369568241
PCA,original,F,2026-02,18,qrf,400,2.2146578492807167
PCA,original,F,2026-02,19,qrf,400,2.1990564263644043
PCA,original,F,2026-02,20,qrf,400,2.1253818201023935
PCA,original,F,2026-02,21,qrf,400,1.7485831415252175
PCA,original,F,2026-02,22,qrf,400,1.7361414323450057
PCA,original,F,2026-02,23,qrf,400,1.76768470775565
PCA,original,F,2026-02,24,boosting,400,2.0683026361617176
PCA,original,F,2026-02,25,boosting,400,2.0843680059668466
PCA,original,F,2026-02,26,boosting,400,2.0812037315908576
PCA,original,F,2026-02,27,boosting,400,1.776716326468656
PCA,original,F,2026-02,28,boosting,400,1.7556535127150008
PCA,original,F,2026-02,29,boosting,400,1.7283260346515386
PCA,original,F,2026-02,30,boosting,400,2.103176692862629
PCA,original,F,2026-02,31,boosting,400,2.134729112974204
PCA,original,F,2026-02,32,boosting,400,2.205874831420721
PCA,original,F,2026-02,33,boosting,400,1.805130911566808
PCA,original,F,2026-02,34,boosting,400,1.815144315944172
PCA,original,F,2026-02,35,boosting,400,1.8020031712430553
PCA,original,F,2026-02,36,threshold,400,2.7162762787006796
PCA,original,F,2026-02,37,threshold,400,2.530743194667566
PCA,original,F,2026-02,38,threshold,400,2.1099698874872015
PCA,original,F,2026-02,39,threshold,400,2.110209092235491
PCA,original,F,2026-02,40,threshold,400,2.0573714948268242
PCA,original,F,2026-02,41,threshold,400,1.9702585956248728
PCA,original,F,2026-02,42,threshold,400,2.716276278700683
PCA,original,F,2026-02,43,threshold,400,2.6730156886862817
PCA,original,F,2026-02,44,threshold,400,2.4442806898010554
PCA,original,F,2026-02,45,threshold,400,2.1102090922354826
PCA,original,F,2026-02,46,threshold,400,2.0460669644506657
PCA,original,F,2026-02,47,threshold,400,1.9344033095206843
PCA,original,F,2026-02,48,threshold,400,2.9186112122939623
PCA,original,F,2026-02,49,threshold,400,2.495398235228083
PCA,original,F,2026-02,50,threshold,400,2.213890940142162
PCA,original,F,2026-02,51,threshold,400,1.9763469948567753
PCA,original,F,2026-02,52,threshold,400,2.0041135727980097
PCA,original,F,2026-02,53,threshold,400,2.036627318038879
PCA,original,F,2026-02,54,threshold,400,2.9186112122939765
PCA,original,F,2026-02,55,threshold,400,2.5898018319994134
PCA,original,F,2026-02,56,threshold,400,2.0521664076553723
PCA,original,F,2026-02,57,threshold,400,1.976346994856795
PCA,original,F,2026-02,58,threshold,400,1.9068352989751127
PCA,original,F,2026-02,59,threshold,400,1.8875747653322077
PCA,original,F,2026-03,0,linear,404,2.0455068850988516
PCA,original,F,2026-03,1,linear,404,1.9841411532013573
PCA,original,F,2026-03,2,linear,404,2.0051036422722364
PCA,original,F,2026-03,3,linear,404,2.0455068850988516
PCA,original,F,2026-03,4,linear,404,1.928155206596478
PCA,original,F,2026-03,5,linear,404,2.057728154930332
PCA,original,F,2026-03,6,linear,404,2.3133082203108213
PCA,original,F,2026-03,7,linear,404,2.07073042113055
PCA,original,F,2026-03,8,linear,404,2.0120955421112026
PCA,original,F,2026-03,9,linear,404,2.313308220310823
PCA,original,F,2026-03,10,linear,404,2.0473068294520873
PCA,original,F,2026-03,11,linear,404,2.147733927554651
PCA,original,F,2026-03,12,qrf,404,2.0922458086947167
PCA,original,F,2026-03,13,qrf,404,2.079865125504076
PCA,original,F,2026-03,14,qrf,404,2.0406263803756874
PCA,original,F,2026-03,15,qrf,404,1.8016193892325048
PCA,original,F,2026-03,16,qrf,404,1.7834986661743815
PCA,original,F,2026-03,17,qrf,404,1.7980498774540528
PCA,original,F,2026-03,18,qrf,404,2.1898125587434776
PCA,original,F,2026-03,19,qrf,404,2.1610135269650588
PCA,original,F,2026-03,20,qrf,404,2.0771734821186634
PCA,original,F,2026-03,21,qrf,404,1.8289673787171161
PCA,original,F,2026-03,22,qrf,404,1.8413097311362705
PCA,original,F,2026-03,23,qrf,404,1.8548152694067201
PCA,original,F,2026-03,24,boosting,404,2.0362585239532858
PCA,original,F,2026-03,25,boosting,404,2.0561090661253703
PCA,original,F,2026-03,26,boosting,404,2.046848344846399
PCA,original,F,2026-03,27,boosting,404,1.8353060056643145
PCA,original,F,2026-03,28,boosting,404,1.826509705726229
PCA,original,F,2026-03,29,boosting,404,1.8063310479220571
PCA,original,F,2026-03,30,boosting,404,2.116487248539979
PCA,original,F,2026-03,31,boosting,404,2.1315485400551046
PCA,original,F,2026-03,32,boosting,404,2.1362072655358704
PCA,original,F,2026-03,33,boosting,404,1.9080697894010772
PCA,original,F,2026-03,34,boosting,404,1.9332976822310497
PCA,original,F,2026-03,35,boosting,404,1.9219026303242928
PCA,original,F,2026-03,36,threshold,404,2.626616568990083
PCA,original,F,2026-03,37,threshold,404,2.413190961777342
PCA,original,F,2026-03,38,threshold,404,2.0098695196987353
PCA,original,F,2026-03,39,threshold,404,2.1668118360108006
PCA,original,F,2026-03,40,threshold,404,2.013710055071909
PCA,original,F,2026-03,41,threshold,404,1.907081612451634
PCA,original,F,2026-03,42,threshold,404,2.626616568990085
PCA,original,F,2026-03,43,threshold,404,2.5183710218074067
PCA,original,F,2026-03,44,threshold,404,2.416342514910453
PCA,original,F,2026-03,45,threshold,404,2.1668118360108113
PCA,original,F,2026-03,46,threshold,404,2.011232669643981
PCA,original,F,2026-03,47,threshold,404,1.9502455845570492
PCA,original,F,2026-03,48,threshold,404,3.273205826786535
PCA,original,F,2026-03,49,threshold,404,2.785902408448549
PCA,original,F,2026-03,50,threshold,404,2.2526848484403823
PCA,original,F,2026-03,51,threshold,404,2.321638006300603
PCA,original,F,2026-03,52,threshold,404,2.2339035728531558
PCA,original,F,2026-03,53,threshold,404,2.115827285263978
PCA,original,F,2026-03,54,threshold,404,3.2732058267865276
PCA,original,F,2026-03,55,threshold,404,2.7956099972801565
PCA,original,F,2026-03,56,threshold,404,2.143394378932019
PCA,original,F,2026-03,57,threshold,404,2.3216380063006152
PCA,original,F,2026-03,58,threshold,404,2.138135294168728
PCA,original,F,2026-03,59,threshold,404,2.0595427755747155
PCA,own_scale,R,2025-12,0,linear,479,1.3928058206201879
PCA,own_scale,R,2025-12,1,linear,479,1.4233903867563047
PCA,own_scale,R,2025-12,2,linear,479,1.417403715532601
PCA,own_scale,R,2025-12,3,linear,479,1.3928058206201879
PCA,own_scale,R,2025-12,4,linear,479,1.377173944915115
PCA,own_scale,R,2025-12,5,linear,479,1.4215251819940293
PCA,own_scale,R,2025-12,6,linear,479,1.4688585001143206
PCA,own_scale,R,2025-12,7,linear,479,1.4373654313195525
PCA,own_scale,R,2025-12,8,linear,479,1.4279797998748178
PCA,own_scale,R,2025-12,9,linear,479,1.4688585001143204
PCA,own_scale,R,2025-12,10,linear,479,1.4168610428939936
PCA,own_scale,R,2025-12,11,linear,479,1.4155427916802215
PCA,own_scale,R,2025-12,12,qrf,479,1.4655072827298044
PCA,own_scale,R,2025-12,13,qrf,479,1.4619026595331077
PCA,own_scale,R,2025-12,14,qrf,479,1.4720005279886559
PCA,own_scale,R,2025-12,15,qrf,479,1.3821399396225664
PCA,own_scale,R,2025-12,16,qrf,479,1.3797002533409057
PCA,own_scale,R,2025-12,17,qrf,479,1.3593478726852832
PCA,own_scale,R,2025-12,18,qrf,479,1.4695057402781713
PCA,own_scale,R,2025-12,19,qrf,479,1.4632668908056734
PCA,own_scale,R,2025-12,20,qrf,479,1.455465906916083
PCA,own_scale,R,2025-12,21,qrf,479,1.3744812909989197
PCA,own_scale,R,2025-12,22,qrf,479,1.3735679762390103
PCA,own_scale,R,2025-12,23,qrf,479,1.3534190784741695
PCA,own_scale,R,2025-12,24,boosting,479,1.450450259937616
PCA,own_scale,R,2025-12,25,boosting,479,1.4821197179053356
PCA,own_scale,R,2025-12,26,boosting,479,1.4712500698602364
PCA,own_scale,R,2025-12,27,boosting,479,1.4091893054672382
PCA,own_scale,R,2025-12,28,boosting,479,1.4198232888081106
PCA,own_scale,R,2025-12,29,boosting,479,1.3708424478782946
PCA,own_scale,R,2025-12,30,boosting,479,1.4398400755327625
PCA,own_scale,R,2025-12,31,boosting,479,1.4522118173551912
PCA,own_scale,R,2025-12,32,boosting,479,1.467329214314951
PCA,own_scale,R,2025-12,33,boosting,479,1.3948315913426488
PCA,own_scale,R,2025-12,34,boosting,479,1.391210782469504
PCA,own_scale,R,2025-12,35,boosting,479,1.3785636069692677
PCA,own_scale,R,2025-12,36,threshold,479,1.5548179484240945
PCA,own_scale,R,2025-12,37,threshold,479,1.482653351889537
PCA,own_scale,R,2025-12,38,threshold,479,1.4483279201063213
PCA,own_scale,R,2025-12,39,threshold,479,1.4892737922576806
PCA,own_scale,R,2025-12,40,threshold,479,1.4546914447238488
PCA,own_scale,R,2025-12,41,threshold,479,1.4563798739010863
PCA,own_scale,R,2025-12,42,threshold,479,1.554817948424095
PCA,own_scale,R,2025-12,43,threshold,479,1.4632745316667193
PCA,own_scale,R,2025-12,44,threshold,479,1.4170375181955552
PCA,own_scale,R,2025-12,45,threshold,479,1.489273792257682
PCA,own_scale,R,2025-12,46,threshold,479,1.439191162966434
PCA,own_scale,R,2025-12,47,threshold,479,1.3823149820103495
PCA,own_scale,R,2025-12,48,threshold,479,1.5415223775919173
PCA,own_scale,R,2025-12,49,threshold,479,1.5312123239124016
PCA,own_scale,R,2025-12,50,threshold,479,1.455566890987189
PCA,own_scale,R,2025-12,51,threshold,479,1.5442528984403228
PCA,own_scale,R,2025-12,52,threshold,479,1.4954749466391033
PCA,own_scale,R,2025-12,53,threshold,479,1.4537160635723232
PCA,own_scale,R,2025-12,54,threshold,479,1.5415223775919167
PCA,own_scale,R,2025-12,55,threshold,479,1.5004031496244732
PCA,own_scale,R,2025-12,56,threshold,479,1.4531936836616048
PCA,own_scale,R,2025-12,57,threshold,479,1.5442528984403228
PCA,own_scale,R,2025-12,58,threshold,479,1.4730394079679368
PCA,own_scale,R,2025-12,59,threshold,479,1.4002185155620783
PCA,own_scale,R,2026-01,0,linear,445,1.859282163499695
PCA,own_scale,R,2026-01,1,linear,445,1.9402981446687602
PCA,own_scale,R,2026-01,2,linear,445,1.9696245645875168
PCA,own_scale,R,2026-01,3,linear,445,1.8592821634996954
PCA,own_scale,R,2026-01,4,linear,445,1.8116041968669148
PCA,own_scale,R,2026-01,5,linear,445,1.76540131288016
PCA,own_scale,R,2026-01,6,linear,445,1.9469559651356034
PCA,own_scale,R,2026-01,7,linear,445,1.9307650767717293
PCA,own_scale,R,2026-01,8,linear,445,1.9739392098729815
PCA,own_scale,R,2026-01,9,linear,445,1.946955965135603
PCA,own_scale,R,2026-01,10,linear,445,1.8673942545534654
PCA,own_scale,R,2026-01,11,linear,445,1.7484577986241532
PCA,own_scale,R,2026-01,12,qrf,445,1.949920955542452
PCA,own_scale,R,2026-01,13,qrf,445,1.9401164074895598
PCA,own_scale,R,2026-01,14,qrf,445,1.9826196243196172
PCA,own_scale,R,2026-01,15,qrf,445,1.7123628394498884
PCA,own_scale,R,2026-01,16,qrf,445,1.7023060156249676
PCA,own_scale,R,2026-01,17,qrf,445,1.6951201156999114
PCA,own_scale,R,2026-01,18,qrf,445,1.9456546450905978
PCA,own_scale,R,2026-01,19,qrf,445,1.9556236338523012
PCA,own_scale,R,2026-01,20,qrf,445,1.97070638726708
PCA,own_scale,R,2026-01,21,qrf,445,1.7011975898012883
PCA,own_scale,R,2026-01,22,qrf,445,1.698489747260709
PCA,own_scale,R,2026-01,23,qrf,445,1.683674941846666
PCA,own_scale,R,2026-01,24,boosting,445,1.9484348716947595
PCA,own_scale,R,2026-01,25,boosting,445,1.9426770714235824
PCA,own_scale,R,2026-01,26,boosting,445,1.929859357061555
PCA,own_scale,R,2026-01,27,boosting,445,1.7113701166573236
PCA,own_scale,R,2026-01,28,boosting,445,1.7087506417301939
PCA,own_scale,R,2026-01,29,boosting,445,1.6915669038908423
PCA,own_scale,R,2026-01,30,boosting,445,1.942292096186352
PCA,own_scale,R,2026-01,31,boosting,445,1.905525111497876
PCA,own_scale,R,2026-01,32,boosting,445,1.9257244701957765
PCA,own_scale,R,2026-01,33,boosting,445,1.7024436654754527
PCA,own_scale,R,2026-01,34,boosting,445,1.6832907769799594
PCA,own_scale,R,2026-01,35,boosting,445,1.7007723092055893
PCA,own_scale,R,2026-01,36,threshold,445,1.8968548777439844
PCA,own_scale,R,2026-01,37,threshold,445,1.8551162735891256
PCA,own_scale,R,2026-01,38,threshold,445,1.9320212522899616
PCA,own_scale,R,2026-01,39,threshold,445,1.8639780720255372
PCA,own_scale,R,2026-01,40,threshold,445,1.852137599176516
PCA,own_scale,R,2026-01,41,threshold,445,1.939619674388882
PCA,own_scale,R,2026-01,42,threshold,445,1.8968548777439849
PCA,own_scale,R,2026-01,43,threshold,445,1.7786212013219564
PCA,own_scale,R,2026-01,44,threshold,445,1.7965258673742512
PCA,own_scale,R,2026-01,45,threshold,445,1.8639780720255377
PCA,own_scale,R,2026-01,46,threshold,445,1.8305978176550624
PCA,own_scale,R,2026-01,47,threshold,445,1.7755122544787008
PCA,own_scale,R,2026-01,48,threshold,445,1.9304777565957374
PCA,own_scale,R,2026-01,49,threshold,445,1.931236477674155
PCA,own_scale,R,2026-01,50,threshold,445,1.9437846825839955
PCA,own_scale,R,2026-01,51,threshold,445,1.9079932405684092
PCA,own_scale,R,2026-01,52,threshold,445,1.8694164156078572
PCA,own_scale,R,2026-01,53,threshold,445,1.9171273366935984
PCA,own_scale,R,2026-01,54,threshold,445,1.9304777565957365
PCA,own_scale,R,2026-01,55,threshold,445,1.8552196785073587
PCA,own_scale,R,2026-01,56,threshold,445,1.803453168553712
PCA,own_scale,R,2026-01,57,threshold,445,1.9079932405684086
PCA,own_scale,R,2026-01,58,threshold,445,1.8532099314964419
PCA,own_scale,R,2026-01,59,threshold,445,1.7267440752245262
PCA,own_scale,R,2026-02,0,linear,400,1.9711069849904335
PCA,own_scale,R,2026-02,1,linear,400,2.0389287696131255
PCA,own_scale,R,2026-02,2,linear,400,2.0812931378846224
PCA,own_scale,R,2026-02,3,linear,400,1.9711069849904337
