sample,definition,variant,calibration,comparison,n,block_days,difference_bp,improvement_pct,improvement_lo,improvement_hi,p_centered_boot,winning_months
full,PCA,own_scale,calibrated,nonlinear_F,509,5,0.3123243319289991,14.432109105770163,7.860937644217552,19.799539783713175,0.001,3
full,PCA,own_scale,calibrated,nonlinear_F,509,10,0.3123243319289991,14.432109105770163,7.836051936723301,19.81775291803392,0.0005,3
full,PCA,own_scale,calibrated,market_B_vs_R,509,1,0.012541875279554068,0.6553512545472095,-1.7308397758712093,2.88703776555233,0.587,2
full,PCA,own_scale,calibrated,market_B_vs_R,509,5,0.012541875279554068,0.6553512545472095,-1.5571939484214357,2.68951182599827,0.5325,2
full,PCA,own_scale,calibrated,market_B_vs_R,509,10,0.012541875279554068,0.6553512545472095,-1.434111151551533,2.750772752333231,0.558,2
full,PCA,own_scale,calibrated,position_F_vs_B,509,1,0.04945281003363676,2.601106612979509,0.28736719535335115,5.017094351384229,0.034,3
full,PCA,own_scale,calibrated,position_F_vs_B,509,5,0.04945281003363676,2.601106612979509,0.7121679515411643,4.691185186548935,0.0095,3
full,PCA,own_scale,calibrated,position_F_vs_B,509,10,0.04945281003363676,2.601106612979509,1.0773595622762777,4.317581745322077,0.001,3
full,PCA,own_scale,calibrated,total_F_vs_R,509,1,0.06199468531319085,3.2394114827064446,-0.2911816589959592,6.666837407610023,0.066,3
full,PCA,own_scale,calibrated,total_F_vs_R,509,5,0.06199468531319085,3.2394114827064446,0.19351784731790955,6.221249498067831,0.027,3
full,PCA,own_scale,calibrated,total_F_vs_R,509,10,0.06199468531319085,3.2394114827064446,0.48892335690135047,6.191352583369312,0.018,3
full,PCA,own_scale,calibrated,ml_vs_threshold_F,509,1,0.14587755316542994,7.302470111676862,1.9329558434408116,12.240808251512439,0.0105,4
full,PCA,own_scale,calibrated,ml_vs_threshold_F,509,5,0.14587755316542994,7.302470111676862,2.234236998282,12.377950434038205,0.0075,4
full,PCA,own_scale,calibrated,ml_vs_threshold_F,509,10,0.14587755316542994,7.302470111676862,2.367432870056268,12.212582148615294,0.0035,4
first19days,EQ,original,raw,nonlinear_R,361,5,0.1987109749404774,8.256053418537146,0.28719833851883664,14.072465122977155,0.051,4
first19days,EQ,original,raw,nonlinear_F,361,5,0.3845427283567847,15.233414389792044,8.10128727468935,20.880716473916785,0.001,4
first19days,EQ,original,raw,market_B_vs_R,361,5,0.038561404516353245,1.7463289976765828,-0.28138882318904845,3.9696292970223843,0.1105,3
first19days,EQ,original,raw,position_F_vs_B,361,5,0.0297851225517676,1.3728523371980383,-0.5499537159466643,3.105912028205128,0.1385,3
first19days,EQ,original,raw,total_F_vs_R,361,5,0.06834652706812086,3.0952068164148527,0.789298216792681,5.680116438655443,0.0125,3
first19days,EQ,original,raw,ml_vs_threshold_F,361,5,0.4580291279895404,17.631264447251638,12.577416432761822,23.34544576576847,0.0005,4
first19days,EQ,original,calibrated,nonlinear_R,361,5,0.20983696518131464,9.324687390300735,1.7006167702065016,14.374383230785185,0.0165,4
first19days,EQ,original,calibrated,nonlinear_F,361,5,0.42263245683289624,17.612130038235698,11.279060920384973,22.678188578980976,0.0005,3
first19days,EQ,original,calibrated,market_B_vs_R,361,5,0.022251205464899296,1.0904776451382325,-1.3125149914151437,4.305157338999681,0.4635,3
first19days,EQ,original,calibrated,position_F_vs_B,361,5,0.04121517641471823,2.042124809149637,0.5595100237867396,3.7770771875401903,0.0055,3
first19days,EQ,original,calibrated,total_F_vs_R,361,5,0.06346638187961752,3.11033353975827,0.49807409499557453,6.2109081328818645,0.015,3
first19days,EQ,original,calibrated,ml_vs_threshold_F,361,5,0.2953361346914842,12.996829661148313,7.744174545853412,17.96101552514222,0.0005,3
first19days,EQ,own_scale,raw,nonlinear_R,361,5,0.20998516798322248,8.879550586952956,1.1292333835552504,14.781089586096801,0.03,4
first19days,EQ,own_scale,raw,nonlinear_F,361,5,0.38121693524641703,15.211084363941985,7.5093273229207895,21.22601457523212,0.001,4
first19days,EQ,own_scale,raw,market_B_vs_R,361,5,-0.06706132823437015,-3.1121366898732905,-6.8100637670216,-0.3148547231981514,0.036,2
first19days,EQ,own_scale,raw,position_F_vs_B,361,5,0.09693205441918061,4.362587430620268,1.9462038098331937,7.19880968023506,0.001,4
first19days,EQ,own_scale,raw,total_F_vs_R,361,5,0.029870726184810462,1.3862204248030974,-0.8700443683323722,3.2229752627500448,0.204,3
first19days,EQ,own_scale,raw,ml_vs_threshold_F,361,5,0.24445153158860058,10.3169652289811,4.827083253244903,15.171346498876137,0.0015,4
first19days,EQ,own_scale,calibrated,nonlinear_R,361,5,0.15652460122339187,7.010070711680094,0.10746528942730346,11.847410368413131,0.048,3
first19days,EQ,own_scale,calibrated,nonlinear_F,361,5,0.4033150659166874,16.887433125744323,10.227766754282415,21.87130079928888,0.0005,3
first19days,EQ,own_scale,calibrated,market_B_vs_R,361,5,0.03660371845340018,1.762905698155648,-0.33039215585538656,3.653106443182132,0.0785,2
first19days,EQ,own_scale,calibrated,position_F_vs_B,361,5,0.05478454022750562,2.685878657911822,0.8236730296616374,4.817587509214075,0.0035,3
first19days,EQ,own_scale,calibrated,total_F_vs_R,361,5,0.09138825868090579,4.401434848161589,2.85605348001371,6.312158572329617,0.0005,4
first19days,EQ,own_scale,calibrated,ml_vs_threshold_F,361,5,0.20363296476217566,9.304369519405508,4.927582840327208,13.528271674904156,0.0005,3
first19days,CAP,original,raw,nonlinear_R,361,5,0.07586351220456035,5.07074741232395,1.2370471602129947,8.714157245300088,0.01,3
first19days,CAP,original,raw,nonlinear_F,361,5,0.038686434646253605,2.608209271569162,-2.0236764051924085,7.008530244497318,0.2545,3
first19days,CAP,original,raw,market_B_vs_R,361,5,-0.03729225946506965,-2.625775962555732,-4.672801472899254,-0.39628897104124267,0.02,1
first19days,CAP,original,raw,position_F_vs_B,361,5,0.012959826621131244,0.8891636679412285,-0.6186480358287966,2.3074817900058573,0.2365,1
first19days,CAP,original,raw,total_F_vs_R,361,5,-0.02433243284393841,-1.7132648487539148,-3.668469580227237,0.267434481715934,0.097,0
first19days,CAP,original,raw,ml_vs_threshold_F,361,5,-0.023364364327424107,-1.6439818403619189,-5.276345894376937,1.4824721405932755,0.34,0
first19days,CAP,original,calibrated,nonlinear_R,361,5,0.20002730587325077,12.03939809069896,4.2221969127758765,18.60580653059777,0.0015,3
first19days,CAP,original,calibrated,nonlinear_F,361,5,0.19021289276916636,11.486227109030578,2.6609672469843373,18.66529569989451,0.0045,3
first19days,CAP,original,calibrated,market_B_vs_R,361,5,-0.008351685984220855,-0.57148054956353,-2.9773929475479397,1.851523103398557,0.6615,2
first19days,CAP,original,calibrated,position_F_vs_B,361,5,0.003968232461547028,0.26999116863675177,-0.8243003111719113,1.5653263498925145,0.666,1
first19days,CAP,original,calibrated,total_F_vs_R,361,5,-0.0043834535226738225,-0.2999464339124902,-2.104183173939258,1.4609277863343972,0.738,1
first19days,CAP,original,calibrated,ml_vs_threshold_F,361,5,0.19549214328048295,11.767506731801603,1.5680638785511825,19.865664082388903,0.0165,3
first19days,CAP,own_scale,raw,nonlinear_R,361,5,0.04703027377022868,3.1543439047003075,-1.198538432707832,7.257334856090082,0.165,3
first19days,CAP,own_scale,raw,nonlinear_F,361,5,0.07539425711844801,4.954103918493513,-3.098700434398837,11.681199996913426,0.21,4
first19days,CAP,own_scale,raw,market_B_vs_R,361,5,-0.012711700234608903,-0.8803493160602027,-1.4933648384621816,-0.2700477220017188,0.006,1
first19days,CAP,own_scale,raw,position_F_vs_B,361,5,0.010189601585559545,0.69952302550923,-0.7427468222909167,2.077223635029269,0.3295,1
first19days,CAP,own_scale,raw,total_F_vs_R,361,5,-0.002522098649049357,-0.17466804438022177,-1.9937527444160554,1.4891825730067711,0.8315,1
first19days,CAP,own_scale,raw,ml_vs_threshold_F,361,5,-0.006585240436825665,-0.4573480395211549,-4.0294292772016345,2.8769274766382735,0.805,1
first19days,CAP,own_scale,calibrated,nonlinear_R,361,5,0.18465096422690333,11.116137321200082,3.2485723900561125,17.375331649729397,0.005,3
first19days,CAP,own_scale,calibrated,nonlinear_F,361,5,0.19047370409442974,11.51080572575217,2.843929070949846,18.527151725982414,0.007,3
first19days,CAP,own_scale,calibrated,market_B_vs_R,361,5,0.006217815661387541,0.4211310333666285,-0.21838608793501998,1.0613577324488646,0.1915,2
first19days,CAP,own_scale,calibrated,position_F_vs_B,361,5,0.005973945422454732,0.4063249260359947,-0.6906848314542656,1.7230892891399596,0.508,1
first19days,CAP,own_scale,calibrated,total_F_vs_R,361,5,0.012191761083842274,0.8257447990427824,-0.6248026873451656,2.365048960702174,0.279,2
first19days,CAP,own_scale,calibrated,ml_vs_threshold_F,361,5,0.20836106917893538,12.457125403661696,1.8881582794934224,20.53229905093405,0.012,3
first19days,PCA,original,raw,nonlinear_R,361,5,0.22150302418756027,9.32596748412433,2.5381721604663716,14.815218782856352,0.0215,4
first19days,PCA,original,raw,nonlinear_F,361,5,0.3852030541282899,15.385495416331995,8.310376045858435,20.92729270915745,0.0005,4
first19days,PCA,original,raw,market_B_vs_R,361,5,-0.00862197932840726,-0.4003485719978217,-3.285471660577171,2.298041012631805,0.7605,3
first19days,PCA,original,raw,position_F_vs_B,361,5,0.04376650177657381,2.024127759913863,-1.0714679713884425,5.637127043313796,0.2025,3
first19days,PCA,original,raw,total_F_vs_R,361,5,0.03514452244816655,1.6318827544982706,-0.048029582386771,3.866144795238287,0.068,2
first19days,PCA,original,raw,ml_vs_threshold_F,361,5,0.44945006379672403,17.502469923134722,12.30389277293433,23.60761860026253,0.0005,4
first19days,PCA,original,calibrated,nonlinear_R,361,5,0.2650812105544,11.903586415244483,5.631945194517576,16.635914025870655,0.0005,4
first19days,PCA,original,calibrated,nonlinear_F,361,5,0.42413966113592144,17.77595569378979,11.545969473056404,22.851076040939734,0.0005,3
first19days,PCA,original,calibrated,market_B_vs_R,361,5,-0.056025637396815306,-2.8557978442493193,-5.86476487134772,-0.5910819839937801,0.008,0
first19days,PCA,original,calibrated,position_F_vs_B,361,5,0.05595600001093113,2.773055358855414,1.0902633971303533,4.925818405895769,0.001,3
first19days,PCA,original,calibrated,total_F_vs_R,361,5,-6.963738588418092e-05,-0.003549630235877288,-1.6002733496153188,1.2086012169441684,0.9975,3
first19days,PCA,original,calibrated,ml_vs_threshold_F,361,5,0.29621287021878845,13.117772926099535,7.707465706174207,18.409936563382626,0.0005,3
first19days,PCA,own_scale,raw,nonlinear_R,361,5,0.1901529773087148,8.121783844203645,-1.1785610749046076,15.160394402893578,0.1115,4
first19days,PCA,own_scale,raw,nonlinear_F,361,5,0.39756301138038924,15.931618098457001,8.248963316871592,21.78675024727175,0.0005,4
first19days,PCA,own_scale,raw,market_B_vs_R,361,5,-0.02814761445861847,-1.3085108746389462,-3.1724501980210578,0.9875144295847843,0.2525,2
first19days,PCA,own_scale,raw,position_F_vs_B,361,5,0.08139476198189267,3.7349626935677116,1.687204158726008,5.728774514127008,0.002,4
first19days,PCA,own_scale,raw,total_F_vs_R,361,5,0.0532471475232742,2.4753242119377905,0.18601137458433678,5.2378887560242955,0.0475,3
first19days,PCA,own_scale,raw,ml_vs_threshold_F,361,5,0.21719037378193562,9.381625010491934,4.023887035874708,14.095785482699526,0.003,4
first19days,PCA,own_scale,calibrated,nonlinear_R,361,5,0.18349033817760924,8.279693780626973,0.5568457202863863,13.550442352165442,0.03,3
first19days,PCA,own_scale,calibrated,nonlinear_F,361,5,0.4154965718242125,17.4588363261188,10.765824920991093,22.498333852113202,0.0005,3
first19days,PCA,own_scale,calibrated,market_B_vs_R,361,5,0.025264355001054003,1.2429217649172375,-0.5703946088605736,3.0572696247735185,0.169,3
first19days,PCA,own_scale,calibrated,position_F_vs_B,361,5,0.04302666010788917,2.1434086597236557,0.2750462818560019,4.190241355653181,0.0305,3
first19days,PCA,own_scale,calibrated,total_F_vs_R,361,5,0.06829101510894317,3.359689531898069,1.4392364830930653,5.666182006296538,0.002,3
first19days,PCA,own_scale,calibrated,ml_vs_threshold_F,361,5,0.2281617334300641,10.406325749369994,5.974692879062046,15.16157680674052,0.0005,4
