scenario,model,baseline,block_calendar_days,repetitions,delta_rmse_bp,delta_mae_bp,rmse_ci_low,rmse_ci_high,mae_ci_low,mae_ci_high
clock_NY_macro_end1h_quote,linear_plus_lightgbm,rolling_ols,3,2000,-0.5188078106449456,-0.47923950558842776,-1.1965028721486535,0.031783474367510355,-1.1452617751625076,0.09235019595113947
clock_NY_macro_end1h_quote,linear_plus_rf,rolling_ols,3,2000,-0.6427056761426044,-0.5934558088824158,-1.2990175790194949,-0.09408069007358687,-1.2453028075300605,-0.0007764391322831509
clock_NY_macro_end1h_quote,linear_plus_spline,rolling_ols,3,2000,-0.5208181330187998,-0.5966486702648695,-1.3136988554815463,0.15681811314296767,-1.3164394822069034,0.01660859036230971
clock_NY_macro_end1h_quote,linear_plus_svr,rolling_ols,3,2000,-0.5494143329899082,-0.5653045700675445,-1.2788178195275692,0.08952199256898453,-1.2779279986051346,0.10290124785888569
clock_NY_macro_end1h_quote,past_selected,rolling_ols,3,2000,-0.5520782800865174,-0.5987631842301404,-1.273199780102669,0.02006058985706877,-1.3019049834355862,-0.006587758502577993
clock_NY_macro_end1h_quote,quadratic_ridge,rolling_ols,3,2000,-0.5204911166088291,-0.571326356598469,-1.3067029922517202,0.1384300309545754,-1.3453418572931737,0.11282902700309275
clock_NY_macro_end1h_quote,sequential_ols,rolling_ols,3,2000,-0.6998991355243476,-0.624258513233471,-1.4793695562083642,0.009655510448272925,-1.4180017433966334,0.12332251568400211
clock_NY_macro_end1h_quote,lightgbm,joint_ols,7,2000,0.502981045586635,0.37138324446724447,0.1816481959199185,0.8640391926523726,0.09433881237231116,0.6694696863338522
clock_NY_macro_end1h_quote,linear_plus_lightgbm,joint_ols,7,2000,0.17629114198987494,0.14030152657831252,-0.06505671245873756,0.40048197020734777,-0.1260176333700027,0.3801492504785364
clock_NY_macro_end1h_quote,linear_plus_rf,joint_ols,7,2000,0.052393276492216145,0.0260852232843245,-0.1442490137123411,0.25770099073125713,-0.16941550703741043,0.2323103952634268
clock_NY_macro_end1h_quote,linear_plus_spline,joint_ols,7,2000,0.17428081961602082,0.022892361901870828,-0.12056475433809291,0.5066823741139788,-0.19907205643867626,0.23290097300469445
clock_NY_macro_end1h_quote,linear_plus_svr,joint_ols,7,2000,0.14568461964491242,0.05423646209919575,0.021593806840944474,0.29235647483745886,-0.05139576801119019,0.15996179166026395
clock_NY_macro_end1h_quote,past_selected,joint_ols,7,2000,0.1430206725483032,0.02077784793659987,-0.07119764699717561,0.3389303210484358,-0.17355931553586443,0.20174885537105824
clock_NY_macro_end1h_quote,quadratic_ridge,joint_ols,7,2000,0.1746078360259915,0.048214675568271304,0.013244421010334807,0.3316717378708354,-0.09049289062834154,0.18964951495319965
clock_NY_macro_end1h_quote,rolling_ols,joint_ols,7,2000,0.6950989526348206,0.6195410321667403,-0.05610803511051325,1.4991361772172604,-0.1699833736839615,1.4635647410142156
clock_NY_macro_end1h_quote,sequential_ols,joint_ols,7,2000,-0.004800182889526994,-0.004717481066730755,-0.007893852373722022,-0.0017879944144072908,-0.008125295215444583,-0.0012538739731002635
clock_NY_macro_end1h_quote,joint_ols,rolling_ols,7,2000,-0.6950989526348206,-0.6195410321667403,-1.4991361772172622,0.0561080351105127,-1.4635647410142159,0.16998337368396127
clock_NY_macro_end1h_quote,lightgbm,rolling_ols,7,2000,-0.19211790704818554,-0.2481577876994958,-0.8717591248820412,0.46651140070776637,-0.9428015226627048,0.408987050996592
clock_NY_macro_end1h_quote,linear_plus_lightgbm,rolling_ols,7,2000,-0.5188078106449456,-0.47923950558842776,-1.1883089907945812,0.05676338124630793,-1.1564160528941114,0.10563360642094782
clock_NY_macro_end1h_quote,linear_plus_rf,rolling_ols,7,2000,-0.6427056761426044,-0.5934558088824158,-1.3140861440537257,-0.047490664145655406,-1.2797242887439035,0.035213212286496556
clock_NY_macro_end1h_quote,linear_plus_spline,rolling_ols,7,2000,-0.5208181330187998,-0.5966486702648695,-1.2957527375390245,0.16418235661710076,-1.3289088197243228,0.08088025165685929
clock_NY_macro_end1h_quote,linear_plus_svr,rolling_ols,7,2000,-0.5494143329899082,-0.5653045700675445,-1.2938945197953595,0.1522479960326605,-1.3181969130591669,0.16538653050818689
clock_NY_macro_end1h_quote,past_selected,rolling_ols,7,2000,-0.5520782800865174,-0.5987631842301404,-1.2560715569730032,0.07191971812371827,-1.3174424212548164,0.0722239103875923
clock_NY_macro_end1h_quote,quadratic_ridge,rolling_ols,7,2000,-0.5204911166088291,-0.571326356598469,-1.3169472085674532,0.19412849048202888,-1.3700993985654044,0.20356602150055336
clock_NY_macro_end1h_quote,sequential_ols,rolling_ols,7,2000,-0.6998991355243476,-0.624258513233471,-1.5046948811422016,0.05411190716070464,-1.466697577675026,0.16711352802045829
