scope,sample,h,method,model,q,term,n,status,coef_raw,effect_bp_per_sd,scenario
core,all,1,sequential_ols,M2,0.1,btc_ret,2523,estimated,280.3360839727678,1.2800300236183528,clock_UTC_quote
core,all,1,sequential_ols,M2,0.1,account_ls,2523,estimated,0.5891670806543418,0.3660152014951209,clock_UTC_quote
core,all,1,sequential_ols,M2,0.5,e_origin,2523,estimated,0.3782050640431996,3.64523798219962,clock_UTC_quote
core,all,1,sequential_ols,M2,0.5,downside,2523,estimated,-117708.29592029411,-1.985596491896955,clock_UTC_quote
core,all,1,sequential_ols,M2,0.5,btc_vol,2523,estimated,271.6837240717919,0.5307499019700448,clock_UTC_quote
core,all,1,sequential_ols,M2,0.5,btc_ret,2523,estimated,108.33124378923024,0.4946464350254825,clock_UTC_quote
core,all,1,sequential_ols,M2,0.5,account_ls,2523,estimated,0.678390920425215,0.4214447778652648,clock_UTC_quote
core,all,1,sequential_ols,M2,0.9,e_origin,2523,estimated,0.3279159042375196,3.1605380856492333,clock_UTC_quote
core,all,1,sequential_ols,M2,0.9,downside,2523,estimated,-86326.20401902297,-1.4562185827158862,clock_UTC_quote
core,all,1,sequential_ols,M2,0.9,btc_vol,2523,estimated,580.0446378459783,1.1331508198615978,clock_UTC_quote
core,all,1,sequential_ols,M2,0.9,btc_ret,2523,estimated,98.6707935519145,0.4505362863418175,clock_UTC_quote
core,all,1,sequential_ols,M2,0.9,account_ls,2523,estimated,1.4817818957372415,0.920544811393294,clock_UTC_quote
core,all,1,pca_1,M0,0.1,e_origin,2523,estimated,0.4578319037404483,4.391749196867139,clock_UTC_quote
core,all,1,pca_1,M0,0.1,downside,2523,estimated,-139166.69031614444,-2.347573634637968,clock_UTC_quote
core,all,1,pca_1,M0,0.5,e_origin,2523,estimated,0.3770192216919397,3.6165541338240432,clock_UTC_quote
core,all,1,pca_1,M0,0.5,downside,2523,estimated,-74866.05014162113,-1.2628996568266095,clock_UTC_quote
core,all,1,pca_1,M0,0.9,e_origin,2523,estimated,0.3403834867314613,3.265126113463689,clock_UTC_quote
core,all,1,pca_1,M0,0.9,downside,2523,estimated,20294.277255719622,0.3423398954974894,clock_UTC_quote
core,all,1,pca_1,M1,0.1,e_origin,2523,estimated,0.4717350480117194,4.525115006869533,clock_UTC_quote
core,all,1,pca_1,M1,0.1,downside,2523,estimated,-108882.2374403395,-1.836711567363324,clock_UTC_quote
core,all,1,pca_1,M1,0.1,btc_vol,2523,estimated,-240.80721533834893,-0.4704308525332751,clock_UTC_quote
core,all,1,pca_1,M1,0.1,btc_ret,2523,estimated,272.9827477080422,1.2464542846010211,clock_UTC_quote
core,all,1,pca_1,M1,0.5,e_origin,2523,estimated,0.3881453485169796,3.723281424231075,clock_UTC_quote
core,all,1,pca_1,M1,0.5,downside,2523,estimated,-100173.19242505277,-1.689800518359304,clock_UTC_quote
core,all,1,pca_1,M1,0.5,btc_vol,2523,estimated,248.96283318926015,0.4863633247108593,clock_UTC_quote
core,all,1,pca_1,M1,0.5,btc_ret,2523,estimated,115.95633571584722,0.5294630253858864,clock_UTC_quote
core,all,1,pca_1,M1,0.9,e_origin,2523,estimated,0.3310533004549253,3.175626369667268,clock_UTC_quote
core,all,1,pca_1,M1,0.9,downside,2523,estimated,-35180.43091634659,-0.5934512913025478,clock_UTC_quote
core,all,1,pca_1,M1,0.9,btc_vol,2523,estimated,489.2979769430353,0.9558719580420404,clock_UTC_quote
core,all,1,pca_1,M1,0.9,btc_ret,2523,estimated,109.2312160946966,0.4987557582174761,clock_UTC_quote
core,all,1,pca_1,M2,0.1,e_origin,2523,estimated,0.4577698798546749,4.391154233195305,clock_UTC_quote
core,all,1,pca_1,M2,0.1,downside,2523,estimated,-136267.5410184033,-2.298668494774433,clock_UTC_quote
core,all,1,pca_1,M2,0.1,btc_vol,2523,estimated,-210.58155897879465,-0.4113832809327969,clock_UTC_quote
core,all,1,pca_1,M2,0.1,btc_ret,2523,estimated,278.43636163848646,1.27135578664551,clock_UTC_quote
core,all,1,pca_1,M2,0.1,account_ls,2523,estimated,0.6606351765068064,0.410414168041012,clock_UTC_quote
core,all,1,pca_1,M2,0.5,e_origin,2523,estimated,0.3811341423631824,3.656026480345677,clock_UTC_quote
core,all,1,pca_1,M2,0.5,downside,2523,estimated,-118113.3936981937,-1.992430001127412,clock_UTC_quote
core,all,1,pca_1,M2,0.5,btc_vol,2523,estimated,266.20063568975155,0.5200383710117455,clock_UTC_quote
core,all,1,pca_1,M2,0.5,btc_ret,2523,estimated,103.75867904121692,0.4737678521493497,clock_UTC_quote
core,all,1,pca_1,M2,0.5,account_ls,2523,estimated,0.7200737933542538,0.4473399197273549,clock_UTC_quote
core,all,1,pca_1,M2,0.9,e_origin,2523,estimated,0.3325810914596676,3.1902816937354257,clock_UTC_quote
core,all,1,pca_1,M2,0.9,downside,2523,estimated,-84524.26228805986,-1.425822006572894,clock_UTC_quote
core,all,1,pca_1,M2,0.9,btc_vol,2523,estimated,568.8553214558053,1.1112918417520854,clock_UTC_quote
core,all,1,pca_1,M2,0.9,btc_ret,2523,estimated,101.5733995511504,0.4637897454509831,clock_UTC_quote
core,all,1,pca_1,M2,0.9,account_ls,2523,estimated,1.505795208095975,0.9354628841270684,clock_UTC_quote
core,all,1,pca_2,M0,0.1,e_origin,2523,estimated,0.4934579629424727,3.6714264098858,clock_UTC_quote
core,all,1,pca_2,M0,0.1,downside,2523,estimated,-49595.966284713926,-0.8366239260982206,clock_UTC_quote
core,all,1,pca_2,M0,0.5,e_origin,2523,estimated,0.4266449433623158,3.174324117426894,clock_UTC_quote
core,all,1,pca_2,M0,0.5,downside,2523,estimated,-27251.258569773323,-0.4596957503535621,clock_UTC_quote
core,all,1,pca_2,M0,0.9,e_origin,2523,estimated,0.4150071563784627,3.087736643530714,clock_UTC_quote
core,all,1,pca_2,M0,0.9,downside,2523,estimated,-17393.25895009942,-0.2934032277330621,clock_UTC_quote
core,all,1,pca_2,M1,0.1,e_origin,2523,estimated,0.4963963442968209,3.693288557660944,clock_UTC_quote
core,all,1,pca_2,M1,0.1,downside,2523,estimated,-33181.019252555736,-0.559723636387135,clock_UTC_quote
core,all,1,pca_2,M1,0.1,btc_vol,2523,estimated,-198.28194666100572,-0.3873552753750882,clock_UTC_quote
core,all,1,pca_2,M1,0.1,btc_ret,2523,estimated,123.83037314514948,0.5654163146441492,clock_UTC_quote
core,all,1,pca_2,M1,0.5,e_origin,2523,estimated,0.4172549063794977,3.104460355247537,clock_UTC_quote
core,all,1,pca_2,M1,0.5,downside,2523,estimated,-29288.52891814045,-0.4940620354580772,clock_UTC_quote
core,all,1,pca_2,M1,0.5,btc_vol,2523,estimated,32.14187804791472,0.0627910217343604,clock_UTC_quote
core,all,1,pca_2,M1,0.5,btc_ret,2523,estimated,87.22822510608016,0.3982888876109472,clock_UTC_quote
core,all,1,pca_2,M1,0.9,e_origin,2523,estimated,0.4140099342096914,3.08031711019272,clock_UTC_quote
core,all,1,pca_2,M1,0.9,downside,2523,estimated,-48471.16900238433,-0.8176499572676701,clock_UTC_quote
core,all,1,pca_2,M1,0.9,btc_vol,2523,estimated,315.63684103433286,0.6166148635125408,clock_UTC_quote
core,all,1,pca_2,M1,0.9,btc_ret,2523,estimated,103.92555506575373,0.4745298172827784,clock_UTC_quote
core,all,1,pca_2,M2,0.1,e_origin,2523,estimated,0.506979372873937,3.772028417046149,clock_UTC_quote
core,all,1,pca_2,M2,0.1,downside,2523,estimated,-42833.917556597,-0.7225563480434241,clock_UTC_quote
core,all,1,pca_2,M2,0.1,btc_vol,2523,estimated,-171.56298973007534,-0.3351582443593994,clock_UTC_quote
core,all,1,pca_2,M2,0.1,btc_ret,2523,estimated,107.1355782601028,0.4891869602629067,clock_UTC_quote
core,all,1,pca_2,M2,0.1,account_ls,2523,estimated,0.5624579732344578,0.3494223882592112,clock_UTC_quote
core,all,1,pca_2,M2,0.5,e_origin,2523,estimated,0.4213613274083926,3.1350129529312283,clock_UTC_quote
core,all,1,pca_2,M2,0.5,downside,2523,estimated,-40638.72453473239,-0.6855260985680381,clock_UTC_quote
core,all,1,pca_2,M2,0.5,btc_vol,2523,estimated,42.44802107155212,0.0829246694829439,clock_UTC_quote
core,all,1,pca_2,M2,0.5,btc_ret,2523,estimated,83.00050952887864,0.3789849050716797,clock_UTC_quote
core,all,1,pca_2,M2,0.5,account_ls,2523,estimated,0.5872936708258718,0.3648513610526291,clock_UTC_quote
core,all,1,pca_2,M2,0.9,e_origin,2523,estimated,0.4087599497092656,3.0412561704696706,clock_UTC_quote
core,all,1,pca_2,M2,0.9,downside,2523,estimated,-48428.69732175754,-0.8169335114182236,clock_UTC_quote
core,all,1,pca_2,M2,0.9,btc_vol,2523,estimated,309.67207125093296,0.6049623400180645,clock_UTC_quote
core,all,1,pca_2,M2,0.9,btc_ret,2523,estimated,108.77367760355664,0.4966666122277038,clock_UTC_quote
core,all,1,pca_2,M2,0.9,account_ls,2523,estimated,0.1535062090454851,0.095364469399978,clock_UTC_quote
core,all,1,conditional_linear,M0,0.1,e_origin,2523,estimated,0.4683301471942905,5.366401173960698,clock_UTC_quote
core,all,1,conditional_linear,M0,0.1,downside,2523,estimated,-99577.5028949958,-1.6797519569397952,clock_UTC_quote
core,all,1,conditional_linear,M0,0.5,e_origin,2523,estimated,0.4204140921720164,4.817350946330526,clock_UTC_quote
core,all,1,conditional_linear,M0,0.5,downside,2523,estimated,-71097.5772773256,-1.199330080522311,clock_UTC_quote
core,all,1,conditional_linear,M0,0.9,e_origin,2523,estimated,0.5465486204573347,6.262674260924874,clock_UTC_quote
core,all,1,conditional_linear,M0,0.9,downside,2523,estimated,23634.37044150636,0.3986832250857281,clock_UTC_quote
core,all,1,conditional_linear,M1,0.1,e_origin,2523,estimated,0.4739798709155136,5.431139017961903,clock_UTC_quote
core,all,1,conditional_linear,M1,0.1,downside,2523,estimated,-53258.54113263326,-0.8984071310327576,clock_UTC_quote
core,all,1,conditional_linear,M1,0.1,btc_vol,2523,estimated,-527.7604704139075,-1.0310106683528375,clock_UTC_quote
core,all,1,conditional_linear,M1,0.1,btc_ret,2523,estimated,200.90246988812345,0.9173317599059456,clock_UTC_quote
core,all,1,conditional_linear,M1,0.5,e_origin,2523,estimated,0.4138961317101232,4.742664337142368,clock_UTC_quote
core,all,1,conditional_linear,M1,0.5,downside,2523,estimated,-90049.43856264635,-1.5190250433015884,clock_UTC_quote
core,all,1,conditional_linear,M1,0.5,btc_vol,2523,estimated,169.58007175091885,0.3312844991556792,clock_UTC_quote
core,all,1,conditional_linear,M1,0.5,btc_ret,2523,estimated,56.27629030217129,0.2569606458925894,clock_UTC_quote
core,all,1,conditional_linear,M1,0.9,e_origin,2523,estimated,0.5443155882134239,6.237086869365723,clock_UTC_quote
core,all,1,conditional_linear,M1,0.9,downside,2523,estimated,418.62312375186775,0.0070616654454968,clock_UTC_quote
core,all,1,conditional_linear,M1,0.9,btc_vol,2523,estimated,334.3610871127411,0.6531937634982907,clock_UTC_quote
core,all,1,conditional_linear,M1,0.9,btc_ret,2523,estimated,78.6554871433054,0.3591452931743833,clock_UTC_quote
core,all,1,conditional_linear,M2,0.1,e_origin,2523,estimated,0.468150977544814,5.364348143159567,clock_UTC_quote
core,all,1,conditional_linear,M2,0.1,downside,2523,estimated,-88241.38580212537,-1.4885253814860264,clock_UTC_quote
core,all,1,conditional_linear,M2,0.1,btc_vol,2523,estimated,-459.2711713607069,-0.8972128529604159,clock_UTC_quote
core,all,1,conditional_linear,M2,0.1,btc_ret,2523,estimated,205.29990024707692,0.9374106695006807,clock_UTC_quote
core,all,1,conditional_linear,M2,0.1,account_ls,2523,estimated,1.060963879191037,0.6591150808865051,clock_UTC_quote
core,all,1,conditional_linear,M2,0.5,e_origin,2523,estimated,0.4180864996331105,4.79068002751798,clock_UTC_quote
core,all,1,conditional_linear,M2,0.5,downside,2523,estimated,-95930.45108533872,-1.6182306068734822,clock_UTC_quote
core,all,1,conditional_linear,M2,0.5,btc_vol,2523,estimated,135.99495593619713,0.2656740287926999,clock_UTC_quote
core,all,1,conditional_linear,M2,0.5,btc_ret,2523,estimated,61.59717098663692,0.2812560806139668,clock_UTC_quote
core,all,1,conditional_linear,M2,0.5,account_ls,2523,estimated,0.5632036199867643,0.3498856151692865,clock_UTC_quote
core,all,1,conditional_linear,M2,0.9,e_origin,2523,estimated,0.5376106794677366,6.160258097227703,clock_UTC_quote
core,all,1,conditional_linear,M2,0.9,downside,2523,estimated,-27556.09990035628,-0.4648380546564006,clock_UTC_quote
core,all,1,conditional_linear,M2,0.9,btc_vol,2523,estimated,373.4221953952098,0.7295019025397126,clock_UTC_quote
core,all,1,conditional_linear,M2,0.9,btc_ret,2523,estimated,59.84613978353904,0.2732607755483672,clock_UTC_quote
core,all,1,conditional_linear,M2,0.9,account_ls,2523,estimated,0.9377791268217324,0.5825875669773735,clock_UTC_quote
core,all,1,ae_relu_1,M0,0.1,e_origin,2523,estimated,0.9041871862827146,42.49137484465316,clock_UTC_quote
core,all,1,ae_relu_1,M0,0.1,downside,2523,estimated,-78497.26013547221,-1.3241537746333458,clock_UTC_quote
core,all,1,ae_relu_1,M0,0.5,e_origin,2523,estimated,0.9496170422178905,44.62630560563451,clock_UTC_quote
core,all,1,ae_relu_1,M0,0.5,downside,2523,estimated,-8360.247635772186,-0.1410272593549376,clock_UTC_quote
core,all,1,ae_relu_1,M0,0.9,e_origin,2523,estimated,1.011340860680273,47.526954881489615,clock_UTC_quote
core,all,1,ae_relu_1,M0,0.9,downside,2523,estimated,105894.2708096272,1.7863081865866204,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.1,e_origin,2523,estimated,0.901616894094234,42.370586527258375,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.1,downside,2523,estimated,-45447.35632415062,-0.7666418970531205,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.1,btc_vol,2523,estimated,-393.7303657956771,-0.7691750904940663,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.1,btc_ret,2523,estimated,185.8185423076369,0.8484577144977088,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.5,e_origin,2523,estimated,0.9497746861234814,44.6337139237196,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.5,downside,2523,estimated,-29411.74196746744,-0.4961404904776389,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.5,btc_vol,2523,estimated,151.49619510189376,0.2959565979665296,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.5,btc_ret,2523,estimated,63.3493795395293,0.2892567615236744,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.9,e_origin,2523,estimated,1.0070376405250616,47.32472934298593,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.9,downside,2523,estimated,13439.549340244354,0.2267089317199465,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.9,btc_vol,2523,estimated,817.0245408090208,1.596104795835768,clock_UTC_quote
core,all,1,ae_relu_1,M1,0.9,btc_ret,2523,estimated,25.6053672292928,0.1169155192395857,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.1,e_origin,2523,estimated,0.9015517171401934,42.36752360132071,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.1,downside,2523,estimated,-49322.05112101728,-0.8320033088013588,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.1,btc_vol,2523,estimated,-331.27880194177584,-0.6471723407652115,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.1,btc_ret,2523,estimated,191.07469963911475,0.8724576188190051,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.1,account_ls,2523,estimated,-0.3580079228903829,-0.2224094765920075,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.5,e_origin,2523,estimated,0.9493692731511,44.614661945503485,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.5,downside,2523,estimated,-46099.97501571545,-0.7776507845269054,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.5,btc_vol,2523,estimated,146.00870560238153,0.285236469170157,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.5,btc_ret,2523,estimated,78.34517580849324,0.3577283945019055,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.5,account_ls,2523,estimated,0.6757817270421332,0.4198238379431161,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.9,e_origin,2523,estimated,1.0069220332321844,47.31929649358158,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.9,downside,2523,estimated,13082.74616196461,0.2206900939349727,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.9,btc_vol,2523,estimated,840.9712338631044,1.6428860486855088,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.9,btc_ret,2523,estimated,19.16615146130476,0.0875137048360497,clock_UTC_quote
core,all,1,ae_relu_1,M2,0.9,account_ls,2523,estimated,-0.119430057435583,-0.074194940573241,clock_UTC_quote
core,all,1,ae_relu_2,M0,0.1,e_origin,2523,estimated,0.910954101201579,47.5342366206815,clock_UTC_quote
core,all,1,ae_relu_2,M0,0.1,downside,2523,estimated,-56378.54733354149,-0.9510378595534992,clock_UTC_quote
core,all,1,ae_relu_2,M0,0.5,e_origin,2523,estimated,0.9592594421221478,50.0548438634968,clock_UTC_quote
core,all,1,ae_relu_2,M0,0.5,downside,2523,estimated,-3300.4545952292306,-0.0556746745394219,clock_UTC_quote
core,all,1,ae_relu_2,M0,0.9,e_origin,2523,estimated,1.0327828916745403,53.89135005363558,clock_UTC_quote
core,all,1,ae_relu_2,M0,0.9,downside,2523,estimated,50317.86652666934,0.848801509476854,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.1,e_origin,2523,estimated,0.911950764900778,47.58624324543513,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.1,downside,2523,estimated,-15732.86434379644,-0.2653943802710931,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.1,btc_vol,2523,estimated,-345.5697163200725,-0.6750904703155078,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.1,btc_ret,2523,estimated,97.3571412144072,0.4445380773036649,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.5,e_origin,2523,estimated,0.9592226570307758,50.05292439111605,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.5,downside,2523,estimated,-1140.8275833121504,-0.0192443806069351,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.5,btc_vol,2523,estimated,-62.90442005093795,-0.1228874305576565,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.5,btc_ret,2523,estimated,66.51339929476349,0.3037038502631133,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.9,e_origin,2523,estimated,1.0321978465535149,53.860821980728375,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.9,downside,2523,estimated,47019.41939603711,0.7931606984355843,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.9,btc_vol,2523,estimated,9.528237088141651,0.0186139634155713,clock_UTC_quote
core,all,1,ae_relu_2,M1,0.9,btc_ret,2523,estimated,85.54556134294775,0.3906057520475876,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.1,e_origin,2523,estimated,0.9118318300297164,47.58003713878712,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.1,downside,2523,estimated,-18824.950455267917,-0.3175541306742295,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.1,btc_vol,2523,estimated,-326.0190327283628,-0.6368970767465749,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.1,btc_ret,2523,estimated,94.6146268483714,0.4320156054228366,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.1,account_ls,2523,estimated,0.0597257434891004,0.0371041267501406,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.5,e_origin,2523,estimated,0.9596455045166328,50.074988875397615,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.5,downside,2523,estimated,-14974.680016099936,-0.2526047282799978,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.5,btc_vol,2523,estimated,-55.66764246141398,-0.1087499660873744,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.5,btc_ret,2523,estimated,67.12983609926513,0.3065185347170137,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.5,account_ls,2523,estimated,0.4544419138946458,0.2823183000945072,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.9,e_origin,2523,estimated,1.0324781938998684,53.87545070579803,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.9,downside,2523,estimated,73956.59395592858,1.2475582316727876,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.9,btc_vol,2523,estimated,-31.35137137023768,-0.0612467211211485,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.9,btc_ret,2523,estimated,95.2559408073881,0.434943880336553,clock_UTC_quote
core,all,1,ae_relu_2,M2,0.9,account_ls,2523,estimated,-0.7910914962899965,-0.491459083379332,clock_UTC_quote
core,all,1,ae_tanh_1,M0,0.1,e_origin,2523,estimated,0.8777930207228237,50.40693957811302,clock_UTC_quote
core,all,1,ae_tanh_1,M0,0.1,downside,2523,estimated,-62421.16447831049,-1.0529694975125967,clock_UTC_quote
core,all,1,ae_tanh_1,M0,0.5,e_origin,2523,estimated,0.9449028654155311,54.26069759015129,clock_UTC_quote
core,all,1,ae_tanh_1,M0,0.5,downside,2523,estimated,-11533.61238873902,-0.1945580820699917,clock_UTC_quote
core,all,1,ae_tanh_1,M0,0.9,e_origin,2523,estimated,1.0343181749415795,59.39533867094544,clock_UTC_quote
core,all,1,ae_tanh_1,M0,0.9,downside,2523,estimated,84493.0160029637,1.4252949195601503,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.1,e_origin,2523,estimated,0.8697965991859082,49.94774802869684,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.1,downside,2523,estimated,-21117.98001146528,-0.3562347640739738,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.1,btc_vol,2523,estimated,-553.7417312055757,-1.081766567203047,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.1,btc_ret,2523,estimated,193.4468548976544,0.8832890105848609,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.5,e_origin,2523,estimated,0.9424619984993596,54.12053171020346,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.5,downside,2523,estimated,-7950.988337282384,-0.134123550308739,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.5,btc_vol,2523,estimated,-57.802111500927,-0.1129197750715161,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.5,btc_ret,2523,estimated,78.37558868651566,0.3578672613806235,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.9,e_origin,2523,estimated,1.0342714331003624,59.39265453800021,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.9,downside,2523,estimated,-29671.73547305412,-0.5005262662513233,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.9,btc_vol,2523,estimated,1046.633433952234,2.044659076897553,clock_UTC_quote
core,all,1,ae_tanh_1,M1,0.9,btc_ret,2523,estimated,-57.57274988581562,-0.2628803518681986,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.1,e_origin,2523,estimated,0.8679474439284596,49.84156097191663,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.1,downside,2523,estimated,-36835.28007170654,-0.6213665937186695,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.1,btc_vol,2523,estimated,-458.5580427505546,-0.8958197148870053,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.1,btc_ret,2523,estimated,199.35477611768343,0.9102649047745784,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.1,account_ls,2523,estimated,0.6751153506112911,0.4194098570680554,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.5,e_origin,2523,estimated,0.9412868369680352,54.05304849388075,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.5,downside,2523,estimated,-27274.4280810548,-0.460086591967229,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.5,btc_vol,2523,estimated,-26.856071948597656,-0.0524648931499927,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.5,btc_ret,2523,estimated,83.50089050852073,0.3812696722272758,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.5,account_ls,2523,estimated,0.4992770315126871,0.3101717480346045,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.9,e_origin,2523,estimated,1.0365866427296289,59.52560459471973,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.9,downside,2523,estimated,30934.71758805728,0.5218312459664065,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.9,btc_vol,2523,estimated,840.4892914747034,1.641944546296019,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.9,btc_ret,2523,estimated,-60.38148519825203,-0.2757051922432426,clock_UTC_quote
core,all,1,ae_tanh_1,M2,0.9,account_ls,2523,estimated,-1.3423382501948125,-0.8339165938701054,clock_UTC_quote
core,all,1,ae_tanh_2,M0,0.1,e_origin,2523,estimated,0.8639065743268988,48.24057880875519,clock_UTC_quote
core,all,1,ae_tanh_2,M0,0.1,downside,2523,estimated,-52202.380806074936,-0.8805909845759691,clock_UTC_quote
core,all,1,ae_tanh_2,M0,0.5,e_origin,2523,estimated,0.9413765574757688,52.56650586900216,clock_UTC_quote
