scenario,model,period,n,days,mae_bp,rmse_bp,residual_mean_bp,residual_q10_bp,residual_q50_bp,residual_q90_bp,residual_lag1h_corr,exact_1h_pairs
clock_FXUTC_USNY_quote,eq4_exclude_SOL,2026-01,346,26,7.77228954794666,9.498392049444378,-2.15614017013979,-14.370657666752294,-2.8897345276373088,11.11411943710442,0.18666790530711602,315
clock_FXUTC_USNY_quote,eq4_exclude_DOGE,2026-01,346,26,5.167622736219605,6.358213521691456,-1.9561969183769221,-9.897009604312085,-2.083076394621557,6.368397316223909,0.2842954829627266,315
clock_FXUTC_USNY_quote,individual_five_ols,2026-01,346,26,5.306077864298912,6.528278985371487,-1.9729711645851886,-10.404999104429548,-1.8977070494182025,6.086179357893268,0.2788069208423446,315
clock_FXUTC_USNY_quote,eq4_exclude_BTC,2026-02,324,24,9.483056552225067,11.66234641044694,-0.10970890630006173,-15.723753483586595,0.24618714132988373,15.62707389575561,0.11324704167751695,300
clock_FXUTC_USNY_quote,eq4_exclude_ETH,2026-02,324,24,9.340829162951156,11.419484386350678,0.15019124539435402,-14.732405208762872,-0.26082043280194966,15.338249848137496,0.059177352452468406,300
clock_FXUTC_USNY_quote,eq4_exclude_XRP,2026-02,324,24,9.282278169312049,11.440110613014147,-0.14750256161758338,-15.41520220101036,-0.20005095161306485,15.519442319058186,0.12744773701362777,300
clock_FXUTC_USNY_quote,eq4_exclude_SOL,2026-02,324,24,9.30625675130918,11.421163754657009,-0.254275676480694,-15.875546434119132,0.40212487486084036,15.009655658997099,0.09502176998597747,300
clock_FXUTC_USNY_quote,eq4_exclude_DOGE,2026-02,324,24,5.5266146618220855,6.816823569076523,-0.5080644219554811,-9.762732905573795,-0.43419995966763736,8.189241246725693,0.3417984917549416,300
clock_FXUTC_USNY_quote,individual_five_ols,2026-02,324,24,5.470375151047394,6.7007236049555425,-0.4048935588148171,-9.243481360046978,-0.5613129790444731,8.076796169041415,0.2688558478652572,300
clock_FXUTC_USNY_quote,eq4_exclude_BTC,2026-03,237,17,9.724429902556,12.132391969005313,-3.2557055366262393,-17.262822310143584,-3.2073312460233865,12.4856413660238,0.29340076319365804,219
