mode,definition,model,info,high_downside,high_account,calibration,n,days,mean_start_bp,realized_q10_bp,mean_predicted_q10_bp,loss_bp,below_rate
available_macro,CAP,boosting,history,1,0,calibrated,215,28,-2.096873682135008,-11.53193277987357,-11.609034339102152,1.2364844099778292,0.10697674418604651
available_macro,CAP,boosting,history,1,1,raw,297,34,-1.3751872788820731,-10.627779490055639,-8.02887177731333,1.2871661612939254,0.17845117845117844
available_macro,CAP,boosting,history,1,1,calibrated,297,34,-1.3751872788820731,-10.627779490055639,-11.418263063920884,1.2343212792615892,0.09427609427609428
available_macro,CAP,linear,base,0,0,raw,343,35,-1.439028248931498,-10.58769712868092,-8.38113880711169,1.298592834178226,0.15451895043731778
available_macro,CAP,linear,base,0,0,calibrated,343,35,-1.439028248931498,-10.58769712868092,-11.975428215918027,1.3359388722295649,0.09329446064139942
available_macro,CAP,linear,base,0,1,raw,233,27,-1.4313950727366498,-10.317445956144367,-8.246531033524274,1.231288625296748,0.15879828326180256
available_macro,CAP,linear,base,0,1,calibrated,233,27,-1.4313950727366498,-10.317445956144367,-10.021563427932886,1.196754994628822,0.0944206008583691
available_macro,CAP,linear,base,1,0,raw,215,28,-2.096873682135008,-11.53193277987357,-8.987782459439426,1.347255338918153,0.17209302325581396
available_macro,CAP,linear,base,1,0,calibrated,215,28,-2.096873682135008,-11.53193277987357,-11.313165075202313,1.2825589316941617,0.11627906976744186
available_macro,CAP,linear,base,1,1,raw,297,34,-1.3751872788820731,-10.627779490055639,-9.432835716643217,1.2452906916686661,0.13131313131313133
available_macro,CAP,linear,base,1,1,calibrated,297,34,-1.3751872788820731,-10.627779490055639,-12.462695662081801,1.3384900393436805,0.07744107744107744
available_macro,CAP,linear,full,0,0,raw,343,35,-1.439028248931498,-10.58769712868092,-8.363891845992777,1.3028805957000065,0.15451895043731778
available_macro,CAP,linear,full,0,0,calibrated,343,35,-1.439028248931498,-10.58769712868092,-13.047190791993632,1.43025614291796,0.09329446064139942
available_macro,CAP,linear,full,0,1,raw,233,27,-1.4313950727366498,-10.317445956144367,-7.912978817594111,1.26458205479101,0.17167381974248927
available_macro,CAP,linear,full,0,1,calibrated,233,27,-1.4313950727366498,-10.317445956144367,-9.865634828023737,1.1880232263121417,0.09871244635193133
available_macro,CAP,linear,full,1,0,raw,215,28,-2.096873682135008,-11.53193277987357,-8.93655353751266,1.3537813948461235,0.17674418604651163
available_macro,CAP,linear,full,1,0,calibrated,215,28,-2.096873682135008,-11.53193277987357,-11.684861130008235,1.320100751353245,0.10232558139534884
available_macro,CAP,linear,full,1,1,raw,297,34,-1.3751872788820731,-10.627779490055639,-9.118048153650113,1.2353184734747287,0.13804713804713806
available_macro,CAP,linear,full,1,1,calibrated,297,34,-1.3751872788820731,-10.627779490055639,-13.323542345603824,1.4331439047654089,0.08417508417508418
available_macro,CAP,linear,history,0,0,raw,343,35,-1.439028248931498,-10.58769712868092,-8.331630632926347,1.294057166004842,0.16034985422740525
available_macro,CAP,linear,history,0,0,calibrated,343,35,-1.439028248931498,-10.58769712868092,-11.874765434109817,1.328043837680578,0.09329446064139942
available_macro,CAP,linear,history,0,1,raw,233,27,-1.4313950727366498,-10.317445956144367,-7.9026149752853225,1.2568918187851414,0.18025751072961374
available_macro,CAP,linear,history,0,1,calibrated,233,27,-1.4313950727366498,-10.317445956144367,-9.721903493532773,1.2024620842210794,0.09871244635193133
available_macro,CAP,linear,history,1,0,raw,215,28,-2.096873682135008,-11.53193277987357,-8.993085423490522,1.3534194705696934,0.17209302325581396
available_macro,CAP,linear,history,1,0,calibrated,215,28,-2.096873682135008,-11.53193277987357,-11.278192474961687,1.2888550477474028,0.12093023255813953
available_macro,CAP,linear,history,1,1,raw,297,34,-1.3751872788820731,-10.627779490055639,-9.34090403392661,1.2283170348365633,0.12457912457912458
available_macro,CAP,linear,history,1,1,calibrated,297,34,-1.3751872788820731,-10.627779490055639,-12.498867465044935,1.3483082028797546,0.08080808080808081
available_macro,CAP,qrf,base,0,0,raw,343,35,-1.439028248931498,-10.58769712868092,-8.328942347976298,1.259456500118596,0.1661807580174927
available_macro,CAP,qrf,base,0,0,calibrated,343,35,-1.439028248931498,-10.58769712868092,-11.494534313836489,1.3058644587813475,0.10495626822157435
available_macro,CAP,qrf,base,0,1,raw,233,27,-1.4313950727366498,-10.317445956144367,-7.998521273342118,1.2787828091744986,0.17167381974248927
available_macro,CAP,qrf,base,0,1,calibrated,233,27,-1.4313950727366498,-10.317445956144367,-10.281840474107701,1.1914767401297466,0.10300429184549356
available_macro,CAP,qrf,base,1,0,raw,215,28,-2.096873682135008,-11.53193277987357,-9.353545258814526,1.2170619234244928,0.15348837209302327
available_macro,CAP,qrf,base,1,0,calibrated,215,28,-2.096873682135008,-11.53193277987357,-11.643455109877374,1.2219713434557355,0.09302325581395349
available_macro,CAP,qrf,base,1,1,raw,297,34,-1.3751872788820731,-10.627779490055639,-8.813233527125432,1.2854606076028607,0.16498316498316498
available_macro,CAP,qrf,base,1,1,calibrated,297,34,-1.3751872788820731,-10.627779490055639,-11.33904371700858,1.282930945242724,0.08754208754208755
available_macro,CAP,qrf,full,0,0,raw,343,35,-1.439028248931498,-10.58769712868092,-8.569375173844687,1.2505925765217742,0.1457725947521866
available_macro,CAP,qrf,full,0,0,calibrated,343,35,-1.439028248931498,-10.58769712868092,-11.421382534502342,1.3085685411049088,0.10495626822157435
available_macro,CAP,qrf,full,0,1,raw,233,27,-1.4313950727366498,-10.317445956144367,-8.130178578282134,1.2527299090163804,0.15450643776824036
available_macro,CAP,qrf,full,0,1,calibrated,233,27,-1.4313950727366498,-10.317445956144367,-10.29706581681638,1.1611138280368072,0.10300429184549356
available_macro,CAP,qrf,full,1,0,raw,215,28,-2.096873682135008,-11.53193277987357,-9.63382495745414,1.1806350245479071,0.12093023255813953
available_macro,CAP,qrf,full,1,0,calibrated,215,28,-2.096873682135008,-11.53193277987357,-11.813405768890537,1.2039845585587474,0.08372093023255814
available_macro,CAP,qrf,full,1,1,raw,297,34,-1.3751872788820731,-10.627779490055639,-8.878406611187774,1.243246370960243,0.16161616161616163
available_macro,CAP,qrf,full,1,1,calibrated,297,34,-1.3751872788820731,-10.627779490055639,-11.286261064700822,1.27253823871651,0.08417508417508418
available_macro,CAP,qrf,history,0,0,raw,343,35,-1.439028248931498,-10.58769712868092,-8.422090987591409,1.2692470679612613,0.1661807580174927
available_macro,CAP,qrf,history,0,0,calibrated,343,35,-1.439028248931498,-10.58769712868092,-11.406917765453342,1.3110380910751989,0.10495626822157435
available_macro,CAP,qrf,history,0,1,raw,233,27,-1.4313950727366498,-10.317445956144367,-8.091356330084928,1.2468230518742358,0.16738197424892703
available_macro,CAP,qrf,history,0,1,calibrated,233,27,-1.4313950727366498,-10.317445956144367,-10.381157119359706,1.164953169710639,0.10300429184549356
available_macro,CAP,qrf,history,1,0,raw,215,28,-2.096873682135008,-11.53193277987357,-9.478215715886245,1.1947389434215676,0.13953488372093023
available_macro,CAP,qrf,history,1,0,calibrated,215,28,-2.096873682135008,-11.53193277987357,-11.840150855971913,1.1927937475590398,0.07906976744186046
available_macro,CAP,qrf,history,1,1,raw,297,34,-1.3751872788820731,-10.627779490055639,-8.87241211288417,1.2303796979233945,0.15151515151515152
available_macro,CAP,qrf,history,1,1,calibrated,297,34,-1.3751872788820731,-10.627779490055639,-11.276286642574592,1.267178671554508,0.09090909090909091
available_macro,EQ,boosting,base,0,0,raw,343,35,-1.3820448582427405,-12.612422132343244,-10.482193966385806,1.6717684226185838,0.16034985422740525
available_macro,EQ,boosting,base,0,0,calibrated,343,35,-1.3820448582427405,-12.612422132343244,-14.921842291194878,1.7503829640025992,0.10204081632653061
available_macro,EQ,boosting,base,0,1,raw,233,27,-1.3272727662006862,-11.760989653030242,-9.336762978608185,1.6617614732038122,0.19313304721030042
available_macro,EQ,boosting,base,0,1,calibrated,233,27,-1.3272727662006862,-11.760989653030242,-12.587120508132164,1.5446778442639093,0.0944206008583691
available_macro,EQ,boosting,base,1,0,raw,215,28,-1.7655553944737583,-17.372281183342217,-12.739716105240124,2.1400125663230742,0.2186046511627907
available_macro,EQ,boosting,base,1,0,calibrated,215,28,-1.7655553944737583,-17.372281183342217,-17.1845017734918,1.976839665899051,0.10697674418604651
available_macro,EQ,boosting,base,1,1,raw,297,34,-4.364391553128961,-18.24037558730208,-13.487900400398237,1.8801559287585188,0.1750841750841751
available_macro,EQ,boosting,base,1,1,calibrated,297,34,-4.364391553128961,-18.24037558730208,-17.639944565500894,1.7712746051666377,0.08754208754208755
available_macro,EQ,boosting,full,0,0,raw,343,35,-1.3820448582427405,-12.612422132343244,-11.018944001768697,1.683038168352511,0.15743440233236153
available_macro,EQ,boosting,full,0,0,calibrated,343,35,-1.3820448582427405,-12.612422132343244,-14.982692729438114,1.7717899784469093,0.10204081632653061
available_macro,EQ,boosting,full,0,1,raw,233,27,-1.3272727662006862,-11.760989653030242,-9.474912739600658,1.6651697756662163,0.19313304721030042
available_macro,EQ,boosting,full,0,1,calibrated,233,27,-1.3272727662006862,-11.760989653030242,-12.599155545391419,1.54867137169355,0.09012875536480687
available_macro,EQ,boosting,full,1,0,raw,215,28,-1.7655553944737583,-17.372281183342217,-13.248013664559293,2.1363164906087717,0.19069767441860466
available_macro,EQ,boosting,full,1,0,calibrated,215,28,-1.7655553944737583,-17.372281183342217,-17.60626567484377,2.047774032728676,0.11162790697674418
available_macro,EQ,boosting,full,1,1,raw,297,34,-4.364391553128961,-18.24037558730208,-13.512004731075463,1.872673098053402,0.1750841750841751
available_macro,EQ,boosting,full,1,1,calibrated,297,34,-4.364391553128961,-18.24037558730208,-17.574402948363538,1.7719366568381907,0.08754208754208755
available_macro,EQ,boosting,history,0,0,raw,343,35,-1.3820448582427405,-12.612422132343244,-10.804327113037562,1.689324322320221,0.15160349854227406
available_macro,EQ,boosting,history,0,0,calibrated,343,35,-1.3820448582427405,-12.612422132343244,-15.220823332906415,1.8080950136977945,0.10204081632653061
available_macro,EQ,boosting,history,0,1,raw,233,27,-1.3272727662006862,-11.760989653030242,-9.514210332947764,1.673663992897393,0.19313304721030042
available_macro,EQ,boosting,history,0,1,calibrated,233,27,-1.3272727662006862,-11.760989653030242,-12.79375402569637,1.552383152770677,0.09871244635193133
available_macro,EQ,boosting,history,1,0,raw,215,28,-1.7655553944737583,-17.372281183342217,-13.403621107280273,2.1626757695251713,0.2
available_macro,EQ,boosting,history,1,0,calibrated,215,28,-1.7655553944737583,-17.372281183342217,-18.21486034367623,2.0466206122582116,0.11627906976744186
available_macro,EQ,boosting,history,1,1,raw,297,34,-4.364391553128961,-18.24037558730208,-13.735947559752272,1.8850831102123007,0.18518518518518517
available_macro,EQ,boosting,history,1,1,calibrated,297,34,-4.364391553128961,-18.24037558730208,-17.862811685149666,1.78188392905842,0.09090909090909091
available_macro,EQ,linear,base,0,0,raw,343,35,-1.3820448582427405,-12.612422132343244,-11.586555619798663,1.7381305356772867,0.1282798833819242
available_macro,EQ,linear,base,0,0,calibrated,343,35,-1.3820448582427405,-12.612422132343244,-15.659732358276036,1.831430760131825,0.09329446064139942
available_macro,EQ,linear,base,0,1,raw,233,27,-1.3272727662006862,-11.760989653030242,-11.626587225679126,1.6454694838670985,0.1072961373390558
available_macro,EQ,linear,base,0,1,calibrated,233,27,-1.3272727662006862,-11.760989653030242,-13.484591846133814,1.6560087956026772,0.07725321888412018
available_macro,EQ,linear,base,1,0,raw,215,28,-1.7655553944737583,-17.372281183342217,-12.490682881562696,2.0322527423486485,0.19069767441860466
available_macro,EQ,linear,base,1,0,calibrated,215,28,-1.7655553944737583,-17.372281183342217,-16.394839045079397,1.91164192080887,0.12558139534883722
available_macro,EQ,linear,base,1,1,raw,297,34,-4.364391553128961,-18.24037558730208,-14.632399065960131,1.9588099900134235,0.14814814814814814
available_macro,EQ,linear,base,1,1,calibrated,297,34,-4.364391553128961,-18.24037558730208,-17.54450112649118,1.8389834862350443,0.07744107744107744
available_macro,EQ,linear,full,0,0,raw,343,35,-1.3820448582427405,-12.612422132343244,-11.440133447281061,1.7593300675703043,0.1282798833819242
available_macro,EQ,linear,full,0,0,calibrated,343,35,-1.3820448582427405,-12.612422132343244,-15.677039574850877,1.8391671274847434,0.09329446064139942
available_macro,EQ,linear,full,0,1,raw,233,27,-1.3272727662006862,-11.760989653030242,-11.489718206144797,1.6356621197221142,0.1072961373390558
available_macro,EQ,linear,full,0,1,calibrated,233,27,-1.3272727662006862,-11.760989653030242,-13.409797557303426,1.6485293667196383,0.07725321888412018
available_macro,EQ,linear,full,1,0,raw,215,28,-1.7655553944737583,-17.372281183342217,-12.198051666710779,2.0212530559271182,0.20930232558139536
available_macro,EQ,linear,full,1,0,calibrated,215,28,-1.7655553944737583,-17.372281183342217,-16.485847397061953,1.9009924039885682,0.12093023255813953
available_macro,EQ,linear,full,1,1,raw,297,34,-4.364391553128961,-18.24037558730208,-14.933191710813638,2.025175463173914,0.14814814814814814
available_macro,EQ,linear,full,1,1,calibrated,297,34,-4.364391553128961,-18.24037558730208,-18.05155084941727,1.916281668413827,0.08417508417508418
available_macro,EQ,linear,history,0,0,raw,343,35,-1.3820448582427405,-12.612422132343244,-11.559046227973777,1.7541737229964574,0.1282798833819242
available_macro,EQ,linear,history,0,0,calibrated,343,35,-1.3820448582427405,-12.612422132343244,-15.857797303323348,1.838744184963308,0.09037900874635568
available_macro,EQ,linear,history,0,1,raw,233,27,-1.3272727662006862,-11.760989653030242,-11.571144714911364,1.645097144099612,0.10300429184549356
available_macro,EQ,linear,history,0,1,calibrated,233,27,-1.3272727662006862,-11.760989653030242,-13.52478282335082,1.6625689525135572,0.0815450643776824
available_macro,EQ,linear,history,1,0,raw,215,28,-1.7655553944737583,-17.372281183342217,-12.156399207933386,2.0440950381754797,0.20930232558139536
available_macro,EQ,linear,history,1,0,calibrated,215,28,-1.7655553944737583,-17.372281183342217,-16.780235448111746,1.9239020019406792,0.11627906976744186
available_macro,EQ,linear,history,1,1,raw,297,34,-4.364391553128961,-18.24037558730208,-14.30890035437682,1.9489437968155916,0.14814814814814814
available_macro,EQ,linear,history,1,1,calibrated,297,34,-4.364391553128961,-18.24037558730208,-17.689623500431914,1.8584866354402785,0.08754208754208755
available_macro,EQ,qrf,base,0,0,raw,343,35,-1.3820448582427405,-12.612422132343244,-10.845278663436957,1.510927734148726,0.13411078717201166
available_macro,EQ,qrf,base,0,0,calibrated,343,35,-1.3820448582427405,-12.612422132343244,-14.156543231412654,1.6185513110273466,0.09912536443148688
available_macro,EQ,qrf,base,0,1,raw,233,27,-1.3272727662006862,-11.760989653030242,-9.272668101072032,1.522236299361672,0.15879828326180256
available_macro,EQ,qrf,base,0,1,calibrated,233,27,-1.3272727662006862,-11.760989653030242,-12.193472830326716,1.4916119556644347,0.09012875536480687
available_macro,EQ,qrf,base,1,0,raw,215,28,-1.7655553944737583,-17.372281183342217,-12.802015280860749,1.944987128069112,0.17674418604651163
available_macro,EQ,qrf,base,1,0,calibrated,215,28,-1.7655553944737583,-17.372281183342217,-17.22055993520079,1.8553862310686893,0.11627906976744186
available_macro,EQ,qrf,base,1,1,raw,297,34,-4.364391553128961,-18.24037558730208,-12.891741992852564,1.8490007800757073,0.18855218855218855
available_macro,EQ,qrf,base,1,1,calibrated,297,34,-4.364391553128961,-18.24037558730208,-16.71575410533058,1.7341137885872233,0.10774410774410774
available_macro,EQ,qrf,full,0,0,raw,343,35,-1.3820448582427405,-12.612422132343244,-10.922303035432266,1.509657062386156,0.13411078717201166
available_macro,EQ,qrf,full,0,0,calibrated,343,35,-1.3820448582427405,-12.612422132343244,-14.4787923731992,1.6467691958171125,0.09912536443148688
available_macro,EQ,qrf,full,0,1,raw,233,27,-1.3272727662006862,-11.760989653030242,-9.185305406051583,1.5455436178892055,0.16738197424892703
available_macro,EQ,qrf,full,0,1,calibrated,233,27,-1.3272727662006862,-11.760989653030242,-12.230729049121392,1.4908695983044264,0.0944206008583691
available_macro,EQ,qrf,full,1,0,raw,215,28,-1.7655553944737583,-17.372281183342217,-12.696528242468549,1.9078023639173258,0.17209302325581396
available_macro,EQ,qrf,full,1,0,calibrated,215,28,-1.7655553944737583,-17.372281183342217,-17.52104371699594,1.7980977749367815,0.10232558139534884
available_macro,EQ,qrf,full,1,1,raw,297,34,-4.364391553128961,-18.24037558730208,-12.721067492220298,1.9274927643997142,0.18855218855218855
available_macro,EQ,qrf,full,1,1,calibrated,297,34,-4.364391553128961,-18.24037558730208,-16.569195020393405,1.8045929335717028,0.11784511784511785
available_macro,EQ,qrf,history,0,0,raw,343,35,-1.3820448582427405,-12.612422132343244,-10.704499978501017,1.5054878523533035,0.13702623906705538
available_macro,EQ,qrf,history,0,0,calibrated,343,35,-1.3820448582427405,-12.612422132343244,-14.249839093644832,1.613192589981412,0.10495626822157435
available_macro,EQ,qrf,history,0,1,raw,233,27,-1.3272727662006862,-11.760989653030242,-9.190112709726476,1.5289189799130867,0.17167381974248927
available_macro,EQ,qrf,history,0,1,calibrated,233,27,-1.3272727662006862,-11.760989653030242,-12.246404091051566,1.4683288042992524,0.09012875536480687
available_macro,EQ,qrf,history,1,0,raw,215,28,-1.7655553944737583,-17.372281183342217,-12.92979460524151,1.8923914077613513,0.17674418604651163
available_macro,EQ,qrf,history,1,0,calibrated,215,28,-1.7655553944737583,-17.372281183342217,-17.3365139198209,1.7800659487750197,0.10232558139534884
available_macro,EQ,qrf,history,1,1,raw,297,34,-4.364391553128961,-18.24037558730208,-12.813278944132641,1.8817484665313704,0.2053872053872054
available_macro,EQ,qrf,history,1,1,calibrated,297,34,-4.364391553128961,-18.24037558730208,-16.69704266773966,1.7323529928461274,0.1111111111111111
available_macro,PCA,boosting,base,0,0,raw,343,35,-1.3766209790040107,-12.462808011310225,-10.368582195246319,1.6619506976530916,0.16034985422740525
available_macro,PCA,boosting,base,0,0,calibrated,343,35,-1.3766209790040107,-12.462808011310225,-14.70850719066963,1.741291968748425,0.10787172011661808
available_macro,PCA,boosting,base,0,1,raw,233,27,-1.323351664908519,-11.719785054301381,-9.344569924181389,1.6414168157723754,0.19313304721030042
available_macro,PCA,boosting,base,0,1,calibrated,233,27,-1.323351664908519,-11.719785054301381,-12.46112677821305,1.5181769213471972,0.09012875536480687
available_macro,PCA,boosting,base,1,0,raw,215,28,-1.7626101590746353,-17.180561282289904,-12.624168173165277,2.1374293611256587,0.22325581395348837
available_macro,PCA,boosting,base,1,0,calibrated,215,28,-1.7626101590746353,-17.180561282289904,-17.07023095545134,1.9660248234717432,0.10697674418604651
available_macro,PCA,boosting,base,1,1,raw,297,34,-4.34767181206767,-18.113812985131243,-13.59711551632398,1.870922093126091,0.16835016835016836
available_macro,PCA,boosting,base,1,1,calibrated,297,34,-4.34767181206767,-18.113812985131243,-17.517708821856832,1.7754389802171866,0.08754208754208755
available_macro,PCA,boosting,full,0,0,raw,343,35,-1.3766209790040107,-12.462808011310225,-10.995043022173444,1.6504851090997472,0.15451895043731778
available_macro,PCA,boosting,full,0,0,calibrated,343,35,-1.3766209790040107,-12.462808011310225,-14.764240248603038,1.7447414060814503,0.09912536443148688
available_macro,PCA,boosting,full,0,1,raw,233,27,-1.323351664908519,-11.719785054301381,-9.465158729326259,1.6399882364422715,0.19742489270386265
available_macro,PCA,boosting,full,0,1,calibrated,233,27,-1.323351664908519,-11.719785054301381,-12.507629857644325,1.5229160961197465,0.09012875536480687
available_macro,PCA,boosting,full,1,0,raw,215,28,-1.7626101590746353,-17.180561282289904,-13.185709527992781,2.116068307438451,0.19534883720930232
available_macro,PCA,boosting,full,1,0,calibrated,215,28,-1.7626101590746353,-17.180561282289904,-17.405323733589025,2.0358968834693565,0.10697674418604651
available_macro,PCA,boosting,full,1,1,raw,297,34,-4.34767181206767,-18.113812985131243,-13.571474722625412,1.8744866478836921,0.16498316498316498
available_macro,PCA,boosting,full,1,1,calibrated,297,34,-4.34767181206767,-18.113812985131243,-17.518545032497514,1.777340499779397,0.08754208754208755
available_macro,PCA,boosting,history,0,0,raw,343,35,-1.3766209790040107,-12.462808011310225,-10.641713586896293,1.6680233178491315,0.1457725947521866
available_macro,PCA,boosting,history,0,0,calibrated,343,35,-1.3766209790040107,-12.462808011310225,-15.039327790656893,1.8034651606277636,0.09912536443148688
available_macro,PCA,boosting,history,0,1,raw,233,27,-1.323351664908519,-11.719785054301381,-9.507805105185692,1.644745839785066,0.2017167381974249
available_macro,PCA,boosting,history,0,1,calibrated,233,27,-1.323351664908519,-11.719785054301381,-12.712890969330962,1.5290120089051502,0.09012875536480687
available_macro,PCA,boosting,history,1,0,raw,215,28,-1.7626101590746353,-17.180561282289904,-13.257827180195607,2.1506035414159643,0.19534883720930232
available_macro,PCA,boosting,history,1,0,calibrated,215,28,-1.7626101590746353,-17.180561282289904,-18.23781613225348,2.0395494971689403,0.12558139534883722
available_macro,PCA,boosting,history,1,1,raw,297,34,-4.34767181206767,-18.113812985131243,-13.627438067743784,1.8740596671234546,0.18181818181818182
available_macro,PCA,boosting,history,1,1,calibrated,297,34,-4.34767181206767,-18.113812985131243,-17.562873775031655,1.7733717230728496,0.09090909090909091
available_macro,PCA,linear,base,0,0,raw,343,35,-1.3766209790040107,-12.462808011310225,-11.645838165884513,1.7156639504741578,0.12536443148688048
available_macro,PCA,linear,base,0,0,calibrated,343,35,-1.3766209790040107,-12.462808011310225,-15.577706086108432,1.82530721152728,0.09037900874635568
available_macro,PCA,linear,base,0,1,raw,233,27,-1.323351664908519,-11.719785054301381,-11.528613637568647,1.6260873464563679,0.10300429184549356
available_macro,PCA,linear,base,0,1,calibrated,233,27,-1.323351664908519,-11.719785054301381,-13.356194233126672,1.6424069477631975,0.07725321888412018
available_macro,PCA,linear,base,1,0,raw,215,28,-1.7626101590746353,-17.180561282289904,-12.668658057625303,1.9844120657583453,0.19534883720930232
available_macro,PCA,linear,base,1,0,calibrated,215,28,-1.7626101590746353,-17.180561282289904,-16.348569974446765,1.8761495508348516,0.13023255813953488
available_macro,PCA,linear,base,1,1,raw,297,34,-4.34767181206767,-18.113812985131243,-14.640705556493515,1.9549837565115964,0.1447811447811448
available_macro,PCA,linear,base,1,1,calibrated,297,34,-4.34767181206767,-18.113812985131243,-17.55599508583562,1.8391816030177313,0.08080808080808081
available_macro,PCA,linear,full,0,0,raw,343,35,-1.3766209790040107,-12.462808011310225,-11.207115143715608,1.7383186313025776,0.1282798833819242
available_macro,PCA,linear,full,0,0,calibrated,343,35,-1.3766209790040107,-12.462808011310225,-15.530315911662296,1.8265163554596562,0.09329446064139942
available_macro,PCA,linear,full,0,1,raw,233,27,-1.323351664908519,-11.719785054301381,-11.361521309639604,1.6134502391889534,0.10300429184549356
available_macro,PCA,linear,full,0,1,calibrated,233,27,-1.323351664908519,-11.719785054301381,-13.276450728498526,1.6344325973003826,0.07725321888412018
available_macro,PCA,linear,full,1,0,raw,215,28,-1.7626101590746353,-17.180561282289904,-11.957445475654087,2.001210893828647,0.21395348837209302
available_macro,PCA,linear,full,1,0,calibrated,215,28,-1.7626101590746353,-17.180561282289904,-16.357810966738374,1.8722358350737818,0.13488372093023257
available_macro,PCA,linear,full,1,1,raw,297,34,-4.34767181206767,-18.113812985131243,-14.750862747777225,2.009644048022193,0.14814814814814814
available_macro,PCA,linear,full,1,1,calibrated,297,34,-4.34767181206767,-18.113812985131243,-17.884148133193452,1.8975591359572326,0.08754208754208755
available_macro,PCA,linear,history,0,0,raw,343,35,-1.3766209790040107,-12.462808011310225,-11.426101302110482,1.736364063022961,0.1282798833819242
available_macro,PCA,linear,history,0,0,calibrated,343,35,-1.3766209790040107,-12.462808011310225,-15.740539848339592,1.8230611173695437,0.08746355685131195
available_macro,PCA,linear,history,0,1,raw,233,27,-1.323351664908519,-11.719785054301381,-11.435799885479268,1.6297344572232546,0.10300429184549356
available_macro,PCA,linear,history,0,1,calibrated,233,27,-1.323351664908519,-11.719785054301381,-13.369884399079204,1.6460274213897164,0.0815450643776824
available_macro,PCA,linear,history,1,0,raw,215,28,-1.7626101590746353,-17.180561282289904,-11.999942578076311,2.0261572506589705,0.20930232558139536
available_macro,PCA,linear,history,1,0,calibrated,215,28,-1.7626101590746353,-17.180561282289904,-16.59310345671897,1.9009727514702917,0.11627906976744186
available_macro,PCA,linear,history,1,1,raw,297,34,-4.34767181206767,-18.113812985131243,-14.195852491641013,1.9360763450317813,0.14814814814814814
available_macro,PCA,linear,history,1,1,calibrated,297,34,-4.34767181206767,-18.113812985131243,-17.588711670022732,1.845477277822313,0.09090909090909091
