mode,definition,model,info,high_downside,high_account,calibration,n,days,mean_start_bp,realized_q10_bp,mean_predicted_q10_bp,loss_bp,below_rate
strict,PCA,linear,base,1,0,calibrated,99,24,-2.017063039090383,-18.22874537329199,-16.973473808013456,1.9663034470696372,0.12121212121212122
strict,PCA,linear,base,1,1,raw,127,32,-4.699645337118592,-15.831827525650022,-13.963888255271781,2.090346479743905,0.13385826771653545
strict,PCA,linear,base,1,1,calibrated,127,32,-4.699645337118592,-15.831827525650022,-17.875330147334296,2.0923012171719164,0.08661417322834646
strict,PCA,linear,full,0,0,raw,132,28,-0.2573985417609209,-12.870417016516239,-10.8655796104126,1.855852734642494,0.1893939393939394
strict,PCA,linear,full,0,0,calibrated,132,28,-0.2573985417609209,-12.870417016516239,-16.493969650507847,1.8121203380188327,0.06818181818181818
strict,PCA,linear,full,0,1,raw,109,24,-2.3664828407435174,-11.386147617898574,-10.38614786662847,1.5497712830763608,0.1926605504587156
strict,PCA,linear,full,0,1,calibrated,109,24,-2.3664828407435174,-11.386147617898574,-15.485320233303652,1.6737693361336388,0.08256880733944955
strict,PCA,linear,full,1,0,raw,99,24,-2.017063039090383,-18.22874537329199,-12.875955442123194,2.281647133701207,0.20202020202020202
strict,PCA,linear,full,1,0,calibrated,99,24,-2.017063039090383,-18.22874537329199,-17.87562622179068,2.0412353011988045,0.1111111111111111
strict,PCA,linear,full,1,1,raw,127,32,-4.699645337118592,-15.831827525650022,-13.90855952133686,2.0848136063504126,0.13385826771653545
strict,PCA,linear,full,1,1,calibrated,127,32,-4.699645337118592,-15.831827525650022,-19.470023798007116,1.9788588845266262,0.05511811023622047
strict,PCA,linear,history,0,0,raw,132,28,-0.2573985417609209,-12.870417016516239,-9.81571004789286,2.0758287739512453,0.22727272727272727
strict,PCA,linear,history,0,0,calibrated,132,28,-0.2573985417609209,-12.870417016516239,-16.699056942203104,1.8197367594300422,0.07575757575757576
strict,PCA,linear,history,0,1,raw,109,24,-2.3664828407435174,-11.386147617898574,-11.127346594979288,1.473184633396003,0.1926605504587156
strict,PCA,linear,history,0,1,calibrated,109,24,-2.3664828407435174,-11.386147617898574,-16.124662551992802,1.6046887258853844,0.06422018348623854
strict,PCA,linear,history,1,0,raw,99,24,-2.017063039090383,-18.22874537329199,-10.46269723966299,2.504933003758504,0.2727272727272727
strict,PCA,linear,history,1,0,calibrated,99,24,-2.017063039090383,-18.22874537329199,-16.29480535705382,1.9666054301770202,0.1414141414141414
strict,PCA,linear,history,1,1,raw,127,32,-4.699645337118592,-15.831827525650022,-13.64614265149025,2.075353353940561,0.14173228346456693
strict,PCA,linear,history,1,1,calibrated,127,32,-4.699645337118592,-15.831827525650022,-18.514264993994466,2.0883650792429465,0.07874015748031496
strict,PCA,qrf,base,0,0,raw,132,28,-0.2573985417609209,-12.870417016516239,-10.448275531407685,1.6518691801159362,0.17424242424242425
strict,PCA,qrf,base,0,0,calibrated,132,28,-0.2573985417609209,-12.870417016516239,-16.115829472634008,1.6596062562080638,0.06818181818181818
strict,PCA,qrf,base,0,1,raw,109,24,-2.3664828407435174,-11.386147617898574,-9.434065958911933,1.438249425331463,0.1834862385321101
strict,PCA,qrf,base,0,1,calibrated,109,24,-2.3664828407435174,-11.386147617898574,-14.334468198644814,1.5316096744011067,0.08256880733944955
strict,PCA,qrf,base,1,0,raw,99,24,-2.017063039090383,-18.22874537329199,-12.345785593327811,2.191892812314617,0.23232323232323232
strict,PCA,qrf,base,1,0,calibrated,99,24,-2.017063039090383,-18.22874537329199,-18.31444067578056,1.895020644284718,0.1111111111111111
strict,PCA,qrf,base,1,1,raw,127,32,-4.699645337118592,-15.831827525650022,-12.915433092620065,2.0045025625897757,0.16535433070866143
strict,PCA,qrf,base,1,1,calibrated,127,32,-4.699645337118592,-15.831827525650022,-17.891235347831977,1.9748671366396497,0.11023622047244094
strict,PCA,qrf,full,0,0,raw,132,28,-0.2573985417609209,-12.870417016516239,-11.024814198366595,1.6857452525826013,0.14393939393939395
strict,PCA,qrf,full,0,0,calibrated,132,28,-0.2573985417609209,-12.870417016516239,-16.28005151012287,1.7083605521472798,0.06818181818181818
strict,PCA,qrf,full,0,1,raw,109,24,-2.3664828407435174,-11.386147617898574,-10.693526542295276,1.3572473144508703,0.13761467889908258
strict,PCA,qrf,full,0,1,calibrated,109,24,-2.3664828407435174,-11.386147617898574,-14.603810149257193,1.5013859844855297,0.08256880733944955
strict,PCA,qrf,full,1,0,raw,99,24,-2.017063039090383,-18.22874537329199,-12.562121258811421,2.1488752392387864,0.23232323232323232
strict,PCA,qrf,full,1,0,calibrated,99,24,-2.017063039090383,-18.22874537329199,-17.94073175060915,1.884030271706709,0.10101010101010101
strict,PCA,qrf,full,1,1,raw,127,32,-4.699645337118592,-15.831827525650022,-13.394189845941067,2.0036376805142933,0.14173228346456693
strict,PCA,qrf,full,1,1,calibrated,127,32,-4.699645337118592,-15.831827525650022,-17.692017081084582,1.9924051595055845,0.11023622047244094
strict,PCA,qrf,history,0,0,raw,132,28,-0.2573985417609209,-12.870417016516239,-10.687605948242888,1.7125969475297043,0.1590909090909091
strict,PCA,qrf,history,0,0,calibrated,132,28,-0.2573985417609209,-12.870417016516239,-16.148517334296862,1.7123379549540494,0.07575757575757576
strict,PCA,qrf,history,0,1,raw,109,24,-2.3664828407435174,-11.386147617898574,-9.232573770433122,1.4684393988336601,0.1926605504587156
strict,PCA,qrf,history,0,1,calibrated,109,24,-2.3664828407435174,-11.386147617898574,-14.36511884180037,1.5372000397554582,0.07339449541284404
strict,PCA,qrf,history,1,0,raw,99,24,-2.017063039090383,-18.22874537329199,-12.848210284806523,2.1388532758217256,0.21212121212121213
strict,PCA,qrf,history,1,0,calibrated,99,24,-2.017063039090383,-18.22874537329199,-18.73205347482077,1.8775780709075753,0.10101010101010101
strict,PCA,qrf,history,1,1,raw,127,32,-4.699645337118592,-15.831827525650022,-12.872126456836533,2.0035781062623763,0.16535433070866143
strict,PCA,qrf,history,1,1,calibrated,127,32,-4.699645337118592,-15.831827525650022,-18.123220508166646,2.0123329861270536,0.10236220472440945
