mode,definition,model,info,calibration,fold,n,loss_bp,below_rate
available_macro,EQ,qrf,base,raw,2026-01,294,1.4641283202389663,0.17346938775510204
available_macro,EQ,qrf,base,raw,2026-02,280,1.9181186967653385,0.17857142857142858
available_macro,EQ,qrf,base,raw,2026-03,201,1.7727536354841946,0.11940298507462686
available_macro,EQ,qrf,base,calibrated,2025-12,313,1.6386548547275581,0.09904153354632587
available_macro,EQ,qrf,base,calibrated,2026-01,294,1.422413835856115,0.11904761904761904
available_macro,EQ,qrf,base,calibrated,2026-02,280,1.8502802092972819,0.1
available_macro,EQ,qrf,base,calibrated,2026-03,201,1.8282657928741504,0.08955223880597014
available_macro,EQ,qrf,full,raw,2025-12,313,1.6829033486824794,0.17252396166134185
available_macro,EQ,qrf,full,raw,2026-01,294,1.4834531684366936,0.17687074829931973
available_macro,EQ,qrf,full,raw,2026-02,280,1.9258992500297292,0.17142857142857143
available_macro,EQ,qrf,full,raw,2026-03,201,1.7832394277077033,0.11940298507462686
available_macro,EQ,qrf,full,calibrated,2025-12,313,1.6675343682793076,0.10543130990415335
available_macro,EQ,qrf,full,calibrated,2026-01,294,1.4233012957198383,0.11564625850340136
available_macro,EQ,qrf,full,calibrated,2026-02,280,1.8636133905340875,0.10357142857142858
available_macro,EQ,qrf,full,calibrated,2026-03,201,1.853577044227883,0.0845771144278607
available_macro,EQ,qrf,history,raw,2025-12,313,1.6650336413545732,0.18210862619808307
available_macro,EQ,qrf,history,raw,2026-01,294,1.4584698904797366,0.1836734693877551
available_macro,EQ,qrf,history,raw,2026-02,280,1.8933450981602205,0.18214285714285713
available_macro,EQ,qrf,history,raw,2026-03,201,1.7824955118186787,0.11940298507462686
available_macro,EQ,qrf,history,calibrated,2025-12,313,1.6271530881256873,0.09584664536741214
available_macro,EQ,qrf,history,calibrated,2026-01,294,1.3872747071263254,0.11904761904761904
available_macro,EQ,qrf,history,calibrated,2026-02,280,1.8023263883117182,0.10357142857142858
available_macro,EQ,qrf,history,calibrated,2026-03,201,1.8450727284652644,0.08955223880597014
available_macro,PCA,boosting,base,raw,2025-12,313,1.7452744301566405,0.1597444089456869
available_macro,PCA,boosting,base,raw,2026-01,294,1.5584271095847084,0.20748299319727892
available_macro,PCA,boosting,base,raw,2026-02,280,2.0254037386592674,0.175
available_macro,PCA,boosting,base,raw,2026-03,201,1.9708898904920995,0.1890547263681592
available_macro,PCA,boosting,base,calibrated,2025-12,313,1.7370595859249875,0.0926517571884984
available_macro,PCA,boosting,base,calibrated,2026-01,294,1.4250777160520354,0.10884353741496598
available_macro,PCA,boosting,base,calibrated,2026-02,280,1.9638308974994236,0.1
available_macro,PCA,boosting,base,calibrated,2026-03,201,1.932606626427252,0.08955223880597014
available_macro,PCA,boosting,full,raw,2025-12,313,1.7497198254007194,0.16293929712460065
available_macro,PCA,boosting,full,raw,2026-01,294,1.5442696042605464,0.20408163265306123
available_macro,PCA,boosting,full,raw,2026-02,280,2.0242716304406483,0.17857142857142858
available_macro,PCA,boosting,full,raw,2026-03,201,1.947448987594919,0.14427860696517414
available_macro,PCA,boosting,full,calibrated,2025-12,313,1.7359673472211212,0.0926517571884984
available_macro,PCA,boosting,full,calibrated,2026-01,294,1.422276576324369,0.10204081632653061
available_macro,PCA,boosting,full,calibrated,2026-02,280,1.9636042298460905,0.1
available_macro,PCA,boosting,full,calibrated,2026-03,201,2.0276489233121904,0.0845771144278607
available_macro,PCA,boosting,history,raw,2025-12,313,1.754132771425904,0.16613418530351437
available_macro,PCA,boosting,history,raw,2026-01,294,1.5401105247857905,0.20408163265306123
available_macro,PCA,boosting,history,raw,2026-02,280,2.013889194117701,0.18928571428571428
available_macro,PCA,boosting,history,raw,2026-03,201,2.032876791721316,0.13930348258706468
available_macro,PCA,boosting,history,calibrated,2025-12,313,1.7507527655194075,0.0926517571884984
available_macro,PCA,boosting,history,calibrated,2026-01,294,1.4223893507049523,0.10884353741496598
available_macro,PCA,boosting,history,calibrated,2026-02,280,1.966671210583032,0.1
available_macro,PCA,boosting,history,calibrated,2026-03,201,2.105506806647273,0.09950248756218906
available_macro,PCA,linear,base,raw,2025-12,313,1.923655378378169,0.15335463258785942
available_macro,PCA,linear,base,raw,2026-01,294,1.6003038778906946,0.11564625850340136
available_macro,PCA,linear,base,raw,2026-02,280,1.923499092261276,0.15714285714285714
available_macro,PCA,linear,base,raw,2026-03,201,1.808241976087413,0.12935323383084577
available_macro,PCA,linear,base,calibrated,2025-12,313,1.8711380212204096,0.09584664536741214
available_macro,PCA,linear,base,calibrated,2026-01,294,1.608447294362451,0.08163265306122448
available_macro,PCA,linear,base,calibrated,2026-02,280,1.89368606786545,0.10357142857142858
available_macro,PCA,linear,base,calibrated,2026-03,201,1.8387486453809285,0.08955223880597014
available_macro,PCA,linear,full,raw,2025-12,313,1.923655378378169,0.15335463258785942
available_macro,PCA,linear,full,raw,2026-01,294,1.6003038778906946,0.11564625850340136
available_macro,PCA,linear,full,raw,2026-02,280,2.005855273328827,0.175
available_macro,PCA,linear,full,raw,2026-03,201,1.8162630380062577,0.13432835820895522
available_macro,PCA,linear,full,calibrated,2025-12,313,1.8711380212204096,0.09584664536741214
available_macro,PCA,linear,full,calibrated,2026-01,294,1.608447294362451,0.08163265306122448
available_macro,PCA,linear,full,calibrated,2026-02,280,1.941111197713766,0.11428571428571428
available_macro,PCA,linear,full,calibrated,2026-03,201,1.847576280942334,0.0945273631840796
available_macro,PCA,linear,history,raw,2025-12,313,1.923655378378169,0.15335463258785942
available_macro,PCA,linear,history,raw,2026-01,294,1.6003038778906946,0.11564625850340136
available_macro,PCA,linear,history,raw,2026-02,280,1.9254576399682872,0.17142857142857143
available_macro,PCA,linear,history,raw,2026-03,201,1.861780461655026,0.13432835820895522
available_macro,PCA,linear,history,calibrated,2025-12,313,1.8711380212204096,0.09584664536741214
available_macro,PCA,linear,history,calibrated,2026-01,294,1.608447294362451,0.08163265306122448
available_macro,PCA,linear,history,calibrated,2026-02,280,1.8709309400186678,0.11428571428571428
available_macro,PCA,linear,history,calibrated,2026-03,201,1.9066660553787127,0.07462686567164178
available_macro,PCA,qrf,base,raw,2025-12,313,1.6494625353409682,0.16293929712460065
available_macro,PCA,qrf,base,raw,2026-01,294,1.4581369319434518,0.18027210884353742
available_macro,PCA,qrf,base,raw,2026-02,280,1.916074270674073,0.175
available_macro,PCA,qrf,base,raw,2026-03,201,1.7578174147570795,0.12437810945273632
available_macro,PCA,qrf,base,calibrated,2025-12,313,1.641508874108768,0.09904153354632587
available_macro,PCA,qrf,base,calibrated,2026-01,294,1.4196401885741217,0.11904761904761904
available_macro,PCA,qrf,base,calibrated,2026-02,280,1.837950451951284,0.09642857142857143
available_macro,PCA,qrf,base,calibrated,2026-03,201,1.8232634473372282,0.08955223880597014
available_macro,PCA,qrf,full,raw,2025-12,313,1.665427083278259,0.1757188498402556
available_macro,PCA,qrf,full,raw,2026-01,294,1.464767323234918,0.18027210884353742
available_macro,PCA,qrf,full,raw,2026-02,280,1.9128649879500386,0.16785714285714284
available_macro,PCA,qrf,full,raw,2026-03,201,1.74318921775344,0.13432835820895522
available_macro,PCA,qrf,full,calibrated,2025-12,313,1.648215635788276,0.09584664536741214
available_macro,PCA,qrf,full,calibrated,2026-01,294,1.4188614349866449,0.12585034013605442
available_macro,PCA,qrf,full,calibrated,2026-02,280,1.840355279475599,0.10357142857142858
available_macro,PCA,qrf,full,calibrated,2026-03,201,1.8118375662076938,0.08955223880597014
available_macro,PCA,qrf,history,raw,2025-12,313,1.664866858783325,0.17891373801916932
available_macro,PCA,qrf,history,raw,2026-01,294,1.4195067767436906,0.15306122448979592
available_macro,PCA,qrf,history,raw,2026-02,280,1.8751773322861718,0.175
available_macro,PCA,qrf,history,raw,2026-03,201,1.7523905208457404,0.11940298507462686
available_macro,PCA,qrf,history,calibrated,2025-12,313,1.621293993872923,0.0926517571884984
available_macro,PCA,qrf,history,calibrated,2026-01,294,1.4262654192060578,0.09523809523809523
available_macro,PCA,qrf,history,calibrated,2026-02,280,1.771211999724591,0.11071428571428571
available_macro,PCA,qrf,history,calibrated,2026-03,201,1.8359199674833568,0.0945273631840796
strict,CAP,boosting,base,raw,2025-12,132,1.2078779009540226,0.14393939393939395
strict,CAP,boosting,base,raw,2026-01,126,1.2508551698029444,0.1746031746031746
strict,CAP,boosting,base,raw,2026-02,120,1.325787268426705,0.15833333333333333
strict,CAP,boosting,base,raw,2026-03,89,1.5731279816592705,0.21348314606741572
strict,CAP,boosting,base,calibrated,2025-12,132,1.2507124252685637,0.08333333333333333
strict,CAP,boosting,base,calibrated,2026-01,126,1.2121366588796625,0.1111111111111111
strict,CAP,boosting,base,calibrated,2026-02,120,1.2722278838180796,0.1
strict,CAP,boosting,base,calibrated,2026-03,89,1.417646184535894,0.0898876404494382
strict,CAP,boosting,full,raw,2025-12,132,1.221355301187769,0.15151515151515152
strict,CAP,boosting,full,raw,2026-01,126,1.2940627935891436,0.18253968253968253
strict,CAP,boosting,full,raw,2026-02,120,1.325787268426705,0.15833333333333333
strict,CAP,boosting,full,raw,2026-03,89,1.5846221563074285,0.19101123595505617
strict,CAP,boosting,full,calibrated,2025-12,132,1.257744158005927,0.07575757575757576
strict,CAP,boosting,full,calibrated,2026-01,126,1.2596197007515968,0.11904761904761904
strict,CAP,boosting,full,calibrated,2026-02,120,1.2766468222772294,0.1
strict,CAP,boosting,full,calibrated,2026-03,89,1.508814302777723,0.07865168539325842
strict,CAP,boosting,history,raw,2025-12,132,1.2142670421737747,0.15151515151515152
strict,CAP,boosting,history,raw,2026-01,126,1.2625359067808533,0.15873015873015872
strict,CAP,boosting,history,raw,2026-02,120,1.3171810417774918,0.15833333333333333
strict,CAP,boosting,history,raw,2026-03,89,1.5847654961780577,0.2247191011235955
strict,CAP,boosting,history,calibrated,2025-12,132,1.2514864485391368,0.07575757575757576
strict,CAP,boosting,history,calibrated,2026-01,126,1.270435122517057,0.09523809523809523
strict,CAP,boosting,history,calibrated,2026-02,120,1.2676030458243266,0.1
strict,CAP,boosting,history,calibrated,2026-03,89,1.499480032476245,0.0898876404494382
strict,CAP,linear,base,raw,2025-12,132,1.3739069356969174,0.10606060606060606
strict,CAP,linear,base,raw,2026-01,126,1.1613213001893723,0.1349206349206349
strict,CAP,linear,base,raw,2026-02,120,1.2394016769417904,0.13333333333333333
strict,CAP,linear,base,raw,2026-03,89,1.5451682722083762,0.21348314606741572
strict,CAP,linear,base,calibrated,2025-12,132,2.0587312307173007,0.06060606060606061
strict,CAP,linear,base,calibrated,2026-01,126,1.1845002457039884,0.09523809523809523
strict,CAP,linear,base,calibrated,2026-02,120,1.2157246127298929,0.10833333333333334
strict,CAP,linear,base,calibrated,2026-03,89,1.4160384917232678,0.11235955056179775
strict,CAP,linear,full,raw,2025-12,132,1.3739069356969174,0.10606060606060606
strict,CAP,linear,full,raw,2026-01,126,1.1544905680406419,0.14285714285714285
strict,CAP,linear,full,raw,2026-02,120,1.234829646921717,0.13333333333333333
strict,CAP,linear,full,raw,2026-03,89,1.5451682722083762,0.21348314606741572
strict,CAP,linear,full,calibrated,2025-12,132,2.1483271595968545,0.06060606060606061
strict,CAP,linear,full,calibrated,2026-01,126,1.1366561322109578,0.11904761904761904
strict,CAP,linear,full,calibrated,2026-02,120,1.2420107676528724,0.08333333333333333
strict,CAP,linear,full,calibrated,2026-03,89,1.4197911457073715,0.11235955056179775
strict,CAP,linear,history,raw,2025-12,132,1.3739069356969174,0.10606060606060606
strict,CAP,linear,history,raw,2026-01,126,1.184170319901892,0.14285714285714285
strict,CAP,linear,history,raw,2026-02,120,1.2396859536176426,0.14166666666666666
strict,CAP,linear,history,raw,2026-03,89,1.5533104391541315,0.21348314606741572
strict,CAP,linear,history,calibrated,2025-12,132,2.135437004468009,0.06060606060606061
strict,CAP,linear,history,calibrated,2026-01,126,1.163162848603559,0.1111111111111111
strict,CAP,linear,history,calibrated,2026-02,120,1.225779192278852,0.08333333333333333
strict,CAP,linear,history,calibrated,2026-03,89,1.4094737350766318,0.10112359550561797
strict,CAP,qrf,base,raw,2025-12,132,1.2864940979952773,0.17424242424242425
strict,CAP,qrf,base,raw,2026-01,126,1.1155531926340794,0.15873015873015872
strict,CAP,qrf,base,raw,2026-02,120,1.2668160529325256,0.13333333333333333
strict,CAP,qrf,base,raw,2026-03,89,1.4549468261580267,0.21348314606741572
strict,CAP,qrf,base,calibrated,2025-12,132,1.301794498922612,0.06060606060606061
strict,CAP,qrf,base,calibrated,2026-01,126,1.1074806062684104,0.12698412698412698
strict,CAP,qrf,base,calibrated,2026-02,120,1.2298706931585808,0.09166666666666666
strict,CAP,qrf,base,calibrated,2026-03,89,1.3635609095921877,0.07865168539325842
strict,CAP,qrf,full,raw,2025-12,132,1.3048977762166711,0.16666666666666666
strict,CAP,qrf,full,raw,2026-01,126,1.1709239818825503,0.16666666666666666
strict,CAP,qrf,full,raw,2026-02,120,1.2837703568317729,0.15833333333333333
strict,CAP,qrf,full,raw,2026-03,89,1.4526285859749992,0.20224719101123595
strict,CAP,qrf,full,calibrated,2025-12,132,1.3010517485391913,0.06060606060606061
strict,CAP,qrf,full,calibrated,2026-01,126,1.1452598181401528,0.11904761904761904
strict,CAP,qrf,full,calibrated,2026-02,120,1.2356387334117378,0.1
strict,CAP,qrf,full,calibrated,2026-03,89,1.3429067218563806,0.07865168539325842
strict,CAP,qrf,history,raw,2025-12,132,1.2942319860660643,0.17424242424242425
strict,CAP,qrf,history,raw,2026-01,126,1.1411995399316384,0.1746031746031746
strict,CAP,qrf,history,raw,2026-02,120,1.2718792851755594,0.15833333333333333
strict,CAP,qrf,history,raw,2026-03,89,1.4364661080197303,0.15730337078651685
strict,CAP,qrf,history,calibrated,2025-12,132,1.3090697595259686,0.06060606060606061
strict,CAP,qrf,history,calibrated,2026-01,126,1.1020393857377853,0.1111111111111111
strict,CAP,qrf,history,calibrated,2026-02,120,1.2115099056856715,0.10833333333333334
strict,CAP,qrf,history,calibrated,2026-03,89,1.370252566360996,0.10112359550561797
strict,EQ,boosting,base,raw,2025-12,132,2.1282121485075187,0.19696969696969696
strict,EQ,boosting,base,raw,2026-01,126,1.2900404024773742,0.1984126984126984
strict,EQ,boosting,base,raw,2026-02,120,2.3083126949663906,0.18333333333333332
strict,EQ,boosting,base,raw,2026-03,89,2.298849599922476,0.25842696629213485
strict,EQ,boosting,base,calibrated,2025-12,132,2.0953670578076578,0.08333333333333333
strict,EQ,boosting,base,calibrated,2026-01,126,1.2089378768352843,0.0873015873015873
strict,EQ,boosting,base,calibrated,2026-02,120,2.158176260050246,0.10833333333333334
strict,EQ,boosting,base,calibrated,2026-03,89,1.8271489612101723,0.0898876404494382
strict,EQ,boosting,full,raw,2025-12,132,2.126544833252827,0.2196969696969697
strict,EQ,boosting,full,raw,2026-01,126,1.2973847250597514,0.20634920634920634
strict,EQ,boosting,full,raw,2026-02,120,2.4457114408388256,0.24166666666666667
strict,EQ,boosting,full,raw,2026-03,89,1.906961408391477,0.1797752808988764
strict,EQ,boosting,full,calibrated,2025-12,132,2.1067377868690333,0.08333333333333333
strict,EQ,boosting,full,calibrated,2026-01,126,1.1876939415175154,0.07936507936507936
strict,EQ,boosting,full,calibrated,2026-02,120,2.074133733416202,0.125
strict,EQ,boosting,full,calibrated,2026-03,89,1.8852028776837968,0.0449438202247191
strict,EQ,boosting,history,raw,2025-12,132,2.1159661667781187,0.20454545454545456
strict,EQ,boosting,history,raw,2026-01,126,1.200348230627005,0.1984126984126984
strict,EQ,boosting,history,raw,2026-02,120,2.4411766355552342,0.25
strict,EQ,boosting,history,raw,2026-03,89,2.0356119442894425,0.1797752808988764
strict,EQ,boosting,history,calibrated,2025-12,132,2.1173483072446033,0.08333333333333333
strict,EQ,boosting,history,calibrated,2026-01,126,1.1164812791935679,0.06349206349206349
strict,EQ,boosting,history,calibrated,2026-02,120,2.089629793678758,0.13333333333333333
strict,EQ,boosting,history,calibrated,2026-03,89,1.9516024171928281,0.06741573033707865
strict,EQ,linear,base,raw,2025-12,132,2.3676519724343956,0.21212121212121213
strict,EQ,linear,base,raw,2026-01,126,1.340898717177791,0.15079365079365079
strict,EQ,linear,base,raw,2026-02,120,2.157752118847532,0.18333333333333332
strict,EQ,linear,base,raw,2026-03,89,2.1291452595010507,0.23595505617977527
strict,EQ,linear,base,calibrated,2025-12,132,2.3886544563709626,0.09090909090909091
strict,EQ,linear,base,calibrated,2026-01,126,1.3668931833112745,0.05555555555555555
strict,EQ,linear,base,calibrated,2026-02,120,1.9838580720562862,0.11666666666666667
strict,EQ,linear,base,calibrated,2026-03,89,1.811700293369063,0.07865168539325842
strict,EQ,linear,full,raw,2025-12,132,2.3676519724343956,0.21212121212121213
strict,EQ,linear,full,raw,2026-01,126,1.3741240887918278,0.18253968253968253
strict,EQ,linear,full,raw,2026-02,120,2.157752118847532,0.18333333333333332
strict,EQ,linear,full,raw,2026-03,89,1.8921000697563584,0.11235955056179775
strict,EQ,linear,full,calibrated,2025-12,132,2.281783314527281,0.08333333333333333
strict,EQ,linear,full,calibrated,2026-01,126,1.3526501070244306,0.06349206349206349
strict,EQ,linear,full,calibrated,2026-02,120,1.9827793320484497,0.10833333333333334
strict,EQ,linear,full,calibrated,2026-03,89,1.9541146876585145,0.056179775280898875
strict,EQ,linear,history,raw,2025-12,132,2.3676519724343956,0.21212121212121213
