model,month,epoch,training_logloss,validation_logloss
tcn_20260909,2025-12,2,0.39911573108889153,0.6065174341201782
tcn_20260909,2025-12,3,0.3801896414933919,0.6180069446563721
tcn_20260909,2025-12,4,0.3678072057165269,0.6182937026023865
tcn_20260909,2025-12,5,0.3564754629396492,0.6555301547050476
tcn_20260909,2025-12,6,0.3509318609330599,0.6729791164398193
tcn_20260909,2025-12,7,0.33616455322206384,0.7084301710128784
tcn_20260909,2025-12,8,0.32107966154559664,0.7862582206726074
tcn_20260909,2025-12,9,0.30614007524828385,0.8597714304924011
tcn_20260909,2026-01,1,0.4916285856742315,0.6694164872169495
tcn_20260909,2026-01,2,0.4273481118898635,0.6084305644035339
tcn_20260909,2026-01,3,0.4117723785880356,0.6069843173027039
tcn_20260909,2026-01,4,0.402887720683293,0.6174183487892151
tcn_20260909,2026-01,5,0.39430972955577637,0.6211498379707336
tcn_20260909,2026-01,6,0.38669191327565494,0.6259033679962158
tcn_20260909,2026-01,7,0.3785054013339853,0.642852783203125
tcn_20260909,2026-01,8,0.3625707590772502,0.6571996212005615
tcn_20260909,2026-01,9,0.35049004748617796,0.6890568733215332
tcn_20260909,2026-01,10,0.3320342679908713,0.6896361112594604
tcn_20260909,2026-02,1,0.51074602965733,0.6364690661430359
tcn_20260909,2026-02,2,0.4461930539884414,0.6246421933174133
tcn_20260909,2026-02,3,0.4304722767392812,0.6234616041183472
tcn_20260909,2026-02,4,0.42065404567105635,0.6278512477874756
tcn_20260909,2026-02,5,0.41207494610969886,0.6281216740608215
tcn_20260909,2026-02,6,0.4005624618392585,0.6506390571594238
tcn_20260909,2026-02,7,0.3899002604856214,0.6500204801559448
tcn_20260909,2026-02,8,0.37464518075759545,0.646493136882782
tcn_20260909,2026-02,9,0.35783004609336555,0.6620990633964539
tcn_20260909,2026-02,10,0.3417860451621488,0.6613659262657166
tcn_20260909,2026-03,1,0.5186789255507255,0.6345146298408508
tcn_20260909,2026-03,2,0.457567843786267,0.6361140608787537
tcn_20260909,2026-03,3,0.44814721933962626,0.6219398975372314
tcn_20260909,2026-03,4,0.4382659328326084,0.6232227683067322
tcn_20260909,2026-03,5,0.4288756983302997,0.6460251212120056
tcn_20260909,2026-03,6,0.41899205918517407,0.6486319899559021
tcn_20260909,2026-03,7,0.40729341411134273,0.6520599126815796
tcn_20260909,2026-03,8,0.3901011969997552,0.7095615267753601
tcn_20260909,2026-03,9,0.3766414230577113,0.7280659079551697
tcn_20260909,2026-03,10,0.36329496740154105,0.7575286626815796
tcn_20260910,2025-11,1,0.4299591026637015,0.8856756091117859
tcn_20260910,2025-11,2,0.3560385510700903,0.8612269163131714
tcn_20260910,2025-11,3,0.341528534631435,1.1311147212982178
tcn_20260910,2025-11,4,0.3292732490503326,1.2048451900482178
tcn_20260910,2025-11,5,0.31786204426752174,1.3526864051818848
tcn_20260910,2025-11,6,0.3082781960727488,1.3432717323303223
tcn_20260910,2025-11,7,0.296477443195008,1.6534916162490845
tcn_20260910,2025-11,8,0.2863726379975379,1.676088809967041
tcn_20260910,2025-11,9,0.2730587207540259,2.0638129711151123
tcn_20260910,2025-12,1,0.462046581339749,0.5929216146469116
tcn_20260910,2025-12,2,0.3985472770541652,0.5798070430755615
tcn_20260910,2025-12,3,0.3873663073117492,0.594133734703064
tcn_20260910,2025-12,4,0.37808081750892986,0.6001840829849243
tcn_20260910,2025-12,5,0.3668142884207411,0.608350932598114
tcn_20260910,2025-12,6,0.35887142249930937,0.6316323280334473
tcn_20260910,2025-12,7,0.3487154483504766,0.6564905047416687
tcn_20260910,2025-12,8,0.3366408503810613,0.704626202583313
tcn_20260910,2025-12,9,0.3228931584181071,0.7818238139152527
tcn_20260910,2026-01,1,0.4720856526750463,0.5996831059455872
tcn_20260910,2026-01,2,0.4249554991707067,0.580150306224823
tcn_20260910,2026-01,3,0.41314902255669284,0.5872913599014282
tcn_20260910,2026-01,4,0.4040068424382716,0.6076958775520325
tcn_20260910,2026-01,5,0.3979271018020799,0.6026872396469116
tcn_20260910,2026-01,6,0.38874578879031757,0.6759907007217407
tcn_20260910,2026-01,7,0.37726263490223744,0.7777236104011536
tcn_20260910,2026-01,8,0.3669754754420094,0.835890531539917
tcn_20260910,2026-01,9,0.35368589853476373,0.9835024476051331
tcn_20260910,2026-02,1,0.4831165221143276,0.6235854625701904
tcn_20260910,2026-02,2,0.4399550049345337,0.6148927211761475
tcn_20260910,2026-02,3,0.4295630919457103,0.6222378015518188
tcn_20260910,2026-02,4,0.4210503240719703,0.6211598515510559
tcn_20260910,2026-02,5,0.41445350842376505,0.6322376728057861
tcn_20260910,2026-02,6,0.40733781473770175,0.6283356547355652
tcn_20260910,2026-02,7,0.3968162602877234,0.6322715282440186
tcn_20260910,2026-02,8,0.3862007019755843,0.667816162109375
tcn_20260910,2026-02,9,0.3694503810475093,0.671197235584259
tcn_20260910,2026-03,1,0.49657803172700143,0.6432066559791565
tcn_20260910,2026-03,2,0.45821020113794425,0.624133825302124
tcn_20260910,2026-03,3,0.45025693197569777,0.620200514793396
tcn_20260910,2026-03,4,0.4408220618649533,0.6403488516807556
tcn_20260910,2026-03,5,0.43283652471013045,0.6298565864562988
tcn_20260910,2026-03,6,0.42643340453006434,0.6413632035255432
tcn_20260910,2026-03,7,0.4168121773546392,0.6365099549293518
tcn_20260910,2026-03,8,0.4070158987296255,0.6526867151260376
tcn_20260910,2026-03,9,0.39619957323279675,0.6988832354545593
tcn_20260910,2026-03,10,0.3820110738733739,0.734122633934021
tcn_20260911,2025-11,1,0.5989922129511609,0.9981351494789124
tcn_20260911,2025-11,2,0.36213015182971414,1.0444221496582031
tcn_20260911,2025-11,3,0.3386114795950401,1.0904216766357422
tcn_20260911,2025-11,4,0.32332321750395904,1.2160733938217163
tcn_20260911,2025-11,5,0.31374755632881834,1.2778578996658325
tcn_20260911,2025-11,6,0.3090364657967285,1.3411715030670166
tcn_20260911,2025-11,7,0.2987050698658899,1.5429465770721436
tcn_20260911,2025-11,8,0.2918729250056262,1.5641456842422485
tcn_20260911,2025-12,1,0.5925626948602888,0.6725717186927795
tcn_20260911,2025-12,2,0.40013408744378737,0.6266490817070007
tcn_20260911,2025-12,3,0.38105095420191554,0.6416334509849548
tcn_20260911,2025-12,4,0.3692252672255838,0.6781309247016907
tcn_20260911,2025-12,5,0.360865037892826,0.6786455512046814
tcn_20260911,2025-12,6,0.3517305200486177,0.725712239742279
tcn_20260911,2025-12,7,0.3470810511298069,0.7746027708053589
tcn_20260911,2025-12,8,0.3358085322830186,0.7915341258049011
tcn_20260911,2025-12,9,0.3285575128647064,0.8308362364768982
tcn_20260911,2026-01,1,0.5818370317618654,0.6268377304077148
tcn_20260911,2026-01,2,0.4235370518010342,0.5797472596168518
tcn_20260911,2026-01,3,0.4080875597155338,0.582962155342102
tcn_20260911,2026-01,4,0.4017501023947937,0.584568977355957
tcn_20260911,2026-01,5,0.396758068579482,0.594638466835022
tcn_20260911,2026-01,6,0.38943252329900957,0.6050192713737488
tcn_20260911,2026-01,7,0.38129841694770483,0.6104639768600464
tcn_20260911,2026-01,8,0.3763624631092159,0.6490946412086487
tcn_20260911,2026-01,9,0.36843904709232417,0.6714137196540833
tcn_20260911,2026-02,1,0.5676457805707048,0.6183792352676392
tcn_20260911,2026-02,2,0.44083347235924775,0.6218423247337341
tcn_20260911,2026-02,3,0.4262845762853668,0.6264190077781677
tcn_20260911,2026-02,4,0.42013192821263334,0.6320944428443909
tcn_20260911,2026-02,5,0.4125905463061952,0.6445355415344238
tcn_20260911,2026-02,6,0.4044699186068538,0.6451375484466553
tcn_20260911,2026-02,7,0.3989729862781488,0.6636756062507629
tcn_20260911,2026-02,8,0.39300875211093306,0.6573039293289185
tcn_20260911,2026-03,1,0.5559429900726063,0.6345979571342468
tcn_20260911,2026-03,2,0.45544561364433983,0.6238336563110352
tcn_20260911,2026-03,3,0.4480582578444595,0.6180477738380432
tcn_20260911,2026-03,4,0.4406074801529423,0.6190608143806458
tcn_20260911,2026-03,5,0.43254854826265543,0.6149454116821289
tcn_20260911,2026-03,6,0.42636791734604174,0.6216174960136414
tcn_20260911,2026-03,7,0.42400502418216907,0.6270602345466614
tcn_20260911,2026-03,8,0.41569532405816767,0.6313867568969727
tcn_20260911,2026-03,9,0.4065211653139032,0.64581298828125
tcn_20260911,2026-03,10,0.3936490261554718,0.6645943522453308
tcn_20260911,2026-03,11,0.3794891757600045,0.7449589371681213
tcn_20260911,2026-03,12,0.36834872893739545,0.788701593875885
