scenario,definition,projection,h,q,model,info,n,days,loss_bp,below_rate,below_lo,below_hi,calibration_abs_error,predicted_q_mean_bp,realized_mean_bp,mean_start_bp
FX_UTC_delay1,EQ,sequential,1,0.1,constant,base,202,77,2.471358333017293,0.24752475247524752,0.1980118600095304,0.3020833333333333,0.14752475247524752,-8.21425307337685,-1.2714779356853643,-1.7784577204496719
FX_UTC_delay1,EQ,sequential,1,0.1,interaction,base,202,77,2.3503742805430106,0.22772277227722773,0.17733990147783252,0.28510019392372327,0.12772277227722773,-9.114629610368816,-1.2714779356853643,-1.7784577204496719
FX_UTC_delay1,EQ,sequential,1,0.1,interaction,full,202,77,2.4877231492950926,0.25742574257425743,0.2057323232323232,0.31843350813500065,0.15742574257425743,-8.593482577080096,-1.2714779356853643,-1.7784577204496719
FX_UTC_delay1,EQ,sequential,1,0.1,linear,base,202,77,2.0841932427559304,0.21287128712871287,0.15491790522138355,0.27450980392156865,0.11287128712871286,-9.449025014188429,-1.2714779356853643,-1.7784577204496719
FX_UTC_delay1,EQ,sequential,1,0.1,linear,full,202,77,2.194614393572549,0.19801980198019803,0.14848706809456455,0.25339366515837103,0.09801980198019802,-9.629727868105944,-1.2714779356853643,-1.7784577204496719
FX_UTC_delay1,EQ,sequential,1,0.1,persistence,base,202,77,2.2977346837037453,0.1782178217821782,0.13743146547718613,0.22162428438290507,0.0782178217821782,-11.770377485413956,-1.2714779356853643,-1.7784577204496719
FX_UTC_delay1,EQ,sequential,1,0.1,spline,base,202,77,2.4689140307391684,0.24257425742574257,0.19306496439117596,0.2975666477595008,0.14257425742574256,-8.229834765485018,-1.2714779356853643,-1.7784577204496719
FX_UTC_delay1,EQ,sequential,1,0.1,spline,full,202,77,2.4689140307391684,0.24257425742574257,0.19306496439117596,0.2975666477595008,0.14257425742574256,-8.229834765485018,-1.2714779356853643,-1.7784577204496719
NY_delay0,EQ,sequential,1,0.1,boosting,base,468,77,2.029743913081201,0.20512820512820512,0.17312072892938496,0.23820721525185895,0.10512820512820512,-10.86624929957504,-2.3389262208461266,-2.102712254840372
NY_delay0,EQ,sequential,1,0.1,boosting,full,468,77,2.0170831809383607,0.20085470085470086,0.1681959880726484,0.23449223591164248,0.10085470085470086,-10.990477831247906,-2.3389262208461266,-2.102712254840372
NY_delay0,EQ,sequential,1,0.1,constant,base,468,77,2.2909571183588846,0.23076923076923078,0.18880663804741896,0.2719859906447594,0.13076923076923078,-9.052796471843033,-2.3389262208461266,-2.102712254840372
NY_delay0,EQ,sequential,1,0.1,interaction,base,468,77,2.240692558741019,0.21153846153846154,0.17479375267436886,0.25002566735112935,0.11153846153846153,-9.56896713030845,-2.3389262208461266,-2.102712254840372
NY_delay0,EQ,sequential,1,0.1,interaction,full,468,77,2.2334340466787346,0.21153846153846154,0.17479375267436886,0.25002566735112935,0.11153846153846153,-9.542043098249843,-2.3389262208461266,-2.102712254840372
NY_delay0,EQ,sequential,1,0.1,linear,base,468,77,1.8930502491775623,0.1987179487179487,0.1692419526773647,0.23029813234145954,0.0987179487179487,-10.248157812613746,-2.3389262208461266,-2.102712254840372
NY_delay0,EQ,sequential,1,0.1,linear,full,468,77,1.8467268394408203,0.16666666666666666,0.13272871124655689,0.2013686441435802,0.06666666666666665,-11.438780889227859,-2.3389262208461266,-2.102712254840372
NY_delay0,EQ,sequential,1,0.1,persistence,base,468,77,2.2016027744358353,0.18376068376068377,0.15732758620689655,0.20993227990970656,0.08376068376068377,-13.155100968018392,-2.3389262208461266,-2.102712254840372
NY_delay0,EQ,sequential,1,0.1,spline,base,468,77,2.2553665668007006,0.22435897435897437,0.18442724314272432,0.26295085539936797,0.12435897435897436,-9.26707328408413,-2.3389262208461266,-2.102712254840372
NY_delay0,EQ,sequential,1,0.1,spline,full,468,77,2.2553665668007006,0.22435897435897437,0.18442724314272432,0.26295085539936797,0.12435897435897436,-9.26707328408413,-2.3389262208461266,-2.102712254840372
NY_delay1,CAP,sequential,1,0.1,boosting,base,467,77,1.4361023033559444,0.19271948608137046,0.16096471533061027,0.2253549988455322,0.09271948608137046,-8.873926383789938,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,1,0.1,boosting,full,467,77,1.4402688596395945,0.19914346895074947,0.16771297884505432,0.23232611832611832,0.09914346895074946,-8.855530885178485,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,1,0.1,constant,base,467,77,1.3957939251809226,0.21627408993576017,0.1779096182970968,0.25800322580645163,0.11627408993576016,-7.570074138536838,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,1,0.1,interaction,base,467,77,1.303490635565426,0.17558886509635974,0.14731799450549452,0.203125,0.07558886509635973,-8.211425617673317,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,1,0.1,interaction,full,467,77,1.3282485252914324,0.17130620985010706,0.14185790640814236,0.20217094252241097,0.07130620985010705,-8.139187984369382,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,1,0.1,linear,base,467,77,1.2658654983224435,0.14346895074946467,0.11530398322851153,0.1699390270649647,0.04346895074946466,-8.774642699505366,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,1,0.1,linear,full,467,77,1.2693538338357861,0.145610278372591,0.11749937416080654,0.17267075228705925,0.04561027837259099,-8.62434598814056,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,1,0.1,persistence,base,467,77,1.5093607128403599,0.13276231263383298,0.11059907834101383,0.15460193538757502,0.032762312633832974,-11.039583176640834,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,1,0.1,spline,base,467,77,1.395900383934743,0.21627408993576017,0.1779096182970968,0.25800322580645163,0.11627408993576016,-7.568865083422557,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,1,0.1,spline,full,467,77,1.395900383934743,0.21627408993576017,0.1779096182970968,0.25800322580645163,0.11627408993576016,-7.568865083422557,-1.5589656471467213,-1.5660618977504168
NY_delay1,CAP,sequential,6,0.1,boosting,base,85,77,1.572236221259823,0.27058823529411763,0.20444476409666285,0.3452601410934744,0.17058823529411762,-7.7618464012112405,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,6,0.1,boosting,full,85,77,1.6110700069157384,0.2823529411764706,0.20253164556962025,0.36491430454845086,0.18235294117647058,-8.02927997858877,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,6,0.1,constant,base,85,77,1.493504211407222,0.2,0.14130434782608695,0.2625,0.1,-8.477571945180717,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,6,0.1,interaction,base,85,77,1.5686203020706406,0.2,0.13744318181818183,0.2667054263565891,0.1,-9.258835257755399,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,6,0.1,interaction,full,85,77,1.5750293690935744,0.2,0.14285714285714285,0.25925925925925924,0.1,-9.060786211332099,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,6,0.1,linear,base,85,77,1.5439098016716892,0.2235294117647059,0.16127178346310717,0.2891566265060241,0.12352941176470589,-8.835599950436157,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,6,0.1,linear,full,85,77,1.5192528873338857,0.21176470588235294,0.15216015410016512,0.275,0.11176470588235293,-8.622694153242719,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,6,0.1,persistence,base,85,77,1.6637710423844494,0.08235294117647059,0.03571428571428571,0.13095238095238096,0.01764705882352942,-13.838514055501307,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,6,0.1,spline,base,85,77,1.4900676347086603,0.2,0.14130434782608695,0.2625,0.1,-8.498019111730889,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,6,0.1,spline,full,85,77,1.4900676347086603,0.2,0.14130434782608695,0.2625,0.1,-8.498019111730889,-2.0429956298906227,-1.5352853294085145
NY_delay1,CAP,sequential,12,0.1,boosting,base,269,60,1.3904502461477604,0.16356877323420074,0.1216377407089415,0.2042489838359013,0.06356877323420074,-8.91391037561825,-1.9463501823794869,-1.350492261542723
NY_delay1,CAP,sequential,12,0.1,boosting,full,269,60,1.36440050747147,0.17472118959107807,0.12991642492056912,0.21723660641589318,0.07472118959107807,-8.64492643712896,-1.9463501823794869,-1.350492261542723
NY_delay1,CAP,sequential,12,0.1,constant,base,269,60,1.2853966098662735,0.16356877323420074,0.11570093746145307,0.20776183949333585,0.06356877323420074,-8.570281817881666,-1.9463501823794869,-1.350492261542723
NY_delay1,CAP,sequential,12,0.1,interaction,base,269,60,1.434461816309907,0.16356877323420074,0.11481177899210686,0.21143495266456286,0.06356877323420074,-8.727786204874795,-1.9463501823794869,-1.350492261542723
NY_delay1,CAP,sequential,12,0.1,interaction,full,269,60,1.6091728319658751,0.17100371747211895,0.12446256556986171,0.21622630092779346,0.07100371747211895,-8.573422405295398,-1.9463501823794869,-1.350492261542723
NY_delay1,CAP,sequential,12,0.1,linear,base,269,60,1.3778431049617925,0.16728624535315986,0.11940298507462686,0.21485627948113206,0.06728624535315986,-8.817195584108132,-1.9463501823794869,-1.350492261542723
NY_delay1,CAP,sequential,12,0.1,linear,full,269,60,1.4161345689581366,0.17100371747211895,0.11933116429706883,0.21993856890764107,0.07100371747211895,-8.676005088545654,-1.9463501823794869,-1.350492261542723
NY_delay1,CAP,sequential,12,0.1,persistence,base,269,60,1.8135597475580023,0.11152416356877323,0.0777027027027027,0.14552596214330646,0.011524163568773227,-13.712120841579134,-1.9463501823794869,-1.350492261542723
NY_delay1,CAP,sequential,12,0.1,spline,base,269,60,1.283210471757384,0.16356877323420074,0.11570093746145307,0.20776183949333585,0.06356877323420074,-8.595899735668928,-1.9463501823794869,-1.350492261542723
NY_delay1,CAP,sequential,12,0.1,spline,full,269,60,1.283210471757384,0.16356877323420074,0.11570093746145307,0.20776183949333585,0.06356877323420074,-8.595899735668928,-1.9463501823794869,-1.350492261542723
NY_delay1,EQ,joint,1,0.1,boosting,base,467,77,2.282798483958894,0.24197002141327623,0.20794164761960576,0.2784824006218077,0.14197002141327622,-11.030430136138826,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,joint,1,0.1,boosting,full,467,77,2.293152219953488,0.22698072805139186,0.1923765429249333,0.2631578947368421,0.12698072805139185,-10.958154799249968,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,joint,1,0.1,constant,base,467,77,2.4828878915224326,0.25910064239828695,0.21860157092253196,0.301014541014541,0.15910064239828695,-9.007241336969251,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,joint,1,0.1,interaction,base,467,77,2.4073328942192798,0.23768736616702354,0.2004094827586207,0.2783479451161881,0.13768736616702354,-9.461338816915722,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,joint,1,0.1,interaction,full,467,77,2.7833312646639774,0.2462526766595289,0.20629082774049218,0.28898874627135496,0.1462526766595289,-9.334123923379295,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,joint,1,0.1,linear,base,467,77,1.999646948408883,0.20770877944325483,0.17373694572847115,0.24512140508012037,0.10770877944325483,-10.565839953071285,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,joint,1,0.1,linear,full,467,77,2.0114449326264388,0.19700214132762311,0.1617265434765533,0.23320456893092822,0.09700214132762311,-10.669782144708284,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,joint,1,0.1,persistence,base,467,77,2.3246104289752596,0.18843683083511778,0.16113174483967138,0.21491433021806852,0.08843683083511777,-13.339039457116856,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,joint,1,0.1,spline,base,467,77,2.456170776132219,0.2505353319057816,0.21352078928823115,0.290095117147004,0.15053533190578158,-9.16494412440915,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,joint,1,0.1,spline,full,467,77,2.456170776132219,0.2505353319057816,0.21352078928823115,0.290095117147004,0.15053533190578158,-9.16494412440915,-2.780856997808104,-2.353717635196298
NY_delay1,EQ,sequential,1,0.1,boosting,account,467,77,2.270600278149461,0.24197002141327623,0.20878248735391594,0.2767865845168477,0.14197002141327622,-11.079304277512533,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,boosting,base,467,77,2.263779066663951,0.23768736616702354,0.2052951213164059,0.2721531747652103,0.13768736616702354,-10.93270354600018,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,boosting,full,467,77,2.2644316266450146,0.23126338329764454,0.19796316102198455,0.26693357859590083,0.13126338329764453,-11.130312742113867,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,constant,base,467,77,2.481204215443181,0.26124197002141325,0.22070672877286104,0.303039430449069,0.16124197002141324,-9.013427330078706,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,interaction,account,467,77,2.4022968413616006,0.23126338329764454,0.19206611455985842,0.272563669004676,0.13126338329764453,-9.681484844230313,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,interaction,base,467,77,2.4035553727442567,0.2334047109207709,0.1938183885178343,0.2767314655993901,0.13340471092077089,-9.474398363687701,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,interaction,full,467,77,2.7776145449964433,0.24411134903640258,0.20305350278057702,0.28824943906406353,0.14411134903640258,-9.341837423135194,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,linear,account,467,77,2.016295180699459,0.2012847965738758,0.16494514227687146,0.23899621639229246,0.10128479657387579,-10.642842078022765,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,linear,base,467,77,1.9985229710048928,0.20342612419700215,0.1703033240475832,0.23790045218723713,0.10342612419700214,-10.587364988725016,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,linear,full,467,77,2.015091680618922,0.19914346895074947,0.16294642857142858,0.23585220157714826,0.09914346895074946,-10.626177745868425,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,persistence,base,467,77,2.325621569056063,0.18843683083511778,0.16113174483967138,0.21491433021806852,0.08843683083511777,-13.320926310966447,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,spline,account,467,77,2.4544390446057145,0.2505353319057816,0.21352078928823115,0.290095117147004,0.15053533190578158,-9.167608464289138,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,spline,base,467,77,2.4544390446057145,0.2505353319057816,0.21352078928823115,0.290095117147004,0.15053533190578158,-9.167608464289138,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.1,spline,full,467,77,2.4544390446057145,0.2505353319057816,0.21352078928823115,0.290095117147004,0.15053533190578158,-9.167608464289138,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.5,boosting,base,467,77,4.313246846146215,0.5952890792291221,0.5525177864969149,0.6402483393337052,0.09528907922912211,-0.40500164951657164,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.5,boosting,full,467,77,4.353341054781813,0.6145610278372591,0.5654200426881074,0.6632330694032821,0.11456102783725908,0.026209729303599487,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.5,constant,base,467,77,4.439039160560863,0.6316916488222698,0.578187758303152,0.6847945795824555,0.1316916488222698,0.22606031413071473,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.5,linear,base,467,77,4.083116429667024,0.588865096359743,0.5488056187503307,0.6282674503040755,0.08886509635974305,-0.8166575540188216,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.5,linear,full,467,77,4.1396912221328295,0.6017130620985011,0.5601708371167577,0.6435396854793903,0.10171306209850106,-0.488931524345145,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,1,0.5,persistence,base,467,77,4.856647261122719,0.5053533190578159,0.48131524725274727,0.5302081291003695,0.005353319057815886,-2.213483889533267,-2.766226710624819,-2.3383387874240054
NY_delay1,EQ,sequential,6,0.1,boosting,base,85,77,2.84194538371,0.25882352941176473,0.17575389726552518,0.34617948717948716,0.15882352941176472,-8.757709084114992,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.1,boosting,full,85,77,2.832356903654186,0.25882352941176473,0.1829202727511146,0.3409090909090909,0.15882352941176472,-8.952894684735172,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.1,constant,base,85,77,2.865578900810544,0.2823529411764706,0.20512820512820512,0.3625,0.18235294117647058,-9.190823707347556,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.1,interaction,base,85,77,2.857592080619182,0.2823529411764706,0.20512820512820512,0.3625,0.18235294117647058,-9.24232034759572,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.1,interaction,full,85,77,2.889104674967619,0.24705882352941178,0.17853174603174604,0.31582278481012654,0.14705882352941177,-9.964436393430368,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.1,linear,base,85,77,3.1439991077480514,0.2823529411764706,0.2,0.3645894607843137,0.18235294117647058,-8.640300484640187,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.1,linear,full,85,77,2.9502872014550587,0.29411764705882354,0.21514466546112115,0.37215503875968986,0.19411764705882353,-9.066500304358758,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.1,persistence,base,85,77,2.442558247608093,0.2,0.12345679012345678,0.28050835845437105,0.1,-14.02589990061369,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.1,spline,base,85,77,2.857592080619182,0.2823529411764706,0.20512820512820512,0.3625,0.18235294117647058,-9.24232034759572,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.1,spline,full,85,77,2.857592080619182,0.2823529411764706,0.20512820512820512,0.3625,0.18235294117647058,-9.24232034759572,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.5,boosting,base,85,77,4.578033704530483,0.6470588235294118,0.5411764705882353,0.7560975609756098,0.1470588235294118,-0.5685718262643145,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.5,boosting,full,85,77,4.665269930160632,0.6941176470588235,0.5948410362084191,0.7931221889055472,0.1941176470588235,0.3709439494593431,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.5,constant,base,85,77,4.423747443590585,0.6235294117647059,0.5063291139240507,0.7441989664082687,0.12352941176470589,-0.21983506359221205,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.5,linear,base,85,77,4.741901365285489,0.6352941176470588,0.5184962070504239,0.755828133862734,0.1352941176470588,0.20923309398113463,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.5,linear,full,85,77,4.849705980817071,0.6470588235294118,0.5340530303030303,0.762532894736842,0.1470588235294118,0.7163538733056066,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,6,0.5,persistence,base,85,77,4.8489682219656975,0.6,0.5128205128205128,0.6823529411764706,0.09999999999999998,-1.4381121760249882,-3.957607336256253,-0.9715997873413643
NY_delay1,EQ,sequential,12,0.1,boosting,base,269,60,1.956428487577611,0.20817843866171004,0.16318287037037038,0.25379379734848484,0.10817843866171004,-10.274453164179638,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.1,boosting,full,269,60,1.9726322820014406,0.21561338289962825,0.17192708333333334,0.25769967837041,0.11561338289962825,-10.120254457974788,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.1,constant,base,269,60,2.0276983209911026,0.22304832713754646,0.17507847193091577,0.2730281365313653,0.12304832713754646,-9.570751598621472,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.1,interaction,base,269,60,2.4005466581160997,0.2342007434944238,0.1872380397110744,0.2857401656314699,0.1342007434944238,-8.992100306483787,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.1,interaction,full,269,60,2.405598288708643,0.24907063197026022,0.19923219001389078,0.30038267595750584,0.14907063197026021,-9.135262096966617,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.1,linear,base,269,60,1.9185432071456348,0.20817843866171004,0.16027346637102732,0.2554054519962305,0.10817843866171004,-10.011973344020918,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.1,linear,full,269,60,2.0054253354080225,0.21189591078066913,0.1647487040793329,0.25939883839291056,0.11189591078066913,-9.77157111668255,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.1,persistence,base,269,60,2.7320714250577955,0.18587360594795538,0.13564887735878192,0.22968436634514372,0.08587360594795537,-14.482810579899743,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.1,spline,base,269,60,2.0239001742478204,0.22304832713754646,0.17507847193091577,0.2730281365313653,0.12304832713754646,-9.590752082288228,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.1,spline,full,269,60,2.0239001742478204,0.22304832713754646,0.17507847193091577,0.2730281365313653,0.12304832713754646,-9.590752082288228,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.5,boosting,base,269,60,3.905814319866839,0.5724907063197026,0.5074466950959489,0.6357501356483993,0.07249070631970256,-0.5918723142659567,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.5,boosting,full,269,60,3.911040429187293,0.6059479553903345,0.5377147282455647,0.6738494394631672,0.10594795539033453,-0.10112133454206111,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.5,constant,base,269,60,3.9275245075637164,0.6059479553903345,0.5372394475031391,0.6723670946036219,0.10594795539033453,-0.13766706861969025,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.5,linear,base,269,60,3.927642328194435,0.5724907063197026,0.5038418160786582,0.6310343323027825,0.07249070631970256,-0.7966472090259864,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.5,linear,full,269,60,3.9002702522852535,0.5836431226765799,0.5176267748478702,0.6419073890404166,0.08364312267657992,-0.600972525166372,-2.2655476325118373,-2.5476172649301705
NY_delay1,EQ,sequential,12,0.5,persistence,base,269,60,5.475260334937098,0.4758364312267658,0.4217249708479094,0.5261292223095051,0.024163568773234223,-3.031372232942235,-2.2655476325118373,-2.5476172649301705
NY_delay1,PCA,sequential,1,0.1,boosting,base,467,77,2.277808400820362,0.2462526766595289,0.2129947559574547,0.2816105894432953,0.1462526766595289,-11.003059749509072,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,1,0.1,boosting,full,467,77,2.2097194854574207,0.22483940042826553,0.18964049889948642,0.2627135260884015,0.12483940042826552,-11.059985049547528,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,1,0.1,constant,base,467,77,2.455199815015623,0.2569593147751606,0.2171141118464887,0.29876248233094704,0.1569593147751606,-8.992324400407398,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,1,0.1,interaction,base,467,77,2.376167497461381,0.2334047109207709,0.1941931534182522,0.27435958715790365,0.13340471092077089,-9.446654389205282,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,1,0.1,interaction,full,467,77,2.7558329637525456,0.24411134903640258,0.20327916344134864,0.28747693736949265,0.14411134903640258,-9.29458946604905,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,1,0.1,linear,base,467,77,1.9783111482943103,0.19914346895074947,0.16743933265925176,0.23063861585756087,0.09914346895074946,-10.507599143250168,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,1,0.1,linear,full,467,77,1.9965774907169656,0.19914346895074947,0.16325528246662122,0.2367920096090346,0.09914346895074946,-10.544231445777028,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,1,0.1,persistence,base,467,77,2.3023146372724486,0.18843683083511778,0.16113174483967138,0.21491433021806852,0.08843683083511777,-13.240159977834724,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,1,0.1,spline,base,467,77,2.433449836670398,0.24839400428265523,0.20940888248395126,0.2878804528804529,0.14839400428265523,-9.123209872536698,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,1,0.1,spline,full,467,77,2.433449836670398,0.24839400428265523,0.20940888248395126,0.2878804528804529,0.14839400428265523,-9.123209872536698,-2.7528786370869938,-2.3307653872323213
NY_delay1,PCA,sequential,6,0.1,boosting,base,85,77,2.8095709773702895,0.24705882352941178,0.1707178492239468,0.3295516983016983,0.14705882352941177,-8.712386293074331,-3.9354884473148544,-0.98325915948756
NY_delay1,PCA,sequential,6,0.1,boosting,full,85,77,2.8387548796324524,0.27058823529411763,0.2,0.34378472222222217,0.17058823529411762,-8.795609561396336,-3.9354884473148544,-0.98325915948756
