scenario,definition,projection,h,q,model,info,fold,n,loss_bp,below_rate
FX_UTC_delay1,EQ,sequential,1,0.1,interaction,base,2026-02,50,2.169333104452517,0.2
FX_UTC_delay1,EQ,sequential,1,0.1,interaction,base,2026-03,47,2.0351721041770228,0.1702127659574468
FX_UTC_delay1,EQ,sequential,1,0.1,interaction,full,2025-12,54,3.5162344127413756,0.3148148148148148
FX_UTC_delay1,EQ,sequential,1,0.1,interaction,full,2026-01,51,1.6105286172006101,0.21568627450980393
FX_UTC_delay1,EQ,sequential,1,0.1,interaction,full,2026-02,50,2.169333104452517,0.2
FX_UTC_delay1,EQ,sequential,1,0.1,interaction,full,2026-03,47,2.5965915568025006,0.2978723404255319
FX_UTC_delay1,EQ,sequential,1,0.1,linear,base,2025-12,54,2.5310754015694132,0.24074074074074073
FX_UTC_delay1,EQ,sequential,1,0.1,linear,base,2026-01,51,1.5883959167163082,0.23529411764705882
FX_UTC_delay1,EQ,sequential,1,0.1,linear,base,2026-02,50,2.2074485630767122,0.2
FX_UTC_delay1,EQ,sequential,1,0.1,linear,base,2026-03,47,1.977624328629409,0.1702127659574468
FX_UTC_delay1,EQ,sequential,1,0.1,linear,full,2025-12,54,2.8632557456478516,0.25925925925925924
FX_UTC_delay1,EQ,sequential,1,0.1,linear,full,2026-01,51,1.6618172981533037,0.21568627450980393
FX_UTC_delay1,EQ,sequential,1,0.1,linear,full,2026-02,50,2.2074485630767122,0.2
FX_UTC_delay1,EQ,sequential,1,0.1,linear,full,2026-03,47,1.990876316532271,0.10638297872340426
FX_UTC_delay1,EQ,sequential,1,0.1,persistence,base,2025-12,54,2.2112659695042565,0.12962962962962962
FX_UTC_delay1,EQ,sequential,1,0.1,persistence,base,2026-01,51,1.927305644653418,0.13725490196078433
FX_UTC_delay1,EQ,sequential,1,0.1,persistence,base,2026-02,50,2.387985444654019,0.24
FX_UTC_delay1,EQ,sequential,1,0.1,persistence,base,2026-03,47,2.703025183934073,0.2127659574468085
FX_UTC_delay1,EQ,sequential,1,0.1,spline,base,2025-12,54,3.5162344127413756,0.3148148148148148
FX_UTC_delay1,EQ,sequential,1,0.1,spline,base,2026-01,51,1.4187900447018877,0.19607843137254902
FX_UTC_delay1,EQ,sequential,1,0.1,spline,base,2026-02,50,2.2200775944498004,0.18
FX_UTC_delay1,EQ,sequential,1,0.1,spline,base,2026-03,47,2.6698256152976905,0.2765957446808511
FX_UTC_delay1,EQ,sequential,1,0.1,spline,full,2025-12,54,3.5162344127413756,0.3148148148148148
FX_UTC_delay1,EQ,sequential,1,0.1,spline,full,2026-01,51,1.4187900447018877,0.19607843137254902
FX_UTC_delay1,EQ,sequential,1,0.1,spline,full,2026-02,50,2.2200775944498004,0.18
FX_UTC_delay1,EQ,sequential,1,0.1,spline,full,2026-03,47,2.6698256152976905,0.2765957446808511
NY_delay0,EQ,sequential,1,0.1,boosting,base,2025-12,132,2.0601654611214464,0.19696969696969696
NY_delay0,EQ,sequential,1,0.1,boosting,base,2026-01,126,1.4649403877430494,0.21428571428571427
NY_delay0,EQ,sequential,1,0.1,boosting,base,2026-02,120,2.309947868783595,0.19166666666666668
NY_delay0,EQ,sequential,1,0.1,boosting,base,2026-03,90,2.4022453038257305,0.2222222222222222
NY_delay0,EQ,sequential,1,0.1,boosting,full,2025-12,132,2.0151904878645723,0.18181818181818182
NY_delay0,EQ,sequential,1,0.1,boosting,full,2026-01,126,1.470429914401491,0.21428571428571427
NY_delay0,EQ,sequential,1,0.1,boosting,full,2026-02,120,2.3092539766488542,0.19166666666666668
NY_delay0,EQ,sequential,1,0.1,boosting,full,2026-03,90,2.395612642984208,0.2222222222222222
NY_delay0,EQ,sequential,1,0.1,constant,base,2025-12,132,2.9670588480722344,0.22727272727272727
NY_delay0,EQ,sequential,1,0.1,constant,base,2026-01,126,1.3089432181937533,0.21428571428571427
NY_delay0,EQ,sequential,1,0.1,constant,base,2026-02,120,2.144343953909483,0.225
NY_delay0,EQ,sequential,1,0.1,constant,base,2026-03,90,2.8696449276096914,0.26666666666666666
NY_delay0,EQ,sequential,1,0.1,interaction,base,2025-12,132,2.9268783653124917,0.22727272727272727
NY_delay0,EQ,sequential,1,0.1,interaction,base,2026-01,126,1.2105174441164164,0.1746031746031746
NY_delay0,EQ,sequential,1,0.1,interaction,base,2026-02,120,2.214731643144808,0.18333333333333332
NY_delay0,EQ,sequential,1,0.1,interaction,base,2026-03,90,2.711146423705583,0.2777777777777778
NY_delay0,EQ,sequential,1,0.1,interaction,full,2025-12,132,2.9268783653124917,0.22727272727272727
NY_delay0,EQ,sequential,1,0.1,interaction,full,2026-01,126,1.2013983730291589,0.1746031746031746
NY_delay0,EQ,sequential,1,0.1,interaction,full,2026-02,120,2.19599847074352,0.18333333333333332
NY_delay0,EQ,sequential,1,0.1,interaction,full,2026-03,90,2.711146423705583,0.2777777777777778
NY_delay0,EQ,sequential,1,0.1,linear,base,2025-12,132,2.228352472649189,0.19696969696969696
NY_delay0,EQ,sequential,1,0.1,linear,base,2026-01,126,1.2278357323909672,0.18253968253968253
NY_delay0,EQ,sequential,1,0.1,linear,base,2026-02,120,2.161730059673703,0.2
NY_delay0,EQ,sequential,1,0.1,linear,base,2026-03,90,1.9743342309255536,0.2222222222222222
NY_delay0,EQ,sequential,1,0.1,linear,full,2025-12,132,2.1605241779634388,0.18181818181818182
NY_delay0,EQ,sequential,1,0.1,linear,full,2026-01,126,1.182934300032202,0.11904761904761904
NY_delay0,EQ,sequential,1,0.1,linear,full,2026-02,120,2.1170138234222926,0.15833333333333333
NY_delay0,EQ,sequential,1,0.1,linear,full,2026-03,90,1.9554176528044158,0.2222222222222222
NY_delay0,EQ,sequential,1,0.1,persistence,base,2025-12,132,2.1038432029882688,0.16666666666666666
NY_delay0,EQ,sequential,1,0.1,persistence,base,2026-01,126,1.4655306794181462,0.09523809523809523
NY_delay0,EQ,sequential,1,0.1,persistence,base,2026-02,120,2.963217471997472,0.23333333333333334
NY_delay0,EQ,sequential,1,0.1,persistence,base,2026-03,90,2.359998148834848,0.26666666666666666
NY_delay0,EQ,sequential,1,0.1,spline,base,2025-12,132,2.9670588480722344,0.22727272727272727
NY_delay0,EQ,sequential,1,0.1,spline,base,2026-01,126,1.2509976560039402,0.1984126984126984
NY_delay0,EQ,sequential,1,0.1,spline,base,2026-02,120,2.1156751261589615,0.20833333333333334
NY_delay0,EQ,sequential,1,0.1,spline,base,2026-03,90,2.8039229502402345,0.2777777777777778
NY_delay0,EQ,sequential,1,0.1,spline,full,2025-12,132,2.9670588480722344,0.22727272727272727
NY_delay0,EQ,sequential,1,0.1,spline,full,2026-01,126,1.2509976560039402,0.1984126984126984
NY_delay0,EQ,sequential,1,0.1,spline,full,2026-02,120,2.1156751261589615,0.20833333333333334
NY_delay0,EQ,sequential,1,0.1,spline,full,2026-03,90,2.8039229502402345,0.2777777777777778
NY_delay1,CAP,sequential,1,0.1,boosting,base,2025-12,132,1.4002515891726757,0.1590909090909091
NY_delay1,CAP,sequential,1,0.1,boosting,base,2026-01,126,1.2997348840325522,0.25396825396825395
NY_delay1,CAP,sequential,1,0.1,boosting,base,2026-02,120,1.3815450307247616,0.14166666666666666
NY_delay1,CAP,sequential,1,0.1,boosting,base,2026-03,89,1.7558940092287625,0.2247191011235955
NY_delay1,CAP,sequential,1,0.1,boosting,full,2025-12,132,1.3738963365228827,0.15151515151515152
NY_delay1,CAP,sequential,1,0.1,boosting,full,2026-01,126,1.3611538722774628,0.2698412698412698
NY_delay1,CAP,sequential,1,0.1,boosting,full,2026-02,120,1.3657618303152959,0.15833333333333333
NY_delay1,CAP,sequential,1,0.1,boosting,full,2026-03,89,1.7511734099536451,0.2247191011235955
NY_delay1,CAP,sequential,1,0.1,constant,base,2025-12,132,1.302480912522049,0.17424242424242425
NY_delay1,CAP,sequential,1,0.1,constant,base,2026-01,126,1.3394330223979392,0.25396825396825395
NY_delay1,CAP,sequential,1,0.1,constant,base,2026-02,120,1.219311970797495,0.16666666666666666
NY_delay1,CAP,sequential,1,0.1,constant,base,2026-03,89,1.8519357897611304,0.29213483146067415
NY_delay1,CAP,sequential,1,0.1,interaction,base,2025-12,132,1.2087112193569067,0.13636363636363635
NY_delay1,CAP,sequential,1,0.1,interaction,base,2026-01,126,1.1932278554752158,0.15873015873015872
NY_delay1,CAP,sequential,1,0.1,interaction,base,2026-02,120,1.271738461789199,0.18333333333333332
NY_delay1,CAP,sequential,1,0.1,interaction,base,2026-03,89,1.6429766365096756,0.24719101123595505
NY_delay1,CAP,sequential,1,0.1,interaction,full,2025-12,132,1.324005540151697,0.10606060606060606
NY_delay1,CAP,sequential,1,0.1,interaction,full,2026-01,126,1.2140780870058165,0.1984126984126984
NY_delay1,CAP,sequential,1,0.1,interaction,full,2026-02,120,1.219371419991507,0.15833333333333333
NY_delay1,CAP,sequential,1,0.1,interaction,full,2026-03,89,1.6429766365096756,0.24719101123595505
NY_delay1,CAP,sequential,1,0.1,linear,base,2025-12,132,1.1354513788662437,0.09090909090909091
NY_delay1,CAP,sequential,1,0.1,linear,base,2026-01,126,1.1613213001893723,0.1349206349206349
NY_delay1,CAP,sequential,1,0.1,linear,base,2026-02,120,1.2394016769417904,0.13333333333333333
NY_delay1,CAP,sequential,1,0.1,linear,base,2026-03,89,1.6429766365096756,0.24719101123595505
NY_delay1,CAP,sequential,1,0.1,linear,full,2025-12,132,1.1584693223350302,0.09090909090909091
NY_delay1,CAP,sequential,1,0.1,linear,full,2026-01,126,1.1544905680406419,0.14285714285714285
NY_delay1,CAP,sequential,1,0.1,linear,full,2026-02,120,1.234829646921717,0.13333333333333333
NY_delay1,CAP,sequential,1,0.1,linear,full,2026-03,89,1.6429766365096756,0.24719101123595505
NY_delay1,CAP,sequential,1,0.1,persistence,base,2025-12,132,1.4283810831698311,0.09090909090909091
NY_delay1,CAP,sequential,1,0.1,persistence,base,2026-01,126,1.4025855463338939,0.1111111111111111
NY_delay1,CAP,sequential,1,0.1,persistence,base,2026-02,120,1.5124243597113496,0.16666666666666666
NY_delay1,CAP,sequential,1,0.1,persistence,base,2026-03,89,1.776499414770763,0.1797752808988764
NY_delay1,CAP,sequential,1,0.1,spline,base,2025-12,132,1.3024236474164927,0.17424242424242425
NY_delay1,CAP,sequential,1,0.1,spline,base,2026-01,126,1.339406904832819,0.25396825396825395
NY_delay1,CAP,sequential,1,0.1,spline,base,2026-02,120,1.2196289506021998,0.16666666666666666
NY_delay1,CAP,sequential,1,0.1,spline,base,2026-03,89,1.8521889186218967,0.29213483146067415
NY_delay1,CAP,sequential,1,0.1,spline,full,2025-12,132,1.3024236474164927,0.17424242424242425
NY_delay1,CAP,sequential,1,0.1,spline,full,2026-01,126,1.339406904832819,0.25396825396825395
NY_delay1,CAP,sequential,1,0.1,spline,full,2026-02,120,1.2196289506021998,0.16666666666666666
NY_delay1,CAP,sequential,1,0.1,spline,full,2026-03,89,1.8521889186218967,0.29213483146067415
NY_delay1,CAP,sequential,6,0.1,boosting,base,2025-12,22,1.5094502833746355,0.2727272727272727
NY_delay1,CAP,sequential,6,0.1,boosting,base,2026-01,21,1.500467057178192,0.3333333333333333
NY_delay1,CAP,sequential,6,0.1,boosting,base,2026-02,20,1.035847620514878,0.15
NY_delay1,CAP,sequential,6,0.1,boosting,base,2026-03,22,2.1911550891728804,0.3181818181818182
NY_delay1,CAP,sequential,6,0.1,boosting,full,2025-12,22,1.738426441535519,0.3181818181818182
NY_delay1,CAP,sequential,6,0.1,boosting,full,2026-01,21,1.4847806943948645,0.2857142857142857
NY_delay1,CAP,sequential,6,0.1,boosting,full,2026-02,20,0.9863188756912107,0.2
NY_delay1,CAP,sequential,6,0.1,boosting,full,2026-03,22,2.1722180353609066,0.3181818181818182
NY_delay1,CAP,sequential,6,0.1,constant,base,2025-12,22,1.5718865813461562,0.22727272727272727
NY_delay1,CAP,sequential,6,0.1,constant,base,2026-01,21,1.4383300590060506,0.19047619047619047
NY_delay1,CAP,sequential,6,0.1,constant,base,2026-02,20,0.8944885410985426,0.05
NY_delay1,CAP,sequential,6,0.1,constant,base,2026-03,22,2.0123477781318417,0.3181818181818182
NY_delay1,CAP,sequential,6,0.1,interaction,base,2025-12,22,1.5833852020660095,0.22727272727272727
NY_delay1,CAP,sequential,6,0.1,interaction,base,2026-01,21,1.2300498509454183,0.14285714285714285
NY_delay1,CAP,sequential,6,0.1,interaction,base,2026-02,20,1.4037684252383524,0.1
NY_delay1,CAP,sequential,6,0.1,interaction,base,2026-03,22,2.026901629815063,0.3181818181818182
NY_delay1,CAP,sequential,6,0.1,interaction,full,2025-12,22,1.5833852020660095,0.22727272727272727
NY_delay1,CAP,sequential,6,0.1,interaction,full,2026-01,21,1.4391866997719582,0.19047619047619047
NY_delay1,CAP,sequential,6,0.1,interaction,full,2026-02,20,1.2114132688179524,0.05
NY_delay1,CAP,sequential,6,0.1,interaction,full,2026-03,22,2.026901629815063,0.3181818181818182
NY_delay1,CAP,sequential,6,0.1,linear,base,2025-12,22,1.6006430638440166,0.22727272727272727
NY_delay1,CAP,sequential,6,0.1,linear,base,2026-01,21,1.4391866997719582,0.19047619047619047
NY_delay1,CAP,sequential,6,0.1,linear,base,2026-02,20,1.0601714593191356,0.15
NY_delay1,CAP,sequential,6,0.1,linear,base,2026-03,22,2.026901629815063,0.3181818181818182
NY_delay1,CAP,sequential,6,0.1,linear,full,2025-12,22,1.5833852020660095,0.22727272727272727
NY_delay1,CAP,sequential,6,0.1,linear,full,2026-01,21,1.4391866997719582,0.19047619047619047
NY_delay1,CAP,sequential,6,0.1,linear,full,2026-02,20,0.974363221339279,0.1
NY_delay1,CAP,sequential,6,0.1,linear,full,2026-03,22,2.026901629815063,0.3181818181818182
NY_delay1,CAP,sequential,6,0.1,persistence,base,2025-12,22,1.7231777202459155,0.13636363636363635
NY_delay1,CAP,sequential,6,0.1,persistence,base,2026-01,21,1.4026303128277,0.047619047619047616
NY_delay1,CAP,sequential,6,0.1,persistence,base,2026-02,20,1.6789263132530727,0.05
NY_delay1,CAP,sequential,6,0.1,persistence,base,2026-03,22,1.8398575419465872,0.09090909090909091
NY_delay1,CAP,sequential,6,0.1,spline,base,2025-12,22,1.5609965420380951,0.22727272727272727
NY_delay1,CAP,sequential,6,0.1,spline,base,2026-01,21,1.4376282052267968,0.19047619047619047
NY_delay1,CAP,sequential,6,0.1,spline,base,2026-02,20,0.8952122354691008,0.05
NY_delay1,CAP,sequential,6,0.1,spline,base,2026-03,22,2.0099721821024237,0.3181818181818182
NY_delay1,CAP,sequential,6,0.1,spline,full,2025-12,22,1.5609965420380951,0.22727272727272727
NY_delay1,CAP,sequential,6,0.1,spline,full,2026-01,21,1.4376282052267968,0.19047619047619047
NY_delay1,CAP,sequential,6,0.1,spline,full,2026-02,20,0.8952122354691008,0.05
NY_delay1,CAP,sequential,6,0.1,spline,full,2026-03,22,2.0099721821024237,0.3181818181818182
NY_delay1,CAP,sequential,12,0.1,boosting,base,2025-12,72,1.1192975586945688,0.08333333333333333
NY_delay1,CAP,sequential,12,0.1,boosting,base,2026-01,74,1.1676869353927326,0.1891891891891892
NY_delay1,CAP,sequential,12,0.1,boosting,base,2026-02,68,1.3229580268337262,0.10294117647058823
NY_delay1,CAP,sequential,12,0.1,boosting,base,2026-03,55,2.12857659898151,0.3090909090909091
NY_delay1,CAP,sequential,12,0.1,boosting,full,2025-12,72,1.1110833221421703,0.1111111111111111
NY_delay1,CAP,sequential,12,0.1,boosting,full,2026-01,74,1.2133117244190805,0.20270270270270271
NY_delay1,CAP,sequential,12,0.1,boosting,full,2026-02,68,1.2960049689804973,0.10294117647058823
NY_delay1,CAP,sequential,12,0.1,boosting,full,2026-03,55,1.9838605785073347,0.3090909090909091
NY_delay1,CAP,sequential,12,0.1,constant,base,2025-12,72,0.9740961572129433,0.06944444444444445
NY_delay1,CAP,sequential,12,0.1,constant,base,2026-01,74,1.1634696059026752,0.21621621621621623
NY_delay1,CAP,sequential,12,0.1,constant,base,2026-02,68,1.2183483112770603,0.11764705882352941
NY_delay1,CAP,sequential,12,0.1,constant,base,2026-03,55,1.9398605223828642,0.2727272727272727
NY_delay1,CAP,sequential,12,0.1,interaction,base,2025-12,72,1.495919206004845,0.09722222222222222
NY_delay1,CAP,sequential,12,0.1,interaction,base,2026-01,74,1.1631327907097408,0.21621621621621623
NY_delay1,CAP,sequential,12,0.1,interaction,base,2026-02,68,1.2643287887777284,0.08823529411764706
NY_delay1,CAP,sequential,12,0.1,interaction,base,2026-03,55,1.9294156655565409,0.2727272727272727
NY_delay1,CAP,sequential,12,0.1,interaction,full,2025-12,72,2.120301465173107,0.125
NY_delay1,CAP,sequential,12,0.1,interaction,full,2026-01,74,1.1631327907097408,0.21621621621621623
NY_delay1,CAP,sequential,12,0.1,interaction,full,2026-02,68,1.2943543851209722,0.08823529411764706
NY_delay1,CAP,sequential,12,0.1,interaction,full,2026-03,55,1.9294156655565409,0.2727272727272727
NY_delay1,CAP,sequential,12,0.1,linear,base,2025-12,72,1.2843854094403617,0.1111111111111111
NY_delay1,CAP,sequential,12,0.1,linear,base,2026-01,74,1.1631327907097408,0.21621621621621623
NY_delay1,CAP,sequential,12,0.1,linear,base,2026-02,68,1.2643287887777284,0.08823529411764706
NY_delay1,CAP,sequential,12,0.1,linear,base,2026-03,55,1.9294156655565409,0.2727272727272727
NY_delay1,CAP,sequential,12,0.1,linear,full,2025-12,72,1.387553078925083,0.125
NY_delay1,CAP,sequential,12,0.1,linear,full,2026-01,74,1.1631327907097408,0.21621621621621623
NY_delay1,CAP,sequential,12,0.1,linear,full,2026-02,68,1.306568959544149,0.08823529411764706
NY_delay1,CAP,sequential,12,0.1,linear,full,2026-03,55,1.9294156655565409,0.2727272727272727
NY_delay1,CAP,sequential,12,0.1,persistence,base,2025-12,72,1.5881261471823693,0.1388888888888889
NY_delay1,CAP,sequential,12,0.1,persistence,base,2026-01,74,1.5109323800322805,0.02702702702702703
NY_delay1,CAP,sequential,12,0.1,persistence,base,2026-02,68,1.5730348704482022,0.07352941176470588
NY_delay1,CAP,sequential,12,0.1,persistence,base,2026-03,55,2.813220403329191,0.23636363636363636
NY_delay1,CAP,sequential,12,0.1,spline,base,2025-12,72,0.9747164416261838,0.06944444444444445
NY_delay1,CAP,sequential,12,0.1,spline,base,2026-01,74,1.1631327907097408,0.21621621621621623
NY_delay1,CAP,sequential,12,0.1,spline,base,2026-02,68,1.2178580145223599,0.11764705882352941
NY_delay1,CAP,sequential,12,0.1,spline,base,2026-03,55,1.9294156655565409,0.2727272727272727
NY_delay1,CAP,sequential,12,0.1,spline,full,2025-12,72,0.9747164416261838,0.06944444444444445
NY_delay1,CAP,sequential,12,0.1,spline,full,2026-01,74,1.1631327907097408,0.21621621621621623
NY_delay1,CAP,sequential,12,0.1,spline,full,2026-02,68,1.2178580145223599,0.11764705882352941
NY_delay1,CAP,sequential,12,0.1,spline,full,2026-03,55,1.9294156655565409,0.2727272727272727
NY_delay1,EQ,joint,1,0.1,boosting,base,2025-12,132,2.6126328944984105,0.21212121212121213
NY_delay1,EQ,joint,1,0.1,boosting,base,2026-01,126,1.5082507846845767,0.24603174603174602
NY_delay1,EQ,joint,1,0.1,boosting,base,2026-02,120,2.5676289214378767,0.25833333333333336
NY_delay1,EQ,joint,1,0.1,boosting,base,2026-03,89,2.506115511148444,0.25842696629213485
NY_delay1,EQ,joint,1,0.1,boosting,full,2025-12,132,2.678306203455125,0.20454545454545456
NY_delay1,EQ,joint,1,0.1,boosting,full,2026-01,126,1.5151702722521867,0.23809523809523808
NY_delay1,EQ,joint,1,0.1,boosting,full,2026-02,120,2.6643944646873265,0.25833333333333336
NY_delay1,EQ,joint,1,0.1,boosting,full,2026-03,89,2.322773907819641,0.20224719101123595
NY_delay1,EQ,joint,1,0.1,constant,base,2025-12,132,3.4796623416023897,0.23484848484848486
NY_delay1,EQ,joint,1,0.1,constant,base,2026-01,126,1.3912868412014603,0.23809523809523808
NY_delay1,EQ,joint,1,0.1,constant,base,2026-02,120,2.171149205008399,0.25
NY_delay1,EQ,joint,1,0.1,constant,base,2026-03,89,2.970260333225492,0.33707865168539325
NY_delay1,EQ,joint,1,0.1,interaction,base,2025-12,132,3.433642082243053,0.2196969696969697
NY_delay1,EQ,joint,1,0.1,interaction,base,2026-01,126,1.2093289399097251,0.2222222222222222
NY_delay1,EQ,joint,1,0.1,interaction,base,2026-02,120,2.2844584473203904,0.20833333333333334
NY_delay1,EQ,joint,1,0.1,interaction,base,2026-03,89,2.7468904116544777,0.3258426966292135
NY_delay1,EQ,joint,1,0.1,interaction,full,2025-12,132,4.230167212474571,0.20454545454545456
NY_delay1,EQ,joint,1,0.1,interaction,full,2026-01,126,1.2093289399097251,0.2222222222222222
NY_delay1,EQ,joint,1,0.1,interaction,full,2026-02,120,2.8715411290463346,0.25833333333333336
NY_delay1,EQ,joint,1,0.1,interaction,full,2026-03,89,2.7468904116544777,0.3258426966292135
NY_delay1,EQ,joint,1,0.1,linear,base,2025-12,132,2.380578957345665,0.19696969696969696
NY_delay1,EQ,joint,1,0.1,linear,base,2026-01,126,1.1885634887607244,0.16666666666666666
NY_delay1,EQ,joint,1,0.1,linear,base,2026-02,120,2.1686861603842407,0.19166666666666668
NY_delay1,EQ,joint,1,0.1,linear,base,2026-03,89,2.355026558509668,0.30337078651685395
NY_delay1,EQ,joint,1,0.1,linear,full,2025-12,132,2.4046992904831073,0.1893939393939394
NY_delay1,EQ,joint,1,0.1,linear,full,2026-01,126,1.1829636167165127,0.15079365079365079
NY_delay1,EQ,joint,1,0.1,linear,full,2026-02,120,2.1512753069729795,0.175
NY_delay1,EQ,joint,1,0.1,linear,full,2026-03,89,2.4125620747161642,0.30337078651685395
NY_delay1,EQ,joint,1,0.1,persistence,base,2025-12,132,2.5445228201395,0.19696969696969696
