task,method,info,algorithm,q,contrast,block_days,n,delta,relative_pct,ci_low,ci_high
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,add_residual,7,576,0.055898303580721946,0.4879558290668837,-0.05572649374201796,0.17384634845458835
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,3,576,-0.08883097530214201,-0.7657620508652884,-0.23821502112581933,0.048017148555766276
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,7,576,-0.08883097530214201,-0.7657620508652884,-0.22172479794537328,0.02384608913156058
own_residual,sequential_ols,with_positioning,linear_qr,0.1,add_positioning,3,576,0.0,0.0,0.0,0.0
own_residual,sequential_ols,with_positioning,linear_qr,0.1,add_positioning,7,576,0.0,0.0,0.0,0.0
own_residual,sequential_ols,with_positioning,linear_qr,0.5,add_positioning,3,576,0.00040421133267503414,0.010426022727360389,-0.003122905113030829,0.003760509286385459
own_residual,sequential_ols,with_positioning,linear_qr,0.5,add_positioning,7,576,0.00040421133267503414,0.010426022727360389,-0.0015873107641666579,0.0025574238611634323
own_residual,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,3,576,0.03482712222571088,1.7224790540654964,0.007056596207172779,0.06474980583745352
own_residual,sequential_ols,with_positioning,quantile_lightgbm,0.1,add_positioning,7,576,0.03482712222571088,1.7224790540654964,0.006085209725834808,0.06438601312278537
own_residual,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,3,576,0.004913672621100287,0.12432634922589414,-0.022922780973883054,0.034532602788688964
own_residual,sequential_ols,with_positioning,quantile_lightgbm,0.5,add_positioning,7,576,0.004913672621100287,0.12432634922589414,-0.024159558082653586,0.03235138825388033
own_residual,pca_1,with_positioning,linear_qr,0.1,add_positioning,3,576,3.870451172138183e-17,2.1269113615666973e-15,-8.678154501826543e-17,1.6710796031382745e-16
own_residual,pca_1,with_positioning,linear_qr,0.1,add_positioning,7,576,3.870451172138183e-17,2.1269113615666973e-15,-8.288021929571126e-17,1.6533607879917999e-16
own_residual,pca_1,with_positioning,linear_qr,0.5,add_positioning,3,576,-0.00028148046648946584,-0.007329598811940199,-0.005189311857980132,0.0040302577489147815
own_residual,pca_1,with_positioning,linear_qr,0.5,add_positioning,7,576,-0.00028148046648946584,-0.007329598811940199,-0.0035683902117714644,0.002937428122716897
own_residual,pca_1,with_positioning,quantile_lightgbm,0.1,add_positioning,3,576,0.03134940818866087,1.574856302147758,0.005942715664869976,0.06054471617429636
own_residual,pca_1,with_positioning,quantile_lightgbm,0.1,add_positioning,7,576,0.03134940818866087,1.574856302147758,0.008494844507842514,0.056835046418673964
own_residual,pca_1,with_positioning,quantile_lightgbm,0.5,add_positioning,3,576,0.0034027513670793963,0.0867928243080299,-0.02268752720423815,0.030449360627062202
own_residual,pca_1,with_positioning,quantile_lightgbm,0.5,add_positioning,7,576,0.0034027513670793963,0.0867928243080299,-0.023267124683581452,0.028696231250816277
own_residual,pca_2,with_positioning,linear_qr,0.1,add_positioning,3,576,0.0,0.0,0.0,0.0
own_residual,pca_2,with_positioning,linear_qr,0.1,add_positioning,7,576,0.0,0.0,0.0,0.0
