mode,definition,removed_group,procedure,calibration,n,block_days,difference_bp,removal_loss_increase_pct,increase_lo,increase_hi,inclusion_gain_pct,p_centered_boot,full_winning_months
available_macro,CAP,fx_macro,fixed_full_spec,raw,1088,10,-0.042454424162552594,-3.272067801407408,-4.090946516348044,-2.505569799825871,-3.3827537992743517,0.0005,1
available_macro,CAP,global_btc,retuned,calibrated,1088,1,-0.0008351576887883986,-0.0638820587014699,-0.5486463965289011,0.4062866165864035,-0.06392289396210948,0.7985,2
available_macro,CAP,global_btc,retuned,calibrated,1088,5,-0.0008351576887883986,-0.0638820587014699,-0.6325009017370069,0.4243495200003835,-0.06392289396210948,0.8095,2
available_macro,CAP,global_btc,retuned,calibrated,1088,10,-0.0008351576887883986,-0.0638820587014699,-0.5923090508214961,0.4032412180314535,-0.06392289396210948,0.809,2
available_macro,CAP,global_btc,fixed_full_spec,calibrated,1088,1,-0.0008351576887883986,-0.0638820587014699,-0.5486463965289011,0.4062866165864035,-0.06392289396210948,0.7985,2
available_macro,CAP,global_btc,fixed_full_spec,calibrated,1088,5,-0.0008351576887883986,-0.0638820587014699,-0.6325009017370069,0.4243495200003835,-0.06392289396210948,0.8095,2
available_macro,CAP,global_btc,fixed_full_spec,calibrated,1088,10,-0.0008351576887883986,-0.0638820587014699,-0.5923090508214961,0.4032412180314535,-0.06392289396210948,0.809,2
available_macro,CAP,local_volume,retuned,calibrated,1088,1,0.00024399785901314604,0.01866364371874152,-0.14761840291119888,0.17489506752304895,0.01866016105276369,0.8295,1
available_macro,CAP,local_volume,retuned,calibrated,1088,5,0.00024399785901314604,0.01866364371874152,-0.1118560497782647,0.16483561851377812,0.01866016105276369,0.7915,1
available_macro,CAP,local_volume,retuned,calibrated,1088,10,0.00024399785901314604,0.01866364371874152,-0.09523106744727389,0.14614230311412899,0.01866016105276369,0.761,1
available_macro,CAP,local_volume,fixed_full_spec,calibrated,1088,1,0.00024399785901314604,0.01866364371874152,-0.14761840291119888,0.17489506752304895,0.01866016105276369,0.8295,1
available_macro,CAP,local_volume,fixed_full_spec,calibrated,1088,5,0.00024399785901314604,0.01866364371874152,-0.1118560497782647,0.16483561851377812,0.01866016105276369,0.7915,1
available_macro,CAP,local_volume,fixed_full_spec,calibrated,1088,10,0.00024399785901314604,0.01866364371874152,-0.09523106744727389,0.14614230311412899,0.01866016105276369,0.761,1
available_macro,CAP,fx_macro,retuned,calibrated,1088,1,-0.002769696660745556,-0.21185690683594993,-0.9004678664662463,0.42083347926148074,-0.21230669322922502,0.5175,1
available_macro,CAP,fx_macro,retuned,calibrated,1088,5,-0.002769696660745556,-0.21185690683594993,-1.1043324460174897,0.5807909053532826,-0.21230669322922502,0.6345,1
available_macro,CAP,fx_macro,retuned,calibrated,1088,10,-0.002769696660745556,-0.21185690683594993,-0.9309779682079676,0.4527233910122702,-0.21230669322922502,0.557,1
available_macro,CAP,fx_macro,fixed_full_spec,calibrated,1088,1,-0.002769696660745631,-0.21185690683596103,-0.9004678664662886,0.4208334792615022,-0.21230669322924722,0.5175,1
available_macro,CAP,fx_macro,fixed_full_spec,calibrated,1088,5,-0.002769696660745631,-0.21185690683596103,-1.1043324460175277,0.5807909053532898,-0.21230669322924722,0.6345,1
available_macro,CAP,fx_macro,fixed_full_spec,calibrated,1088,10,-0.002769696660745631,-0.21185690683596103,-0.9309779682079877,0.4527233910122749,-0.21230669322924722,0.557,1
available_macro,EQ,global_btc,retuned,raw,1088,1,0.010768973521887699,0.6052707499489385,-0.04916333635520473,1.2157307054460644,0.601629263990866,0.064,3
available_macro,EQ,global_btc,retuned,raw,1088,5,0.010768973521887699,0.6052707499489385,0.0038267744030664893,1.138223387492461,0.601629263990866,0.045,3
available_macro,EQ,global_btc,retuned,raw,1088,10,0.010768973521887699,0.6052707499489385,0.10847075340694146,1.0672473803310614,0.601629263990866,0.017,3
available_macro,EQ,global_btc,fixed_full_spec,raw,1088,1,0.010768973521887699,0.6052707499489385,-0.04916333635520473,1.2157307054460644,0.601629263990866,0.064,3
available_macro,EQ,global_btc,fixed_full_spec,raw,1088,5,0.010768973521887699,0.6052707499489385,0.0038267744030664893,1.138223387492461,0.601629263990866,0.045,3
available_macro,EQ,global_btc,fixed_full_spec,raw,1088,10,0.010768973521887699,0.6052707499489385,0.10847075340694146,1.0672473803310614,0.601629263990866,0.017,3
available_macro,EQ,local_volume,retuned,raw,1088,1,-0.0021009784810938348,-0.11808561125101757,-0.49145117705943636,0.27233639806929083,-0.11822521822260068,0.532,3
available_macro,EQ,local_volume,retuned,raw,1088,5,-0.0021009784810938348,-0.11808561125101757,-0.43353979038122203,0.2148988811145633,-0.11822521822260068,0.4825,3
available_macro,EQ,local_volume,retuned,raw,1088,10,-0.0021009784810938348,-0.11808561125101757,-0.38179496425969595,0.177025803418604,-0.11822521822260068,0.446,3
available_macro,EQ,local_volume,fixed_full_spec,raw,1088,1,-0.0021009784810938348,-0.11808561125101757,-0.49145117705943636,0.27233639806929083,-0.11822521822260068,0.532,3
available_macro,EQ,local_volume,fixed_full_spec,raw,1088,5,-0.0021009784810938348,-0.11808561125101757,-0.43353979038122203,0.2148988811145633,-0.11822521822260068,0.4825,3
available_macro,EQ,local_volume,fixed_full_spec,raw,1088,10,-0.0021009784810938348,-0.11808561125101757,-0.38179496425969595,0.177025803418604,-0.11822521822260068,0.446,3
available_macro,EQ,fx_macro,retuned,raw,1088,1,0.0350898134429949,1.9722248972979806,0.1491819789126593,3.8359692964266268,1.9340804805272338,0.0355,2
available_macro,EQ,fx_macro,retuned,raw,1088,5,0.0350898134429949,1.9722248972979806,0.8002942250871747,3.2139991351359436,1.9340804805272338,0.002,2
available_macro,EQ,fx_macro,retuned,raw,1088,10,0.0350898134429949,1.9722248972979806,1.0001404629133648,2.9897153442846327,1.9340804805272338,0.0005,2
available_macro,EQ,fx_macro,fixed_full_spec,raw,1088,1,-0.009672895914632848,-0.5436656476616064,-0.9448854998047678,-0.12718015569863633,-0.5466375281192093,0.01,0
available_macro,EQ,fx_macro,fixed_full_spec,raw,1088,5,-0.009672895914632848,-0.5436656476616064,-1.0033286615616777,-0.077530403882691,-0.5466375281192093,0.0305,0
available_macro,EQ,fx_macro,fixed_full_spec,raw,1088,10,-0.009672895914632848,-0.5436656476616064,-0.9509118278592564,-0.07605043939061558,-0.5466375281192093,0.017,0
available_macro,EQ,global_btc,retuned,calibrated,1088,1,0.004533819876076327,0.2680464375076852,-0.3742457889725153,0.8729478324884301,0.2673298693166015,0.397,3
available_macro,EQ,global_btc,retuned,calibrated,1088,5,0.004533819876076327,0.2680464375076852,-0.2910432416644646,0.8167490859815537,0.2673298693166015,0.328,3
available_macro,EQ,global_btc,retuned,calibrated,1088,10,0.004533819876076327,0.2680464375076852,-0.1694627580035531,0.7105902361502366,0.2673298693166015,0.2545,3
available_macro,EQ,global_btc,fixed_full_spec,calibrated,1088,1,0.004533819876076327,0.2680464375076852,-0.3742457889725153,0.8729478324884301,0.2673298693166015,0.397,3
available_macro,EQ,global_btc,fixed_full_spec,calibrated,1088,5,0.004533819876076327,0.2680464375076852,-0.2910432416644646,0.8167490859815537,0.2673298693166015,0.328,3
available_macro,EQ,global_btc,fixed_full_spec,calibrated,1088,10,0.004533819876076327,0.2680464375076852,-0.1694627580035531,0.7105902361502366,0.2673298693166015,0.2545,3
available_macro,EQ,local_volume,retuned,calibrated,1088,1,0.005231349222706184,0.3092854504221254,-0.24870341202459192,0.8981483907027745,0.30833182494854894,0.315,3
available_macro,EQ,local_volume,retuned,calibrated,1088,5,0.005231349222706184,0.3092854504221254,-0.25867312385746394,0.8443261770409818,0.30833182494854894,0.291,3
available_macro,EQ,local_volume,retuned,calibrated,1088,10,0.005231349222706184,0.3092854504221254,-0.24823663104209098,0.7987538013601145,0.30833182494854894,0.2505,3
available_macro,EQ,local_volume,fixed_full_spec,calibrated,1088,1,0.0005737599477396935,0.03392157478239177,-0.458522102235439,0.5522752021862393,0.033910071951970266,0.888,3
available_macro,EQ,local_volume,fixed_full_spec,calibrated,1088,5,0.0005737599477396935,0.03392157478239177,-0.43830681364365504,0.5084751167073063,0.033910071951970266,0.8905,3
available_macro,EQ,local_volume,fixed_full_spec,calibrated,1088,10,0.0005737599477396935,0.03392157478239177,-0.3618019343117897,0.42150636722785756,0.033910071951970266,0.8725,3
available_macro,EQ,fx_macro,retuned,calibrated,1088,1,0.013524693414244393,0.7996007753200862,-0.7512382351109559,2.4183060818163886,0.7932578791679634,0.3315,2
available_macro,EQ,fx_macro,retuned,calibrated,1088,5,0.013524693414244393,0.7996007753200862,-0.5810182057866439,2.259025927489915,0.7932578791679634,0.261,2
available_macro,EQ,fx_macro,retuned,calibrated,1088,10,0.013524693414244393,0.7996007753200862,-0.5166508564607102,2.1880488890035528,0.7932578791679634,0.248,2
available_macro,EQ,fx_macro,fixed_full_spec,calibrated,1088,1,-0.009476828376002722,-0.5602847388057164,-0.9882532295887766,-0.1287621288754564,-0.5634416161933276,0.011,1
available_macro,EQ,fx_macro,fixed_full_spec,calibrated,1088,5,-0.009476828376002722,-0.5602847388057164,-0.9166149813339719,-0.22442989883362927,-0.5634416161933276,0.0035,1
available_macro,EQ,fx_macro,fixed_full_spec,calibrated,1088,10,-0.009476828376002722,-0.5602847388057164,-0.8035920580567525,-0.310408708654413,-0.5634416161933276,0.0005,1
available_macro,PCA,global_btc,retuned,raw,1088,1,0.06707746634779566,3.942374178132124,2.156636362091608,5.777318144938266,3.7928459969327366,0.0005,3
available_macro,PCA,global_btc,retuned,raw,1088,5,0.06707746634779566,3.942374178132124,2.4837081272625023,5.53450604187739,3.7928459969327366,0.0005,3
available_macro,PCA,global_btc,retuned,raw,1088,10,0.06707746634779566,3.942374178132124,2.5984949296850406,5.404480951291694,3.7928459969327366,0.0005,3
available_macro,PCA,global_btc,fixed_full_spec,raw,1088,1,0.009623514337196068,0.5656071478479907,-0.25137982863662833,1.345294632101293,0.5624260260433389,0.1695,3
available_macro,PCA,global_btc,fixed_full_spec,raw,1088,5,0.009623514337196068,0.5656071478479907,-0.1447371376426049,1.1914361332906054,0.5624260260433389,0.1015,3
available_macro,PCA,global_btc,fixed_full_spec,raw,1088,10,0.009623514337196068,0.5656071478479907,0.015996002315535468,1.0974517682217064,0.5624260260433389,0.0475,3
available_macro,PCA,local_volume,retuned,raw,1088,1,0.060394263890949755,3.549579306356776,1.8746292439625323,5.328802392365742,3.4279031649710023,0.001,4
available_macro,PCA,local_volume,retuned,raw,1088,5,0.060394263890949755,3.549579306356776,2.0849017571173913,5.026440222266253,3.4279031649710023,0.0005,4
available_macro,PCA,local_volume,retuned,raw,1088,10,0.060394263890949755,3.549579306356776,2.2225249767376725,4.84787660745093,3.4279031649710023,0.0005,4
available_macro,PCA,local_volume,fixed_full_spec,raw,1088,1,0.006433817287287497,0.37813764474508016,-0.23454854366322692,1.022432349656271,0.3767131505102883,0.255,4
available_macro,PCA,local_volume,fixed_full_spec,raw,1088,5,0.006433817287287497,0.37813764474508016,-0.26207705544324994,1.0339477646889161,0.3767131505102883,0.2575,4
available_macro,PCA,local_volume,fixed_full_spec,raw,1088,10,0.006433817287287497,0.37813764474508016,-0.21029178514313202,0.9265591667077917,0.3767131505102883,0.196,4
available_macro,PCA,fx_macro,retuned,raw,1088,1,0.07934835373260571,4.663576575936057,2.3938601219424873,6.902031422884411,4.45577795877491,0.0005,3
available_macro,PCA,fx_macro,retuned,raw,1088,5,0.07934835373260571,4.663576575936057,2.990839025844104,6.576153701099929,4.45577795877491,0.0005,3
available_macro,PCA,fx_macro,retuned,raw,1088,10,0.07934835373260571,4.663576575936057,3.2660786486567597,6.392175730327932,4.45577795877491,0.0005,3
available_macro,PCA,fx_macro,fixed_full_spec,raw,1088,1,-0.005311136665755608,-0.3121538303047844,-1.037679777100678,0.413901613590376,-0.31313128159415893,0.3855,1
available_macro,PCA,fx_macro,fixed_full_spec,raw,1088,5,-0.005311136665755608,-0.3121538303047844,-1.1034199026037532,0.3905275635454615,-0.31313128159415893,0.4145,1
available_macro,PCA,fx_macro,fixed_full_spec,raw,1088,10,-0.005311136665755608,-0.3121538303047844,-1.040871174925724,0.2902635193004075,-0.31313128159415893,0.3805,1
available_macro,PCA,global_btc,retuned,calibrated,1088,1,0.039208190960535017,2.380967183395044,0.8762114626636448,3.7063368632512015,2.325595517309398,0.0005,4
available_macro,PCA,global_btc,retuned,calibrated,1088,5,0.039208190960535017,2.380967183395044,1.4753330512153353,3.2196946998639415,2.325595517309398,0.0005,4
available_macro,PCA,global_btc,retuned,calibrated,1088,10,0.039208190960535017,2.380967183395044,1.6444147936283984,3.043045087714658,2.325595517309398,0.0005,4
available_macro,PCA,global_btc,fixed_full_spec,calibrated,1088,1,0.015232530201164048,0.925014739026131,-0.1233083909190382,1.9144781670313074,0.9165366400173958,0.0795,4
available_macro,PCA,global_btc,fixed_full_spec,calibrated,1088,5,0.015232530201164048,0.925014739026131,0.11182684917872333,1.7258135410545052,0.9165366400173958,0.034,4
available_macro,PCA,global_btc,fixed_full_spec,calibrated,1088,10,0.015232530201164048,0.925014739026131,0.20764228909371968,1.565206461313684,0.9165366400173958,0.0075,4
available_macro,PCA,local_volume,retuned,calibrated,1088,1,0.022010165711094896,1.33659526173886,-0.04675628941309318,2.5962367962212802,1.3189660243533963,0.0495,3
available_macro,PCA,local_volume,retuned,calibrated,1088,5,0.022010165711094896,1.33659526173886,0.37001744596287184,2.252769841796986,1.3189660243533963,0.0105,3
available_macro,PCA,local_volume,retuned,calibrated,1088,10,0.022010165711094896,1.33659526173886,0.43885934292394696,2.1639842937860703,1.3189660243533963,0.004,3
available_macro,PCA,local_volume,fixed_full_spec,calibrated,1088,1,-0.0040457857549258906,-0.2456854773845829,-0.9369885639014048,0.42020771556395575,-0.24629057756582196,0.4745,1
available_macro,PCA,local_volume,fixed_full_spec,calibrated,1088,5,-0.0040457857549258906,-0.2456854773845829,-0.854548267043292,0.3622534919639934,-0.24629057756582196,0.4155,1
available_macro,PCA,local_volume,fixed_full_spec,calibrated,1088,10,-0.0040457857549258906,-0.2456854773845829,-0.8124618724028602,0.2508104046618743,-0.24629057756582196,0.3695,1
available_macro,PCA,fx_macro,retuned,calibrated,1088,1,0.04286289882709841,2.602903959410585,0.7235766182201061,4.302780901706288,2.536871627376447,0.0045,3
available_macro,PCA,fx_macro,retuned,calibrated,1088,5,0.04286289882709841,2.602903959410585,0.8851436702144138,4.116794034666283,2.536871627376447,0.002,3
available_macro,PCA,fx_macro,retuned,calibrated,1088,10,0.04286289882709841,2.602903959410585,1.2328951158872041,4.150613624077383,2.536871627376447,0.001,3
available_macro,PCA,fx_macro,fixed_full_spec,calibrated,1088,1,-0.012710769103285184,-0.7718775941765843,-1.5966412666389505,0.049608291868934555,-0.7778818901961637,0.0675,0
available_macro,PCA,fx_macro,fixed_full_spec,calibrated,1088,5,-0.012710769103285184,-0.7718775941765843,-1.6136336723171583,0.09241061566290086,-0.7778818901961637,0.0825,0
available_macro,PCA,fx_macro,fixed_full_spec,calibrated,1088,10,-0.012710769103285184,-0.7718775941765843,-1.6709236975218593,0.06712602017300363,-0.7778818901961637,0.077,0
strict,EQ,global_btc,retuned,raw,467,1,-0.12917957193940346,-6.654193563184451,-11.91728812440951,-2.025410431060321,-7.1285404424553,0.0165,2
strict,EQ,global_btc,retuned,raw,467,5,-0.12917957193940346,-6.654193563184451,-11.293093820907226,-2.8219929252959104,-7.1285404424553,0.005,2
strict,EQ,global_btc,retuned,raw,467,10,-0.12917957193940346,-6.654193563184451,-10.074727054818194,-3.157214359285341,-7.1285404424553,0.0005,2
strict,EQ,global_btc,fixed_full_spec,raw,467,1,-0.025320474945153337,-1.3042878132143776,-8.814476700083029,5.672779103529362,-1.3215242935234794,0.7325,2
strict,EQ,global_btc,fixed_full_spec,raw,467,5,-0.025320474945153337,-1.3042878132143776,-8.232640351392153,4.600673131219751,-1.3215242935234794,0.7135,2
strict,EQ,global_btc,fixed_full_spec,raw,467,10,-0.025320474945153337,-1.3042878132143776,-6.310245995637583,4.457108622097979,-1.3215242935234794,0.6085,2
strict,EQ,local_volume,retuned,raw,467,1,0.03884852025060728,2.001133534581556,0.15485086737283518,3.8440323613768106,1.961873819669968,0.036,4
strict,EQ,local_volume,retuned,raw,467,5,0.03884852025060728,2.001133534581556,0.23401531172731088,3.607955406604458,1.961873819669968,0.0165,4
strict,EQ,local_volume,retuned,raw,467,10,0.03884852025060728,2.001133534581556,0.5791220347261975,3.435631139743995,1.961873819669968,0.0045,4
strict,EQ,local_volume,fixed_full_spec,raw,467,1,0.016336936710620805,0.8415350621610473,-0.5473644117587152,2.089936990182576,0.8345123481532823,0.193,4
strict,EQ,local_volume,fixed_full_spec,raw,467,5,0.016336936710620805,0.8415350621610473,-0.31346171610337503,1.875933289785787,0.8345123481532823,0.143,4
strict,EQ,local_volume,fixed_full_spec,raw,467,10,0.016336936710620805,0.8415350621610473,-0.03635409117981133,1.7451526217163251,0.8345123481532823,0.0535,4
strict,EQ,fx_macro,retuned,raw,467,1,-0.03350408054392547,-1.7258350817293544,-5.677037174245051,2.3791850795141105,-1.7561432174617142,0.4285,2
strict,EQ,fx_macro,retuned,raw,467,5,-0.03350408054392547,-1.7258350817293544,-6.130684403547063,2.4276771861231308,-1.7561432174617142,0.4665,2
strict,EQ,fx_macro,retuned,raw,467,10,-0.03350408054392547,-1.7258350817293544,-5.295809903453863,2.5149667042848414,-1.7561432174617142,0.4235,2
strict,EQ,fx_macro,fixed_full_spec,raw,467,1,-0.0335040805439264,-1.7258350817293988,-5.677037174245073,2.379185079514078,-1.7561432174617586,0.4285,2
strict,EQ,fx_macro,fixed_full_spec,raw,467,5,-0.0335040805439264,-1.7258350817293988,-6.1306844035471535,2.427677186123095,-1.7561432174617586,0.4665,2
strict,EQ,fx_macro,fixed_full_spec,raw,467,10,-0.0335040805439264,-1.7258350817293988,-5.295809903453904,2.514966704284793,-1.7561432174617586,0.4235,2
strict,EQ,global_btc,retuned,calibrated,467,1,-0.07376765449287545,-3.9199576142918913,-8.628611454713031,0.049191922326066534,-4.079887473982824,0.084,3
strict,EQ,global_btc,retuned,calibrated,467,5,-0.07376765449287545,-3.9199576142918913,-8.209387418220015,0.3397678468885608,-4.079887473982824,0.0755,3
strict,EQ,global_btc,retuned,calibrated,467,10,-0.07376765449287545,-3.9199576142918913,-8.167175521991233,-0.10777283845127858,-4.079887473982824,0.042,3
strict,EQ,global_btc,fixed_full_spec,calibrated,467,1,-0.07890338443442169,-4.192866436291299,-9.498943411313775,0.7844528494777112,-4.376361425637665,0.1265,3
strict,EQ,global_btc,fixed_full_spec,calibrated,467,5,-0.07890338443442169,-4.192866436291299,-7.9196414971963005,-0.4622318860658837,-4.376361425637665,0.0315,3
strict,EQ,global_btc,fixed_full_spec,calibrated,467,10,-0.07890338443442169,-4.192866436291299,-6.615453907540713,-1.7606859689516992,-4.376361425637665,0.0005,3
strict,EQ,local_volume,retuned,calibrated,467,1,0.03065315333162664,1.628885486876519,0.22533042170426396,3.048954224394302,1.6027780675474057,0.0225,3
strict,EQ,local_volume,retuned,calibrated,467,5,0.03065315333162664,1.628885486876519,0.1386434037391333,2.8797989648304267,1.6027780675474057,0.024,3
strict,EQ,local_volume,retuned,calibrated,467,10,0.03065315333162664,1.628885486876519,0.3037321942283329,2.695142569506922,1.6027780675474057,0.018,3
strict,EQ,local_volume,fixed_full_spec,calibrated,467,1,0.021467269158861622,1.1407545187092971,0.02451436928407363,2.308167551821677,1.127888084420281,0.0555,2
strict,EQ,local_volume,fixed_full_spec,calibrated,467,5,0.021467269158861622,1.1407545187092971,-0.2605891930278668,2.3127899929704636,1.127888084420281,0.1035,2
strict,EQ,local_volume,fixed_full_spec,calibrated,467,10,0.021467269158861622,1.1407545187092971,-0.18929198869838765,2.1648643950346487,1.127888084420281,0.072,2
strict,EQ,fx_macro,retuned,calibrated,467,1,-0.02157042256387774,-1.1462360129795401,-4.751002883813866,2.5746261337292102,-1.1595269282108855,0.532,2
strict,EQ,fx_macro,retuned,calibrated,467,5,-0.02157042256387774,-1.1462360129795401,-3.734497247302787,2.014026484677029,-1.1595269282108855,0.424,2
strict,EQ,fx_macro,retuned,calibrated,467,10,-0.02157042256387774,-1.1462360129795401,-3.3300236235445064,0.8971178137011941,-1.1595269282108855,0.287,2
strict,EQ,fx_macro,fixed_full_spec,calibrated,467,1,-0.021570422563878477,-1.1462360129795734,-4.75100288381388,2.574626133729159,-1.15952692821093,0.532,2
strict,EQ,fx_macro,fixed_full_spec,calibrated,467,5,-0.021570422563878477,-1.1462360129795734,-3.734497247302833,2.0140264846769917,-1.15952692821093,0.424,2
strict,EQ,fx_macro,fixed_full_spec,calibrated,467,10,-0.021570422563878477,-1.1462360129795734,-3.3300236235445007,0.8971178137011673,-1.15952692821093,0.287,2
