mode,definition,removed_group,procedure,calibration,n,seed,removal_loss_increase_pct
available_macro,EQ,global_btc,retuned,calibrated,1088,20260926,-0.1499927952077762
available_macro,EQ,global_btc,retuned,calibrated,1088,20260927,0.33472101058404924
available_macro,EQ,global_btc,retuned,calibrated,1088,20260928,0.29796396681909254
available_macro,EQ,global_btc,fixed_full_spec,calibrated,1088,20260925,0.5913018135185633
available_macro,EQ,global_btc,fixed_full_spec,calibrated,1088,20260926,-0.1499927952077762
available_macro,EQ,global_btc,fixed_full_spec,calibrated,1088,20260927,0.33472101058404924
available_macro,EQ,global_btc,fixed_full_spec,calibrated,1088,20260928,0.29796396681909254
available_macro,EQ,local_volume,retuned,calibrated,1088,20260925,0.519780828531502
available_macro,EQ,local_volume,retuned,calibrated,1088,20260926,0.06286496418808074
available_macro,EQ,local_volume,retuned,calibrated,1088,20260927,0.5071757464507831
available_macro,EQ,local_volume,retuned,calibrated,1088,20260928,0.14826826948044491
available_macro,EQ,local_volume,fixed_full_spec,calibrated,1088,20260925,0.22099068859298132
available_macro,EQ,local_volume,fixed_full_spec,calibrated,1088,20260926,-0.17959567821870248
available_macro,EQ,local_volume,fixed_full_spec,calibrated,1088,20260927,0.2750016116102927
available_macro,EQ,local_volume,fixed_full_spec,calibrated,1088,20260928,-0.1799503754802978
available_macro,EQ,fx_macro,retuned,calibrated,1088,20260925,1.177130032763074
available_macro,EQ,fx_macro,retuned,calibrated,1088,20260926,0.3489548407052512
available_macro,EQ,fx_macro,retuned,calibrated,1088,20260927,0.7437038110233996
available_macro,EQ,fx_macro,retuned,calibrated,1088,20260928,0.9307663948918465
available_macro,EQ,fx_macro,fixed_full_spec,calibrated,1088,20260925,-0.19812523740118104
available_macro,EQ,fx_macro,fixed_full_spec,calibrated,1088,20260926,-0.9352315273279954
available_macro,EQ,fx_macro,fixed_full_spec,calibrated,1088,20260927,-0.6708312617453083
available_macro,EQ,fx_macro,fixed_full_spec,calibrated,1088,20260928,-0.4349789451356334
available_macro,PCA,global_btc,retuned,raw,1088,20260925,3.942374178132124
available_macro,PCA,global_btc,fixed_full_spec,raw,1088,20260925,0.5656071478479907
available_macro,PCA,local_volume,retuned,raw,1088,20260925,3.549579306356776
available_macro,PCA,local_volume,fixed_full_spec,raw,1088,20260925,0.37813764474508016
available_macro,PCA,fx_macro,retuned,raw,1088,20260925,4.663576575936057
available_macro,PCA,fx_macro,fixed_full_spec,raw,1088,20260925,-0.3121538303047844
available_macro,PCA,global_btc,retuned,calibrated,1088,20260925,2.380967183395044
available_macro,PCA,global_btc,fixed_full_spec,calibrated,1088,20260925,0.925014739026131
available_macro,PCA,local_volume,retuned,calibrated,1088,20260925,1.33659526173886
available_macro,PCA,local_volume,fixed_full_spec,calibrated,1088,20260925,-0.2456854773845829
available_macro,PCA,fx_macro,retuned,calibrated,1088,20260925,2.602903959410585
available_macro,PCA,fx_macro,fixed_full_spec,calibrated,1088,20260925,-0.7718775941765843
strict,EQ,global_btc,retuned,raw,467,20260925,-6.654193563184451
strict,EQ,global_btc,fixed_full_spec,raw,467,20260925,-1.3042878132143776
strict,EQ,local_volume,retuned,raw,467,20260925,2.001133534581556
strict,EQ,local_volume,fixed_full_spec,raw,467,20260925,0.8415350621610473
strict,EQ,fx_macro,retuned,raw,467,20260925,-1.7258350817293544
strict,EQ,fx_macro,fixed_full_spec,raw,467,20260925,-1.7258350817293988
strict,EQ,global_btc,retuned,calibrated,467,20260925,-3.9199576142918913
strict,EQ,global_btc,fixed_full_spec,calibrated,467,20260925,-4.192866436291299
strict,EQ,local_volume,retuned,calibrated,467,20260925,1.628885486876519
strict,EQ,local_volume,fixed_full_spec,calibrated,467,20260925,1.1407545187092971
strict,EQ,fx_macro,retuned,calibrated,467,20260925,-1.1462360129795401
strict,EQ,fx_macro,fixed_full_spec,calibrated,467,20260925,-1.1462360129795734
